tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_uT	specimen_n	specimen_int_ptrm_n	specimen_f	specimen_fvds	specimen_frac	specimen_gap_max	specimen_b_beta	specimen_dang	specimen_drats	specimen_int_mad	specimen_md
su100501g	100	515	40	-	1.03	71.5	13.00	7.00	0.88	0.85	0.88	0.17	0.02	3.50	4.56	4.50	-1.00
su100501g	100	530	40	-	1.02	69.6	14.00	7.00	0.95	0.91	0.94	0.16	0.02	2.71	4.10	4.19	-1.00
su100501g	100	545	40	-	1.02	68.1	15.00	8.00	0.99	0.94	0.97	0.16	0.02	2.14	7.57	3.96	-1.00
su100501g	100	560	40	-	1.02	66.5	16.00	8.00	1.01	0.96	0.98	0.16	0.02	1.81	7.26	3.75	-1.00
su100501g	100	580	40	-	1.02	64.3	17.00	8.00	1.04	0.98	0.98	0.15	0.03	1.60	6.77	3.57	-1.00
su100501g	150	515	40	-	1.03	71.1	12.00	7.00	0.84	0.81	0.85	0.18	0.03	3.22	4.56	4.18	-1.00
su100501g	150	530	40	-	1.02	69.2	13.00	7.00	0.92	0.88	0.91	0.17	0.03	2.47	4.10	3.89	-1.00
su100501g	150	545	40	-	1.02	67.6	14.00	8.00	0.95	0.91	0.94	0.16	0.02	1.93	7.57	3.67	-1.00
su100501g	150	560	40	-	1.02	66.0	15.00	8.00	0.97	0.92	0.95	0.16	0.03	1.62	7.26	3.47	-1.00
su100501g	150	580	40	-	1.02	63.8	16.00	8.00	1.01	0.94	0.95	0.16	0.03	1.44	6.77	3.31	-1.00
su100501g	200	515	40	-	1.03	70.2	11.00	7.00	0.82	0.79	0.82	0.19	0.03	2.84	4.56	3.82	-1.00
su100501g	200	530	40	-	1.02	68.3	12.00	7.00	0.90	0.85	0.87	0.17	0.03	2.15	4.10	3.54	-1.00
su100501g	200	545	40	-	1.02	66.8	13.00	8.00	0.93	0.88	0.90	0.17	0.03	1.66	7.57	3.33	-1.00
su100501g	200	560	40	-	1.02	65.2	14.00	8.00	0.96	0.90	0.91	0.17	0.03	1.38	7.26	3.15	-1.00
su100501g	200	580	40	-	1.02	62.9	15.00	8.00	0.99	0.92	0.92	0.17	0.03	1.23	6.77	2.99	-1.00
su100501g	250	530	40	-	1.02	67.4	11.00	7.00	0.87	0.81	0.83	0.18	0.03	1.99	4.10	3.02	-1.00
su100501g	250	545	40	-	1.02	65.9	12.00	8.00	0.90	0.84	0.86	0.18	0.03	1.52	7.57	2.86	-1.00
su100501g	250	560	40	-	1.02	64.3	13.00	8.00	0.93	0.86	0.87	0.18	0.03	1.26	7.26	2.71	-1.00
su100501g	250	580	40	-	1.02	61.9	14.00	8.00	0.96	0.88	0.87	0.17	0.04	1.11	6.77	2.59	-1.00
su100501g	300	545	40	-	1.02	64.6	11.00	8.00	0.85	0.79	0.80	0.19	0.03	1.26	7.57	2.56	-1.00
su100501g	300	560	40	-	1.02	63.0	12.00	8.00	0.88	0.80	0.81	0.19	0.03	1.03	7.26	2.42	-1.00
su100501g	300	580	40	-	1.02	60.6	13.00	8.00	0.91	0.82	0.81	0.19	0.04	0.90	6.77	2.30	-1.00
su100501h	0	530	40	-	-1.00	151.8	15.00	7.00	0.88	0.88	0.94	0.14	0.03	2.00	12.68	3.15	-1.00
su100501h	0	545	40	-	-1.00	156.4	16.00	8.00	0.91	0.92	0.98	0.14	0.03	1.50	15.30	2.91	-1.00
su100501h	0	560	40	-	-1.00	158.3	17.00	8.00	0.94	0.95	0.99	0.14	0.03	1.15	14.72	2.73	-1.00
su100501h	0	580	40	-	-1.00	157.0	18.00	8.00	0.98	0.98	1.00	0.13	0.03	0.98	13.73	2.57	-1.00
su100501h	100	515	40	-	-1.00	149.6	13.00	7.00	0.75	0.75	0.82	0.16	0.03	2.74	13.80	3.57	-1.00
su100501h	100	530	40	-	-1.00	155.5	14.00	7.00	0.85	0.86	0.92	0.15	0.03	1.94	12.68	3.21	-1.00
su100501h	100	545	40	-	-1.00	160.0	15.00	8.00	0.88	0.90	0.96	0.14	0.03	1.44	15.30	2.95	-1.00
su100501h	100	560	40	-	-1.00	161.7	16.00	8.00	0.91	0.93	0.98	0.14	0.03	1.10	14.72	2.76	-1.00
su100501h	100	580	40	-	-1.00	160.0	17.00	8.00	0.94	0.96	0.98	0.14	0.03	0.93	13.73	2.59	-1.00
su100501h	150	515	40	-	-1.00	153.3	12.00	7.00	0.73	0.74	0.80	0.17	0.03	2.60	13.80	3.67	-1.00
su100501h	150	530	40	-	-1.00	159.1	13.00	7.00	0.82	0.84	0.90	0.15	0.03	1.82	12.68	3.26	-1.00
su100501h	150	545	40	-	-1.00	163.5	14.00	8.00	0.85	0.88	0.94	0.14	0.03	1.33	15.30	2.96	-1.00
su100501h	150	560	40	-	-1.00	165.0	15.00	8.00	0.88	0.91	0.96	0.14	0.03	1.00	14.72	2.76	-1.00
su100501h	150	580	40	-	-1.00	162.8	16.00	8.00	0.92	0.95	0.97	0.14	0.02	0.84	13.73	2.59	-1.00
su100501h	200	530	40	-	-1.00	162.8	12.00	7.00	0.79	0.82	0.86	0.16	0.03	1.64	12.68	3.23	-1.00
su100501h	200	545	40	-	-1.00	167.2	13.00	8.00	0.82	0.86	0.90	0.15	0.03	1.18	15.30	2.92	-1.00
su100501h	200	560	40	-	-1.00	168.4	14.00	8.00	0.84	0.89	0.92	0.15	0.02	0.86	14.72	2.71	-1.00
su100501h	200	580	40	-	-1.00	165.7	15.00	8.00	0.88	0.92	0.93	0.15	0.02	0.72	13.73	2.53	-1.00
su100501h	250	530	40	-	-1.00	166.1	11.00	7.00	0.74	0.78	0.81	0.17	0.03	1.44	12.68	2.78	-1.00
su100501h	250	545	40	-	-1.00	170.6	12.00	8.00	0.77	0.82	0.85	0.16	0.03	1.01	15.30	2.51	-1.00
su100501h	250	560	40	-	-1.00	171.5	13.00	8.00	0.80	0.85	0.87	0.15	0.02	0.72	14.72	2.33	-1.00
su100501h	250	580	40	-	-1.00	168.2	14.00	8.00	0.83	0.89	0.88	0.15	0.03	0.61	13.73	2.18	-1.00
su100501h	300	545	40	-	-1.00	174.0	11.00	8.00	0.72	0.78	0.80	0.17	0.03	0.72	15.30	2.34	-1.00
su100501h	300	560	40	-	-1.00	174.7	12.00	8.00	0.74	0.81	0.82	0.16	0.02	0.46	14.72	2.15	-1.00
su100501h	300	580	40	-	-1.00	170.5	13.00	8.00	0.78	0.84	0.82	0.16	0.03	0.38	13.73	2.00	-1.00
su100601b	200	580	40	-	-1.00	43.2	15.00	8.00	0.73	0.79	0.81	0.15	0.02	1.44	2.60	4.25	-1.00
su100601c	150	530	40	-	-1.00	45.5	13.00	7.00	0.71	0.81	0.80	0.23	0.06	2.94	6.16	3.84	-1.00
su100601c	150	545	40	-	-1.00	46.3	14.00	8.00	0.73	0.84	0.83	0.22	0.05	2.47	5.33	3.75	-1.00
su100601c	150	560	40	-	-1.00	47.0	15.00	8.00	0.75	0.86	0.84	0.22	0.05	2.19	5.23	3.62	-1.00
su100601c	150	580	40	-	-1.00	47.6	16.00	8.00	0.76	0.88	0.86	0.21	0.05	1.96	5.19	3.49	-1.00
su100601c	200	580	40	-	-1.00	54.4	15.00	8.00	0.60	0.78	0.79	0.23	0.01	1.33	5.19	2.51	-1.00
su100601f	150	580	40	-	-1.00	42.5	16.00	8.00	0.73	0.82	0.79	0.28	0.05	2.78	4.75	3.32	-1.00
su100601g	100	530	40	-	1.00	42.7	14.00	7.00	0.78	0.79	0.88	0.18	0.07	2.22	1.69	4.24	-1.00
su100601g	100	545	40	-	1.00	42.9	15.00	8.00	0.82	0.84	0.91	0.18	0.06	2.04	2.87	4.01	-1.00
su100601g	100	560	40	-	1.00	43.2	16.00	8.00	0.84	0.86	0.94	0.17	0.06	1.80	2.82	3.83	-1.00
su100601g	100	580	40	-	1.00	43.6	17.00	8.00	0.86	0.88	0.96	0.17	0.05	1.62	2.80	3.68	-1.00
su100601g	200	545	40	-	1.00	53.2	13.00	8.00	0.66	0.80	0.80	0.20	0.02	2.48	2.87	3.34	-1.00
su100601g	200	560	40	-	1.00	52.6	14.00	8.00	0.68	0.82	0.83	0.20	0.02	2.19	2.82	3.23	-1.00
su100601g	200	580	40	-	1.00	52.4	15.00	8.00	0.70	0.83	0.85	0.19	0.02	1.96	2.80	3.12	-1.00
su100901b	0	545	40	-	1.01	64.9	15.00	7.00	0.91	0.91	0.94	0.18	0.03	2.61	7.99	3.09	-1.00
su100901b	0	560	40	-	1.01	63.8	16.00	8.00	0.96	0.96	0.97	0.17	0.03	2.28	8.24	2.88	-1.00
su100901b	0	580	40	-	1.01	62.8	17.00	8.00	0.98	0.98	1.00	0.17	0.03	1.99	7.91	2.75	-1.00
su100901b	100	515	40	-	1.01	67.5	12.00	6.00	0.76	0.78	0.80	0.21	0.04	3.34	6.19	3.34	-1.00
su100901b	100	530	40	-	1.01	66.7	13.00	7.00	0.84	0.86	0.87	0.19	0.03	3.08	8.43	2.84	-1.00
su100901b	100	545	40	-	1.01	66.4	14.00	7.00	0.89	0.91	0.93	0.18	0.02	2.99	7.99	2.49	-1.00
su100901b	100	560	40	-	1.01	65.1	15.00	8.00	0.94	0.95	0.96	0.18	0.02	2.60	8.24	2.41	-1.00
su100901b	100	580	40	-	1.01	63.9	16.00	8.00	0.97	0.98	0.98	0.17	0.02	2.26	7.91	2.37	-1.00
su100901b	200	530	40	-	1.01	68.7	12.00	7.00	0.80	0.83	0.84	0.20	0.02	3.59	8.43	2.13	-1.00
su100901b	200	545	40	-	1.01	68.1	13.00	7.00	0.85	0.88	0.90	0.19	0.02	3.42	7.99	1.93	-1.00
su100901b	200	560	40	-	1.01	66.4	14.00	8.00	0.90	0.92	0.93	0.18	0.02	2.96	8.24	2.03	-1.00
su100901b	200	580	40	-	1.01	65.0	15.00	8.00	0.93	0.95	0.95	0.18	0.02	2.57	7.91	2.10	-1.00
su100901b	250	545	40	-	1.01	68.0	12.00	7.00	0.81	0.84	0.85	0.20	0.02	3.68	7.99	1.68	-1.00
su100901b	250	560	40	-	1.01	66.1	13.00	8.00	0.86	0.88	0.88	0.19	0.02	3.19	8.24	1.88	-1.00
su100901b	250	580	40	-	1.01	64.7	14.00	8.00	0.89	0.91	0.91	0.19	0.02	2.76	7.91	2.02	-1.00
su100901b	300	545	40	-	1.01	67.7	11.00	7.00	0.76	0.79	0.80	0.21	0.02	3.73	7.99	1.60	-1.00
su100901b	300	560	40	-	1.01	65.7	12.00	8.00	0.81	0.83	0.83	0.20	0.03	3.24	8.24	1.84	-1.00
su100901b	300	580	40	-	1.01	64.2	13.00	8.00	0.84	0.85	0.85	0.20	0.03	2.81	7.91	1.99	-1.00
su100901b	330	560	40	-	1.01	65.4	11.00	8.00	0.78	0.80	0.80	0.21	0.03	3.35	8.24	1.83	-1.00
su100901b	330	580	40	-	1.01	63.8	12.00	8.00	0.82	0.82	0.82	0.20	0.03	2.91	7.91	2.00	-1.00
su100901c	0	560	40	-	1.00	49.2	17.00	8.00	0.99	0.89	0.99	0.13	0.02	2.50	6.03	4.97	-1.00
su100901c	0	580	40	-	1.00	47.2	18.00	8.00	1.04	0.92	1.00	0.13	0.03	2.20	5.42	4.70	-1.00
su100901c	100	545	40	-	1.00	50.9	15.00	8.00	0.95	0.87	0.96	0.14	0.02	2.85	6.31	4.68	-1.00
su100901c	100	560	40	-	1.00	49.7	16.00	8.00	0.98	0.89	0.97	0.13	0.02	2.33	6.03	4.43	-1.00
su100901c	100	580	40	-	1.00	47.6	17.00	8.00	1.03	0.92	0.98	0.13	0.03	2.06	5.42	4.20	-1.00
su100901c	150	515	40	-	1.00	53.8	12.00	7.00	0.85	0.79	0.81	0.16	0.03	4.19	4.42	4.78	-1.00
su100901c	150	530	40	-	1.00	52.2	13.00	7.00	0.91	0.83	0.87	0.15	0.03	3.33	4.12	4.36	-1.00
su100901c	150	545	40	-	1.00	51.0	14.00	8.00	0.96	0.88	0.91	0.14	0.03	2.63	6.31	4.09	-1.00
su100901c	150	560	40	-	1.00	49.8	15.00	8.00	0.98	0.90	0.93	0.14	0.03	2.13	6.03	3.89	-1.00
su100901c	200	530	40	-	1.00	52.0	12.00	7.00	0.86	0.79	0.84	0.15	0.03	3.10	4.12	4.40	-1.00
su100901c	200	545	40	-	1.00	50.7	13.00	8.00	0.91	0.83	0.89	0.15	0.03	2.43	6.31	4.08	-1.00
su100901c	200	560	40	-	1.00	49.4	14.00	8.00	0.94	0.85	0.90	0.14	0.03	1.95	6.03	3.87	-1.00
su100901c	250	530	40	-	1.00	50.5	11.00	7.00	0.82	0.74	0.79	0.16	0.03	2.81	4.12	4.51	-1.00
su100901c	250	545	40	-	1.00	49.4	12.00	8.00	0.87	0.78	0.84	0.16	0.03	2.17	6.31	4.13	-1.00
su100901c	250	560	40	-	1.00	48.2	13.00	8.00	0.90	0.80	0.85	0.15	0.03	1.72	6.03	3.88	-1.00
su100901d	0	515	40	-	-1.00	59.2	14.00	7.00	0.76	0.74	0.79	0.14	0.02	3.33	4.11	4.31	-1.00
su100901d	0	530	40	-	-1.00	59.6	15.00	7.00	0.86	0.84	0.89	0.13	0.02	2.40	3.67	4.03	-1.00
su100901d	0	545	40	-	-1.00	58.4	16.00	8.00	0.94	0.91	0.94	0.12	0.02	1.78	2.91	3.72	-1.00
su100901d	0	560	40	-	-1.00	56.9	17.00	8.00	0.99	0.95	0.98	0.12	0.02	1.50	2.69	3.43	-1.00
su100901d	100	530	40	-	-1.00	60.6	14.00	7.00	0.84	0.83	0.87	0.13	0.01	2.22	3.67	3.52	-1.00
su100901d	100	545	40	-	-1.00	59.2	15.00	8.00	0.92	0.90	0.92	0.12	0.02	1.67	2.91	3.26	-1.00
su100901d	100	560	40	-	-1.00	57.5	16.00	8.00	0.97	0.94	0.96	0.12	0.02	1.45	2.69	3.01	-1.00
su100901d	150	530	40	-	-1.00	61.4	13.00	7.00	0.83	0.82	0.85	0.13	0.01	2.23	3.67	3.37	-1.00
su100901d	150	545	40	-	-1.00	59.7	14.00	8.00	0.91	0.89	0.90	0.13	0.02	1.70	2.91	3.13	-1.00
su100901d	150	560	40	-	-1.00	57.8	15.00	8.00	0.96	0.93	0.94	0.12	0.02	1.51	2.69	2.88	-1.00
su100901d	200	530	40	-	-1.00	61.3	12.00	7.00	0.82	0.81	0.84	0.14	0.01	2.40	3.67	3.44	-1.00
su100901d	200	545	40	-	-1.00	59.5	13.00	8.00	0.89	0.88	0.89	0.13	0.02	1.85	2.91	3.20	-1.00
su100901d	200	560	40	-	-1.00	57.6	14.00	8.00	0.95	0.92	0.93	0.12	0.02	1.66	2.69	2.93	-1.00
su100901d	250	545	40	-	-1.00	59.0	12.00	8.00	0.85	0.82	0.83	0.14	0.02	1.95	2.91	3.30	-1.00
su100901d	250	560	40	-	-1.00	56.9	13.00	8.00	0.90	0.87	0.87	0.13	0.02	1.79	2.69	3.02	-1.00
su100901d	300	560	40	-	-1.00	56.7	12.00	8.00	0.85	0.82	0.82	0.14	0.03	1.89	2.69	2.66	-1.00
su100901e	0	530	40	-	1.01	62.9	15.00	7.00	0.91	0.88	0.93	0.16	0.02	3.00	10.51	4.84	-1.00
su100901e	0	545	40	-	1.01	61.5	16.00	8.00	0.97	0.92	0.98	0.15	0.02	2.45	10.83	4.46	-1.00
su100901e	0	560	40	-	1.01	60.7	17.00	8.00	0.98	0.94	1.00	0.15	0.02	2.04	10.68	4.18	-1.00
su100901e	0	580	40	-	1.01	59.8	18.00	8.00	1.00	0.95	1.00	0.15	0.02	1.80	10.37	3.96	-1.00
su100901e	100	515	40	-	1.01	64.1	13.00	7.00	0.83	0.80	0.84	0.18	0.03	3.38	11.29	4.91	-1.00
su100901e	100	530	40	-	1.01	62.6	14.00	7.00	0.91	0.88	0.93	0.16	0.02	2.75	10.51	4.40	-1.00
su100901e	100	545	40	-	1.01	61.2	15.00	8.00	0.96	0.92	0.97	0.15	0.02	2.25	10.83	4.05	-1.00
su100901e	100	560	40	-	1.01	60.4	16.00	8.00	0.98	0.94	0.99	0.15	0.02	1.88	10.68	3.80	-1.00
su100901e	100	580	40	-	1.01	59.5	17.00	8.00	0.99	0.95	0.99	0.15	0.02	1.65	10.37	3.61	-1.00
su100901e	150	515	40	-	1.01	63.1	12.00	7.00	0.83	0.81	0.81	0.18	0.03	2.84	11.29	3.91	-1.00
su100901e	150	530	40	-	1.01	61.7	13.00	7.00	0.91	0.88	0.90	0.17	0.02	2.33	10.51	3.51	-1.00
su100901e	150	545	40	-	1.01	60.3	14.00	8.00	0.96	0.93	0.94	0.16	0.02	1.92	10.83	3.24	-1.00
su100901e	150	560	40	-	1.01	59.6	15.00	8.00	0.97	0.94	0.96	0.16	0.02	1.60	10.68	3.06	-1.00
su100901e	150	580	40	-	1.01	58.8	16.00	8.00	0.99	0.95	0.96	0.16	0.02	1.41	10.37	2.90	-1.00
su100901e	200	515	40	-	1.01	61.9	11.00	7.00	0.81	0.79	0.80	0.19	0.03	2.40	11.29	3.50	-1.00
su100901e	200	530	40	-	1.01	60.7	12.00	7.00	0.89	0.86	0.88	0.17	0.02	1.99	10.51	3.11	-1.00
su100901e	200	545	40	-	1.01	59.4	13.00	8.00	0.94	0.91	0.93	0.16	0.02	1.64	10.83	2.86	-1.00
su100901e	200	560	40	-	1.01	58.8	14.00	8.00	0.95	0.92	0.95	0.16	0.02	1.36	10.68	2.69	-1.00
su100901e	200	580	40	-	1.01	57.9	15.00	8.00	0.97	0.93	0.95	0.16	0.02	1.21	10.37	2.55	-1.00
su100901e	250	530	40	-	1.01	58.3	11.00	7.00	0.85	0.82	0.83	0.18	0.03	1.43	10.51	2.06	-1.00
su100901e	250	545	40	-	1.01	57.4	12.00	8.00	0.90	0.87	0.87	0.17	0.02	1.19	10.83	1.89	-1.00
su100901e	250	560	40	-	1.01	56.9	13.00	8.00	0.92	0.88	0.89	0.17	0.02	0.99	10.68	1.78	-1.00
su100901e	250	580	40	-	1.01	56.2	14.00	8.00	0.93	0.89	0.89	0.17	0.02	0.89	10.37	1.69	-1.00
su100901e	300	545	40	-	1.01	56.2	11.00	8.00	0.84	0.80	0.82	0.18	0.03	0.93	10.83	1.37	-1.00
su100901e	300	560	40	-	1.01	55.8	12.00	8.00	0.86	0.82	0.84	0.18	0.02	0.77	10.68	1.30	-1.00
su100901e	300	580	40	-	1.01	55.1	13.00	8.00	0.87	0.83	0.84	0.18	0.02	0.71	10.37	1.23	-1.00
su100901f	100	530	40	-	-1.00	56.4	14.00	7.00	0.77	0.75	0.79	0.14	0.02	1.76	18.04	4.80	-1.00
su100901g	0	560	40	-	-1.00	42.5	17.00	8.00	0.94	0.84	0.91	0.12	0.03	3.18	10.97	3.93	-1.00
su100901g	100	560	40	-	-1.00	42.6	16.00	8.00	0.93	0.83	0.88	0.12	0.03	3.43	10.97	3.69	-1.00
su100901g	150	560	40	-	-1.00	42.3	15.00	8.00	0.93	0.83	0.88	0.12	0.04	3.51	10.97	3.81	-1.00
su100901g	200	560	40	-	-1.00	42.1	14.00	8.00	0.91	0.81	0.86	0.13	0.04	3.64	10.97	3.93	-1.00
su100901g	250	560	40	-	-1.00	41.6	13.00	8.00	0.89	0.79	0.84	0.13	0.04	3.51	10.97	3.95	-1.00
su100901g	300	560	40	-	-1.00	40.9	12.00	8.00	0.86	0.75	0.80	0.13	0.04	3.38	10.97	4.03	-1.00
su100901h	0	530	40	-	-1.00	64.0	15.00	7.00	0.77	0.74	0.79	0.14	0.02	3.32	3.93	2.82	-1.00
su100901h	0	560	40	-	-1.00	56.1	17.00	8.00	1.01	0.94	0.96	0.11	0.04	2.74	4.66	2.30	-1.00
su100901h	100	560	40	-	-1.00	56.2	16.00	8.00	1.00	0.93	0.95	0.11	0.04	2.88	4.66	2.36	-1.00
su100901h	150	560	40	-	-1.00	56.3	15.00	8.00	0.99	0.92	0.95	0.11	0.04	3.05	4.66	2.45	-1.00
su100901h	200	560	40	-	-1.00	56.0	14.00	8.00	0.97	0.90	0.91	0.12	0.05	3.23	4.66	2.56	-1.00
su100901h	250	560	40	-	-1.00	55.1	13.00	8.00	0.93	0.86	0.86	0.12	0.05	3.17	4.66	2.26	-1.00
su100901h	300	560	40	-	-1.00	54.3	12.00	8.00	0.89	0.81	0.82	0.13	0.06	3.28	4.66	2.35	-1.00
su100902a	0	515	40	-	1.03	78.9	13.00	6.00	0.89	0.85	0.87	0.15	0.03	4.73	0.30	3.95	-1.00
su100902a	0	530	40	-	1.03	77.6	14.00	7.00	0.96	0.92	0.95	0.14	0.02	3.60	2.57	3.90	-1.00
su100902a	0	545	40	-	1.03	77.1	15.00	7.00	0.98	0.94	0.97	0.14	0.02	3.02	2.53	3.70	-1.00
su100902a	0	560	40	-	1.03	76.9	16.00	8.00	0.99	0.95	0.98	0.14	0.02	2.59	6.93	3.56	-1.00
su100902a	0	580	40	-	1.03	77.1	17.00	8.00	0.99	0.96	1.00	0.13	0.02	2.26	6.94	3.44	-1.00
su100902a	100	515	40	-	1.03	78.6	12.00	6.00	0.85	0.82	0.84	0.16	0.03	4.34	0.30	3.56	-1.00
su100902a	100	530	40	-	1.03	77.3	13.00	7.00	0.92	0.89	0.92	0.15	0.03	3.29	2.57	3.52	-1.00
su100902a	100	545	40	-	1.03	76.8	14.00	7.00	0.94	0.91	0.94	0.14	0.02	2.76	2.53	3.33	-1.00
su100902a	100	560	40	-	1.03	76.6	15.00	8.00	0.95	0.91	0.96	0.14	0.02	2.37	6.93	3.21	-1.00
su100902a	100	580	40	-	1.03	76.9	16.00	8.00	0.96	0.92	0.97	0.14	0.02	2.07	6.94	3.10	-1.00
su100902a	200	530	40	-	1.03	76.3	12.00	7.00	0.86	0.83	0.86	0.16	0.03	2.91	2.57	3.08	-1.00
su100902a	200	545	40	-	1.03	75.9	13.00	7.00	0.88	0.84	0.88	0.15	0.02	2.46	2.53	2.90	-1.00
su100902a	200	560	40	-	1.03	75.8	14.00	8.00	0.89	0.85	0.89	0.15	0.02	2.11	6.93	2.79	-1.00
su100902a	200	580	40	-	1.03	76.1	15.00	8.00	0.90	0.86	0.91	0.15	0.02	1.84	6.94	2.70	-1.00
su100902a	250	530	40	-	1.03	75.7	11.00	7.00	0.84	0.79	0.81	0.17	0.03	2.57	2.57	2.56	-1.00
su100902a	250	545	40	-	1.03	75.3	12.00	7.00	0.86	0.81	0.83	0.16	0.03	2.19	2.53	2.42	-1.00
su100902a	250	560	40	-	1.03	75.3	13.00	8.00	0.86	0.82	0.84	0.16	0.02	1.88	6.93	2.34	-1.00
su100902a	250	580	40	-	1.03	75.7	14.00	8.00	0.87	0.83	0.86	0.16	0.02	1.65	6.94	2.27	-1.00
su100902a	300	560	40	-	1.03	74.8	12.00	8.00	0.82	0.78	0.80	0.17	0.03	1.92	6.93	2.38	-1.00
su100902a	300	580	40	-	1.03	75.2	13.00	8.00	0.83	0.79	0.81	0.16	0.02	1.67	6.94	2.31	-1.00
su100902b	0	545	40	-	1.07	94.1	15.00	7.00	1.00	0.94	0.97	0.21	0.03	1.68	0.97	4.55	-1.00
su100902b	0	560	40	-	1.07	92.7	16.00	8.00	1.00	0.94	0.98	0.21	0.03	1.26	7.88	4.18	-1.00
su100902b	0	580	40	-	1.07	92.2	17.00	8.00	1.01	0.95	1.00	0.21	0.02	1.05	7.83	3.88	-1.00
su100902b	100	530	40	-	1.07	96.7	13.00	7.00	0.95	0.89	0.91	0.23	0.03	2.10	1.01	4.60	-1.00
su100902b	100	545	40	-	1.07	93.7	14.00	7.00	0.97	0.91	0.94	0.22	0.03	1.34	0.97	4.14	-1.00
su100902b	100	560	40	-	1.07	92.3	15.00	8.00	0.98	0.91	0.95	0.22	0.03	0.99	7.88	3.79	-1.00
su100902b	100	580	40	-	1.07	91.8	16.00	8.00	0.99	0.92	0.97	0.21	0.02	0.81	7.83	3.51	-1.00
su100902b	200	530	40	-	1.07	95.6	12.00	7.00	0.90	0.84	0.87	0.24	0.04	1.83	1.01	4.56	-1.00
su100902b	200	545	40	-	1.07	92.7	13.00	7.00	0.92	0.86	0.89	0.23	0.03	1.11	0.97	4.07	-1.00
su100902b	200	560	40	-	1.06	91.3	14.00	8.00	0.93	0.86	0.90	0.23	0.03	0.80	7.88	3.72	-1.00
su100902b	200	580	40	-	1.06	90.9	15.00	8.00	0.94	0.88	0.92	0.22	0.03	0.64	7.83	3.44	-1.00
su100902b	250	530	40	-	1.07	94.0	11.00	7.00	0.90	0.83	0.84	0.24	0.04	1.43	1.01	4.21	-1.00
su100902b	250	545	40	-	1.06	91.3	12.00	7.00	0.92	0.85	0.87	0.24	0.03	0.80	0.97	3.74	-1.00
su100902b	250	560	40	-	1.06	90.0	13.00	8.00	0.93	0.86	0.88	0.23	0.03	0.57	7.88	3.40	-1.00
su100902b	250	580	40	-	1.06	89.7	14.00	8.00	0.94	0.87	0.90	0.23	0.03	0.44	7.83	3.15	-1.00
su100902b	300	530	40	-	1.07	93.7	10.00	7.00	0.87	0.80	0.82	0.25	0.04	0.96	1.01	3.38	-1.00
su100902b	300	545	40	-	1.06	90.8	11.00	7.00	0.89	0.82	0.84	0.25	0.04	0.54	0.97	2.99	-1.00
su100902b	300	560	40	-	1.06	89.5	12.00	8.00	0.90	0.83	0.85	0.24	0.03	0.50	7.88	2.71	-1.00
su100902b	300	580	40	-	1.06	89.2	13.00	8.00	0.92	0.84	0.87	0.24	0.03	0.38	7.83	2.52	-1.00
su100902b	330	545	40	-	1.06	89.8	10.00	7.00	0.87	0.79	0.80	0.26	0.04	0.59	0.97	2.09	-1.00
su100902b	330	560	40	-	1.06	88.6	11.00	8.00	0.88	0.80	0.82	0.25	0.03	0.70	7.88	1.90	-1.00
su100902b	330	580	40	-	1.06	88.3	12.00	8.00	0.89	0.81	0.84	0.25	0.03	0.57	7.83	1.78	-1.00
su100902b	360	580	40	-	1.06	86.7	11.00	8.00	0.85	0.76	0.79	0.26	0.03	0.77	7.83	1.56	-1.00
su100902c	0	515	40	-	-1.00	85.4	13.00	6.00	0.87	0.85	0.86	0.23	0.04	3.05	12.07	3.52	-1.00
su100902c	0	530	40	-	-1.00	81.6	14.00	7.00	0.97	0.94	0.94	0.21	0.03	2.28	12.44	3.17	-1.00
su100902c	100	515	40	-	-1.00	84.8	12.00	6.00	0.85	0.82	0.84	0.23	0.04	2.70	12.07	3.20	-1.00
su100902c	100	530	40	-	-1.00	80.9	13.00	7.00	0.95	0.92	0.92	0.21	0.04	2.02	12.44	2.86	-1.00
su100902c	200	530	40	-	-1.00	79.9	12.00	7.00	0.91	0.87	0.87	0.22	0.04	1.69	12.44	2.33	-1.00
su100902c	200	545	40	-	-1.00	78.0	13.00	7.00	0.94	0.90	0.90	0.22	0.03	1.35	11.94	2.15	-1.00
su100902c	250	530	40	-	-1.00	79.0	11.00	7.00	0.88	0.84	0.84	0.23	0.04	1.70	12.44	2.11	-1.00
su100902c	250	545	40	-	-1.00	77.2	12.00	7.00	0.91	0.86	0.88	0.22	0.04	1.38	11.94	1.96	-1.00
su100902c	250	560	40	-	-1.00	76.3	13.00	8.00	0.92	0.87	0.88	0.22	0.03	1.16	15.39	1.86	-1.00
su100902c	300	530	40	-	-1.00	77.6	10.00	7.00	0.85	0.80	0.80	0.24	0.05	1.71	12.44	2.03	-1.00
su100902c	300	545	40	-	-1.00	75.8	11.00	7.00	0.89	0.83	0.83	0.23	0.04	1.42	11.94	1.88	-1.00
su100902c	300	560	40	-	-1.00	75.1	12.00	8.00	0.89	0.83	0.84	0.23	0.03	1.21	15.39	1.79	-1.00
su100902c	300	580	40	-	-1.00	74.7	13.00	8.00	0.91	0.85	0.86	0.23	0.03	1.05	15.15	1.71	-1.00
