tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_uT	specimen_n	specimen_int_ptrm_n	specimen_f	specimen_fvds	specimen_frac	specimen_gap_max	specimen_b_beta	specimen_dang	specimen_drats	specimen_int_mad	specimen_md
su100902c	330	545	40	-	-1.00	74.7	10.00	7.00	0.85	0.79	0.80	0.24	0.04	1.24	11.94	1.41	-1.00
su100902c	330	560	40	-	-1.00	74.1	11.00	8.00	0.86	0.79	0.81	0.24	0.04	1.08	15.39	1.36	-1.00
su100902c	330	580	40	-	-1.00	73.7	12.00	8.00	0.87	0.81	0.83	0.24	0.03	0.94	15.15	1.31	-1.00
su100902d	200	580	40	-	1.26	102.8	15.00	8.00	0.77	0.85	0.87	0.11	0.02	2.61	0.62	4.80	-1.00
su100902d	250	580	40	-	1.28	105.8	14.00	8.00	0.70	0.79	0.80	0.12	0.02	2.36	0.62	4.21	-1.00
su100902e	0	500	40	-	-1.00	83.6	13.00	6.00	0.82	0.81	0.81	0.13	0.03	2.27	7.52	2.95	-1.00
su100902e	0	515	40	-	-1.00	78.0	14.00	7.00	0.92	0.89	0.87	0.12	0.04	1.94	8.15	2.70	-1.00
su100902e	0	530	40	-	-1.00	74.8	15.00	7.00	0.98	0.93	0.93	0.12	0.04	1.41	7.56	2.61	-1.00
su100902e	0	545	40	-	-1.00	72.9	16.00	8.00	0.99	0.95	0.96	0.11	0.04	1.25	8.95	2.45	-1.00
su100902e	100	515	40	-	-1.00	77.8	13.00	7.00	0.88	0.85	0.85	0.13	0.04	2.15	8.15	2.80	-1.00
su100902e	100	530	40	-	-1.00	74.5	14.00	7.00	0.94	0.90	0.91	0.12	0.04	1.57	7.56	2.72	-1.00
su100902e	100	545	40	-	-1.00	72.5	15.00	8.00	0.96	0.91	0.93	0.12	0.04	1.40	8.95	2.55	-1.00
su100902e	150	530	40	-	-1.00	73.0	13.00	7.00	0.89	0.83	0.85	0.13	0.05	1.51	7.56	2.84	-1.00
su100902e	150	545	40	-	-1.00	71.0	14.00	8.00	0.91	0.85	0.87	0.12	0.04	1.37	8.95	2.64	-1.00
su100902e	200	530	40	-	-1.00	71.3	12.00	7.00	0.84	0.78	0.79	0.14	0.05	1.35	7.56	2.88	-1.00
su100902e	200	545	40	-	-1.00	69.5	13.00	8.00	0.86	0.79	0.82	0.13	0.04	1.27	8.95	2.66	-1.00
su100902e	200	560	40	-	-1.00	68.4	14.00	8.00	0.88	0.80	0.84	0.13	0.04	1.17	8.76	2.50	-1.00
su100902e	200	580	40	-	-1.00	67.3	15.00	8.00	0.91	0.82	0.86	0.13	0.04	1.01	8.43	2.39	-1.00
su100902e	250	580	40	-	-1.00	65.7	14.00	8.00	0.88	0.79	0.81	0.13	0.04	1.01	8.43	2.45	-1.00
su100902f	0	580	40	-	-1.00	66.8	18.00	8.00	0.98	0.97	1.00	0.12	0.02	2.51	5.84	4.96	-1.00
su100902f	100	580	40	-	-1.00	67.0	17.00	8.00	0.95	0.94	0.98	0.12	0.02	2.32	5.84	4.77	-1.00
su100902f	150	530	40	-	-1.00	67.9	13.00	7.00	0.82	0.81	0.83	0.14	0.03	3.25	8.02	4.95	-1.00
su100902f	150	545	40	-	-1.00	67.1	14.00	8.00	0.85	0.83	0.87	0.13	0.02	2.64	6.01	4.61	-1.00
su100902f	150	560	40	-	-1.00	66.5	15.00	8.00	0.87	0.85	0.88	0.13	0.02	2.25	5.86	4.33	-1.00
su100902f	150	580	40	-	-1.00	66.7	16.00	8.00	0.88	0.87	0.91	0.13	0.02	1.93	5.84	4.09	-1.00
su100902f	200	545	40	-	-1.00	66.1	13.00	8.00	0.81	0.79	0.81	0.14	0.03	2.39	6.01	4.08	-1.00
su100902f	200	560	40	-	-1.00	65.6	14.00	8.00	0.83	0.81	0.83	0.14	0.02	2.09	5.86	3.81	-1.00
su100902f	200	580	40	-	-1.00	65.8	15.00	8.00	0.84	0.83	0.86	0.13	0.02	1.79	5.84	3.61	-1.00
su100902f	250	580	40	-	-1.00	65.3	14.00	8.00	0.80	0.78	0.81	0.14	0.02	1.79	5.84	3.17	-1.00
su100902g	0	515	40	-	1.08	72.7	14.00	7.00	0.86	0.84	0.87	0.18	0.03	0.85	13.91	3.57	-1.00
su100902g	0	530	40	-	1.07	70.5	15.00	7.00	0.96	0.93	0.95	0.17	0.02	0.78	12.23	3.00	-1.00
su100902g	0	545	40	-	1.07	70.5	16.00	8.00	0.97	0.94	0.97	0.16	0.02	0.68	9.17	2.67	-1.00
su100902g	0	560	40	-	1.07	70.8	17.00	8.00	0.97	0.94	0.99	0.16	0.02	0.66	9.17	2.44	-1.00
su100902g	0	580	40	-	1.08	71.5	18.00	8.00	0.97	0.94	1.00	0.16	0.02	0.60	9.32	2.28	-1.00
su100902g	100	515	40	-	1.08	73.4	13.00	7.00	0.84	0.82	0.86	0.19	0.03	0.57	13.91	3.35	-1.00
su100902g	100	530	40	-	1.08	70.9	14.00	7.00	0.94	0.91	0.94	0.17	0.02	0.60	12.23	2.80	-1.00
su100902g	100	545	40	-	1.08	70.9	15.00	8.00	0.95	0.92	0.96	0.17	0.02	0.53	9.17	2.48	-1.00
su100902g	100	560	40	-	1.08	71.1	16.00	8.00	0.95	0.92	0.98	0.16	0.02	0.53	9.17	2.27	-1.00
su100902g	100	580	40	-	1.08	71.9	17.00	8.00	0.95	0.93	0.99	0.16	0.02	0.48	9.32	2.12	-1.00
su100902g	150	515	40	-	1.08	73.2	12.00	7.00	0.79	0.77	0.81	0.20	0.03	0.55	13.91	2.48	-1.00
su100902g	150	530	40	-	1.07	70.6	13.00	7.00	0.89	0.86	0.89	0.18	0.03	0.52	12.23	2.08	-1.00
su100902g	150	545	40	-	1.07	70.6	14.00	8.00	0.89	0.87	0.91	0.17	0.02	0.43	9.17	1.84	-1.00
su100902g	150	560	40	-	1.07	70.9	15.00	8.00	0.90	0.87	0.93	0.17	0.02	0.38	9.17	1.70	-1.00
su100902g	150	580	40	-	1.08	71.6	16.00	8.00	0.90	0.87	0.94	0.17	0.02	0.33	9.32	1.59	-1.00
su100902g	200	530	40	-	1.07	69.3	12.00	7.00	0.88	0.85	0.86	0.19	0.02	0.59	12.23	2.16	-1.00
su100902g	200	545	40	-	1.07	69.4	13.00	8.00	0.89	0.86	0.88	0.18	0.02	0.47	9.17	1.92	-1.00
su100902g	200	560	40	-	1.07	69.8	14.00	8.00	0.90	0.86	0.89	0.18	0.02	0.39	9.17	1.78	-1.00
su100902g	200	580	40	-	1.07	70.7	15.00	8.00	0.90	0.86	0.90	0.18	0.02	0.33	9.32	1.66	-1.00
su100902g	250	530	40	-	1.07	69.6	11.00	7.00	0.85	0.82	0.83	0.19	0.03	0.64	12.23	2.26	-1.00
su100902g	250	545	40	-	1.07	69.7	12.00	8.00	0.86	0.82	0.85	0.19	0.02	0.49	9.17	2.01	-1.00
su100902g	250	560	40	-	1.07	70.1	13.00	8.00	0.86	0.83	0.86	0.19	0.02	0.39	9.17	1.86	-1.00
su100902g	250	580	40	-	1.08	71.0	14.00	8.00	0.86	0.83	0.87	0.18	0.02	0.32	9.32	1.75	-1.00
su100902g	300	545	40	-	1.07	69.2	11.00	8.00	0.82	0.79	0.81	0.20	0.03	0.36	9.17	1.89	-1.00
su100902g	300	560	40	-	1.07	69.7	12.00	8.00	0.83	0.79	0.82	0.20	0.02	0.35	9.17	1.75	-1.00
su100902g	300	580	40	-	1.07	70.7	13.00	8.00	0.82	0.79	0.83	0.19	0.02	0.32	9.32	1.64	-1.00
su100902g	330	580	40	-	1.07	70.4	12.00	8.00	0.79	0.76	0.79	0.20	0.03	0.37	9.32	1.80	-1.00
su100902h	0	515	40	-	-1.00	88.1	14.00	7.00	0.93	0.89	0.86	0.15	0.05	5.21	13.58	4.28	-1.00
su100902h	0	530	40	-	-1.00	85.8	15.00	7.00	1.00	0.95	0.96	0.13	0.04	3.92	12.89	4.27	-1.00
su100902h	0	545	40	-	-1.00	84.0	16.00	8.00	1.01	0.96	0.97	0.13	0.03	3.12	17.04	4.17	-1.00
su100902h	0	560	40	-	-1.00	83.1	17.00	8.00	1.02	0.96	0.99	0.13	0.03	2.71	16.95	3.98	-1.00
su100902h	0	580	40	-	-1.00	83.3	18.00	8.00	1.00	0.95	1.00	0.13	0.03	2.38	17.52	3.84	-1.00
su100902h	100	515	40	-	-1.00	87.7	13.00	7.00	0.91	0.87	0.85	0.15	0.05	5.28	13.58	4.48	-1.00
su100902h	100	530	40	-	-1.00	85.4	14.00	7.00	0.98	0.93	0.95	0.14	0.04	3.95	12.89	4.43	-1.00
su100902h	100	545	40	-	-1.00	83.6	15.00	8.00	0.99	0.94	0.96	0.14	0.04	3.14	17.04	4.30	-1.00
su100902h	100	560	40	-	-1.00	82.7	16.00	8.00	1.00	0.94	0.98	0.13	0.03	2.73	16.95	4.10	-1.00
su100902h	100	580	40	-	-1.00	82.9	17.00	8.00	0.99	0.93	0.99	0.13	0.03	2.40	17.52	3.95	-1.00
su100902h	150	515	40	-	-1.00	86.5	12.00	7.00	0.88	0.84	0.82	0.16	0.05	5.28	13.58	4.66	-1.00
su100902h	150	530	40	-	-1.00	84.3	13.00	7.00	0.95	0.90	0.91	0.14	0.04	3.92	12.89	4.56	-1.00
su100902h	150	545	40	-	-1.00	82.6	14.00	8.00	0.97	0.91	0.92	0.14	0.04	3.10	17.04	4.40	-1.00
su100902h	150	560	40	-	-1.00	81.7	15.00	8.00	0.97	0.91	0.94	0.14	0.04	2.71	16.95	4.18	-1.00
su100902h	150	580	40	-	-1.00	81.9	16.00	8.00	0.96	0.90	0.95	0.14	0.03	2.38	17.52	4.03	-1.00
su100902h	200	530	40	-	-1.00	83.5	12.00	7.00	0.92	0.86	0.88	0.15	0.05	3.88	12.89	4.59	-1.00
su100902h	200	545	40	-	-1.00	81.8	13.00	8.00	0.93	0.87	0.89	0.15	0.04	3.07	17.04	4.42	-1.00
su100902h	200	560	40	-	-1.00	81.0	14.00	8.00	0.94	0.87	0.90	0.14	0.04	2.69	16.95	4.19	-1.00
su100902h	200	580	40	-	-1.00	81.3	15.00	8.00	0.93	0.86	0.91	0.14	0.03	2.36	17.52	4.03	-1.00
su100902h	250	530	40	-	-1.00	82.3	11.00	7.00	0.89	0.83	0.84	0.15	0.05	3.79	12.89	4.55	-1.00
su100902h	250	545	40	-	-1.00	80.6	12.00	8.00	0.91	0.84	0.85	0.15	0.05	3.00	17.04	4.37	-1.00
su100902h	250	560	40	-	-1.00	79.9	13.00	8.00	0.91	0.84	0.87	0.15	0.04	2.66	16.95	4.13	-1.00
su100902h	250	580	40	-	-1.00	80.2	14.00	8.00	0.90	0.83	0.88	0.15	0.04	2.33	17.52	3.98	-1.00
su100902h	300	530	40	-	-1.00	81.2	10.00	7.00	0.85	0.78	0.81	0.16	0.06	3.72	12.89	4.65	-1.00
su100902h	300	545	40	-	-1.00	79.6	11.00	8.00	0.87	0.79	0.82	0.16	0.05	2.94	17.04	4.44	-1.00
su100902h	300	560	40	-	-1.00	78.9	12.00	8.00	0.88	0.80	0.83	0.16	0.05	2.64	16.95	4.18	-1.00
su100902h	300	580	40	-	-1.00	79.3	13.00	8.00	0.86	0.79	0.84	0.15	0.04	2.31	17.52	4.03	-1.00
su100902h	330	560	40	-	-1.00	77.0	11.00	8.00	0.85	0.76	0.79	0.16	0.05	2.64	16.95	4.16	-1.00
su100902h	330	580	40	-	-1.00	77.5	12.00	8.00	0.84	0.76	0.80	0.16	0.04	2.30	17.52	4.01	-1.00
su100902i	0	515	40	-	-1.00	69.5	14.00	7.00	0.91	0.88	0.87	0.15	0.03	2.71	14.20	3.01	-1.00
su100902i	0	530	40	-	-1.00	66.4	15.00	7.00	0.97	0.93	0.91	0.14	0.03	1.68	12.87	3.14	-1.00
su100902i	0	545	40	-	-1.00	65.3	16.00	8.00	0.99	0.94	0.95	0.13	0.03	1.07	12.88	3.05	-1.00
su100902i	0	560	40	-	-1.00	64.3	17.00	8.00	1.00	0.95	0.96	0.13	0.03	0.98	12.47	2.84	-1.00
su100902i	0	580	40	-	-1.00	63.7	18.00	8.00	1.00	0.95	0.98	0.13	0.02	0.68	12.47	2.77	-1.00
su100902i	100	515	40	-	-1.00	69.5	13.00	7.00	0.88	0.86	0.85	0.15	0.03	2.62	14.20	2.94	-1.00
su100902i	100	530	40	-	-1.00	66.2	14.00	7.00	0.95	0.90	0.90	0.14	0.03	1.57	12.87	3.08	-1.00
su100902i	100	545	40	-	-1.00	65.1	15.00	8.00	0.96	0.92	0.93	0.14	0.03	0.98	12.88	2.99	-1.00
su100902i	100	560	40	-	-1.00	64.0	16.00	8.00	0.98	0.93	0.95	0.13	0.03	0.91	12.47	2.78	-1.00
su100902i	100	580	40	-	-1.00	63.4	17.00	8.00	0.98	0.93	0.97	0.13	0.03	0.57	12.47	2.72	-1.00
su100902i	150	515	40	-	-1.00	68.7	12.00	7.00	0.83	0.80	0.81	0.16	0.03	2.58	14.20	2.93	-1.00
su100902i	150	530	40	-	-1.00	65.2	13.00	7.00	0.89	0.85	0.85	0.15	0.04	1.49	12.87	3.08	-1.00
su100902i	150	545	40	-	-1.00	64.2	14.00	8.00	0.91	0.86	0.89	0.14	0.03	0.93	12.88	2.98	-1.00
su100902i	150	560	40	-	-1.00	63.1	15.00	8.00	0.93	0.87	0.90	0.14	0.03	0.88	12.47	2.76	-1.00
su100902i	150	580	40	-	-1.00	62.6	16.00	8.00	0.93	0.87	0.92	0.14	0.03	0.48	12.47	2.72	-1.00
su100902i	200	530	40	-	-1.00	63.8	12.00	7.00	0.86	0.80	0.80	0.16	0.04	1.48	12.87	3.19	-1.00
su100902i	200	545	40	-	-1.00	62.8	13.00	8.00	0.88	0.82	0.84	0.15	0.03	0.95	12.88	3.06	-1.00
su100902i	200	560	40	-	-1.00	61.8	14.00	8.00	0.89	0.83	0.85	0.15	0.03	0.91	12.47	2.83	-1.00
su100902i	200	580	40	-	-1.00	61.3	15.00	8.00	0.89	0.83	0.87	0.15	0.03	0.45	12.47	2.80	-1.00
su100902i	250	560	40	-	-1.00	60.8	13.00	8.00	0.84	0.77	0.80	0.16	0.03	0.92	12.47	2.77	-1.00
su100902i	250	580	40	-	-1.00	60.3	14.00	8.00	0.84	0.77	0.82	0.16	0.03	0.46	12.47	2.76	-1.00
su101001c	200	500	40	-	-1.00	44.5	10.00	6.00	0.72	0.82	0.83	0.26	0.07	4.53	11.92	2.02	-1.00
su101001c	200	515	40	-	-1.00	44.9	11.00	6.00	0.74	0.84	0.85	0.26	0.06	4.77	11.59	1.95	-1.00
su101001c	200	530	40	-	-1.00	44.9	12.00	7.00	0.75	0.85	0.85	0.26	0.06	4.94	9.50	1.90	-1.00
su101001c	200	545	40	-	-1.00	45.0	13.00	7.00	0.75	0.86	0.86	0.25	0.05	4.90	9.47	1.98	-1.00
su101001c	250	500	40	-	-1.00	50.8	9.00	6.00	0.61	0.78	0.81	0.27	0.04	4.97	11.92	2.15	-1.00
su101001c	250	515	40	-	-1.00	50.9	10.00	6.00	0.63	0.80	0.82	0.27	0.03	5.33	11.59	2.07	-1.00
su101001d	200	480	40	-	-1.00	36.1	9.00	6.00	0.73	0.65	0.79	0.21	0.05	13.14	4.48	4.15	-1.00
su101001g	200	515	40	-	1.01	67.9	11.00	7.00	0.69	0.84	0.86	0.28	0.03	4.73	5.98	2.37	-1.00
su101201d	100	480	40	-	1.00	47.1	11.00	6.00	0.84	0.77	0.88	0.18	0.04	8.10	5.83	4.60	-1.00
su101201d	100	500	40	-	1.00	47.4	12.00	6.00	0.88	0.81	0.92	0.17	0.03	7.53	5.61	4.56	-1.00
su101201d	100	515	40	-	1.01	47.7	13.00	7.00	0.91	0.83	0.95	0.16	0.03	6.76	4.95	4.74	-1.00
su101201d	100	530	40	-	1.01	48.0	14.00	7.00	0.92	0.85	0.96	0.16	0.03	6.20	4.89	4.82	-1.00
su101201d	100	545	40	-	1.01	48.3	15.00	8.00	0.93	0.85	0.97	0.16	0.03	5.69	3.35	4.88	-1.00
su101201d	100	560	40	-	1.01	48.6	16.00	8.00	0.93	0.86	0.97	0.16	0.02	5.29	3.34	4.91	-1.00
su101201d	100	580	40	-	1.01	48.9	17.00	8.00	0.93	0.86	0.98	0.16	0.02	4.96	3.40	4.92	-1.00
su101201d	150	450	40	-	1.01	48.9	9.00	5.00	0.79	0.74	0.82	0.19	0.04	9.00	5.23	4.32	-1.00
su101201d	150	480	40	-	1.01	48.9	10.00	6.00	0.84	0.78	0.86	0.18	0.03	8.51	5.83	4.24	-1.00
su101201d	150	500	40	-	1.01	49.0	11.00	6.00	0.87	0.82	0.90	0.17	0.03	7.95	5.61	4.30	-1.00
su101201d	150	515	40	-	1.01	49.3	12.00	7.00	0.90	0.84	0.93	0.17	0.02	7.18	4.95	4.58	-1.00
su101201d	150	530	40	-	1.01	49.5	13.00	7.00	0.91	0.86	0.94	0.16	0.02	6.61	4.89	4.71	-1.00
su101201d	150	545	40	-	1.01	49.8	14.00	8.00	0.92	0.86	0.95	0.16	0.02	6.09	3.35	4.83	-1.00
su101201d	150	560	40	-	1.01	50.0	15.00	8.00	0.92	0.87	0.96	0.16	0.02	5.68	3.34	4.89	-1.00
su101201d	150	580	40	-	1.01	50.4	16.00	8.00	0.92	0.87	0.96	0.16	0.02	5.34	3.40	4.92	-1.00
su101201d	200	480	40	-	1.01	50.9	9.00	6.00	0.82	0.79	0.81	0.19	0.01	9.16	5.83	3.30	-1.00
su101201d	200	500	40	-	1.01	50.8	10.00	6.00	0.86	0.82	0.85	0.18	0.01	8.61	5.61	3.63	-1.00
su101201d	200	515	40	-	1.01	51.0	11.00	7.00	0.88	0.85	0.88	0.18	0.01	7.81	4.95	4.14	-1.00
su101201d	200	530	40	-	1.01	51.1	12.00	7.00	0.89	0.86	0.89	0.17	0.01	7.21	4.89	4.41	-1.00
su101201d	200	545	40	-	1.01	51.4	13.00	8.00	0.90	0.87	0.90	0.17	0.01	6.66	3.35	4.62	-1.00
su101201d	200	560	40	-	1.01	51.6	14.00	8.00	0.90	0.87	0.90	0.17	0.01	6.23	3.34	4.74	-1.00
su101201d	200	580	40	-	1.01	52.0	15.00	8.00	0.89	0.87	0.91	0.17	0.01	5.88	3.40	4.82	-1.00
su101201d	250	515	40	-	1.01	51.2	10.00	7.00	0.81	0.78	0.81	0.19	0.01	8.35	4.95	4.22	-1.00
su101201d	250	530	40	-	1.01	51.3	11.00	7.00	0.82	0.79	0.83	0.19	0.01	7.72	4.89	4.54	-1.00
su101201d	250	545	40	-	1.01	51.6	12.00	8.00	0.82	0.80	0.84	0.19	0.01	7.13	3.35	4.79	-1.00
su101201d	250	560	40	-	1.01	51.9	13.00	8.00	0.83	0.80	0.84	0.18	0.01	6.67	3.34	4.94	-1.00
su101201e	100	560	40	-	1.01	49.1	16.00	8.00	0.92	0.82	0.98	0.14	0.04	0.53	0.12	4.45	-1.00
su101201e	100	580	40	-	1.01	49.4	17.00	8.00	0.91	0.81	0.98	0.14	0.03	0.49	0.12	4.30	-1.00
su101201e	150	530	40	-	1.01	51.1	13.00	7.00	0.91	0.83	0.94	0.15	0.04	1.10	2.39	3.82	-1.00
su101201e	150	545	40	-	1.01	51.0	14.00	8.00	0.91	0.83	0.95	0.15	0.03	0.98	0.12	3.64	-1.00
su101201e	150	560	40	-	1.01	51.0	15.00	8.00	0.91	0.83	0.95	0.15	0.03	0.90	0.12	3.50	-1.00
su101201e	150	580	40	-	1.01	51.2	16.00	8.00	0.90	0.83	0.95	0.14	0.03	0.84	0.12	3.39	-1.00
su101201e	200	480	40	-	1.01	55.5	9.00	6.00	0.77	0.74	0.80	0.17	0.04	2.94	3.94	3.04	-1.00
su101201e	200	500	40	-	1.01	54.8	10.00	6.00	0.84	0.80	0.86	0.16	0.03	2.36	3.64	2.95	-1.00
su101201e	200	515	40	-	1.01	54.1	11.00	7.00	0.87	0.83	0.89	0.16	0.03	1.96	2.41	2.85	-1.00
su101201e	200	530	40	-	1.01	53.7	12.00	7.00	0.88	0.83	0.90	0.15	0.03	1.66	2.39	2.76	-1.00
su101201e	200	545	40	-	1.01	53.5	13.00	8.00	0.88	0.84	0.90	0.15	0.02	1.50	0.12	2.67	-1.00
su101201e	200	560	40	-	1.01	53.4	14.00	8.00	0.88	0.84	0.90	0.15	0.02	1.37	0.12	2.60	-1.00
su101201e	200	580	40	-	1.01	53.6	15.00	8.00	0.87	0.83	0.91	0.15	0.02	1.29	0.12	2.54	-1.00
su101201e	250	500	40	-	1.01	57.1	9.00	6.00	0.81	0.80	0.80	0.17	0.03	3.28	3.64	2.28	-1.00
su101201e	250	515	40	-	1.01	56.1	10.00	7.00	0.84	0.82	0.83	0.17	0.03	2.73	2.41	2.42	-1.00
su101201e	250	530	40	-	1.01	55.5	11.00	7.00	0.85	0.83	0.84	0.16	0.02	2.33	2.39	2.47	-1.00
su101201e	250	545	40	-	1.01	55.1	12.00	8.00	0.85	0.83	0.84	0.16	0.02	2.10	0.12	2.46	-1.00
su101201e	250	560	40	-	1.01	54.9	13.00	8.00	0.85	0.83	0.84	0.16	0.02	1.94	0.12	2.43	-1.00
su101201e	250	580	40	-	1.01	55.1	14.00	8.00	0.84	0.82	0.85	0.16	0.02	1.82	0.12	2.40	-1.00
su101201f	0	515	40	-	1.01	51.3	14.00	7.00	0.94	0.86	0.98	0.16	0.04	1.97	2.45	4.76	-1.00
su101201f	0	530	40	-	1.01	51.3	15.00	7.00	0.94	0.86	0.99	0.16	0.03	1.75	2.46	4.52	-1.00
su101201f	0	545	40	-	1.01	51.3	16.00	8.00	0.94	0.86	0.99	0.16	0.03	1.58	1.67	4.33	-1.00
su101201f	0	560	40	-	1.01	51.5	17.00	8.00	0.95	0.86	1.00	0.16	0.03	1.47	1.68	4.18	-1.00
su101201f	0	580	40	-	1.01	51.6	18.00	8.00	0.95	0.86	1.00	0.16	0.03	1.38	1.69	4.05	-1.00
su101201f	100	500	40	-	1.01	52.9	12.00	6.00	0.91	0.85	0.95	0.17	0.04	2.21	3.55	4.63	-1.00
su101201f	100	515	40	-	1.01	52.6	13.00	7.00	0.93	0.86	0.97	0.16	0.03	1.97	2.45	4.34	-1.00
su101201f	100	530	40	-	1.01	52.6	14.00	7.00	0.93	0.86	0.97	0.16	0.03	1.76	2.46	4.13	-1.00
su101201f	100	545	40	-	1.01	52.6	15.00	8.00	0.93	0.87	0.98	0.16	0.03	1.60	1.67	3.97	-1.00
su101201f	100	560	40	-	1.01	52.7	16.00	8.00	0.94	0.87	0.98	0.16	0.02	1.49	1.68	3.84	-1.00
su101201f	100	580	40	-	1.01	52.8	17.00	8.00	0.93	0.87	0.98	0.16	0.02	1.41	1.69	3.73	-1.00
su101201f	150	450	40	-	1.01	56.2	9.00	5.00	0.81	0.77	0.84	0.19	0.04	3.37	2.04	4.14	-1.00
su101201f	150	480	40	-	1.01	55.4	10.00	6.00	0.86	0.83	0.88	0.18	0.03	2.78	3.71	3.81	-1.00
su101201f	150	500	40	-	1.01	54.8	11.00	6.00	0.90	0.86	0.92	0.17	0.03	2.35	3.55	3.58	-1.00
su101201f	150	515	40	-	1.01	54.3	12.00	7.00	0.92	0.87	0.93	0.17	0.03	2.11	2.45	3.39	-1.00
su101201f	150	530	40	-	1.01	54.2	13.00	7.00	0.92	0.87	0.94	0.17	0.02	1.90	2.46	3.26	-1.00
su101201f	150	545	40	-	1.01	54.1	14.00	8.00	0.92	0.87	0.94	0.17	0.02	1.74	1.67	3.16	-1.00
su101201f	150	560	40	-	1.01	54.2	15.00	8.00	0.92	0.87	0.95	0.17	0.02	1.63	1.68	3.07	-1.00
su101201f	150	580	40	-	1.01	54.3	16.00	8.00	0.92	0.87	0.95	0.17	0.02	1.54	1.69	3.00	-1.00
su101201f	200	480	40	-	1.01	57.7	9.00	6.00	0.85	0.84	0.83	0.19	0.02	2.97	3.71	2.69	-1.00
su101201f	200	500	40	-	1.01	56.7	10.00	6.00	0.89	0.87	0.86	0.18	0.02	2.54	3.55	2.63	-1.00
su101201f	200	515	40	-	1.01	56.0	11.00	7.00	0.90	0.88	0.88	0.18	0.02	2.31	2.45	2.54	-1.00
su101201f	200	530	40	-	1.01	55.7	12.00	7.00	0.90	0.88	0.88	0.18	0.02	2.09	2.46	2.50	-1.00
su101201f	200	545	40	-	1.01	55.6	13.00	8.00	0.90	0.88	0.89	0.18	0.02	1.92	1.67	2.46	-1.00
su101201f	200	560	40	-	1.01	55.6	14.00	8.00	0.91	0.88	0.89	0.18	0.02	1.81	1.68	2.41	-1.00
su101201f	200	580	40	-	1.01	55.7	15.00	8.00	0.91	0.88	0.90	0.18	0.02	1.71	1.69	2.38	-1.00
su101201f	250	515	40	-	1.01	55.8	10.00	7.00	0.82	0.80	0.80	0.20	0.03	2.38	2.45	2.44	-1.00
su101201f	250	530	40	-	1.01	55.5	11.00	7.00	0.82	0.80	0.81	0.19	0.02	2.16	2.46	2.40	-1.00
su101201f	250	545	40	-	1.01	55.4	12.00	8.00	0.82	0.80	0.81	0.19	0.02	1.99	1.67	2.37	-1.00
su101201f	250	560	40	-	1.01	55.4	13.00	8.00	0.83	0.80	0.82	0.19	0.02	1.88	1.68	2.33	-1.00
su101201f	250	580	40	-	1.01	55.5	14.00	8.00	0.83	0.80	0.82	0.19	0.02	1.78	1.69	2.30	-1.00
su101201g	200	420	40	-	-1.00	51.6	7.00	5.00	0.76	0.71	0.80	0.30	0.08	1.95	0.34	4.79	-1.00
su101201g	200	450	40	-	-1.00	51.5	8.00	5.00	0.80	0.74	0.83	0.28	0.06	1.85	0.32	4.31	-1.00
su101201g	200	480	40	-	-1.00	51.1	9.00	6.00	0.83	0.77	0.85	0.28	0.05	1.80	0.45	3.98	-1.00
su101201g	200	500	40	-	-1.00	50.7	10.00	6.00	0.84	0.78	0.87	0.27	0.05	1.69	0.44	3.78	-1.00
su101201g	200	515	40	-	-1.00	50.5	11.00	7.00	0.85	0.78	0.87	0.27	0.04	1.63	0.96	3.62	-1.00
su101201g	200	530	40	-	-1.00	50.3	12.00	7.00	0.85	0.79	0.88	0.27	0.04	1.53	0.96	3.51	-1.00
su101201g	200	545	40	-	-1.00	50.4	13.00	8.00	0.84	0.78	0.88	0.27	0.04	1.46	3.87	3.43	-1.00
su101201g	200	560	40	-	-1.00	50.6	14.00	8.00	0.84	0.78	0.89	0.27	0.03	1.40	3.90	3.35	-1.00
su101201g	250	530	40	-	-1.00	54.2	11.00	7.00	0.79	0.78	0.79	0.30	0.03	2.46	0.96	2.59	-1.00
su101201g	250	545	40	-	-1.00	54.2	12.00	8.00	0.78	0.77	0.80	0.30	0.02	2.35	3.87	2.57	-1.00
su101201g	250	560	40	-	-1.00	54.4	13.00	8.00	0.78	0.77	0.80	0.30	0.02	2.25	3.90	2.55	-1.00
su101801a	0	390	40	-	1.02	60.2	8.00	4.00	0.79	0.82	0.81	0.35	0.04	1.47	4.69	1.51	-1.00
su101801a	0	420	40	-	1.02	61.0	9.00	4.00	0.83	0.86	0.85	0.33	0.03	1.34	4.58	1.44	-1.00
su101801a	0	450	40	-	1.02	62.3	10.00	5.00	0.87	0.91	0.91	0.31	0.03	1.22	6.02	1.38	-1.00
su101801a	100	420	40	-	1.03	65.5	8.00	4.00	0.74	0.81	0.82	0.34	0.01	1.28	4.58	1.38	-1.00
su101801a	100	450	40	-	1.03	66.9	9.00	5.00	0.78	0.86	0.88	0.32	0.02	1.18	6.02	1.31	-1.00
su101801b	0	480	40	-	-1.00	64.3	11.00	5.00	0.89	0.91	0.91	0.24	0.02	1.11	11.75	1.95	-1.00
su101801b	0	500	40	-	-1.00	63.4	12.00	6.00	0.95	0.96	0.95	0.23	0.01	0.85	11.78	1.72	-1.00
