tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_csd	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	2	43.9	g	1.7	1.36e-06	2066	u	273	0	0	0	0	673
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.1	47.1	g	69.7	4.101e-06	2067	u	273	0	4e-05	0	90	573
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.4	44.8	g	73	4.578e-06	2068	u	273	0	4e-05	0	90	673
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	45.3	g	1	1.223e-06	2069	u	273	0	0	0	0	723
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.2	41	g	76.2	5.237e-06	2070	u	273	0	4e-05	0	90	723
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.4	44	g	2.2	1.194e-06	2071	u	273	0	0	0	0	773
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	45.5	g	76	5.099e-06	2072	u	273	0	4e-05	0	90	673
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.4	45.3	g	78	6.049e-06	2073	u	273	0	4e-05	0	90	773
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.9	45.6	g	5	9.843e-07	2074	u	273	0	0	0	0	798
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	50.1	g	79.8	6.374e-06	2075	u	273	0	4e-05	0	90	798
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	48.6	g	2.1	8.552e-07	2076	u	273	0	0	0	0	823
This study	Snake River	sr37e	sr37	sr37e1	sr37e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	47.7	g	81.4	7.102e-06	2077	u	273	0	4e-05	0	90	823
This study	Snake River	sr37h	sr37	sr37h1	sr37h1-LT-NO	LT-NO:DE-VM	2.3	26.7	g	-31.9	3.617e-05	2078	u	273	0	0	0	0	273
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.9	44	g	-38.2	4.264e-05	2079	u	273	0	0	0	0	273
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.3	45.9	g	-38.5	4.284e-05	2080	u	273	0	0	0	0	373
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	45.4	g	-38.2	4.268e-05	2081	u	273	0	4e-05	0	90	373
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.4	44.9	g	-38.5	4.302e-05	2082	u	273	0	0	0	0	423
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.8	45.6	g	-37.9	4.274e-05	2083	u	273	0	4e-05	0	90	423
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.3	44.9	g	-38.6	4.249e-05	2084	u	273	0	0	0	0	473
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.8	44.1	g	-38.3	4.227e-05	2085	u	273	0	4e-05	0	90	373
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.3	44.6	g	-37.5	4.186e-05	2086	u	273	0	4e-05	0	90	473
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.4	44.4	g	-38.7	4.161e-05	2087	u	273	0	0	0	0	523
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.4	44.5	g	-37.1	4.071e-05	2088	u	273	0	4e-05	0	90	523
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.3	44.8	g	-38.8	4.08e-05	2089	u	273	0	0	0	0	573
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.4	44.6	g	-37.8	4.018e-05	2090	u	273	0	4e-05	0	90	473
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	45.2	g	-36.6	3.923e-05	2091	u	273	0	4e-05	0	90	573
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	45	g	-39.2	3.924e-05	2092	u	273	0	0	0	0	623
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.3	44.3	g	-35.8	3.729e-05	2093	u	273	0	4e-05	0	90	623
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	43.9	g	-39.3	3.74e-05	2094	u	273	0	0	0	0	673
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.8	44.1	g	-36.6	3.609e-05	2095	u	273	0	4e-05	0	90	573
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.8	43.3	g	-33.9	3.47e-05	2096	u	273	0	4e-05	0	90	673
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.7	44.8	g	-39.6	3.509e-05	2097	u	273	0	0	0	0	723
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.7	42.2	g	-29.9	3.145e-05	2098	u	273	0	4e-05	0	90	723
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.8	45.1	g	-39.7	3.054e-05	2099	u	273	0	0	0	0	773
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	43	g	-32.3	2.782e-05	2100	u	273	0	4e-05	0	90	673
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.4	41.5	g	-18	2.512e-05	2101	u	273	0	4e-05	0	90	773
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.7	44.4	g	-39.6	2.614e-05	2102	u	273	0	0	0	0	798
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1	39.3	g	-2.3	2.115e-05	2103	u	273	0	4e-05	0	90	798
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	42.8	g	-39.8	1.762e-05	2104	u	273	0	0	0	0	823
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.8	38.9	g	2.6	1.429e-05	2105	u	273	0	4e-05	0	90	773
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	32.8	g	41.6	2.02e-05	2106	u	273	0	4e-05	0	90	823
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.9	42.8	g	-39.8	7.103e-06	2107	u	273	0	0	0	0	848
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	14.5	g	74.9	3.393e-05	2108	u	273	0	4e-05	0	90	848
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.7	42.8	g	-39	1.065e-06	2109	u	273	0	0	0	0	873
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	349.8	g	81.1	2.63e-05	2110	u	273	0	4e-05	0	90	823
This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	348.3	g	81.4	4.109e-05	2111	u	273	0	4e-05	0	90	873
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	36	g	-47.7	5.721e-05	2112	u	273	0	0	0	0	273
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	35.6	g	-47.4	5.804e-05	2113	u	273	0	0	0	0	373
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	33.1	g	-46.8	5.776e-05	2114	u	273	0	4e-05	0	90	373
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	37.9	g	-47.2	5.856e-05	2115	u	273	0	0	0	0	423
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.4	36.2	g	-46.5	5.789e-05	2116	u	273	0	4e-05	0	90	423
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.3	35.9	g	-46.8	5.888e-05	2117	u	273	0	0	0	0	473
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.3	36.9	g	-46.5	5.843e-05	2118	u	273	0	4e-05	0	90	373
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.8	34.4	g	-45.7	5.768e-05	2119	u	273	0	4e-05	0	90	473
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.3	35.9	g	-46.6	5.871e-05	2120	u	273	0	0	0	0	523
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	35.8	g	-44.7	5.683e-05	2121	u	273	0	4e-05	0	90	523
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.1	36.8	g	-46.1	5.821e-05	2122	u	273	0	0	0	0	573
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.4	37.3	g	-45	5.691e-05	2123	u	273	0	4e-05	0	90	473
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.3	37.2	g	-44	5.577e-05	2124	u	273	0	4e-05	0	90	573
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.4	38.6	g	-45.6	5.689e-05	2125	u	273	0	0	0	0	623
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.5	38.9	g	-42.8	5.366e-05	2126	u	273	0	4e-05	0	90	623
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.2	40.5	g	-45.3	5.404e-05	2127	u	273	0	0	0	0	673
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.4	39.4	g	-43.2	5.218e-05	2128	u	273	0	4e-05	0	90	573
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.7	42.1	g	-40.3	4.928e-05	2129	u	273	0	4e-05	0	90	673
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.8	39.9	g	-44.5	4.844e-05	2130	u	273	0	0	0	0	723
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.3	40	g	-33.9	4.071e-05	2131	u	273	0	4e-05	0	90	723
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.9	41.1	g	-43.8	3.971e-05	2132	u	273	0	0	0	0	773
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.7	39.9	g	-36	3.523e-05	2133	u	273	0	4e-05	0	90	673
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1	42.5	g	-17.1	2.823e-05	2134	u	273	0	4e-05	0	90	773
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.3	40	g	-43	2.9e-05	2135	u	273	0	0	0	0	798
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.1	40.9	g	16.8	2.073e-05	2136	u	273	0	4e-05	0	90	798
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.1	40.2	g	-41.4	1.075e-05	2137	u	273	0	0	0	0	823
This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	43.6	g	76.1	3.029e-05	2138	u	273	0	4e-05	0	90	823
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.4	52.4	g	-0.3	8.586e-05	2139	u	273	0	0	0	0	273
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.1	54.3	g	-0.3	8.657e-05	2140	u	273	0	0	0	0	373
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.3	52.3	g	0.1	8.655e-05	2141	u	273	0	4e-05	0	90	373
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	2	53.3	g	0.2	8.69e-05	2142	u	273	0	0	0	0	423
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	52.6	g	0.4	8.705e-05	2143	u	273	0	4e-05	0	90	423
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.7	56	g	0.1	8.684e-05	2144	u	273	0	0	0	0	473
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.9	52.5	g	0.3	8.689e-05	2145	u	273	0	4e-05	0	90	373
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.2	52.3	g	0.9	8.671e-05	2146	u	273	0	4e-05	0	90	473
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.2	53.2	g	0.4	8.606e-05	2147	u	273	0	0	0	0	523
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	0.6	52.2	g	1.5	8.58e-05	2148	u	273	0	4e-05	0	90	523
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.1	51	g	0.7	8.43e-05	2149	u	273	0	0	0	0	573
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	2.7	49.6	g	1.4	8.417e-05	2150	u	273	0	4e-05	0	90	473
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	2.2	48.9	g	2.2	8.384e-05	2151	u	273	0	4e-05	0	90	573
This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1.4	50	g	1.1	8.177e-05	2152	u	273	0	0	0	0	623
