ak04b    520.10    0.3    6.173E-6    5.2    -5.5
ak04c    520.10    0.3    1.800E-5    0.7    -3.4
ak04d    520.10    0.4    1.279E-5    358.6    -4.0
cb01a    520.10    0.3    1.595E-5    4.5    -1.8
cb01c    520.10    0.3    5.412E-6    356.7    0.2
cb01b    520.10    0.3    2.795E-5    359.8    0.4
cb02a    520.10    0.3    6.492E-6    358.8    -3.6
cb02c    520.10    0.3    8.931E-6    359.0    -2.6
cb05a    520.10    0.3    1.713E-5    5.1    -2.3
cb05b    520.10    0.3    6.023E-5    358.8    -1.9
cb06a    520.10    0.3    1.189E-4    359.2    -2.2
cb06b    520.10    0.3    3.986E-5    3.7    -6.3
cb09a    520.10    0.3    1.737E-5    357.0    -4.6
cb09b    520.10    0.3    4.934E-5    1.7    -9.6
cb09w    520.10    0.3    3.319E-5    357.4    -8.2
cb09x    520.10    0.4    3.785E-5    3.1    -4.2
cb11a    520.10    0.3    1.491E-5    2.0    -7.7
cb11b    520.10    0.3    1.557E-5    5.0    -16.2
cb12a    520.10    0.3    2.797E-5    358.3    0.1
cb12w    520.10    0.7    2.787E-5    0.7    -3.7
cb12b    520.10    0.5    1.534E-5    1.8    -1.3
cb12x    520.10    0.3    3.297E-5    6.6    -3.6
ak01a    520.20    0.6    1.995E-5    89.9    -8.5
ak01b    520.20    0.6    7.617E-6    82.3    -6.4
ak01c    520.20    0.5    1.990E-5    92.6    -8.4
ak01d    520.20    0.6    1.743E-5    92.7    -9.1
ak03a    520.20    0.5    1.364E-5    88.7    -6.6
ak03b    520.20    0.5    8.431E-6    92.6    -11.0
ak03c    520.20    0.5    1.067E-5    90.8    -6.9
ak04a    520.20    0.5    2.194E-5    89.0    -8.1
ak04b    520.20    0.5    5.810E-6    85.7    -8.4
ak04c    520.20    0.6    1.651E-5    85.6    -6.3
ak04d    520.20    0.6    1.275E-5    90.0    -6.8
cb01a    520.20    0.5    1.588E-5    84.9    -5.7
cb01c    520.20    0.7    5.832E-6    88.2    -3.2
cb02a    520.20    0.9    6.219E-6    90.4    -2.4
cb01b    520.20    0.6    2.782E-5    90.2    -3.8
cb02c    520.20    0.6    8.130E-6    89.1    0.4
cb05a    520.20    0.5    1.685E-5    85.1    -3.9
cb05b    520.20    0.3    5.705E-5    88.1    -1.4
cb06a    520.20    1.1    1.121E-4    84.5    -4.3
cb06b    520.20    0.4    3.548E-5    84.8    -5.4
cb09a    520.20    0.5    1.649E-5    88.4    -4.0
cb09b    520.20    0.6    5.524E-5    90.6    -7.8
cb09w    520.20    0.5    3.429E-5    91.4    -7.7
cb09x    520.20    0.5    3.854E-5    85.8    -8.4
cb11a    520.20    0.5    1.216E-5    88.5    -12.9
cb11b    520.20    0.5    1.969E-5    85.3    -16.9
cb12a    520.20    0.4    2.738E-5    91.9    -4.1
cb12w    520.20    0.4    2.526E-5    82.7    -2.1
cb12b    520.20    0.5    1.636E-5    87.5    -2.3
cb12x    520.20    0.7    2.820E-5    81.7    -5.0
ak01a    520.30    0.2    1.767E-5    349.1    86.9
ak01b    520.30    0.2    6.155E-6    206.7    86.4
ak01c    520.30    0.3    1.711E-5    60.8    84.1
ak01d    520.30    0.2    1.458E-5    316.0    89.1
ak03a    520.30    0.2    1.105E-5    277.9    87.4
ak03b    520.30    0.2    8.554E-6    283.7    86.9
ak03c    520.30    0.2    9.648E-6    291.2    87.1
ak04a    520.30    0.2    2.187E-5    172.9    86.9
ak04b    520.30    0.2    5.863E-6    46.9    88.2
ak04c    520.30    0.2    1.506E-5    31.9    89.1
ak04d    520.30    0.2    1.043E-5    13.2    87.8
cb01a    520.30    0.2    1.511E-5    14.4    87.7
cb01c    520.30    0.2    5.374E-6    31.0    85.6
cb02a    520.30    0.2    5.752E-6    206.0    89.1
cb01b    520.30    0.2    2.627E-5    45.4    88.1
cb02c    520.30    0.2    8.666E-6    106.8    85.5
cb05a    520.30    0.2    1.620E-5    51.4    87.7
cb05b    520.30    0.2    4.895E-5    72.7    84.8
cb06a    520.30    0.2    9.639E-5    285.1    88.4
cb06b    520.30    0.2    3.685E-5    127.0    88.2
cb09a    520.30    0.2    1.388E-5    59.6    88.5
cb09b    520.30    0.2    5.056E-5    205.5    87.1
cb09w    520.30    0.2    3.165E-5    96.4    87.6
cb09x    520.30    0.2    3.159E-5    229.3    87.9
cb11a    520.30    0.2    1.181E-5    327.4    88.6
cb11b    520.30    0.2    1.374E-5    170.3    87.8
cb12a    520.30    0.2    2.341E-5    75.3    89.5
cb12w    520.30    0.2    2.642E-5    108.7    85.4
cb12b    520.30    0.2    1.627E-5    150.0    88.6
cb12x    520.30    0.2    3.318E-5    224.5    88.7
ak01a    520.40    0.3    2.000E-5    181.9    -11.7
ak01b    520.40    0.4    7.875E-6    175.4    -3.6
ak01c    520.40    0.4    2.187E-5    173.3    -12.5
ak01d    520.40    0.3    1.693E-5    181.3    -10.8
ak03a    520.40    0.3    1.425E-5    185.7    -7.4
ak03b    520.40    0.3    9.492E-6    182.2    -6.0
ak03c    520.40    0.3    9.632E-6    181.4    -9.4
ak04a    520.40    0.3    2.360E-5    179.9    -4.6
ak04b    520.40    0.3    6.115E-6    180.0    -5.1
ak04c    520.40    0.3    1.819E-5    181.6    -6.2
ak04d    520.40    0.3    1.258E-5    175.5    -7.8
cb01a    520.40    0.3    1.592E-5    182.0    -4.3
cb01c    520.40    0.3    5.460E-6    176.5    -5.7
cb02a    520.40    0.3    6.465E-6    175.9    0.5
cb01b    520.40    0.3    2.781E-5    178.8    -5.3
cb02c    520.40    0.3    8.820E-6    179.2    -2.8
cb05a    520.40    0.3    1.685E-5    179.3    -3.7
cb05b    520.40    0.3    5.879E-5    176.7    -4.1
cb06a    520.40    0.3    1.176E-4    179.5    -2.0
cb06b    520.40    0.3    3.988E-5    183.7    -5.0
cb09a    520.40    0.3    1.766E-5    178.3    -6.3
cb09b    520.40    0.3    4.796E-5    181.8    -3.5
cb09w    520.40    0.4    3.288E-5    177.2    -6.2
cb09x    520.40    0.3    3.948E-5    177.4    -7.9
cb11a    520.40    0.3    1.437E-5    178.8    -7.4
cb11b    520.40    0.3    1.518E-5    175.8    -13.4
cb12a    520.40    0.3    2.807E-5    178.4    -3.6
cb12w    520.40    0.3    2.768E-5    182.9    -0.9
cb12b    520.40    0.3    1.494E-5    178.4    -1.2
cb12x    520.40    0.3    3.258E-5    176.8    -1.2
ak01a    520.50    0.5    2.023E-5    266.4    -5.1
ak01b    520.50    0.6    7.792E-6    269.1    -4.5
ak01c    520.50    0.6    2.104E-5    270.5    -12.4
ak01d    520.50    0.6    1.760E-5    264.6    -9.5
ak03a    520.50    1.6    1.392E-5    265.6    -4.6
ak03b    520.50    0.6    8.222E-6    273.7    -2.1
ak03c    520.50    0.6    1.092E-5    268.5    -5.4
ak04a    520.50    0.6    2.140E-5    266.2    -5.3
ak04b    520.50    0.6    5.632E-6    267.2    -3.6
ak04c    520.50    0.6    1.615E-5    271.9    -4.7
ak04d    520.50    0.6    1.231E-5    272.0    -5.0
cb01a    520.50    0.6    1.548E-5    266.9    -0.4
cb01c    520.50    0.6    5.861E-6    268.9    -2.5
cb02a    520.50    0.6    6.089E-6    266.9    0.2
cb01b    520.50    0.6    2.761E-5    268.5    -2.6
cb02c    520.50    0.6    8.268E-6    271.7    -6.1
cb05a    520.50    0.6    1.717E-5    263.3    -2.2
cb05b    520.50    0.6    5.611E-5    271.4    -5.5
cb06a    520.50    0.6    1.099E-4    266.0    -0.2
cb06b    520.50    0.5    3.590E-5    263.5    -7.1
cb09a    520.50    0.6    1.757E-5    267.5    -7.3
cb09b    520.50    0.6    5.372E-5    269.1    -3.7
cb09w    520.50    0.5    3.366E-5    272.9    -6.4
cb09x    520.50    0.6    3.753E-5    265.9    -3.9
cb11a    520.50    0.6    1.145E-5    265.3    -6.1
cb11b    520.50    0.6    1.719E-5    267.5    -6.9
cb12a    520.50    0.5    2.711E-5    271.1    0.0
cb12w    520.50    0.6    2.502E-5    269.1    -3.4
cb12b    520.50    0.5    1.609E-5    266.5    -0.3
cb12x    520.50    0.5    2.764E-5    265.0    0.3
ak01a    520.60    0.2    2.205E-5    196.0    -83.9
ak01b    520.60    0.3    7.410E-6    308.1    -86.4
ak01c    520.60    0.2    2.397E-5    246.7    -82.9
ak01d    520.60    0.2    1.977E-5    195.9    -86.7
ak03a    520.60    0.2    1.318E-5    135.4    -85.1
ak03b    520.60    0.2    1.028E-5    129.6    -86.6
ak03c    520.60    0.2    1.159E-5    173.0    -86.1
ak04a    520.60    0.2    2.627E-5    261.2    -89.9
ak04b    520.60    0.2    6.910E-6    0.7    -87.8
ak04c    520.60    0.2    1.798E-5    218.2    -88.4
ak04d    520.60    0.2    1.284E-5    127.3    -88.4
cb01a    520.60    0.2    1.652E-5    58.7    -87.4
cb01c    520.60    0.2    5.885E-6    222.1    -88.1
cb02a    520.60    0.2    6.083E-6    358.4    -86.5
cb01b    520.60    0.2    2.884E-5    230.4    -87.2
cb02c    520.60    0.2    9.146E-6    281.0    -85.3
cb05a    520.60    0.2    1.738E-5    331.4    -88.9
cb05b    520.60    0.2    5.310E-5    248.0    -87.1
cb06a    520.60    0.2    1.016E-4    56.4    -88.3
cb06b    520.60    0.2    4.350E-5    264.2    -87.8
cb09a    520.60    0.2    1.671E-5    256.1    -84.5
cb09b    520.60    0.2    5.922E-5    18.2    -87.2
cb09w    520.60    0.2    3.868E-5    4.8    -88.5
cb09x    520.60    0.2    3.843E-5    133.9    -85.7
cb11a    520.60    0.2    1.533E-5    78.3    -88.2
cb11b    520.60    0.2    2.102E-5    78.3    -85.6
cb12a    520.60    0.2    2.480E-5    110.6    -86.3
cb12w    520.60    0.2    2.799E-5    318.9    -87.9
cb12b    520.60    0.2    1.657E-5    75.2    -87.6
cb12x    520.60    0.2    3.465E-5    82.1    -87.5
