tab 	locations																																												
age_high	age_low	age_unit	citations	conglomerate_test	contact_test	continent_ocean	country	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_k_ratio	dir_n_samples	dir_n_sites	dir_polarity	dir_tilt_correction	external_database_ids	fold_test	fold_test_significance	geologic_classes	geological_province_sections	lat_n	lat_s	lithologies	location	location_alternatives	location_type	lon_e	lon_w	method_codes	pole_antipodal_angle	pole_comp_name	pole_dm	pole_dp	pole_lat	pole_lon	pole_reversed_perc	region	result_name	result_type	reversal_test	rock_magnetic_test	terranes	village_city
56	34	Ma	10.1016/S0040-1951(01)00220-7	G-	ND	Europe	Bulgaria	"Middle - Upper Triassic. B syn-folding. Thermal, characteristic component 400-580C. SUSC-T (HEM, MAGN). intersection of small circles applied. method of intersecting of small circles applied."	4.9	13.9	50.8	35	nan	nan	23	nan	50	nan	SF+	nan	Sedimentary	nan	43	43	Limestone	Bulgarian Triassic Carbonate	nan	Outcrop	23.1	23.1	DE-DI:LT-T-Z:LP-DC4	nan	B syn-folding	2.7	2	72.8	128.1	5	West Balkan	8850	a	ND	ND	nan	nan
56	34	Ma	10.1016/S0040-1951(01)00220-7	G-	ND	Europe	Bulgaria	"Middle - Upper Triassic. B syn-folding. Thermal, characteristic component 400-580C. SUSC-T (HEM, MAGN). intersection of small circles applied. method of intersecting of small circles applied."	7.7	18.9	64.1	14	nan	nan	23	nan	0	nan	SF+	nan	Sedimentary	nan	43	43	Limestone	Bulgarian Triassic Carbonate	nan	Outcrop	23.1	23.1	DE-DI:LT-T-Z:LP-DC4	nan	B syn-folding	2.7	2	72.8	128.1	5	West Balkan	8850	a	ND	ND	nan	nan
100	65	Ma	10.1016/0012-821X(92)90059-5	ND	ND	Europe	Spain	"External Betic Cordillera. Mainly thermal to 675C, component 350-580C. IRM (no sat. 1. 0T)."	8.5	58.1	39	29.6	3.05	102	11	nan	100	nan	F+	99	Sedimentary	Capas Rojas Formation	36.9	36.9	marl:Limestone	Capas Rojas Formation	nan	Outcrop	354.8	354.8	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4	nan	nan	10.1	6	38.1	84.4	0	Spain	6384	a	ND	M	nan	nan
100	65	Ma	10.1016/0012-821X(92)90059-5	ND	ND	Europe	Spain	"External Betic Cordillera. Mainly thermal to 675C, component 350-580C. IRM (no sat. 1. 0T)."	15.4	60.5	48.8	9.7	nan	nan	11	nan	0	nan	F+	99	Sedimentary	Capas Rojas Formation	36.9	36.9	marl:Limestone	Capas Rojas Formation	nan	Outcrop	354.8	354.8	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4	nan	nan	10.1	6	38.1	84.4	0	Spain	6384	a	ND	M	nan	nan
161	100	Ma	KATINAS & NAWROCKI (2004)	ND	ND	Europe	Latvia	"Fransian - Famennian. Thermal, characteristic component, 500-610C. IRM, 3-axis Jrs-T (HEM, MAGN). Late Jurassic - Early Cretaceous remagnetisation suggested."	5.5	19	52	101.5	nan	22	8	nan	0	nan	ND	nan	Sedimentary	Cesis Carbonates	57.3	57.3	Dolostone	Cesis Carbonates	nan	Outcrop	25.25	25.25	DE-DI:LT-T-Z:LP-DC4	nan	nan	8	5	63	170	87	Latvia	9229	a	Ro	ND	nan	nan
100	65	Ma	10.1016/0040-1951(94)00150-8	ND	ND	Europe	Albania	"AF to 60mT, thermal to 550C, characteristic component. IRM (sat. 0. 2T)."	4.4	35	33	66.6	4.9	89	17	nan	100	nan	F+	99	Sedimentary	nan	39.9	39.9	Limestone	Upper Cretaceous Limestones	nan	Outcrop	20.2	20.2	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4	nan	nan	5	2.8	53	136	200	Albania	7665	a	Ro	M	nan	nan
100	65	Ma	10.1016/0040-1951(94)00150-8	ND	ND	Europe	Albania	"AF to 60mT, thermal to 550C, characteristic component. IRM (sat. 0. 2T)."	10.1	33	43	13.6	nan	nan	17	nan	0	nan	F+	99	Sedimentary	nan	39.9	39.9	Limestone	Upper Cretaceous Limestones	nan	Outcrop	20.2	20.2	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4	nan	nan	5	2.8	53	136	200	Albania	7665	a	Ro	M	nan	nan
110	80	Ma	JUAREZ ET AL. (1995)	ND	ND	Europe	Spain	"Middle to Late Oxfordian. Aguaton S Comp. . Thermal to 580C, intermediate component 350-450C. SUSC. Overprint in Cretaceous Normal Zone."	2	27	34	47	nan	69	69	nan	100	nan	ND	nan	Sedimentary	nan	41.2	41.2	Limestone	"Iberian Range Sediments, Aguaton S Comp."	nan	Outcrop	359.2	359.2	DE-DI:LT-T-Z:LP-DC4	nan	nan	2.3	1.3	58	124	0	Spain	7758	a	ND	M	Iberia	nan
110	80	Ma	JUAREZ ET AL. (1995)	ND	ND	Europe	Spain	"Middle to Late Oxfordian. Aguaton S Comp. . Thermal to 580C, intermediate component 350-450C. SUSC. Overprint in Cretaceous Normal Zone."	2	282	55	47	nan	nan	69	nan	0	nan	ND	nan	Sedimentary	nan	41.2	41.2	Limestone	"Iberian Range Sediments, Aguaton S Comp."	nan	Outcrop	359.2	359.2	DE-DI:LT-T-Z:LP-DC4	nan	nan	2.3	1.3	58	124	0	Spain	7758	a	ND	M	Iberia	nan
112	94	Ma	10.1016/J.JOG.2004.06.004	ND	ND	Europe	Portugal	"Albian - Cenomanian. AF and thermal, characteristic component, 400-600C, 20-100mT. IRM, SUSC-T, 3-axis Jrs-T (MAGN). Some data from RESULTNOS 6206, 6207, 8191 are included."	10	336	52	90	nan	nan	4	nan	100	nan	F+	nan	Sedimentary	nan	38	38	sediments	"Lusitanian, Algarve Basins Cretaceous Sediments"	nan	Outcrop	351.5	351.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4	nan	nan	14	9	70	253	-1	South Portugal	9236	a	ND	ND	Iberia	nan
112	94	Ma	10.1016/J.JOG.2004.06.004	ND	ND	Europe	Portugal	"Albian - Cenomanian. AF and thermal, characteristic component, 400-600C, 20-100mT. IRM, SUSC-T, 3-axis Jrs-T (MAGN). Some data from RESULTNOS 6206, 6207, 8191 are included."	18	341	45	28	nan	nan	4	nan	0	nan	F+	nan	Sedimentary	nan	38	38	sediments	"Lusitanian, Algarve Basins Cretaceous Sediments"	nan	Outcrop	351.5	351.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4	nan	nan	14	9	70	253	-1	South Portugal	9236	a	ND	ND	Iberia	nan
50	40	Ma	10.1046/J.0956-540X.2001.01382.X	ND	ND	Europe	France	"Carboniferous to Triassic. Extent 50 km. outcrops and boreholes. C Component. Thermal 100-300C+AF 35-40mT (sulphides) , 390-650C (other rocks). SUSC-T (MAGN). Early to Middle Eocene overprint."	3.1	2.5	54.4	140	nan	248	15	nan	100	nan	ND	nan	Sedimentary	nan	44.2	44.2	Dolostone:Limestone	"Cevennes Sediments, Comp.C"	nan	Outcrop	4.1	4.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC5	nan	C	4.4	3.1	81.6	165.5	0	Cevennes	8679	a	ND	ND	Massif Central	nan
50	40	Ma	10.1046/J.0956-540X.2001.01382.X	ND	ND	Europe	France	"Carboniferous to Triassic. Extent 50 km. outcrops and boreholes. C Component. Thermal 100-300C+AF 35-40mT (sulphides) , 390-650C (other rocks). SUSC-T (MAGN). Early to Middle Eocene overprint."	2.9	108	59	158	nan	nan	15	nan	0	nan	ND	nan	Sedimentary	nan	44.2	44.2	Dolostone:Limestone	"Cevennes Sediments, Comp.C"	nan	Outcrop	4.1	4.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC5	nan	C	4.4	3.1	81.6	165.5	0	Cevennes	8679	a	ND	ND	Massif Central	nan
50	40	Ma	10.1046/J.0956-540X.2001.01382.X	ND	ND	Europe	France	"Carboniferous to Triassic. Extent 50 km. outcrops and boreholes. C Component. Thermal 100-300C+AF 35-40mT (sulphides) , 390-650C (other rocks). SUSC-T (MAGN). Early to Middle Eocene overprint."	3.1	2.5	54.4	140	nan	nan	15	nan	0	nan	ND	nan	Sedimentary	nan	44.2	44.2	Dolostone:Limestone	"Cevennes Sediments, Comp.C"	nan	Outcrop	4.1	4.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC5	nan	C	4.4	3.1	81.6	165.5	0	Cevennes	8679	a	ND	ND	Massif Central	nan
