tab 	specimens
analysts	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_mean	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b	int_b_beta	int_b_sigma	int_corr	int_drat	int_drats	int_f	int_fvds	int_gamma	int_mad_free	int_md	int_n_measurements	int_n_ptrm	int_q	int_rsc	int_scat	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
														This study		A	89.9	257.6	14.2	2.3	9	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp101i1a	extrusive:igneous	lava flow					u														basalt	773	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	sp101i	pmagpy-2.88	sp101i1a
														This study		A	90	127.7	-1.1	19.6	9	p	n	-1	LP-AN-ARM:sp102a1	igneous:intrusive	dike					u														basalt	0.04	0	T	DE-BFP:LP-DIR-AF	g	sp102a	pmagpy-2.88	sp102a1
														This study		A	90	162.1	25.3	19.6	9	p	n	0	LP-AN-ARM:sp102a1	igneous:intrusive	dike					u														basalt	0.04	0	T	DA-DIR-GEO:DE-BFP:LP-DIR-AF:SO-SUN	g	sp102a	pmagpy-2.88	sp102a1
	0.8	0.5	0.6	0.343136:0.328592:0.328272:-0.002513:-0.008655:0.005346	0.0000697	9	0.013179	Am^2	-1	AARM	0.34654:340.0:23.6:eta/zeta:97.9:47:32.8:233.1:33.5:53.9	0.333878:233.1:33.5:eta/zeta:97.9:47:50.5:340.0:23.6:53.9	0.319582:97.9:47:eta/zeta:233.1:33.5:50.5:340.0:23.6:32.8	This study	Hext statistics adapted to AARM; sp102a1										AARM:sp102a1	igneous:intrusive	dike																			basalt				AE-H:LP-AN-ARM	g	sp102a	pmagpy-2.88	sp102a1
														This study		A	1.4	29.1	-75	12.9	21	p	n	-1	LP-DIR-T:sp102a2	igneous:intrusive	dike					u														basalt	873	273	K	DE-BFL:LP-DIR-T	g	sp102a	pmagpy-2.88	sp102a2
														This study		A	1.4	209.9	-56.4	12.9	21	p	n	0	LP-DIR-T:sp102a2	igneous:intrusive	dike					u														basalt	873	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp102a	pmagpy-2.88	sp102a2
														This study		A	1.8	26.4	-82.1	1.5	21	p	n	-1	LP-DIR-T:sp102b1	igneous:intrusive	dike					u														basalt	873	273	K	DE-BFL:LP-DIR-T	g	sp102b	pmagpy-2.88	sp102b1
														This study		A	1.8	207.8	-57	1.5	21	p	n	0	LP-DIR-T:sp102b1	igneous:intrusive	dike					u														basalt	873	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp102b	pmagpy-2.88	sp102b1
														This study		A	90	354	34	8.5	16	p	n	-1	LP-DIR-AF:sp102c1	igneous:intrusive	dike					u														basalt	0.18	0	T	DE-BFP:LP-DIR-AF	g	sp102c	pmagpy-2.88	sp102c1
														This study		A	90	232.9	39.7	8.5	16	p	n	0	LP-DIR-AF:sp102c1	igneous:intrusive	dike					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFP:LP-DIR-AF:SO-SUN	g	sp102c	pmagpy-2.88	sp102c1
														This study		A	4.5	24.1	-50.1	11.4	19	p	n	-1	LP-DIR-T:sp102c2	igneous:intrusive	dike					u														basalt	873	423	K	DE-BFL:LP-DIR-T	g	sp102c	pmagpy-2.88	sp102c2
														This study		A	4.5	214.9	-50.7	11.4	19	p	n	0	LP-DIR-T:sp102c2	igneous:intrusive	dike					u														basalt	873	423	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp102c	pmagpy-2.88	sp102c2
														This study		A	90	117.7	-1.9	5.4	9	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp102d1b	igneous:intrusive	dike					u														basalt	773	273	K	DE-BFP:LP-DIR-T	g	sp102d	pmagpy-2.88	sp102d1b
														This study		A	90	344.6	-26.3	5.4	9	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp102d1b	igneous:intrusive	dike					u														basalt	773	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	sp102d	pmagpy-2.88	sp102d1b
														This study		A	9.3	45.5	-52.2	8.8	4	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp102e2	igneous:intrusive	dike					u														basalt	573	423	K	DE-BFL:LP-DIR-T	g	sp102e	pmagpy-2.88	sp102e2
														This study		A	9.3	211.3	-45.2	8.8	4	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp102e2	igneous:intrusive	dike					u														basalt	573	423	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp102e	pmagpy-2.88	sp102e2
														This study		A	0.9	45.4	-49.7	1.8	19	p	n	-1	LP-DIR-T:sp102f1	igneous:intrusive	dike					u														basalt	873	423	K	DE-BFL:LP-DIR-T	g	sp102f	pmagpy-2.88	sp102f1
														This study		A	0.9	208.7	-47.6	1.8	19	p	n	0	LP-DIR-T:sp102f1	igneous:intrusive	dike					u														basalt	873	423	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp102f	pmagpy-2.88	sp102f1
														This study		A	2	50.4	-44.4	2.4	7	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp102g1	igneous:intrusive	dike					u														basalt	673	373	K	DE-BFL:LP-DIR-T	g	sp102g	pmagpy-2.88	sp102g1
														This study		A	2	209.3	-49.2	2.4	7	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp102g1	igneous:intrusive	dike					u														basalt	673	373	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp102g	pmagpy-2.88	sp102g1
														This study		A	90	120	-0.2	3.2	9	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp102i1b	igneous:intrusive	dike					u														basalt	773	273	K	DE-BFP:LP-DIR-T	g	sp102i	pmagpy-2.88	sp102i1b
														This study		A	90	260.7	29.7	3.2	9	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp102i1b	igneous:intrusive	dike					u														basalt	773	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	sp102i	pmagpy-2.88	sp102i1b
														This study		A	90	117.9	-1.3	2.4	9	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp102j1a	igneous:intrusive	dike					u														basalt	773	273	K	DE-BFP:LP-DIR-T	g	sp102j	pmagpy-2.88	sp102j1a
														This study		A	90	271.3	24.7	2.4	9	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp102j1a	igneous:intrusive	dike					u														basalt	773	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	sp102j	pmagpy-2.88	sp102j1a
														This study		A	1.2	29.8	-2.1	3.1	18	p	n	-1	LP-DIR-T:sp102k1	igneous:intrusive	dike					u														basalt	873	473	K	DE-BFL:LP-DIR-T	g	sp102k	pmagpy-2.88	sp102k1
														This study		A	1.2	211.7	-51	3.1	18	p	n	0	LP-DIR-T:sp102k1	igneous:intrusive	dike					u														basalt	873	473	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp102k	pmagpy-2.88	sp102k1
														This study		A	4.7	35.8	-20	5.9	4	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp102l1	igneous:intrusive	dike					u														basalt	573	423	K	DE-BFL:LP-DIR-T	g	sp102l	pmagpy-2.88	sp102l1
														This study		A	4.7	236.6	-55.8	5.9	4	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp102l1	igneous:intrusive	dike					u														basalt	573	423	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp102l	pmagpy-2.88	sp102l1
														This study		A	0.6	23.5	-3	1.6	15	p	n	-1	LP-DIR-AF:sp103a1	igneous:intrusive	dike					u														basalt	0.18	0.005	T	DE-BFL:LP-DIR-AF	g	sp103a	pmagpy-2.88	sp103a1
														This study		A	0.6	197	-56.4	1.6	15	p	n	0	LP-DIR-AF:sp103a1	igneous:intrusive	dike					u														basalt	0.18	0.005	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	sp103a	pmagpy-2.88	sp103a1
														This study		A	90	142.6	-5.6	4.7	9	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp103b1a	igneous:intrusive	dike					u														basalt	773	273	K	DE-BFP:LP-DIR-T	g	sp103b	pmagpy-2.88	sp103b1a
														This study		A	90	285.6	10.2	4.7	9	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp103b1a	igneous:intrusive	dike					u														basalt	773	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	sp103b	pmagpy-2.88	sp103b1a
														This study		A	2	9.1	5.3	2.2	20	p	n	-1	LP-DIR-T:sp103c1	igneous:intrusive	dike					u														basalt	873	373	K	DE-BFL:LP-DIR-T	g	sp103c	pmagpy-2.88	sp103c1
														This study		A	2	199.6	-55.6	2.2	20	p	n	0	LP-DIR-T:sp103c1	igneous:intrusive	dike					u														basalt	873	373	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	sp103c	pmagpy-2.88	sp103c1
														This study		A	0.7	39.9	-33.3	0.6	13	p	n	-1	LP-DIR-AF:sp103f1	igneous:intrusive	dike					u														basalt	0.18	0.005	T	DE-BFL:LP-DIR-AF	g	sp103f	pmagpy-2.88	sp103f1
														This study		A	0.7	199.8	-54.6	0.6	13	p	n	0	LP-DIR-AF:sp103f1	igneous:intrusive	dike					u														basalt	0.18	0.005	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	sp103f	pmagpy-2.88	sp103f1
														This study		A	0.5	59.5	-57.2	1	13	p	n	-1	LP-DIR-AF:sp103g1	igneous:intrusive	dike					u														basalt	0.18	0.005	T	DE-BFL:LP-DIR-AF	g	sp103g	pmagpy-2.88	sp103g1
														This study		A	0.5	205	-56.8	1	13	p	n	0	LP-DIR-AF:sp103g1	igneous:intrusive	dike					u														basalt	0.18	0.005	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	sp103g	pmagpy-2.88	sp103g1
														This study												igneous:intrusive	dike																			basalt						sp103j		sp103j1a
														This study		A	0.7	11.6	-6.5	1.3	15	p	n	-1	LP-DIR-AF:sp103l1	igneous:intrusive	dike					u														basalt	0.18	0.005	T	DE-BFL:LP-DIR-AF	g	sp103l	pmagpy-2.88	sp103l1
														This study		A	0.7	210.6	-55.4	1.3	15	p	n	0	LP-DIR-AF:sp103l1	igneous:intrusive	dike					u														basalt	0.18	0.005	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	sp103l	pmagpy-2.88	sp103l1
														This study		A	3.5	9.5	-4.8	6.7	20	p	n	-1	LP-DIR-T:sp103l2	igneous:intrusive	dike					u														basalt	873	373	K	DE-BFL:LP-DIR-T	g	sp103l	pmagpy-2.88	sp103l2
														This study		A	3.5	206.4	-54.3	6.7	20	p	n	0	LP-DIR-T:sp103l2	igneous:intrusive	dike					u														basalt	873	373	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	sp103l	pmagpy-2.88	sp103l2
														This study		A	90	96.8	-0.6	3.8	9	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp103m1b	igneous:intrusive	dike					u														basalt	773	273	K	DE-BFP:LP-DIR-T	g	sp103m	pmagpy-2.88	sp103m1b
														This study		A	90	109.8	-4.9	3.8	9	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp103m1b	igneous:intrusive	dike					u														basalt	773	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	sp103m	pmagpy-2.88	sp103m1b
														This study		A	0.7	142.6	5.4	0.9	13	p	n	-1	LP-DIR-AF:sp104a1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DE-BFL:LP-DIR-AF	g	sp104a	pmagpy-2.88	sp104a1
														This study		A	0.7	356.3	52.5	0.9	13	p	n	0	LP-DIR-AF:sp104a1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	sp104a	pmagpy-2.88	sp104a1
														This study		A	0.5	126.7	45.4	1.1	15	p	n	-1	LP-DIR-AF:sp104b1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DE-BFL:LP-DIR-AF	g	sp104b	pmagpy-2.88	sp104b1
														This study		A	0.5	353.6	55	1.1	15	p	n	0	LP-DIR-AF:sp104b1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	sp104b	pmagpy-2.88	sp104b1
														This study		A	0.5	140.1	28	1.5	14	p	n	-1	LP-DIR-T:sp104c1	extrusive:igneous	lava flow					u														basalt	823	423	K	DE-BFL:LP-DIR-T	g	sp104c	pmagpy-2.88	sp104c1
														This study		A	0.5	352.5	53.5	1.5	14	p	n	0	LP-DIR-T:sp104c1	extrusive:igneous	lava flow					u														basalt	823	423	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp104c	pmagpy-2.88	sp104c1
														This study		A	0.2	138.7	30.1	0.6	11	p	n	-1	LP-DIR-T:sp104d1	extrusive:igneous	lava flow					u														basalt	873	773	K	DE-BFL:LP-DIR-T	g	sp104d	pmagpy-2.88	sp104d1
														This study		A	0.2	354.9	53	0.6	11	p	n	0	LP-DIR-T:sp104d1	extrusive:igneous	lava flow					u														basalt	873	773	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp104d	pmagpy-2.88	sp104d1
														This study		A	0.3	141.3	28.6	1.3	11	p	n	-1	LP-DIR-AF:sp104e1	extrusive:igneous	lava flow					u														basalt	0.18	0.015	T	DE-BFL:LP-DIR-AF	g	sp104e	pmagpy-2.88	sp104e1
														This study		A	0.3	359.9	55.8	1.3	11	p	n	0	LP-DIR-AF:sp104e1	extrusive:igneous	lava flow					u														basalt	0.18	0.015	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	sp104e	pmagpy-2.88	sp104e1
														This study		A	90.1	42.8	0.9	1.2	9	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp104g2b	extrusive:igneous	lava flow					u														basalt	773	273	K	DE-BFP:LP-DIR-T	g	sp104g	pmagpy-2.88	sp104g2b
														This study		A	89.9	128.1	26.4	1.2	9	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp104g2b	extrusive:igneous	lava flow					u														basalt	773	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	sp104g	pmagpy-2.88	sp104g2b
														This study		A	90	217.8	-0.8	2.2	9	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp104h1b	extrusive:igneous	lava flow					u														basalt	773	273	K	DE-BFP:LP-DIR-T	g	sp104h	pmagpy-2.88	sp104h1b
														This study		A	90	332.5	-31.5	2.2	9	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp104h1b	extrusive:igneous	lava flow					u														basalt	773	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	sp104h	pmagpy-2.88	sp104h1b
														This study		A	0.3	4.4	-7.6	1.5	11	p	n	-1	LP-DIR-AF:sp105a1	extrusive:igneous	lava flow					u														basalt	0.1	0.005	T	DE-BFL:LP-DIR-AF	g	sp105a	pmagpy-2.88	sp105a1
														This study		A	0.3	63.3	-85.5	1.5	11	p	n	0	LP-DIR-AF:sp105a1	extrusive:igneous	lava flow					u														basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	sp105a	pmagpy-2.88	sp105a1
														This study		A	0.1	3.3	-5.4	0.6	21	p	n	-1	LP-DIR-T:sp105b1	extrusive:igneous	lava flow					u														basalt	873	273	K	DE-BFL:LP-DIR-T	g	sp105b	pmagpy-2.88	sp105b1
														This study		A	0.1	90.1	-86.4	0.6	21	p	n	0	LP-DIR-T:sp105b1	extrusive:igneous	lava flow					u														basalt	873	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp105b	pmagpy-2.88	sp105b1
														This study		A	2.8	1.2	-10.1	0.9	10	p	n	-1	LP-DIR-AF:sp105c1	extrusive:igneous	lava flow					u														basalt	0.18	0.02	T	DE-BFL:LP-DIR-AF	g	sp105c	pmagpy-2.88	sp105c1
														This study		A	2.8	117	-88.4	0.9	10	p	n	0	LP-DIR-AF:sp105c1	extrusive:igneous	lava flow					u														basalt	0.18	0.02	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	sp105c	pmagpy-2.88	sp105c1
														This study		A	0.2	0.7	-9.6	0.5	20	p	n	-1	LP-DIR-T:sp105c2	extrusive:igneous	lava flow					u														basalt	873	373	K	DE-BFL:LP-DIR-T	g	sp105c	pmagpy-2.88	sp105c2
														This study		A	0.2	117.9	-89.1	0.5	20	p	n	0	LP-DIR-T:sp105c2	extrusive:igneous	lava flow					u														basalt	873	373	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp105c	pmagpy-2.88	sp105c2
														This study		A	0.1	4.4	-10.3	0.8	16	p	n	-1	LP-DIR-T:sp105e1	extrusive:igneous	lava flow					u														basalt	873	573	K	DE-BFL:LP-DIR-T	g	sp105e	pmagpy-2.88	sp105e1
														This study		A	0.1	78.6	-85.7	0.8	16	p	n	0	LP-DIR-T:sp105e1	extrusive:igneous	lava flow					u														basalt	873	573	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp105e	pmagpy-2.88	sp105e1
														This study		A	90	89.8	0.8	3.9	19	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:sp105g1a	extrusive:igneous	lava flow					u														basalt	873	273	K	DE-BFP:LP-DIR-T	g	sp105g	pmagpy-2.88	sp105g1a
														This study		A	90	76.6	0	3.9	19	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:sp105g1a	extrusive:igneous	lava flow					u														basalt	873	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	sp105g	pmagpy-2.88	sp105g1a
unknown														This study			4.2	0.3	-9.8			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp105g1a	extrusive:igneous	lava flow	0.0000346	-0.691	0.063	0.043	u	7.2	11.4	1.055	0.85	9.4	3.6	1	17	8	15.2	0.9416	t	0.00005	basalt	863	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g	sp105g	pmagpy-2.88	sp105g1a
														This study		A	90	268.6	0.4	2.7	19	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:sp105h1a	extrusive:igneous	lava flow					u														basalt	873	273	K	DE-BFP:LP-DIR-T	g	sp105h	pmagpy-2.88	sp105h1a
														This study		A	90	295.2	1.5	2.7	19	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:sp105h1a	extrusive:igneous	lava flow					u														basalt	873	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	sp105h	pmagpy-2.88	sp105h1a
unknown														This study			3.7	358.5	-2.4			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp105h1a	extrusive:igneous	lava flow	0.0000335	-0.67	0.153	0.103	u	6.4	12.7	1.006	0.836	6.7	3.7	2	17	8	4	0.6783	t	0.00005	basalt	863	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:SM-TTEST	g	sp105h	pmagpy-2.88	sp105h1a
														This study		A	90	91.1	-0.6	4.9	19	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:sp105j1b	extrusive:igneous	lava flow					u														basalt	873	273	K	DE-BFP:LP-DIR-T	g	sp105j	pmagpy-2.88	sp105j1b
														This study		A	90	60.3	0.8	4.9	19	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:sp105j1b	extrusive:igneous	lava flow					u														basalt	873	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	sp105j	pmagpy-2.88	sp105j1b
unknown														This study			2.4	1.4	-18.2			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:sp105j1b	extrusive:igneous	lava flow	0.0000368	-0.736	0.053	0.039	u	6.8	17.8	1.05	0.905	5.9	2.4	1	17	8	18.1	0.9586	t	0.00005	basalt	863	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:SM-TTEST	g	sp105j	pmagpy-2.88	sp105j1b
														This study		A	7.9	11.2	-12.1	4.8	5	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp105k2	extrusive:igneous	lava flow					u														basalt	723	523	K	DE-BFL:LP-DIR-T	g	sp105k	pmagpy-2.88	sp105k2
														This study		A	7.9	69.1	-78.8	4.8	5	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp105k2	extrusive:igneous	lava flow					u														basalt	723	523	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp105k	pmagpy-2.88	sp105k2
														This study		A	3.3	7.8	-22.6	4.2	6	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp106a2	extrusive:igneous	lava flow					u														basalt	723	473	K	DE-BFL:LP-DIR-T	g	sp106a	pmagpy-2.88	sp106a2
														This study		A	3.3	146.9	-72.2	4.2	6	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp106a2	extrusive:igneous	lava flow					u														basalt	723	473	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp106a	pmagpy-2.88	sp106a2
														This study		A	0.5	0.9	-10.6	1	16	p	n	-1	LP-DIR-AF:sp106b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	sp106b	pmagpy-2.88	sp106b1
														This study		A	0.5	172.1	-76.9	1	16	p	n	0	LP-DIR-AF:sp106b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	sp106b	pmagpy-2.88	sp106b1
														This study		A	0.3	2.5	-12.3	0.8	21	p	n	-1	LP-DIR-T:sp106b2	extrusive:igneous	lava flow					u														basalt	873	273	K	DE-BFL:LP-DIR-T	g	sp106b	pmagpy-2.88	sp106b2
														This study		A	0.3	166.6	-75	0.8	21	p	n	0	LP-DIR-T:sp106b2	extrusive:igneous	lava flow					u														basalt	873	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp106b	pmagpy-2.88	sp106b2
														This study		A	0.1	9.7	0.6	0.4	12	p	n	-1	LP-DIR-AF:sp106c1	extrusive:igneous	lava flow					u														basalt	0.18	0.0125	T	DE-BFL:LP-DIR-AF	g	sp106c	pmagpy-2.88	sp106c1
														This study		A	0.1	132.2	-79.6	0.4	12	p	n	0	LP-DIR-AF:sp106c1	extrusive:igneous	lava flow					u														basalt	0.18	0.0125	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	sp106c	pmagpy-2.88	sp106c1
														This study		A	0.1	10.1	-9.8	0.6	16	p	n	-1	LP-DIR-T:sp106d1	extrusive:igneous	lava flow					u														basalt	873	573	K	DE-BFL:LP-DIR-T	g	sp106d	pmagpy-2.88	sp106d1
														This study		A	0.1	138.2	-78.9	0.6	16	p	n	0	LP-DIR-T:sp106d1	extrusive:igneous	lava flow					u														basalt	873	573	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp106d	pmagpy-2.88	sp106d1
														This study		A	0.9	4.4	5.7	1.6	17	p	n	-1	LP-DIR-T:sp106e1	extrusive:igneous	lava flow					u														basalt	873	523	K	DE-BFL:LP-DIR-T	g	sp106e	pmagpy-2.88	sp106e1
														This study		A	0.9	150.7	-84.5	1.6	17	p	n	0	LP-DIR-T:sp106e1	extrusive:igneous	lava flow					u														basalt	873	523	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp106e	pmagpy-2.88	sp106e1
														This study		A	0.7	8.6	6	1.5	21	p	n	-1	LP-DIR-T:sp106f1	extrusive:igneous	lava flow					u														basalt	873	273	K	DE-BFL:LP-DIR-T	g	sp106f	pmagpy-2.88	sp106f1
														This study		A	0.7	137.7	-81.1	1.5	21	p	n	0	LP-DIR-T:sp106f1	extrusive:igneous	lava flow					u														basalt	873	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	sp106f	pmagpy-2.88	sp106f1
														This study		A	90	98.8	-1.9	4.2	19	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:sp106g1a	extrusive:igneous	lava flow					u														basalt	873	273	K	DE-BFP:LP-DIR-T	g	sp106g	pmagpy-2.88	sp106g1a
														This study		A	90	99	8.6	4.2	19	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:sp106g1a	extrusive:igneous	lava flow					u														basalt	873	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	sp106g	pmagpy-2.88	sp106g1a
														This study		A	1.8	11.9	-3	5	7	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-TRM:LP-PI-ZI:sp106h2	extrusive:igneous	lava flow					u														basalt	623	273	K	DE-BFL:LP-DIR-T	g	sp106h	pmagpy-2.88	sp106h2
