tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	criteria	description	dip	dir_comp_name	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	orientation_quality	result_quality	sample	site	software_packages	specimens	timestamp
26.7	0	0	0	This study			-56										extrusive:igneous	lava flow	70.98853	basalt	351.73557	FS-LOC-GPS:SO-POM:SO-SUN	g		jm019j	jm019			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	83.6	65.8	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm019j	jm019	pmagpy-2.59	jm019j1	
30.2	0	0	0	This study			-69										extrusive:igneous	lava flow	70.98374	basalt	351.71572	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm020a	jm020			2009-08-14T00:00:00Z
38.7	0	0	0	This study			-75										extrusive:igneous	lava flow	70.98374	basalt	351.71572	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm020b	jm020			2009-08-14T00:00:00Z
34.2	0	0	0	This study			-79										extrusive:igneous	lava flow	70.98374	basalt	351.71572	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm020c	jm020			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	63.7	70	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm020c	jm020	pmagpy-2.59	jm020c1	
47.5	0	0	0	This study			-75.5										extrusive:igneous	lava flow	70.98374	basalt	351.71572	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm020d	jm020			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	57	74.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm020d	jm020	pmagpy-2.59	jm020d1	
35.3	0	0	0	This study			-90										extrusive:igneous	lava flow	70.98374	basalt	351.71572	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm020e	jm020			2009-08-14T00:00:00Z
				This study		sample direction		A	122.6	-1.8	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF		g	jm020e	jm020	pmagpy-2.59	jm020e1	
43.4	0	0	0	This study			-93										extrusive:igneous	lava flow	70.98374	basalt	351.71572	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm020f	jm020			2009-08-14T00:00:00Z
55.8	0	0	0	This study			-84										extrusive:igneous	lava flow	70.98374	basalt	351.71572	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm020g	jm020			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	52.6	83.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm020g	jm020	pmagpy-2.59	jm020g1	
68.4	0	0	0	This study			-87										extrusive:igneous	lava flow	70.98374	basalt	351.71572	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm020h	jm020			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	90.5	84.5	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm020h	jm020	pmagpy-2.59	jm020h1	
80.9	0	0	0	This study			-72										extrusive:igneous	lava flow	70.98374	basalt	351.71572	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm020i	jm020			2009-08-14T00:00:00Z
17.9	0	0	0	This study			-55										extrusive:igneous	lava flow	70.98374	basalt	351.71572	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm020j	jm020			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	73.7	84.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm020j	jm020	pmagpy-2.59	jm020j1	
301	0	0	0	This study			-60										extrusive:igneous	lava flow	70.88377	basalt	351.20418	FS-LOC-GPS:SO-POM:SO-SUN	g		jm021a	jm021			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	102.7	70.8	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm021a	jm021	pmagpy-2.59	jm021a1	
304.5	0	0	0	This study			-59										extrusive:igneous	lava flow	70.88377	basalt	351.20418	FS-LOC-GPS:SO-POM:SO-SUN	g		jm021b	jm021			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	97.6	72.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm021b	jm021	pmagpy-2.59	jm021b1	
287.3	0	0	0	This study			-60										extrusive:igneous	lava flow	70.88377	basalt	351.20418	FS-LOC-GPS:SO-POM:SO-SUN	g		jm021c	jm021			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	101.6	73.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm021c	jm021	pmagpy-2.59	jm021c1	
295.8	0	0	0	This study			-63										extrusive:igneous	lava flow	70.88377	basalt	351.20418	FS-LOC-GPS:SO-POM:SO-SUN	g		jm021d	jm021			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	98.5	73.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm021d	jm021	pmagpy-2.59	jm021d1	
283	0	0	0	This study			-78.5										extrusive:igneous	lava flow	70.88377	basalt	351.20418	FS-LOC-GPS:SO-POM:SO-SUN	g		jm021e	jm021			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	81.3	68.4	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm021e	jm021	pmagpy-2.59	jm021e1	
299.6	0	0	0	This study			-73										extrusive:igneous	lava flow	70.88377	basalt	351.20418	FS-LOC-GPS:SO-POM:SO-SUN	g		jm021f	jm021			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	96.6	69.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm021f	jm021	pmagpy-2.59	jm021f2	
248.3	0	0	0	This study			-36										extrusive:igneous	lava flow	70.88377	basalt	351.20418	FS-LOC-GPS:SO-POM:SO-SUN	g		jm021g	jm021			2009-08-17T00:00:00Z
261.9	0	0	0	This study			-72.5										extrusive:igneous	lava flow	70.88377	basalt	351.20418	FS-LOC-GPS:SO-POM:SO-SUN	g		jm021h	jm021			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	100.3	74.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm021h	jm021	pmagpy-2.59	jm021h2	
231.4	0	0	0	This study			-72										extrusive:igneous	lava flow	70.88377	basalt	351.20418	FS-LOC-GPS:SO-POM:SO-SUN	g		jm021i	jm021			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	89.2	74.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm021i	jm021	pmagpy-2.59	jm021i2	
247.6	0	0	0	This study			-71										extrusive:igneous	lava flow	70.88377	basalt	351.20418	FS-LOC-GPS:SO-POM:SO-SUN	g		jm021j	jm021			2009-08-17T00:00:00Z
314.5	0	0	0	This study			-79.5										extrusive:igneous	lava flow	70.89018	basalt	351.21759	FS-LOC-GPS:SO-POM:SO-SUN	g		jm022a	jm022			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	97.1	62.4	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm022a	jm022	pmagpy-2.59	jm022a1	
334.3	0	0	0	This study			-73										extrusive:igneous	lava flow	70.89018	basalt	351.21759	FS-LOC-GPS:SO-POM:SO-SUN	g		jm022b	jm022			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	97.2	63.4	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm022b	jm022	pmagpy-2.59	jm022b2	
				This study		sample direction		A	130.1	-26.4	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm022b	jm022	pmagpy-2.59	jm022b1	
320.2	0	0	0	This study			-84										extrusive:igneous	lava flow	70.89018	basalt	351.21759	FS-LOC-GPS:SO-POM:SO-SUN	g		jm022c	jm022			2009-08-17T00:00:00Z
				This study		sample direction		A	294.5	22	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm022c	jm022	pmagpy-2.59	jm022c1	
317.2	349.2	0	0	This study			-91										extrusive:igneous	lava flow	70.89018	basalt	351.21759	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm022d	jm022			2009-08-17T00:00:00Z
313.2	349.2	0	0	This study			-80										extrusive:igneous	lava flow	70.89018	basalt	351.21759	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm022e	jm022			2009-08-17T00:00:00Z
329.2	349.2	0	0	This study			-79.5										extrusive:igneous	lava flow	70.89018	basalt	351.21759	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm022f	jm022			2009-08-17T00:00:00Z
324.3	0	0	0	This study			-82										extrusive:igneous	lava flow	70.89018	basalt	351.21759	FS-LOC-GPS:SO-POM:SO-SUN	g		jm022g	jm022			2009-08-17T00:00:00Z
				This study		sample direction		A	290.7	27.9	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm022g	jm022	pmagpy-2.59	jm022g1	
332.3	0	0	0	This study			-67										extrusive:igneous	lava flow	70.89018	basalt	351.21759	FS-LOC-GPS:SO-POM:SO-SUN	g		jm022h	jm022			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	96.7	63.1	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm022h	jm022	pmagpy-2.59	jm022h1	
324.2	349.2	0	0	This study			-66										extrusive:igneous	lava flow	70.89018	basalt	351.21759	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm022i	jm022			2009-08-17T00:00:00Z
301.2	349.2	0	0	This study			-73										extrusive:igneous	lava flow	70.89018	basalt	351.21759	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm022j	jm022			2009-08-17T00:00:00Z
351.8	0	0	0	This study			-48										extrusive:igneous	lava flow	70.88992	basalt	351.22597	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm023a	jm023			2009-08-17T00:00:00Z
346.9	0	0	0	This study			-59										extrusive:igneous	lava flow	70.88992	basalt	351.22597	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm023b	jm023			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	325.5	73.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm023b	jm023	pmagpy-2.59	jm023b1	
19.6	0	0	0	This study			-75										extrusive:igneous	lava flow	70.88992	basalt	351.22597	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm023c	jm023			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	326.3	74.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm023c	jm023	pmagpy-2.59	jm023c1	
340.4	0	0	0	This study			-86.5										extrusive:igneous	lava flow	70.88992	basalt	351.22597	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm023d	jm023			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	306	72.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm023d	jm023	pmagpy-2.59	jm023d1	
358	0	0	0	This study			-71										extrusive:igneous	lava flow	70.88992	basalt	351.22597	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm023e	jm023			2009-08-17T00:00:00Z
1.1	0	0	0	This study			-72										extrusive:igneous	lava flow	70.88992	basalt	351.22597	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm023f	jm023			2009-08-17T00:00:00Z
216.7	0	0	0	This study			-73										extrusive:igneous	lava flow	70.88992	basalt	351.22597	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm023g	jm023			2009-08-17T00:00:00Z
259.7	0	0	0	This study			-83										extrusive:igneous	lava flow	70.88992	basalt	351.22597	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm023h	jm023			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	339.6	56.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm023h	jm023	pmagpy-2.59	jm023h1	
271.3	0	0	0	This study			-80										extrusive:igneous	lava flow	70.88992	basalt	351.22597	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm023i	jm023			2009-08-17T00:00:00Z
				This study	DE-SPEC	sample direction		A	334.7	59.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm023i	jm023	pmagpy-2.59	jm023i1	
288.6	0	0	0	This study			-35										extrusive:igneous	lava flow	70.88992	basalt	351.22597	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm023j	jm023			2009-08-17T00:00:00Z
256.8	0	0	0	This study			-63										extrusive:igneous	lava flow	71.01136	basalt	351.54139	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm024a	jm024			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	263.6	78.8	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm024a	jm024	pmagpy-2.59	jm024a1	
276	0	0	0	This study			-65										extrusive:igneous	lava flow	71.01136	basalt	351.54139	FS-LOC-GPS:SO-POM:SO-SUN	g		jm024b	jm024			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	352.8	76.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm024b	jm024	pmagpy-2.59	jm024b1	
236.8	0	0	0	This study			-71										extrusive:igneous	lava flow	71.01136	basalt	351.54139	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm024c	jm024			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	276.9	69.5	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm024c	jm024	pmagpy-2.59	jm024c1	
255.4	0	0	0	This study			-72										extrusive:igneous	lava flow	71.01136	basalt	351.54139	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm024d	jm024			2009-08-18T00:00:00Z
				This study		sample direction		A	155.6	10.1	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF		g	jm024d	jm024	pmagpy-2.59	jm024d1	
278.6	0	0	0	This study			-68										extrusive:igneous	lava flow	71.01136	basalt	351.54139	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm024e	jm024			2009-08-18T00:00:00Z
				This study		sample direction		A	186.8	3.4	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF		g	jm024e	jm024	pmagpy-2.59	jm024e1	
282.1	0	0	0	This study			-70										extrusive:igneous	lava flow	71.01136	basalt	351.54139	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm024f	jm024			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	3.8	83.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm024f	jm024	pmagpy-2.59	jm024f1	
246.5	0	0	0	This study			-74										extrusive:igneous	lava flow	71.01136	basalt	351.54139	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm024g	jm024			2009-08-18T00:00:00Z
				This study		sample direction		A	311.6	-12.8	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF		g	jm024g	jm024	pmagpy-2.59	jm024g1	
258.5	0	0	0	This study			-67										extrusive:igneous	lava flow	71.01136	basalt	351.54139	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm024h	jm024			2009-08-18T00:00:00Z
245.5	0	0	0	This study			-66										extrusive:igneous	lava flow	71.01136	basalt	351.54139	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm024i	jm024			2009-08-18T00:00:00Z
255.4	0	0	0	This study			-67										extrusive:igneous	lava flow	71.01136	basalt	351.54139	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm024j	jm024			2009-08-18T00:00:00Z
36.5	0	0	0	This study			-62										extrusive:igneous	lava flow	71.03788	basalt	351.56081	FS-LOC-GPS:SO-POM:SO-SUN	g		jm025a	jm025			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	71.6	75.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm025a	jm025	pmagpy-2.59	jm025a1	
32.1	0	0	0	This study			-61.5										extrusive:igneous	lava flow	71.03788	basalt	351.56081	FS-LOC-GPS:SO-POM:SO-SUN	g		jm025b	jm025			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	78.9	75.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm025b	jm025	pmagpy-2.59	jm025b1	
39.2	0	0	0	This study			-67										extrusive:igneous	lava flow	71.03788	basalt	351.56081	FS-LOC-GPS:SO-POM:SO-SUN	g		jm025c	jm025			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	77.5	75.4	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm025c	jm025	pmagpy-2.59	jm025c1	
28.6	0	0	0	This study			-62.5										extrusive:igneous	lava flow	71.03788	basalt	351.56081	FS-LOC-GPS:SO-POM:SO-SUN	g		jm025d	jm025			2009-08-18T00:00:00Z
				This study		sample direction		A	181.3	-0.7	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm025d	jm025	pmagpy-2.59	jm025d1	
41.5	0	0	0	This study			-52										extrusive:igneous	lava flow	71.03788	basalt	351.56081	FS-LOC-GPS:SO-POM:SO-SUN	g		jm025e	jm025			2009-08-18T00:00:00Z
				This study		sample direction		A	24.1	-10.3	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm025e	jm025	pmagpy-2.59	jm025e1	
21.2	0	0	0	This study			-45										extrusive:igneous	lava flow	71.03788	basalt	351.56081	FS-LOC-GPS:SO-POM:SO-SUN	g		jm025f	jm025			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	82.4	73.1	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm025f	jm025	pmagpy-2.59	jm025f1	
39.6	0	0	0	This study			-62										extrusive:igneous	lava flow	71.03788	basalt	351.56081	FS-LOC-GPS:SO-POM:SO-SUN	g		jm025g	jm025			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	82.2	75.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm025g	jm025	pmagpy-2.59	jm025g1	
23.6	0	0	0	This study			-59										extrusive:igneous	lava flow	71.03788	basalt	351.56081	FS-LOC-GPS:SO-POM:SO-SUN	g		jm025h	jm025			2009-08-18T00:00:00Z
36.2	0	0	0	This study			-70										extrusive:igneous	lava flow	71.03788	basalt	351.56081	FS-LOC-GPS:SO-POM:SO-SUN	g		jm025i	jm025			2009-08-18T00:00:00Z
22.8	0	0	0	This study			-78										extrusive:igneous	lava flow	71.03788	basalt	351.56081	FS-LOC-GPS:SO-POM:SO-SUN	g		jm025j	jm025			2009-08-18T00:00:00Z
143.4	0	0	0	This study			-26										extrusive:igneous	lava flow	71.03796	basalt	351.54574	FS-LOC-GPS:SO-POM:SO-SUN	g		jm026a	jm026			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	35.9	72.8	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm026a	jm026	pmagpy-2.59	jm026a1	
119.5	0	0	0	This study			-30										extrusive:igneous	lava flow	71.03796	basalt	351.54574	FS-LOC-GPS:SO-POM:SO-SUN	g		jm026b	jm026			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	28.3	74	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm026b	jm026	pmagpy-2.59	jm026b1	
103	0	0	0	This study			-37										extrusive:igneous	lava flow	71.03796	basalt	351.54574	FS-LOC-GPS:SO-POM:SO-SUN	g		jm026c	jm026			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	30	74.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm026c	jm026	pmagpy-2.59	jm026c1	
80.6	0	0	0	This study			-44										extrusive:igneous	lava flow	71.03796	basalt	351.54574	FS-LOC-GPS:SO-POM:SO-SUN	g		jm026d	jm026			2009-08-18T00:00:00Z
				This study		sample direction		A	55	-13.4	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm026d	jm026	pmagpy-2.59	jm026d1	
119	0	0	0	This study			-17										extrusive:igneous	lava flow	71.03796	basalt	351.54574	FS-LOC-GPS:SO-POM:SO-SUN	g		jm026e	jm026			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	37.3	70.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm026e	jm026	pmagpy-2.59	jm026e1	
94.7	0	0	0	This study			-18										extrusive:igneous	lava flow	71.03796	basalt	351.54574	FS-LOC-GPS:SO-POM:SO-SUN	g		jm026f	jm026			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	35.8	74	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm026f	jm026	pmagpy-2.59	jm026f1	
77.2	0	0	0	This study			-24										extrusive:igneous	lava flow	71.03796	basalt	351.54574	FS-LOC-GPS:SO-POM:SO-SUN	g		jm026g	jm026			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	50.6	74	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm026g	jm026	pmagpy-2.59	jm026g1	
50.8	0	0	0	This study			-30										extrusive:igneous	lava flow	71.03796	basalt	351.54574	FS-LOC-GPS:SO-POM:SO-SUN	g		jm026h	jm026			2009-08-18T00:00:00Z
88.9	0	0	0	This study			-42.5										extrusive:igneous	lava flow	71.03796	basalt	351.54574	FS-LOC-GPS:SO-POM:SO-SUN	g		jm026i	jm026			2009-08-18T00:00:00Z
71.1	0	0	0	This study			-41										extrusive:igneous	lava flow	71.03796	basalt	351.54574	FS-LOC-GPS:SO-POM:SO-SUN	g		jm026j	jm026			2009-08-18T00:00:00Z
26.4	0	0	0	This study			-73										extrusive:igneous	lava flow	71.03796	basalt	351.56525	FS-LOC-GPS:SO-POM:SO-SUN	g		jm027a	jm027			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	221.5	79.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm027a	jm027	pmagpy-2.59	jm027a1	
28.9	0	0	0	This study			-73										extrusive:igneous	lava flow	71.03796	basalt	351.56525	FS-LOC-GPS:SO-POM:SO-SUN	g		jm027b	jm027			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	235.8	83.3	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm027b	jm027	pmagpy-2.59	jm027b1	
54.9	0	0	0	This study			-44										extrusive:igneous	lava flow	71.03796	basalt	351.56525	FS-LOC-GPS:SO-POM:SO-SUN	g		jm027c	jm027			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	241.9	83	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm027c	jm027	pmagpy-2.59	jm027c1	
63.7	0	0	0	This study			-56										extrusive:igneous	lava flow	71.03796	basalt	351.56525	FS-LOC-GPS:SO-POM:SO-SUN	g		jm027d	jm027			2009-08-18T00:00:00Z
33.4	0	0	0	This study			-78										extrusive:igneous	lava flow	71.03796	basalt	351.56525	FS-LOC-GPS:SO-POM:SO-SUN	g		jm027e	jm027			2009-08-18T00:00:00Z
				This study		sample direction		A	352.9	1.9	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm027e	jm027	pmagpy-2.59	jm027e1	
43.7	0	0	0	This study			-73										extrusive:igneous	lava flow	71.03796	basalt	351.56525	FS-LOC-GPS:SO-POM:SO-SUN	g		jm027f	jm027			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	257.2	78.5	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm027f	jm027	pmagpy-2.59	jm027f1	
24.2	0	0	0	This study			-73										extrusive:igneous	lava flow	71.03796	basalt	351.56525	FS-LOC-GPS:SO-POM:SO-SUN	g		jm027g	jm027			2009-08-18T00:00:00Z
				This study	DE-SPEC	sample direction		A	243.8	80.8	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm027g	jm027	pmagpy-2.59	jm027g1	
42.4	0	0	0	This study			-66										extrusive:igneous	lava flow	71.03796	basalt	351.56525	FS-LOC-GPS:SO-POM:SO-SUN	g		jm027h	jm027			2009-08-18T00:00:00Z
53.9	0	0	0	This study			-43										extrusive:igneous	lava flow	71.03796	basalt	351.56525	FS-LOC-GPS:SO-POM:SO-SUN	g		jm027i	jm027			2009-08-18T00:00:00Z
59.4	0	0	0	This study			-43										extrusive:igneous	lava flow	71.03796	basalt	351.56525	FS-LOC-GPS:SO-POM:SO-SUN	g		jm027j	jm027			2009-08-18T00:00:00Z
163.4		0		This study			-76.5										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100a	sp100			2001-07-26T00:00:00Z
169.2		0		This study			-90										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100b	sp100			2001-07-26T00:00:00Z
134.2		0		This study			-37.5										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100c	sp100			2001-07-26T00:00:00Z
150		0		This study			-44.5										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100d	sp100			2001-07-26T00:00:00Z
146.7		0		This study			-87										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100e	sp100			2001-07-26T00:00:00Z
139		0		This study			-67										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100f	sp100			2001-07-26T00:00:00Z
146		0		This study			-80.5										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100g	sp100			2001-07-26T00:00:00Z
151.5		0		This study			-66.5										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100h	sp100			2001-07-21T00:00:00Z
