tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	criteria	description	dip	dir_comp_name	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	orientation_quality	result_quality	sample	site	software_packages	specimens	timestamp
76.2	0	0	0	This study			-48										extrusive:igneous	lava flow	70.88952	basalt	351.07874	FS-LOC-GPS:SO-POM:SO-SUN	g		jm011b	jm011			2009-08-08T00:00:00Z
				This study	DE-SPEC	sample direction		A	81.6	78.8	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm011b	jm011	pmagpy-2.59	jm011b1	
30	0	0	0	This study			-54										extrusive:igneous	lava flow	70.88952	basalt	351.07874	FS-LOC-GPS:SO-POM:SO-SUN	g		jm011c	jm011			2009-08-08T00:00:00Z
				This study	DE-SPEC	sample direction		A	123.4	78.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm011c	jm011	pmagpy-2.59	jm011c1	
58.8	0	0	0	This study			-63										extrusive:igneous	lava flow	70.88952	basalt	351.07874	FS-LOC-GPS:SO-POM:SO-SUN	g		jm011d	jm011			2009-08-08T00:00:00Z
				This study	DE-SPEC	sample direction		A	119.8	79.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm011d	jm011	pmagpy-2.59	jm011d1	
359.8	0	0	0	This study			-63										extrusive:igneous	lava flow	70.88952	basalt	351.07874	FS-LOC-GPS:SO-POM:SO-SUN	g		jm011e	jm011			2009-08-08T00:00:00Z
				This study		sample direction		A	132.5	-8.3	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm011e	jm011	pmagpy-2.59	jm011e2	
356.9	0	0	0	This study			-64										extrusive:igneous	lava flow	70.88952	basalt	351.07874	FS-LOC-GPS:SO-POM:SO-SUN	g		jm011f	jm011			2009-08-08T00:00:00Z
				This study		sample direction		A	125.4	-13.9	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm011f	jm011	pmagpy-2.59	jm011f1	
53.1	349.1	0	0	This study			-55										extrusive:igneous	lava flow	70.88952	basalt	351.07874	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm011g	jm011			2009-08-08T00:00:00Z
				This study		sample direction		A	147.7	9.5	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-CMD-NORTH		g	jm011g	jm011	pmagpy-2.59	jm011g2	
48.1	349.1	0	0	This study			-56.5										extrusive:igneous	lava flow	70.88952	basalt	351.07874	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm011h	jm011			2009-08-08T00:00:00Z
				This study		sample direction		A	321.9	-8.7	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-CMD-NORTH		g	jm011h	jm011	pmagpy-2.59	jm011h1	
80.1	349.1	0	0	This study			-45										extrusive:igneous	lava flow	70.88952	basalt	351.07874	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm011i	jm011			2009-08-08T00:00:00Z
				This study	DE-SPEC	sample direction		A	95.9	80.3	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-CMD-NORTH		g	jm011i	jm011	pmagpy-2.59	jm011i1	
64.1	349.1	0	0	This study			-42										extrusive:igneous	lava flow	70.88952	basalt	351.07874	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm011j	jm011			2009-08-08T00:00:00Z
				This study	DE-SPEC	sample direction		A	93.6	75.3	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-CMD-NORTH		g	jm011j	jm011	pmagpy-2.59	jm011j1	
80.5	0	0	0	This study			-38										extrusive:igneous	lava flow	70.88952	basalt	351.07874	FS-LOC-GPS:SO-POM:SO-SUN	g		jm011k	jm011			2009-08-08T00:00:00Z
106	0	0	0	This study			-60										extrusive:igneous	lava flow	70.84644	basalt	350.96294	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm012a	jm012			2009-08-10T00:00:00Z
				This study	DE-SPEC	sample direction		A	63.4	68.5	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm012a	jm012	pmagpy-2.59	jm012a1	
118	0	0	0	This study			-62										extrusive:igneous	lava flow	70.84644	basalt	350.96294	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm012b	jm012			2009-08-10T00:00:00Z
				This study	DE-SPEC	sample direction		A	61.4	66.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm012b	jm012	pmagpy-2.59	jm012b1	
				This study		sample direction		A	44	-24.1	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF		g	jm012b	jm012	pmagpy-2.59	jm012b2	
129	0	0	0	This study			-78										extrusive:igneous	lava flow	70.84644	basalt	350.96294	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm012c	jm012			2009-08-10T00:00:00Z
146	0	0	0	This study			-73										extrusive:igneous	lava flow	70.84644	basalt	350.96294	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm012d	jm012			2009-08-10T00:00:00Z
94	0	0	0	This study			-79.5										extrusive:igneous	lava flow	70.84644	basalt	350.96294	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm012e	jm012			2009-08-10T00:00:00Z
				This study	DE-SPEC	sample direction		A	52.3	65.1	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm012e	jm012	pmagpy-2.59	jm012e1	
97	0	0	0	This study			-80										extrusive:igneous	lava flow	70.84644	basalt	350.96294	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm012f	jm012			2009-08-10T00:00:00Z
97	0	0	0	This study			-68.5										extrusive:igneous	lava flow	70.84644	basalt	350.96294	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm012g	jm012			2009-08-10T00:00:00Z
				This study	DE-SPEC	sample direction		A	57.4	60.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DIR-T:SO-GPS-DIFF		g	jm012g	jm012	pmagpy-2.59	jm012g1	
106	0	0	0	This study			-67										extrusive:igneous	lava flow	70.84644	basalt	350.96294	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm012h	jm012			2009-08-10T00:00:00Z
74	0	0	0	This study			-72										extrusive:igneous	lava flow	70.84644	basalt	350.96294	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm012i	jm012			2009-08-10T00:00:00Z
				This study	DE-SPEC	sample direction		A	53.1	62.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm012i	jm012	pmagpy-2.59	jm012i1	
78	0	0	0	This study			-74										extrusive:igneous	lava flow	70.84644	basalt	350.96294	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm012j	jm012			2009-08-10T00:00:00Z
				This study	DE-SPEC	sample direction		A	52	63.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm012j	jm012	pmagpy-2.59	jm012j1	
34	0	0	0	This study			-24										extrusive:igneous	lava flow	70.8771	basalt	350.99593	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm013a	jm013			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	28.2	75.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm013a	jm013	pmagpy-2.59	jm013a1	
36	0	0	0	This study			-25										extrusive:igneous	lava flow	70.8771	basalt	350.99593	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm013b	jm013			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	336.7	75.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm013b	jm013	pmagpy-2.59	jm013b1	
109	0	0	0	This study			-21										extrusive:igneous	lava flow	70.8771	basalt	350.99593	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm013c	jm013			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	94.7	82.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm013c	jm013	pmagpy-2.59	jm013c1	
145	0	0	0	This study			-18.5										extrusive:igneous	lava flow	70.8771	basalt	350.99593	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm013d	jm013			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	29.5	78.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DIR-T:SO-GPS-DIFF		g	jm013d	jm013	pmagpy-2.59	jm013d1	
221	0	0	0	This study			-30.5										extrusive:igneous	lava flow	70.8771	basalt	350.99593	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm013e	jm013			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	18	78.4	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DIR-T:SO-GPS-DIFF		g	jm013e	jm013	pmagpy-2.59	jm013e1	
224	0	0	0	This study			-29										extrusive:igneous	lava flow	70.8771	basalt	350.99593	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm013f	jm013			2009-08-11T00:00:00Z
235	0	0	0	This study			-24										extrusive:igneous	lava flow	70.8771	basalt	350.99593	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm013g	jm013			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	28.6	77.4	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm013g	jm013	pmagpy-2.59	jm013g2	
221	0	0	0	This study			-17										extrusive:igneous	lava flow	70.8771	basalt	350.99593	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm013h	jm013			2009-08-11T00:00:00Z
136	0	0	0	This study			-27										extrusive:igneous	lava flow	70.8771	basalt	350.99593	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm013i	jm013			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	5.6	76.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm013i	jm013	pmagpy-2.59	jm013i2	
129	0	0	0	This study			-25										extrusive:igneous	lava flow	70.8771	basalt	350.99593	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm013j	jm013			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	38.3	75.1	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm013j	jm013	pmagpy-2.59	jm013j2	
81.6	349.1	0	0	This study			-91										extrusive:igneous	lava flow	70.8849	basalt	351.01305	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm014a	jm014			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	5.1	70.1	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-CMD-NORTH		g	jm014a	jm014	pmagpy-2.59	jm014a1	
100.1	349.1	0	0	This study			-112										extrusive:igneous	lava flow	70.8849	basalt	351.01305	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm014b	jm014			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	71.4	57.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-CMD-NORTH		g	jm014b	jm014	pmagpy-2.59	jm014b1	
86.1	349.1	0	0	This study			-90										extrusive:igneous	lava flow	70.8849	basalt	351.01305	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm014c	jm014			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	38.8	65.3	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-CMD-NORTH		g	jm014c	jm014	pmagpy-2.59	jm014c1	
101.1	349.1	0	0	This study			-106										extrusive:igneous	lava flow	70.8849	basalt	351.01305	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm014d	jm014			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	53.3	58.8	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-CMD-NORTH		g	jm014d	jm014	pmagpy-2.59	jm014d1	
88.1	349.1	0	0	This study			-98										extrusive:igneous	lava flow	70.8849	basalt	351.01305	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm014e	jm014			2009-08-11T00:00:00Z
102.1	349.1	0	0	This study			-113										extrusive:igneous	lava flow	70.8849	basalt	351.01305	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm014f	jm014			2009-08-11T00:00:00Z
				This study	DE-SPEC	sample direction		A	54	60.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-CMD-NORTH		g	jm014f	jm014	pmagpy-2.59	jm014f1	
90.1	349.1	0	0	This study			-96										extrusive:igneous	lava flow	70.8849	basalt	351.01305	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm014g	jm014			2009-08-11T00:00:00Z
80.1	349.1	0	0	This study			-83										extrusive:igneous	lava flow	70.8849	basalt	351.01305	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm014h	jm014			2009-08-11T00:00:00Z
				This study		sample direction		A	173.2	20.3	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-CMD-NORTH		g	jm014h	jm014	pmagpy-2.59	jm014h1	
80.1	349.1	0	0	This study			-82										extrusive:igneous	lava flow	70.8849	basalt	351.01305	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm014i	jm014			2009-08-11T00:00:00Z
55.1	349.1	0	0	This study			-66										extrusive:igneous	lava flow	70.8849	basalt	351.01305	FS-LOC-GPS:SO-CMD-NORTH:SO-POM	g		jm014j	jm014			2009-08-11T00:00:00Z
245	0	0	0	This study			-34										extrusive:igneous	lava flow	70.91912	basalt	351.10168	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm015a	jm015			2009-08-12T00:00:00Z
				This study	DE-SPEC	sample direction		A	289.6	82.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm015a	jm015	pmagpy-2.59	jm015a1	
265	0	0	0	This study			-31										extrusive:igneous	lava flow	70.91912	basalt	351.10168	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm015b	jm015			2009-08-12T00:00:00Z
				This study	DE-SPEC	sample direction		A	270.9	82.3	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm015b	jm015	pmagpy-2.59	jm015b1	
276	0	0	0	This study			-38.5										extrusive:igneous	lava flow	70.91912	basalt	351.10168	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm015c	jm015			2009-08-12T00:00:00Z
				This study	DE-SPEC	sample direction		A	298.8	80	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm015c	jm015	pmagpy-2.59	jm015c1	
291	0	0	0	This study			-44										extrusive:igneous	lava flow	70.91912	basalt	351.10168	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm015d	jm015			2009-08-12T00:00:00Z
				This study	DE-SPEC	sample direction		A	322.1	84.1	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm015d	jm015	pmagpy-2.59	jm015d1	
269	0	0	0	This study			-32										extrusive:igneous	lava flow	70.91912	basalt	351.10168	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm015e	jm015			2009-08-12T00:00:00Z
277	0	0	0	This study			-32										extrusive:igneous	lava flow	70.91912	basalt	351.10168	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm015f	jm015			2009-08-12T00:00:00Z
				This study	DE-SPEC	sample direction		A	300	84.4	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm015f	jm015	pmagpy-2.59	jm015f1	
334	0	0	0	This study			-26										extrusive:igneous	lava flow	70.91912	basalt	351.10168	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm015g	jm015			2009-08-12T00:00:00Z
358	0	0	0	This study			-16										extrusive:igneous	lava flow	70.91912	basalt	351.10168	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm015h	jm015			2009-08-12T00:00:00Z
				This study	DE-SPEC	sample direction		A	293.9	62.4	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm015h	jm015	pmagpy-2.59	jm015h1	
220	0	0	0	This study			-37										extrusive:igneous	lava flow	70.91912	basalt	351.10168	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm015i	jm015			2009-08-12T00:00:00Z
220	0	0	0	This study			-40										extrusive:igneous	lava flow	70.91912	basalt	351.10168	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm015j	jm015			2009-08-12T00:00:00Z
0.7	0	0	0	This study			-57										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016a	jm016			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	177.2	65.1	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm016a	jm016	pmagpy-2.59	jm016a1	
4.5	0	0	0	This study			-59										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016b	jm016			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	183.8	67.3	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm016b	jm016	pmagpy-2.59	jm016b1	
26	0	0	0	This study			-61										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016c	jm016			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	179.1	71.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm016c	jm016	pmagpy-2.59	jm016c1	
31.2	0	0	0	This study			-65										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016d	jm016			2009-08-14T00:00:00Z
				This study		sample direction		A	179.8	-18.8	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm016d	jm016	pmagpy-2.59	jm016d1	
13.8	0	0	0	This study			-62										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016e	jm016			2009-08-14T00:00:00Z
16.4	0	0	0	This study			-70										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016f	jm016			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	177.2	60.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm016f	jm016	pmagpy-2.59	jm016f2	
28.9	0	0	0	This study			-31										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016g	jm016			2009-08-14T00:00:00Z
353.5	0	0	0	This study			-45										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016h	jm016			2009-08-14T00:00:00Z
354.1	0	0	0	This study			-47										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016i	jm016			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	178.8	65.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm016i	jm016	pmagpy-2.59	jm016i1	
4.6	0	0	0	This study			-47										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016j	jm016			2009-08-14T00:00:00Z
341.5	0	0	0	This study			-47										extrusive:igneous	lava flow	70.99645	basalt	351.83928	FS-LOC-GPS:SO-POM:SO-SUN	g		jm016k	jm016			2009-08-14T00:00:00Z
358	0	0	0	This study			-68										extrusive:igneous	lava flow	70.99642	basalt	351.83561	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm017a	jm017			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	5.1	75.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm017a	jm017	pmagpy-2.59	jm017a1	
8.2	0	0	0	This study			-73										extrusive:igneous	lava flow	70.99642	basalt	351.83561	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm017b	jm017			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	344.8	76.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm017b	jm017	pmagpy-2.59	jm017b1	
11.5	0	0	0	This study			-66										extrusive:igneous	lava flow	70.99642	basalt	351.83561	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm017c	jm017			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	355.5	75.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm017c	jm017	pmagpy-2.59	jm017c1	
1.7	0	0	0	This study			-65										extrusive:igneous	lava flow	70.99642	basalt	351.83561	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm017d	jm017			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	352	78	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm017d	jm017	pmagpy-2.59	jm017d1	
13.4	0	0	0	This study			-100										extrusive:igneous	lava flow	70.99642	basalt	351.83561	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm017e	jm017			2009-08-14T00:00:00Z
21.5	0	0	0	This study			-98										extrusive:igneous	lava flow	70.99642	basalt	351.83561	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm017f	jm017			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	296	85.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm017f	jm017	pmagpy-2.59	jm017f1	
344.3	0	0	0	This study			-68										extrusive:igneous	lava flow	70.99642	basalt	351.83561	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm017g	jm017			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	2.3	74.9	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF		g	jm017g	jm017	pmagpy-2.59	jm017g2	
350.3	0	0	0	This study			-65.5										extrusive:igneous	lava flow	70.99642	basalt	351.83561	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm017h	jm017			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	354.5	73.4	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF		g	jm017h	jm017	pmagpy-2.59	jm017h1	
4	0	0	0	This study			-95										extrusive:igneous	lava flow	70.99642	basalt	351.83561	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm017i	jm017			2009-08-14T00:00:00Z
18.1	0	0	0	This study			-86										extrusive:igneous	lava flow	70.99642	basalt	351.83561	FS-LOC-GPS:SO-GPS-DIFF:SO-POM	g		jm017j	jm017			2009-08-14T00:00:00Z
322.8	0	0	0	This study			-77										extrusive:igneous	lava flow	70.98853	basalt	351.73557	FS-LOC-GPS:SO-POM:SO-SUN	g		jm019a	jm019			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	97.2	64.7	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm019a	jm019	pmagpy-2.59	jm019a1	
335.7	0	0	0	This study			-79										extrusive:igneous	lava flow	70.98853	basalt	351.73557	FS-LOC-GPS:SO-POM:SO-SUN	g		jm019b	jm019			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	104.9	61.6	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm019b	jm019	pmagpy-2.59	jm019b1	
349	0	0	0	This study			-63.5										extrusive:igneous	lava flow	70.98853	basalt	351.73557	FS-LOC-GPS:SO-POM:SO-SUN	g		jm019c	jm019			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	92.2	63.5	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN		g	jm019c	jm019	pmagpy-2.59	jm019c1	
351.2	0	0	0	This study			-63.5										extrusive:igneous	lava flow	70.98853	basalt	351.73557	FS-LOC-GPS:SO-POM:SO-SUN	g		jm019d	jm019			2009-08-14T00:00:00Z
				This study		sample direction		A	290.7	28.1	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm019d	jm019	pmagpy-2.59	jm019d1	
331.1	0	0	0	This study			-64										extrusive:igneous	lava flow	70.98853	basalt	351.73557	FS-LOC-GPS:SO-POM:SO-SUN	g		jm019e	jm019			2009-08-14T00:00:00Z
				This study		sample direction		A	267.4	30.6	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm019e	jm019	pmagpy-2.59	jm019e1	
352.5	0	0	0	This study			-65										extrusive:igneous	lava flow	70.98853	basalt	351.73557	FS-LOC-GPS:SO-POM:SO-SUN	g		jm019f	jm019			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	93.9	63.2	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm019f	jm019	pmagpy-2.59	jm019f1	
23.2	0	0	0	This study			-77										extrusive:igneous	lava flow	70.98853	basalt	351.73557	FS-LOC-GPS:SO-POM:SO-SUN	g		jm019g	jm019			2009-08-14T00:00:00Z
				This study	DE-SPEC	sample direction		A	90	65.5	1	1	0	p	n	0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN		g	jm019g	jm019	pmagpy-2.59	jm019g1	
				This study		sample direction		A	162.6	-7.6	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm019g	jm019	pmagpy-2.59	jm019g2	
26.5	0	0	0	This study			-73										extrusive:igneous	lava flow	70.98853	basalt	351.73557	FS-LOC-GPS:SO-POM:SO-SUN	g		jm019h	jm019			2009-08-14T00:00:00Z
				This study		sample direction		A	347.4	9	1	0	1	p	n	0						DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN		g	jm019h	jm019	pmagpy-2.59	jm019h1	
15.7	0	0	0	This study			-62										extrusive:igneous	lava flow	70.98853	basalt	351.73557	FS-LOC-GPS:SO-POM:SO-SUN	g		jm019i	jm019			2009-08-14T00:00:00Z
