23 1
24 1.003
24 0.993
25 0.993
26 1.011
27 1
30 0.991
35 0.978
40 0.955
46 0.976
52 0.975
58 0.982
62 0.957
67 0.959
70 0.929
72 0.947
75 0.932
77 0.935
80 0.936
83 0.942
88 0.906
93 0.927
98 0.904
104 0.941
112 0.908
117 0.893
121 0.876
124 0.873
128 0.876
131 0.858
135 0.876
139 0.866
143 0.84
147 0.841
152 0.853
157 0.81
162 0.83
166 0.814
171 0.822
175 0.83
179 0.827
183 0.828
187 0.798
191 0.799
196 0.795
200 0.789
204 0.774
209 0.775
213 0.748
218 0.771
222 0.773
227 0.737
231 0.733
235 0.747
240 0.719
244 0.745
249 0.723
253 0.741
257 0.704
262 0.688
266 0.702
271 0.708
275 0.698
279 0.701
284 0.678
288 0.654
292 0.668
296 0.683
301 0.674
305 0.653
310 0.645
314 0.636
318 0.631
323 0.626
327 0.593
331 0.6
336 0.57
340 0.561
344 0.587
349 0.564
353 0.577
357 0.573
362 0.551
366 0.568
371 0.589
376 0.551
380 0.528
384 0.556
389 0.501
393 0.541
397 0.506
402 0.53
406 0.52
410 0.515
415 0.492
419 0.493
423 0.494
428 0.488
432 0.478
436 0.468
441 0.446
445 0.456
449 0.446
454 0.444
458 0.421
462 0.429
467 0.408
471 0.387
475 0.402
479 0.379
484 0.373
488 0.379
493 0.338
497 0.359
502 0.344
506 0.308
510 0.314
515 0.267
519 0.279
523 0.244
528 0.246
532 0.219
536 0.182
540 0.176
545 0.147
549 0.135
554 0.112
558 0.085
562 0.07
566 0.032
571 0.053
575 0.009
579 0.005
584 0.023
588 0.013
592 0.014
596 -0.013
601 0.013
605 -0.004
610 0.013
614 0.014
618 0.002
621 0.009
