2010 0 -8.5 144.5
2000 0 -8.5 144.5
1990 0 -8.5 144.5
1980 0 -8.5 144.5
1970 0 -8.5 144.5
1960 0 -8.5 144.5
1950 0 -8.5 144.5
1940 0 -8.5 144.5
1930 0 -8.5 144.5
1920 0 -8.5 144.5
1910 0 -8.5 144.5
1900 0 -8.5 144.5
1890 0 -8.5 144.5
1880 0 -8.5 144.5
1870 0 -8.5 144.5
1860 0 -8.5 144.5
1850 0 -8.5 144.5
1840 0 -8.5 144.5
1830 0 -8.5 144.5
1820 0 -8.5 144.5
1810 0 -8.5 144.5
1800 0 -8.5 144.5
1790 0 -8.5 144.5
1780 0 -8.5 144.5
1770 0 -8.5 144.5
1760 0 -8.5 144.5
1750 0 -8.5 144.5
1740 0 -8.5 144.5
1730 0 -8.5 144.5
1720 0 -8.5 144.5
1710 0 -8.5 144.5
1700 0 -8.5 144.5
1690 0 -8.5 144.5
1680 0 -8.5 144.5
1670 0 -8.5 144.5
1660 0 -8.5 144.5
1650 0 -8.5 144.5
1640 0 -8.5 144.5
1630 0 -8.5 144.5
1620 0 -8.5 144.5
1610 0 -8.5 144.5
1600 0 -8.5 144.5
1500 0 -8.5 144.5
1400 0 -8.5 144.5
1300 0 -8.5 144.5
1200 0 -8.5 144.5
1100 0 -8.5 144.5
1000 0 -8.5 144.5
900 0 -8.5 144.5
800 0 -8.5 144.5
700 0 -8.5 144.5
600 0 -8.5 144.5
500 0 -8.5 144.5
400 0 -8.5 144.5
300 0 -8.5 144.5
200 0 -8.5 144.5
100 0 -8.5 144.5
0 0 -8.5 144.5
-100 0 -8.5 144.5
-200 0 -8.5 144.5
-300 0 -8.5 144.5
-400 0 -8.5 144.5
-500 0 -8.5 144.5
-600 0 -8.5 144.5
-700 0 -8.5 144.5
-800 0 -8.5 144.5
-900 0 -8.5 144.5
-1000 0 -8.5 144.5
