nw002a1     0.3320870 0.3313343 0.3365787 0.0027838 0.0009949 -0.0085682  7.719E-5 4.453E-4 1.026E-7 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:26 jeff
nw002a2     0.3333301 0.3261164 0.3405535 0.0057805 0.0001101 -0.0075557  7.928E-5 4.277E-4 3.819E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:29 jeff
nw002a3     0.3323433 0.3313110 0.3363457 0.0039201 -0.0023716 -0.0088480  9.744E-5 4.787E-4 1.185E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:32 jeff
nw002a4     0.3402006 0.3239543 0.3358451 -0.0000011 0.0033356 -0.0021307  6.959E-5 4.964E-4 3.230E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:35 jeff
nw003a1     0.3239204 0.3323766 0.3437030 -0.0090677 -0.0059116 -0.0013502  1.204E-4 5.361E-4 8.192E-9 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:37 jeff
nw003a2     0.3247436 0.3301634 0.3450930 -0.0071104 -0.0044203 -0.0009752  1.069E-4 4.842E-4 4.599E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:40 jeff
nw003a3     0.3288044 0.3395655 0.3316301 0.0004366 0.0062642 -0.0036846  7.252E-5 5.154E-4 2.623E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:43 jeff
nw003a3     0.3287804 0.3395750 0.3316446 0.0003164 0.0062517 -0.0037730  7.124E-5 5.139E-4 1.921E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:45 jeff
nw003a4     0.3303527 0.3437155 0.3259318 0.0035213 0.0095219 -0.0046069  6.601E-5 5.254E-4 9.311E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:48 jeff
nw003a5     0.3278152 0.3403550 0.3318298 0.0005919 0.0082834 -0.0021881  9.104E-5 4.768E-4 1.241E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:50 jeff
nw004a1     0.3259609 0.3349232 0.3391159 -0.0014343 -0.0055409 -0.0117269  1.094E-4 4.905E-4 1.030E-7 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:53 jeff
nw004a2     0.3256456 0.3355113 0.3388431 -0.0015972 -0.0059760 -0.0117456  1.343E-4 4.993E-4 5.932E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:55 jeff
nw004a3     0.3220712 0.3364622 0.3414666 -0.0005246 -0.0041576 -0.0100696  1.268E-4 5.300E-4 4.208E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 22:58 jeff
nw004a4     0.3205720 0.3414638 0.3379642 0.0031246 -0.0021533 -0.0107316  1.273E-4 5.382E-4 3.892E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 23:01 jeff
nw004a5     0.3125970 0.3414917 0.3459113 0.0041686 -0.0029120 -0.0095060  1.607E-4 5.822E-4 2.292E-8 -15.35   300.0   10.00 -3.04E-6 06/18/07 23:06 jeff
nw005a1     0.3421626 0.3225483 0.3352890 -0.0122377 0.0035026 0.0086037  9.970E-5 7.543E-4 1.558E-7 -15.35   300.0   10.00 -3.04E-6 06/18/07 23:09 jeff
nw005a2     0.3400797 0.3418888 0.3180315 -0.0039310 -0.0056957 0.0099244  1.175E-4 7.213E-4 3.288E-7 -15.35   300.0   10.00 -3.04E-6 06/18/07 23:12 jeff
