tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_class	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	318	U1361A	nan	318-U1361A-001H_2A-1.4	318-U1361A-001H_2A-1.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	2.9	2.9	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_2A-1.45	318-U1361A-001H_2A-1.45	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	2.95	2.95	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.1	318-U1361A-001H_3A-0.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.1	3.1	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.15	318-U1361A-001H_3A-0.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.15	3.15	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.2	318-U1361A-001H_3A-0.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.2	3.2	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.25	318-U1361A-001H_3A-0.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.25	3.25	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.3	318-U1361A-001H_3A-0.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.3	3.3	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.35	318-U1361A-001H_3A-0.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.35	3.35	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.4	318-U1361A-001H_3A-0.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.4	3.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.45	318-U1361A-001H_3A-0.45	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.45	3.45	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.5	318-U1361A-001H_3A-0.5	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.5	3.5	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.55	318-U1361A-001H_3A-0.55	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.55	3.55	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.6	318-U1361A-001H_3A-0.6	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.6	3.6	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.65	318-U1361A-001H_3A-0.65	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.65	3.65	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.7	318-U1361A-001H_3A-0.7	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.7	3.7	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.75	318-U1361A-001H_3A-0.75	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.75	3.75	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.8	318-U1361A-001H_3A-0.8	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.8	3.8	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.85	318-U1361A-001H_3A-0.85	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.85	3.85	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.9	318-U1361A-001H_3A-0.9	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.9	3.9	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-0.95	318-U1361A-001H_3A-0.95	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	3.95	3.95	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-1	318-U1361A-001H_3A-1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4	4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-1.05	318-U1361A-001H_3A-1.05	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.05	4.05	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-1.1	318-U1361A-001H_3A-1.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.1	4.1	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-1.15	318-U1361A-001H_3A-1.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.15	4.15	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-1.2	318-U1361A-001H_3A-1.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.2	4.2	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-1.25	318-U1361A-001H_3A-1.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.25	4.25	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-1.3	318-U1361A-001H_3A-1.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.3	4.3	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-1.35	318-U1361A-001H_3A-1.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.35	4.35	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-1.4	318-U1361A-001H_3A-1.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.4	4.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_3A-1.45	318-U1361A-001H_3A-1.45	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.45	4.45	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.1	318-U1361A-001H_4A-0.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.6	4.6	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.15	318-U1361A-001H_4A-0.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.65	4.65	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.2	318-U1361A-001H_4A-0.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.7	4.7	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.25	318-U1361A-001H_4A-0.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.75	4.75	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.3	318-U1361A-001H_4A-0.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.8	4.8	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.35	318-U1361A-001H_4A-0.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.85	4.85	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.4	318-U1361A-001H_4A-0.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.9	4.9	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.45	318-U1361A-001H_4A-0.45	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	4.95	4.95	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.5	318-U1361A-001H_4A-0.5	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5	5	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.55	318-U1361A-001H_4A-0.55	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.05	5.05	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.6	318-U1361A-001H_4A-0.6	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.1	5.1	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.65	318-U1361A-001H_4A-0.65	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.15	5.15	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.7	318-U1361A-001H_4A-0.7	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.2	5.2	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.75	318-U1361A-001H_4A-0.75	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.25	5.25	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.8	318-U1361A-001H_4A-0.8	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.3	5.3	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.85	318-U1361A-001H_4A-0.85	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.35	5.35	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.9	318-U1361A-001H_4A-0.9	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.4	5.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-0.95	318-U1361A-001H_4A-0.95	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.45	5.45	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-1	318-U1361A-001H_4A-1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.5	5.5	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-1.05	318-U1361A-001H_4A-1.05	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.55	5.55	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-1.1	318-U1361A-001H_4A-1.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.6	5.6	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-1.15	318-U1361A-001H_4A-1.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.65	5.65	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-1.2	318-U1361A-001H_4A-1.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.7	5.7	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-1.25	318-U1361A-001H_4A-1.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.75	5.75	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-1.3	318-U1361A-001H_4A-1.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.8	5.8	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-1.35	318-U1361A-001H_4A-1.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.85	5.85	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-1.4	318-U1361A-001H_4A-1.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.9	5.9	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_4A-1.45	318-U1361A-001H_4A-1.45	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	5.95	5.95	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.1	318-U1361A-001H_5A-0.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.1	6.1	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.15	318-U1361A-001H_5A-0.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.15	6.15	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.2	318-U1361A-001H_5A-0.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.2	6.2	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.25	318-U1361A-001H_5A-0.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.25	6.25	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.3	318-U1361A-001H_5A-0.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.3	6.3	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.35	318-U1361A-001H_5A-0.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.35	6.35	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.4	318-U1361A-001H_5A-0.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.4	6.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.45	318-U1361A-001H_5A-0.45	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.45	6.45	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.5	318-U1361A-001H_5A-0.5	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.5	6.5	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.55	318-U1361A-001H_5A-0.55	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.55	6.55	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.6	318-U1361A-001H_5A-0.6	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.6	6.6	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.65	318-U1361A-001H_5A-0.65	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.65	6.65	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.7	318-U1361A-001H_5A-0.7	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.7	6.7	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.75	318-U1361A-001H_5A-0.75	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.75	6.75	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.8	318-U1361A-001H_5A-0.8	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.8	6.8	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-001H_5A-0.85	318-U1361A-001H_5A-0.85	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	6.85	6.85	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
