tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_class	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	318	U1361A	nan	318-U1361A-006H_1A-1.4	318-U1361A-006H_1A-1.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	48.4	48.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.1	318-U1361A-006H_2A-0.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	48.6	48.6	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.15	318-U1361A-006H_2A-0.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	48.65	48.65	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.2	318-U1361A-006H_2A-0.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	48.7	48.7	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.25	318-U1361A-006H_2A-0.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	48.75	48.75	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.3	318-U1361A-006H_2A-0.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	48.8	48.8	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.35	318-U1361A-006H_2A-0.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	48.85	48.85	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.4	318-U1361A-006H_2A-0.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	48.9	48.9	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.45	318-U1361A-006H_2A-0.45	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	48.95	48.95	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.5	318-U1361A-006H_2A-0.5	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49	49	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.55	318-U1361A-006H_2A-0.55	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.05	49.05	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.6	318-U1361A-006H_2A-0.6	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.1	49.1	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.65	318-U1361A-006H_2A-0.65	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.15	49.15	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.7	318-U1361A-006H_2A-0.7	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.2	49.2	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.75	318-U1361A-006H_2A-0.75	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.25	49.25	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.8	318-U1361A-006H_2A-0.8	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.3	49.3	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.85	318-U1361A-006H_2A-0.85	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.35	49.35	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.9	318-U1361A-006H_2A-0.9	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.4	49.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-0.95	318-U1361A-006H_2A-0.95	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.45	49.45	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-1	318-U1361A-006H_2A-1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.5	49.5	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-1.05	318-U1361A-006H_2A-1.05	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.55	49.55	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-1.1	318-U1361A-006H_2A-1.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.6	49.6	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-1.15	318-U1361A-006H_2A-1.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.65	49.65	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-1.2	318-U1361A-006H_2A-1.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.7	49.7	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-1.25	318-U1361A-006H_2A-1.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.75	49.75	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-1.3	318-U1361A-006H_2A-1.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.8	49.8	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-1.35	318-U1361A-006H_2A-1.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.85	49.85	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_2A-1.4	318-U1361A-006H_2A-1.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	49.9	49.9	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.1	318-U1361A-006H_3A-0.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.1	50.1	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.15	318-U1361A-006H_3A-0.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.15	50.15	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.2	318-U1361A-006H_3A-0.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.2	50.2	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.25	318-U1361A-006H_3A-0.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.25	50.25	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.3	318-U1361A-006H_3A-0.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.3	50.3	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.35	318-U1361A-006H_3A-0.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.35	50.35	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.4	318-U1361A-006H_3A-0.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.4	50.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.45	318-U1361A-006H_3A-0.45	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.45	50.45	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.5	318-U1361A-006H_3A-0.5	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.5	50.5	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.55	318-U1361A-006H_3A-0.55	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.55	50.55	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.6	318-U1361A-006H_3A-0.6	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.6	50.6	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.65	318-U1361A-006H_3A-0.65	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.65	50.65	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.7	318-U1361A-006H_3A-0.7	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.7	50.7	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.75	318-U1361A-006H_3A-0.75	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.75	50.75	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.8	318-U1361A-006H_3A-0.8	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.8	50.8	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.85	318-U1361A-006H_3A-0.85	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.85	50.85	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.9	318-U1361A-006H_3A-0.9	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.9	50.9	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-0.95	318-U1361A-006H_3A-0.95	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	50.95	50.95	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-1	318-U1361A-006H_3A-1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51	51	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-1.05	318-U1361A-006H_3A-1.05	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.05	51.05	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-1.1	318-U1361A-006H_3A-1.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.1	51.1	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-1.15	318-U1361A-006H_3A-1.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.15	51.15	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-1.2	318-U1361A-006H_3A-1.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.2	51.2	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-1.25	318-U1361A-006H_3A-1.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.25	51.25	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-1.3	318-U1361A-006H_3A-1.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.3	51.3	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-1.35	318-U1361A-006H_3A-1.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.35	51.35	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_3A-1.4	318-U1361A-006H_3A-1.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.4	51.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.25	318-U1361A-006H_4A-0.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.75	51.75	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.3	318-U1361A-006H_4A-0.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.8	51.8	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.35	318-U1361A-006H_4A-0.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.85	51.85	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.4	318-U1361A-006H_4A-0.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.9	51.9	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.45	318-U1361A-006H_4A-0.45	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	51.95	51.95	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.5	318-U1361A-006H_4A-0.5	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52	52	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.55	318-U1361A-006H_4A-0.55	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.05	52.05	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.6	318-U1361A-006H_4A-0.6	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.1	52.1	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.65	318-U1361A-006H_4A-0.65	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.15	52.15	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.7	318-U1361A-006H_4A-0.7	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.2	52.2	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.75	318-U1361A-006H_4A-0.75	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.25	52.25	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.8	318-U1361A-006H_4A-0.8	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.3	52.3	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.85	318-U1361A-006H_4A-0.85	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.35	52.35	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.9	318-U1361A-006H_4A-0.9	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.4	52.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-0.95	318-U1361A-006H_4A-0.95	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.45	52.45	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-1	318-U1361A-006H_4A-1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.5	52.5	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-1.05	318-U1361A-006H_4A-1.05	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.55	52.55	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-1.1	318-U1361A-006H_4A-1.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.6	52.6	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-1.15	318-U1361A-006H_4A-1.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.65	52.65	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-1.2	318-U1361A-006H_4A-1.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.7	52.7	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-1.25	318-U1361A-006H_4A-1.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.75	52.75	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-1.3	318-U1361A-006H_4A-1.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.8	52.8	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-1.35	318-U1361A-006H_4A-1.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.85	52.85	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_4A-1.4	318-U1361A-006H_4A-1.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	52.9	52.9	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.1	318-U1361A-006H_5A-0.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.1	53.1	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.15	318-U1361A-006H_5A-0.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.15	53.15	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.2	318-U1361A-006H_5A-0.2	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.2	53.2	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.25	318-U1361A-006H_5A-0.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.25	53.25	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.3	318-U1361A-006H_5A-0.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.3	53.3	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.35	318-U1361A-006H_5A-0.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.35	53.35	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.4	318-U1361A-006H_5A-0.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.4	53.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.45	318-U1361A-006H_5A-0.45	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.45	53.45	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.5	318-U1361A-006H_5A-0.5	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.5	53.5	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.55	318-U1361A-006H_5A-0.55	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.55	53.55	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.6	318-U1361A-006H_5A-0.6	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.6	53.6	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.65	318-U1361A-006H_5A-0.65	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.65	53.65	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.7	318-U1361A-006H_5A-0.7	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.7	53.7	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.75	318-U1361A-006H_5A-0.75	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.75	53.75	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.8	318-U1361A-006H_5A-0.8	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.8	53.8	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.85	318-U1361A-006H_5A-0.85	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.85	53.85	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.9	318-U1361A-006H_5A-0.9	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.9	53.9	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-0.95	318-U1361A-006H_5A-0.95	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	53.95	53.95	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-1	318-U1361A-006H_5A-1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	54	54	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-1.05	318-U1361A-006H_5A-1.05	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	54.05	54.05	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-1.1	318-U1361A-006H_5A-1.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	54.1	54.1	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-1.25	318-U1361A-006H_5A-1.25	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	54.25	54.25	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-1.3	318-U1361A-006H_5A-1.3	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	54.3	54.3	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-1.35	318-U1361A-006H_5A-1.35	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	54.35	54.35	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_5A-1.4	318-U1361A-006H_5A-1.4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	54.4	54.4	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_6A-0.1	318-U1361A-006H_6A-0.1	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	54.6	54.6	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
This study	318	U1361A	nan	318-U1361A-006H_6A-0.15	318-U1361A-006H_6A-0.15	FS-C-DRILL-IODP:SP-SS-C:SO-V	0	Sedimentary	54.65	54.65	nan	0	-64.2457	Silicate-Clay:Silty Clay	143.532	Sediment Layer
