tab	samples
cooling_rate_corr	cooling_rate_mcd	citations	location	sample_alternatives	sample	scientists	site	method_codes	participantlist	azimuth	bed_dip	bed_dip_direction	geologic_classes	cooling_rate	azimuth_dec_correction	description	dip	height	igsn	lat	lithologies	lon	texture	geologic_types
		This study	McMurdo		mc115a		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115b		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115c		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115d		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115e		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115f		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115g		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115h		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115i		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115j		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115k		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115m		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115n		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115p		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115q		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc115r		mc115	:SO-NO					Not Specified							-78.24300	Not Specified	162.958		Not Specified
		This study	McMurdo		mc116a		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc116b		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc116c		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc116d		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc116e		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc116f		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc116g		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc116h		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc116i		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc116j		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc116k		mc116	:SO-NO					Not Specified							-78.22200	Not Specified	162.744		Not Specified
		This study	McMurdo		mc117a		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc117b		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc117c		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc117d		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc117e		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc117f		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc117g		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc117h		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc117i		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc117j		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc117l		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.973		Not Specified
		This study	McMurdo		mc118a		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118b		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118c		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118d		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118e		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118f		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118g		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118h		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118i		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118j		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118k		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc118l		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.141		Not Specified
		This study	McMurdo		mc119a		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119b		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119c		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119d		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119e		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119f		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119g		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119h		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119i		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119j		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119k		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc119l		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.957		Not Specified
		This study	McMurdo		mc11a		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23		Not Specified
		This study	McMurdo		mc11b		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23		Not Specified
		This study	McMurdo		mc11c		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23		Not Specified
		This study	McMurdo		mc11d		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23		Not Specified
		This study	McMurdo		mc11e		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23		Not Specified
		This study	McMurdo		mc11f		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23		Not Specified
		This study	McMurdo		mc11g		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23		Not Specified
		This study	McMurdo		mc11h		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23		Not Specified
		This study	McMurdo		mc120a		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120b		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120c		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120d		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120e		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120f		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120g		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120h		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120i		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120j		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120k		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120l		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc120m		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.092		Not Specified
		This study	McMurdo		mc121a		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc121b		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc121c		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc121d		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc121e		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc121f		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc121g		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc121h		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc121i		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc121j		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc121k		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.954		Not Specified
		This study	McMurdo		mc122a		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc122b		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc122c		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc122d		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc122e		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc122f		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc122g		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc122h		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc122i		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc122k		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc122l		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58		Not Specified
		This study	McMurdo		mc123a		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123b		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123c		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123d		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123e		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123f		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123g		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123h		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123i		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123j		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123k		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc123l		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.729		Not Specified
		This study	McMurdo		mc124a		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124b		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124c		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124d		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124e		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124f		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124g		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124h		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124i		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124j		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124k		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc124l		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.567		Not Specified
		This study	McMurdo		mc125a		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125b		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125c		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125d		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125e		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125f		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125g		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125h		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125i		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125j		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125k		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125l		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125m		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125n		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc125o		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73		Not Specified
		This study	McMurdo		mc126a		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.737		Not Specified
		This study	McMurdo		mc126b		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.737		Not Specified
		This study	McMurdo		mc126c		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.737		Not Specified
		This study	McMurdo		mc126d		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.737		Not Specified
		This study	McMurdo		mc126e		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.737		Not Specified
		This study	McMurdo		mc126f		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.737		Not Specified
		This study	McMurdo		mc126g		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.737		Not Specified
		This study	McMurdo		mc126h		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.737		Not Specified
		This study	McMurdo		mc126i		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.737		Not Specified
		This study	McMurdo		mc126j		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.737		Not Specified
		This study	McMurdo		mc127a		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.733		Not Specified
		This study	McMurdo		mc127b		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.733		Not Specified
		This study	McMurdo		mc127c		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.733		Not Specified
		This study	McMurdo		mc127d		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.733		Not Specified
		This study	McMurdo		mc127e		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.733		Not Specified
		This study	McMurdo		mc127f		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.733		Not Specified
		This study	McMurdo		mc127g		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.733		Not Specified
		This study	McMurdo		mc127h		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.733		Not Specified
		This study	McMurdo		mc127i		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.733		Not Specified
		This study	McMurdo		mc127j		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.733		Not Specified
		This study	McMurdo		mc128a		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc128b		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc128c		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc128d		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc128e		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc128f		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc128g		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc128h		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc128i		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc128j		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc128k		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.571		Not Specified
		This study	McMurdo		mc129a		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study	McMurdo		mc129b		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study	McMurdo		mc129c		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study	McMurdo		mc129d		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study	McMurdo		mc129e		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study	McMurdo		mc129f		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study	McMurdo		mc129h		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study	McMurdo		mc129i		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study	McMurdo		mc129j		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study	McMurdo		mc129l		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study	McMurdo		mc129m		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.577		Not Specified
		This study			mc12b		mc12	:SO-NO					Not Specified							-77.58000	Not Specified	166.23		Not Specified
		This study	McMurdo		mc130a		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.579		Not Specified
		This study	McMurdo		mc130b		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.579		Not Specified
		This study	McMurdo		mc130c		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.579		Not Specified
		This study	McMurdo		mc130d		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.579		Not Specified
		This study	McMurdo		mc130e		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.579		Not Specified
		This study	McMurdo		mc130f		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.579		Not Specified
		This study	McMurdo		mc130g		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.579		Not Specified
		This study	McMurdo		mc130h		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.579		Not Specified
		This study	McMurdo		mc130i		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.579		Not Specified
		This study	McMurdo		mc130j		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.579		Not Specified
		This study	McMurdo		mc131a		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131b		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131c		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131d		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131e		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131f		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131g		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131h		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131i		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131j		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131k		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131l		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc131m		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.573		Not Specified
		This study	McMurdo		mc132a		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132b		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132c		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132d		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132e		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132f		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132g		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132h		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132i		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132j		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132k		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc132l		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.552		Not Specified
		This study	McMurdo		mc133a		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133b		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133c		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133d		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133e		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133f		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133g		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133h		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133i		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133j		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133l		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc133m		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.584		Not Specified
		This study	McMurdo		mc134a		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc134b		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc134c		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc134d		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc134e		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc134f		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc134g		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc134h		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc134i		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc134j		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc134k		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.607		Not Specified
		This study	McMurdo		mc135a		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.565		Not Specified
		This study	McMurdo		mc135b		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.565		Not Specified
		This study	McMurdo		mc135c		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.565		Not Specified
		This study	McMurdo		mc135d		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.565		Not Specified
		This study	McMurdo		mc135e		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.565		Not Specified
		This study	McMurdo		mc135f		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.565		Not Specified
		This study	McMurdo		mc135g		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.565		Not Specified
		This study	McMurdo		mc135h		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.565		Not Specified
		This study	McMurdo		mc135i		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.565		Not Specified
		This study	McMurdo		mc135j		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.565		Not Specified
		This study	McMurdo		mc136a		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
