tab	samples
cooling_rate_corr	cooling_rate_mcd	citations	location	sample_alternatives	sample	scientists	site	method_codes	participantlist	azimuth	bed_dip	bed_dip_direction	geologic_classes	cooling_rate	azimuth_dec_correction	description	dip	height	igsn	lat	lithologies	lon	texture	geologic_types
		This study	McMurdo		mc136b		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
		This study	McMurdo		mc136c		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
		This study	McMurdo		mc136d		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
		This study	McMurdo		mc136e		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
		This study	McMurdo		mc136f		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
		This study	McMurdo		mc136g		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
		This study	McMurdo		mc136h		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
		This study	McMurdo		mc136i		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
		This study	McMurdo		mc136j		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
		This study	McMurdo		mc136k		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.329		Not Specified
		This study	McMurdo		mc137a		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137b		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137c		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137d		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137e		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137f		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137g		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137h		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137i		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137j		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137k		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc137l		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.257		Not Specified
		This study	McMurdo		mc138a		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc138b		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc138c		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc138d		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc138e		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc138f		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc138g		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc138h		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc138i		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc138j		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc138k		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24		Not Specified
		This study	McMurdo		mc139a		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc139b		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc139c		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc139d		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc139e		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc139f		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc139g		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc139h		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc139i		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc139j		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc139k		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08		Not Specified
		This study	McMurdo		mc13a		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
		This study	McMurdo		mc13b		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
		This study	McMurdo		mc13c		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
		This study	McMurdo		mc13d		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
		This study	McMurdo		mc13e		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
		This study	McMurdo		mc13f		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
		This study	McMurdo		mc13g		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
		This study	McMurdo		mc13h		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41		Not Specified
		This study	McMurdo		mc140a		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
		This study	McMurdo		mc140b		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
		This study	McMurdo		mc140c		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
		This study	McMurdo		mc140d		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
		This study	McMurdo		mc140e		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
		This study	McMurdo		mc140f		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
		This study	McMurdo		mc140g		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
		This study	McMurdo		mc140h		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
		This study	McMurdo		mc140i		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
		This study	McMurdo		mc140j		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.004		Not Specified
		This study	McMurdo		mc141b		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc141c		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc141d		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc141e		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc141f		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc141g		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc141h		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc141i		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc141j		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc141k		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc141l		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.246		Not Specified
		This study	McMurdo		mc142a		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc142b		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc142c		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc142d		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc142e		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc142f		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc142g		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc142h		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc142i		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc142j		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc142k		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68		Not Specified
		This study	McMurdo		mc143a		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc143b		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc143c		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc143d		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc143e		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc143f		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc143g		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc143h		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc143i		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc143j		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc143k		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.879		Not Specified
		This study	McMurdo		mc144a		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc144b		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc144c		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc144d		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc144e		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc144f		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc144g		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc144h		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc144i		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc144j		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc144k		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc145a		mc145	:SO-NO					Not Specified							-77.85000	Not Specified	166.688		Not Specified
		This study	McMurdo		mc145b		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145c		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145d		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145e		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145f		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145g		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145i		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145j		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145k		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145l		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145m		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc145n		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.893		Not Specified
		This study	McMurdo		mc146a		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc146b		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc146c		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc146d		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc146e		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc146f		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc146g		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc146h		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc146i		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc146j		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc146k		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.963		Not Specified
		This study	McMurdo		mc147a		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147b		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147c		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147d		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147e		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147f		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147g		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147h		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147i		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147j		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147k		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147l		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147m		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc147n		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.962		Not Specified
		This study	McMurdo		mc148a		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc148b		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc148c		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc148d		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc148e		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc148f		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc148g		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc148h		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc148i		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc148j		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc148k		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.249		Not Specified
		This study	McMurdo		mc149a		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc149b		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc149c		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc149d		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc149e		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc149f		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc149g		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc149h		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc149i		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc149j		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc149k		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc14a		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc14b		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc14c		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc14d		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc14e		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc14f		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc14g		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc14h		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc150a		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
		This study	McMurdo		mc150b		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
		This study	McMurdo		mc150c		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
		This study	McMurdo		mc150d		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
		This study	McMurdo		mc150e		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
		This study	McMurdo		mc150f		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
		This study	McMurdo		mc150g		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
		This study	McMurdo		mc150h		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
		This study	McMurdo		mc150i		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
		This study	McMurdo		mc150j		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.637		Not Specified
		This study			mc151a		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study			mc151b		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study			mc151c		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study			mc151d		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study			mc151e		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study			mc151f		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.187		Not Specified
		This study	McMurdo		mc152a		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc152b		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc152c		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc152d		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc152e		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc152f		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc152g		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc152h		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc152i		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc152j		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc152k		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.645		Not Specified
		This study	McMurdo		mc153a		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153c		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153d		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153e		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153f		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153g		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153h		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153i		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153j		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153k		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153l		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc153m		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.144		Not Specified
		This study	McMurdo		mc154a		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
		This study	McMurdo		mc154b		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
		This study	McMurdo		mc154c		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
		This study	McMurdo		mc154d		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
		This study	McMurdo		mc154e		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
		This study	McMurdo		mc154f		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
		This study	McMurdo		mc154g		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
		This study	McMurdo		mc154h		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
		This study	McMurdo		mc154i		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
		This study	McMurdo		mc154j		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.626		Not Specified
		This study	McMurdo		mc155a		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155b		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155c		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155d		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155e		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155f		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155g		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155h		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155i		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155j		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155k		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155l		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155m		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc155n		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.253		Not Specified
		This study	McMurdo		mc156a		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
		This study	McMurdo		mc156b		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
		This study	McMurdo		mc156c		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
		This study	McMurdo		mc156d		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
		This study	McMurdo		mc156e		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
		This study	McMurdo		mc156f		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
		This study	McMurdo		mc156g		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
		This study	McMurdo		mc156h		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
		This study	McMurdo		mc156i		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
		This study	McMurdo		mc156j		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.592		Not Specified
		This study	McMurdo		mc157a		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157b		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157c		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157d		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157e		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157f		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157g		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157h		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157j		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157k		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
