349.8 45.3
1.8 42.0
5.9 32.6
0.2 52.6
28.0 45.4
29.6 43.4
343.5 60.3
7.9 60.1
356.8 50.7
353.0 52.2
338.1 51.3
14.4 47.7
4.8 44.6
357.1 40.3
170.3 -10.3
8.1 49.6
358.0 50.2
8.6 33.0
13.5 52.9
10.0 45.1
338.3 22.2
0.8 46.7
346.6 47.2
13.3 45.1
353.7 35.5
350.3 16.0
356.9 51.2
354.6 23.2
10.8 72.0
328.9 40.4
359.7 43.3
3.1 63.2
24.0 27.8
11.9 46.4
350.5 59.2
5.6 44.2
10.0 51.9
3.8 45.5
337.5 62.4
353.8 55.3
15.8 41.0
25.6 41.6
316.6 -33.0
353.2 37.4
13.4 29.8
357.2 36.5
10.3 37.9
7.1 48.3
3.5 47.4
0.6 61.1
13.8 37.7
341.3 31.1
356.3 18.2
5.6 63.3
6.5 57.1
11.8 16.0
352.8 54.1
4.2 53.4
344.3 50.4
13.0 53.0
0.5 51.7
7.9 52.5
9.1 55.7
5.4 36.3
356.6 60.0
350.4 53.9
4.0 54.6
343.4 49.9
306.3 43.3
0.6 17.8
359.7 58.3
4.9 13.5
20.5 35.8
3.6 61.4
348.2 53.7
11.8 33.8
2.9 49.1
10.6 52.6
24.3 50.0
327.0 68.7
358.9 50.9
80.9 45.7
15.3 56.3
22.5 40.7
42.6 21.7
4.4 49.9
328.5 49.3
357.7 55.9
3.0 71.5
11.2 54.9
356.4 56.9
12.9 46.3
340.5 57.1
355.5 57.1
335.8 26.7
359.4 51.6
315.8 66.1
22.1 53.9
282.1 -18.7
21.7 44.5
