tab 	er_ages
age	age_description	age_unit	er_citation_names	er_location_name	er_site_name	magic_method_codes
31.6934		Ma	This study	DSDP Site 522	30-2-082	GM-PMAG-POL:GM-INT-L
31.6965		Ma	This study	DSDP Site 522	30-2-085	GM-PMAG-POL:GM-INT-L
31.6996		Ma	This study	DSDP Site 522	30-2-088	GM-PMAG-POL:GM-INT-L
31.7027		Ma	This study	DSDP Site 522	30-2-091	GM-PMAG-POL:GM-INT-L
31.7089		Ma	This study	DSDP Site 522	30-2-097	GM-PMAG-POL:GM-INT-L
31.7131		Ma	This study	DSDP Site 522	30-2-101	GM-PMAG-POL:GM-INT-L
31.7162		Ma	This study	DSDP Site 522	30-2-104	GM-PMAG-POL:GM-INT-L
31.7193		Ma	This study	DSDP Site 522	30-2-107	GM-PMAG-POL:GM-INT-L
31.7224		Ma	This study	DSDP Site 522	30-2-110	GM-PMAG-POL:GM-INT-L
31.7255		Ma	This study	DSDP Site 522	30-2-113	GM-PMAG-POL:GM-INT-L
31.7286		Ma	This study	DSDP Site 522	30-2-116	GM-PMAG-POL:GM-INT-L
31.7317		Ma	This study	DSDP Site 522	30-2-119	GM-PMAG-POL:GM-INT-L
31.7369		Ma	This study	DSDP Site 522	30-2-124	GM-PMAG-POL:GM-INT-L
31.74		Ma	This study	DSDP Site 522	30-2-127	GM-PMAG-POL:GM-INT-L
31.7431		Ma	This study	DSDP Site 522	30-2-130	GM-PMAG-POL:GM-INT-L
31.7473		Ma	This study	DSDP Site 522	30-2-134	GM-PMAG-POL:GM-INT-L
31.7504		Ma	This study	DSDP Site 522	30-2-137	GM-PMAG-POL:GM-INT-L
31.7535		Ma	This study	DSDP Site 522	30-2-140	GM-PMAG-POL:GM-INT-L
31.7566		Ma	This study	DSDP Site 522	30-2-143	GM-PMAG-POL:GM-INT-L
31.7597		Ma	This study	DSDP Site 522	30-2-146	GM-PMAG-POL:GM-INT-L
31.7628		Ma	This study	DSDP Site 522	30-2-149	GM-PMAG-POL:GM-INT-L
31.767		Ma	This study	DSDP Site 522	30-3-003	GM-PMAG-POL:GM-INT-L
31.7701		Ma	This study	DSDP Site 522	30-3-006	GM-PMAG-POL:GM-INT-L
31.7732		Ma	This study	DSDP Site 522	30-3-009	GM-PMAG-POL:GM-INT-L
31.7763		Ma	This study	DSDP Site 522	30-3-012	GM-PMAG-POL:GM-INT-L
31.7794		Ma	This study	DSDP Site 522	30-3-015	GM-PMAG-POL:GM-INT-L
31.7825		Ma	This study	DSDP Site 522	30-3-018	GM-PMAG-POL:GM-INT-L
31.7856		Ma	This study	DSDP Site 522	30-3-021	GM-PMAG-POL:GM-INT-L
31.7887		Ma	This study	DSDP Site 522	30-3-024	GM-PMAG-POL:GM-INT-L
31.7918		Ma	This study	DSDP Site 522	30-3-027	GM-PMAG-POL:GM-INT-L
31.795		Ma	This study	DSDP Site 522	30-3-030	GM-PMAG-POL:GM-INT-L
31.7981		Ma	This study	DSDP Site 522	30-3-033	GM-PMAG-POL:GM-INT-L
31.8012		Ma	This study	DSDP Site 522	30-3-036	GM-PMAG-POL:GM-INT-L
31.8043		Ma	This study	DSDP Site 522	30-3-039	GM-PMAG-POL:GM-INT-L
31.8084		Ma	This study	DSDP Site 522	30-3-043	GM-PMAG-POL:GM-INT-L
31.8115		Ma	This study	DSDP Site 522	30-3-046	GM-PMAG-POL:GM-INT-L
31.8146		Ma	This study	DSDP Site 522	30-3-049	GM-PMAG-POL:GM-INT-L
31.8178		Ma	This study	DSDP Site 522	30-3-052	GM-PMAG-POL:GM-INT-L
31.8219		Ma	This study	DSDP Site 522	30-3-056	GM-PMAG-POL:GM-INT-L
31.824		Ma	This study	DSDP Site 522	30-3-058	GM-PMAG-POL:GM-INT-L
31.8271		Ma	This study	DSDP Site 522	30-3-061	GM-PMAG-POL:GM-INT-L
31.8312		Ma	This study	DSDP Site 522	30-3-065	GM-PMAG-POL:GM-INT-L
31.8343		Ma	This study	DSDP Site 522	30-3-068	GM-PMAG-POL:GM-INT-L
31.8374		Ma	This study	DSDP Site 522	30-3-071	GM-PMAG-POL:GM-INT-L
31.8406		Ma	This study	DSDP Site 522	30-3-074	GM-PMAG-POL:GM-INT-L
31.8437		Ma	This study	DSDP Site 522	30-3-077	GM-PMAG-POL:GM-INT-L
31.8468		Ma	This study	DSDP Site 522	30-3-080	GM-PMAG-POL:GM-INT-L
31.8499		Ma	This study	DSDP Site 522	30-3-083	GM-PMAG-POL:GM-INT-L
31.853		Ma	This study	DSDP Site 522	30-3-086	GM-PMAG-POL:GM-INT-L
31.8561		Ma	This study	DSDP Site 522	30-3-089	GM-PMAG-POL:GM-INT-L
31.8592		Ma	This study	DSDP Site 522	30-3-092	GM-PMAG-POL:GM-INT-L
31.8634		Ma	This study	DSDP Site 522	30-3-096	GM-PMAG-POL:GM-INT-L
31.8665		Ma	This study	DSDP Site 522	30-3-099	GM-PMAG-POL:GM-INT-L
31.8696		Ma	This study	DSDP Site 522	30-3-102	GM-PMAG-POL:GM-INT-L
31.8727		Ma	This study	DSDP Site 522	30-3-106	GM-PMAG-POL:GM-INT-L
31.8758		Ma	This study	DSDP Site 522	30-3-108	GM-PMAG-POL:GM-INT-L
31.8789		Ma	This study	DSDP Site 522	30-3-111	GM-PMAG-POL:GM-INT-L
31.883		Ma	This study	DSDP Site 522	30-3-115	GM-PMAG-POL:GM-INT-L
31.8851		Ma	This study	DSDP Site 522	30-3-118	GM-PMAG-POL:GM-INT-L
31.9235		Ma	This study	DSDP Site 522	31-1-014	GM-PMAG-POL:GM-INT-L
31.9266		Ma	This study	DSDP Site 522	31-1-017	GM-PMAG-POL:GM-INT-L
31.9297		Ma	This study	DSDP Site 522	31-1-020	GM-PMAG-POL:GM-INT-L
31.9328		Ma	This study	DSDP Site 522	31-1-023	GM-PMAG-POL:GM-INT-L
31.938		Ma	This study	DSDP Site 522	31-1-028	GM-PMAG-POL:GM-INT-L
31.9411		Ma	This study	DSDP Site 522	31-1-031	GM-PMAG-POL:GM-INT-L
31.9442		Ma	This study	DSDP Site 522	31-1-034	GM-PMAG-POL:GM-INT-L
31.9473		Ma	This study	DSDP Site 522	31-1-037	GM-PMAG-POL:GM-INT-L
31.9504		Ma	This study	DSDP Site 522	31-1-040	GM-PMAG-POL:GM-INT-L
31.9535		Ma	This study	DSDP Site 522	31-1-043	GM-PMAG-POL:GM-INT-L
31.9608		Ma	This study	DSDP Site 522	31-1-050	GM-PMAG-POL:GM-INT-L
31.9639		Ma	This study	DSDP Site 522	31-1-053	GM-PMAG-POL:GM-INT-L
31.967		Ma	This study	DSDP Site 522	31-1-056	GM-PMAG-POL:GM-INT-L
31.9701		Ma	This study	DSDP Site 522	31-1-059	GM-PMAG-POL:GM-INT-L
31.9753		Ma	This study	DSDP Site 522	31-1-064	GM-PMAG-POL:GM-INT-L
31.9784		Ma	This study	DSDP Site 522	31-1-067	GM-PMAG-POL:GM-INT-L
31.9815		Ma	This study	DSDP Site 522	31-1-070	GM-PMAG-POL:GM-INT-L
31.9846		Ma	This study	DSDP Site 522	31-1-073	GM-PMAG-POL:GM-INT-L
31.9877		Ma	This study	DSDP Site 522	31-1-076	GM-PMAG-POL:GM-INT-L
31.9939		Ma	This study	DSDP Site 522	31-1-082	GM-PMAG-POL:GM-INT-L
31.997		Ma	This study	DSDP Site 522	31-1-085	GM-PMAG-POL:GM-INT-L
32.0022		Ma	This study	DSDP Site 522	31-1-090	GM-PMAG-POL:GM-INT-L
32.0033		Ma	This study	DSDP Site 522	31-1-091	GM-PMAG-POL:GM-INT-L
32.0053		Ma	This study	DSDP Site 522	31-1-093	GM-PMAG-POL:GM-INT-L
32.0116		Ma	This study	DSDP Site 522	31-1-099	GM-PMAG-POL:GM-INT-L
32.0167		Ma	This study	DSDP Site 522	31-1-104	GM-PMAG-POL:GM-INT-L
32.0219		Ma	This study	DSDP Site 522	31-1-109	GM-PMAG-POL:GM-INT-L
32.025		Ma	This study	DSDP Site 522	31-1-112	GM-PMAG-POL:GM-INT-L
32.0281		Ma	This study	DSDP Site 522	31-1-115	GM-PMAG-POL:GM-INT-L
32.0312		Ma	This study	DSDP Site 522	31-1-118	GM-PMAG-POL:GM-INT-L
32.0344		Ma	This study	DSDP Site 522	31-1-121	GM-PMAG-POL:GM-INT-L
32.0385		Ma	This study	DSDP Site 522	31-1-125	GM-PMAG-POL:GM-INT-L
32.0416		Ma	This study	DSDP Site 522	31-1-128	GM-PMAG-POL:GM-INT-L
32.0447		Ma	This study	DSDP Site 522	31-1-131	GM-PMAG-POL:GM-INT-L
32.0478		Ma	This study	DSDP Site 522	31-1-134	GM-PMAG-POL:GM-INT-L
32.0509		Ma	This study	DSDP Site 522	31-1-137	GM-PMAG-POL:GM-INT-L
32.054		Ma	This study	DSDP Site 522	31-1-140	GM-PMAG-POL:GM-INT-L
32.0582		Ma	This study	DSDP Site 522	31-1-144	GM-PMAG-POL:GM-INT-L
32.0613		Ma	This study	DSDP Site 522	31-1-147	GM-PMAG-POL:GM-INT-L
32.0644		Ma	This study	DSDP Site 522	31-1-150	GM-PMAG-POL:GM-INT-L
32.0675		Ma	This study	DSDP Site 522	31-2-003	GM-PMAG-POL:GM-INT-L
32.0706		Ma	This study	DSDP Site 522	31-2-006	GM-PMAG-POL:GM-INT-L
32.0748		Ma	This study	DSDP Site 522	31-2-010	GM-PMAG-POL:GM-INT-L
32.0779		Ma	This study	DSDP Site 522	31-2-013	GM-PMAG-POL:GM-INT-L
32.081		Ma	This study	DSDP Site 522	31-2-016	GM-PMAG-POL:GM-INT-L
32.0851		Ma	This study	DSDP Site 522	31-2-020	GM-PMAG-POL:GM-INT-L
32.0903		Ma	This study	DSDP Site 522	31-2-025	GM-PMAG-POL:GM-INT-L
32.0965		Ma	This study	DSDP Site 522	31-2-031	GM-PMAG-POL:GM-INT-L
32.0996		Ma	This study	DSDP Site 522	31-2-034	GM-PMAG-POL:GM-INT-L
32.1038		Ma	This study	DSDP Site 522	31-2-038	GM-PMAG-POL:GM-INT-L
32.1069		Ma	This study	DSDP Site 522	31-2-041	GM-PMAG-POL:GM-INT-L
32.111		Ma	This study	DSDP Site 522	31-2-045	GM-PMAG-POL:GM-INT-L
32.1142		Ma	This study	DSDP Site 522	31-2-048	GM-PMAG-POL:GM-INT-L
32.1193		Ma	This study	DSDP Site 522	31-2-053	GM-PMAG-POL:GM-INT-L
32.1224		Ma	This study	DSDP Site 522	31-2-056	GM-PMAG-POL:GM-INT-L
32.1256		Ma	This study	DSDP Site 522	31-2-059	GM-PMAG-POL:GM-INT-L
32.1287		Ma	This study	DSDP Site 522	31-2-062	GM-PMAG-POL:GM-INT-L
32.1328		Ma	This study	DSDP Site 522	31-2-066	GM-PMAG-POL:GM-INT-L
32.1359		Ma	This study	DSDP Site 522	31-2-069	GM-PMAG-POL:GM-INT-L
32.139		Ma	This study	DSDP Site 522	31-2-072	GM-PMAG-POL:GM-INT-L
32.1432		Ma	This study	DSDP Site 522	31-2-076	GM-PMAG-POL:GM-INT-L
32.1463		Ma	This study	DSDP Site 522	31-2-079	GM-PMAG-POL:GM-INT-L
32.1484		Ma	This study	DSDP Site 522	31-2-081	GM-PMAG-POL:GM-INT-L
32.1515		Ma	This study	DSDP Site 522	31-2-084	GM-PMAG-POL:GM-INT-L
32.1546		Ma	This study	DSDP Site 522	31-2-087	GM-PMAG-POL:GM-INT-L
32.1598		Ma	This study	DSDP Site 522	31-2-092	GM-PMAG-POL:GM-INT-L
32.1639		Ma	This study	DSDP Site 522	31-2-096	GM-PMAG-POL:GM-INT-L
32.167		Ma	This study	DSDP Site 522	31-2-099	GM-PMAG-POL:GM-INT-L
32.1701		Ma	This study	DSDP Site 522	31-2-102	GM-PMAG-POL:GM-INT-L
32.1763		Ma	This study	DSDP Site 522	31-2-108	GM-PMAG-POL:GM-INT-L
32.1805		Ma	This study	DSDP Site 522	31-2-112	GM-PMAG-POL:GM-INT-L
32.1836		Ma	This study	DSDP Site 522	31-2-115	GM-PMAG-POL:GM-INT-L
32.1867		Ma	This study	DSDP Site 522	31-2-118	GM-PMAG-POL:GM-INT-L
32.1908		Ma	This study	DSDP Site 522	31-2-122	GM-PMAG-POL:GM-INT-L
32.194		Ma	This study	DSDP Site 522	31-2-125	GM-PMAG-POL:GM-INT-L
32.2012		Ma	This study	DSDP Site 522	31-2-132	GM-PMAG-POL:GM-INT-L
32.2054		Ma	This study	DSDP Site 522	31-2-136	GM-PMAG-POL:GM-INT-L
32.2085		Ma	This study	DSDP Site 522	31-2-139	GM-PMAG-POL:GM-INT-L
32.2126		Ma	This study	DSDP Site 522	31-3-003	GM-PMAG-POL:GM-INT-L
32.2157		Ma	This study	DSDP Site 522	31-3-006	GM-PMAG-POL:GM-INT-L
32.2188		Ma	This study	DSDP Site 522	31-3-009	GM-PMAG-POL:GM-INT-L
32.2219		Ma	This study	DSDP Site 522	31-3-012	GM-PMAG-POL:GM-INT-L
32.225		Ma	This study	DSDP Site 522	31-3-015	GM-PMAG-POL:GM-INT-L
32.2271		Ma	This study	DSDP Site 522	31-3-017	GM-PMAG-POL:GM-INT-L
32.2313		Ma	This study	DSDP Site 522	31-3-021	GM-PMAG-POL:GM-INT-L
32.2333		Ma	This study	DSDP Site 522	31-3-023	GM-PMAG-POL:GM-INT-L
32.2375		Ma	This study	DSDP Site 522	31-3-027	GM-PMAG-POL:GM-INT-L
32.2396		Ma	This study	DSDP Site 522	31-3-029	GM-PMAG-POL:GM-INT-L
32.2437		Ma	This study	DSDP Site 522	31-3-033	GM-PMAG-POL:GM-INT-L
32.2478		Ma	This study	DSDP Site 522	31-3-037	GM-PMAG-POL:GM-INT-L
32.251		Ma	This study	DSDP Site 522	31-3-040	GM-PMAG-POL:GM-INT-L
32.253		Ma	This study	DSDP Site 522	31-3-042	GM-PMAG-POL:GM-INT-L
32.2561		Ma	This study	DSDP Site 522	31-3-045	GM-PMAG-POL:GM-INT-L
32.2603		Ma	This study	DSDP Site 522	31-3-049	GM-PMAG-POL:GM-INT-L
32.2634		Ma	This study	DSDP Site 522	31-3-052	GM-PMAG-POL:GM-INT-L
32.2665		Ma	This study	DSDP Site 522	31-3-055	GM-PMAG-POL:GM-INT-L
32.2696		Ma	This study	DSDP Site 522	31-3-058	GM-PMAG-POL:GM-INT-L
32.2748		Ma	This study	DSDP Site 522	31-3-063	GM-PMAG-POL:GM-INT-L
32.2779		Ma	This study	DSDP Site 522	31-3-066	GM-PMAG-POL:GM-INT-L
32.2852		Ma	This study	DSDP Site 522	31-3-073	GM-PMAG-POL:GM-INT-L
32.2883		Ma	This study	DSDP Site 522	31-3-076	GM-PMAG-POL:GM-INT-L
32.2914		Ma	This study	DSDP Site 522	31-3-079	GM-PMAG-POL:GM-INT-L
32.2945		Ma	This study	DSDP Site 522	31-3-082	GM-PMAG-POL:GM-INT-L
32.2976		Ma	This study	DSDP Site 522	31-3-085	GM-PMAG-POL:GM-INT-L
32.2997		Ma	This study	DSDP Site 522	31-3-087	GM-PMAG-POL:GM-INT-L
32.3038		Ma	This study	DSDP Site 522	31-3-091	GM-PMAG-POL:GM-INT-L
32.3069		Ma	This study	DSDP Site 522	31-3-094	GM-PMAG-POL:GM-INT-L
32.31		Ma	This study	DSDP Site 522	31-3-097	GM-PMAG-POL:GM-INT-L
32.3142		Ma	This study	DSDP Site 522	31-3-101	GM-PMAG-POL:GM-INT-L
32.3183		Ma	This study	DSDP Site 522	31-3-105	GM-PMAG-POL:GM-INT-L
32.3214		Ma	This study	DSDP Site 522	31-3-108	GM-PMAG-POL:GM-INT-L
32.3256		Ma	This study	DSDP Site 522	31-3-112	GM-PMAG-POL:GM-INT-L
32.3287		Ma	This study	DSDP Site 522	31-3-115	GM-PMAG-POL:GM-INT-L
32.3318		Ma	This study	DSDP Site 522	31-3-118	GM-PMAG-POL:GM-INT-L
32.3349		Ma	This study	DSDP Site 522	31-3-121	GM-PMAG-POL:GM-INT-L
32.338		Ma	This study	DSDP Site 522	31-3-124	GM-PMAG-POL:GM-INT-L
32.3878		Ma	This study	DSDP Site 522	32-1-022	GM-PMAG-POL:GM-INT-L
32.3909		Ma	This study	DSDP Site 522	32-1-025	GM-PMAG-POL:GM-INT-L
32.3971		Ma	This study	DSDP Site 522	32-1-031	GM-PMAG-POL:GM-INT-L
32.4002		Ma	This study	DSDP Site 522	32-1-034	GM-PMAG-POL:GM-INT-L
32.4033		Ma	This study	DSDP Site 522	32-1-037	GM-PMAG-POL:GM-INT-L
32.4085		Ma	This study	DSDP Site 522	32-1-042	GM-PMAG-POL:GM-INT-L
32.4116		Ma	This study	DSDP Site 522	32-1-045	GM-PMAG-POL:GM-INT-L
32.4147		Ma	This study	DSDP Site 522	32-1-048	GM-PMAG-POL:GM-INT-L
32.4188		Ma	This study	DSDP Site 522	32-1-052	GM-PMAG-POL:GM-INT-L
32.4209		Ma	This study	DSDP Site 522	32-1-054	GM-PMAG-POL:GM-INT-L
32.424		Ma	This study	DSDP Site 522	32-1-057	GM-PMAG-POL:GM-INT-L
32.4302		Ma	This study	DSDP Site 522	32-1-063	GM-PMAG-POL:GM-INT-L
32.4334		Ma	This study	DSDP Site 522	32-1-066	GM-PMAG-POL:GM-INT-L
32.4365		Ma	This study	DSDP Site 522	32-1-069	GM-PMAG-POL:GM-INT-L
32.4406		Ma	This study	DSDP Site 522	32-1-073	GM-PMAG-POL:GM-INT-L
32.4437		Ma	This study	DSDP Site 522	32-1-076	GM-PMAG-POL:GM-INT-L
32.4468		Ma	This study	DSDP Site 522	32-1-079	GM-PMAG-POL:GM-INT-L
32.4499		Ma	This study	DSDP Site 522	32-1-082	GM-PMAG-POL:GM-INT-L
32.453		Ma	This study	DSDP Site 522	32-1-085	GM-PMAG-POL:GM-INT-L
32.4551		Ma	This study	DSDP Site 522	32-1-087	GM-PMAG-POL:GM-INT-L
32.4582		Ma	This study	DSDP Site 522	32-1-090	GM-PMAG-POL:GM-INT-L
32.4624		Ma	This study	DSDP Site 522	32-1-094	GM-PMAG-POL:GM-INT-L
32.4655		Ma	This study	DSDP Site 522	32-1-097	GM-PMAG-POL:GM-INT-L
32.4717		Ma	This study	DSDP Site 522	32-1-103	GM-PMAG-POL:GM-INT-L
32.4748		Ma	This study	DSDP Site 522	32-1-106	GM-PMAG-POL:GM-INT-L
32.4779		Ma	This study	DSDP Site 522	32-1-109	GM-PMAG-POL:GM-INT-L
32.4821		Ma	This study	DSDP Site 522	32-1-113	GM-PMAG-POL:GM-INT-L
32.4852		Ma	This study	DSDP Site 522	32-1-116	GM-PMAG-POL:GM-INT-L
32.4883		Ma	This study	DSDP Site 522	32-1-119	GM-PMAG-POL:GM-INT-L
32.4914		Ma	This study	DSDP Site 522	32-1-122	GM-PMAG-POL:GM-INT-L
32.4945		Ma	This study	DSDP Site 522	32-1-125	GM-PMAG-POL:GM-INT-L
32.4976		Ma	This study	DSDP Site 522	32-1-128	GM-PMAG-POL:GM-INT-L
32.5007		Ma	This study	DSDP Site 522	32-1-131	GM-PMAG-POL:GM-INT-L
32.5049		Ma	This study	DSDP Site 522	32-1-135	GM-PMAG-POL:GM-INT-L
32.508		Ma	This study	DSDP Site 522	32-1-138	GM-PMAG-POL:GM-INT-L
32.5132		Ma	This study	DSDP Site 522	32-1-143	GM-PMAG-POL:GM-INT-L
32.5163		Ma	This study	DSDP Site 522	32-1-146	GM-PMAG-POL:GM-INT-L
32.5194		Ma	This study	DSDP Site 522	32-1-149	GM-PMAG-POL:GM-INT-L
32.5277		Ma	This study	DSDP Site 522	32-2-007	GM-PMAG-POL:GM-INT-L
32.5308		Ma	This study	DSDP Site 522	32-2-010	GM-PMAG-POL:GM-INT-L
32.5339		Ma	This study	DSDP Site 522	32-2-013	GM-PMAG-POL:GM-INT-L
32.537		Ma	This study	DSDP Site 522	32-2-016	GM-PMAG-POL:GM-INT-L
32.5391		Ma	This study	DSDP Site 522	32-2-018	GM-PMAG-POL:GM-INT-L
32.5432		Ma	This study	DSDP Site 522	32-2-022	GM-PMAG-POL:GM-INT-L
32.5463		Ma	This study	DSDP Site 522	32-2-025	GM-PMAG-POL:GM-INT-L
32.5494		Ma	This study	DSDP Site 522	32-2-028	GM-PMAG-POL:GM-INT-L
32.5536		Ma	This study	DSDP Site 522	32-2-032	GM-PMAG-POL:GM-INT-L
32.5577		Ma	This study	DSDP Site 522	32-2-036	GM-PMAG-POL:GM-INT-L
32.5608		Ma	This study	DSDP Site 522	32-2-039	GM-PMAG-POL:GM-INT-L
32.5639		Ma	This study	DSDP Site 522	32-2-042	GM-PMAG-POL:GM-INT-L
32.5681		Ma	This study	DSDP Site 522	32-2-046	GM-PMAG-POL:GM-INT-L
32.5712		Ma	This study	DSDP Site 522	32-2-049	GM-PMAG-POL:GM-INT-L
32.5753		Ma	This study	DSDP Site 522	32-2-053	GM-PMAG-POL:GM-INT-L
32.5784		Ma	This study	DSDP Site 522	32-2-056	GM-PMAG-POL:GM-INT-L
32.5816		Ma	This study	DSDP Site 522	32-2-059	GM-PMAG-POL:GM-INT-L
32.5857		Ma	This study	DSDP Site 522	32-2-063	GM-PMAG-POL:GM-INT-L
32.5899		Ma	This study	DSDP Site 522	32-2-067	GM-PMAG-POL:GM-INT-L
32.593		Ma	This study	DSDP Site 522	32-2-070	GM-PMAG-POL:GM-INT-L
32.5961		Ma	This study	DSDP Site 522	32-2-073	GM-PMAG-POL:GM-INT-L
32.5992		Ma	This study	DSDP Site 522	32-2-076	GM-PMAG-POL:GM-INT-L
32.6033		Ma	This study	DSDP Site 522	32-2-080	GM-PMAG-POL:GM-INT-L
32.6054		Ma	This study	DSDP Site 522	32-2-082	GM-PMAG-POL:GM-INT-L
32.6095		Ma	This study	DSDP Site 522	32-2-086	GM-PMAG-POL:GM-INT-L
32.6137		Ma	This study	DSDP Site 522	32-2-090	GM-PMAG-POL:GM-INT-L
32.6168		Ma	This study	DSDP Site 522	32-2-093	GM-PMAG-POL:GM-INT-L
32.6199		Ma	This study	DSDP Site 522	32-2-096	GM-PMAG-POL:GM-INT-L
32.623		Ma	This study	DSDP Site 522	32-2-099	GM-PMAG-POL:GM-INT-L
32.6272		Ma	This study	DSDP Site 522	32-2-103	GM-PMAG-POL:GM-INT-L
32.6313		Ma	This study	DSDP Site 522	32-2-107	GM-PMAG-POL:GM-INT-L
32.6375		Ma	This study	DSDP Site 522	32-2-113	GM-PMAG-POL:GM-INT-L
32.6406		Ma	This study	DSDP Site 522	32-2-116	GM-PMAG-POL:GM-INT-L
32.6437		Ma	This study	DSDP Site 522	32-2-119	GM-PMAG-POL:GM-INT-L
32.6479		Ma	This study	DSDP Site 522	32-2-123	GM-PMAG-POL:GM-INT-L
32.651		Ma	This study	DSDP Site 522	32-2-126	GM-PMAG-POL:GM-INT-L
32.6551		Ma	This study	DSDP Site 522	32-2-130	GM-PMAG-POL:GM-INT-L
32.6593		Ma	This study	DSDP Site 522	32-2-134	GM-PMAG-POL:GM-INT-L
32.6624		Ma	This study	DSDP Site 522	32-2-137	GM-PMAG-POL:GM-INT-L
32.6665		Ma	This study	DSDP Site 522	32-2-141	GM-PMAG-POL:GM-INT-L
32.6697		Ma	This study	DSDP Site 522	32-2-144	GM-PMAG-POL:GM-INT-L
32.6728		Ma	This study	DSDP Site 522	32-2-147	GM-PMAG-POL:GM-INT-L
32.6759		Ma	This study	DSDP Site 522	32-2-150	GM-PMAG-POL:GM-INT-L
32.68		Ma	This study	DSDP Site 522	32-3-004	GM-PMAG-POL:GM-INT-L
32.6821		Ma	This study	DSDP Site 522	32-3-006	GM-PMAG-POL:GM-INT-L
32.6852		Ma	This study	DSDP Site 522	32-3-009	GM-PMAG-POL:GM-INT-L
32.6893		Ma	This study	DSDP Site 522	32-3-013	GM-PMAG-POL:GM-INT-L
32.6925		Ma	This study	DSDP Site 522	32-3-016	GM-PMAG-POL:GM-INT-L
32.6966		Ma	This study	DSDP Site 522	32-3-020	GM-PMAG-POL:GM-INT-L
32.6997		Ma	This study	DSDP Site 522	32-3-023	GM-PMAG-POL:GM-INT-L
32.7028		Ma	This study	DSDP Site 522	32-3-026	GM-PMAG-POL:GM-INT-L
32.7059		Ma	This study	DSDP Site 522	32-3-029	GM-PMAG-POL:GM-INT-L
32.7101		Ma	This study	DSDP Site 522	32-3-033	GM-PMAG-POL:GM-INT-L
32.7132		Ma	This study	DSDP Site 522	32-3-036	GM-PMAG-POL:GM-INT-L
32.7163		Ma	This study	DSDP Site 522	32-3-039	GM-PMAG-POL:GM-INT-L
32.7204		Ma	This study	DSDP Site 522	32-3-043	GM-PMAG-POL:GM-INT-L
32.7267		Ma	This study	DSDP Site 522	32-3-049	GM-PMAG-POL:GM-INT-L
32.7298		Ma	This study	DSDP Site 522	32-3-052	GM-PMAG-POL:GM-INT-L
32.7329		Ma	This study	DSDP Site 522	32-3-055	GM-PMAG-POL:GM-INT-L
32.736		Ma	This study	DSDP Site 522	32-3-058	GM-PMAG-POL:GM-INT-L
32.7412		Ma	This study	DSDP Site 522	32-3-063	GM-PMAG-POL:GM-INT-L
32.7453		Ma	This study	DSDP Site 522	32-3-067	GM-PMAG-POL:GM-INT-L
32.7484		Ma	This study	DSDP Site 522	32-3-070	GM-PMAG-POL:GM-INT-L
32.7526		Ma	This study	DSDP Site 522	32-3-074	GM-PMAG-POL:GM-INT-L
32.7567		Ma	This study	DSDP Site 522	32-3-078	GM-PMAG-POL:GM-INT-L
32.7598		Ma	This study	DSDP Site 522	32-3-081	GM-PMAG-POL:GM-INT-L
32.7629		Ma	This study	DSDP Site 522	32-3-084	GM-PMAG-POL:GM-INT-L
32.766		Ma	This study	DSDP Site 522	32-3-087	GM-PMAG-POL:GM-INT-L
32.7691		Ma	This study	DSDP Site 522	32-3-090	GM-PMAG-POL:GM-INT-L
32.7723		Ma	This study	DSDP Site 522	32-3-093	GM-PMAG-POL:GM-INT-L
32.7754		Ma	This study	DSDP Site 522	32-3-096	GM-PMAG-POL:GM-INT-L
32.7785		Ma	This study	DSDP Site 522	32-3-099	GM-PMAG-POL:GM-INT-L
32.7826		Ma	This study	DSDP Site 522	32-3-103	GM-PMAG-POL:GM-INT-L
32.7857		Ma	This study	DSDP Site 522	32-3-106	GM-PMAG-POL:GM-INT-L
32.7888		Ma	This study	DSDP Site 522	32-3-109	GM-PMAG-POL:GM-INT-L
32.7919		Ma	This study	DSDP Site 522	32-3-112	GM-PMAG-POL:GM-INT-L
32.7951		Ma	This study	DSDP Site 522	32-3-115	GM-PMAG-POL:GM-INT-L
32.7982		Ma	This study	DSDP Site 522	32-3-118	GM-PMAG-POL:GM-INT-L
32.8023		Ma	This study	DSDP Site 522	32-3-122	GM-PMAG-POL:GM-INT-L
32.8044		Ma	This study	DSDP Site 522	32-3-124	GM-PMAG-POL:GM-INT-L
32.8085		Ma	This study	DSDP Site 522	32-3-128	GM-PMAG-POL:GM-INT-L
32.8116		Ma	This study	DSDP Site 522	32-3-131	GM-PMAG-POL:GM-INT-L
32.8147		Ma	This study	DSDP Site 522	32-3-134	GM-PMAG-POL:GM-INT-L
32.8334		Ma	This study	DSDP Site 522	33-1-012	GM-PMAG-POL:GM-INT-L
32.8365		Ma	This study	DSDP Site 522	33-1-015	GM-PMAG-POL:GM-INT-L
32.8427		Ma	This study	DSDP Site 522	33-1-021	GM-PMAG-POL:GM-INT-L
32.8489		Ma	This study	DSDP Site 522	33-1-027	GM-PMAG-POL:GM-INT-L
32.8521		Ma	This study	DSDP Site 522	33-1-030	GM-PMAG-POL:GM-INT-L
32.8552		Ma	This study	DSDP Site 522	33-1-033	GM-PMAG-POL:GM-INT-L
32.8603		Ma	This study	DSDP Site 522	33-1-038	GM-PMAG-POL:GM-INT-L
32.8645		Ma	This study	DSDP Site 522	33-1-042	GM-PMAG-POL:GM-INT-L
