tab 	er_ages
age	age_description	age_unit	er_citation_names	er_location_name	er_site_name	magic_method_codes
32.8666		Ma	This study	DSDP Site 522	33-1-044	GM-PMAG-POL:GM-INT-L
32.8697		Ma	This study	DSDP Site 522	33-1-047	GM-PMAG-POL:GM-INT-L
32.8728		Ma	This study	DSDP Site 522	33-1-050	GM-PMAG-POL:GM-INT-L
32.8759		Ma	This study	DSDP Site 522	33-1-053	GM-PMAG-POL:GM-INT-L
32.88		Ma	This study	DSDP Site 522	33-1-057	GM-PMAG-POL:GM-INT-L
32.8852		Ma	This study	DSDP Site 522	33-1-062	GM-PMAG-POL:GM-INT-L
32.8914		Ma	This study	DSDP Site 522	33-1-068	GM-PMAG-POL:GM-INT-L
32.8945		Ma	This study	DSDP Site 522	33-1-071	GM-PMAG-POL:GM-INT-L
32.8977		Ma	This study	DSDP Site 522	33-1-074	GM-PMAG-POL:GM-INT-L
32.9018		Ma	This study	DSDP Site 522	33-1-078	GM-PMAG-POL:GM-INT-L
32.907		Ma	This study	DSDP Site 522	33-1-083	GM-PMAG-POL:GM-INT-L
32.9122		Ma	This study	DSDP Site 522	33-1-088	GM-PMAG-POL:GM-INT-L
32.9153		Ma	This study	DSDP Site 522	33-1-091	GM-PMAG-POL:GM-INT-L
32.9184		Ma	This study	DSDP Site 522	33-1-094	GM-PMAG-POL:GM-INT-L
32.9236		Ma	This study	DSDP Site 522	33-1-099	GM-PMAG-POL:GM-INT-L
32.9277		Ma	This study	DSDP Site 522	33-1-103	GM-PMAG-POL:GM-INT-L
32.9339		Ma	This study	DSDP Site 522	33-1-109	GM-PMAG-POL:GM-INT-L
32.937		Ma	This study	DSDP Site 522	33-1-112	GM-PMAG-POL:GM-INT-L
32.9401		Ma	This study	DSDP Site 522	33-1-115	GM-PMAG-POL:GM-INT-L
32.9443		Ma	This study	DSDP Site 522	33-1-119	GM-PMAG-POL:GM-INT-L
32.9474		Ma	This study	DSDP Site 522	33-1-122	GM-PMAG-POL:GM-INT-L
32.9505		Ma	This study	DSDP Site 522	33-1-125	GM-PMAG-POL:GM-INT-L
32.9557		Ma	This study	DSDP Site 522	33-1-130	GM-PMAG-POL:GM-INT-L
32.9598		Ma	This study	DSDP Site 522	33-1-134	GM-PMAG-POL:GM-INT-L
32.964		Ma	This study	DSDP Site 522	33-1-138	GM-PMAG-POL:GM-INT-L
32.9671		Ma	This study	DSDP Site 522	33-1-141	GM-PMAG-POL:GM-INT-L
32.9712		Ma	This study	DSDP Site 522	33-1-145	GM-PMAG-POL:GM-INT-L
32.9754		Ma	This study	DSDP Site 522	33-1-149	GM-PMAG-POL:GM-INT-L
32.9785		Ma	This study	DSDP Site 522	33-2-002	GM-PMAG-POL:GM-INT-L
32.9816		Ma	This study	DSDP Site 522	33-2-005	GM-PMAG-POL:GM-INT-L
32.9857		Ma	This study	DSDP Site 522	33-2-009	GM-PMAG-POL:GM-INT-L
32.9899		Ma	This study	DSDP Site 522	33-2-013	GM-PMAG-POL:GM-INT-L
32.994		Ma	This study	DSDP Site 522	33-2-017	GM-PMAG-POL:GM-INT-L
33.0003		Ma	This study	DSDP Site 522	33-2-023	GM-PMAG-POL:GM-INT-L
33.0034		Ma	This study	DSDP Site 522	33-2-026	GM-PMAG-POL:GM-INT-L
33.0085		Ma	This study	DSDP Site 522	33-2-031	GM-PMAG-POL:GM-INT-L
33.0137		Ma	This study	DSDP Site 522	33-2-036	GM-PMAG-POL:GM-INT-L
33.0158		Ma	This study	DSDP Site 522	33-2-038	GM-PMAG-POL:GM-INT-L
33.0231		Ma	This study	DSDP Site 522	33-2-045	GM-PMAG-POL:GM-INT-L
33.0282		Ma	This study	DSDP Site 522	33-2-050	GM-PMAG-POL:GM-INT-L
33.0324		Ma	This study	DSDP Site 522	33-2-054	GM-PMAG-POL:GM-INT-L
33.0355		Ma	This study	DSDP Site 522	33-2-057	GM-PMAG-POL:GM-INT-L
33.0376		Ma	This study	DSDP Site 522	33-2-059	GM-PMAG-POL:GM-INT-L
33.0427		Ma	This study	DSDP Site 522	33-2-064	GM-PMAG-POL:GM-INT-L
33.0459		Ma	This study	DSDP Site 522	33-2-067	GM-PMAG-POL:GM-INT-L
33.05		Ma	This study	DSDP Site 522	33-2-071	GM-PMAG-POL:GM-INT-L
33.0555		Ma	This study	DSDP Site 522	33-2-077	GM-PMAG-POL:GM-INT-L
33.0601		Ma	This study	DSDP Site 522	33-2-082	GM-PMAG-POL:GM-INT-L
33.0638		Ma	This study	DSDP Site 522	33-2-086	GM-PMAG-POL:GM-INT-L
33.0684		Ma	This study	DSDP Site 522	33-2-091	GM-PMAG-POL:GM-INT-L
33.0712		Ma	This study	DSDP Site 522	33-2-094	GM-PMAG-POL:GM-INT-L
33.0804		Ma	This study	DSDP Site 522	33-2-104	GM-PMAG-POL:GM-INT-L
33.0841		Ma	This study	DSDP Site 522	33-2-108	GM-PMAG-POL:GM-INT-L
33.0878		Ma	This study	DSDP Site 522	33-2-112	GM-PMAG-POL:GM-INT-L
33.0915		Ma	This study	DSDP Site 522	33-2-117	GM-PMAG-POL:GM-INT-L
33.0952		Ma	This study	DSDP Site 522	33-2-120	GM-PMAG-POL:GM-INT-L
33.0989		Ma	This study	DSDP Site 522	33-2-124	GM-PMAG-POL:GM-INT-L
33.1026		Ma	This study	DSDP Site 522	33-2-128	GM-PMAG-POL:GM-INT-L
33.1053		Ma	This study	DSDP Site 522	33-2-131	GM-PMAG-POL:GM-INT-L
33.1099		Ma	This study	DSDP Site 522	33-2-136	GM-PMAG-POL:GM-INT-L
33.1145		Ma	This study	DSDP Site 522	33-2-141	GM-PMAG-POL:GM-INT-L
33.1182		Ma	This study	DSDP Site 522	33-2-145	GM-PMAG-POL:GM-INT-L
33.1219		Ma	This study	DSDP Site 522	33-2-149	GM-PMAG-POL:GM-INT-L
33.1247		Ma	This study	DSDP Site 522	33-3-002	GM-PMAG-POL:GM-INT-L
33.1274		Ma	This study	DSDP Site 522	33-3-005	GM-PMAG-POL:GM-INT-L
33.133		Ma	This study	DSDP Site 522	33-3-011	GM-PMAG-POL:GM-INT-L
33.1367		Ma	This study	DSDP Site 522	33-3-015	GM-PMAG-POL:GM-INT-L
33.2003		Ma	This study	DSDP Site 522	34-1-034	GM-PMAG-POL:GM-INT-L
33.203		Ma	This study	DSDP Site 522	34-1-037	GM-PMAG-POL:GM-INT-L
33.2067		Ma	This study	DSDP Site 522	34-1-041	GM-PMAG-POL:GM-INT-L
33.2095		Ma	This study	DSDP Site 522	34-1-044	GM-PMAG-POL:GM-INT-L
33.2141		Ma	This study	DSDP Site 522	34-1-049	GM-PMAG-POL:GM-INT-L
33.2169		Ma	This study	DSDP Site 522	34-1-052	GM-PMAG-POL:GM-INT-L
33.2196		Ma	This study	DSDP Site 522	34-1-055	GM-PMAG-POL:GM-INT-L
33.2233		Ma	This study	DSDP Site 522	34-1-059	GM-PMAG-POL:GM-INT-L
33.2279		Ma	This study	DSDP Site 522	34-1-064	GM-PMAG-POL:GM-INT-L
33.2316		Ma	This study	DSDP Site 522	34-1-068	GM-PMAG-POL:GM-INT-L
33.2409		Ma	This study	DSDP Site 522	34-1-078	GM-PMAG-POL:GM-INT-L
33.2445		Ma	This study	DSDP Site 522	34-1-082	GM-PMAG-POL:GM-INT-L
33.2473		Ma	This study	DSDP Site 522	34-1-085	GM-PMAG-POL:GM-INT-L
33.2501		Ma	This study	DSDP Site 522	34-1-088	GM-PMAG-POL:GM-INT-L
33.2528		Ma	This study	DSDP Site 522	34-1-091	GM-PMAG-POL:GM-INT-L
33.2556		Ma	This study	DSDP Site 522	34-1-094	GM-PMAG-POL:GM-INT-L
33.2621		Ma	This study	DSDP Site 522	34-1-101	GM-PMAG-POL:GM-INT-L
33.2648		Ma	This study	DSDP Site 522	34-1-104	GM-PMAG-POL:GM-INT-L
33.2676		Ma	This study	DSDP Site 522	34-1-107	GM-PMAG-POL:GM-INT-L
33.275		Ma	This study	DSDP Site 522	34-1-115	GM-PMAG-POL:GM-INT-L
33.2777		Ma	This study	DSDP Site 522	34-1-118	GM-PMAG-POL:GM-INT-L
33.2805		Ma	This study	DSDP Site 522	34-1-121	GM-PMAG-POL:GM-INT-L
33.2842		Ma	This study	DSDP Site 522	34-1-125	GM-PMAG-POL:GM-INT-L
33.2869		Ma	This study	DSDP Site 522	34-1-128	GM-PMAG-POL:GM-INT-L
33.2897		Ma	This study	DSDP Site 522	34-1-131	GM-PMAG-POL:GM-INT-L
33.2943		Ma	This study	DSDP Site 522	34-1-136	GM-PMAG-POL:GM-INT-L
33.2971		Ma	This study	DSDP Site 522	34-1-139	GM-PMAG-POL:GM-INT-L
33.2989		Ma	This study	DSDP Site 522	34-1-141	GM-PMAG-POL:GM-INT-L
33.3026		Ma	This study	DSDP Site 522	34-1-145	GM-PMAG-POL:GM-INT-L
33.3054		Ma	This study	DSDP Site 522	34-1-148	GM-PMAG-POL:GM-INT-L
33.3155		Ma	This study	DSDP Site 522	34-2-009	GM-PMAG-POL:GM-INT-L
33.3183		Ma	This study	DSDP Site 522	34-2-012	GM-PMAG-POL:GM-INT-L
33.3201		Ma	This study	DSDP Site 522	34-2-014	GM-PMAG-POL:GM-INT-L
33.3248		Ma	This study	DSDP Site 522	34-2-019	GM-PMAG-POL:GM-INT-L
33.3284		Ma	This study	DSDP Site 522	34-2-023	GM-PMAG-POL:GM-INT-L
33.3312		Ma	This study	DSDP Site 522	34-2-026	GM-PMAG-POL:GM-INT-L
33.334		Ma	This study	DSDP Site 522	34-2-029	GM-PMAG-POL:GM-INT-L
33.3377		Ma	This study	DSDP Site 522	34-2-033	GM-PMAG-POL:GM-INT-L
33.3413		Ma	This study	DSDP Site 522	34-2-037	GM-PMAG-POL:GM-INT-L
33.3432		Ma	This study	DSDP Site 522	34-2-039	GM-PMAG-POL:GM-INT-L
33.345		Ma	This study	DSDP Site 522	34-2-041	GM-PMAG-POL:GM-INT-L
33.3478		Ma	This study	DSDP Site 522	34-2-044	GM-PMAG-POL:GM-INT-L
33.3506		Ma	This study	DSDP Site 522	34-2-047	GM-PMAG-POL:GM-INT-L
33.3543		Ma	This study	DSDP Site 522	34-2-051	GM-PMAG-POL:GM-INT-L
33.357		Ma	This study	DSDP Site 522	34-2-054	GM-PMAG-POL:GM-INT-L
33.3607		Ma	This study	DSDP Site 522	34-2-058	GM-PMAG-POL:GM-INT-L
33.3635		Ma	This study	DSDP Site 522	34-2-061	GM-PMAG-POL:GM-INT-L
33.3662		Ma	This study	DSDP Site 522	34-2-064	GM-PMAG-POL:GM-INT-L
33.3699		Ma	This study	DSDP Site 522	34-2-068	GM-PMAG-POL:GM-INT-L
33.3736		Ma	This study	DSDP Site 522	34-2-072	GM-PMAG-POL:GM-INT-L
33.3819		Ma	This study	DSDP Site 522	34-2-081	GM-PMAG-POL:GM-INT-L
33.3847		Ma	This study	DSDP Site 522	34-2-084	GM-PMAG-POL:GM-INT-L
33.3874		Ma	This study	DSDP Site 522	34-2-087	GM-PMAG-POL:GM-INT-L
33.3902		Ma	This study	DSDP Site 522	34-2-090	GM-PMAG-POL:GM-INT-L
33.393		Ma	This study	DSDP Site 522	34-2-093	GM-PMAG-POL:GM-INT-L
33.3957		Ma	This study	DSDP Site 522	34-2-096	GM-PMAG-POL:GM-INT-L
33.3985		Ma	This study	DSDP Site 522	34-2-099	GM-PMAG-POL:GM-INT-L
33.4013		Ma	This study	DSDP Site 522	34-2-102	GM-PMAG-POL:GM-INT-L
33.404		Ma	This study	DSDP Site 522	34-2-105	GM-PMAG-POL:GM-INT-L
33.4068		Ma	This study	DSDP Site 522	34-2-108	GM-PMAG-POL:GM-INT-L
33.4096		Ma	This study	DSDP Site 522	34-2-111	GM-PMAG-POL:GM-INT-L
33.4123		Ma	This study	DSDP Site 522	34-2-114	GM-PMAG-POL:GM-INT-L
33.4151		Ma	This study	DSDP Site 522	34-2-117	GM-PMAG-POL:GM-INT-L
33.4179		Ma	This study	DSDP Site 522	34-2-120	GM-PMAG-POL:GM-INT-L
33.4206		Ma	This study	DSDP Site 522	34-2-123	GM-PMAG-POL:GM-INT-L
33.4234		Ma	This study	DSDP Site 522	34-2-126	GM-PMAG-POL:GM-INT-L
33.4262		Ma	This study	DSDP Site 522	34-2-129	GM-PMAG-POL:GM-INT-L
33.4289		Ma	This study	DSDP Site 522	34-2-132	GM-PMAG-POL:GM-INT-L
33.4317		Ma	This study	DSDP Site 522	34-2-135	GM-PMAG-POL:GM-INT-L
33.4345		Ma	This study	DSDP Site 522	34-2-138	GM-PMAG-POL:GM-INT-L
33.4382		Ma	This study	DSDP Site 522	34-2-142	GM-PMAG-POL:GM-INT-L
33.4409		Ma	This study	DSDP Site 522	34-2-145	GM-PMAG-POL:GM-INT-L
33.4446		Ma	This study	DSDP Site 522	34-2-149	GM-PMAG-POL:GM-INT-L
33.4511		Ma	This study	DSDP Site 522	34-3-006	GM-PMAG-POL:GM-INT-L
33.4538		Ma	This study	DSDP Site 522	34-3-009	GM-PMAG-POL:GM-INT-L
33.4566		Ma	This study	DSDP Site 522	34-3-012	GM-PMAG-POL:GM-INT-L
33.4594		Ma	This study	DSDP Site 522	34-3-015	GM-PMAG-POL:GM-INT-L
33.4621		Ma	This study	DSDP Site 522	34-3-018	GM-PMAG-POL:GM-INT-L
33.4658		Ma	This study	DSDP Site 522	34-3-022	GM-PMAG-POL:GM-INT-L
33.4686		Ma	This study	DSDP Site 522	34-3-025	GM-PMAG-POL:GM-INT-L
33.4713		Ma	This study	DSDP Site 522	34-3-028	GM-PMAG-POL:GM-INT-L
33.475		Ma	This study	DSDP Site 522	34-3-032	GM-PMAG-POL:GM-INT-L
33.4778		Ma	This study	DSDP Site 522	34-3-035	GM-PMAG-POL:GM-INT-L
33.4806		Ma	This study	DSDP Site 522	34-3-038	GM-PMAG-POL:GM-INT-L
33.4824		Ma	This study	DSDP Site 522	34-3-040	GM-PMAG-POL:GM-INT-L
33.4861		Ma	This study	DSDP Site 522	34-3-044	GM-PMAG-POL:GM-INT-L
33.4889		Ma	This study	DSDP Site 522	34-3-047	GM-PMAG-POL:GM-INT-L
33.4926		Ma	This study	DSDP Site 522	34-3-051	GM-PMAG-POL:GM-INT-L
33.4944		Ma	This study	DSDP Site 522	34-3-053	GM-PMAG-POL:GM-INT-L
33.4972		Ma	This study	DSDP Site 522	34-3-056	GM-PMAG-POL:GM-INT-L
33.4999		Ma	This study	DSDP Site 522	34-3-059	GM-PMAG-POL:GM-INT-L
33.5027		Ma	This study	DSDP Site 522	34-3-062	GM-PMAG-POL:GM-INT-L
33.5055		Ma	This study	DSDP Site 522	34-3-065	GM-PMAG-POL:GM-INT-L
33.5082		Ma	This study	DSDP Site 522	34-3-068	GM-PMAG-POL:GM-INT-L
33.511		Ma	This study	DSDP Site 522	34-3-071	GM-PMAG-POL:GM-INT-L
33.5165		Ma	This study	DSDP Site 522	34-3-077	GM-PMAG-POL:GM-INT-L
33.523		Ma	This study	DSDP Site 522	34-3-084	GM-PMAG-POL:GM-INT-L
33.5257		Ma	This study	DSDP Site 522	34-3-087	GM-PMAG-POL:GM-INT-L
33.5285		Ma	This study	DSDP Site 522	34-3-090	GM-PMAG-POL:GM-INT-L
33.5331		Ma	This study	DSDP Site 522	34-3-095	GM-PMAG-POL:GM-INT-L
33.57		Ma	This study	DSDP Site 522	35-1-035	GM-PMAG-POL:GM-INT-L
33.5727		Ma	This study	DSDP Site 522	35-1-038	GM-PMAG-POL:GM-INT-L
33.5772		Ma	This study	DSDP Site 522	35-1-043	GM-PMAG-POL:GM-INT-L
33.5807		Ma	This study	DSDP Site 522	35-1-047	GM-PMAG-POL:GM-INT-L
33.5834		Ma	This study	DSDP Site 522	35-1-050	GM-PMAG-POL:GM-INT-L
33.5861		Ma	This study	DSDP Site 522	35-1-053	GM-PMAG-POL:GM-INT-L
33.5888		Ma	This study	DSDP Site 522	35-1-056	GM-PMAG-POL:GM-INT-L
33.5924		Ma	This study	DSDP Site 522	35-1-060	GM-PMAG-POL:GM-INT-L
33.595		Ma	This study	DSDP Site 522	35-1-063	GM-PMAG-POL:GM-INT-L
33.5977		Ma	This study	DSDP Site 522	35-1-066	GM-PMAG-POL:GM-INT-L
33.6004		Ma	This study	DSDP Site 522	35-1-069	GM-PMAG-POL:GM-INT-L
33.604		Ma	This study	DSDP Site 522	35-1-073	GM-PMAG-POL:GM-INT-L
33.6076		Ma	This study	DSDP Site 522	35-1-077	GM-PMAG-POL:GM-INT-L
33.6094		Ma	This study	DSDP Site 522	35-1-079	GM-PMAG-POL:GM-INT-L
33.612		Ma	This study	DSDP Site 522	35-1-082	GM-PMAG-POL:GM-INT-L
33.6156		Ma	This study	DSDP Site 522	35-1-086	GM-PMAG-POL:GM-INT-L
33.6183		Ma	This study	DSDP Site 522	35-1-089	GM-PMAG-POL:GM-INT-L
33.621		Ma	This study	DSDP Site 522	35-1-092	GM-PMAG-POL:GM-INT-L
33.6237		Ma	This study	DSDP Site 522	35-1-095	GM-PMAG-POL:GM-INT-L
33.6272		Ma	This study	DSDP Site 522	35-1-099	GM-PMAG-POL:GM-INT-L
33.6308		Ma	This study	DSDP Site 522	35-1-103	GM-PMAG-POL:GM-INT-L
33.6335		Ma	This study	DSDP Site 522	35-1-106	GM-PMAG-POL:GM-INT-L
33.6362		Ma	This study	DSDP Site 522	35-1-109	GM-PMAG-POL:GM-INT-L
33.6389		Ma	This study	DSDP Site 522	35-1-112	GM-PMAG-POL:GM-INT-L
33.6425		Ma	This study	DSDP Site 522	35-1-116	GM-PMAG-POL:GM-INT-L
33.6451		Ma	This study	DSDP Site 522	35-1-119	GM-PMAG-POL:GM-INT-L
33.6487		Ma	This study	DSDP Site 522	35-1-123	GM-PMAG-POL:GM-INT-L
33.6523		Ma	This study	DSDP Site 522	35-1-127	GM-PMAG-POL:GM-INT-L
33.655		Ma	This study	DSDP Site 522	35-1-130	GM-PMAG-POL:GM-INT-L
33.6577		Ma	This study	DSDP Site 522	35-1-133	GM-PMAG-POL:GM-INT-L
33.6603		Ma	This study	DSDP Site 522	35-1-136	GM-PMAG-POL:GM-INT-L
33.663		Ma	This study	DSDP Site 522	35-1-139	GM-PMAG-POL:GM-INT-L
33.6657		Ma	This study	DSDP Site 522	35-1-142	GM-PMAG-POL:GM-INT-L
33.6684		Ma	This study	DSDP Site 522	35-1-145	GM-PMAG-POL:GM-INT-L
33.6711		Ma	This study	DSDP Site 522	35-1-148	GM-PMAG-POL:GM-INT-L
33.6773		Ma	This study	DSDP Site 522	35-2-005	GM-PMAG-POL:GM-INT-L
33.6809		Ma	This study	DSDP Site 522	35-2-009	GM-PMAG-POL:GM-INT-L
33.6845		Ma	This study	DSDP Site 522	35-2-013	GM-PMAG-POL:GM-INT-L
33.6863		Ma	This study	DSDP Site 522	35-2-015	GM-PMAG-POL:GM-INT-L
33.689		Ma	This study	DSDP Site 522	35-2-018	GM-PMAG-POL:GM-INT-L
33.6934		Ma	This study	DSDP Site 522	35-2-023	GM-PMAG-POL:GM-INT-L
33.6961		Ma	This study	DSDP Site 522	35-2-026	GM-PMAG-POL:GM-INT-L
33.7006		Ma	This study	DSDP Site 522	35-2-031	GM-PMAG-POL:GM-INT-L
33.7042		Ma	This study	DSDP Site 522	35-2-035	GM-PMAG-POL:GM-INT-L
33.7069		Ma	This study	DSDP Site 522	35-2-038	GM-PMAG-POL:GM-INT-L
33.7095		Ma	This study	DSDP Site 522	35-2-041	GM-PMAG-POL:GM-INT-L
33.7122		Ma	This study	DSDP Site 522	35-2-044	GM-PMAG-POL:GM-INT-L
33.7158		Ma	This study	DSDP Site 522	35-2-048	GM-PMAG-POL:GM-INT-L
33.7185		Ma	This study	DSDP Site 522	35-2-051	GM-PMAG-POL:GM-INT-L
33.7212		Ma	This study	DSDP Site 522	35-2-054	GM-PMAG-POL:GM-INT-L
33.7238		Ma	This study	DSDP Site 522	35-2-057	GM-PMAG-POL:GM-INT-L
33.7265		Ma	This study	DSDP Site 522	35-2-060	GM-PMAG-POL:GM-INT-L
33.7292		Ma	This study	DSDP Site 522	35-2-063	GM-PMAG-POL:GM-INT-L
33.7319		Ma	This study	DSDP Site 522	35-2-066	GM-PMAG-POL:GM-INT-L
33.7346		Ma	This study	DSDP Site 522	35-2-069	GM-PMAG-POL:GM-INT-L
33.7382		Ma	This study	DSDP Site 522	35-2-073	GM-PMAG-POL:GM-INT-L
33.7417		Ma	This study	DSDP Site 522	35-2-077	GM-PMAG-POL:GM-INT-L
33.7444		Ma	This study	DSDP Site 522	35-2-080	GM-PMAG-POL:GM-INT-L
33.7471		Ma	This study	DSDP Site 522	35-2-083	GM-PMAG-POL:GM-INT-L
33.7498		Ma	This study	DSDP Site 522	35-2-086	GM-PMAG-POL:GM-INT-L
33.7525		Ma	This study	DSDP Site 522	35-2-089	GM-PMAG-POL:GM-INT-L
33.7552		Ma	This study	DSDP Site 522	35-2-092	GM-PMAG-POL:GM-INT-L
33.7578		Ma	This study	DSDP Site 522	35-2-095	GM-PMAG-POL:GM-INT-L
33.7614		Ma	This study	DSDP Site 522	35-2-099	GM-PMAG-POL:GM-INT-L
33.7641		Ma	This study	DSDP Site 522	35-2-102	GM-PMAG-POL:GM-INT-L
33.782		Ma	This study	DSDP Site 522	36-1-022	GM-PMAG-POL:GM-INT-L
33.7847		Ma	This study	DSDP Site 522	36-1-025	GM-PMAG-POL:GM-INT-L
33.7874		Ma	This study	DSDP Site 522	36-1-028	GM-PMAG-POL:GM-INT-L
33.79		Ma	This study	DSDP Site 522	36-1-031	GM-PMAG-POL:GM-INT-L
33.7927		Ma	This study	DSDP Site 522	36-1-034	GM-PMAG-POL:GM-INT-L
33.7963		Ma	This study	DSDP Site 522	36-1-038	GM-PMAG-POL:GM-INT-L
33.799		Ma	This study	DSDP Site 522	36-1-041	GM-PMAG-POL:GM-INT-L
33.8017		Ma	This study	DSDP Site 522	36-1-044	GM-PMAG-POL:GM-INT-L
33.8044		Ma	This study	DSDP Site 522	36-1-047	GM-PMAG-POL:GM-INT-L
33.807		Ma	This study	DSDP Site 522	36-1-050	GM-PMAG-POL:GM-INT-L
33.8097		Ma	This study	DSDP Site 522	36-1-053	GM-PMAG-POL:GM-INT-L
33.8124		Ma	This study	DSDP Site 522	36-1-056	GM-PMAG-POL:GM-INT-L
33.8142		Ma	This study	DSDP Site 522	36-1-058	GM-PMAG-POL:GM-INT-L
33.8178		Ma	This study	DSDP Site 522	36-1-062	GM-PMAG-POL:GM-INT-L
33.8204		Ma	This study	DSDP Site 522	36-1-065	GM-PMAG-POL:GM-INT-L
33.8231		Ma	This study	DSDP Site 522	36-1-068	GM-PMAG-POL:GM-INT-L
33.8267		Ma	This study	DSDP Site 522	36-1-072	GM-PMAG-POL:GM-INT-L
33.8294		Ma	This study	DSDP Site 522	36-1-075	GM-PMAG-POL:GM-INT-L
33.8321		Ma	This study	DSDP Site 522	36-1-078	GM-PMAG-POL:GM-INT-L
33.8348		Ma	This study	DSDP Site 522	36-1-081	GM-PMAG-POL:GM-INT-L
33.8374		Ma	This study	DSDP Site 522	36-1-084	GM-PMAG-POL:GM-INT-L
33.8401		Ma	This study	DSDP Site 522	36-1-087	GM-PMAG-POL:GM-INT-L
33.8455		Ma	This study	DSDP Site 522	36-1-093	GM-PMAG-POL:GM-INT-L
33.8482		Ma	This study	DSDP Site 522	36-1-096	GM-PMAG-POL:GM-INT-L
33.8518		Ma	This study	DSDP Site 522	36-1-100	GM-PMAG-POL:GM-INT-L
33.8544		Ma	This study	DSDP Site 522	36-1-103	GM-PMAG-POL:GM-INT-L
33.8571		Ma	This study	DSDP Site 522	36-1-106	GM-PMAG-POL:GM-INT-L
33.8598		Ma	This study	DSDP Site 522	36-1-109	GM-PMAG-POL:GM-INT-L
33.8625		Ma	This study	DSDP Site 522	36-1-112	GM-PMAG-POL:GM-INT-L
33.8652		Ma	This study	DSDP Site 522	36-1-115	GM-PMAG-POL:GM-INT-L
33.8679		Ma	This study	DSDP Site 522	36-1-118	GM-PMAG-POL:GM-INT-L
33.8705		Ma	This study	DSDP Site 522	36-1-121	GM-PMAG-POL:GM-INT-L
33.8732		Ma	This study	DSDP Site 522	36-1-124	GM-PMAG-POL:GM-INT-L
33.8759		Ma	This study	DSDP Site 522	36-1-127	GM-PMAG-POL:GM-INT-L
33.8795		Ma	This study	DSDP Site 522	36-1-131	GM-PMAG-POL:GM-INT-L
33.8822		Ma	This study	DSDP Site 522	36-1-134	GM-PMAG-POL:GM-INT-L
33.8849		Ma	This study	DSDP Site 522	36-1-137	GM-PMAG-POL:GM-INT-L
33.8875		Ma	This study	DSDP Site 522	36-1-140	GM-PMAG-POL:GM-INT-L
33.8902		Ma	This study	DSDP Site 522	36-1-143	GM-PMAG-POL:GM-INT-L
33.8929		Ma	This study	DSDP Site 522	36-1-146	GM-PMAG-POL:GM-INT-L
33.8956		Ma	This study	DSDP Site 522	36-1-149	GM-PMAG-POL:GM-INT-L
33.9036		Ma	This study	DSDP Site 522	36-2-008	GM-PMAG-POL:GM-INT-L
33.9054		Ma	This study	DSDP Site 522	36-2-010	GM-PMAG-POL:GM-INT-L
33.9081		Ma	This study	DSDP Site 522	36-2-013	GM-PMAG-POL:GM-INT-L
33.9108		Ma	This study	DSDP Site 522	36-2-016	GM-PMAG-POL:GM-INT-L
33.9144		Ma	This study	DSDP Site 522	36-2-020	GM-PMAG-POL:GM-INT-L
33.9171		Ma	This study	DSDP Site 522	36-2-023	GM-PMAG-POL:GM-INT-L
33.9188		Ma	This study	DSDP Site 522	36-2-025	GM-PMAG-POL:GM-INT-L
33.9215		Ma	This study	DSDP Site 522	36-2-028	GM-PMAG-POL:GM-INT-L
33.9242		Ma	This study	DSDP Site 522	36-2-031	GM-PMAG-POL:GM-INT-L
33.9269		Ma	This study	DSDP Site 522	36-2-034	GM-PMAG-POL:GM-INT-L
33.9305		Ma	This study	DSDP Site 522	36-2-038	GM-PMAG-POL:GM-INT-L
33.9332		Ma	This study	DSDP Site 522	36-2-041	GM-PMAG-POL:GM-INT-L
33.9376		Ma	This study	DSDP Site 522	36-2-046	GM-PMAG-POL:GM-INT-L
33.9403		Ma	This study	DSDP Site 522	36-2-049	GM-PMAG-POL:GM-INT-L
33.9439		Ma	This study	DSDP Site 522	36-2-053	GM-PMAG-POL:GM-INT-L
33.9466		Ma	This study	DSDP Site 522	36-2-056	GM-PMAG-POL:GM-INT-L
33.9501		Ma	This study	DSDP Site 522	36-2-060	GM-PMAG-POL:GM-INT-L
33.9528		Ma	This study	DSDP Site 522	36-2-063	GM-PMAG-POL:GM-INT-L
33.9564		Ma	This study	DSDP Site 522	36-2-067	GM-PMAG-POL:GM-INT-L
33.9591		Ma	This study	DSDP Site 522	36-2-070	GM-PMAG-POL:GM-INT-L
33.9618		Ma	This study	DSDP Site 522	36-2-073	GM-PMAG-POL:GM-INT-L
33.9645		Ma	This study	DSDP Site 522	36-2-076	GM-PMAG-POL:GM-INT-L
33.9671		Ma	This study	DSDP Site 522	36-2-079	GM-PMAG-POL:GM-INT-L
33.9698		Ma	This study	DSDP Site 522	36-2-082	GM-PMAG-POL:GM-INT-L
33.9734		Ma	This study	DSDP Site 522	36-2-086	GM-PMAG-POL:GM-INT-L
33.9752		Ma	This study	DSDP Site 522	36-2-088	GM-PMAG-POL:GM-INT-L
33.9788		Ma	This study	DSDP Site 522	36-2-092	GM-PMAG-POL:GM-INT-L
33.9815		Ma	This study	DSDP Site 522	36-2-095	GM-PMAG-POL:GM-INT-L
33.985		Ma	This study	DSDP Site 522	36-2-099	GM-PMAG-POL:GM-INT-L
33.9886		Ma	This study	DSDP Site 522	36-2-103	GM-PMAG-POL:GM-INT-L
