64.2 65.9 340 40
122.5 82.3 340 40
104.9 80.3 340 40
52.8 67.1 340 40
340.0 47.0 340 40
288.6 86.7 340 40
25.6 59.3 340 40
31.3 45.9 340 40
292.8 72.4 340 40
100.8 69.6 340 40
87.5 68.5 340 40
353.6 50.7 340 40
351.5 66.5 340 40
53.2 82.7 340 40
357.7 46.1 340 40
33.9 64.9 340 40
124.7 59.2 340 40
72.2 71.3 340 40
88.4 56.4 340 40
27.3 31.3 340 40
148.3 -88.4 340 40
166.1 -48.7 340 40
250.9 -84.8 340 40
203.6 -74.7 340 40
180.4 -64.5 340 40
244.4 -58.9 340 40
194.7 -31.2 340 40
176.3 -62.1 340 40
274.3 -85.7 340 40
198.1 -62.6 340 40
200.4 -62.5 340 40
203.4 -64.1 340 40
233.9 -81.5 340 40
199.3 -76.4 340 40
294.4 -76.9 340 40
221.0 -53.8 340 40
283.0 -71.9 340 40
174.2 -66.5 340 40
288.7 -74.9 340 40
225.3 -71.7 340 40
