age	age_pm	age_high	age_low	site_lat	site_lon	model_lat	model_lon	plate	nn	k	dec	inc	model_vgp_lat	model_vgp_lon	site	site_ID	location	psv10_location	reference	magic_method_code
3.19E+00	3.00E-02	999	999	21.57	201.73	20.64660388	203.602492	PA	9	1165	3.8	37.5	86.4	287.4	KA02	905	Hawaii	"Hawaii, USA"	Laj99	GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.62980653	203.6364258	PA	5	231	342.1	5.9	65.1	70.5	KA03	906	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.63096497	203.6340856	PA	7	250	356.7	1.9	70	33.2	KA04	907	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.63212341	203.6317455	PA	5	398	34.7	-25.9	41.6	335.8	KA05	908	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.6344403	203.6270651	PA	8	81	7.9	13.7	74.3	353.3	KA06	909	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.63270263	203.6305754	PA	4	160	11.5	-13.6	60.2	0.1	KA06bis	910	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.63588835	203.6241399	PA	5	126	10.8	11.3	71.7	347.1	KA07	911	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.63704679	203.6217996	PA	4	137	12.8	7.4	69	345.5	KA08	912	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.63878444	203.6182892	PA	9	332	8.9	5.7	70.2	356.4	KA09	913	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.6405221	203.6147788	PA	8	639	10.4	12.2	72.3	347.3	KA10	914	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.64168054	203.6124385	PA	13	187	356.5	14.2	76.1	38.2	KA10a	915	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.64254936	203.6106833	PA	7	115	359.8	14.1	76.5	24.4	KA11	916	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.64341819	203.608928	PA	7	200	359.7	14.5	76.7	24.8	KA12	917	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.6439974	203.6077579	PA	7	64	355.4	26.8	82.2	58.3	KA13	918	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.64457662	203.6065877	PA	5	136	355.8	19	78.4	44.5	KA14	919	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.64486623	203.6060026	PA	7	203	357.6	29.2	84.5	48.2	KA15	920	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.64573505	203.6042473	PA	7	92	1.3	29.9	85.2	8.4	KA16	921	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.64660388	203.602492	PA	9	97	349.4	33.2	79.7	101	KA17	922	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.6474727	203.6007367	PA	7	95	8.4	20	76.9	344.3	KA18	923	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.64834152	203.5989814	PA	7	858	12.6	19.1	73.7	333.5	KA19	924	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.64949995	203.596641	PA	5	88	12.2	18.7	73.9	335	KA20	925	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.64949995	203.596641	PA	7	86	15.3	23.3	73	321.3	KA21	926	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.65065838	203.5943005	PA	8	175	6.2	18.3	77.2	354.7	KA22	927	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.65181681	203.5919601	PA	4	183	5.9	17.7	77.1	356.6	KA23	928	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.65326484	203.5890345	PA	6	88	0.1	30	85.4	22.3	KA25	929	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.65442327	203.586694	PA	7	158	359.8	45.5	83.7	201.9	KA26	930	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.65558169	203.5843534	PA	9	60	357.9	36.5	88	103.3	KA28	931	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.65645051	203.582598	PA	6	140	349.4	37	80.1	115.3	KA29	932	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.65731933	203.5808426	PA	6	50	358.5	39.8	87.6	168.2	KA30	933	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.65789854	203.5796723	PA	5	194	3.1	34.2	86.5	326.2	KA31	934	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.65876736	203.5779169	PA	6	93	0.7	46.6	82.8	208.5	KA32	935	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.65963617	203.5761615	PA	6	103	359	30.9	85.9	37	KA33	936	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66021539	203.5749912	PA	8	307	2	38.9	87.7	258.3	KA34	937	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66166341	203.5720654	PA	5	363	2.8	21.2	79.9	7.6	KA36	938	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66224262	203.5708951	PA	5	292	359.9	28.2	84.3	24.5	KA37	939	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66311143	203.5691396	PA	5	92	0.7	32.9	87.2	9.9	KA38	940	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66369064	203.5679692	PA	5	680	1	27.7	84	14.3	KA39	941	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66455946	203.5662137	PA	5	168	4.6	22.3	79.9	356.9	KA40	942	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66513867	203.5650434	PA	6	101	0.4	25.9	83	20.4	KA41	943	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66571787	203.5638731	PA	7	293	1.8	22	80.6	12.7	KA42	944	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66658669	203.5621175	PA	7	109	5.1	21.7	79.4	355.3	KA43	945	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.6674555	203.560362	PA	6	672	359.1	24.2	81.9	29.8	KA44	946	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.6680347	203.5591916	PA	7	304	358.6	26.9	83.4	35.5	KA45	947	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66890351	203.5574361	PA	5	207	357.3	27.4	83.3	46.7	KA46	948	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.66948272	203.5562657	PA	6	81	11.4	36	79.3	295.3	KA47	949	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.16E+00	3.00E-02	999	999	21.57	201.73	20.65529209	203.5849386	PA	8	91	11	40	79.6	279.9	KA48	950	Hawaii	"Hawaii, USA"	Laj99	GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.10E+00	999	3.20E+00	3.00E+00	21.57	201.73	20.62575196	203.6446161	PA	6	97	353.5	19.3	77.6	54.7	KA51	951	Hawaii	"Hawaii, USA"	Laj99	GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
1.02E-02	4.00E-05	999	999	19.7186	204.8536	19.71564547	204.8595438	PA	6	83.4	334.6	39.2	66.2	125.3	CA	2258	Hawaii	"Hawaii, USA"	Valet98	GM-C14:LP-DC5:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ:SM-WF
3.35E-03	3.00E-05	999	999	19.69	204.864	19.68902964	204.8659521	PA	10	56.8	355.2	40.6	84.3	153.9	HI 1-8 AND 19-26	2259	Hawaii	"Hawaii, USA"	Valet98	GM-C14:LP-DC5:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ:SM-WF
2.81E-02	3.30E-04	999	999	19.7122	204.8666	19.70404898	204.8829969	PA	5	58.5	339.1	26.5	69.2	102.2	HI 9-18	2260	Hawaii	"Hawaii, USA"	Valet98	GM-C14:LP-DC5:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ:SM-WF
1.09E-02	3.00E-05	999	999	19.087	204.447	19.08384562	204.4533537	PA	6	414	343.8	30.2	74.3	106.5	HO	2261	Hawaii	"Hawaii, USA"	Valet98	GM-C14:LP-DC5:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ:SM-WF
8.36E-03	999	999	999	19.6819	204.8941	19.67947845	204.898971	PA	5	247	355.8	25.6	82.6	58.5	KU	2262	Hawaii	"Hawaii, USA"	Valet98	GM-C14:LP-DC5:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ:SM-WF
1.64E-02	8.00E-05	999	999	18.978	204.394	18.97325252	204.4035641	PA	7	112	18.8	44.7	71.2	268	NA	2263	Hawaii	"Hawaii, USA"	Valet98	GM-C14:LP-DC5:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ:SM-WF
1.41E-02	999	999	999	19.714	204.873	19.70990711	204.8812334	PA	6	234	340.5	30.9	71.2	108.7	PI	2264	Hawaii	"Hawaii, USA"	Valet98	GM-C14:LP-DC5:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ:SM-WF
4.12E-03	999	999	999	19.6734	204.8582	19.6722066	204.8606008	PA	6	115	348.1	40.2	78.5	133.2	WI	2265	Hawaii	"Hawaii, USA"	Valet98	GM-C14:LP-DC5:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ:SM-WF
