tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	318	U1359C		318-U1359C-001H_4A-1.4	318-U1359C-001H_4A-1.4	FS-C-DRILL-IODP:SO-V	0			Sedimentary	5.9	5.9		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.1	318-U1359C-001H_5A-0.1	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.1	6.1		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.15	318-U1359C-001H_5A-0.15	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.15	6.15		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.2	318-U1359C-001H_5A-0.2	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.2	6.2		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.25	318-U1359C-001H_5A-0.25	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.25	6.25		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.3	318-U1359C-001H_5A-0.3	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.3	6.3		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.35	318-U1359C-001H_5A-0.35	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.35	6.35		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.4	318-U1359C-001H_5A-0.4	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.4	6.4		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.45	318-U1359C-001H_5A-0.45	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.45	6.45		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.5	318-U1359C-001H_5A-0.5	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.5	6.5		0	-64.8541	Not Specified	143.9604	Sediment Layer
