tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.3	121.1		g	-59.5	2.277e-05	8	u	2.730e+02	1.800e-01	5.000e-05	90.0	-45.0	2.730e+02
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.3	118.1		g	-53.8	6.082e-06	9	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.4	258.1		g	-60.6	2.706e-05	10	u	2.730e+02	1.800e-01	5.000e-05	270.0	-45.0	2.730e+02
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.4	211.0		g	-79.1	8.632e-06	11	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.3	263.5		g	-24.6	2.410e-05	12	u	2.730e+02	1.800e-01	5.000e-05	270.0	0.0	2.730e+02
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.1	250.2		g	-24.6	7.638e-06	13	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.3	203.5		g	39.6	2.118e-05	14	u	2.730e+02	1.800e-01	5.000e-05	180.0	45.0	2.730e+02
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.2	207.7		g	28.5	6.509e-06	15	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.3	190.2		g	-38.2	2.368e-05	16	u	2.730e+02	1.800e-01	5.000e-05	180.0	-45.0	2.730e+02
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.1	206.0		g	-8.9	6.337e-06	17	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.09	bg2	bg2.09		bg2.09:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.4	218.6		g	-76.4	2.737e-05	18	u	2.730e+02	1.800e-01	5.000e-05	0.0	-90.0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.3	192.5		g	34.7	1.384e-06	1	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.2	316.6		g	-1.4	1.692e-05	2	u	2.730e+02	1.800e-01	5.000e-05	315.0	0.0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.2	311.9		g	-2.3	4.547e-06	3	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.2	242.5		g	6.2	1.870e-05	4	u	2.730e+02	1.800e-01	5.000e-05	225.0	0.0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.2	262.5		g	5.7	5.763e-06	5	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.1	199.9		g	10.6	1.937e-05	6	u	2.730e+02	1.800e-01	5.000e-05	180.0	0.0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.3	196.4		g	5.3	5.712e-06	7	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.4	113.9		g	-47.6	1.789e-05	8	u	2.730e+02	1.800e-01	5.000e-05	90.0	-45.0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.2	112.0		g	-46.0	4.515e-06	9	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.4	278.4		g	-58.0	1.989e-05	10	u	2.730e+02	1.800e-01	5.000e-05	270.0	-45.0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.4	239.3		g	-74.9	4.973e-06	11	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.2	273.2		g	-9.4	1.887e-05	12	u	2.730e+02	1.800e-01	5.000e-05	270.0	0.0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.2	259.5		g	-8.5	5.442e-06	13	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.2	199.8		g	39.6	2.036e-05	14	u	2.730e+02	1.800e-01	5.000e-05	180.0	45.0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.2	206.4		g	37.1	7.298e-06	15	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.2	190.0		g	-22.8	1.800e-05	16	u	2.730e+02	1.800e-01	5.000e-05	180.0	-45.0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-Z:LP-AN-ARM	pmagpy-3.10.0	0.1	202.4		g	-0.0	5.682e-06	17	u	2.730e+02	1.800e-01	0.000e+00	0	0	2.730e+02
	This study	Bushveld	bg2.12	bg2	bg2.12		bg2.12:LP-AN-ARM		LT-AF-I:LP-AN-ARM	pmagpy-3.10.0	0.4	237.3		g	-80.3	1.921e-05	18	u	2.730e+02	1.800e-01	5.000e-05	0.0	-90.0	2.730e+02
