tab 	pmag_results
er_location_names	vgp_lon	data_type	average_int_rel	magic_method_codes	average_dec	average_lon	vgp_lat	average_inc	er_sample_names	er_site_names	pmag_result_name	er_citation_names	average_lat	er_specimen_names	average_age	average_age_unit	average_height
DSDP Site 522	243.1	i	0.0001346	LP-PI-IRM:LP-PI-REL:LT-AF-Z	268.5	355	9.2	-41.2	15-1-013	15-1-013	15-1-013	This study : Tauxe & Yamazaki 2007	-27	15-1-013	22.75	Ma	-55.23
DSDP Site 522	47	i	0.0001316	LP-PI-IRM:LP-PI-REL:LT-AF-Z	124.5	355	-42.7	63.7	15-1-024	15-1-024	15-1-024	This study : Tauxe & Yamazaki 2007	-27	15-1-024	22.7893	Ma	-55.34
DSDP Site 522	62.4	i	0.0001729	LP-PI-IRM:LP-PI-REL:LT-AF-Z	155.1	355	-67.6	52.8	15-1-031	15-1-031	15-1-031	This study : Tauxe & Yamazaki 2007	-27	15-1-031	22.8143	Ma	-55.41
DSDP Site 522	42.8	i	0.0001444	LP-PI-IRM:LP-PI-REL:LT-AF-Z	127.5	355	-44.4	65.9	15-1-039	15-1-039	15-1-039	This study : Tauxe & Yamazaki 2007	-27	15-1-039	22.8393	Ma	-55.48
DSDP Site 522	1.6	i	4.312e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	2.4	355	68.8	-11.8	15-1-045	15-1-045	15-1-045	This study : Tauxe & Yamazaki 2007	-27	15-1-045	22.8598	Ma	-55.54
DSDP Site 522	307.3	i	0.0001594	LP-PI-IRM:LP-PI-REL:LT-AF-Z	348.7	355	75.3	-30.9	15-1-051	15-1-051	15-1-051	This study : Tauxe & Yamazaki 2007	-27	15-1-051	22.8792	Ma	-55.6
DSDP Site 522	164.5	i	0.0003454	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.9	355	85.8	-50.4	15-1-057	15-1-057	15-1-057	This study : Tauxe & Yamazaki 2007	-27	15-1-057	22.8988	Ma	-55.66
DSDP Site 522	278.6	i	0.0003314	LP-PI-IRM:LP-PI-REL:LT-AF-Z	347.6	355	78.3	-41.3	15-1-063	15-1-063	15-1-063	This study : Tauxe & Yamazaki 2007	-27	15-1-063	22.9215	Ma	-55.73
DSDP Site 522	182.7	i	0.0003119	LP-PI-IRM:LP-PI-REL:LT-AF-Z	359.1	355	84.3	-52	15-1-069	15-1-069	15-1-069	This study : Tauxe & Yamazaki 2007	-27	15-1-069	22.9377	Ma	-55.78
DSDP Site 522	291	i	0.0002915	LP-PI-IRM:LP-PI-REL:LT-AF-Z	347.3	355	76.8	-37	15-1-075	15-1-075	15-1-075	This study : Tauxe & Yamazaki 2007	-27	15-1-075	22.9605	Ma	-55.85
DSDP Site 522	107.8	i	0.000269	LP-PI-IRM:LP-PI-REL:LT-AF-Z	13.7	355	77.3	-50.5	15-1-082	15-1-082	15-1-082	This study : Tauxe & Yamazaki 2007	-27	15-1-082	22.98	Ma	-55.91
DSDP Site 522	81.7	i	0.0003487	LP-PI-IRM:LP-PI-REL:LT-AF-Z	9.7	355	81.3	-44.5	15-1-088	15-1-088	15-1-088	This study : Tauxe & Yamazaki 2007	-27	15-1-088	22.9995	Ma	-55.97
DSDP Site 522	102.4	i	0.0003079	LP-PI-IRM:LP-PI-REL:LT-AF-Z	11.9	355	79.2	-48.8	15-1-094	15-1-094	15-1-094	This study : Tauxe & Yamazaki 2007	-27	15-1-094	23.0223	Ma	-56.04
DSDP Site 522	95.8	i	0.0003234	LP-PI-IRM:LP-PI-REL:LT-AF-Z	16.4	355	75.4	-47.7	15-1-100	15-1-100	15-1-100	This study : Tauxe & Yamazaki 2007	-27	15-1-100	23.0417	Ma	-56.1
DSDP Site 522	14.8	i	8.717e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	7.6	355	67.1	-10.5	15-1-106	15-1-106	15-1-106	This study : Tauxe & Yamazaki 2007	-27	15-1-106	23.0613	Ma	-56.16
DSDP Site 522	21.4	i	9.914e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	56.8	355	-7.4	72.8	15-1-113	15-1-113	15-1-113	This study : Tauxe & Yamazaki 2007	-27	15-1-113	23.0808	Ma	-56.22
DSDP Site 522	357.2	i	7.728e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	3.2	355	14.6	66	15-1-118	15-1-118	15-1-118	This study : Tauxe & Yamazaki 2007	-27	15-1-118	23.1003	Ma	-56.28
DSDP Site 522	358.5	i	0.0003529	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179	355	-77.3	58.9	15-1-125	15-1-125	15-1-125	This study : Tauxe & Yamazaki 2007	-27	15-1-125	23.1204	Ma	-56.34
DSDP Site 522	32.6	i	0.0001832	LP-PI-IRM:LP-PI-REL:LT-AF-Z	114.4	355	-35.5	72	15-1-131	15-1-131	15-1-131	This study : Tauxe & Yamazaki 2007	-27	15-1-131	23.1412	Ma	-56.4
DSDP Site 522	345.9	i	0.0002076	LP-PI-IRM:LP-PI-REL:LT-AF-Z	189.5	355	-57.4	73.2	15-1-137	15-1-137	15-1-137	This study : Tauxe & Yamazaki 2007	-27	15-1-137	23.1654	Ma	-56.47
DSDP Site 522	336.7	i	0.0001605	LP-PI-IRM:LP-PI-REL:LT-AF-Z	198.6	355	-56.8	72.3	15-1-144	15-1-144	15-1-144	This study : Tauxe & Yamazaki 2007	-27	15-1-144	23.1862	Ma	-56.53
DSDP Site 522	339.1	i	0.0002193	LP-PI-IRM:LP-PI-REL:LT-AF-Z	313.1	355	-11.4	78.8	15-1-149	15-1-149	15-1-149	This study : Tauxe & Yamazaki 2007	-27	15-1-149	23.2069	Ma	-56.59
DSDP Site 522	69.6	i	0.0004432	LP-PI-IRM:LP-PI-REL:LT-AF-Z	149.9	355	-63.5	50	15-2-005	15-2-005	15-2-005	This study : Tauxe & Yamazaki 2007	-27	15-2-005	23.2277	Ma	-56.65
DSDP Site 522	76.1	i	0.0004432	LP-PI-IRM:LP-PI-REL:LT-AF-Z	157.5	355	-70.1	47.1	15-2-012	15-2-012	15-2-012	This study : Tauxe & Yamazaki 2007	-27	15-2-012	23.2485	Ma	-56.71
DSDP Site 522	190.5	i	0.0001218	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.5	355	-81.1	33.6	15-2-019	15-2-019	15-2-019	This study : Tauxe & Yamazaki 2007	-27	15-2-019	23.2727	Ma	-56.78
DSDP Site 522	53.7	i	0.0003643	LP-PI-IRM:LP-PI-REL:LT-AF-Z	149.6	355	-62.2	57.5	15-2-024	15-2-024	15-2-024	This study : Tauxe & Yamazaki 2007	-27	15-2-024	23.2935	Ma	-56.84
DSDP Site 522	73.2	i	0.0002632	LP-PI-IRM:LP-PI-REL:LT-AF-Z	154.2	355	-67.2	48.3	15-2-030	15-2-030	15-2-030	This study : Tauxe & Yamazaki 2007	-27	15-2-030	23.3142	Ma	-56.9
DSDP Site 522	69.8	i	0.0001202	LP-PI-IRM:LP-PI-REL:LT-AF-Z	135.3	355	-50.8	49.1	15-2-037	15-2-037	15-2-037	This study : Tauxe & Yamazaki 2007	-27	15-2-037	23.3385	Ma	-56.97
DSDP Site 522	104.3	i	0.0001296	LP-PI-IRM:LP-PI-REL:LT-AF-Z	146.6	355	-55.2	22.7	15-2-043	15-2-043	15-2-043	This study : Tauxe & Yamazaki 2007	-27	15-2-043	23.3592	Ma	-57.03
DSDP Site 522	170.4	i	6.452e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	33.5	355	32.7	-86.5	15-2-050	15-2-050	15-2-050	This study : Tauxe & Yamazaki 2007	-27	15-2-050	23.38	Ma	-57.09
DSDP Site 522	209	i	0.0002986	LP-PI-IRM:LP-PI-REL:LT-AF-Z	320.5	355	49.8	-71	15-2-058	15-2-058	15-2-058	This study : Tauxe & Yamazaki 2007	-27	15-2-058	23.412	Ma	-57.18
DSDP Site 522	215.4	i	0.0004291	LP-PI-IRM:LP-PI-REL:LT-AF-Z	328.1	355	57.3	-66.1	15-2-064	15-2-064	15-2-064	This study : Tauxe & Yamazaki 2007	-27	15-2-064	23.4298	Ma	-57.23
DSDP Site 522	233.3	i	0.0004111	LP-PI-IRM:LP-PI-REL:LT-AF-Z	315.5	355	51.1	-59.5	15-2-070	15-2-070	15-2-070	This study : Tauxe & Yamazaki 2007	-27	15-2-070	23.4511	Ma	-57.29
DSDP Site 522	243	i	0.0003302	LP-PI-IRM:LP-PI-REL:LT-AF-Z	304.7	355	42.4	-53	15-2-076	15-2-076	15-2-076	This study : Tauxe & Yamazaki 2007	-27	15-2-076	23.476	Ma	-57.36
DSDP Site 522	234	i	0.0005129	LP-PI-IRM:LP-PI-REL:LT-AF-Z	314.3	355	50.2	-59.2	15-2-082	15-2-082	15-2-082	This study : Tauxe & Yamazaki 2007	-27	15-2-082	23.4973	Ma	-57.42
DSDP Site 522	245.9	i	0.0003068	LP-PI-IRM:LP-PI-REL:LT-AF-Z	316.4	355	52	-51.9	15-2-088	15-2-088	15-2-088	This study : Tauxe & Yamazaki 2007	-27	15-2-088	23.5187	Ma	-57.48
DSDP Site 522	75.1	i	6.53e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	136.6	355	-51.5	45.3	15-2-095	15-2-095	15-2-095	This study : Tauxe & Yamazaki 2007	-27	15-2-095	23.54	Ma	-57.54
DSDP Site 522	73	i	0.0001596	LP-PI-IRM:LP-PI-REL:LT-AF-Z	164	355	-75.7	48	15-2-101	15-2-101	15-2-101	This study : Tauxe & Yamazaki 2007	-27	15-2-101	23.5507	Ma	-57.6
DSDP Site 522	61.7	i	0.0002775	LP-PI-IRM:LP-PI-REL:LT-AF-Z	166.8	355	-77.7	50.5	15-2-107	15-2-107	15-2-107	This study : Tauxe & Yamazaki 2007	-27	15-2-107	23.5613	Ma	-57.66
DSDP Site 522	38.5	i	0.0004841	LP-PI-IRM:LP-PI-REL:LT-AF-Z	172.9	355	-81.4	52.5	15-2-113	15-2-113	15-2-113	This study : Tauxe & Yamazaki 2007	-27	15-2-113	23.5737	Ma	-57.73
DSDP Site 522	133	i	0.0004189	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.4	355	-87.8	43.5	15-2-119	15-2-119	15-2-119	This study : Tauxe & Yamazaki 2007	-27	15-2-119	23.5844	Ma	-57.79
DSDP Site 522	271.7	i	0.000296	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.3	355	-88.8	45.7	15-2-126	15-2-126	15-2-126	This study : Tauxe & Yamazaki 2007	-27	15-2-126	23.595	Ma	-57.85
DSDP Site 522	310.7	i	0.0003921	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.2	355	-87.2	47.9	15-2-132	15-2-132	15-2-132	This study : Tauxe & Yamazaki 2007	-27	15-2-132	23.6057	Ma	-57.91
DSDP Site 522	298.1	i	0.0005894	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188	355	-81.8	50.5	15-2-138	15-2-138	15-2-138	This study : Tauxe & Yamazaki 2007	-27	15-2-138	23.6164	Ma	-57.97
DSDP Site 522	331.6	i	0.0006192	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.8	355	-80.2	55.4	15-2-143	15-2-143	15-2-143	This study : Tauxe & Yamazaki 2007	-27	15-2-143	23.627	Ma	-58.03
DSDP Site 522	261.7	i	0.0005259	LP-PI-IRM:LP-PI-REL:LT-AF-Z	192.7	355	-78.6	44	15-2-150	15-2-150	15-2-150	This study : Tauxe & Yamazaki 2007	-27	15-2-150	23.6377	Ma	-58.09
DSDP Site 522	291.4	i	0.0005179	LP-PI-IRM:LP-PI-REL:LT-AF-Z	215.7	355	-58.4	55.9	15-3-004	15-3-004	15-3-004	This study : Tauxe & Yamazaki 2007	-27	15-3-004	23.6465	Ma	-58.14
DSDP Site 522	286	i	0.0004369	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216.7	355	-57.8	53.1	15-3-010	15-3-010	15-3-010	This study : Tauxe & Yamazaki 2007	-27	15-3-010	23.6572	Ma	-58.2
DSDP Site 522	270.3	i	0.0002595	LP-PI-IRM:LP-PI-REL:LT-AF-Z	222.3	355	-51.9	41.8	15-3-015	15-3-015	15-3-015	This study : Tauxe & Yamazaki 2007	-27	15-3-015	23.6661	Ma	-58.25
DSDP Site 522	275.1	i	0.0002705	LP-PI-IRM:LP-PI-REL:LT-AF-Z	220.4	355	-54.2	46	15-3-022	15-3-022	15-3-022	This study : Tauxe & Yamazaki 2007	-27	15-3-022	23.6785	Ma	-58.32
DSDP Site 522	274.1	i	0.0004184	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216.1	355	-58	46	15-3-028	15-3-028	15-3-028	This study : Tauxe & Yamazaki 2007	-27	15-3-028	23.6892	Ma	-58.38
DSDP Site 522	278.2	i	0.0004169	LP-PI-IRM:LP-PI-REL:LT-AF-Z	217.4	355	-57.1	48.5	15-3-035	15-3-035	15-3-035	This study : Tauxe & Yamazaki 2007	-27	15-3-035	23.6998	Ma	-58.44
DSDP Site 522	266.3	i	0.0002038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	223.4	355	-50.2	37.8	15-3-041	15-3-041	15-3-041	This study : Tauxe & Yamazaki 2007	-27	15-3-041	23.7105	Ma	-58.5
DSDP Site 522	240.4	i	6.106e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	227.5	355	-35.9	-3.9	15-3-047	15-3-047	15-3-047	This study : Tauxe & Yamazaki 2007	-27	15-3-047	23.7211	Ma	-58.56
DSDP Site 522	196.8	i	0.0002096	LP-PI-IRM:LP-PI-REL:LT-AF-Z	346.5	355	65.7	-66.5	15-3-054	15-3-054	15-3-054	This study : Tauxe & Yamazaki 2007	-27	15-3-054	23.7339	Ma	-58.63
DSDP Site 522	155.9	i	0.000362	LP-PI-IRM:LP-PI-REL:LT-AF-Z	16	355	60.5	-70.1	15-3-061	15-3-061	15-3-061	This study : Tauxe & Yamazaki 2007	-27	15-3-061	23.7495	Ma	-58.71
DSDP Site 522	144	i	0.0004375	LP-PI-IRM:LP-PI-REL:LT-AF-Z	7.9	355	77.7	-56.7	15-3-067	15-3-067	15-3-067	This study : Tauxe & Yamazaki 2007	-27	15-3-067	23.7593	Ma	-58.76
DSDP Site 522	202.6	i	0.0003404	LP-PI-IRM:LP-PI-REL:LT-AF-Z	347.9	355	70.8	-62.2	15-3-075	15-3-075	15-3-075	This study : Tauxe & Yamazaki 2007	-27	15-3-075	23.7749	Ma	-58.84
DSDP Site 522	155.3	i	0.0004201	LP-PI-IRM:LP-PI-REL:LT-AF-Z	16.7	355	60.1	-70.2	15-3-080	15-3-080	15-3-080	This study : Tauxe & Yamazaki 2007	-27	15-3-080	23.7866	Ma	-58.9
DSDP Site 522	230.6	i	0.0001722	LP-PI-IRM:LP-PI-REL:LT-AF-Z	318.5	355	53.2	-60.7	15-3-086	15-3-086	15-3-086	This study : Tauxe & Yamazaki 2007	-27	15-3-086	23.7983	Ma	-58.96
DSDP Site 522	262.2	i	0.0001519	LP-PI-IRM:LP-PI-REL:LT-AF-Z	214.1	355	-58.5	38	15-3-092	15-3-092	15-3-092	This study : Tauxe & Yamazaki 2007	-27	15-3-092	23.81	Ma	-59.02
DSDP Site 522	283.6	i	0.0003349	LP-PI-IRM:LP-PI-REL:LT-AF-Z	207.6	355	-65.5	51.4	15-3-098	15-3-098	15-3-098	This study : Tauxe & Yamazaki 2007	-27	15-3-098	23.8203	Ma	-59.07
DSDP Site 522	282.3	i	0.0003126	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216.5	355	-58	51	15-3-104	15-3-104	15-3-104	This study : Tauxe & Yamazaki 2007	-27	15-3-104	23.8347	Ma	-59.14
DSDP Site 522	280.4	i	0.0002868	LP-PI-IRM:LP-PI-REL:LT-AF-Z	201.7	355	-70.7	49.6	15-3-109	15-3-109	15-3-109	This study : Tauxe & Yamazaki 2007	-27	15-3-109	23.845	Ma	-59.19
DSDP Site 522	284	i	0.000178	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216.6	355	-57.9	52	15-3-115	15-3-115	15-3-115	This study : Tauxe & Yamazaki 2007	-27	15-3-115	23.8573	Ma	-59.25
DSDP Site 522	295.7	i	0.0003114	LP-PI-IRM:LP-PI-REL:LT-AF-Z	220.4	355	-54.4	58.6	15-3-122	15-3-122	15-3-122	This study : Tauxe & Yamazaki 2007	-27	15-3-122	23.8696	Ma	-59.31
DSDP Site 522	284.6	i	0.000296	LP-PI-IRM:LP-PI-REL:LT-AF-Z	241.2	355	-37	50	15-3-129	15-3-129	15-3-129	This study : Tauxe & Yamazaki 2007	-27	15-3-129	23.884	Ma	-59.38
DSDP Site 522	59.2	i	0.0003793	LP-PI-IRM:LP-PI-REL:LT-AF-Z	101.2	355	-22.9	51.6	16-1-101	16-1-101	16-1-101	This study : Tauxe & Yamazaki 2007	-27	16-1-101	24.1164	Ma	-60.51
DSDP Site 522	48.2	i	0.0005919	LP-PI-IRM:LP-PI-REL:LT-AF-Z	102.7	355	-26.9	61.8	16-1-108	16-1-108	16-1-108	This study : Tauxe & Yamazaki 2007	-27	16-1-108	24.1287	Ma	-60.57
DSDP Site 522	51.3	i	0.0008167	LP-PI-IRM:LP-PI-REL:LT-AF-Z	100.5	355	-24.5	58.9	16-1-115	16-1-115	16-1-115	This study : Tauxe & Yamazaki 2007	-27	16-1-115	24.1431	Ma	-60.64
DSDP Site 522	64	i	0.000484	LP-PI-IRM:LP-PI-REL:LT-AF-Z	125	355	-42.5	52.2	16-1-122	16-1-122	16-1-122	This study : Tauxe & Yamazaki 2007	-27	16-1-122	24.1596	Ma	-60.72
DSDP Site 522	76.6	i	0.0003111	LP-PI-IRM:LP-PI-REL:LT-AF-Z	138.4	355	-53	44.5	16-1-128	16-1-128	16-1-128	This study : Tauxe & Yamazaki 2007	-27	16-1-128	24.1699	Ma	-60.77
DSDP Site 522	54.7	i	0.0003873	LP-PI-IRM:LP-PI-REL:LT-AF-Z	154.6	355	-66.5	56	16-1-134	16-1-134	16-1-134	This study : Tauxe & Yamazaki 2007	-27	16-1-134	24.1822	Ma	-60.83
DSDP Site 522	74.1	i	0.0004111	LP-PI-IRM:LP-PI-REL:LT-AF-Z	156.2	355	-68.9	47.9	16-1-140	16-1-140	16-1-140	This study : Tauxe & Yamazaki 2007	-27	16-1-140	24.1946	Ma	-60.89
DSDP Site 522	87.9	i	0.0003479	LP-PI-IRM:LP-PI-REL:LT-AF-Z	163.2	355	-74.8	43.3	16-1-145	16-1-145	16-1-145	This study : Tauxe & Yamazaki 2007	-27	16-1-145	24.2048	Ma	-60.94
DSDP Site 522	22.5	i	0.0001882	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.4	355	-74.1	59.9	16-2-001	16-2-001	16-2-001	This study : Tauxe & Yamazaki 2007	-27	16-2-001	24.2192	Ma	-61.01
DSDP Site 522	340.5	i	0.0003279	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.7	355	-84.3	51.9	16-2-008	16-2-008	16-2-008	This study : Tauxe & Yamazaki 2007	-27	16-2-008	24.2336	Ma	-61.08
DSDP Site 522	60.6	i	0.000545	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.6	355	-79.3	50.2	16-2-015	16-2-015	16-2-015	This study : Tauxe & Yamazaki 2007	-27	16-2-015	24.248	Ma	-61.15
DSDP Site 522	13.1	i	0.000341	LP-PI-IRM:LP-PI-REL:LT-AF-Z	172.3	355	-71.9	62.6	16-2-021	16-2-021	16-2-021	This study : Tauxe & Yamazaki 2007	-27	16-2-021	24.2583	Ma	-61.2
DSDP Site 522	281	i	0.0004167	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.6	355	-86.7	46.6	16-2-029	16-2-029	16-2-029	This study : Tauxe & Yamazaki 2007	-27	16-2-029	24.2748	Ma	-61.28
DSDP Site 522	232.7	i	0.0003795	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.3	355	-86.5	43.1	16-2-034	16-2-034	16-2-034	This study : Tauxe & Yamazaki 2007	-27	16-2-034	24.2871	Ma	-61.34
DSDP Site 522	46.1	i	0.0006904	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.7	355	-80	52.4	16-2-041	16-2-041	16-2-041	This study : Tauxe & Yamazaki 2007	-27	16-2-041	24.2994	Ma	-61.4
DSDP Site 522	46.4	i	0.0005044	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.4	355	-80.7	51.9	16-2-053	16-2-053	16-2-053	This study : Tauxe & Yamazaki 2007	-27	16-2-053	24.3241	Ma	-61.52
DSDP Site 522	167.5	i	0.0004558	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.3	355	-85	39	16-2-059	16-2-059	16-2-059	This study : Tauxe & Yamazaki 2007	-27	16-2-059	24.3365	Ma	-61.58
DSDP Site 522	16.6	i	0.0004334	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.1	355	-81.3	54.5	16-2-064	16-2-064	16-2-064	This study : Tauxe & Yamazaki 2007	-27	16-2-064	24.3467	Ma	-61.63
DSDP Site 522	351	i	0.0004582	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.2	355	-76.7	59.4	16-2-069	16-2-069	16-2-069	This study : Tauxe & Yamazaki 2007	-27	16-2-069	24.357	Ma	-61.68
DSDP Site 522	161.4	i	0.0003923	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.1	355	-82.4	35.4	16-2-076	16-2-076	16-2-076	This study : Tauxe & Yamazaki 2007	-27	16-2-076	24.3714	Ma	-61.75
DSDP Site 522	210	i	0.0003444	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.6	355	-87.5	42.9	16-2-082	16-2-082	16-2-082	This study : Tauxe & Yamazaki 2007	-27	16-2-082	24.3837	Ma	-61.81
DSDP Site 522	111	i	0.0003986	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.3	355	-85.3	42.8	16-2-087	16-2-087	16-2-087	This study : Tauxe & Yamazaki 2007	-27	16-2-087	24.394	Ma	-61.86
DSDP Site 522	17.4	i	0.0003455	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.2	355	-88.2	47.6	16-2-093	16-2-093	16-2-093	This study : Tauxe & Yamazaki 2007	-27	16-2-093	24.4064	Ma	-61.92
DSDP Site 522	39.7	i	0.0005151	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.1	355	-85.2	49.5	16-2-098	16-2-098	16-2-098	This study : Tauxe & Yamazaki 2007	-27	16-2-098	24.4187	Ma	-61.98
DSDP Site 522	136.8	i	0.0004009	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.9	355	-83.9	39.1	16-2-104	16-2-104	16-2-104	This study : Tauxe & Yamazaki 2007	-27	16-2-104	24.431	Ma	-62.04
DSDP Site 522	208.3	i	0.0002955	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184	355	-83.2	37.9	16-2-110	16-2-110	16-2-110	This study : Tauxe & Yamazaki 2007	-27	16-2-110	24.4413	Ma	-62.09
DSDP Site 522	40.3	i	0.0007518	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.1	355	-76.4	55.5	16-2-116	16-2-116	16-2-116	This study : Tauxe & Yamazaki 2007	-27	16-2-116	24.4537	Ma	-62.15
DSDP Site 522	13.5	i	0.0002991	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175	355	-77.6	58	16-2-127	16-2-127	16-2-127	This study : Tauxe & Yamazaki 2007	-27	16-2-127	24.4763	Ma	-62.26
DSDP Site 522	68.8	i	0.0004454	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.3	355	-81.2	48.1	16-2-132	16-2-132	16-2-132	This study : Tauxe & Yamazaki 2007	-27	16-2-132	24.4886	Ma	-62.32
DSDP Site 522	59.2	i	0.0007829	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.6	355	-79.2	50.5	16-2-138	16-2-138	16-2-138	This study : Tauxe & Yamazaki 2007	-27	16-2-138	24.501	Ma	-62.38
DSDP Site 522	170.6	i	0.000575	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.5	355	-83.9	37.4	16-2-144	16-2-144	16-2-144	This study : Tauxe & Yamazaki 2007	-27	16-2-144	24.5133	Ma	-62.44
DSDP Site 522	233.9	i	0.0004508	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.2	355	-81.1	39.2	16-2-150	16-2-150	16-2-150	This study : Tauxe & Yamazaki 2007	-27	16-2-150	24.5256	Ma	-62.5
DSDP Site 522	6.5	i	0.0004152	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.1	355	-86.1	50	16-3-004	16-3-004	16-3-004	This study : Tauxe & Yamazaki 2007	-27	16-3-004	24.5339	Ma	-62.54
DSDP Site 522	68.7	i	0.000641	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.5	355	-89.5	45.7	16-3-011	16-3-011	16-3-011	This study : Tauxe & Yamazaki 2007	-27	16-3-011	24.5462	Ma	-62.6
DSDP Site 522	258.9	i	0.0006595	LP-PI-IRM:LP-PI-REL:LT-AF-Z	190.4	355	-80.6	43.8	16-3-017	16-3-017	16-3-017	This study : Tauxe & Yamazaki 2007	-27	16-3-017	24.5585	Ma	-62.66
DSDP Site 522	33.2	i	0.0004638	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.2	355	-78.4	55.3	16-3-023	16-3-023	16-3-023	This study : Tauxe & Yamazaki 2007	-27	16-3-023	24.5709	Ma	-62.72
DSDP Site 522	346	i	0.0003464	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.5	355	-77.5	58.6	16-3-028	16-3-028	16-3-028	This study : Tauxe & Yamazaki 2007	-27	16-3-028	24.5832	Ma	-62.78
DSDP Site 522	312.6	i	0.0002737	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186	355	-82.5	51.8	16-3-034	16-3-034	16-3-034	This study : Tauxe & Yamazaki 2007	-27	16-3-034	24.5956	Ma	-62.84
DSDP Site 522	253	i	0.0005239	LP-PI-IRM:LP-PI-REL:LT-AF-Z	198	355	-73	39.4	16-3-040	16-3-040	16-3-040	This study : Tauxe & Yamazaki 2007	-27	16-3-040	24.6079	Ma	-62.9
DSDP Site 522	288.2	i	0.0004392	LP-PI-IRM:LP-PI-REL:LT-AF-Z	196.3	355	-75	51.3	16-3-045	16-3-045	16-3-045	This study : Tauxe & Yamazaki 2007	-27	16-3-045	24.6182	Ma	-62.95
DSDP Site 522	322.4	i	0.0004369	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.2	355	-84.9	50.5	16-3-051	16-3-051	16-3-051	This study : Tauxe & Yamazaki 2007	-27	16-3-051	24.6305	Ma	-63.01
DSDP Site 522	331.2	i	0.0004716	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.9	355	-80.1	55.4	16-3-057	16-3-057	16-3-057	This study : Tauxe & Yamazaki 2007	-27	16-3-057	24.6429	Ma	-63.07
DSDP Site 522	183.3	i	0.0003788	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.9	355	-84.2	37.9	16-3-063	16-3-063	16-3-063	This study : Tauxe & Yamazaki 2007	-27	16-3-063	24.6552	Ma	-63.13
DSDP Site 522	45.6	i	0.000443	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.2	355	-80.4	52.2	16-3-069	16-3-069	16-3-069	This study : Tauxe & Yamazaki 2007	-27	16-3-069	24.6655	Ma	-63.18
DSDP Site 522	299	i	0.0003352	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.8	355	-85	48.8	16-3-075	16-3-075	16-3-075	This study : Tauxe & Yamazaki 2007	-27	16-3-075	24.6799	Ma	-63.25
DSDP Site 522	11.2	i	0.000433	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.3	355	-84.8	51.3	16-3-080	16-3-080	16-3-080	This study : Tauxe & Yamazaki 2007	-27	16-3-080	24.6881	Ma	-63.29
