tab 	pmag_results
er_location_names	vgp_lon	data_type	average_int_rel	magic_method_codes	average_dec	average_lon	vgp_lat	average_inc	er_sample_names	er_site_names	pmag_result_name	er_citation_names	average_lat	er_specimen_names	average_age	average_age_unit	average_height
DSDP Site 522	15.3	i	0.0004676	LP-PI-IRM:LP-PI-REL:LT-AF-Z	61.7	355	-15	78.4	27-2-145	27-2-145	27-2-145	This study : Tauxe & Yamazaki 2007	-27	27-2-145	30.3062	Ma	-102.75
DSDP Site 522	358.9	i	0.0005756	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.6	355	-60.8	71.4	27-3-017	27-3-017	27-3-017	This study : Tauxe & Yamazaki 2007	-27	27-3-017	30.3328	Ma	-102.97
DSDP Site 522	322.8	i	0.0004637	LP-PI-IRM:LP-PI-REL:LT-AF-Z	191.9	355	-73	60	27-3-026	27-3-026	27-3-026	This study : Tauxe & Yamazaki 2007	-27	27-3-026	30.3436	Ma	-103.06
DSDP Site 522	25.8	i	0.0007024	LP-PI-IRM:LP-PI-REL:LT-AF-Z	163.1	355	-66.8	64.2	27-3-034	27-3-034	27-3-034	This study : Tauxe & Yamazaki 2007	-27	27-3-034	30.3533	Ma	-103.14
DSDP Site 522	341.2	i	0.0004518	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186.4	355	-70.8	63.8	27-3-042	27-3-042	27-3-042	This study : Tauxe & Yamazaki 2007	-27	27-3-042	30.3617	Ma	-103.21
DSDP Site 522	11	i	0.0003657	LP-PI-IRM:LP-PI-REL:LT-AF-Z	161.2	355	-54.4	74	27-3-050	27-3-050	27-3-050	This study : Tauxe & Yamazaki 2007	-27	27-3-050	30.3714	Ma	-103.29
DSDP Site 522	25.6	i	0.0004655	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.9	355	-73.4	60	27-3-056	27-3-056	27-3-056	This study : Tauxe & Yamazaki 2007	-27	27-3-056	30.3786	Ma	-103.35
DSDP Site 522	7.3	i	0.0003266	LP-PI-IRM:LP-PI-REL:LT-AF-Z	120.5	355	-32.6	83.9	27-3-062	27-3-062	27-3-062	This study : Tauxe & Yamazaki 2007	-27	27-3-062	30.3871	Ma	-103.42
DSDP Site 522	326.4	i	0.0004129	LP-PI-IRM:LP-PI-REL:LT-AF-Z	209.7	355	-54.3	71.1	27-3-068	27-3-068	27-3-068	This study : Tauxe & Yamazaki 2007	-27	27-3-068	30.3943	Ma	-103.48
DSDP Site 522	351.4	i	0.000469	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.7	355	-71	64.2	27-3-075	27-3-075	27-3-075	This study : Tauxe & Yamazaki 2007	-27	27-3-075	30.4028	Ma	-103.55
DSDP Site 522	10.4	i	0.0003953	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168	355	-62.2	69.6	27-3-084	27-3-084	27-3-084	This study : Tauxe & Yamazaki 2007	-27	27-3-084	30.4136	Ma	-103.64
DSDP Site 522	21.9	i	0.0004384	LP-PI-IRM:LP-PI-REL:LT-AF-Z	160.7	355	-62.3	67.6	27-3-090	27-3-090	27-3-090	This study : Tauxe & Yamazaki 2007	-27	27-3-090	30.4209	Ma	-103.7
DSDP Site 522	351	i	0.000379	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181	355	-78.7	57.6	27-3-097	27-3-097	27-3-097	This study : Tauxe & Yamazaki 2007	-27	27-3-097	30.4293	Ma	-103.77
DSDP Site 522	26.8	i	0.0007077	LP-PI-IRM:LP-PI-REL:LT-AF-Z	156.3	355	-60.7	67.3	27-3-103	27-3-103	27-3-103	This study : Tauxe & Yamazaki 2007	-27	27-3-103	30.4366	Ma	-103.83
DSDP Site 522	0.2	i	0.0005337	LP-PI-IRM:LP-PI-REL:LT-AF-Z	177	355	-67.9	66.5	27-3-109	27-3-109	27-3-109	This study : Tauxe & Yamazaki 2007	-27	27-3-109	30.4438	Ma	-103.89
DSDP Site 522	27.4	i	0.0007308	LP-PI-IRM:LP-PI-REL:LT-AF-Z	164	355	-68.4	62.9	27-3-115	27-3-115	27-3-115	This study : Tauxe & Yamazaki 2007	-27	27-3-115	30.451	Ma	-103.95
DSDP Site 522	5.5	i	0.0004299	LP-PI-IRM:LP-PI-REL:LT-AF-Z	164.7	355	-51.4	76.5	27-3-121	27-3-121	27-3-121	This study : Tauxe & Yamazaki 2007	-27	27-3-121	30.4583	Ma	-104.01
DSDP Site 522	292.6	i	0.0002085	LP-PI-IRM:LP-PI-REL:LT-AF-Z	220	355	-54.9	56.9	27-3-128	27-3-128	27-3-128	This study : Tauxe & Yamazaki 2007	-27	27-3-128	30.4667	Ma	-104.08
DSDP Site 522	232.1	i	0.0001646	LP-PI-IRM:LP-PI-REL:LT-AF-Z	253.7	355	0.1	-47.9	27-3-134	27-3-134	27-3-134	This study : Tauxe & Yamazaki 2007	-27	27-3-134	30.474	Ma	-104.14
DSDP Site 522	163.7	i	0.0004818	LP-PI-IRM:LP-PI-REL:LT-AF-Z	2.2	355	80.9	-55.4	28-1-025	28-1-025	28-1-025	This study : Tauxe & Yamazaki 2007	-27	28-1-025	30.5107	Ma	-104.45
DSDP Site 522	68.9	i	0.000484	LP-PI-IRM:LP-PI-REL:LT-AF-Z	16.2	355	74.4	-38.6	28-1-033	28-1-033	28-1-033	This study : Tauxe & Yamazaki 2007	-27	28-1-033	30.5201	Ma	-104.53
DSDP Site 522	98.3	i	0.0005322	LP-PI-IRM:LP-PI-REL:LT-AF-Z	21.6	355	70.8	-48.8	28-1-042	28-1-042	28-1-042	This study : Tauxe & Yamazaki 2007	-27	28-1-042	30.5308	Ma	-104.62
DSDP Site 522	83.2	i	0.0007079	LP-PI-IRM:LP-PI-REL:LT-AF-Z	36.7	355	56.1	-37.8	28-1-051	28-1-051	28-1-051	This study : Tauxe & Yamazaki 2007	-27	28-1-051	30.5414	Ma	-104.71
DSDP Site 522	65.1	i	0.0002639	LP-PI-IRM:LP-PI-REL:LT-AF-Z	1.8	355	88.3	-44.8	28-1-060	28-1-060	28-1-060	This study : Tauxe & Yamazaki 2007	-27	28-1-060	30.552	Ma	-104.8
DSDP Site 522	88.8	i	0.0005934	LP-PI-IRM:LP-PI-REL:LT-AF-Z	16	355	75.8	-45.6	28-1-066	28-1-066	28-1-066	This study : Tauxe & Yamazaki 2007	-27	28-1-066	30.5591	Ma	-104.86
DSDP Site 522	1.1	i	0.0007726	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.2	355	88.3	-43.4	28-1-072	28-1-072	28-1-072	This study : Tauxe & Yamazaki 2007	-27	28-1-072	30.5662	Ma	-104.92
DSDP Site 522	226.9	i	0.0007954	LP-PI-IRM:LP-PI-REL:LT-AF-Z	349	355	78.4	-53.2	28-1-078	28-1-078	28-1-078	This study : Tauxe & Yamazaki 2007	-27	28-1-078	30.5733	Ma	-104.98
DSDP Site 522	256	i	0.000456	LP-PI-IRM:LP-PI-REL:LT-AF-Z	344.8	355	76.5	-47.1	28-1-084	28-1-084	28-1-084	This study : Tauxe & Yamazaki 2007	-27	28-1-084	30.5804	Ma	-105.04
DSDP Site 522	24.9	i	0.000249	LP-PI-IRM:LP-PI-REL:LT-AF-Z	8.9	355	72.3	-22	28-1-090	28-1-090	28-1-090	This study : Tauxe & Yamazaki 2007	-27	28-1-090	30.5874	Ma	-105.1
DSDP Site 522	40.1	i	0.000456	LP-PI-IRM:LP-PI-REL:LT-AF-Z	3.4	355	85.6	-41.5	28-1-097	28-1-097	28-1-097	This study : Tauxe & Yamazaki 2007	-27	28-1-097	30.5957	Ma	-105.17
DSDP Site 522	275.4	i	0.0004708	LP-PI-IRM:LP-PI-REL:LT-AF-Z	355	355	85.4	-44.4	28-1-103	28-1-103	28-1-103	This study : Tauxe & Yamazaki 2007	-27	28-1-103	30.6028	Ma	-105.23
DSDP Site 522	107.9	i	0.0006284	LP-PI-IRM:LP-PI-REL:LT-AF-Z	8.1	355	82.4	-48.8	28-1-109	28-1-109	28-1-109	This study : Tauxe & Yamazaki 2007	-27	28-1-109	30.6099	Ma	-105.29
DSDP Site 522	226.3	i	0.0009393	LP-PI-IRM:LP-PI-REL:LT-AF-Z	338.5	355	68.5	-58.1	28-1-115	28-1-115	28-1-115	This study : Tauxe & Yamazaki 2007	-27	28-1-115	30.617	Ma	-105.35
DSDP Site 522	349	i	0.0007846	LP-PI-IRM:LP-PI-REL:LT-AF-Z	359.5	355	85.6	-39.8	28-1-122	28-1-122	28-1-122	This study : Tauxe & Yamazaki 2007	-27	28-1-122	30.6252	Ma	-105.42
DSDP Site 522	77.6	i	0.0006061	LP-PI-IRM:LP-PI-REL:LT-AF-Z	4.5	355	85.9	-44.8	28-1-128	28-1-128	28-1-128	This study : Tauxe & Yamazaki 2007	-27	28-1-128	30.6323	Ma	-105.48
DSDP Site 522	292.7	i	0.0006799	LP-PI-IRM:LP-PI-REL:LT-AF-Z	351.1	355	80.7	-39.5	28-1-134	28-1-134	28-1-134	This study : Tauxe & Yamazaki 2007	-27	28-1-134	30.6394	Ma	-105.54
DSDP Site 522	279.7	i	0.0004249	LP-PI-IRM:LP-PI-REL:LT-AF-Z	344.7	355	75.4	-39.6	28-1-141	28-1-141	28-1-141	This study : Tauxe & Yamazaki 2007	-27	28-1-141	30.6477	Ma	-105.61
DSDP Site 522	258.2	i	0.0006402	LP-PI-IRM:LP-PI-REL:LT-AF-Z	336	355	68.7	-46.1	28-1-147	28-1-147	28-1-147	This study : Tauxe & Yamazaki 2007	-27	28-1-147	30.6547	Ma	-105.67
DSDP Site 522	99.7	i	0.0007643	LP-PI-IRM:LP-PI-REL:LT-AF-Z	17	355	74.8	-48.9	28-2-011	28-2-011	28-2-011	This study : Tauxe & Yamazaki 2007	-27	28-2-011	30.6713	Ma	-105.81
DSDP Site 522	99.6	i	0.0008872	LP-PI-IRM:LP-PI-REL:LT-AF-Z	25.1	355	67.8	-49.5	28-2-017	28-2-017	28-2-017	This study : Tauxe & Yamazaki 2007	-27	28-2-017	30.6784	Ma	-105.87
DSDP Site 522	155.8	i	0.0005866	LP-PI-IRM:LP-PI-REL:LT-AF-Z	2	355	84.8	-51.2	28-2-024	28-2-024	28-2-024	This study : Tauxe & Yamazaki 2007	-27	28-2-024	30.6866	Ma	-105.94
DSDP Site 522	268.2	i	0.0003181	LP-PI-IRM:LP-PI-REL:LT-AF-Z	342.7	355	74.3	-43.1	28-2-030	28-2-030	28-2-030	This study : Tauxe & Yamazaki 2007	-27	28-2-030	30.6937	Ma	-106
DSDP Site 522	101.2	i	0.0006322	LP-PI-IRM:LP-PI-REL:LT-AF-Z	31.1	355	62.6	-50.4	28-2-036	28-2-036	28-2-036	This study : Tauxe & Yamazaki 2007	-27	28-2-036	30.7008	Ma	-106.06
DSDP Site 522	67.5	i	0.0003048	LP-PI-IRM:LP-PI-REL:LT-AF-Z	6.5	355	83.8	-43	28-2-045	28-2-045	28-2-045	This study : Tauxe & Yamazaki 2007	-27	28-2-045	30.7114	Ma	-106.15
DSDP Site 522	263	i	0.0005264	LP-PI-IRM:LP-PI-REL:LT-AF-Z	346.9	355	78.3	-45.3	28-2-051	28-2-051	28-2-051	This study : Tauxe & Yamazaki 2007	-27	28-2-051	30.7185	Ma	-106.21
DSDP Site 522	203.2	i	0.0004137	LP-PI-IRM:LP-PI-REL:LT-AF-Z	356.4	355	83.6	-52	28-2-058	28-2-058	28-2-058	This study : Tauxe & Yamazaki 2007	-27	28-2-058	30.7268	Ma	-106.28
DSDP Site 522	109.9	i	0.0006892	LP-PI-IRM:LP-PI-REL:LT-AF-Z	2.8	355	87.3	-46.9	28-2-064	28-2-064	28-2-064	This study : Tauxe & Yamazaki 2007	-27	28-2-064	30.7339	Ma	-106.34
DSDP Site 522	181.5	i	0.000917	LP-PI-IRM:LP-PI-REL:LT-AF-Z	358.6	355	80.1	-56.3	28-2-071	28-2-071	28-2-071	This study : Tauxe & Yamazaki 2007	-27	28-2-071	30.7421	Ma	-106.41
DSDP Site 522	220.1	i	0.0007225	LP-PI-IRM:LP-PI-REL:LT-AF-Z	351	355	79.5	-53.6	28-2-077	28-2-077	28-2-077	This study : Tauxe & Yamazaki 2007	-27	28-2-077	30.7492	Ma	-106.47
DSDP Site 522	267.2	i	0.0005937	LP-PI-IRM:LP-PI-REL:LT-AF-Z	351.9	355	82.7	-44.9	28-2-083	28-2-083	28-2-083	This study : Tauxe & Yamazaki 2007	-27	28-2-083	30.7563	Ma	-106.53
DSDP Site 522	93.4	i	0.0006046	LP-PI-IRM:LP-PI-REL:LT-AF-Z	21.8	355	70.7	-46.9	28-2-093	28-2-093	28-2-093	This study : Tauxe & Yamazaki 2007	-27	28-2-093	30.7681	Ma	-106.63
DSDP Site 522	119.2	i	0.0006679	LP-PI-IRM:LP-PI-REL:LT-AF-Z	9.9	355	79.9	-51.7	28-2-099	28-2-099	28-2-099	This study : Tauxe & Yamazaki 2007	-27	28-2-099	30.7752	Ma	-106.69
DSDP Site 522	196.5	i	0.0004725	LP-PI-IRM:LP-PI-REL:LT-AF-Z	343.8	355	62.1	-68.7	28-2-106	28-2-106	28-2-106	This study : Tauxe & Yamazaki 2007	-27	28-2-106	30.7834	Ma	-106.76
DSDP Site 522	163.8	i	0.000638	LP-PI-IRM:LP-PI-REL:LT-AF-Z	2	355	81.6	-54.7	28-2-111	28-2-111	28-2-111	This study : Tauxe & Yamazaki 2007	-27	28-2-111	30.7893	Ma	-106.81
DSDP Site 522	243	i	0.000629	LP-PI-IRM:LP-PI-REL:LT-AF-Z	347.8	355	78.7	-49.9	28-2-118	28-2-118	28-2-118	This study : Tauxe & Yamazaki 2007	-27	28-2-118	30.7976	Ma	-106.88
DSDP Site 522	192.7	i	0.0005412	LP-PI-IRM:LP-PI-REL:LT-AF-Z	356.2	355	79.9	-56	28-2-125	28-2-125	28-2-125	This study : Tauxe & Yamazaki 2007	-27	28-2-125	30.8059	Ma	-106.95
DSDP Site 522	205.6	i	0.0009236	LP-PI-IRM:LP-PI-REL:LT-AF-Z	355	355	81.8	-53.4	28-2-132	28-2-132	28-2-132	This study : Tauxe & Yamazaki 2007	-27	28-2-132	30.8141	Ma	-107.02
DSDP Site 522	240.1	i	0.0007415	LP-PI-IRM:LP-PI-REL:LT-AF-Z	348.6	355	79.2	-50.3	28-2-138	28-2-138	28-2-138	This study : Tauxe & Yamazaki 2007	-27	28-2-138	30.8212	Ma	-107.08
DSDP Site 522	279.7	i	0.0001182	LP-PI-IRM:LP-PI-REL:LT-AF-Z	326.3	355	56.3	-27.5	28-2-145	28-2-145	28-2-145	This study : Tauxe & Yamazaki 2007	-27	28-2-145	30.8295	Ma	-107.15
DSDP Site 522	306.6	i	7.606e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	343.5	355	68.1	-22.3	28-3-012	28-3-012	28-3-012	This study : Tauxe & Yamazaki 2007	-27	28-3-012	30.8496	Ma	-107.32
DSDP Site 522	203.6	i	0.0002362	LP-PI-IRM:LP-PI-REL:LT-AF-Z	353.6	355	79.2	-55.8	28-3-018	28-3-018	28-3-018	This study : Tauxe & Yamazaki 2007	-27	28-3-018	30.8566	Ma	-107.38
DSDP Site 522	275	i	9.634e-05	LP-PI-IRM:LP-PI-REL:LT-AF-Z	349.8	355	80.6	-43	28-3-025	28-3-025	28-3-025	This study : Tauxe & Yamazaki 2007	-27	28-3-025	30.8649	Ma	-107.45
DSDP Site 522	276.1	i	0.000148	LP-PI-IRM:LP-PI-REL:LT-AF-Z	349	355	79.8	-42.5	28-3-031	28-3-031	28-3-031	This study : Tauxe & Yamazaki 2007	-27	28-3-031	30.872	Ma	-107.51
DSDP Site 522	234.3	i	0.0004249	LP-PI-IRM:LP-PI-REL:LT-AF-Z	347.2	355	77.5	-52.2	28-3-037	28-3-037	28-3-037	This study : Tauxe & Yamazaki 2007	-27	28-3-037	30.8791	Ma	-107.57
DSDP Site 522	145.5	i	0.0005886	LP-PI-IRM:LP-PI-REL:LT-AF-Z	3.4	355	84.1	-51.4	28-3-042	28-3-042	28-3-042	This study : Tauxe & Yamazaki 2007	-27	28-3-042	30.885	Ma	-107.62
DSDP Site 522	129.2	i	0.0005666	LP-PI-IRM:LP-PI-REL:LT-AF-Z	22.2	355	66.8	-60.5	28-3-048	28-3-048	28-3-048	This study : Tauxe & Yamazaki 2007	-27	28-3-048	30.8921	Ma	-107.68
DSDP Site 522	106.4	i	0.0008062	LP-PI-IRM:LP-PI-REL:LT-AF-Z	18.3	355	73.4	-51.2	28-3-057	28-3-057	28-3-057	This study : Tauxe & Yamazaki 2007	-27	28-3-057	30.9027	Ma	-107.77
DSDP Site 522	72.4	i	0.000613	LP-PI-IRM:LP-PI-REL:LT-AF-Z	6.2	355	84.3	-43.8	28-3-066	28-3-066	28-3-066	This study : Tauxe & Yamazaki 2007	-27	28-3-066	30.9133	Ma	-107.86
DSDP Site 522	254.9	i	0.0006709	LP-PI-IRM:LP-PI-REL:LT-AF-Z	351.1	355	82	-46.9	28-3-073	28-3-073	28-3-073	This study : Tauxe & Yamazaki 2007	-27	28-3-073	30.9216	Ma	-107.93
DSDP Site 522	119.3	i	0.0005031	LP-PI-IRM:LP-PI-REL:LT-AF-Z	11.7	355	78.1	-52.6	28-3-079	28-3-079	28-3-079	This study : Tauxe & Yamazaki 2007	-27	28-3-079	30.9287	Ma	-107.99
DSDP Site 522	94.3	i	0.0003929	LP-PI-IRM:LP-PI-REL:LT-AF-Z	41.9	355	52.8	-45.1	28-3-085	28-3-085	28-3-085	This study : Tauxe & Yamazaki 2007	-27	28-3-085	30.9358	Ma	-108.05
DSDP Site 522	319.4	i	0.0002597	LP-PI-IRM:LP-PI-REL:LT-AF-Z	309.5	355	7.1	60.5	28-3-091	28-3-091	28-3-091	This study : Tauxe & Yamazaki 2007	-27	28-3-091	30.9428	Ma	-108.11
DSDP Site 522	329.3	i	0.0004701	LP-PI-IRM:LP-PI-REL:LT-AF-Z	332.8	355	26.1	50.7	28-3-097	28-3-097	28-3-097	This study : Tauxe & Yamazaki 2007	-27	28-3-097	30.9499	Ma	-108.17
DSDP Site 522	19.5	i	0.0005613	LP-PI-IRM:LP-PI-REL:LT-AF-Z	22	355	34.5	42.1	28-3-103	28-3-103	28-3-103	This study : Tauxe & Yamazaki 2007	-27	28-3-103	30.957	Ma	-108.23
DSDP Site 522	35	i	0.0004844	LP-PI-IRM:LP-PI-REL:LT-AF-Z	40.1	355	25	43.3	28-3-112	28-3-112	28-3-112	This study : Tauxe & Yamazaki 2007	-27	28-3-112	30.9676	Ma	-108.32
DSDP Site 522	251	i	0.0001679	LP-PI-IRM:LP-PI-REL:LT-AF-Z	236.9	355	-30.4	5.1	29-1-004	29-1-004	29-1-004	This study : Tauxe & Yamazaki 2007	-27	29-1-004	31.0011	Ma	-108.64
DSDP Site 522	258	i	0.0001887	LP-PI-IRM:LP-PI-REL:LT-AF-Z	269.8	355	3.4	-15.3	29-1-011	29-1-011	29-1-011	This study : Tauxe & Yamazaki 2007	-27	29-1-011	31.0083	Ma	-108.71
DSDP Site 522	105.6	i	0.0002658	LP-PI-IRM:LP-PI-REL:LT-AF-Z	126.6	355	-31	-4	29-1-027	29-1-027	29-1-027	This study : Tauxe & Yamazaki 2007	-27	29-1-027	31.0249	Ma	-108.87
DSDP Site 522	337.2	i	0.001367	LP-PI-IRM:LP-PI-REL:LT-AF-Z	350.8	355	58.6	6.2	29-1-033	29-1-033	29-1-033	This study : Tauxe & Yamazaki 2007	-27	29-1-033	31.0311	Ma	-108.93
DSDP Site 522	16.2	i	0.0004089	LP-PI-IRM:LP-PI-REL:LT-AF-Z	173.6	355	-76.3	58.9	29-1-040	29-1-040	29-1-040	This study : Tauxe & Yamazaki 2007	-27	29-1-040	31.0384	Ma	-109
DSDP Site 522	37.6	i	0.0007814	LP-PI-IRM:LP-PI-REL:LT-AF-Z	125.8	355	-42.7	68.8	29-1-047	29-1-047	29-1-047	This study : Tauxe & Yamazaki 2007	-27	29-1-047	31.0457	Ma	-109.07
DSDP Site 522	49	i	0.0007055	LP-PI-IRM:LP-PI-REL:LT-AF-Z	130.3	355	-46.9	62.3	29-1-054	29-1-054	29-1-054	This study : Tauxe & Yamazaki 2007	-27	29-1-054	31.0529	Ma	-109.14
DSDP Site 522	47	i	0.0006299	LP-PI-IRM:LP-PI-REL:LT-AF-Z	156.3	355	-66.8	58.6	29-1-061	29-1-061	29-1-061	This study : Tauxe & Yamazaki 2007	-27	29-1-061	31.0602	Ma	-109.21
DSDP Site 522	331.8	i	0.0006962	LP-PI-IRM:LP-PI-REL:LT-AF-Z	201.7	355	-57.6	70.9	29-1-070	29-1-070	29-1-070	This study : Tauxe & Yamazaki 2007	-27	29-1-070	31.0695	Ma	-109.3
DSDP Site 522	43	i	0.0007124	LP-PI-IRM:LP-PI-REL:LT-AF-Z	149.5	355	-60.3	62.3	29-1-078	29-1-078	29-1-078	This study : Tauxe & Yamazaki 2007	-27	29-1-078	31.0778	Ma	-109.38
DSDP Site 522	34	i	0.0007881	LP-PI-IRM:LP-PI-REL:LT-AF-Z	163.6	355	-70.3	60.4	29-1-086	29-1-086	29-1-086	This study : Tauxe & Yamazaki 2007	-27	29-1-086	31.0861	Ma	-109.46
DSDP Site 522	8.6	i	0.0007247	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.5	355	-72.8	62.3	29-1-097	29-1-097	29-1-097	This study : Tauxe & Yamazaki 2007	-27	29-1-097	31.0975	Ma	-109.57
DSDP Site 522	295.7	i	0.0004182	LP-PI-IRM:LP-PI-REL:LT-AF-Z	207.8	355	-64.4	56.7	29-1-103	29-1-103	29-1-103	This study : Tauxe & Yamazaki 2007	-27	29-1-103	31.1037	Ma	-109.63
DSDP Site 522	300.7	i	0.000482	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.2	355	-72.9	55.4	29-1-109	29-1-109	29-1-109	This study : Tauxe & Yamazaki 2007	-27	29-1-109	31.1099	Ma	-109.69
DSDP Site 522	279	i	0.0006007	LP-PI-IRM:LP-PI-REL:LT-AF-Z	204.3	355	-68.5	49.2	29-1-115	29-1-115	29-1-115	This study : Tauxe & Yamazaki 2007	-27	29-1-115	31.1161	Ma	-109.75
DSDP Site 522	326.8	i	0.0005706	LP-PI-IRM:LP-PI-REL:LT-AF-Z	245.2	355	-34.8	76.7	29-1-123	29-1-123	29-1-123	This study : Tauxe & Yamazaki 2007	-27	29-1-123	31.1244	Ma	-109.83
DSDP Site 522	11.9	i	0.0006862	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.8	355	-78.5	57.3	29-1-131	29-1-131	29-1-131	This study : Tauxe & Yamazaki 2007	-27	29-1-131	31.1327	Ma	-109.91
DSDP Site 522	292.7	i	0.000822	LP-PI-IRM:LP-PI-REL:LT-AF-Z	191.3	355	-79.1	50.9	29-1-137	29-1-137	29-1-137	This study : Tauxe & Yamazaki 2007	-27	29-1-137	31.1389	Ma	-109.97
DSDP Site 522	347.7	i	0.0006891	LP-PI-IRM:LP-PI-REL:LT-AF-Z	346.9	355	6	71.5	29-1-144	29-1-144	29-1-144	This study : Tauxe & Yamazaki 2007	-27	29-1-144	31.1462	Ma	-110.04
DSDP Site 522	269.8	i	0.0004345	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.1	355	-82.8	46	29-2-007	29-2-007	29-2-007	This study : Tauxe & Yamazaki 2007	-27	29-2-007	31.1597	Ma	-110.17
DSDP Site 522	346.4	i	0.0006144	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.1	355	-78.8	57.4	29-2-014	29-2-014	29-2-014	This study : Tauxe & Yamazaki 2007	-27	29-2-014	31.1669	Ma	-110.24
DSDP Site 522	311.5	i	0.0006638	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.3	355	-88.3	47	29-2-020	29-2-020	29-2-020	This study : Tauxe & Yamazaki 2007	-27	29-2-020	31.1731	Ma	-110.3
DSDP Site 522	345.8	i	0.0006546	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183	355	-75.7	60.2	29-2-026	29-2-026	29-2-026	This study : Tauxe & Yamazaki 2007	-27	29-2-026	31.1793	Ma	-110.36
DSDP Site 522	67.2	i	0.0004385	LP-PI-IRM:LP-PI-REL:LT-AF-Z	154.6	355	-67.4	50.9	29-2-032	29-2-032	29-2-032	This study : Tauxe & Yamazaki 2007	-27	29-2-032	31.1856	Ma	-110.42
DSDP Site 522	74.3	i	0.0003961	LP-PI-IRM:LP-PI-REL:LT-AF-Z	155.8	355	-68.6	47.8	29-2-039	29-2-039	29-2-039	This study : Tauxe & Yamazaki 2007	-27	29-2-039	31.1928	Ma	-110.49
DSDP Site 522	336.6	i	0.0004382	LP-PI-IRM:LP-PI-REL:LT-AF-Z	192	355	-65	67.4	29-2-045	29-2-045	29-2-045	This study : Tauxe & Yamazaki 2007	-27	29-2-045	31.199	Ma	-110.55
DSDP Site 522	286	i	0.0003246	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216	355	-58.4	53.1	29-2-051	29-2-051	29-2-051	This study : Tauxe & Yamazaki 2007	-27	29-2-051	31.2053	Ma	-110.61
DSDP Site 522	260.2	i	0.0002053	LP-PI-IRM:LP-PI-REL:LT-AF-Z	219.2	355	-53	33.8	29-2-057	29-2-057	29-2-057	This study : Tauxe & Yamazaki 2007	-27	29-2-057	31.2115	Ma	-110.67
DSDP Site 522	280.4	i	0.0003961	LP-PI-IRM:LP-PI-REL:LT-AF-Z	210.8	355	-62.9	50	29-2-064	29-2-064	29-2-064	This study : Tauxe & Yamazaki 2007	-27	29-2-064	31.2187	Ma	-110.74
DSDP Site 522	265.7	i	0.0004284	LP-PI-IRM:LP-PI-REL:LT-AF-Z	187.5	355	-83.3	45.4	29-2-071	29-2-071	29-2-071	This study : Tauxe & Yamazaki 2007	-27	29-2-071	31.226	Ma	-110.81
DSDP Site 522	278.6	i	0.000546	LP-PI-IRM:LP-PI-REL:LT-AF-Z	189	355	-81.9	47.5	29-2-078	29-2-078	29-2-078	This study : Tauxe & Yamazaki 2007	-27	29-2-078	31.2332	Ma	-110.88
DSDP Site 522	349.2	i	0.000614	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182	355	-75.1	60.8	29-2-084	29-2-084	29-2-084	This study : Tauxe & Yamazaki 2007	-27	29-2-084	31.2395	Ma	-110.94
DSDP Site 522	56.6	i	0.0004442	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.1	355	-84.2	48.7	29-2-090	29-2-090	29-2-090	This study : Tauxe & Yamazaki 2007	-27	29-2-090	31.2457	Ma	-111
DSDP Site 522	89.6	i	0.0004114	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.6	355	-81.5	44.3	29-2-098	29-2-098	29-2-098	This study : Tauxe & Yamazaki 2007	-27	29-2-098	31.254	Ma	-111.08
DSDP Site 522	55.1	i	0.0006694	LP-PI-IRM:LP-PI-REL:LT-AF-Z	157.3	355	-68.8	55.2	29-2-110	29-2-110	29-2-110	This study : Tauxe & Yamazaki 2007	-27	29-2-110	31.2664	Ma	-111.2
DSDP Site 522	48.3	i	0.0006122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	157.5	355	-68	57.7	29-2-117	29-2-117	29-2-117	This study : Tauxe & Yamazaki 2007	-27	29-2-117	31.2737	Ma	-111.27
DSDP Site 522	57.5	i	0.0009323	LP-PI-IRM:LP-PI-REL:LT-AF-Z	150.6	355	-63.5	55.6	29-2-124	29-2-124	29-2-124	This study : Tauxe & Yamazaki 2007	-27	29-2-124	31.2809	Ma	-111.34
DSDP Site 522	35.4	i	0.0005946	LP-PI-IRM:LP-PI-REL:LT-AF-Z	169.1	355	-76.5	56.3	29-2-130	29-2-130	29-2-130	This study : Tauxe & Yamazaki 2007	-27	29-2-130	31.2871	Ma	-111.4
