tab 	er_specimens
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes	specimen_class	specimen_core_depth	specimen_lithology	specimen_type
This study	318	U1359B	318-U1359B-002H-1-W-114	318-U1359B-002H-1-W-114	318-U1359B-002H-1-W-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-1-W-40	318-U1359B-002H-1-W-40	318-U1359B-002H-1-W-40	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-1-W-60	318-U1359B-002H-1-W-60	318-U1359B-002H-1-W-60	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-1-W-91	318-U1359B-002H-1-W-91	318-U1359B-002H-1-W-91	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-2-W-0	318-U1359B-002H-2-W-0	318-U1359B-002H-2-W-0	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-2-W-100	318-U1359B-002H-2-W-100	318-U1359B-002H-2-W-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-2-W-117	318-U1359B-002H-2-W-117	318-U1359B-002H-2-W-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-2-W-17	318-U1359B-002H-2-W-17	318-U1359B-002H-2-W-17	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-2-W-41	318-U1359B-002H-2-W-41	318-U1359B-002H-2-W-41	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-2-W-60	318-U1359B-002H-2-W-60	318-U1359B-002H-2-W-60	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-3-W-100	318-U1359B-002H-3-W-100	318-U1359B-002H-3-W-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-3-W-120	318-U1359B-002H-3-W-120	318-U1359B-002H-3-W-120	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-3-W-135	318-U1359B-002H-3-W-135	318-U1359B-002H-3-W-135	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-3-W-15	318-U1359B-002H-3-W-15	318-U1359B-002H-3-W-15	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-3-W-2	318-U1359B-002H-3-W-2	318-U1359B-002H-3-W-2	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-3-W-42	318-U1359B-002H-3-W-42	318-U1359B-002H-3-W-42	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-3-W-60	318-U1359B-002H-3-W-60	318-U1359B-002H-3-W-60	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-4-W-0	318-U1359B-002H-4-W-0	318-U1359B-002H-4-W-0	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-4-W-100	318-U1359B-002H-4-W-100	318-U1359B-002H-4-W-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-4-W-114	318-U1359B-002H-4-W-114	318-U1359B-002H-4-W-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-4-W-13	318-U1359B-002H-4-W-13	318-U1359B-002H-4-W-13	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-4-W-44	318-U1359B-002H-4-W-44	318-U1359B-002H-4-W-44	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-4-W-60	318-U1359B-002H-4-W-60	318-U1359B-002H-4-W-60	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-4-W-80	318-U1359B-002H-4-W-80	318-U1359B-002H-4-W-80	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-5-W-0	318-U1359B-002H-5-W-0	318-U1359B-002H-5-W-0	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-5-W-100	318-U1359B-002H-5-W-100	318-U1359B-002H-5-W-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-5-W-116	318-U1359B-002H-5-W-116	318-U1359B-002H-5-W-116	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-5-W-136	318-U1359B-002H-5-W-136	318-U1359B-002H-5-W-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-5-W-20	318-U1359B-002H-5-W-20	318-U1359B-002H-5-W-20	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-5-W-3	318-U1359B-002H-5-W-3	318-U1359B-002H-5-W-3	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-5-W-40	318-U1359B-002H-5-W-40	318-U1359B-002H-5-W-40	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-5-W-62	318-U1359B-002H-5-W-62	318-U1359B-002H-5-W-62	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-6-W-100	318-U1359B-002H-6-W-100	318-U1359B-002H-6-W-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
This study	318	U1359B	318-U1359B-002H-6-W-15	318-U1359B-002H-6-W-15	318-U1359B-002H-6-W-15	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary		Not Specified	Sediment Layer
