tab	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06a10	Archeologic	Ceramic	6.68e-05	0.05	c	1.06	0.93	1.27	1.4	1.0	0.95	0.9	3.94	12.0	5.0	17.49	7e-05	Not Specified	833.0	273.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a10
109.47	204.229461	360.86666	1.20558	0.633533 : 0.195408 : 0.171058 : -0.006357 : 0.003529 : -0.007100	6.0	0.016302	ATRM	0.633736 : 359.2 : -0.9	0.195789 : 269.0 : -7.9	0.170475 : 275.6 : 82.1	This study	Critical F: 3.1059									mgk06a10;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a10
	1.207214	0.012448	2.089849	0.341171 : 0.325009 : 0.333820 : 0.006880 : 0.014019 : -0.006621	9.0	0.015299	AARM	0.345368 : 160.9 : 43.2	0.342955 : 42.6 : 26.8	0.311677 : 291.9 : 35.0	This study	Critical F: 2.6848									mgk06a10;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	b	mgk06a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06a10
											This study											Archeologic	Ceramic																Not Specified						mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b01
											This study											Archeologic	Ceramic																Not Specified						mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b02
											This study											Archeologic	Ceramic																Not Specified						mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06b04	Archeologic	Ceramic	6.850000000000001e-05	0.01	c	0.87	0.99	0.45	0.58	0.78	0.83	0.88	2.28	12.0	6.0	57.22	7e-05	Not Specified	873.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b04
2.68	22.625186	35.501479	0.990518	0.431194 : 0.285362 : 0.283445 : -0.000627 : -0.011285 : 0.001866	6.0	0.016082	ATRM	0.431221 : 359.7 : 0.7	0.295707 : 269.0 : 42.5	0.273072 : 90.5 : 47.5	This study	Critical F: 3.1059									mgk06b04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b04
5.51	1.75322	2.389697	0.202298	0.331881 : 0.330566 : 0.337553 : -0.009957 : 0.006505 : -0.010520	6.0	0.011015	ATRM	0.351723 : 140.9 : 40.9	0.327642 : 293.8 : 45.8	0.320635 : 38.5 : 13.9	This study	Critical F: 3.1059									mgk06b05;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b05
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06b06	Archeologic	Ceramic	6.459999999999997e-05	0.02	c	1.04	0.97	1.01	1.85	0.82	0.78	0.87	4.21	10.0	4.0	38.06	7e-05	Not Specified	773.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b06
3.49	7.926692	8.588126	2.064104	0.337733 : 0.325306 : 0.336961 : -0.000621 : 0.007875 : 0.015951	6.0	0.006072	ATRM	0.354223 : 194.7 : -45.3	0.329057 : 305.1 : -19.0	0.316720 : 51.0 : -38.6	This study	Critical F: 3.1059									mgk06b06;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b06
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06b07	Archeologic	Ceramic	5.93e-05	0.03	c	1.06	1.0	0.32	0.46	0.95	0.95	0.9	2.5	14.0	6.0	29.26	7e-05	Not Specified	873.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b07
2.48	6.56896	3.0974	5.204553	0.323554 : 0.321401 : 0.355045 : -0.013344 : -0.008498 : -0.003770	6.0	0.008684	ATRM	0.357081 : 264.9 : 77.0	0.335468 : 139.8 : 7.6	0.307451 : 228.4 : -10.5	This study	Critical F: 3.1059									mgk06b07;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b07
											This study											Archeologic	Ceramic																Not Specified						mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b08
											This study											Archeologic	Ceramic																Not Specified						mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b09
											This study											Archeologic	Ceramic																Not Specified						mgk06b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06b10
											This study											Archeologic	Ceramic																Not Specified						mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c01
											This study											Archeologic	Ceramic																Not Specified						mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c02
6.32	4.431981	0.830554	5.367838	0.332629 : 0.321208 : 0.346163 : -0.016029 : 0.017787 : 0.004597	6.0	0.011639	ATRM	0.356046 : 110.0 : 56.9	0.341045 : 158.6 : -23.4	0.302909 : 238.5 : 22.1	This study	Critical F: 3.1059									mgk06c03;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06c04	Archeologic	Ceramic	7.340000000000001e-05	0.03	c	0.91	0.93	3.15	9.99	0.85	0.87	0.89	4.56	10.0	4.0	24.78	7e-05	Not Specified	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c04
1.5	31.718235	28.684907	12.131935	0.300205 : 0.370877 : 0.328918 : -0.027728 : 0.010676 : -0.010520	6.0	0.007545	ATRM	0.383817 : 290.0 : -13.9	0.326673 : 253.6 : 72.8	0.289510 : 197.6 : -9.8	This study	Critical F: 3.1059									mgk06c04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c04
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06c05	Archeologic	Ceramic	6.99e-05	0.01	c	1.01	0.93	2.49	7.25	0.89	0.79	0.89	4.64	11.0	5.0	53.31	7e-05	Not Specified	853.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c05
3.37	10.083202	5.984208	6.625318	0.361032 : 0.309046 : 0.329923 : 0.002695 : 0.021034 : 0.017081	6.0	0.010636	ATRM	0.370769 : 12.7 : 27.5	0.333974 : 312.7 : -43.8	0.295257 : 262.4 : 33.7	This study	Critical F: 3.1059									mgk06c05;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c05
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06c06	Archeologic	Ceramic	6.39e-05	0.03	c	0.99	0.93	2.4	0.29	0.92	0.9	0.89	4.27	11.0	5.0	28.54	7e-05	Not Specified	853.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c06
2.87	10.513413	1.850013	12.964945	0.335093 : 0.313283 : 0.351624 : 0.014388 : -0.017117 : 0.007522	6.0	0.008396	ATRM	0.358351 : 287.7 : 70.1	0.342201 : 25.1 : 2.6	0.299448 : 116.0 : 19.7	This study	Critical F: 3.1059									mgk06c06;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c06
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06c07	Archeologic	Ceramic	7.75e-05	0.04	c	0.85	0.95	0.69	1.54	0.93	0.98	0.89	2.55	11.0	4.0	23.39	7e-05	Not Specified	853.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c07
1.68	6.783067	6.673382	2.20703	0.324225 : 0.374378 : 0.301396 : -0.004252 : -0.001358 : -0.008046	6.0	0.013205	ATRM	0.374743 : 274.7 : 0.5	0.326500 : 184.6 : 17.9	0.298757 : 186.4 : -72.1	This study	Critical F: 3.1059									mgk06c07;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06c07
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06d01	Archeologic	Ceramic	6.4e-05	0.03	c	1.03	0.91	2.41	2.45	0.8	0.83	0.87	2.72	9.0	4.0	25.06	7e-05	Not Specified	793.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d01
2.63	8.414477	4.989905	5.532864	0.344497 : 0.306803 : 0.348701 : -0.001290 : -0.008808 : -0.014223	6.0	0.008796	ATRM	0.361613 : 9.8 : -50.2	0.333824 : 163.2 : -36.7	0.304563 : 263.3 : -13.3	This study	Critical F: 3.1059									mgk06d01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d01
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06d02	Archeologic	Ceramic	6.6e-05	0.03	c	1.02	0.9	1.33	6.77	0.85	0.8	0.87	4.28	10.0	4.0	28.22	7e-05	Not Specified	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d02
1.09	52.237292	48.705442	18.899389	0.348004 : 0.328443 : 0.323553 : -0.055018 : 0.003238 : 0.007162	6.0	0.007062	ATRM	0.394270 : 320.2 : 2.8	0.324573 : 66.3 : 80.1	0.281157 : 229.8 : 9.5	This study	Critical F: 3.1059									mgk06d02;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d02
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06d03	Archeologic	Ceramic	6.32e-05	0.03	c	1.04	0.94	1.38	5.72	0.78	0.79	0.87	4.18	9.0	4.0	21.88	7e-05	Not Specified	793.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d03
2.82	9.100295	5.473593	5.90466	0.340261 : 0.310301 : 0.349437 : 0.004223 : 0.012384 : 0.010579	6.0	0.007856	ATRM	0.359660 : 26.4 : 55.7	0.333668 : 353.0 : -29.7	0.306672 : 272.1 : 15.6	This study	Critical F: 3.1059									mgk06d03;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d03
	2.085405	0.934269	1.71139	0.355741 : 0.312402 : 0.331857 : 0.001613 : 0.015467 : 0.009600	9.0	0.017575	AARM	0.360188 : 9.9 : 23.1	0.336164 : 311.4 : -50.7	0.303649 : 265.7 : 29.8	This study	Critical F: 2.6848									mgk06d03;AARM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-ARM	b	mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06d04	Archeologic	Ceramic	6.21e-05	0.04	c	1.04	0.94	0.96	2.73	0.81	0.87	0.88	2.92	10.0	4.0	20.07	7e-05	Not Specified	803.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d04
0.57	1.619011	1.631322	0.500622	0.332582 : 0.322294 : 0.345123 : -0.013513 : -0.001203 : 0.022595	6.0	0.020194	ATRM	0.364386 : 160.4 : -48.4	0.327910 : 115.5 : 32.2	0.307703 : 41.3 : -23.4	This study	Critical F: 3.1059									mgk06d04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	b	mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d04
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk06d05	Archeologic	Ceramic	6.459999999999997e-05	0.03	c	1.01	0.94	0.52	4.54	0.9	0.98	0.9	1.92	12.0	5.0	28.95	7e-05	Not Specified	858.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d05
2.13	3.163991	1.679071	2.29177	0.316423 : 0.355971 : 0.327606 : 0.012955 : 0.001550 : 0.014814	6.0	0.014269	ATRM	0.360949 : 250.2 : -11.0	0.334800 : 143.1 : -56.6	0.304251 : 346.9 : -31.1	This study	Critical F: 3.1059									mgk06d05;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk06d	pmagpy-3.4.1: thellier_gui.v.3.0	mgk06d05
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk08a01	Archeologic	Ceramic	6.12e-05	0.04	c	0.99	0.97	1.25	5.81	0.94	0.92	0.89	3.7	11.0	4.0	19.32	7e-05	Not Specified	833.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08a01
1.02	5.27726	5.211402	1.703846	0.330254 : 0.322415 : 0.347332 : 0.009326 : 0.012375 : 0.006306	6.0	0.008188	ATRM	0.355993 : 229.1 : -57.3	0.329560 : 197.4 : 28.7	0.314446 : 295.5 : 14.4	This study	Critical F: 3.1059									mgk08a01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08a01
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk08a02	Archeologic	Ceramic	6.64e-05	0.03	c	0.93	0.96	1.95	6.77	0.91	0.92	0.89	4.22	11.0	5.0	29.4	7e-05	Not Specified	853.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08a02
2.45	12.155673	13.365185	3.045881	0.339501 : 0.341864 : 0.318636 : -0.012477 : 0.007971 : -0.009435	6.0	0.005572	ATRM	0.357121 : 133.3 : 17.7	0.328315 : 45.2 : -5.9	0.314564 : 332.9 : 71.3	This study	Critical F: 3.1059									mgk08a02;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08a02
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk08a03	Archeologic	Ceramic	6.659999999999999e-05	0.03	c	0.9	0.97	1.88	1.25	0.91	0.93	0.89	4.72	11.0	5.0	26.87	7e-05	Not Specified	853.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08a03
1.52	21.542757	22.705849	6.007524	0.332806 : 0.340461 : 0.326733 : -0.028348 : -0.001074 : -0.003037	6.0	0.005656	ATRM	0.365276 : 311.2 : -1.8	0.327164 : 232.5 : 80.9	0.307560 : 221.0 : -8.9	This study	Critical F: 3.1059									mgk08a03;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08a03
19.43	6.883952	9.397247	0.788289	0.323681 : 0.356406 : 0.319912 : -0.004008 : 0.019775 : -0.000761	6.0	0.009705	ATRM	0.365445 : 275.9 : -23.4	0.323370 : 183.3 : -6.1	0.311184 : 259.6 : 65.7	This study	Critical F: 3.1059									mgk08a04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08a04
19.4	3.322633	1.986057	2.168572	0.328500 : 0.328758 : 0.342742 : 0.014963 : 0.000535 : 0.017510	6.0	0.011991	ATRM	0.357590 : 208.4 : -46.5	0.333691 : 250.4 : 35.2	0.308719 : 143.7 : 22.1	This study	Critical F: 3.1059									mgk08a05;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08a	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08a05
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk08b01	Archeologic	Ceramic	5.76e-05	0.05	c	0.98	0.96	2.34	0.8	0.87	0.79	0.88	3.84	10.0	4.0	16.12	7e-05	Not Specified	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08b01
1.58	30.072668	27.109206	11.56756	0.339328 : 0.342642 : 0.318030 : -0.031348 : -0.019383 : -0.002946	6.0	0.006412	ATRM	0.375089 : 130.4 : -12.7	0.327876 : 25.8 : -48.4	0.297035 : 50.9 : 38.8	This study	Critical F: 3.1059									mgk08b01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08b01
											This study											Archeologic	Ceramic																Not Specified						mgk08b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08b02
5.87	22.537531	24.607064	5.752951	0.310079 : 0.326458 : 0.363463 : -0.010672 : -0.013016 : 0.036040	6.0	0.009095	ATRM	0.386150 : 329.0 : 58.9	0.322349 : 89.0 : 16.8	0.291500 : 187.3 : 25.4	This study	Critical F: 3.1059									mgk08b03;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08b03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk08b04	Archeologic	Ceramic	6.04e-05	0.02	c	1.05	0.95	1.76	0.62	0.85	0.84	0.9	3.53	12.0	5.0	47.86	7e-05	Not Specified	833.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08b04
4.48	34.014767	33.297954	11.182723	0.314497 : 0.359144 : 0.326359 : -0.032358 : -0.017757 : -0.002105	6.0	0.006688	ATRM	0.380259 : 115.7 : -15.6	0.325684 : 168.6 : 65.2	0.294057 : 31.2 : 18.8	This study	Critical F: 3.1059									mgk08b04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08b04
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk08b05	Archeologic	Ceramic	5.5500000000000014e-05	0.01	c	1.12	0.96	1.98	1.28	0.87	0.86	0.9	3.11	12.0	5.0	55.98	7e-05	Not Specified	833.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08b05
1.16	3.463448	2.734783	1.640844	0.307651 : 0.326081 : 0.366268 : 0.011080 : -0.007682 : 0.003990	6.0	0.015912	ATRM	0.367750 : 281.0 : 79.9	0.330537 : 62.9 : 8.0	0.301713 : 153.8 : 6.2	This study	Critical F: 3.1059									mgk08b05;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08b05
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk08b06	Archeologic	Ceramic	6.2e-05	0.02	c	1.02	0.98	0.46	0.71	0.87	0.89	0.9	1.44	12.0	5.0	36.46	7e-05	Not Specified	833.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08b06
1.74	24.593987	17.468708	13.36532	0.303099 : 0.365191 : 0.331710 : -0.038147 : -0.004883 : 0.002570	6.0	0.00893	ATRM	0.383911 : 115.4 : -6.0	0.331129 : 112.8 : 84.0	0.284960 : 205.4 : 0.3	This study	Critical F: 3.1059									mgk08b06;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08b	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08b06
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk08c01	Archeologic	Ceramic	7.070000000000001e-05	0.03	c	0.95	0.95	0.39	3.0	0.87	0.92	0.91	2.0	12.0	5.0	26.55	7e-05	Not Specified	858.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08c01
3.77	19.936438	17.289908	8.190847	0.302577 : 0.368588 : 0.328835 : -0.001653 : 0.006555 : -0.006299	6.0	0.00691	ATRM	0.369745 : 272.3 : -9.4	0.329111 : 217.8 : 74.0	0.301144 : 180.1 : -12.8	This study	Critical F: 3.1059									mgk08c01;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08c01
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk08c02	Archeologic	Ceramic	7.03e-05	0.03	c	0.94	0.95	1.28	1.0	0.78	0.85	0.89	1.21	10.0	5.0	25.62	7e-05	Not Specified	833.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08c02
2.38	28.049579	22.525044	12.97318	0.334991 : 0.337869 : 0.327139 : -0.039002 : -0.000854 : 0.022828	6.0	0.007691	ATRM	0.380805 : 317.5 : 18.0	0.329185 : 79.4 : 58.5	0.290010 : 218.8 : 24.9	This study	Critical F: 3.1059									mgk08c02;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08c02
											This study											Archeologic	Ceramic																Not Specified						mgk08c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08c03
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgk08c04	Archeologic	Ceramic	6.709999999999999e-05	0.01	c	0.98	0.95	0.68	2.28	0.75	0.81	0.89	1.24	10.0	5.0	48.34	6e-05	Not Specified	858.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgk08c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08c04
1.21	16.772442	9.387343	11.618796	0.336954 : 0.312913 : 0.350133 : 0.002710 : -0.025456 : -0.008101	6.0	0.007168	ATRM	0.365555 : 56.6 : -59.0	0.334498 : 350.6 : 13.7	0.299947 : 87.8 : 27.2	This study	Critical F: 3.1059									mgk08c04;ATRM	Archeologic	Ceramic																Not Specified				AE-H:LP-AN-TRM	g	mgk08c	pmagpy-3.4.1: thellier_gui.v.3.0	mgk08c04
