tab	measurements
experiment	specimen	measurement	treat_dc_field	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	meas_field_dc	magn_moment	measurement_standard	measurement_temp	sample	scientists	site
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	745	0.3337	4.202e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	746	0.3257	4.13e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	747	0.3177	4.058e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	748	0.3097	3.985e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	749	0.3017	3.911e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	750	0.2938	3.838e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	751	0.2858	3.764e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	752	0.2777	3.689e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	753	0.2697	3.614e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	754	0.2618	3.539e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	755	0.2538	3.463e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	756	0.2457	3.386e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	757	0.2378	3.309e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	758	0.2298	3.232e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	759	0.2218	3.153e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	760	0.2138	3.075e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	761	0.2058	2.996e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	762	0.1978	2.916e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	763	0.1898	2.835e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	764	0.1818	2.754e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	765	0.1738	2.672e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	766	0.1658	2.589e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	767	0.1578	2.506e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	768	0.1498	2.421e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	769	0.1418	2.335e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	770	0.1338	2.249e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	771	0.1258	2.162e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	772	0.1178	2.073e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	773	0.1098	1.984e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	774	0.1018	1.893e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	775	0.0938	1.802e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	776	0.0858	1.709e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	777	0.07785	1.614e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	778	0.0698	1.518e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	779	0.06185	1.42e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	780	0.05385	1.32e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	781	0.0458	1.218e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	782	0.0378	1.115e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	783	0.02985	1.009e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	784	0.0218	8.995e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	785	0.01385	7.88e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	786	0.00585	6.735e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	787	-0.00215	5.54e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	788	-0.0101	4.29e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	789	-0.0181	2.995e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	790	-0.02615	1.64e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	791	-0.0341	2.4e-08	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	792	-0.0421	-1.2e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	793	-0.0501	-2.68e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	794	-0.05815	-4.175e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	795	-0.0661	-5.68e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	796	-0.0741	-7.19e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	797	-0.08215	-8.7e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	798	-0.0901	-1.02e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	799	-0.0981	-1.168e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	800	-0.1061	-1.314e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	801	-0.114	-1.457e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	802	-0.1221	-1.597e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	803	-0.13	-1.733e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	804	-0.1381	-1.865e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	805	-0.1461	-1.992e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	806	-0.1541	-2.116e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	807	-0.1621	-2.236e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	808	-0.1701	-2.351e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	809	-0.1781	-2.462e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	810	-0.1861	-2.57e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	811	-0.1941	-2.675e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	812	-0.2021	-2.777e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	813	-0.2101	-2.875e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	814	-0.2181	-2.971e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	815	-0.2261	-3.065e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	816	-0.2341	-3.156e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	817	-0.2421	-3.245e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	818	-0.25	-3.332e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	819	-0.2581	-3.417e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	820	-0.2661	-3.501e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	821	-0.2741	-3.584e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	822	-0.2821	-3.665e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	823	-0.2901	-3.745e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	824	-0.2981	-3.823e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	825	-0.306	-3.901e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	826	-0.314	-3.979e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	827	-0.322	-4.054e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	828	-0.33	-4.13e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	829	-0.338	-4.205e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	830	-0.346	-4.28e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	831	-0.354	-4.353e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	832	-0.362	-4.426e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	833	-0.37	-4.499e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	834	-0.378	-4.571e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	835	-0.386	-4.643e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	836	-0.394	-4.714e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	837	-0.402	-4.785e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	838	-0.41	-4.855e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	839	-0.418	-4.925e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	840	-0.426	-4.995e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	841	-0.434	-5.065e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	842	-0.442	-5.134e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	843	-0.45	-5.202e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	844	-0.458	-5.272e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	845	-0.466	-5.34e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	846	-0.474	-5.408e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	847	-0.482	-5.476e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	848	-0.49	-5.544e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	849	-0.498	-5.612e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	850	-0.506	-5.679e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	851	-0.514	-5.746e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	852	-0.522	-5.813e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	853	-0.53	-5.88e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	854	-0.538	-5.947e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	855	-0.546	-6.013e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	856	-0.554	-6.08e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	857	-0.562	-6.146e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	858	-0.57	-6.212e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	859	-0.578	-6.279e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	860	-0.586	-6.345e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	861	-0.5939	-6.411e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	862	-0.6019	-6.476e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	863	-0.6099	-6.542e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	864	-0.6179	-6.607e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	865	-0.6259	-6.673e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	866	-0.6339	-6.738e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	867	-0.6419	-6.804e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	868	-0.6499	-6.87e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	869	-0.6579	-6.935e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	870	-0.6659	-7e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	871	-0.6739	-7.065e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	872	-0.6819	-7.13e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	873	-0.6899	-7.195e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	874	-0.6979	-7.26e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	875	-0.7058	-7.325e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	876	-0.7138	-7.39e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	877	-0.7218	-7.455e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	878	-0.7298	-7.519e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	879	-0.7378	-7.584e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	880	-0.7458	-7.648e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	881	-0.7538	-7.712e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	882	-0.7618	-7.777e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	883	-0.7698	-7.841e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	884	-0.7778	-7.906e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-3:LP-HYS	IS06a-3	IS06a-3:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	885	-0.7858	-7.971e-06	u	273	IS06a	Erez ben Yosef	IS06
