tab	measurements
experiment	specimen	measurement	treat_dc_field	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	meas_field_dc	magn_moment	measurement_standard	measurement_temp	sample	scientists	site
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1904	0.7335	1.169e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1905	0.7255	1.163e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1906	0.7176	1.158e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1907	0.7096	1.152e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1908	0.7016	1.147e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1909	0.6936	1.141e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1910	0.6856	1.136e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1911	0.6777	1.13e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1912	0.6697	1.124e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1913	0.6617	1.119e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1914	0.6537	1.113e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1915	0.6456	1.107e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1916	0.6376	1.102e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1917	0.6296	1.096e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1918	0.6216	1.09e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1919	0.6136	1.084e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1920	0.6056	1.079e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1921	0.5976	1.073e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1922	0.5896	1.067e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1923	0.5816	1.061e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1924	0.5736	1.055e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1925	0.5656	1.049e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1926	0.5575	1.043e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1927	0.5495	1.037e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1928	0.5415	1.031e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1929	0.5336	1.025e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1930	0.5256	1.018e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1931	0.5176	1.012e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1932	0.5096	1.006e-05	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1933	0.5016	9.997e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1934	0.4936	9.933e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1935	0.4856	9.87e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1936	0.4776	9.804e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1937	0.4696	9.74e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1938	0.4616	9.674e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1939	0.4536	9.607e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1940	0.4456	9.54e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1941	0.4375	9.472e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1942	0.4296	9.403e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1943	0.4216	9.334e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1944	0.4136	9.265e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1945	0.4056	9.194e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1946	0.3976	9.122e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1947	0.3896	9.05e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1948	0.3816	8.977e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1949	0.3736	8.902e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1950	0.3656	8.828e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1951	0.3577	8.751e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1952	0.3497	8.674e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1953	0.3417	8.595e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1954	0.3337	8.516e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1955	0.3256	8.435e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1956	0.3177	8.353e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1957	0.3097	8.269e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1958	0.3018	8.184e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1959	0.2938	8.097e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1960	0.2858	8.009e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1961	0.2778	7.918e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1962	0.2698	7.827e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1963	0.2618	7.733e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1964	0.2538	7.637e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1965	0.2458	7.539e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1966	0.2378	7.439e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1967	0.2298	7.336e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1968	0.2218	7.23e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1969	0.2139	7.122e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1970	0.2059	7.01e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1971	0.1978	6.896e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1972	0.1899	6.778e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1973	0.1819	6.657e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1974	0.1739	6.53e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1975	0.1658	6.399e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1976	0.1579	6.267e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1977	0.1499	6.128e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1978	0.1419	5.982e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1979	0.1338	5.833e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1980	0.1259	5.676e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1981	0.1179	5.513e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1982	0.1099	5.342e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1983	0.1019	5.163e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1984	0.09385	4.977e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1985	0.0859	4.781e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1986	0.0779	4.574e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1987	0.0699	4.353e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1988	0.0619	4.124e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1989	0.0539	3.879e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1990	0.04585	3.617e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1991	0.03785	3.337e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1992	0.0299	3.038e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1993	0.02185	2.716e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1994	0.0139	2.369e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1995	0.0059	1.993e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1996	-0.0021	1.58e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1997	-0.0101	1.112e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1998	-0.01805	5.945e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	1999	-0.0261	4.05e-08	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2000	-0.0341	-5.225e-07	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2001	-0.04205	-1.072e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2002	-0.0501	-1.599e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2003	-0.0581	-2.094e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2004	-0.0661	-2.554e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2005	-0.0741	-2.978e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2006	-0.0821	-3.368e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2007	-0.0901	-3.727e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2008	-0.09805	-4.057e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2009	-0.1061	-4.36e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2010	-0.114	-4.64e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2011	-0.1221	-4.9e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2012	-0.13	-5.141e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2013	-0.1381	-5.364e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2014	-0.1461	-5.574e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2015	-0.1541	-5.77e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2016	-0.162	-5.954e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2017	-0.1701	-6.127e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2018	-0.1781	-6.292e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2019	-0.1861	-6.448e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2020	-0.1941	-6.595e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2021	-0.2021	-6.736e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2022	-0.2101	-6.872e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2023	-0.2181	-7e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2024	-0.2261	-7.125e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2025	-0.2341	-7.245e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2026	-0.2421	-7.361e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2027	-0.25	-7.473e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2028	-0.2581	-7.581e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2029	-0.2661	-7.688e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2030	-0.2741	-7.789e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2031	-0.2821	-7.888e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2032	-0.2901	-7.985e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2033	-0.2981	-8.079e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2034	-0.306	-8.171e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2035	-0.314	-8.261e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2036	-0.322	-8.349e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2037	-0.33	-8.437e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2038	-0.338	-8.521e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2039	-0.346	-8.605e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2040	-0.354	-8.686e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2041	-0.362	-8.767e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2042	-0.37	-8.846e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2043	-0.378	-8.924e-06	u	273	IS06a	Erez ben Yosef	IS06
IS06a-6:LP-HYS	IS06a-6	IS06a-6:LP-HYS1		1	273	This study	SIO-Maud	LP-HYS	g	2044	-0.386	-9.002e-06	u	273	IS06a	Erez ben Yosef	IS06
