tab 	measurements
citations	experiment	instrument_codes	magn_moment	meas_field_dc	measurement_standard	measurement_temp	method_codes	number	quality	sample	scientists	site	specimen	treat_dc_field	treat_temp
This study	IS06a-3:LP-HYS	SIO-Maud	1.420e-06	6.185e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	1.320e-06	5.385e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	1.218e-06	4.580e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	1.115e-06	3.780e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	1.009e-06	2.985e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	8.995e-07	2.180e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	7.880e-07	1.385e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	6.735e-07	5.850e-03	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	5.540e-07	-2.150e-03	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	4.290e-07	-1.010e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	2.995e-07	-1.810e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	1.640e-07	-2.615e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	2.400e-08	-3.410e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-1.200e-07	-4.210e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-2.680e-07	-5.010e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.175e-07	-5.815e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.680e-07	-6.610e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.190e-07	-7.410e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-8.700e-07	-8.215e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-1.020e-06	-9.010e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-1.168e-06	-9.810e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-1.314e-06	-1.061e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-1.457e-06	-1.140e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-1.597e-06	-1.221e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-1.733e-06	-1.300e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-1.865e-06	-1.381e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-1.992e-06	-1.461e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-2.116e-06	-1.541e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-2.236e-06	-1.621e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-2.351e-06	-1.701e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-2.462e-06	-1.781e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-2.570e-06	-1.861e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-2.675e-06	-1.941e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-2.777e-06	-2.021e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-2.875e-06	-2.101e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-2.971e-06	-2.181e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.065e-06	-2.261e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.156e-06	-2.341e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.245e-06	-2.421e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.332e-06	-2.500e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.417e-06	-2.581e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.501e-06	-2.661e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.584e-06	-2.741e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.665e-06	-2.821e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.745e-06	-2.901e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.823e-06	-2.981e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.901e-06	-3.060e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-3.979e-06	-3.140e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.054e-06	-3.220e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.130e-06	-3.300e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.205e-06	-3.380e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.280e-06	-3.460e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.353e-06	-3.540e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.426e-06	-3.620e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.499e-06	-3.700e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.571e-06	-3.780e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.643e-06	-3.860e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.714e-06	-3.940e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.785e-06	-4.020e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.855e-06	-4.100e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.925e-06	-4.180e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.995e-06	-4.260e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.065e-06	-4.340e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.134e-06	-4.420e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.202e-06	-4.500e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.272e-06	-4.580e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.340e-06	-4.660e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.408e-06	-4.740e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.476e-06	-4.820e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.544e-06	-4.900e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.612e-06	-4.980e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.679e-06	-5.060e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.746e-06	-5.140e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.813e-06	-5.220e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.880e-06	-5.300e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.947e-06	-5.380e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.013e-06	-5.460e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.080e-06	-5.540e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.146e-06	-5.620e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.212e-06	-5.700e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.279e-06	-5.780e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.345e-06	-5.860e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.411e-06	-5.939e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.476e-06	-6.019e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.542e-06	-6.099e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.607e-06	-6.179e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.673e-06	-6.259e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.738e-06	-6.339e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.804e-06	-6.419e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.870e-06	-6.499e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.935e-06	-6.579e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.000e-06	-6.659e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.065e-06	-6.739e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.130e-06	-6.819e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.195e-06	-6.899e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.260e-06	-6.979e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.325e-06	-7.058e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.390e-06	-7.138e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.455e-06	-7.218e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.519e-06	-7.298e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.584e-06	-7.378e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.648e-06	-7.458e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.712e-06	-7.538e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.777e-06	-7.618e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.841e-06	-7.698e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.906e-06	-7.778e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.971e-06	-7.858e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-8.035e-06	-7.938e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-8.083e-06	-7.996e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-8.083e-06	-7.996e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-8.065e-06	-7.969e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-8.004e-06	-7.891e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.940e-06	-7.812e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.876e-06	-7.732e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.815e-06	-7.652e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.750e-06	-7.573e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.685e-06	-7.493e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.621e-06	-7.413e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.557e-06	-7.334e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.492e-06	-7.254e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.428e-06	-7.174e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.364e-06	-7.094e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.299e-06	-7.015e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.235e-06	-6.935e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.171e-06	-6.855e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.105e-06	-6.775e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-7.041e-06	-6.695e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.976e-06	-6.616e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.912e-06	-6.536e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.846e-06	-6.456e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.781e-06	-6.376e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.716e-06	-6.296e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.651e-06	-6.216e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.585e-06	-6.136e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.520e-06	-6.056e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.455e-06	-5.976e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.388e-06	-5.896e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.323e-06	-5.817e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.257e-06	-5.736e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.191e-06	-5.656e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.126e-06	-5.576e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-6.060e-06	-5.496e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.993e-06	-5.417e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.927e-06	-5.337e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.860e-06	-5.257e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.794e-06	-5.177e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.727e-06	-5.097e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.661e-06	-5.017e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.594e-06	-4.937e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.527e-06	-4.857e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.459e-06	-4.778e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.391e-06	-4.697e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.324e-06	-4.617e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.255e-06	-4.538e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.188e-06	-4.457e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.119e-06	-4.377e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-5.051e-06	-4.298e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.981e-06	-4.217e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.912e-06	-4.137e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.843e-06	-4.057e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.774e-06	-3.977e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.703e-06	-3.897e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.634e-06	-3.817e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.563e-06	-3.737e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
This study	IS06a-3:LP-HYS	SIO-Maud	-4.492e-06	-3.657e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-3		273
