tab 	measurements
citations	experiment	instrument_codes	magn_moment	meas_field_dc	measurement_standard	measurement_temp	method_codes	number	quality	sample	scientists	site	specimen	treat_dc_field	treat_temp
This study	IS06a-5:LP-HYS	SIO-Maud	2.667e-05	5.338e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.653e-05	5.258e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.640e-05	5.178e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.626e-05	5.098e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.612e-05	5.018e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.598e-05	4.938e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.583e-05	4.858e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.568e-05	4.778e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.553e-05	4.698e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.539e-05	4.618e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.524e-05	4.538e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.509e-05	4.458e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.493e-05	4.378e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.477e-05	4.298e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.461e-05	4.218e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.445e-05	4.138e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.429e-05	4.058e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.411e-05	3.977e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.394e-05	3.898e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.377e-05	3.818e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.360e-05	3.738e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.342e-05	3.658e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.323e-05	3.578e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.305e-05	3.498e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.286e-05	3.417e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.267e-05	3.338e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.248e-05	3.258e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.228e-05	3.178e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.207e-05	3.098e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.187e-05	3.018e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.165e-05	2.938e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.144e-05	2.858e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.122e-05	2.778e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.099e-05	2.698e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.076e-05	2.619e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.052e-05	2.539e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.028e-05	2.458e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.003e-05	2.378e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.978e-05	2.298e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.951e-05	2.218e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.924e-05	2.139e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.896e-05	2.059e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.868e-05	1.978e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.839e-05	1.899e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.809e-05	1.819e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.778e-05	1.739e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.746e-05	1.658e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.713e-05	1.579e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.679e-05	1.499e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.644e-05	1.419e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.607e-05	1.338e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.569e-05	1.259e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.529e-05	1.179e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.488e-05	1.099e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.445e-05	1.019e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.400e-05	9.385e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.354e-05	8.590e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.304e-05	7.790e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.251e-05	6.990e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.197e-05	6.190e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.138e-05	5.390e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.076e-05	4.585e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	1.009e-05	3.790e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	9.370e-06	2.990e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	8.592e-06	2.190e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	7.753e-06	1.390e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	6.840e-06	5.900e-03	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	5.830e-06	-2.100e-03	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	4.695e-06	-1.005e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	3.420e-06	-1.805e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	2.037e-06	-2.605e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	5.950e-07	-3.410e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-8.575e-07	-4.205e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.275e-06	-5.005e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-3.627e-06	-5.810e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-4.903e-06	-6.605e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-6.120e-06	-7.405e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-7.260e-06	-8.210e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-8.333e-06	-9.005e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-9.340e-06	-9.805e-02	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.028e-05	-1.061e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.116e-05	-1.140e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.197e-05	-1.221e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.274e-05	-1.300e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.345e-05	-1.380e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.411e-05	-1.460e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.474e-05	-1.541e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.531e-05	-1.620e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.585e-05	-1.701e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.635e-05	-1.781e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.683e-05	-1.861e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.726e-05	-1.940e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.769e-05	-2.020e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.809e-05	-2.101e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.847e-05	-2.180e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.883e-05	-2.261e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.917e-05	-2.341e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.950e-05	-2.420e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-1.981e-05	-2.500e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.011e-05	-2.581e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.041e-05	-2.661e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.068e-05	-2.741e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.095e-05	-2.821e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.122e-05	-2.901e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.146e-05	-2.980e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.171e-05	-3.060e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.195e-05	-3.140e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.218e-05	-3.220e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.240e-05	-3.300e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.263e-05	-3.380e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.283e-05	-3.460e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.304e-05	-3.540e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.324e-05	-3.620e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.344e-05	-3.700e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.363e-05	-3.780e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.383e-05	-3.860e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.401e-05	-3.940e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.420e-05	-4.020e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.438e-05	-4.100e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.456e-05	-4.180e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.472e-05	-4.260e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.490e-05	-4.340e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.507e-05	-4.420e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.522e-05	-4.500e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.539e-05	-4.580e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.555e-05	-4.660e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.571e-05	-4.740e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.587e-05	-4.820e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.601e-05	-4.900e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.617e-05	-4.980e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.631e-05	-5.060e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.646e-05	-5.139e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.661e-05	-5.220e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.675e-05	-5.300e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.689e-05	-5.379e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.703e-05	-5.459e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.718e-05	-5.540e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.731e-05	-5.619e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.745e-05	-5.699e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.758e-05	-5.780e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.772e-05	-5.859e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.786e-05	-5.939e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.799e-05	-6.019e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.813e-05	-6.099e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.824e-05	-6.179e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.837e-05	-6.259e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.850e-05	-6.339e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.863e-05	-6.419e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.875e-05	-6.499e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.888e-05	-6.579e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.900e-05	-6.659e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.913e-05	-6.739e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.925e-05	-6.819e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.936e-05	-6.899e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.948e-05	-6.979e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.961e-05	-7.058e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.973e-05	-7.138e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.984e-05	-7.218e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-2.996e-05	-7.298e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-3.007e-05	-7.378e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-3.019e-05	-7.458e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-3.031e-05	-7.538e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-3.042e-05	-7.618e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-3.054e-05	-7.698e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-3.066e-05	-7.778e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-3.077e-05	-7.858e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
This study	IS06a-5:LP-HYS	SIO-Maud	-3.087e-05	-7.938e-01	u	273	LP-HYS	1	g	IS06a	Erez ben Yosef	IS06	IS06a-5		273
