tab	sites
site	location	age	age_unit	dir_dec	dir_inc	core_depth	lat	lon	geologic_classes	geologic_types	lithologies	citations	vgp_lat	vgp_lon	paleolatitude	vgp_lat_rev	vgp_lon_rev
17-2-004	DSDP Site 522	25.122	Ma	18.3	-48.0	65.44	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	73.73330601626495	96.4770202124131	-29.043688017153904	-73.73330601626495	276.4770202124131
17-2-008	DSDP Site 522	25.128	Ma	12.8	-39.5	65.47	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	77.503001166888	66.19009691504692	-22.39989890623153	-77.503001166888	246.19009691504692
17-2-011	DSDP Site 522	25.136	Ma	24.4	-60.1	65.51	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	65.53423880239649	126.17381093906556	-41.007828584935524	-65.53423880239649	306.17381093906556
17-2-013	DSDP Site 522	25.138	Ma	27.6	-54.0	65.52	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	65.20835189968601	109.47116327796272	-34.535397104596086	-65.20835189968601	289.4711632779627
17-2-017	DSDP Site 522	25.148000000000003	Ma	2.1	-55.7	65.57	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	80.58895563846653	164.58683231788143	-36.24039453075374	-80.58895563846653	344.58683231788143
17-2-020	DSDP Site 522	25.151999999999997	Ma	15.6	-51.6	65.59	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	75.47811550114547	109.89827308087064	-32.24549135355514	-75.47811550114547	289.89827308087064
17-2-024	DSDP Site 522	25.16	Ma	3.9	-53.6	65.63	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	82.1077487643956	150.79799761445923	-34.144472921454756	-82.1077487643956	330.79799761445923
17-2-027	DSDP Site 522	25.166	Ma	20.9	-46.4	65.66	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	71.44530284941382	91.98459430102059	-27.70179601046054	-71.44530284941382	271.9845943010206
17-2-030	DSDP Site 522	25.171999999999997	Ma	17.8	-54.4	65.69	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	72.83675533614	116.86433674358886	-34.93016367427527	-72.83675533614	296.86433674358886
17-2-033	DSDP Site 522	25.18	Ma	115.6	58.1	65.73	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-35.76484924082845	55.052688004385345	38.77434170762549	35.76484924082845	235.05268800438535
17-2-037	DSDP Site 522	25.1841	Ma	177.7	51.2	65.76	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-84.72867490808049	16.773860738259714	31.876430451869254	84.72867490808049	196.7738607382597
17-2-040	DSDP Site 522	25.1895	Ma	185.4	46.3	65.8	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-85.16247693047075	273.59066435567394	27.619469103716693	85.16247693047075	93.59066435567394
17-2-043	DSDP Site 522	25.1936	Ma	192.5	50.0	65.83	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-78.42697335758594	287.05771602425517	30.78973302883215	78.42697335758594	107.05771602425517
17-2-046	DSDP Site 522	25.1963	Ma	189.8	37.6	65.85	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-79.26409956145812	233.50547940196952	21.059292141266262	79.26409956145812	53.505479401969524
17-2-049	DSDP Site 522	25.2017	Ma	184.7	52.6	65.89	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-82.60141147224105	322.82262718491506	33.1835966226676	82.60141147224105	142.82262718491506
17-2-052	DSDP Site 522	25.2058	Ma	177.9	36.9	65.92	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-83.29585998199362	157.91081504993656	20.576668614781703	83.29585998199362	337.91081504993656
17-2-056	DSDP Site 522	25.2112	Ma	171.5	62.9	65.96	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-71.36506436696561	14.320834936817448	44.33597442973255	71.36506436696561	194.32083493681745
17-2-059	DSDP Site 522	25.2153	Ma	185.6	61.4	65.99	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-73.81974419136053	340.0432471819901	42.52284248608719	73.81974419136053	160.04324718199013
17-2-063	DSDP Site 522	25.2193	Ma	184.9	48.0	66.02	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-85.21659198092904	291.4262943725445	29.043688017153904	85.21659198092904	111.42629437254448
17-2-066	DSDP Site 522	25.2234	Ma	185.7	51.9	66.05	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-82.58633689455556	314.5333387133568	32.524583901287436	82.58633689455556	134.53333871335678
17-2-070	DSDP Site 522	25.2302	Ma	157.7	46.3	66.1	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-70.20268740485392	78.06475267140206	27.619469103716693	70.20268740485392	258.06475267140206
17-2-073	DSDP Site 522	25.2329	Ma	189.9	51.0	66.12	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-80.18321235332914	295.9056412334526	31.693197163513407	80.18321235332914	115.90564123345263
17-2-076	DSDP Site 522	25.2369	Ma	180.0	57.9	66.15	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-78.44276162704342	355.0	38.557238372956604	78.44276162704342	175.0
17-2-080	DSDP Site 522	25.2437	Ma	188.1	54.9	66.2	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-79.09885519235871	317.6201713460641	35.42911355460478	79.09885519235871	137.62017134606413
17-2-083	DSDP Site 522	25.2478	Ma	184.3	46.0	66.23	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-86.15705748616016	271.55793541817	27.373546719434486	86.15705748616016	91.55793541817002
17-2-086	DSDP Site 522	25.2519	Ma	180.2	60.9	66.26	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-75.06502920468843	354.4226929235994	41.9340730131302	75.06502920468843	174.4226929235994
17-2-090	DSDP Site 522	25.2573	Ma	170.8	41.7	66.3	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-81.17849308920438	102.76403714518631	24.012195289439173	81.17849308920438	282.7640371451863
17-2-094	DSDP Site 522	25.2614	Ma	174.3	39.9	66.33	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-83.26779637035307	123.58636704080789	22.688092473663094	83.26779637035307	303.5863670408079
17-2-097	DSDP Site 522	25.2654	Ma	185.5	48.9	66.36	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-84.40178629640995	296.5239864517677	29.819642553796932	84.40178629640995	116.52398645176771
17-2-099	DSDP Site 522	25.2695	Ma	179.7	35.3	66.39	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-82.48991889897938	172.83576251024806	19.494967805275856	82.48991889897938	352.83576251024806
17-2-103	DSDP Site 522	25.2749	Ma	182.3	59.7	66.43	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-76.31541482716338	347.5944306268449	40.55186587023148	76.31541482716338	167.59443062684488
17-2-106	DSDP Site 522	25.2776	Ma	175.4	37.3	66.45	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-82.55336700779391	139.67054047107075	20.85173343054003	82.55336700779391	319.67054047107075
17-2-109	DSDP Site 522	25.2831	Ma	190.1	59.5	66.49	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-74.26981360163732	325.4523745903511	40.32564814777125	74.26981360163732	145.4523745903511
17-2-112	DSDP Site 522	25.2871	Ma	179.7	45.5	66.52	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-89.7306496517252	91.93496395202129	26.967160255557328	89.7306496517252	271.9349639520213
17-2-115	DSDP Site 522	25.2898	Ma	183.7	63.2	66.54	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-72.04580506699415	346.4435042616494	44.70721533787872	72.04580506699415	166.44350426164942
17-2-118	DSDP Site 522	25.2953	Ma	179.5	59.4	66.58	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-76.78053027997822	356.6698937517182	40.212976903397134	76.78053027997822	176.66989375171818
17-2-122	DSDP Site 522	25.2993	Ma	182.9	50.3	66.61	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-85.21500235012205	323.69737255247355	31.058575649801835	85.21500235012205	143.69737255247355
17-2-125	DSDP Site 522	25.3047	Ma	178.0	59.8	66.65	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-76.23509267641376	1.3877577945752364	40.6654142305154	76.23509267641376	181.38775779457524
17-2-128	DSDP Site 522	25.3075	Ma	181.0	62.2	66.67	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-73.49912923994681	352.4446128101335	43.480995795349045	73.49912923994681	172.4446128101335
17-2-131	DSDP Site 522	25.3115	Ma	173.1	39.5	66.7	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-82.22730325428698	119.78731961897944	22.39989890623153	82.22730325428698	299.78731961897944
17-2-134	DSDP Site 522	25.3169	Ma	187.6	41.2	66.74	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-82.35466812920724	240.6001238705113	23.63980836359519	82.35466812920724	60.60012387051131
17-2-137	DSDP Site 522	25.320999999999998	Ma	173.8	45.6	66.77	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-84.47728903976373	83.09197032749415	27.048092500265422	84.47728903976373	263.09197032749415
17-2-141	DSDP Site 522	25.3251	Ma	153.3	70.1	66.8	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-56.56702646949551	23.57087406756324	54.09584152875839	56.56702646949551	203.57087406756324
17-3-004	DSDP Site 522	25.3319	Ma	180.8	58.7	66.85	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-77.54980051701018	352.13282097881597	39.43235905792934	77.54980051701018	172.13282097881597
17-3-007	DSDP Site 522	25.3346	Ma	168.7	68.3	66.87	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-64.06909730588386	11.203199023813113	51.48383494554772	64.06909730588386	191.2031990238131
17-3-010	DSDP Site 522	25.3386	Ma	154.4	62.8	66.9	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-63.191505378613726	38.3678220316209	44.212873848617846	63.191505378613726	218.3678220316209
17-3-013	DSDP Site 522	25.3441	Ma	185.9	64.3	66.94	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-70.34109150918616	342.7667412743359	46.093649680002336	70.34109150918616	162.7667412743359
17-3-017	DSDP Site 522	25.3481	Ma	204.9	69.6	66.97	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-57.844231969075054	326.82745619542254	53.358375359280394	57.844231969075054	146.82745619542254
17-3-019	DSDP Site 522	25.3522	Ma	203.3	74.5	67.0	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-52.55504796970531	336.6059627977822	60.98509869592697	52.55504796970531	156.60596279778218
17-3-022	DSDP Site 522	25.3563	Ma	243.2	65.1	67.03	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-37.30398792751623	305.2287104477204	47.127322365212656	37.30398792751623	125.2287104477204
17-3-025	DSDP Site 522	25.359	Ma	172.0	84.8	67.05	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-37.20393861563235	356.793071024098	79.68427903837413	37.20393861563235	176.79307102409803
17-3-027	DSDP Site 522	25.3631	Ma	126.8	78.7	67.08	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-38.2899767331959	17.246647509479317	68.2164020637599	38.2899767331959	197.24664750947932
17-3-030	DSDP Site 522	25.3671	Ma	136.1	73.4	67.11	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-45.949249692056576	25.711508448717268	59.195508447058366	45.949249692056576	205.71150844871727
17-3-034	DSDP Site 522	25.3712	Ma	182.3	73.9	67.14	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-56.958835524198385	352.8911518960532	60.00343492928255	56.958835524198385	172.8911518960532
17-3-036	DSDP Site 522	25.3753	Ma	171.8	70.1	67.17	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-62.23968559032386	5.345095018302914	54.09584152875839	62.23968559032386	185.3450950183029
17-3-039	DSDP Site 522	25.3793	Ma	164.3	66.0	67.2	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-65.43378346007748	20.648427175960762	48.31629796496779	65.43378346007748	200.64842717596076
17-3-043	DSDP Site 522	25.3847	Ma	177.4	61.2	67.24	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-74.56680832970756	2.2447324056020648	42.28641373715193	74.56680832970756	182.24473240560206
17-3-046	DSDP Site 522	25.3888	Ma	158.4	66.8	67.27	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-62.10985219340399	25.80846499886917	49.39678185575174	62.10985219340399	205.80846499886917
17-3-049	DSDP Site 522	25.3929	Ma	167.1	65.0	67.3	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-67.57404807190069	18.524001398006817	46.99692847308269	67.57404807190069	198.52400139800682
17-3-053	DSDP Site 522	25.3969	Ma	156.2	59.5	67.33	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-66.24967897018232	44.80751800590343	40.32564814777125	66.24967897018232	224.80751800590343
17-3-056	DSDP Site 522	25.4024	Ma	168.3	67.5	67.37	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-64.98762273649557	12.81655150830386	50.36072776224386	64.98762273649557	192.81655150830386
17-3-060	DSDP Site 522	25.4064	Ma	233.7	75.0	67.4	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-40.48962235579891	324.96376906848786	61.81321456798648	40.48962235579891	144.96376906848786
17-3-063	DSDP Site 522	25.4105	Ma	196.9	63.3	67.43	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-67.61890368023245	322.2184325110035	44.831611599698995	67.61890368023245	142.21843251100353
17-3-066	DSDP Site 522	25.4159	Ma	179.5	55.7	67.47	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-80.74984698073	357.5095350097084	36.24039453075374	80.74984698073	177.50953500970837
17-3-070	DSDP Site 522	25.42	Ma	186.1	63.0	67.5	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-71.86559450024059	340.8959797749389	44.459397622361955	71.86559450024059	160.8959797749389
17-3-073	DSDP Site 522	25.4241	Ma	178.9	60.9	67.53	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-75.0387931727716	358.1711245215083	41.9340730131302	75.0387931727716	178.17112452150832
17-3-076	DSDP Site 522	25.4281	Ma	178.4	56.4	67.56	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-79.94482604402097	2.3413022655543045	36.963674004602886	79.94482604402097	182.3413022655543
17-3-079	DSDP Site 522	25.4322	Ma	192.4	58.6	67.59	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-73.92176437469381	318.14333479705033	39.321985306145734	73.92176437469381	138.14333479705033
17-3-082	DSDP Site 522	25.4363	Ma	197.0	66.1	67.62	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-64.81159520949323	327.8933928812872	48.45013454700734	64.81159520949323	147.89339288128718
17-3-084	DSDP Site 522	25.4403	Ma	191.7	65.0	67.65	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-67.98483296346994	333.34798953610357	46.99692847308269	67.98483296346994	153.34798953610357
17-3-088	DSDP Site 522	25.4444	Ma	185.2	67.9	67.68	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-65.75598704188158	347.0016632039757	50.91940374756906	65.75598704188158	167.00166320397568
17-3-091	DSDP Site 522	25.4485	Ma	182.3	62.3	67.71	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-73.29390414731431	349.1977212882155	43.60217926322488	73.29390414731431	169.19772128821552
17-3-094	DSDP Site 522	25.4525	Ma	154.3	67.4	67.74	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-59.60868404157474	28.260631347272692	50.22195378458342	59.60868404157474	208.2606313472727
17-3-097	DSDP Site 522	25.4566	Ma	191.9	61.1	67.77	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-71.98347116466245	325.3870448184598	42.16866076450361	71.98347116466245	145.3870448184598
17-3-099	DSDP Site 522	25.4607	Ma	192.4	67.4	67.8	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-64.91579002935289	336.0905426349492	50.22195378458342	64.91579002935289	156.0905426349492
17-3-103	DSDP Site 522	25.4661	Ma	179.2	64.1	67.84	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-71.15067379174292	356.72530277445753	45.838592638999955	71.15067379174292	176.72530277445753
17-3-106	DSDP Site 522	25.4702	Ma	203.8	66.7	67.87	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-61.1660513167479	321.901133465174	49.260492668116356	61.1660513167479	141.90113346517398
17-3-110	DSDP Site 522	25.4756	Ma	203.8	61.4	67.91	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-65.18663961915496	309.8706831282963	42.52284248608719	65.18663961915496	129.87068312829632
17-3-113	DSDP Site 522	25.4783	Ma	218.4	62.7	67.93	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-54.826933711281406	304.2421636397109	44.090095000781595	54.826933711281406	124.2421636397109
17-3-117	DSDP Site 522	25.4837	Ma	224.8	61.9	67.97	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-50.51561472155415	301.01428026221015	43.11934017627434	50.51561472155415	121.01428026221015
17-3-120	DSDP Site 522	25.4878	Ma	225.9	60.4	68.0	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-49.942784066306686	298.1083487589597	41.35291654306145	49.942784066306686	118.10834875895972
17-3-123	DSDP Site 522	25.4919	Ma	257.7	69.9	68.03	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-28.5845793882816	313.9170424802278	53.79974983705661	28.5845793882816	133.9170424802278
17-3-126	DSDP Site 522	25.4959	Ma	243.7	59.6	68.06	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-36.50837485532697	296.908205992479	40.438610822901786	36.50837485532697	116.908205992479
17-3-129	DSDP Site 522	25.5	Ma	14.3	-48.4	68.09	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	77.18147025895803	99.05997508924884	-29.38662612009495	-77.18147025895803	279.05997508924884
17-3-132	DSDP Site 522	25.5059	Ma	38.3	-44.9	68.12	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	55.926521100708726	93.05126714564926	-26.48513483600765	-55.926521100708726	273.05126714564926
17-3-135	DSDP Site 522	25.5138	Ma	45.4	-50.3	68.16	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	50.367715267113645	102.0112033631284	-31.058575649801835	-50.367715267113645	282.0112033631284
18-1-051	DSDP Site 522	25.6401	Ma	179.7	55.0	68.8	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-81.46651633335442	356.64553723094843	35.529644866682716	81.46651633335442	176.64553723094843
18-1-054	DSDP Site 522	25.6461	Ma	177.4	44.2	68.83	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-87.4385356676059	109.09822238082512	25.930353341702023	87.4385356676059	289.0982223808251
18-1-057	DSDP Site 522	25.651999999999997	Ma	176.8	53.5	68.86	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-82.4340653896933	15.565776229673418	34.047335499236084	82.4340653896933	195.56577622967342
18-1-059	DSDP Site 522	25.6579	Ma	180.9	50.7	68.89	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-85.51085164458753	345.139229886901	31.41994966082074	85.51085164458753	165.13922988690098
18-1-063	DSDP Site 522	25.6638	Ma	183.4	52.3	68.92	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-83.40677603412513	329.2987144893157	32.89981388263494	83.40677603412513	149.29871448931573
18-1-065	DSDP Site 522	25.6697	Ma	139.9	43.4	68.95	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-54.11609849214085	78.4441733374997	25.306025101251556	54.11609849214085	258.4441733374997
18-1-069	DSDP Site 522	25.6757	Ma	126.9	45.8	68.98	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-43.10721445170375	71.93782758309374	27.210473123637815	43.10721445170375	251.93782758309374
18-1-072	DSDP Site 522	25.6816	Ma	140.4	39.4	69.01	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-53.8557151914288	83.55000857359715	22.328183010556224	53.8557151914288	263.55000857359715
18-1-075	DSDP Site 522	25.6875	Ma	142.5	48.3	69.04	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-56.995359767876344	72.06226356465953	29.300604356244026	56.995359767876344	252.06226356465953
18-1-078	DSDP Site 522	25.6934	Ma	130.7	47.8	69.07	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-46.720420073507505	70.55609626002604	28.873360153806193	46.720420073507505	250.55609626002604
18-1-082	DSDP Site 522	25.7013	Ma	172.2	50.8	69.11	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-81.83951996749106	49.59920814141185	31.51081962587212	81.83951996749106	229.59920814141185
18-1-085	DSDP Site 522	25.7072	Ma	180.0	63.3	69.14	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-72.16838840030101	355.0	44.831611599698995	72.16838840030101	175.0
18-1-088	DSDP Site 522	25.7132	Ma	175.3	46.1	69.17	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-85.79631193536792	77.70968941285605	27.455345188619713	85.79631193536792	257.70968941285605
18-1-091	DSDP Site 522	25.7211	Ma	176.3	51.6	69.21	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-83.84814469524451	25.61776030713264	32.24549135355514	83.84814469524451	205.61776030713264
18-1-094	DSDP Site 522	25.726999999999997	Ma	172.6	56.5	69.24	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-78.14745555676622	25.023126140024658	37.06804106910949	78.14745555676622	205.02312614002466
18-1-097	DSDP Site 522	25.7329	Ma	179.2	58.5	69.27	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-77.7698912231035	357.9272322996537	39.211894491594556	77.7698912231035	177.92723229965372
18-1-101	DSDP Site 522	25.7388	Ma	181.3	49.9	69.3	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-86.12836238608264	338.20725673694676	30.700531159989076	86.12836238608264	158.20725673694676
18-1-104	DSDP Site 522	25.7467	Ma	181.0	53.9	69.34	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-82.51331395122688	348.6575835586047	34.43730808915183	82.51331395122688	168.6575835586047
18-1-107	DSDP Site 522	25.7526	Ma	177.9	51.4	69.37	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-84.62010824049136	14.343016653991583	32.0605262504513	84.62010824049136	194.34301665399158
18-1-111	DSDP Site 522	25.7605	Ma	182.8	48.1	69.41	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-86.73865736342738	306.40404972124634	29.129136082991295	86.73865736342738	126.40404972124634
18-1-114	DSDP Site 522	25.7664	Ma	184.7	63.5	69.44	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-71.53206246729327	344.476185253929	45.08138325092736	71.53206246729327	164.47618525392897
18-1-117	DSDP Site 522	25.7724	Ma	190.9	57.4	69.47	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-75.67294557260686	317.9863857685217	38.01929919823342	75.67294557260686	137.9863857685217
18-1-120	DSDP Site 522	25.7783	Ma	199.7	60.3	69.5	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-68.44545174333363	311.3714337731216	41.23758859614257	68.44545174333363	131.37143377312162
18-1-123	DSDP Site 522	25.7842	Ma	168.4	56.4	69.53	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-76.01918365841232	36.68316589866316	36.963674004602886	76.01918365841232	216.68316589866316
18-1-126	DSDP Site 522	25.7882	Ma	162.6	49.3	69.55	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-74.41245749574652	69.18061854982676	30.169592276763098	74.41245749574652	249.18061854982676
18-1-128	DSDP Site 522	25.7941	Ma	189.5	36.1	69.58	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-78.85290614274935	228.32789797109285	20.032172716838854	78.85290614274935	48.32789797109285
18-1-132	DSDP Site 522	25.8	Ma	182.3	60.1	69.61	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-75.86452568634186	347.87662654957126	41.007828584935524	75.86452568634186	167.87662654957126
18-1-135	DSDP Site 522	25.8059	Ma	187.2	50.5	69.64	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-82.41815701439918	300.69003755892436	31.23884315212125	82.41815701439918	120.69003755892436
18-1-138	DSDP Site 522	25.8118	Ma	170.3	56.9	69.67	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-76.70152554325053	30.535899220606552	37.48815026031718	76.70152554325053	210.53589922060655
18-1-142	DSDP Site 522	25.8197	Ma	154.6	37.5	69.71	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-66.07682006808531	94.04199515791976	20.989984825546575	66.07682006808531	274.04199515791976
18-1-145	DSDP Site 522	25.8257	Ma	44.2	-11.6	69.74	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	42.983357988123366	66.44430972743851	-5.860048143855559	-42.983357988123366	246.4443097274385
18-1-147	DSDP Site 522	25.8316	Ma	20.1	-46.5	69.77	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	72.15620529319791	92.1521257942083	-27.78430052787572	-72.15620529319791	272.1521257942083
18-1-150	DSDP Site 522	25.8375	Ma	30.9	-46.3	69.8	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	62.60899836794467	93.48799115553777	-27.619469103716693	-62.60899836794467	273.48799115553777
18-2-002	DSDP Site 522	25.8414	Ma	345.5	-52.5	69.82	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	76.06765125808509	235.60357081048733	-33.08877584836687	-76.06765125808509	55.60357081048733
18-2-008	DSDP Site 522	25.8533	Ma	7.3	-43.1	69.88	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	83.16543071512254	70.26570701555579	-25.074504719202707	-83.16543071512254	250.2657070155558
18-2-012	DSDP Site 522	25.8612	Ma	355.7	-46.9	69.92	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	86.02812875107995	247.6935099280886	-28.116109468094507	-86.02812875107995	67.69350992808859
18-2-015	DSDP Site 522	25.8671	Ma	3.0	-44.4	69.95	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	87.16561914105972	66.90665934291604	-26.08804196753651	-87.16561914105972	246.90665934291604
18-2-018	DSDP Site 522	25.873	Ma	1.6	-45.4	69.98	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	88.56916330134294	80.80905561393075	-26.886399101504825	-88.56916330134294	260.80905561393075
18-2-022	DSDP Site 522	25.8789	Ma	352.2	-43.0	70.01	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	82.71057839639518	279.204076782668	-24.997641418580056	-82.71057839639518	99.20407678266798
18-2-025	DSDP Site 522	25.8868	Ma	2.7	-42.4	70.05	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	86.54116334559829	40.256760701988014	-24.539672472986638	-86.54116334559829	220.25676070198801
18-2-028	DSDP Site 522	25.8908	Ma	353.5	-51.7	70.07	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	82.23201554786517	220.04316139420553	-32.33830202693917	-82.23201554786517	40.04316139420553
18-2-031	DSDP Site 522	25.8987	Ma	332.7	-26.4	70.11	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	61.37939596201561	286.6735966526308	-13.939252976166614	-61.37939596201561	106.6735966526308
18-2-034	DSDP Site 522	25.9046	Ma	345.2	-35.5	70.14	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	74.55628660482094	290.37431197716603	-19.628599750526266	-74.55628660482094	110.37431197716603
18-2-037	DSDP Site 522	25.9105	Ma	339.1	-29.9	70.17	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	67.73183874880216	290.2100003427343	-16.040618151897352	-67.73183874880216	110.2100003427343
