tab	sites
site	location	age	age_unit	dir_dec	dir_inc	core_depth	lat	lon	geologic_classes	geologic_types	lithologies	citations	vgp_lat	vgp_lon	paleolatitude	vgp_lat_rev	vgp_lon_rev
15-1-013	DSDP Site 522	22.75	Ma	268.5	-41.2	55.23	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	9.246197464367386	243.09836968613877	-23.63980836359519	-9.246197464367386	63.09836968613877
15-1-022	DSDP Site 522	22.7786	Ma	181.0	68.6	55.31	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-65.07765929208162	353.53598329503393	51.9109557632007	65.07765929208162	173.53598329503393
15-1-024	DSDP Site 522	22.7893	Ma	124.5	63.7	55.34	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-42.66083456074758	46.98332435457036	45.33246611955771	42.66083456074758	226.98332435457036
15-1-028	DSDP Site 522	22.8036	Ma	123.2	59.9	55.38	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-41.75619013248048	53.14418932446023	40.77925684375496	41.75619013248048	233.14418932446023
15-1-031	DSDP Site 522	22.8143	Ma	155.1	52.8	55.41	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-67.61594419365669	62.41401093497501	33.37392213052534	67.61594419365669	242.414010934975
15-1-035	DSDP Site 522	22.825	Ma	144.2	72.3	55.44	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-50.48813150711847	24.64740458430572	57.45066633276935	50.48813150711847	204.64740458430572
15-1-039	DSDP Site 522	22.8393	Ma	127.5	65.9	55.48	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-44.427298257837826	42.792302901014864	48.18280896838938	44.427298257837826	222.79230290101486
15-1-041	DSDP Site 522	22.85	Ma	355.0	-46.1	55.51	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	85.53108053690426	258.0116071271856	-27.455345188619713	-85.53108053690426	78.01160712718558
15-1-045	DSDP Site 522	22.8598	Ma	2.4	-11.8	55.54	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	68.83950511498782	1.6253822715379442	-5.963230579838318	-68.83950511498782	181.62538227153794
15-1-047	DSDP Site 522	22.8663	Ma	357.0	-47.4	55.56	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	86.93380801198632	234.2692363044781	-28.534955960346373	-86.93380801198632	54.26923630447811
15-1-051	DSDP Site 522	22.8792	Ma	348.7	-30.9	55.6	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	75.28716973987733	307.3422438003536	-16.65948777070727	-75.28716973987733	127.34224380035357
15-1-054	DSDP Site 522	22.889	Ma	14.2	-49.6	55.63	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	77.09228031100395	103.76569488791824	-30.43415109961643	-77.09228031100395	283.76569488791824
15-1-057	DSDP Site 522	22.8988	Ma	0.9	-50.4	55.66	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	85.77754519690309	164.4802591321502	-31.148604940704953	-85.77754519690309	344.4802591321502
15-1-060	DSDP Site 522	22.9118	Ma	6.4	-46.1	55.7	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	84.29160569433442	91.03524714523047	-27.455345188619713	-84.29160569433442	271.03524714523047
15-1-063	DSDP Site 522	22.9215	Ma	347.6	-41.3	55.73	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	78.32910785419931	278.6165883472204	-23.71399816397893	-78.32910785419931	98.61658834722039
15-1-066	DSDP Site 522	22.9312	Ma	359.7	-51.9	55.76	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	84.46929067029082	177.62541607151206	-32.524583901287436	-84.46929067029082	357.62541607151206
15-1-069	DSDP Site 522	22.9377	Ma	359.1	-52.0	55.78	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	84.32801421573349	182.69281277132848	-32.61805682214758	-84.32801421573349	2.6928127713284766
15-1-072	DSDP Site 522	22.9475	Ma	347.5	-39.3	55.81	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	77.69531644896969	284.9558878397664	-22.256598955513255	-77.69531644896969	104.95588783976638
15-1-075	DSDP Site 522	22.9605	Ma	347.3	-37.0	55.85	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	76.76936521876816	290.9887288396402	-20.64525640144938	-76.76936521876816	110.9887288396402
15-1-079	DSDP Site 522	22.9703	Ma	359.5	-50.5	55.88	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	85.73873019618861	180.76306808497736	-31.23884315212125	-85.73873019618861	0.7630680849773626
15-1-082	DSDP Site 522	22.98	Ma	13.7	-50.5	55.91	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	77.3144841993479	107.76031202412622	-31.23884315212125	-77.3144841993479	287.7603120241262
15-1-085	DSDP Site 522	22.9897	Ma	1.8	-45.7	55.94	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	88.39192647775884	90.01735257919955	-27.129196550530896	-88.39192647775884	270.01735257919955
15-1-088	DSDP Site 522	22.9995	Ma	9.7	-44.5	55.97	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	81.28776993451112	81.70334264422564	-26.167131012142573	-81.28776993451112	261.70334264422564
15-1-091	DSDP Site 522	23.0125	Ma	4.8	-45.0	56.01	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	85.69318175309931	80.28948681396207	-26.56505117707799	-85.69318175309931	260.28948681396207
15-1-094	DSDP Site 522	23.0223	Ma	11.9	-48.8	56.04	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	79.18408728176415	102.41012468380814	-29.732648959473135	-79.18408728176415	282.41012468380814
15-1-097	DSDP Site 522	23.031999999999996	Ma	357.1	-30.3	56.07	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	78.95462242651114	340.3166953752684	-16.287117369641486	-78.95462242651114	160.3166953752684
15-1-100	DSDP Site 522	23.0417	Ma	16.4	-47.7	56.1	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	75.40744160112972	95.84360899225135	-28.78847881414098	-75.40744160112972	275.84360899225135
15-1-103	DSDP Site 522	23.0483	Ma	17.6	-32.3	56.12	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	71.19756383141257	58.4472152372	-17.54106191783696	-71.19756383141257	238.4472152372
15-1-106	DSDP Site 522	23.0613	Ma	7.6	-10.5	56.16	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	67.11734218644081	14.796171474689686	-5.294451463365824	-67.11734218644081	194.7961714746897
15-1-109	DSDP Site 522	23.0678	Ma	15.7	22.6	56.18	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	48.35377689592397	18.49462811968965	11.757118124235996	-48.35377689592397	198.49462811968965
15-1-113	DSDP Site 522	23.0808	Ma	56.8	72.8	56.22	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-7.422601411234698	21.371246043929546	58.238208625501656	7.422601411234698	201.37124604392955
15-1-115	DSDP Site 522	23.0905	Ma	344.2	-11.9	56.25	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	64.18366845912836	316.5531374043269	-6.014863561999608	-64.18366845912836	136.5531374043269
15-1-118	DSDP Site 522	23.1003	Ma	3.2	66.0	56.28	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	14.628985912526272	357.1987536409511	48.31629796496779	-14.628985912526272	177.1987536409511
15-1-122	DSDP Site 522	23.11	Ma	172.6	76.8	56.31	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-51.837871823027626	0.07872534965781597	64.86892521010759	51.837871823027626	180.07872534965782
15-1-125	DSDP Site 522	23.1204	Ma	179.0	58.9	56.34	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-77.31874286128117	358.5091573474386	39.653959152344946	77.31874286128117	178.5091573474386
15-1-128	DSDP Site 522	23.1308	Ma	165.7	65.2	56.37	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-66.83935738628595	20.228043127616104	47.25805713113572	66.83935738628595	200.2280431276161
15-1-131	DSDP Site 522	23.1412	Ma	114.4	72.0	56.4	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-35.53760427735065	32.575988489084125	56.98260190586002	35.53760427735065	212.57598848908412
15-1-134	DSDP Site 522	23.155	Ma	171.8	72.7	56.44	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-58.38953758701794	3.272370592824984	58.07995708533275	58.38953758701794	183.27237059282498
15-1-137	DSDP Site 522	23.1654	Ma	189.5	73.2	56.47	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-57.44618821028029	345.87725429445356	58.87492589182135	57.44618821028029	165.87725429445356
15-1-140	DSDP Site 522	23.1758	Ma	155.8	89.1	56.5	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-28.638909183718347	355.8404012902494	88.20044391315547	28.638909183718347	175.84040129024942
15-1-144	DSDP Site 522	23.1862	Ma	198.6	72.3	56.53	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-56.82748068286819	336.7216613950715	57.45066633276935	56.82748068286819	156.72166139507152
15-1-147	DSDP Site 522	23.1965	Ma	185.4	70.0	56.56	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-62.759625007955336	348.05013089576835	53.94761126761208	62.759625007955336	168.05013089576835
15-1-149	DSDP Site 522	23.2069	Ma	313.1	78.8	56.59	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-11.416671538724065	339.081728737529	68.39590609518608	11.416671538724065	159.08172873752898
15-2-003	DSDP Site 522	23.2173	Ma	152.8	46.9	56.62	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-65.91018107212925	76.01328196922418	28.116109468094507	65.91018107212925	256.0132819692242
15-2-005	DSDP Site 522	23.2277	Ma	149.9	50.0	56.65	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-63.45676969376915	69.59782148055842	30.78973302883215	63.45676969376915	249.59782148055842
15-2-008	DSDP Site 522	23.2381	Ma	157.8	47.9	56.68	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-70.32613617310783	74.10714831567014	28.95842963151529	70.32613617310783	254.10714831567014
15-2-012	DSDP Site 522	23.2485	Ma	157.5	47.1	56.71	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-70.05532301937623	76.09131226468344	28.28309886226625	70.05532301937623	256.09131226468344
15-2-014	DSDP Site 522	23.2588	Ma	155.3	44.9	56.74	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-67.97118034156182	80.6894736293782	26.48513483600765	67.97118034156182	260.6894736293782
15-2-019	DSDP Site 522	23.2727	Ma	182.5	33.6	56.78	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-81.07417385854406	190.47374787261674	18.376446287224198	81.07417385854406	10.473747872616741
15-2-021	DSDP Site 522	23.2831	Ma	168.8	56.0	56.81	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-76.53504082203514	37.076408956237344	36.54881863016424	76.53504082203514	217.07640895623734
15-2-024	DSDP Site 522	23.2935	Ma	149.6	57.5	56.84	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-62.231630844099335	53.69556253433893	38.126340045758226	62.231630844099335	233.69556253433893
15-2-027	DSDP Site 522	23.3038	Ma	150.4	54.5	56.87	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-63.50572864851937	60.04754119227863	35.02946247065663	63.50572864851937	240.04754119227863
15-2-030	DSDP Site 522	23.3142	Ma	154.2	48.3	56.9	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-67.18182509832809	73.15444390514006	29.300604356244026	67.18182509832809	253.15444390514006
15-2-034	DSDP Site 522	23.3246	Ma	148.7	42.1	56.93	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-61.72971263264159	83.38728151488135	24.31272299964181	61.72971263264159	263.38728151488135
15-2-037	DSDP Site 522	23.3385	Ma	135.3	49.1	56.97	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-50.84718951072248	69.7621761214507	29.994220750733042	50.84718951072248	249.7621761214507
15-2-040	DSDP Site 522	23.3488	Ma	156.3	32.8	57.0	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-66.31682184023776	102.7409953345362	17.86039456894223	66.31682184023776	282.7409953345362
15-2-043	DSDP Site 522	23.3592	Ma	146.6	22.7	57.03	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-55.18931575128862	104.28881188028123	11.813375471542587	55.18931575128862	284.28881188028123
15-2-046	DSDP Site 522	23.3662	Ma	161.7	1.5	57.05	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-58.40967102764827	138.17653675351528	0.750128532496662	58.40967102764827	318.1765367535153
15-2-050	DSDP Site 522	23.38	Ma	33.5	-86.5	57.09	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	32.741277598245176	170.43011885202156	-83.02592770505888	-32.741277598245176	350.43011885202156
15-2-055	DSDP Site 522	23.3978	Ma	344.0	-45.7	57.14	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	75.76115521722727	260.82503129463635	-27.129196550530896	-75.76115521722727	80.82503129463635
15-2-058	DSDP Site 522	23.412	Ma	320.5	-71.0	57.18	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	49.804865939307845	208.98590920933054	-55.446555520065694	-49.804865939307845	28.985909209330543
15-2-061	DSDP Site 522	23.4191	Ma	340.5	-69.1	57.2	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	60.52677636413645	199.3172424317563	-52.630096274226844	-60.52677636413645	19.317242431756313
15-2-064	DSDP Site 522	23.4298	Ma	328.1	-66.1	57.23	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	57.29690248655563	215.44571383725963	-48.45013454700734	-57.29690248655563	35.44571383725963
15-2-067	DSDP Site 522	23.4404	Ma	309.9	-63.5	57.26	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	46.471993609331214	226.86325197698318	-45.08138325092736	-46.471993609331214	46.86325197698318
15-2-070	DSDP Site 522	23.4511	Ma	315.5	-59.5	57.29	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	51.10439303137755	233.32277879171306	-40.32564814777125	-51.10439303137755	53.32277879171306
15-2-073	DSDP Site 522	23.4618	Ma	309.1	-54.7	57.32	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	46.12897682600176	241.1623859354952	-35.22879500862214	-46.12897682600176	61.162385935495195
15-2-076	DSDP Site 522	23.476	Ma	304.7	-53.0	57.36	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	42.350119971958264	242.96480818273687	-33.56516544222207	-42.350119971958264	62.964808182736874
15-2-079	DSDP Site 522	23.4867	Ma	301.8	-55.4	57.39	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	40.28531298396867	239.43507521468348	-35.93427178879969	-40.28531298396867	59.43507521468348
15-2-082	DSDP Site 522	23.4973	Ma	314.3	-59.2	57.42	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	50.22239839078809	233.9862855873596	-39.98850493809767	-50.22239839078809	53.98628558735959
15-2-085	DSDP Site 522	23.508000000000003	Ma	322.0	-58.5	57.45	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	56.20389944352162	234.0465795343423	-39.211894491594556	-56.20389944352162	54.0465795343423
15-2-088	DSDP Site 522	23.5187	Ma	316.4	-51.9	57.48	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	52.01164238090533	245.8553477155291	-32.524583901287436	-52.01164238090533	65.85534771552909
15-2-091	DSDP Site 522	23.5293	Ma	314.0	-66.8	57.51	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	48.37473887101142	219.8122885562609	-49.39678185575174	-48.37473887101142	39.81228855626091
15-2-095	DSDP Site 522	23.54	Ma	136.6	45.3	57.54	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-51.49467399562523	75.06608037805495	26.805808325586394	51.49467399562523	255.06608037805495
15-2-098	DSDP Site 522	23.5453	Ma	149.6	46.7	57.57	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-63.08133980120023	75.88563962067155	27.9498453427012	63.08133980120023	255.88563962067155
15-2-101	DSDP Site 522	23.5507	Ma	164.0	48.0	57.6	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-75.74007340042203	73.0419123430238	29.043688017153904	75.74007340042203	253.0419123430238
15-2-104	DSDP Site 522	23.555999999999997	Ma	170.4	54.3	57.63	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-78.6466804423838	39.05701197162978	34.83110864651522	78.6466804423838	219.05701197162978
15-2-107	DSDP Site 522	23.5613	Ma	166.8	50.5	57.66	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-77.72445808585299	61.678905975698456	31.23884315212125	77.72445808585299	241.67890597569846
15-2-109	DSDP Site 522	23.5649	Ma	178.2	44.9	57.68	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-88.31211279568348	102.35360988244952	26.48513483600765	88.31211279568348	282.3536098824495
15-2-113	DSDP Site 522	23.5737	Ma	172.9	52.5	57.73	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-81.35341438111531	38.536683033948066	33.08877584836687	81.35341438111531	218.53668303394807
15-2-116	DSDP Site 522	23.5791	Ma	177.4	48.0	57.76	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-86.92699450471694	42.712987964097806	29.043688017153904	86.92699450471694	222.7129879640978
15-2-119	DSDP Site 522	23.5844	Ma	178.4	43.5	57.79	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-87.8380442921465	133.03357195931443	25.38351092505711	87.8380442921465	313.03357195931443
15-2-123	DSDP Site 522	23.5897	Ma	180.7	48.1	57.82	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-87.78309175178575	338.985426646303	29.129136082991295	87.78309175178575	158.98542664630298
15-2-126	DSDP Site 522	23.595	Ma	181.3	45.7	57.85	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-88.83517614484339	271.6635236952732	27.129196550530896	88.83517614484339	91.66352369527323
15-2-128	DSDP Site 522	23.6004	Ma	182.6	44.0	57.88	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-87.36769754468756	237.80775426905723	25.773312768705008	87.36769754468756	57.80775426905723
15-2-132	DSDP Site 522	23.6057	Ma	182.2	47.9	57.91	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-87.24149172439236	310.7399477340969	28.95842963151529	87.24149172439236	130.73994773409692
15-2-135	DSDP Site 522	23.611	Ma	185.2	47.8	57.94	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-85.03936764077304	288.38901349502487	28.873360153806193	85.03936764077304	108.38901349502487
15-2-138	DSDP Site 522	23.6164	Ma	188.0	50.5	57.97	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-81.82992804019256	298.1405945909797	31.23884315212125	81.82992804019256	118.14059459097967
15-2-141	DSDP Site 522	23.6217	Ma	179.0	50.0	58.0	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-86.11052048551667	7.7691817641230045	30.78973302883215	86.11052048551667	187.769181764123
15-2-143	DSDP Site 522	23.627	Ma	184.8	55.4	58.03	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-80.17614862283924	331.6029549819638	35.93427178879969	80.17614862283924	151.60295498196382
15-2-147	DSDP Site 522	23.6323	Ma	192.4	47.1	58.06	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-78.94557631182182	274.52187930362027	28.28309886226625	78.94557631182182	94.52187930362027
15-2-150	DSDP Site 522	23.6377	Ma	192.7	44.0	58.09	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-78.56217163073113	261.70268498282553	25.773312768705008	78.56217163073113	81.70268498282553
15-3-001	DSDP Site 522	23.6394	Ma	201.3	51.8	58.1	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-70.75875529605234	286.5090428539135	32.431332589883795	70.75875529605234	106.50904285391351
15-3-004	DSDP Site 522	23.6465	Ma	215.7	55.9	58.14	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-58.4029131461661	291.3728154258865	36.445753344723926	58.4029131461661	111.37281542588647
15-3-007	DSDP Site 522	23.6519	Ma	222.7	50.7	58.17	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-52.699317718658286	282.25618024120973	31.41994966082074	52.699317718658286	102.25618024120973
15-3-010	DSDP Site 522	23.6572	Ma	216.7	53.1	58.2	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-57.805472183747185	285.99576422078377	33.661133478603496	57.805472183747185	105.99576422078377
15-3-013	DSDP Site 522	23.6625	Ma	216.1	45.9	58.23	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-57.98932071440622	273.9605736645675	27.291922939254334	57.98932071440622	93.9605736645675
15-3-015	DSDP Site 522	23.6661	Ma	222.3	41.8	58.25	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-51.898408009659875	270.30902420540235	24.087107158724066	51.898408009659875	90.30902420540235
15-3-019	DSDP Site 522	23.6732	Ma	224.3	50.5	58.29	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-51.322240893860055	282.1494778650135	31.23884315212125	51.322240893860055	102.14947786501352
15-3-022	DSDP Site 522	23.6785	Ma	220.4	46.0	58.32	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-54.22300955247181	275.11312956265056	27.373546719434486	54.22300955247181	95.11312956265056
15-3-025	DSDP Site 522	23.6821	Ma	220.9	40.0	58.34	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-52.81299777325826	267.6820596414446	22.76047627461663	52.81299777325826	87.6820596414446
15-3-028	DSDP Site 522	23.6892	Ma	216.1	46.0	58.38	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-58.00052429046489	274.1131247968714	27.373546719434486	58.00052429046489	94.11312479687138
15-3-031	DSDP Site 522	23.6945	Ma	218.8	54.0	58.41	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-56.037186745015156	287.48616905794836	34.535397104596086	56.037186745015156	107.48616905794836
15-3-035	DSDP Site 522	23.6998	Ma	217.4	48.5	58.44	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-57.09749390015459	278.23883798640105	29.47284067701035	57.09749390015459	98.23883798640105
15-3-038	DSDP Site 522	23.7051	Ma	202.1	34.0	58.47	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-68.02319870207042	247.29019100062897	18.636897651165107	68.02319870207042	67.29019100062897
15-3-041	DSDP Site 522	23.7105	Ma	223.4	37.8	58.5	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-50.151265550338465	266.3097979762645	21.19827270443317	50.151265550338465	86.30979797626452
15-3-044	DSDP Site 522	23.7158	Ma	237.3	38.1	58.53	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-37.868732224374284	272.0490051697486	21.407666523081005	37.868732224374284	92.04900516974863
15-3-047	DSDP Site 522	23.7211	Ma	227.5	-3.9	58.56	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-35.88355828545504	240.430139718384	-1.9522613185831237	35.88355828545504	60.430139718384
15-3-051	DSDP Site 522	23.73	Ma	297.3	-68.5	58.61	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	37.554261464498	218.9203614245721	-51.76821948271131	-37.554261464498	38.92036142457209
15-3-054	DSDP Site 522	23.7339	Ma	346.5	-66.5	58.63	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	65.65796560183357	196.81742504956003	-48.98897085289363	-65.65796560183357	16.81742504956003
15-3-057	DSDP Site 522	23.7398	Ma	3.5	-63.4	58.66	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	71.8263709552153	167.0384054592655	-44.95633395069141	-71.8263709552153	347.0384054592655
15-3-061	DSDP Site 522	23.7495	Ma	16.0	-70.1	58.71	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	60.45916939442684	155.86191962028875	-54.09584152875839	-60.45916939442684	335.86191962028875
15-3-064	DSDP Site 522	23.7534	Ma	0.0	-54.9	58.73	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	81.57088644539526	175.0	-35.42911355460478	-81.57088644539526	355.0
15-3-067	DSDP Site 522	23.7593	Ma	7.9	-56.7	58.76	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	77.7487129485958	143.97630588649884	-37.277565604902826	-77.7487129485958	323.97630588649884
15-3-071	DSDP Site 522	23.7671	Ma	343.7	-60.3	58.8	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	70.45052439529883	214.1042574445413	-41.23758859614257	-70.45052439529883	34.104257444541304
15-3-075	DSDP Site 522	23.7749	Ma	347.9	-62.2	58.84	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	70.83033898242711	202.5938706620766	-43.480995795349045	-70.83033898242711	22.593870662076597
15-3-078	DSDP Site 522	23.7807	Ma	9.3	-64.4	58.87	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	69.41456268155449	156.45818018911018	-46.22167953854198	-69.41456268155449	336.4581801891102
15-3-080	DSDP Site 522	23.7866	Ma	16.7	-70.2	58.9	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	60.12362838678555	155.30053908946263	-54.2444409170285	-60.12362838678555	335.30053908946263
15-3-083	DSDP Site 522	23.7924	Ma	359.2	-60.5	58.93	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	75.51653894708727	177.39747991988486	-41.46854436329896	-75.51653894708727	357.39747991988486
15-3-086	DSDP Site 522	23.7983	Ma	318.5	-60.7	58.96	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	53.15463908775	230.5909776724924	-41.70070335359396	-53.15463908775	50.590977672492386
15-3-089	DSDP Site 522	23.8041	Ma	2.8	-62.9	58.99	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	72.51832056641454	168.3207380789721	-44.33597442973255	-72.51832056641454	348.3207380789721
15-3-092	DSDP Site 522	23.81	Ma	214.1	38.0	59.02	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-58.47619127141999	262.1544889038473	21.337744793105372	58.47619127141999	82.15448890384732
15-3-096	DSDP Site 522	23.8162	Ma	227.2	57.3	59.05	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-49.163408730965976	292.71627833971644	37.91252995911876	49.163408730965976	112.71627833971644
15-3-098	DSDP Site 522	23.8203	Ma	207.6	51.4	59.07	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-65.52919233058586	283.58088508514425	32.0605262504513	65.52919233058586	103.58088508514425
15-3-101	DSDP Site 522	23.8285	Ma	208.6	47.9	59.11	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-64.72793366895453	276.1618437699517	28.95842963151529	64.72793366895453	96.1618437699517
15-3-104	DSDP Site 522	23.8347	Ma	216.5	51.0	59.14	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-57.988785431763716	282.2947900155282	31.693197163513407	57.988785431763716	102.29479001552818
15-3-107	DSDP Site 522	23.8388	Ma	200.3	52.4	59.16	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-71.46258900631638	288.75688584314196	32.99418189278503	71.46258900631638	108.75688584314196
15-3-109	DSDP Site 522	23.845	Ma	201.7	49.6	59.19	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-70.69313806263806	280.37147444655267	30.43415109961643	70.69313806263806	100.37147444655267
15-3-112	DSDP Site 522	23.8511	Ma	208.4	58.8	59.22	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-63.30876932611649	300.2599018315844	39.54301669176738	63.30876932611649	120.25990183158439
15-3-115	DSDP Site 522	23.8573	Ma	216.6	52.0	59.25	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-57.9100590434895	284.03864937805815	32.61805682214758	57.9100590434895	104.03864937805815
15-3-118	DSDP Site 522	23.8635	Ma	202.9	47.8	59.28	-27	355	Sedimentary	Sediment Layer	Not Specified	This study	-69.71353270883144	275.6412007148292	28.873360153806193	69.71353270883144	95.64120071482921
