tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	external_database_ids	instrument_codes	magn_moment	magn_volume	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
This study	IN-LINE AF DEMAG:: average of multiple measurements	7.0	288.0	-85.0	999-U999A-1H-3-A-62.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	2.679e-10	5.568e-07	2.0	2.730e+02	999-U999A-1H-3-A-62.5_LP-DIR-AF-611	LT-AF-Z:DE-VM:LP-DIR-AF	g	610	pmagpy-4.2.25-1	999-U999A-1H-3-A-62.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	58.9	13.7	49.0	999-U999A-1H-3-A-62.5_LP-DIR-AF	LORE[112708591]	IODP-SRM:IODP-SRM-AF	1.007e-10	2.9901999999999998e-06	8.0	2.730e+02	999-U999A-1H-3-A-62.5_LP-DIR-AF-612	LT-AF-Z:DE-VM:LP-DIR-AF	g	611	pmagpy-4.2.25-1	999-U999A-1H-3-A-62.5	u	2019-01-25T04:18:18Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	37.4	182.6	-5.9	999-U999A-1H-3-A-62.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	1.862e-10	5.2792e-07	2.0	2.730e+02	999-U999A-1H-3-A-62.5_LP-DIR-AF-613	LT-AF-Z:DE-VM:LP-DIR-AF	g	612	pmagpy-4.2.25-1	999-U999A-1H-3-A-62.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	69.0	171.5	53.4	999-U999A-1H-3-A-62.5_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	6.684e-11	5.7506e-07	8.0	2.730e+02	999-U999A-1H-3-A-62.5_LP-DIR-AF-614	LT-AF-Z:DE-VM:LP-DIR-AF	g	613	pmagpy-4.2.25-1	999-U999A-1H-3-A-62.5	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	74.3	181.0	14.2	999-U999A-1H-3-A-65.0_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.492e-10	2.0181e-06	8.0	2.730e+02	999-U999A-1H-3-A-65.0_LP-DIR-AF-615	LT-NO:DE-VM:LP-DIR-AF	g	614	pmagpy-4.2.25-1	999-U999A-1H-3-A-65.0	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	18.0	321.0	-32.1	999-U999A-1H-3-A-65.0_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	2.221e-10	5.4356e-07	2.0	2.730e+02	999-U999A-1H-3-A-65.0_LP-DIR-AF-616	LT-AF-Z:DE-VM:LP-DIR-AF	g	615	pmagpy-4.2.25-1	999-U999A-1H-3-A-65.0	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	55.9	269.7	68.3	999-U999A-1H-3-A-65.0_LP-DIR-AF	LORE[112708591]	IODP-SRM:IODP-SRM-AF	9.168e-11	1.9672999999999998e-06	8.0	2.730e+02	999-U999A-1H-3-A-65.0_LP-DIR-AF-617	LT-AF-Z:DE-VM:LP-DIR-AF	g	616	pmagpy-4.2.25-1	999-U999A-1H-3-A-65.0	u	2019-01-25T04:18:18Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	10.9	223.2	-20.4	999-U999A-1H-3-A-65.0_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	2.613e-10	5.197e-07	2.0	2.730e+02	999-U999A-1H-3-A-65.0_LP-DIR-AF-618	LT-AF-Z:DE-VM:LP-DIR-AF	g	617	pmagpy-4.2.25-1	999-U999A-1H-3-A-65.0	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	56.5	184.1	42.3	999-U999A-1H-3-A-65.0_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.183e-10	5.1947e-07	8.0	2.730e+02	999-U999A-1H-3-A-65.0_LP-DIR-AF-619	LT-AF-Z:DE-VM:LP-DIR-AF	g	618	pmagpy-4.2.25-1	999-U999A-1H-3-A-65.0	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	71.0	191.4	2.0	999-U999A-1H-3-A-67.5_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.686e-10	1.3714e-06	8.0	2.730e+02	999-U999A-1H-3-A-67.5_LP-DIR-AF-620	LT-NO:DE-VM:LP-DIR-AF	g	619	pmagpy-4.2.25-1	999-U999A-1H-3-A-67.5	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	18.2	337.6	-10.5	999-U999A-1H-3-A-67.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	2.957e-10	9.587399999999999e-07	2.0	2.730e+02	999-U999A-1H-3-A-67.5_LP-DIR-AF-621	LT-AF-Z:DE-VM:LP-DIR-AF	g	620	pmagpy-4.2.25-1	999-U999A-1H-3-A-67.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	54.3	258.5	60.9	999-U999A-1H-3-A-67.5_LP-DIR-AF	LORE[112708591]	IODP-SRM:IODP-SRM-AF	1.414e-10	8.757700000000002e-07	8.0	2.730e+02	999-U999A-1H-3-A-67.5_LP-DIR-AF-622	LT-AF-Z:DE-VM:LP-DIR-AF	g	621	pmagpy-4.2.25-1	999-U999A-1H-3-A-67.5	u	2019-01-25T04:18:18Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	38.7	315.7	-10.6	999-U999A-1H-3-A-67.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	2.967e-10	5.3271e-07	2.0	2.730e+02	999-U999A-1H-3-A-67.5_LP-DIR-AF-623	LT-AF-Z:DE-VM:LP-DIR-AF	g	622	pmagpy-4.2.25-1	999-U999A-1H-3-A-67.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	63.8	202.5	11.8	999-U999A-1H-3-A-67.5_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.459e-10	1.0354999999999999e-06	8.0	2.730e+02	999-U999A-1H-3-A-67.5_LP-DIR-AF-624	LT-AF-Z:DE-VM:LP-DIR-AF	g	623	pmagpy-4.2.25-1	999-U999A-1H-3-A-67.5	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	58.5	263.9	27.1	999-U999A-1H-3-A-7.5_LP-DIR-AF	LORE[112708401]	IODP-SRM	1.731e-07	0.0059549	14.0	2.730e+02	999-U999A-1H-3-A-7.5_LP-DIR-AF-625	LT-NO:DE-VM:LP-DIR-AF	g	624	pmagpy-4.2.25-1	999-U999A-1H-3-A-7.5	u	2019-01-25T02:37:29Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	77.5	330.6	-7.7	999-U999A-1H-3-A-7.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	3.861e-10	1.8848e-06	3.0	2.730e+02	999-U999A-1H-3-A-7.5_LP-DIR-AF-626	LT-AF-Z:DE-VM:LP-DIR-AF	g	625	pmagpy-4.2.25-1	999-U999A-1H-3-A-7.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	56.2	262.6	27.7	999-U999A-1H-3-A-7.5_LP-DIR-AF	LORE[112708591]	IODP-SRM:IODP-SRM-AF	1.301e-07	1.1899e-06	19.0	2.730e+02	999-U999A-1H-3-A-7.5_LP-DIR-AF-627	LT-AF-Z:DE-VM:LP-DIR-AF	g	626	pmagpy-4.2.25-1	999-U999A-1H-3-A-7.5	u	2019-01-25T04:18:18Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	56.3	235.2	20.9	999-U999A-1H-3-A-7.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	3.812e-10	6.2494e-07	8.0	2.730e+02	999-U999A-1H-3-A-7.5_LP-DIR-AF-628	LT-AF-Z:DE-VM:LP-DIR-AF	g	627	pmagpy-4.2.25-1	999-U999A-1H-3-A-7.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	57.5	262.3	26.9	999-U999A-1H-3-A-7.5_LP-DIR-AF	LORE[113370071]	IODP-SRM:IODP-SRM-AF	1.133e-07	1.0232e-05	14.0	2.730e+02	999-U999A-1H-3-A-7.5_LP-DIR-AF-629	LT-AF-Z:DE-VM:LP-DIR-AF	g	628	pmagpy-4.2.25-1	999-U999A-1H-3-A-7.5	u	2019-03-18T14:27:37Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	62.7	198.8	-26.1	999-U999A-1H-3-A-70.0_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.935e-10	1.4919e-06	8.0	2.730e+02	999-U999A-1H-3-A-70.0_LP-DIR-AF-630	LT-NO:DE-VM:LP-DIR-AF	g	629	pmagpy-4.2.25-1	999-U999A-1H-3-A-70.0	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	20.8	319.8	-45.9	999-U999A-1H-3-A-70.0_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	3.191e-10	5.267899999999999e-07	2.0	2.730e+02	999-U999A-1H-3-A-70.0_LP-DIR-AF-631	LT-AF-Z:DE-VM:LP-DIR-AF	g	630	pmagpy-4.2.25-1	999-U999A-1H-3-A-70.0	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	62.7	258.5	24.3	999-U999A-1H-3-A-70.0_LP-DIR-AF	LORE[112708591]	IODP-SRM:IODP-SRM-AF	1.250e-10	5.1412e-07	8.0	2.730e+02	999-U999A-1H-3-A-70.0_LP-DIR-AF-632	LT-AF-Z:DE-VM:LP-DIR-AF	g	631	pmagpy-4.2.25-1	999-U999A-1H-3-A-70.0	u	2019-01-25T04:18:18Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	51.6	302.0	-37.0	999-U999A-1H-3-A-70.0_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	2.649e-10	6.4279e-07	2.0	2.730e+02	999-U999A-1H-3-A-70.0_LP-DIR-AF-633	LT-AF-Z:DE-VM:LP-DIR-AF	g	632	pmagpy-4.2.25-1	999-U999A-1H-3-A-70.0	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	65.5	213.5	-11.8	999-U999A-1H-3-A-70.0_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.212e-10	7.358499999999999e-07	8.0	2.730e+02	999-U999A-1H-3-A-70.0_LP-DIR-AF-634	LT-AF-Z:DE-VM:LP-DIR-AF	g	633	pmagpy-4.2.25-1	999-U999A-1H-3-A-70.0	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	72.8	349.9	-38.7	999-U999A-1H-3-A-72.5_LP-DIR-AF	LORE[112708461]	IODP-SRM	9.060e-11	1.2579e-06	8.0	2.730e+02	999-U999A-1H-3-A-72.5_LP-DIR-AF-635	LT-NO:DE-VM:LP-DIR-AF	g	634	pmagpy-4.2.25-1	999-U999A-1H-3-A-72.5	u	2019-01-25T03:23:06Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	24.5	359.0	-34.4	999-U999A-1H-3-A-72.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	2.336e-10	7.190699999999999e-07	2.0	2.730e+02	999-U999A-1H-3-A-72.5_LP-DIR-AF-636	LT-AF-Z:DE-VM:LP-DIR-AF	g	635	pmagpy-4.2.25-1	999-U999A-1H-3-A-72.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	51.6	357.1	19.6	999-U999A-1H-3-A-72.5_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.196e-10	7.818800000000001e-07	8.0	2.730e+02	999-U999A-1H-3-A-72.5_LP-DIR-AF-637	LT-AF-Z:DE-VM:LP-DIR-AF	g	636	pmagpy-4.2.25-1	999-U999A-1H-3-A-72.5	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	58.2	323.5	-39.2	999-U999A-1H-3-A-72.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	1.768e-10	1.1901e-06	2.0	2.730e+02	999-U999A-1H-3-A-72.5_LP-DIR-AF-638	LT-AF-Z:DE-VM:LP-DIR-AF	g	637	pmagpy-4.2.25-1	999-U999A-1H-3-A-72.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	65.5	9.1	1.1	999-U999A-1H-3-A-72.5_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	6.782e-11	7.9079e-07	8.0	2.730e+02	999-U999A-1H-3-A-72.5_LP-DIR-AF-639	LT-AF-Z:DE-VM:LP-DIR-AF	g	638	pmagpy-4.2.25-1	999-U999A-1H-3-A-72.5	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	50.4	29.4	14.5	999-U999A-1H-3-A-75.0_LP-DIR-AF	LORE[112708461]	IODP-SRM	1.722e-10	2.3551e-06	8.0	2.730e+02	999-U999A-1H-3-A-75.0_LP-DIR-AF-640	LT-NO:DE-VM:LP-DIR-AF	g	639	pmagpy-4.2.25-1	999-U999A-1H-3-A-75.0	u	2019-01-25T03:23:06Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	31.7	355.3	-22.9	999-U999A-1H-3-A-75.0_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	1.628e-10	1.0007e-06	2.0	2.730e+02	999-U999A-1H-3-A-75.0_LP-DIR-AF-641	LT-AF-Z:DE-VM:LP-DIR-AF	g	640	pmagpy-4.2.25-1	999-U999A-1H-3-A-75.0	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	35.3	1.4	11.8	999-U999A-1H-3-A-75.0_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.147e-10	2.4959e-06	8.0	2.730e+02	999-U999A-1H-3-A-75.0_LP-DIR-AF-642	LT-AF-Z:DE-VM:LP-DIR-AF	g	641	pmagpy-4.2.25-1	999-U999A-1H-3-A-75.0	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	28.4	329.3	-13.1	999-U999A-1H-3-A-75.0_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	1.438e-10	1.4206e-06	2.0	2.730e+02	999-U999A-1H-3-A-75.0_LP-DIR-AF-643	LT-AF-Z:DE-VM:LP-DIR-AF	g	642	pmagpy-4.2.25-1	999-U999A-1H-3-A-75.0	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	46.4	16.4	32.7	999-U999A-1H-3-A-75.0_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.371e-10	1.2843000000000001e-06	8.0	2.730e+02	999-U999A-1H-3-A-75.0_LP-DIR-AF-644	LT-AF-Z:DE-VM:LP-DIR-AF	g	643	pmagpy-4.2.25-1	999-U999A-1H-3-A-75.0	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	63.1	60.1	15.0	999-U999A-1H-3-A-77.5_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.033e-10	1.176e-06	8.0	2.730e+02	999-U999A-1H-3-A-77.5_LP-DIR-AF-645	LT-NO:DE-VM:LP-DIR-AF	g	644	pmagpy-4.2.25-1	999-U999A-1H-3-A-77.5	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	30.5	325.7	-31.8	999-U999A-1H-3-A-77.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	1.545e-10	1.2031e-06	2.0	2.730e+02	999-U999A-1H-3-A-77.5_LP-DIR-AF-646	LT-AF-Z:DE-VM:LP-DIR-AF	g	645	pmagpy-4.2.25-1	999-U999A-1H-3-A-77.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	60.5	35.0	39.7	999-U999A-1H-3-A-77.5_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.254e-10	1.8575e-06	8.0	2.730e+02	999-U999A-1H-3-A-77.5_LP-DIR-AF-647	LT-AF-Z:DE-VM:LP-DIR-AF	g	646	pmagpy-4.2.25-1	999-U999A-1H-3-A-77.5	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	8.4	252.8	-29.1	999-U999A-1H-3-A-77.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	1.402e-10	3.9180999999999996e-07	2.0	2.730e+02	999-U999A-1H-3-A-77.5_LP-DIR-AF-648	LT-AF-Z:DE-VM:LP-DIR-AF	g	647	pmagpy-4.2.25-1	999-U999A-1H-3-A-77.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	69.8	152.4	-4.0	999-U999A-1H-3-A-77.5_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.102e-10	6.2239e-07	8.0	2.730e+02	999-U999A-1H-3-A-77.5_LP-DIR-AF-649	LT-AF-Z:DE-VM:LP-DIR-AF	g	648	pmagpy-4.2.25-1	999-U999A-1H-3-A-77.5	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	65.5	136.8	-12.4	999-U999A-1H-3-A-80.0_LP-DIR-AF	LORE[112708611]	IODP-SRM	9.628e-11	1.1134e-06	8.0	2.730e+02	999-U999A-1H-3-A-80.0_LP-DIR-AF-650	LT-NO:DE-VM:LP-DIR-AF	g	649	pmagpy-4.2.25-1	999-U999A-1H-3-A-80.0	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	36.3	334.2	-26.3	999-U999A-1H-3-A-80.0_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	1.689e-10	1.9456e-06	2.0	2.730e+02	999-U999A-1H-3-A-80.0_LP-DIR-AF-651	LT-AF-Z:DE-VM:LP-DIR-AF	g	650	pmagpy-4.2.25-1	999-U999A-1H-3-A-80.0	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	74.0	125.7	51.3	999-U999A-1H-3-A-80.0_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	8.356e-11	7.4377e-07	8.0	2.730e+02	999-U999A-1H-3-A-80.0_LP-DIR-AF-652	LT-AF-Z:DE-VM:LP-DIR-AF	g	651	pmagpy-4.2.25-1	999-U999A-1H-3-A-80.0	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	48.9	244.6	-64.8	999-U999A-1H-3-A-80.0_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	1.090e-10	5.043e-07	2.0	2.730e+02	999-U999A-1H-3-A-80.0_LP-DIR-AF-653	LT-AF-Z:DE-VM:LP-DIR-AF	g	652	pmagpy-4.2.25-1	999-U999A-1H-3-A-80.0	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	62.1	130.5	8.3	999-U999A-1H-3-A-80.0_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	7.599e-11	7.9851e-07	8.0	2.730e+02	999-U999A-1H-3-A-80.0_LP-DIR-AF-654	LT-AF-Z:DE-VM:LP-DIR-AF	g	653	pmagpy-4.2.25-1	999-U999A-1H-3-A-80.0	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	51.4	8.6	16.0	999-U999A-1H-3-A-82.5_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.365e-10	2.4597e-06	8.0	2.730e+02	999-U999A-1H-3-A-82.5_LP-DIR-AF-655	LT-NO:DE-VM:LP-DIR-AF	g	654	pmagpy-4.2.25-1	999-U999A-1H-3-A-82.5	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	22.2	0.0	-14.3	999-U999A-1H-3-A-82.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	9.630e-11	1.9097e-06	2.0	2.730e+02	999-U999A-1H-3-A-82.5_LP-DIR-AF-656	LT-AF-Z:DE-VM:LP-DIR-AF	g	655	pmagpy-4.2.25-1	999-U999A-1H-3-A-82.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	43.9	7.5	32.7	999-U999A-1H-3-A-82.5_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.167e-10	1.0126e-06	8.0	2.730e+02	999-U999A-1H-3-A-82.5_LP-DIR-AF-657	LT-AF-Z:DE-VM:LP-DIR-AF	g	656	pmagpy-4.2.25-1	999-U999A-1H-3-A-82.5	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	20.4	6.9	-19.9	999-U999A-1H-3-A-82.5_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	8.395e-11	1.4641999999999999e-06	2.0	2.730e+02	999-U999A-1H-3-A-82.5_LP-DIR-AF-658	LT-AF-Z:DE-VM:LP-DIR-AF	g	657	pmagpy-4.2.25-1	999-U999A-1H-3-A-82.5	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	44.6	7.5	33.1	999-U999A-1H-3-A-82.5_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.012e-10	1.3664e-06	8.0	2.730e+02	999-U999A-1H-3-A-82.5_LP-DIR-AF-659	LT-AF-Z:DE-VM:LP-DIR-AF	g	658	pmagpy-4.2.25-1	999-U999A-1H-3-A-82.5	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	43.7	11.4	37.1	999-U999A-1H-3-A-85.0_LP-DIR-AF	LORE[112708611]	IODP-SRM	2.511e-10	3.2444e-06	8.0	2.730e+02	999-U999A-1H-3-A-85.0_LP-DIR-AF-660	LT-NO:DE-VM:LP-DIR-AF	g	659	pmagpy-4.2.25-1	999-U999A-1H-3-A-85.0	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	9.6	24.4	-34.0	999-U999A-1H-3-A-85.0_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	1.266e-10	5.5087e-07	2.0	2.730e+02	999-U999A-1H-3-A-85.0_LP-DIR-AF-661	LT-AF-Z:DE-VM:LP-DIR-AF	g	660	pmagpy-4.2.25-1	999-U999A-1H-3-A-85.0	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	32.9	13.4	28.6	999-U999A-1H-3-A-85.0_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.317e-10	1.4790000000000002e-06	8.0	2.730e+02	999-U999A-1H-3-A-85.0_LP-DIR-AF-662	LT-AF-Z:DE-VM:LP-DIR-AF	g	661	pmagpy-4.2.25-1	999-U999A-1H-3-A-85.0	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	18.8	27.1	-40.7	999-U999A-1H-3-A-85.0_LP-DIR-AF	LORE[112720561]	IODP-SRM:IODP-SRM-AF	1.439e-10	1.4488e-06	2.0	2.730e+02	999-U999A-1H-3-A-85.0_LP-DIR-AF-663	LT-AF-Z:DE-VM:LP-DIR-AF	g	662	pmagpy-4.2.25-1	999-U999A-1H-3-A-85.0	u	2019-01-30T19:34:55Z	0.015	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	42.0	18.1	32.1	999-U999A-1H-3-A-85.0_LP-DIR-AF	LORE[112720641]	IODP-SRM:IODP-SRM-AF	1.926e-10	1.4696e-06	8.0	2.730e+02	999-U999A-1H-3-A-85.0_LP-DIR-AF-664	LT-AF-Z:DE-VM:LP-DIR-AF	g	663	pmagpy-4.2.25-1	999-U999A-1H-3-A-85.0	u	2019-01-30T19:59:23Z	0.02	0	0	0	4	2.730e+02
This study	NRM:: average of multiple measurements	52.2	53.6	34.2	999-U999A-1H-3-A-87.5_LP-DIR-AF	LORE[112708611]	IODP-SRM	1.825e-10	1.6366e-06	8.0	2.730e+02	999-U999A-1H-3-A-87.5_LP-DIR-AF-665	LT-NO:DE-VM:LP-DIR-AF	g	664	pmagpy-4.2.25-1	999-U999A-1H-3-A-87.5	u	2019-01-25T04:25:49Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	28.7	113.3	-62.6	999-U999A-1H-3-A-87.5_LP-DIR-AF	LORE[112720541]	IODP-SRM:IODP-SRM-AF	2.102e-10	7.5425e-07	2.0	2.730e+02	999-U999A-1H-3-A-87.5_LP-DIR-AF-666	LT-AF-Z:DE-VM:LP-DIR-AF	g	665	pmagpy-4.2.25-1	999-U999A-1H-3-A-87.5	u	2019-01-30T19:27:30Z	0.005	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:: average of multiple measurements	53.2	35.3	35.5	999-U999A-1H-3-A-87.5_LP-DIR-AF	LORE[112708561]	IODP-SRM:IODP-SRM-AF	1.222e-10	1.5708e-06	8.0	2.730e+02	999-U999A-1H-3-A-87.5_LP-DIR-AF-667	LT-AF-Z:DE-VM:LP-DIR-AF	g	666	pmagpy-4.2.25-1	999-U999A-1H-3-A-87.5	u	2019-01-25T04:03:23Z	0.01	0	0	0	2	2.730e+02
