tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	external_database_ids	instrument_codes	magn_moment	magn_volume	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
This study	IN-LINE AF DEMAG:	0	262.7	46.8	999-U999A-1H-1-A-40.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	2.5776718858109153e-06	0.017859	1	2.730e+02	999-U999A-1H-1-A-40.0_LP-DIR-AF-164	LT-AF-Z:LP-DIR-AF	g	163	pmagpy-4.2.25-1	999-U999A-1H-1-A-40.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:	0	262.3	42.8	999-U999A-1H-1-A-40.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	1.6876420088395524e-06	0.011862000000000001	1	2.730e+02	999-U999A-1H-1-A-40.0_LP-DIR-AF-165	LT-AF-Z:LP-DIR-AF	g	164	pmagpy-4.2.25-1	999-U999A-1H-1-A-40.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	4	2.730e+02
This study	NRM:	0	24.1	18.1	999-U999A-1H-1-A-42.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.0992590343044718e-06	0.0095779	1	2.730e+02	999-U999A-1H-1-A-42.0_LP-DIR-AF-166	LT-NO:LP-DIR-AF	g	165	pmagpy-4.2.25-1	999-U999A-1H-1-A-42.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	24.5	18.0	999-U999A-1H-1-A-42.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.0835156416499025e-06	0.0094416	1	2.730e+02	999-U999A-1H-1-A-42.0_LP-DIR-AF-167	LT-AF-Z:LP-DIR-AF	g	166	pmagpy-4.2.25-1	999-U999A-1H-1-A-42.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.5	18.1	999-U999A-1H-1-A-42.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.0800721974479297e-06	0.0094086	1	2.730e+02	999-U999A-1H-1-A-42.0_LP-DIR-AF-168	LT-AF-Z:LP-DIR-AF	g	167	pmagpy-4.2.25-1	999-U999A-1H-1-A-42.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	257.9	67.9	999-U999A-1H-1-A-42.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	5.964073793649773e-06	0.038818	1	2.730e+02	999-U999A-1H-1-A-42.5_LP-DIR-AF-169	LT-NO:LP-DIR-AF	g	168	pmagpy-4.2.25-1	999-U999A-1H-1-A-42.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	265.1	43.2	999-U999A-1H-1-A-42.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	2.178288508072335e-06	0.015293000000000001	1	2.730e+02	999-U999A-1H-1-A-42.5_LP-DIR-AF-170	LT-AF-Z:LP-DIR-AF	g	169	pmagpy-4.2.25-1	999-U999A-1H-1-A-42.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	265.5	39.3	999-U999A-1H-1-A-42.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	1.455370106104973e-06	0.010362	1	2.730e+02	999-U999A-1H-1-A-42.5_LP-DIR-AF-171	LT-AF-Z:LP-DIR-AF	g	170	pmagpy-4.2.25-1	999-U999A-1H-1-A-42.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	23.2	16.5	999-U999A-1H-1-A-44.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.075798645704669e-06	0.009481999999999999	1	2.730e+02	999-U999A-1H-1-A-44.0_LP-DIR-AF-172	LT-NO:LP-DIR-AF	g	171	pmagpy-4.2.25-1	999-U999A-1H-1-A-44.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.4	15.0	999-U999A-1H-1-A-44.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.0428433350220923e-06	0.0092817	1	2.730e+02	999-U999A-1H-1-A-44.0_LP-DIR-AF-173	LT-AF-Z:LP-DIR-AF	g	172	pmagpy-4.2.25-1	999-U999A-1H-1-A-44.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.1	16.9	999-U999A-1H-1-A-44.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.0407312515726623e-06	0.0091442	1	2.730e+02	999-U999A-1H-1-A-44.0_LP-DIR-AF-174	LT-AF-Z:LP-DIR-AF	g	173	pmagpy-4.2.25-1	999-U999A-1H-1-A-44.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	260.5	67.6	999-U999A-1H-1-A-45.0_LP-DIR-AF	LORE[112708351]	IODP-SRM	5.320750167871068e-06	0.034658999999999995	1	2.730e+02	999-U999A-1H-1-A-45.0_LP-DIR-AF-175	LT-NO:LP-DIR-AF	g	174	pmagpy-4.2.25-1	999-U999A-1H-1-A-45.0	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	269.2	41.2	999-U999A-1H-1-A-45.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.961100529811004e-06	0.013869	1	2.730e+02	999-U999A-1H-1-A-45.0_LP-DIR-AF-176	LT-AF-Z:LP-DIR-AF	g	175	pmagpy-4.2.25-1	999-U999A-1H-1-A-45.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	270.4	38.6	999-U999A-1H-1-A-45.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	1.3505410469068498e-06	0.0096417	1	2.730e+02	999-U999A-1H-1-A-45.0_LP-DIR-AF-177	LT-AF-Z:LP-DIR-AF	g	176	pmagpy-4.2.25-1	999-U999A-1H-1-A-45.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	23.2	13.2	999-U999A-1H-1-A-46.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.023347660817183e-06	0.0092129	1	2.730e+02	999-U999A-1H-1-A-46.0_LP-DIR-AF-178	LT-NO:LP-DIR-AF	g	177	pmagpy-4.2.25-1	999-U999A-1H-1-A-46.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.5	14.0	999-U999A-1H-1-A-46.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.0148064813056723e-06	0.009088500000000001	1	2.730e+02	999-U999A-1H-1-A-46.0_LP-DIR-AF-179	LT-AF-Z:LP-DIR-AF	g	178	pmagpy-4.2.25-1	999-U999A-1H-1-A-46.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.1	13.6	999-U999A-1H-1-A-46.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	9.851340921925298e-07	0.008848	1	2.730e+02	999-U999A-1H-1-A-46.0_LP-DIR-AF-180	LT-AF-Z:LP-DIR-AF	g	179	pmagpy-4.2.25-1	999-U999A-1H-1-A-46.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	254.6	64.4	999-U999A-1H-1-A-47.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	4.730822253012683e-06	0.031043	1	2.730e+02	999-U999A-1H-1-A-47.5_LP-DIR-AF-181	LT-NO:LP-DIR-AF	g	180	pmagpy-4.2.25-1	999-U999A-1H-1-A-47.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	267.2	38.7	999-U999A-1H-1-A-47.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.8750610375774438e-06	0.013383	1	2.730e+02	999-U999A-1H-1-A-47.5_LP-DIR-AF-182	LT-AF-Z:LP-DIR-AF	g	181	pmagpy-4.2.25-1	999-U999A-1H-1-A-47.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	268.5	37.3	999-U999A-1H-1-A-47.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	1.3379540010164772e-06	0.009598899999999999	1	2.730e+02	999-U999A-1H-1-A-47.5_LP-DIR-AF-183	LT-AF-Z:LP-DIR-AF	g	182	pmagpy-4.2.25-1	999-U999A-1H-1-A-47.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	23.6	13.3	999-U999A-1H-1-A-48.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.046021204612985e-06	0.0094117	1	2.730e+02	999-U999A-1H-1-A-48.0_LP-DIR-AF-184	LT-NO:LP-DIR-AF	g	183	pmagpy-4.2.25-1	999-U999A-1H-1-A-48.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.7	13.5	999-U999A-1H-1-A-48.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.0348693461978667e-06	0.0092977	1	2.730e+02	999-U999A-1H-1-A-48.0_LP-DIR-AF-185	LT-AF-Z:LP-DIR-AF	g	184	pmagpy-4.2.25-1	999-U999A-1H-1-A-48.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.3	13.6	999-U999A-1H-1-A-48.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.0062840114997356e-06	0.009033	1	2.730e+02	999-U999A-1H-1-A-48.0_LP-DIR-AF-186	LT-AF-Z:LP-DIR-AF	g	185	pmagpy-4.2.25-1	999-U999A-1H-1-A-48.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	268.7	62.4	999-U999A-1H-1-A-5.0_LP-DIR-AF	LORE[112708351]	IODP-SRM	3.9263628960177634e-06	0.025907	1	2.730e+02	999-U999A-1H-1-A-5.0_LP-DIR-AF-187	LT-NO:LP-DIR-AF	g	186	pmagpy-4.2.25-1	999-U999A-1H-1-A-5.0	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	261.9	30.6	999-U999A-1H-1-A-5.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.354518888757185e-06	0.009960799999999999	1	2.730e+02	999-U999A-1H-1-A-5.0_LP-DIR-AF-188	LT-AF-Z:LP-DIR-AF	g	187	pmagpy-4.2.25-1	999-U999A-1H-1-A-5.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	262.1	25.7	999-U999A-1H-1-A-5.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	8.357249100535415e-07	0.006250899999999999	1	2.730e+02	999-U999A-1H-1-A-5.0_LP-DIR-AF-189	LT-AF-Z:LP-DIR-AF	g	188	pmagpy-4.2.25-1	999-U999A-1H-1-A-5.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:: average of multiple measurements	70.5	273.4	68.8	999-U999A-1H-1-A-50.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.906e-06	0.010731000000000001	2.0	2.730e+02	999-U999A-1H-1-A-50.0_LP-DIR-AF-190	LT-NO:DE-VM:LP-DIR-AF	g	189	pmagpy-4.2.25-1	999-U999A-1H-1-A-50.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	21.6	11.4	999-U999A-1H-1-A-50.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.1666810531160604e-06	0.010612	1	2.730e+02	999-U999A-1H-1-A-50.0_LP-DIR-AF-191	LT-AF-Z:LP-DIR-AF	g	190	pmagpy-4.2.25-1	999-U999A-1H-1-A-50.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	21.1	11.7	999-U999A-1H-1-A-50.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.143187802637869e-06	0.010381999999999999	1	2.730e+02	999-U999A-1H-1-A-50.0_LP-DIR-AF-192	LT-AF-Z:LP-DIR-AF	g	191	pmagpy-4.2.25-1	999-U999A-1H-1-A-50.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:	0	258.9	35.4	999-U999A-1H-1-A-50.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.6569781147921056e-06	0.011969	1	2.730e+02	999-U999A-1H-1-A-50.0_LP-DIR-AF-193	LT-AF-Z:LP-DIR-AF	g	192	pmagpy-4.2.25-1	999-U999A-1H-1-A-50.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:	0	259.6	33.9	999-U999A-1H-1-A-50.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	1.2254077092543528e-06	0.0089006	1	2.730e+02	999-U999A-1H-1-A-50.0_LP-DIR-AF-194	LT-AF-Z:LP-DIR-AF	g	193	pmagpy-4.2.25-1	999-U999A-1H-1-A-50.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	4	2.730e+02
This study	NRM:	0	21.0	11.0	999-U999A-1H-1-A-52.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.271418229419415e-06	0.011592	1	2.730e+02	999-U999A-1H-1-A-52.0_LP-DIR-AF-195	LT-NO:LP-DIR-AF	g	194	pmagpy-4.2.25-1	999-U999A-1H-1-A-52.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	22.3	11.6	999-U999A-1H-1-A-52.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.184661969719633e-06	0.010759999999999999	1	2.730e+02	999-U999A-1H-1-A-52.0_LP-DIR-AF-196	LT-AF-Z:LP-DIR-AF	g	195	pmagpy-4.2.25-1	999-U999A-1H-1-A-52.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	21.8	11.8	999-U999A-1H-1-A-52.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.1672441556075575e-06	0.010589	1	2.730e+02	999-U999A-1H-1-A-52.0_LP-DIR-AF-197	LT-AF-Z:LP-DIR-AF	g	196	pmagpy-4.2.25-1	999-U999A-1H-1-A-52.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	235.9	53.3	999-U999A-1H-1-A-52.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	2.8037657195457683e-06	0.019	1	2.730e+02	999-U999A-1H-1-A-52.5_LP-DIR-AF-198	LT-NO:LP-DIR-AF	g	197	pmagpy-4.2.25-1	999-U999A-1H-1-A-52.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	252.6	32.1	999-U999A-1H-1-A-52.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.3011254670860914e-06	0.009512999999999999	1	2.730e+02	999-U999A-1H-1-A-52.5_LP-DIR-AF-199	LT-AF-Z:LP-DIR-AF	g	198	pmagpy-4.2.25-1	999-U999A-1H-1-A-52.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	253.2	29.6	999-U999A-1H-1-A-52.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	1.0007410776519569e-06	0.007380199999999999	1	2.730e+02	999-U999A-1H-1-A-52.5_LP-DIR-AF-200	LT-AF-Z:LP-DIR-AF	g	199	pmagpy-4.2.25-1	999-U999A-1H-1-A-52.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	22.4	13.3	999-U999A-1H-1-A-54.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.2690440151941147e-06	0.011419	1	2.730e+02	999-U999A-1H-1-A-54.0_LP-DIR-AF-201	LT-NO:LP-DIR-AF	g	200	pmagpy-4.2.25-1	999-U999A-1H-1-A-54.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	22.9	13.5	999-U999A-1H-1-A-54.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.229180286410419e-06	0.011043	1	2.730e+02	999-U999A-1H-1-A-54.0_LP-DIR-AF-202	LT-AF-Z:LP-DIR-AF	g	201	pmagpy-4.2.25-1	999-U999A-1H-1-A-54.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	22.5	13.8	999-U999A-1H-1-A-54.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.2092592270476996e-06	0.010848	1	2.730e+02	999-U999A-1H-1-A-54.0_LP-DIR-AF-203	LT-AF-Z:LP-DIR-AF	g	202	pmagpy-4.2.25-1	999-U999A-1H-1-A-54.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	234.3	55.4	999-U999A-1H-1-A-55.0_LP-DIR-AF	LORE[112708351]	IODP-SRM	2.103616429152425e-06	0.014163	1	2.730e+02	999-U999A-1H-1-A-55.0_LP-DIR-AF-204	LT-NO:LP-DIR-AF	g	203	pmagpy-4.2.25-1	999-U999A-1H-1-A-55.0	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	244.9	33.4	999-U999A-1H-1-A-55.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.0659357187466795e-06	0.0077553	1	2.730e+02	999-U999A-1H-1-A-55.0_LP-DIR-AF-205	LT-AF-Z:LP-DIR-AF	g	204	pmagpy-4.2.25-1	999-U999A-1H-1-A-55.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	244.8	30.0	999-U999A-1H-1-A-55.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	8.232588753241594e-07	0.0060628999999999995	1	2.730e+02	999-U999A-1H-1-A-55.0_LP-DIR-AF-206	LT-AF-Z:LP-DIR-AF	g	205	pmagpy-4.2.25-1	999-U999A-1H-1-A-55.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	23.5	13.3	999-U999A-1H-1-A-56.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.2596040265893087e-06	0.011333	1	2.730e+02	999-U999A-1H-1-A-56.0_LP-DIR-AF-207	LT-NO:LP-DIR-AF	g	206	pmagpy-4.2.25-1	999-U999A-1H-1-A-56.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.3	13.3	999-U999A-1H-1-A-56.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.2423307516519102e-06	0.011175	1	2.730e+02	999-U999A-1H-1-A-56.0_LP-DIR-AF-208	LT-AF-Z:LP-DIR-AF	g	207	pmagpy-4.2.25-1	999-U999A-1H-1-A-56.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.2	13.5	999-U999A-1H-1-A-56.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.2216905336868253e-06	0.010975	1	2.730e+02	999-U999A-1H-1-A-56.0_LP-DIR-AF-209	LT-AF-Z:LP-DIR-AF	g	208	pmagpy-4.2.25-1	999-U999A-1H-1-A-56.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	233.6	57.3	999-U999A-1H-1-A-57.5_LP-DIR-AF	LORE[112708351]	IODP-SRM	1.925393719528554e-06	0.012888	1	2.730e+02	999-U999A-1H-1-A-57.5_LP-DIR-AF-210	LT-NO:LP-DIR-AF	g	209	pmagpy-4.2.25-1	999-U999A-1H-1-A-57.5	u	2019-01-25T02:19:33Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	235.9	34.3	999-U999A-1H-1-A-57.5_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.0416833516477068e-06	0.0075557	1	2.730e+02	999-U999A-1H-1-A-57.5_LP-DIR-AF-211	LT-AF-Z:LP-DIR-AF	g	210	pmagpy-4.2.25-1	999-U999A-1H-1-A-57.5	u	2019-01-25T02:22:20Z	0.01	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	235.1	30.2	999-U999A-1H-1-A-57.5_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	7.674824999959282e-07	0.0056488	1	2.730e+02	999-U999A-1H-1-A-57.5_LP-DIR-AF-212	LT-AF-Z:LP-DIR-AF	g	211	pmagpy-4.2.25-1	999-U999A-1H-1-A-57.5	u	2019-01-25T02:25:24Z	0.02	0	0	0	2	2.730e+02
This study	NRM:	0	24.2	13.3	999-U999A-1H-1-A-58.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.2633205536204973e-06	0.011362	1	2.730e+02	999-U999A-1H-1-A-58.0_LP-DIR-AF-213	LT-NO:LP-DIR-AF	g	212	pmagpy-4.2.25-1	999-U999A-1H-1-A-58.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	24.3	13.2	999-U999A-1H-1-A-58.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.2454450700452428e-06	0.011207	1	2.730e+02	999-U999A-1H-1-A-58.0_LP-DIR-AF-214	LT-AF-Z:LP-DIR-AF	g	213	pmagpy-4.2.25-1	999-U999A-1H-1-A-58.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	23.9	13.5	999-U999A-1H-1-A-58.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.2236982293850066e-06	0.010994	1	2.730e+02	999-U999A-1H-1-A-58.0_LP-DIR-AF-215	LT-AF-Z:LP-DIR-AF	g	214	pmagpy-4.2.25-1	999-U999A-1H-1-A-58.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:	0	26.4	12.0	999-U999A-1H-1-A-6.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.224503864469198e-06	0.011078	1	2.730e+02	999-U999A-1H-1-A-6.0_LP-DIR-AF-216	LT-NO:LP-DIR-AF	g	215	pmagpy-4.2.25-1	999-U999A-1H-1-A-6.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	27.5	11.1	999-U999A-1H-1-A-6.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.237330027963437e-06	0.011247	1	2.730e+02	999-U999A-1H-1-A-6.0_LP-DIR-AF-217	LT-AF-Z:LP-DIR-AF	g	216	pmagpy-4.2.25-1	999-U999A-1H-1-A-6.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	27.4	11.3	999-U999A-1H-1-A-6.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.2157082250276998e-06	0.011039	1	2.730e+02	999-U999A-1H-1-A-6.0_LP-DIR-AF-218	LT-AF-Z:LP-DIR-AF	g	217	pmagpy-4.2.25-1	999-U999A-1H-1-A-6.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	NRM:: average of multiple measurements	73.4	323.2	74.4	999-U999A-1H-1-A-60.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	9.502e-07	0.011359000000000001	2.0	2.730e+02	999-U999A-1H-1-A-60.0_LP-DIR-AF-219	LT-NO:DE-VM:LP-DIR-AF	g	218	pmagpy-4.2.25-1	999-U999A-1H-1-A-60.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	24.8	13.5	999-U999A-1H-1-A-60.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.2403502417059465e-06	0.011138	1	2.730e+02	999-U999A-1H-1-A-60.0_LP-DIR-AF-220	LT-AF-Z:LP-DIR-AF	g	219	pmagpy-4.2.25-1	999-U999A-1H-1-A-60.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
This study	IN-LINE AF DEMAG:	0	24.4	13.9	999-U999A-1H-1-A-60.0_LP-DIR-AF	LORE[113379381]	IODP-SRM:IODP-SRM-AF	1.2192236244840402e-06	0.010928	1	2.730e+02	999-U999A-1H-1-A-60.0_LP-DIR-AF-221	LT-AF-Z:LP-DIR-AF	g	220	pmagpy-4.2.25-1	999-U999A-1H-1-A-60.0	u	2019-03-23T23:07:35Z	0.004	0	0	0	2	2.730e+02
This study	IN-LINE AF DEMAG:	0	230.0	31.7	999-U999A-1H-1-A-60.0_LP-DIR-AF	LORE[112708361]	IODP-SRM:IODP-SRM-AF	1.0242511776415e-06	0.007498899999999999	1	2.730e+02	999-U999A-1H-1-A-60.0_LP-DIR-AF-222	LT-AF-Z:LP-DIR-AF	g	221	pmagpy-4.2.25-1	999-U999A-1H-1-A-60.0	u	2019-01-25T02:22:20Z	0.01	0	0	0	3	2.730e+02
This study	IN-LINE AF DEMAG:	0	229.1	26.7	999-U999A-1H-1-A-60.0_LP-DIR-AF	LORE[112708371]	IODP-SRM:IODP-SRM-AF	7.157650279945227e-07	0.0053321	1	2.730e+02	999-U999A-1H-1-A-60.0_LP-DIR-AF-223	LT-AF-Z:LP-DIR-AF	g	222	pmagpy-4.2.25-1	999-U999A-1H-1-A-60.0	u	2019-01-25T02:25:24Z	0.02	0	0	0	4	2.730e+02
This study	NRM:	0	23.8	14.7	999-U999A-1H-1-A-62.0_LP-DIR-AF	LORE[113379371]	IODP-SRM	1.248261360653289e-06	0.011132	1	2.730e+02	999-U999A-1H-1-A-62.0_LP-DIR-AF-224	LT-NO:LP-DIR-AF	g	223	pmagpy-4.2.25-1	999-U999A-1H-1-A-62.0	u	2019-03-23T23:02:45Z	0.0	0	0	0	0	2.730e+02
This study	IN-LINE AF DEMAG:	0	24.5	15.4	999-U999A-1H-1-A-62.0_LP-DIR-AF	LORE[113379361]	IODP-SRM:IODP-SRM-AF	1.240787895854888e-06	0.011014	1	2.730e+02	999-U999A-1H-1-A-62.0_LP-DIR-AF-225	LT-AF-Z:LP-DIR-AF	g	224	pmagpy-4.2.25-1	999-U999A-1H-1-A-62.0	u	2019-03-23T23:05:09Z	0.002	0	0	0	1	2.730e+02
