tab 	sites
age	age_sigma	age_unit	analysts	citations	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	lat	lithologies	location	lon	method_codes	result_type	samples	site	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.8	A	264.1	-77.8	215.3	8		8	0	n	7.9675	0	Extrusive:Igneous	Lava Flow					-78.231	Basalt	McMurdo	166.565	DA-DIR-GEO:DE-FM			mc135	pmagpy-2.60	mc135b1 : mc135c2 : mc135d2 : mc135e1 : mc135e2 : mc135h2 : mc135i2:mc135a1											
4	4	Ma	Lisa Tauxe	This study	IE-SPEC																0.00004108	0	0	1			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc135c	mc135	pmagpy-2.60	mc135c2											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.8		264.1	-77.8	215.3	8	8				7.9675	0							-78.231		McMurdo	166.565	DE-DI:DE-FM	i		mc135	pmagpy-2.60	mc135b1 : mc135c2 : mc135d2 : mc135e1 : mc135e2 : mc135h2 : mc135i2:mc135a1							3.7	7.4	62.9	46.7	8
																																mc135													
1.99	0.3	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.5	A	103.4	18.5	513.7	5		4	1	t	4.9932	0	Extrusive:Igneous	Lava Flow					-78.282	Basalt	McMurdo	163.329	DA-DIR-GEO:DE-FM			mc136	pmagpy-2.60	mc136c1 : mc136d1 : mc136d2 : mc136e1:mc136a1											
1.99	0.3	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.5		103.4	18.5	513.7	5	5				4.9932	0							-78.282		McMurdo	163.329	DE-DI:DE-FM	i		mc136	pmagpy-2.60	mc136c1 : mc136d1 : mc136d2 : mc136e1:mc136a1							0.7	6.8	-12	264.5	5
																																mc136													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC		8.7	A	71.2	34.2	120.4	5		1	4	t	4.9834	0	Extrusive:Igneous	Lava Flow					-78.261	Basalt	McMurdo	163.257	DA-DIR-GEO:DE-FM			mc137	pmagpy-2.60	mc137d1 : mc137h1 : mc137j2 : mc137l1:mc137a1											
																																mc137													
1.21	0.09	Ma	Lisa Tauxe	This study	DE-SPEC		4.4	A	83	12.1	473.2	5		1	4	t	4.9958	0	Extrusive:Igneous	Lava Flow					-78.26	Basalt	McMurdo	163.24	DA-DIR-GEO:DE-FM			mc138	pmagpy-2.60	mc138b1 : mc138d1 : mc138g1 : mc138h1:mc138a1											
																																mc138													
0.882	0.04	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.3	A	168.6	79	1124.5	5		5	0	r	4.9964	0	Extrusive:Igneous	Lava Flow					-78.26	Basalt	McMurdo	163.08	DA-DIR-GEO:DE-FM			mc139	pmagpy-2.60	mc139d1 : mc139e1 : mc139h1 : mc139j2:mc139a2											
0.882	0.04	Ma	Lisa Tauxe	This study	IE-SPEC																0.00001976	0	0	1			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc139c	mc139	pmagpy-2.60	mc139c1											
0.882	0.04	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.3		168.6	79	1124.5	5	5				4.9964	0							-78.26		McMurdo	163.08	DE-DI:DE-FM	i		mc139	pmagpy-2.60	mc139d1 : mc139e1 : mc139h1 : mc139j2:mc139a2							2.5	4.5	-80	318.7	5
																																mc139													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.6	A	0.9	-80.8	439.5	8		8	0	n	7.9841	0	Extrusive:Igneous	Lava Flow					-77.46	Basalt	McMurdo	169.23	DA-DIR-GEO:DE-FM			mc14	pmagpy-2.60	mc14b : mc14c : mc14d : mc14e : mc14f : mc14g : mc14h:mc14a											
4	4	Ma	Lisa Tauxe	This study	IE-SPEC																0.00006945	0.00001431	20.61	3			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc14d : mc14h:mc14b	mc14	pmagpy-2.60	mc14d : mc14h:mc14b											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.6		0.9	-80.8	439.5	8	8				7.9841	0							-77.46		McMurdo	169.23	DE-DI:DE-FM	i		mc14	pmagpy-2.60	mc14b : mc14c : mc14d : mc14e : mc14f : mc14g : mc14h:mc14a							3.5	5	84.6	172.2	8
																																mc14													
2.043	0.045	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.4	A	343.7	-79.2	654.7	7		6	1	n	6.9916	0	Extrusive:Igneous	Lava Flow					-78.276	Basalt	McMurdo	163.004	DA-DIR-GEO:DE-FM			mc140	pmagpy-2.60	mc140b1 : mc140d1 : mc140e1 : mc140g1 : mc140h1 : mc140j1:mc140a1											
2.043	0.045	Ma	Lisa Tauxe	This study	IE-SPEC																0.00001746	0.000002706	15.5	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc140b : mc140c : mc140d:mc140a	mc140	pmagpy-2.60	mc140b1 : mc140c1 : mc140d1:mc140a1											
2.043	0.045	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.4		343.7	-79.2	654.7	7	7				6.9916	0							-78.276		McMurdo	163.004	DE-DI:DE-FM	i		mc140	pmagpy-2.60	mc140b1 : mc140d1 : mc140e1 : mc140g1 : mc140h1 : mc140j1:mc140a1							2.6	4.7	79.8	128.4	7
																																mc140													
1.31	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.6	A	133	83.5	549.9	7		7	0	r	6.9891	0	Extrusive:Igneous	Lava Flow					-77.58	Basalt	McMurdo	166.246	DA-DIR-GEO:DE-FM			mc141	pmagpy-2.60	mc141b2 : mc141c1 : mc141g1 : mc141h3 : mc141k2 : mc141l1:mc141b1											
1.31	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.6		133	83.5	549.9	7	7				6.9891	0							-77.58		McMurdo	166.246	DE-DI:DE-FM	i		mc141	pmagpy-2.60	mc141b2 : mc141c1 : mc141g1 : mc141h3 : mc141k2 : mc141l1:mc141b1							4.9	5	-80	235.4	7
																																mc141													
1.225	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2	A	311.9	84.7	585	10		10	0	r	9.9846	0	Extrusive:Igneous	Lava Flow					-77.851	Trachyte	McMurdo	166.68	DA-DIR-GEO:DE-FM			mc142	pmagpy-2.60	mc142c1 : mc142c2 : mc142d1 : mc142e1 : mc142e2 : mc142f2 : mc142i2 : mc142k1 : mc142k2:mc142b2											
1.225	0.01	Ma	Lisa Tauxe	This study	IE-SPEC																0.00001563	0.00000274	17.54	3			McMurdo		DA-AC-AARM: IE-TT : LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc142d : mc142k:mc142c	mc142	pmagpy-2.60	mc142d1 : mc142k2:mc142c1											
1.225	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2		311.9	84.7	585	10	10				9.9846	0							-77.851		McMurdo	166.68	DE-DI:DE-FM	i		mc142	pmagpy-2.60	mc142c1 : mc142c2 : mc142d1 : mc142e1 : mc142e2 : mc142f2 : mc142i2 : mc142k1 : mc142k2:mc142b2							4.6	3.9	-69.3	144.1	10
																																mc142													
2.08	0.329	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.1	A	29.7	-48.6	172.2	6		6	0	n	5.971	0	Extrusive:Igneous	Lava Flow					-78.244	Basalt	McMurdo	162.879	DA-DIR-GEO:DE-FM			mc143	pmagpy-2.60	mc143c1 : mc143d2 : mc143g1 : mc143h1 : mc143i1:mc143a1											
2.08	0.329	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5.1		29.7	-48.6	172.2	6	6				5.971	0							-78.244		McMurdo	162.879	DE-DI:DE-FM	i		mc143	pmagpy-2.60	mc143c1 : mc143d2 : mc143g1 : mc143h1 : mc143i1:mc143a1							1.6	9.9	39.6	196.9	6
																																mc143													
1.25	0.5	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4	A	194.4	79.9	195.5	8		7	1	r	7.9667	0	Extrusive:Igneous	Lava Flow					-77.85	Trachyte	McMurdo	166.688	DA-DIR-GEO:DE-FM			mc144	pmagpy-2.60	mc144b1 : mc144d1 : mc144e1 : mc144f1 : mc144h2 : mc144j1 : mc144j2:mc144a1											
1.25	0.5	Ma	Lisa Tauxe	This study	IE-SPEC																0.00001425	0.000005946	41.73	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc144f : mc144h : mc144k:mc144e	mc144	pmagpy-2.60	mc144f1 : mc144h1 : mc144k1:mc144e1											
1.25	0.5	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4		194.4	79.9	195.5	8	8				7.9667	0							-77.85		McMurdo	166.688	DE-DI:DE-FM	i		mc144	pmagpy-2.60	mc144b1 : mc144d1 : mc144e1 : mc144f1 : mc144h2 : mc144j1 : mc144j2:mc144a1							4.8	7.7	-81.6	21.6	8
																																mc144													
1.9	0.06	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.5	A	28.6	2.7	378	6		6	0	t	5.9868	0	Extrusive:Igneous	Lava Flow					-78.24	Basalt	McMurdo	162.893	DA-DIR-GEO:DE-FM			mc145	pmagpy-2.60	mc145f1 : mc145i1 : mc145j1 : mc145k2 : mc145l1:mc145b1											
1.9	0.06	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.000006942	0.0000002155	3.105	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc145f : mc145k : mc145l:mc145c	mc145	pmagpy-2.60	mc145f1 : mc145k2 : mc145l1:mc145c2											
1.9	0.06	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.5		28.6	2.7	378	6	6				5.9868	0							-78.24		McMurdo	162.893	DE-DI:DE-FM	i		mc145	pmagpy-2.60	mc145f1 : mc145i1 : mc145j1 : mc145k2 : mc145l1:mc145b1							0.7	6.8	9	191.9	6
1.9	0.06	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.000006942	0.0000002155	3.105	4	-78.24		McMurdo	162.893	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM	i	mc145f : mc145k : mc145l:mc145c	mc145	pmagpy-2.60	mc145f1 : mc145k2 : mc145l1:mc145c2	9.119E+21	4	2.831E+20	1.794E+22	4	5.569E+20					
																																mc145													
1.37	0.21	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.6	A	236.3	62	117.8	7		7	0	r	6.9491	0	Extrusive:Igneous	Lava Flow					-78.22	Basalt	McMurdo	162.963	DA-DIR-GEO:DE-FM			mc146	pmagpy-2.60	mc146d1 : mc146e1 : mc146f1 : mc146h1 : mc146j1 : mc146k1:mc146a1											
1.37	0.21	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00001721	0.0000007085	4.118	2			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc146f:mc146e	mc146	pmagpy-2.60	mc146f1:mc146e1											
1.37	0.21	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5.6		236.3	62	117.8	7	7				6.9491	0							-78.22		McMurdo	162.963	DE-DI:DE-FM	i		mc146	pmagpy-2.60	mc146d1 : mc146e1 : mc146f1 : mc146h1 : mc146j1 : mc146k1:mc146a1							2.4	10.8	-48.9	50.1	7
1.37	0.21	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00001721	0.0000007085	4.118	2	-78.22		McMurdo	162.963	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM	i	mc146f:mc146e	mc146	pmagpy-2.60	mc146f1:mc146e1	2.261E+22	2	9.308E+20	2.868E+22	2	1.181E+21					
																																mc146													
1.63	0.16	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.7	A	220.2	67.4	830.9	5		5	0	r	4.9952	0	Extrusive:Igneous	Lava Flow					-78.196	Basalt	McMurdo	162.962	DA-DIR-GEO:DE-FM			mc147	pmagpy-2.60	mc147c1 : mc147i1 : mc147j2 : mc147k2:mc147a1											
1.63	0.16	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00002277	0.000002539	11.15	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc147i : mc147j : mc147k:mc147a	mc147	pmagpy-2.60	mc147i1 : mc147j2 : mc147k2:mc147a1											
1.63	0.16	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.7		220.2	67.4	830.9	5	5				4.9952	0							-78.196		McMurdo	162.962	DE-DI:DE-FM	i		mc147	pmagpy-2.60	mc147c1 : mc147i1 : mc147j2 : mc147k2:mc147a1							1.4	5.2	-58.5	35.1	5
1.63	0.16	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00002277	0.000002539	11.15	4	-78.196		McMurdo	162.962	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM	i	mc147i : mc147j : mc147k:mc147a	mc147	pmagpy-2.60	mc147i1 : mc147j2 : mc147k2:mc147a1	2.991E+22	4	3.335E+21	3.536E+22	4	3.943E+21					
																																mc147													
0.718	0.33	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.7	A	282.1	-80.2	140.6	6		6	0	n	5.9644	0	Extrusive:Igneous	Lava Flow					-77.492	Basalt	McMurdo	167.249	DA-DIR-GEO:DE-FM			mc148	pmagpy-2.60	mc148b1 : mc148f1 : mc148i1 : mc148j1 : mc148k1:mc148a1											
0.718	0.33	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00005156	0.000001558	3.021	3			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : SM-TTEST :LP-PI-TRM		mc148i : mc148j:mc148d	mc148	pmagpy-2.60	mc148i1 : mc148j1:mc148d1											
0.718	0.33	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5.7		282.1	-80.2	140.6	6	6				5.9644	0							-77.492		McMurdo	167.249	DE-DI:DE-FM	i		mc148	pmagpy-2.60	mc148b1 : mc148f1 : mc148i1 : mc148j1 : mc148k1:mc148a1							7.3	11	69.6	53.9	6
0.718	0.33	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00005156	0.000001558	3.021	3	-77.492		McMurdo	167.249	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : SM-TTEST :LP-PI-TRM	i	mc148i : mc148j:mc148d	mc148	pmagpy-2.60	mc148i1 : mc148j1:mc148d1	6.787E+22	3	2.05E+21	6.951E+22	3	2.1E+21					
																																mc148													
				This study															Intrusive:Igneous	Volcanic Dike					-77.486	Basalt	McMurdo	167.187				mc149													
																																mc149													
				This study		Hornblende trachyte capping Post Office Hill, Cape Crozier.													Extrusive:Igneous	Lava Flow					-77.47	Basalt	McMurdo	169.23				mc15													
1.33	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.8	A	166.3	84.2	819.9	9		9	0	r	8.9902	0									McMurdo		DA-DIR-GEO:DE-FM			mc15	pmagpy-2.60	mc15b : mc15c : mc15c2 : mc15d : mc15e : mc15f : mc15g : mc15h:mc15a											
1.33	0.01	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00002802	0.000002569	9.167	3			McMurdo		DA-AC-AARM: IE-TT : LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc15c : mc15h:mc15b	mc15	pmagpy-2.60	mc15c : mc15h:mc15b											
1.33	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.8		166.3	84.2	819.9	9	9				8.9902	0							-77.47		McMurdo	169.23	DE-DI:DE-FM	i		mc15	pmagpy-2.60	mc15b : mc15c : mc15c2 : mc15d : mc15e : mc15f : mc15g : mc15h:mc15a							3.9	3.5	-87	232.5	9
1.33	0.01	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00002802	0.000002569	9.167	3	-77.47		McMurdo	169.23	DA-AC-AARM: IE-TT : LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM	i	mc15c : mc15h:mc15b	mc15	pmagpy-2.60	mc15c : mc15h:mc15b	3.689E+22	3	3.382E+21	3.678E+22	3	3.372E+21					
																																mc15													
3.57	0.07	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	6.9	A	253.5	84.3	125.5	5		5	0	r	4.9681	0	Extrusive:Igneous	Lava Flow					-77.714	Basalt	McMurdo	162.637	DA-DIR-GEO:DE-FM			mc150	pmagpy-2.60	mc150c1 : mc150e1 : mc150f1 : mc150g1:mc150b1											
3.57	0.07	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	6.9		253.5	84.3	125.5	5	5				4.9681	0							-77.714		McMurdo	162.637	DE-DI:DE-FM	i		mc150	pmagpy-2.60	mc150c1 : mc150e1 : mc150f1 : mc150g1:mc150b1							14.8	13.3	-75.9	112.1	5
																																mc150													
				This study															Extrusive:Igneous	Lava Flow					-77.486	Basalt	McMurdo	167.187				mc151													
																																mc151													
3.87	0.075	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.9	A	327.2	-85.3	1325.5	6		5	1	n	5.9966	0	Intrusive:Igneous	Volcanic Dike					-77.716	Basalt	McMurdo	162.645	DA-DIR-GEO:DE-FM			mc152	pmagpy-2.60	mc152b1 : mc152b2 : mc152c1 : mc152i1 : mc152k1:mc152a1											
3.87	0.075	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.9		327.2	-85.3	1325.5	6	6				5.9966	0							-77.716		McMurdo	162.645	DE-DI:DE-FM	i		mc152	pmagpy-2.60	mc152b1 : mc152b2 : mc152c1 : mc152i1 : mc152k1:mc152a1							4.9	3.7	83.3	31.5	6
																																mc152													
2.53	0.065	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.8	A	315.9	58.4	109.7	7		7	0	t	6.9453	0	Extrusive:Igneous	Lava Flow					-77.76	Basalt	McMurdo	162.144	DA-DIR-GEO:DE-FM			mc153	pmagpy-2.60	mc153a2 : mc153c1 : mc153e1 : mc153i1 : mc153j1 : mc153m1:mc153a1											
2.53	0.065	Ma	Lisa Tauxe	This study	IE-SPEC																0.00003448	0	0	1			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : SM-TTEST :LP-PI-TRM		mc153c	mc153	pmagpy-2.60	mc153c1											
2.53	0.065	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5.8		315.9	58.4	109.7	7	7				6.9453	0							-77.76		McMurdo	162.144	DE-DI:DE-FM	i		mc153	pmagpy-2.60	mc153a2 : mc153c1 : mc153e1 : mc153i1 : mc153j1 : mc153m1:mc153a1							2.3	11.2	-29.9	123.6	7
																																mc153													
2.19	0.04	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.7	A	297.9	87.1	429.1	5		5	0	r	4.9907	0	Extrusive:Igneous	Lava Flow					-77.719	Basalt	McMurdo	162.626	DA-DIR-GEO:DE-FM			mc154	pmagpy-2.60	mc154b1 : mc154e1 : mc154f1 : mc154h1:mc154a1											
2.19	0.04	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00000797	0.0000009535	11.96	2			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc154j:mc154a	mc154	pmagpy-2.60	mc154j2:mc154a2											
2.19	0.04	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.7		297.9	87.1	429.1	5	5				4.9907	0							-77.719		McMurdo	162.626	DE-DI:DE-FM	i		mc154	pmagpy-2.60	mc154b1 : mc154e1 : mc154f1 : mc154h1:mc154a1							15.6	7.1	-74.2	143.6	5
2.19	0.04	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00000797	0.0000009535	11.96	2	-77.719		McMurdo	162.626	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM	i	mc154j:mc154a	mc154	pmagpy-2.60	mc154j2:mc154a2	1.048E+22	2	1.254E+21	1.035E+22	2	1.238E+21					
																																mc154													
1.5	0.025	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.7	A	226.2	77.7	221.3	8		8	0	r	7.9684	0	Extrusive:Igneous	Lava Flow					-77.699	Basalt	McMurdo	162.253	DA-DIR-GEO:DE-FM			mc155	pmagpy-2.60	mc155b1 : mc155c1 : mc155e2 : mc155g1 : mc155h1 : mc155i1 : mc155m1:mc155a1											
1.5	0.025	Ma	Lisa Tauxe	This study	IE-SPEC																0.00002893	0.000004604	15.92	3			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc155h : mc155m:mc155c	mc155	pmagpy-2.60	mc155h1 : mc155m1:mc155c1											
1.5	0.025	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.7		226.2	77.7	221.3	8	8				7.9684	0							-77.699		McMurdo	162.253	DE-DI:DE-FM	i		mc155	pmagpy-2.60	mc155b1 : mc155c1 : mc155e2 : mc155g1 : mc155h1 : mc155i1 : mc155m1:mc155a1							3.7	7.1	-72.7	57.7	8
																																mc155													
1.89	0.065	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.2	A	161.3	71.1	340.9	5		5	0	r	4.9883	0	Extrusive:Igneous	Lava Flow					-77.705	Basalt	McMurdo	162.592	DA-DIR-GEO:DE-FM			mc156	pmagpy-2.60	mc156c1 : mc156f1 : mc156g1 : mc156h1:mc156a1											
1.89	0.065	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.2		161.3	71.1	340.9	5	5				4.9883	0							-77.705		McMurdo	162.592	DE-DI:DE-FM	i		mc156	pmagpy-2.60	mc156c1 : mc156f1 : mc156g1 : mc156h1:mc156a1							2.8	8.1	-66.9	315	5
																																mc156													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	6.9	A	262.7	70.7	76.6	7		7	0	r	6.9217	0	Extrusive:Igneous	Lava Flow					-77.703	Basalt	McMurdo	162.264	DA-DIR-GEO:DE-FM			mc157	pmagpy-2.60	mc157b2 : mc157c2 : mc157e2 : mc157f1 : mc157j1 : mc157k1:mc157a2											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	6.9		262.7	70.7	76.6	7	7				6.9217	0							-77.703		McMurdo	162.264	DE-DI:DE-FM	i		mc157	pmagpy-2.60	mc157b2 : mc157c2 : mc157e2 : mc157f1 : mc157j1 : mc157k1:mc157a2							4.4	13.3	-54.7	82.5	7
																																mc157													
3.74	0.125	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.9	A	46.9	43.2	555.8	6		5	1	t	5.9919	0	Extrusive:Igneous	Lava Flow					-77.688	Basalt	McMurdo	162.462	DA-DIR-GEO:DE-FM			mc158	pmagpy-2.60	mc158b2 : mc158c1 : mc158d1 : mc158f1 : mc158h1:mc158a1											
3.74	0.125	Ma	Lisa Tauxe	This study	IE-SPEC																0.000004519	0	0	1			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc158b	mc158	pmagpy-2.60	mc158b1											
3.74	0.125	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.9		46.9	43.2	555.8	6	6				5.9919	0							-77.688		McMurdo	162.462	DE-DI:DE-FM	i		mc158	pmagpy-2.60	mc158b2 : mc158c1 : mc158d1 : mc158f1 : mc158h1:mc158a1							0.8	5.6	-16.5	206	6
																																mc158													
				This study															Extrusive:Igneous	Lava Flow					-77.51	Basalt	McMurdo	169.38				mc16													
																																mc16													
3.47	0.025	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	227.9	76.2	227.7	10		8	2	r	9.9649	0	Extrusive:Igneous	Lava Flow					-77.687	Basalt	McMurdo	162.354	DA-DIR-GEO:DE-FM			mc160	pmagpy-2.60	mc160a2 : mc160b1 : mc160c1 : mc160e1 : mc160e2 : mc160f2 : mc160h2 : mc160j1 : mc160j2:mc160a1											
3.47	0.025	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.0000218	0.000001296	5.944	2			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc160f:mc160a	mc160	pmagpy-2.60	mc160f2:mc160a1											
3.47	0.025	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		227.9	76.2	227.7	10	10				9.9649	0							-77.687		McMurdo	162.354	DE-DI:DE-FM	i		mc160	pmagpy-2.60	mc160a2 : mc160b1 : mc160c1 : mc160e1 : mc160e2 : mc160f2 : mc160h2 : mc160j1 : mc160j2:mc160a1							2.9	6.2	-70	55.8	10
3.47	0.025	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.0000218	0.000001296	5.944	2	-77.687		McMurdo	162.354	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM	i	mc160f:mc160a	mc160	pmagpy-2.60	mc160f2:mc160a1	2.868E+22	2	1.705E+21	3.05E+22	2	1.813E+21					
																																mc160													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.1	A	171.3	55.1	281	6		5	1	r	5.984	0	Extrusive:Igneous	Lava Flow					-77.702	Basalt	McMurdo	162.694	DA-DIR-GEO:DE-FM			mc161	pmagpy-2.60	mc161b1 : mc161e1 : mc161f1 : mc161g1 : mc161k1:mc161a1											
4	4	Ma	Lisa Tauxe	This study	IE-SPEC																0.00000495	0.000001204	24.31	2			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI :LP-PI-TRM		mc161g:mc161b	mc161	pmagpy-2.60	mc161g1:mc161b1											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.1		171.3	55.1	281	6	6				5.984	0							-77.702		McMurdo	162.694	DE-DI:DE-FM	i		mc161	pmagpy-2.60	mc161b1 : mc161e1 : mc161f1 : mc161g1 : mc161k1:mc161a1							1.5	7.9	-47.8	332.2	6
																																mc161													
