tab 	samples														
azimuth	azimuth_dec_correction	citations	description	dip	geologic_classes	geologic_types	lat	lithologies	lon	magic_method_codes	method_codes	orientation_flag	sample	site	cooling_rate
82.1	0	This study		-35.5	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.729	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc123g	mc123	1.00E+10
103.4	0	This study		-29.5	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.729	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc123h	mc123	1.00E+10
100.1	0	This study		-37.5	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.729	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc123i	mc123	1.00E+10
79.3	0	This study		-29	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.729	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc123j	mc123	1.00E+10
124.8	0	This study		-46	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.729	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc123k	mc123	1.00E+10
110.5	0	This study		-46	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.729	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc123l	mc123	1.00E+10
138.1	0	This study		-16	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124a	mc124	1.00E+10
144.1	0	This study		-14	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124b	mc124	1.00E+10
108.4	0	This study		-13	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124c	mc124	1.00E+10
131.1	0	This study		-9.5	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124d	mc124	1.00E+10
155.6	0	This study		-27	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124e	mc124	1.00E+10
145.4	0	This study		-26	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124f	mc124	1.00E+10
83.9	0	This study		-23.5	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124g	mc124	1.00E+10
51.3	0	This study		-4.5	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124h	mc124	1.00E+10
104.5	0	This study		-33	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124i	mc124	1.00E+10
121.3	0	This study		-24	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124j	mc124	1.00E+10
152	0	This study		-42	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124k	mc124	1.00E+10
156.3	0	This study		-47	Extrusive:Igneous	Lava Flow	-78.186	Basalt	163.567	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc124l	mc124	1.00E+10
185.5	0	This study		-38.5	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125a	mc125	1.00E+10
160.2	0	This study		-52	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125b	mc125	1.00E+10
167.4	0	This study		-36.5	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125c	mc125	1.00E+10
154.6	0	This study		-41	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125d	mc125	1.00E+10
154.4	0	This study		-34	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125e	mc125	1.00E+10
128.6	0	This study		-31	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125f	mc125	1.00E+10
110.6	0	This study		-49.5	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125g	mc125	1.00E+10
103.8	0	This study		-68	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125h	mc125	1.00E+10
316.1	0	This study		-40	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125i	mc125	1.00E+10
335.8	0	This study		-45	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125j	mc125	1.00E+10
135.1	0	This study		-56.5	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125k	mc125	1.00E+10
132.8	0	This study		-74.5	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125l	mc125	1.00E+10
139.3	0	This study		-42.5	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125m	mc125	1.00E+10
347.1	0	This study		-39	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125n	mc125	1.00E+10
317.8	0	This study		-56	Intrusive:Igneous	Volcanic Dike	-78.254	Basalt	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc125o	mc125	1.00E+10
163.1	0	This study		-20	Extrusive:Igneous	Lava Flow	-78.253	Basalt	163.737	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc126a	mc126	1.00E+10
163.3	0	This study		-26	Extrusive:Igneous	Lava Flow	-78.253	Basalt	163.737	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc126b	mc126	1.00E+10
125.8	0	This study		-2	Extrusive:Igneous	Lava Flow	-78.253	Basalt	163.737	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc126c	mc126	1.00E+10
52.1	0	This study		-16	Extrusive:Igneous	Lava Flow	-78.253	Basalt	163.737	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc126d	mc126	1.00E+10
132.3	0	This study		-10	Extrusive:Igneous	Lava Flow	-78.253	Basalt	163.737	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc126e	mc126	1.00E+10
156.4	0	This study		-12	Extrusive:Igneous	Lava Flow	-78.253	Basalt	163.737	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc126f	mc126	1.00E+10
112.6	0	This study		-22	Extrusive:Igneous	Lava Flow	-78.253	Basalt	163.737	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc126g	mc126	1.00E+10
137.5	0	This study		-21	Extrusive:Igneous	Lava Flow	-78.253	Basalt	163.737	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc126h	mc126	1.00E+10
202	0	This study		-13	Extrusive:Igneous	Lava Flow	-78.253	Basalt	163.737	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc126i	mc126	1.00E+10
191.1	0	This study		-11.5	Extrusive:Igneous	Lava Flow	-78.253	Basalt	163.737	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc126j	mc126	1.00E+10
175	0	This study		-33	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.733	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc127a	mc127	1.00E+10
173.8	0	This study		-34	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.733	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc127b	mc127	1.00E+10
143.8	0	This study		-29	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.733	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc127c	mc127	1.00E+10
125.5	0	This study		-36	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.733	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc127d	mc127	1.00E+10
97.5	0	This study		-52	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.733	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc127e	mc127	1.00E+10
339.5	0	This study		-54	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.733	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc127f	mc127	1.00E+10
327.2	0	This study		-52	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.733	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc127g	mc127	1.00E+10
127.7	0	This study		-53	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.733	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc127h	mc127	1.00E+10
290.2	0	This study		-49	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.733	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc127i	mc127	1.00E+10
104.9	0	This study		-49.5	Extrusive:Igneous	Lava Flow	-78.254	Basalt	163.733	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc127j	mc127	1.00E+10
117.7	0	This study		-64.5	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128a	mc128	1.00E+10
119.7	0	This study		-61.5	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128b	mc128	1.00E+10
115.9	0	This study		-74	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128c	mc128	1.00E+10
124.4	0	This study		-83	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128d	mc128	1.00E+10
94.7	0	This study		-92	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128e	mc128	1.00E+10
98.7	0	This study		-94	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128f	mc128	1.00E+10
63.4	0	This study		-70	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128g	mc128	1.00E+10
124.9	0	This study		-84	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128h	mc128	1.00E+10
119.7	0	This study		-84	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128i	mc128	1.00E+10
102.1	0	This study		-82	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128j	mc128	1.00E+10
112.7	0	This study		-81	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.571	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc128k	mc128	1.00E+10
281.2	0	This study		-41.5	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129a	mc129	1.00E+10
289.9	0	This study		-39.5	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129b	mc129	1.00E+10
272.4	0	This study		-39.5	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129c	mc129	1.00E+10
232	0	This study		-32	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129d	mc129	1.00E+10
216.7	0	This study		-31.5	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129e	mc129	1.00E+10
267.1	0	This study		-50.5	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129f	mc129	1.00E+10
208.1	0	This study		-63	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129h	mc129	1.00E+10
194.4	0	This study		-67	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129i	mc129	1.00E+10
60.6	0	This study		-37	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129j	mc129	1.00E+10
54.1	0	This study		-46	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129l	mc129	1.00E+10
76.9	0	This study		-48	Intrusive:Igneous	Volcanic Dike	-78.214	Basalt	166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc129m	mc129	1.00E+10
142	0	This study	"Archived samples from 1965, 66 expeditions."	-72	Extrusive:Igneous	Lava Flow	-77.58	Basalt	166.23	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc12b	mc12	1.00E+10
299.2	0	This study		-25.5	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.579	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc130a	mc130	1.00E+10
308.9	0	This study		-28	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.579	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc130b	mc130	1.00E+10
326.4	0	This study		-20	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.579	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc130c	mc130	1.00E+10
313.6	0	This study		-25	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.579	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc130d	mc130	1.00E+10
68.1	0	This study		-26.5	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.579	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc130e	mc130	1.00E+10
199.6	0	This study		-20	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.579	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc130f	mc130	1.00E+10
225.9	0	This study		-7	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.579	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc130g	mc130	1.00E+10
301.9	0	This study	## direction deleted because: bad mark in field##.	-25	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.579	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	b	mc130h	mc130	1.00E+10
202.5	0	This study	## direction deleted because: bad mark in field##.	-26	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.579	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	b	mc130i	mc130	1.00E+10
241.7	0	This study	## direction deleted because: overprint during thellier##.	-41	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.579	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	b	mc130j	mc130	1.00E+10
37.2	0	This study		-33	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131a	mc131	1.00E+10
48.2	0	This study		-29.5	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131b	mc131	1.00E+10
25.7	0	This study		-24.5	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131c	mc131	1.00E+10
62.7	0	This study		-22	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131d	mc131	1.00E+10
319.2	0	This study		-33	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131e	mc131	1.00E+10
301	0	This study		-30.5	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131f	mc131	1.00E+10
41.2	0	This study		-47.5	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131g	mc131	1.00E+10
22.7	0	This study		-47	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131h	mc131	1.00E+10
45.2	0	This study		-47	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131i	mc131	1.00E+10
89.7	0	This study		-51.5	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131j	mc131	1.00E+10
35.9	0	This study		-44.5	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131k	mc131	1.00E+10
26.9	0	This study		-51	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131l	mc131	1.00E+10
49.1	0	This study		-56.5	Extrusive:Igneous	Lava Flow	-78.214	Basalt	166.573	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc131m	mc131	1.00E+10
55.9	0	This study		-19	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132a	mc132	1.00E+10
48.4	0	This study		-19	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132b	mc132	1.00E+10
182.2	0	This study		-18	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132c	mc132	1.00E+10
211.4	0	This study		-19	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132d	mc132	1.00E+10
124.8	0	This study		-20.5	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132e	mc132	1.00E+10
169.5	0	This study		-16	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132f	mc132	1.00E+10
50.4	0	This study		-10	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132g	mc132	1.00E+10
51.1	0	This study	## direction deleted because: bad mark in field##.	-9	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	b	mc132h	mc132	1.00E+10
275.2	0	This study		-36	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132i	mc132	1.00E+10
285.4	0	This study		-36	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132j	mc132	1.00E+10
280.5	0	This study		-25	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132k	mc132	1.00E+10
319.2	0	This study		-26	Extrusive:Igneous	Lava Flow	-78.206	Basalt	166.552	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc132l	mc132	1.00E+10
308.7	0	This study		-53.5	Extrusive:Igneous	Lava Flow	-78.199	Trachyte	166.584	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc133a	mc133	1.00E+10
