tab 	samples														
azimuth	azimuth_dec_correction	citations	description	dip	geologic_classes	geologic_types	lat	lithologies	lon	magic_method_codes	method_codes	orientation_flag	sample	site	cooling_rate
59.8	0	This study		-34	Extrusive:Igneous	Lava Flow	-77.703	Basalt	162.264	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc157g	mc157	1.00E+10
17.5	0	This study		-51	Extrusive:Igneous	Lava Flow	-77.703	Basalt	162.264	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc157h	mc157	1.00E+10
9.4	0	This study		-35	Extrusive:Igneous	Lava Flow	-77.703	Basalt	162.264	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc157j	mc157	1.00E+10
5.6	0	This study		-39	Extrusive:Igneous	Lava Flow	-77.703	Basalt	162.264	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc157k	mc157	1.00E+10
27.9	0	This study		-29	Extrusive:Igneous	Lava Flow	-77.703	Basalt	162.264	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc157l	mc157	1.00E+10
35.6	0	This study		-37	Extrusive:Igneous	Lava Flow	-77.703	Basalt	162.264	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc157m	mc157	1.00E+10
8.6	0	This study		-47	Extrusive:Igneous	Lava Flow	-77.703	Basalt	162.264	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc157n	mc157	1.00E+10
40.5	0	This study		-14	Extrusive:Igneous	Lava Flow	-77.688	Basalt	162.462	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc158a	mc158	1.00E+10
72.7	0	This study		-22.5	Extrusive:Igneous	Lava Flow	-77.688	Basalt	162.462	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc158b	mc158	1.00E+10
57.5	0	This study		-12	Extrusive:Igneous	Lava Flow	-77.688	Basalt	162.462	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc158c	mc158	1.00E+10
71.2	0	This study		-18	Extrusive:Igneous	Lava Flow	-77.688	Basalt	162.462	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc158d	mc158	1.00E+10
36.2	0	This study		-10	Extrusive:Igneous	Lava Flow	-77.688	Basalt	162.462	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc158e	mc158	1.00E+10
89	0	This study		-9	Extrusive:Igneous	Lava Flow	-77.688	Basalt	162.462	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc158f	mc158	1.00E+10
60.7	0	This study		-22	Extrusive:Igneous	Lava Flow	-77.688	Basalt	162.462	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc158g	mc158	1.00E+10
40.7	0	This study		-31	Extrusive:Igneous	Lava Flow	-77.688	Basalt	162.462	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc158h	mc158	1.00E+10
50	0	This study		-31	Extrusive:Igneous	Lava Flow	-77.688	Basalt	162.462	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc158i	mc158	1.00E+10
144.7	0	This study		-7	Extrusive:Igneous	Lava Flow	-77.688	Basalt	162.462	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc158j	mc158	1.00E+10
157	0	This study	"Archived samples from 1965, 66 expeditions."	-21	Extrusive:Igneous	Lava Flow	-77.47	Basalt	169.23	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc15a	mc15	1.00E+10
179	0	This study	"Archived samples from 1965, 66 expeditions."	-34	Extrusive:Igneous	Lava Flow	-77.47	Basalt	169.23	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc15b	mc15	1.00E+10
131	0	This study	"Archived samples from 1965, 66 expeditions."	-47	Extrusive:Igneous	Lava Flow	-77.47	Basalt	169.23	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc15c	mc15	1.00E+10
135	0	This study	"Archived samples from 1965, 66 expeditions."	-33	Extrusive:Igneous	Lava Flow	-77.47	Basalt	169.23	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc15d	mc15	1.00E+10
120	0	This study	"Archived samples from 1965, 66 expeditions."	-34	Extrusive:Igneous	Lava Flow	-77.47	Basalt	169.23	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc15e	mc15	1.00E+10
123	0	This study	"Archived samples from 1965, 66 expeditions."	-31	Extrusive:Igneous	Lava Flow	-77.47	Basalt	169.23	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc15f	mc15	1.00E+10
111	0	This study	"Archived samples from 1965, 66 expeditions."	-59	Extrusive:Igneous	Lava Flow	-77.47	Basalt	169.23	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc15g	mc15	1.00E+10
125	0	This study	"Archived samples from 1965, 66 expeditions."	-42	Extrusive:Igneous	Lava Flow	-77.47	Basalt	169.23	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc15h	mc15	1.00E+10
315.9	0	This study		-46.5	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160a	mc160	1.00E+10
309.7	0	This study		-51	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160b	mc160	1.00E+10
22.4	0	This study		-22.5	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160c	mc160	1.00E+10
347.8	0	This study		-14.5	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160d	mc160	1.00E+10
25.6	0	This study		-30	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160e	mc160	1.00E+10
340.3	0	This study		-30.5	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160f	mc160	1.00E+10
290	0	This study		-47	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160g	mc160	1.00E+10
291.7	0	This study		-45.5	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160h	mc160	1.00E+10
297.2	0	This study		-50	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160i	mc160	1.00E+10
307.9	0	This study		-47.5	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160j	mc160	1.00E+10
246.6	0	This study		-32	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160k	mc160	1.00E+10
280.9	0	This study		-52	Extrusive:Igneous	Lava Flow	-77.687	Basalt	162.354	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc160l	mc160	1.00E+10
345.4	0	This study		-20	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc161a	mc161	1.00E+10
331.1	0	This study		-25	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc161b	mc161	1.00E+10
307.4	0	This study		-21.5	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc161c	mc161	1.00E+10
334.6	0	This study		-29	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc161d	mc161	1.00E+10
14.1	0	This study		-23.5	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc161e	mc161	1.00E+10
20.8	0	This study		-26	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc161f	mc161	1.00E+10
11.6	0	This study		-24	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc161g	mc161	1.00E+10
28.3	0	This study		-27.5	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc161h	mc161	1.00E+10
5.8	0	This study		-32	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc161i	mc161	1.00E+10
6.5	0	This study	## direction deleted because: bad mark in field##.	-26	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	b	mc161j	mc161	1.00E+10
37.7	0	This study		-30	Extrusive:Igneous	Lava Flow	-77.702	Basalt	162.694	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc161k	mc161	1.00E+10
209.4	0	This study		-50	Extrusive:Igneous	Lava Flow	-77.701	Basalt	162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc162a	mc162	1.00E+10
217.9	0	This study		-47	Extrusive:Igneous	Lava Flow	-77.701	Basalt	162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc162b	mc162	1.00E+10
137.6	0	This study		-51	Extrusive:Igneous	Lava Flow	-77.701	Basalt	162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc162c	mc162	1.00E+10
142	0	This study		-42.5	Extrusive:Igneous	Lava Flow	-77.701	Basalt	162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc162d	mc162	1.00E+10
193.8	0	This study		-63	Extrusive:Igneous	Lava Flow	-77.701	Basalt	162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc162e	mc162	1.00E+10
199.2	0	This study		-63.5	Extrusive:Igneous	Lava Flow	-77.701	Basalt	162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc162f	mc162	1.00E+10
198.4	0	This study		-55	Extrusive:Igneous	Lava Flow	-77.701	Basalt	162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc162g	mc162	1.00E+10
205.1	0	This study		-50	Extrusive:Igneous	Lava Flow	-77.701	Basalt	162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc162h	mc162	1.00E+10
229.6	0	This study		-48	Extrusive:Igneous	Lava Flow	-77.701	Basalt	162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc162i	mc162	1.00E+10
242.3	0	This study		-50	Extrusive:Igneous	Lava Flow	-77.701	Basalt	162.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc162j	mc162	1.00E+10
52.7	0	This study		-28	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc163a	mc163	1.00E+10
48.2	0	This study		-26	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc163b	mc163	1.00E+10
42.7	0	This study		-39	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc163c	mc163	1.00E+10
68.9	0	This study		-44	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc163d	mc163	1.00E+10
60.8	0	This study		-32	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc163e	mc163	1.00E+10
69.6	0	This study		-28	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc163f	mc163	1.00E+10
21.3	0	This study		-24	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc163g	mc163	1.00E+10
46	0	This study	## direction deleted because: overprint during thellier##.	-28	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	b	mc163h	mc163	1.00E+10
191.8	0	This study		-19	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc163i	mc163	1.00E+10
181.2	0	This study		-24	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc163j	mc163	1.00E+10
39.4	0	This study		-56	Extrusive:Igneous	Lava Flow	-77.7	Basalt	162.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc163k	mc163	1.00E+10
105	0	This study		-24	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164a	mc164	1.00E+10
107.7	0	This study		-18	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164b	mc164	1.00E+10
75.9	0	This study		-28	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164c	mc164	1.00E+10
89.2	0	This study		-29	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164d	mc164	1.00E+10
75.9	0	This study		-27	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164e	mc164	1.00E+10
76.1	0	This study		-26	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164f	mc164	1.00E+10
115.9	0	This study		-25	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164g	mc164	1.00E+10
120.6	0	This study		-27	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164h	mc164	1.00E+10
326.3	0	This study		-19	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164i	mc164	1.00E+10
358.1	0	This study		-19.5	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164j	mc164	1.00E+10
22.3	0	This study		-26	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164k	mc164	1.00E+10
72.6	0	This study		-14	Extrusive:Igneous	Lava Flow	-77.514	Basalt	169.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc164l	mc164	1.00E+10
190.8	0	This study		-64.5	Extrusive:Igneous	Lava Flow	-77.513	Basalt	169.332	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc165a	mc165	1.00E+10
206.2	0	This study		-68	Extrusive:Igneous	Lava Flow	-77.513	Basalt	169.332	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc165b	mc165	1.00E+10
134.4	0	This study		-56	Extrusive:Igneous	Lava Flow	-77.513	Basalt	169.332	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc165c	mc165	1.00E+10
141.1	0	This study		-56	Extrusive:Igneous	Lava Flow	-77.513	Basalt	169.332	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc165d	mc165	1.00E+10
139.8	0	This study		-56	Extrusive:Igneous	Lava Flow	-77.513	Basalt	169.332	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc165e	mc165	1.00E+10
154.3	0	This study		-53	Extrusive:Igneous	Lava Flow	-77.513	Basalt	169.332	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc165f	mc165	1.00E+10
162	0	This study		-57	Extrusive:Igneous	Lava Flow	-77.513	Basalt	169.332	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc165g	mc165	1.00E+10
170.2	0	This study		-62	Extrusive:Igneous	Lava Flow	-77.513	Basalt	169.332	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc165h	mc165	1.00E+10
110.9	0	This study		-46	Extrusive:Igneous	Lava Flow	-77.513	Basalt	169.332	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc165i	mc165	1.00E+10
117.6	0	This study		-50	Extrusive:Igneous	Lava Flow	-77.513	Basalt	169.332	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc165j	mc165	1.00E+10
324.3	0	This study		-16	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc166a	mc166	1.00E+10
15.6	0	This study		-20	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc166b	mc166	1.00E+10
9.5	0	This study		-59	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc166c	mc166	1.00E+10
10.3	0	This study		-57	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc166d	mc166	1.00E+10
340.5	0	This study		-35	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	FS-LOC-GPS : SO-GPS-DIFF: SO-POM :FS-FD	g	mc166e	mc166	1.00E+10
39	0	This study		-26	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	FS-LOC-GPS : SO-GPS-DIFF: SO-POM :FS-FD	g	mc166f	mc166	1.00E+10
316.5	0	This study		-51	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	FS-LOC-GPS : SO-GPS-DIFF: SO-POM :FS-FD	g	mc166g	mc166	1.00E+10
330.5	0	This study		-46	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	FS-LOC-GPS : SO-GPS-DIFF: SO-POM :FS-FD	g	mc166h	mc166	1.00E+10
4.5	0	This study		-49	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	FS-LOC-GPS : SO-GPS-DIFF: SO-POM :FS-FD	g	mc166i	mc166	1.00E+10
17	0	This study		-47	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	FS-LOC-GPS : SO-GPS-DIFF: SO-POM :FS-FD	g	mc166j	mc166	1.00E+10
10.5	0	This study		-51.5	Extrusive:Igneous	Lava Flow	-77.849	Basalt	166.67	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	FS-LOC-GPS : SO-GPS-DIFF: SO-POM :FS-FD	g	mc166l	mc166	1.00E+10
48.2	0	This study		-20.5	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167a	mc167	1.00E+10
203	0	This study		-21	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167b	mc167	1.00E+10
180	0	This study		-24	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167c	mc167	1.00E+10
194.7	0	This study		-23.5	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167d	mc167	1.00E+10
200.4	0	This study		-32	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167e	mc167	1.00E+10
217.9	0	This study		-28	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167f	mc167	1.00E+10
156.7	0	This study		-25	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167g	mc167	1.00E+10
148.4	0	This study		-21	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167h	mc167	1.00E+10
171.2	0	This study		-23	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167i	mc167	1.00E+10
263.1	0	This study		-36	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167j	mc167	1.00E+10
272.4	0	This study		-32.5	Extrusive:Igneous	Lava Flow	-77.487	Basalt	169.294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc167k	mc167	1.00E+10
