tab 	specimens
analyst_names	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_mean	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	experiment_names	geologic_classes	geologic_types	hyst_bc	hyst_bcr	hyst_mr_moment	hyst_ms_moment	int_abs	int_b	int_b_beta	int_b_sigma	int_corr	int_dang	int_drats	int_f	int_fvds	int_gamma	int_mad_free	int_md	int_n_measurements	int_n_ptrm	int_q	int_rsc	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	sample	software_packages	specimen
@ltauxe														This study			A	136.1	74.9	1.5	13	0	mc103a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc103a	pmagpy-2.58	mc103a1
@ltauxe														This study			A	136.3	72.6	2.4	11	0	mc103a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	473	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc103a	pmagpy-2.58	mc103a2
@ltauxe														This study			A	140.4	68.3	5.2	7	0	mc103b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	673	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc103b	pmagpy-2.58	mc103b1
@ltauxe														This study			A	150.1	74.5	1.6	13	0	mc103b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc103b	pmagpy-2.58	mc103b2
@ltauxe														This study			A	137.9	76	7.8	11	0	mc103c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc103c	pmagpy-2.58	mc103c1
@ltauxe														This study			A	136.4	73.7	1	13	0	mc103c2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc103c	pmagpy-2.58	mc103c2
@ltauxe														This study			A	243.7	5.6	7.2	12	0	mc103d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc103d	pmagpy-2.58	mc103d1
@ltauxe														This study			A	134	74.4	1.3	13	0	mc103d2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc103d	pmagpy-2.58	mc103d2
@ltauxe														This study			A	136	76.7	7.6	11	0	mc103e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc103e	pmagpy-2.58	mc103e1
@ltauxe														This study				192.9	44			-1	mc103e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.1005e-05	-0.84	0.113	0.095	u	6.3	10.4	0.397	0.435	2.5	13.2	-1	7	5	2.8	0.9375	2.5e-05	Basalt	723	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc103e	pmagpy-2.60	mc103e1
@ltauxe														This study			A	136.8	71.3	1.2	13	0	mc103e2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc103e	pmagpy-2.58	mc103e2
@ltauxe														This study			A	67.6	-80.1	1.3	13	0	mc104a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc104a	pmagpy-2.58	mc104a1
@ltauxe														This study			A	133.8	9.3	4.2	12	0	mc104b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	423	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc104b	pmagpy-2.58	mc104b1
@ltauxe														This study			A	75.8	-77	1.4	13	0	mc104b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc104b	pmagpy-2.58	mc104b2
@ltauxe														This study			A	60.6	-80.3	1.9	13	0	mc104c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc104c	pmagpy-2.58	mc104c1
@ltauxe														This study			A	343.8	-1.9	2.6	12	0	mc104c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	423	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc104c	pmagpy-2.58	mc104c2
@ltauxe														This study			A	64	-79.2	1.1	13	0	mc104d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc104d	pmagpy-2.58	mc104d1
@ltauxe														This study			A	67.6	-70.7	1.6	13	0	mc104f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc104f	pmagpy-2.58	mc104f1
@ltauxe														This study			A	199.7	67.2	2	13	0	mc105a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc105a	pmagpy-2.58	mc105a1
@ltauxe														This study				145.8	64.5			-1	mc105a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.707e-05	-1.083	0.046	0.049	u	2.7	12.9	0.675	0.678	0.5	2.2	-1	10	5	11.9	0.9834	2.5e-05	Basalt	803	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc105a	pmagpy-2.60	mc105a2
@ltauxe														This study			A	199.8	67.9	1.8	12	0	mc105a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc105a	pmagpy-2.58	mc105a2
@ltauxe														This study				228.7	57.8			-1	mc105c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.84e-05	-1.136	0.033	0.037	u	3.5	14.4	0.676	0.64	0.9	2.8	-1	10	5	17.3	0.9915	2.5e-05	Basalt	803	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc105c	pmagpy-2.60	mc105c1
@ltauxe														This study			A	188.1	66.9	1.9	10	0	mc105c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	523	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc105c	pmagpy-2.58	mc105c1
@ltauxe														This study				116.9	78.1			-1	mc105d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.7636e-05	-1.105	0.039	0.043	u	1.8	13.9	0.755	0.679	2.1	4.7	-1	11	5	16.6	0.9864	2.5e-05	Basalt	813	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc105d	pmagpy-2.60	mc105d1
@ltauxe														This study			A	200.5	68.8	1.9	8	0	mc105d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	573	K	LP-DIR-T : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc105d	pmagpy-2.58	mc105d1
@ltauxe														This study			A	188.4	70.6	1.5	13	0	mc105f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc105f	pmagpy-2.58	mc105f1
@ltauxe														This study			A	183.5	70.6	1.3	13	0	mc105g1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc105g	pmagpy-2.58	mc105g1
@ltauxe														This study			A	197.3	72	1.4	13	0	mc105h1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc105h	pmagpy-2.58	mc105h1
@ltauxe														This study			A	187	71.3	2.9	9	0	mc105j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	523	K	LP-DIR-T : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc105j	pmagpy-2.58	mc105j1
@ltauxe														This study				172.9	40.4			-1	mc105j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.1377e-05	-1.255	0.021	0.027	u	1.5	16.4	0.786	0.703	2.2	4.9	-1	11	5	31.5	0.9958	2.5e-05	Basalt	813	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc105j	pmagpy-2.60	mc105j1
@ltauxe														This study			A	23.8	-80.2	0.9	13	0	mc106a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc106a	pmagpy-2.58	mc106a1
@ltauxe														This study			A	32.2	-80.4	0.9	12	0	mc106b1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc106b	pmagpy-2.58	mc106b1
@ltauxe														This study			A	14.5	-74.9	1.2	12	0	mc106c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc106c	pmagpy-2.58	mc106c1
@ltauxe														This study			A	24.4	-74.8	1.3	12	0	mc106d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc106d	pmagpy-2.58	mc106d1
@ltauxe														This study			A	10	-72.8	0.9	12	0	mc106e1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc106e	pmagpy-2.58	mc106e1
@ltauxe														This study			A	89.8	-86.9	1.4	9	0	mc107c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.08	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc107c	pmagpy-2.58	mc107c1
@ltauxe														This study			A	74.6	6	2.7	7	0	mc107d2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	803	573	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc107d	pmagpy-2.58	mc107d2
@ltauxe														This study			A	111.3	-87.1	1.2	12	0	mc107e1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc107e	pmagpy-2.58	mc107e1
@ltauxe														This study				353.9	-56.1			-1	mc107e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.524e-05	-0.61	0.138	0.084	u	6.2	7.1	1.117	0.737	1.5	4.7	-1	11	5	7	0.8352	2.5e-05	Basalt	813	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc107e	pmagpy-2.60	mc107e2
@ltauxe														This study			A	81.4	5.5	3.9	9	0	mc107e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	803	473	K	LP-DIR-T : SO-GPS-DIFF : DE-BFP : DA-DIR-GEO	mc107e	pmagpy-2.58	mc107e2
@ltauxe														This study			A	102	-82.7	1.6	13	0	mc107h1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc107h	pmagpy-2.58	mc107h1
@ltauxe														This study			A	87.8	-86.8	0.8	12	0	mc107k1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc107k	pmagpy-2.58	mc107k1
@ltauxe														This study			A	94.3	-81.5	1	12	0	mc107l1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc107l	pmagpy-2.58	mc107l1
@ltauxe														This study			A	86.7	-72.7	1.6	12	0	mc108a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc108a	pmagpy-2.58	mc108a1
														This study										Igneous : Extrusive	Lava Flow																						Basalt					mc108a		mc108a2
@ltauxe														This study			A	70.8	-70.2	2.1	12	0	mc108b1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc108b	pmagpy-2.58	mc108b1
@ltauxe														This study			A	98.8	-76	10.5	6	0	mc108c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	623	273	K	LP-DIR-T : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc108c	pmagpy-2.58	mc108c1
@ltauxe														This study			A	57.5	-74.4	1.4	7	0	mc108d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.03	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc108d	pmagpy-2.58	mc108d1
@ltauxe														This study			A	62.4	-69.4	1.7	7	0	mc108g2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.03	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc108g	pmagpy-2.58	mc108g2
@ltauxe														This study			A	54.7	-65.6	22.1	6	0	mc108h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	623	273	K	LP-DIR-T : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc108h	pmagpy-2.58	mc108h1
@ltauxe														This study			A	71.7	-74.2	1.8	12	0	mc108k1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc108k	pmagpy-2.58	mc108k1
@ltauxe														This study			A	166	75.9	2	9	0	mc109a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	573	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc109a	pmagpy-2.58	mc109a1
@ltauxe														This study				175.8	53			-1	mc109a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.5957e-05	-1.438	0.031	0.044	u	0.5	10.7	0.861	0.724	4.5	2	-1	9	5	23.5	0.9933	2.5e-05	Basalt	823	573	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc109a	pmagpy-2.60	mc109a1
@ltauxe														This study			A	155.1	75.4	0.4	13	0	mc109a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc109a	pmagpy-2.58	mc109a2
@ltauxe														This study			A	184.9	75.1	2.3	8	0	mc109c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	623	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc109c	pmagpy-2.58	mc109c1
@ltauxe														This study				161.3	36.5			-1	mc109c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.4801e-05	-1.392	0.013	0.019	u	1.3	11.2	0.842	0.776	1.9	2	-1	9	5	53.9	0.9988	2.5e-05	Basalt	823	573	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc109c	pmagpy-2.60	mc109c1
@ltauxe														This study			A	178	71.3	1.9	6	0	mc109d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	673	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc109d	pmagpy-2.58	mc109d1
@ltauxe														This study				161.3	34.2			-1	mc109d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.3654e-05	-1.346	0.022	0.029	u	0.9	10	0.772	0.724	2.8	2.3	-1	8	5	29.5	0.9972	2.5e-05	Basalt	813	573	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc109d	pmagpy-2.60	mc109d1
@ltauxe														This study				161.2	44.4			-1	mc109e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.0343e-05	-1.214	0.015	0.018	u	1.5	20.2	0.765	0.724	1.9	2.2	-1	9	5	43.2	0.9984	2.5e-05	Basalt	813	523	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc109e	pmagpy-2.60	mc109e1
@ltauxe														This study			A	186.6	75.5	2.4	8	0	mc109e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	573	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc109e	pmagpy-2.58	mc109e1
@ltauxe														This study			A	175.7	77.9	2.1	13	0	mc109i1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc109i	pmagpy-2.58	mc109i1
@ltauxe														This study			A	311.9	-85.8	3.1	8	0	mc10a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	523	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc10a	pmagpy-2.58	mc10a
@ltauxe														This study				3.6	-27.6			-1	mc10a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow					2.9544e-05	-0.739	0.101	0.075	u	9.2	20.6	0.406	0.389	1	4.5	-1	7	5	3	0.9495	4e-05	Basalt	673	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT : DE-BFL	mc10a	pmagpy-2.60	mc10a
@ltauxe														This study			A	290.3	-78.7	4	5	0	mc10b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow									u													Basalt	798	623	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc10b	pmagpy-2.58	mc10b
@ltauxe														This study				11.5	-29.3			-1	mc10b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow					2.9657e-05	-0.741	0.169	0.126	u	9.1	28.4	0.379	0.425	0.8	4	-1	7	5	1.6	0.8617	4e-05	Basalt	673	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT : DE-BFL	mc10b	pmagpy-2.60	mc10b
@ltauxe														This study			A	348.4	-76.4	0.8	11	0	mc10c-LP-DIR-T	Igneous : Extrusive	Lava Flow									u													Basalt	823	373	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc10c	pmagpy-2.58	mc10c
@ltauxe														This study			A	329.1	-78.4	0.7	6	0	mc10d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	623	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc10d	pmagpy-2.58	mc10d
@ltauxe														This study				3.2	-63.1			-1	mc10d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Igneous : Extrusive	Lava Flow					3.7372e-05	-0.934	0.052	0.049	u	1.7	10.7	0.865	0.854	1.8	1.5	-1	11	4	13.8	0.9756	4e-05	Basalt	823	373	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT : DE-BFL	mc10d	pmagpy-2.60	mc10d
@ltauxe														This study			A	316.9	-76.5	1	12	0	mc10e-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.16	0.005	T	LP-DIR-AF : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc10e	pmagpy-2.58	mc10e
@ltauxe														This study			A	352.9	-75.8	0.6	9	0	mc10f-LP-DIR-T	Igneous : Extrusive	Lava Flow									u													Basalt	823	473	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc10f	pmagpy-2.58	mc10f
@ltauxe														This study			A	341.8	-77	1.6	8	0	mc10g-LP-DIR-T	Igneous : Extrusive	Lava Flow									u													Basalt	823	473	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc10g	pmagpy-2.58	mc10g
@ltauxe														This study			A	358.1	-73.6	0.8	10	0	mc10h-LP-DIR-T	Igneous : Extrusive	Lava Flow									u													Basalt	823	423	K	LP-DIR-T : SO-SIGHT : DE-BFL : DA-DIR-GEO	mc10h	pmagpy-2.58	mc10h
@ltauxe														This study			A	58.2	14.1	12.6	12	0	mc110a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	423	K	LP-DIR-T : SO-GPS-DIFF : DE-BFP : DA-DIR-GEO	mc110a	pmagpy-2.58	mc110a1
@ltauxe														This study			A	266.6	78.4	0.7	11	0	mc110a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc110a	pmagpy-2.58	mc110a2
														This study										Igneous : Extrusive	Lava Flow																						Basalt					mc110b		mc110b1
@ltauxe														This study			A	263.9	71.8	0.6	10	0	mc110b2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.01	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc110b	pmagpy-2.58	mc110b2
@ltauxe														This study			A	248.3	80.5	0.9	12	0	mc110d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc110d	pmagpy-2.58	mc110d1
@ltauxe														This study			A	237.3	81.2	1.2	12	0	mc110g1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc110g	pmagpy-2.58	mc110g1
@ltauxe														This study			A	226.9	84.3	1	12	0	mc110i1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc110i	pmagpy-2.58	mc110i1
@ltauxe														This study			A	48.4	-68.7	0.4	9	0	mc111a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc111a	pmagpy-2.58	mc111a2
@ltauxe														This study			A	55	-69.7	0.8	8	0	mc111b1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.1	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc111b	pmagpy-2.58	mc111b1
@ltauxe														This study			A	45.6	-66.2	1.3	13	0	mc111d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc111d	pmagpy-2.58	mc111d1
@ltauxe														This study				334.4	-43.9			-1	mc111d2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.7594e-05	-1.104	0.015	0.017	u	1.3	3.8	0.625	0.752	1.7	1.7	-1	8	7	33.6	0.9986	2.5e-05	Basalt	833	698	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc111d	pmagpy-2.60	mc111d2
@ltauxe														This study			A	43	-67	1.8	14	0	mc111d2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	833	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc111d	pmagpy-2.58	mc111d2
@ltauxe														This study			A	51.6	-65.8	0.9	9	0	mc111e1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc111e	pmagpy-2.58	mc111e1
@ltauxe														This study			A	47.9	-66.1	1.6	8	0	mc111e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	623	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc111e	pmagpy-2.58	mc111e2
