tab 	images
citations	file	keywords	location	photographers	site	timestamp	title	type
This study	DSC_0068C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0069C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0070C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0071C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0072C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0073C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0074C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0075C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0076C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0077C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0078C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0079C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	IMG_4548C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 outcrop overview	Outcrop
This study	DSC_0001D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	McMurdo	Hubert Staudigel	mc220	2006:12:18:00:00:00.00	MC220 outcrop overview	Outcrop
This study	DSC_0002D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	McMurdo	Hubert Staudigel	mc220	2006:12:18:00:00:00.00	MC220 outcrop overview	Outcrop
This study	DSC_0004D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	McMurdo	Hubert Staudigel	mc220	2006:12:18:00:00:00.00	MC220 sample detail	Outcrop
This study	DSC_0005D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	McMurdo	Hubert Staudigel	mc220	2006:12:18:00:00:00.00	MC220 sample detail	Outcrop
This study	DSC_0006D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	McMurdo	Hubert Staudigel	mc220	2006:12:18:00:00:00.00	MC220 sample detail	Outcrop
This study	DSC_0007D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	McMurdo	Hubert Staudigel	mc220	2006:12:18:00:00:00.00	MC220 sample detail	Outcrop
This study	DSC_0008D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	McMurdo	Hubert Staudigel	mc220	2006:12:18:00:00:00.00	MC220 sample detail	Outcrop
This study	DSC_0024D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	McMurdo	Hubert Staudigel	mc220	2006:12:18:00:00:00.00	MC220 view from outcrop	Outcrop
This study	DSC_0022D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0023D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0024E.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0025D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0026D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0027D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0028D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0029D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0030D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0031D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0033D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	McMurdo	Hubert Staudigel	mc221	2006:12:18:00:00:00.00	MC221 sample detail	Outcrop
This study	DSC_0037B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	McMurdo	Hubert Staudigel	mc222	2006:12:18:00:00:00.00	MC222 sample detail	Outcrop
This study	DSC_0038B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	McMurdo	Hubert Staudigel	mc222	2006:12:18:00:00:00.00	MC222 sample detail	Outcrop
This study	DSC_0039B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	McMurdo	Hubert Staudigel	mc222	2006:12:18:00:00:00.00	MC222 sample detail	Outcrop
This study	DSC_0040B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	McMurdo	Hubert Staudigel	mc222	2006:12:18:00:00:00.00	MC222 sample detail	Outcrop
This study	DSC_0041B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	McMurdo	Hubert Staudigel	mc222	2006:12:18:00:00:00.00	MC222 sample detail	Outcrop
This study	DSC_0042C.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	McMurdo	Hubert Staudigel	mc222	2006:12:18:00:00:00.00	MC222 sample detail	Outcrop
This study	DSC_0043B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	McMurdo	Hubert Staudigel	mc222	2006:12:18:00:00:00.00	MC222 sample detail	Outcrop
This study	DSC_0044B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	McMurdo	Hubert Staudigel	mc222	2006:12:18:00:00:00.00	MC222 sample detail	Outcrop
This study	DSC_0045B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	McMurdo	Hubert Staudigel	mc222	2006:12:18:00:00:00.00	MC222 sample detail	Outcrop
This study	DSC_0035B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0036B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0053B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0054B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0056B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0057B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0058B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0059B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0060B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0061B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0062B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0063B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0064B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0065B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0066B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0080B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC224 outcrop overview	Outcrop
This study	DSC_0093B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC224 outcrop overview	Outcrop
This study	DSC_0119B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hubert Staudigel using sun compass	Outcrop
This study	DSC_0120B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0121B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0122B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0123B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0124B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0125B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0126B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0127B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 sample detail	Outcrop
This study	DSC_0334B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 aerial view	Outcrop
This study	IMG_2204B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 view from outcrop	Outcrop
This study	IMG_2205B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	MC223 view from outcrop	Outcrop
This study	DSC_0141B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 outcrop overview	Outcrop
This study	DSC_0142B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 outcrop overview	Outcrop
This study	DSC_0160B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 sample detail	Outcrop
This study	DSC_0161B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 sample detail	Outcrop
This study	DSC_0162B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 sample detail	Outcrop
This study	DSC_0163B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 sample detail	Outcrop
This study	DSC_0164B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 sample detail	Outcrop
This study	DSC_0165B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 sample detail	Outcrop
This study	DSC_0166B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 sample detail	Outcrop
This study	DSC_0167B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 view from outcrop	Outcrop
This study	DSC_0168B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	MC225 view from outcrop	Outcrop
This study	DSC_0179B.JPG	McMurdo Volcanics: paleomagnetic sampling :Williams Cliff	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	MC226 sample detail	Outcrop
This study	DSC_0180B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	MC226 sample detail	Outcrop
This study	DSC_0181B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	MC226 sample detail	Outcrop
This study	DSC_0182B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	MC226 sample detail	Outcrop
This study	DSC_0183B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	MC226 sample detail	Outcrop
This study	DSC_0184B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	MC226 sample detail	Outcrop
This study	DSC_0185B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	MC226 sample detail	Outcrop
This study	DSC_0186B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	MC226 sample detail	Outcrop
This study	DSC_0187B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	MC226 sample detail	Outcrop
This study	DSC_0040C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	McMurdo	Hubert Staudigel	mc227	2006:12:21:00:00:00.00	MC227 outcrop overview	Outcrop
This study	DSC_0041C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	McMurdo	Hubert Staudigel	mc227	2006:12:21:00:00:00.00	MC227 sample detail	Outcrop
This study	DSC_0042D.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	McMurdo	Hubert Staudigel	mc227	2006:12:21:00:00:00.00	MC227 sample detail	Outcrop
This study	DSC_0043C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	McMurdo	Hubert Staudigel	mc227	2006:12:22:00:00:00.00	MC227 sample detail	Outcrop
This study	DSC_0044C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	McMurdo	Hubert Staudigel	mc227	2006:12:22:00:00:00.00	MC227 sample detail	Outcrop
This study	DSC_0045C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	McMurdo	Hubert Staudigel	mc227	2006:12:22:00:00:00.00	MC227 sample detail	Outcrop
This study	DSC_0047C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	McMurdo	Hubert Staudigel	mc227	2006:12:22:00:00:00.00	MC227 sample detail	Outcrop
This study	DSC_0048C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	McMurdo	Hubert Staudigel	mc227	2006:12:22:00:00:00.00	MC227 sample detail	Outcrop
This study	DSC_0049C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	McMurdo	Hubert Staudigel	mc227	2006:12:22:00:00:00.00	MC227 sample detail	Outcrop
This study	DSC_0072D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0073D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0074D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0075D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0076D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0077D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0078D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0079D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0080D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0081D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0082D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	MC228 sample detail	Outcrop
This study	DSC_0050D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0063D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0064D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0065D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0066D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0067D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0068D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0069D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0070D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0071D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0072E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0073E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0074E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0075E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0076E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0077E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0078E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0079E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0080E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0081E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0082E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0083D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0084D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0085D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0086D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
This study	DSC_0196D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	MC229 sample detail	Outcrop
