tab 	images
citations	file	keywords	location	photographers	site	timestamp	title	type
This study	DSC_0121.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	MC208 detail of samples	Outcrop
This study	DSC_0122.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	MC208 detail of samples	Outcrop
This study	DSC_0123.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	MC208 detail of samples	Outcrop
This study	DSC_0124.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	MC208 detail of samples	Outcrop
This study	DSC_0125.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	MC208 detail of samples	Outcrop
This study	DSC_0126.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	MC208 detail of samples	Outcrop
This study	DSC_0127.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	MC208 detail of samples	Outcrop
This study	DSC_0128.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	MC208 detail of samples	Outcrop
This study	DSC_0129.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	MC208 detail of samples	Outcrop
This study	DSC_0141.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 outcrop overview	Outcrop
This study	DSC_0142.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 outcrop overview	Outcrop
This study	DSC_0143.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 outcrop overview	Outcrop
This study	DSC_0144.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 outcrop overview	Outcrop
This study	DSC_0145.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 outcrop overview	Outcrop
This study	DSC_0146.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 outcrop overview	Outcrop
This study	DSC_0148.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 outcrop overview	Outcrop
This study	DSC_0149.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 outcrop overview	Outcrop
This study	DSC_0150.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 outcrop overview	Outcrop
This study	DSC_0151.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 detail of samples	Outcrop
This study	DSC_0152.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 detail of samples	Outcrop
This study	DSC_0153.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 detail of samples	Outcrop
This study	DSC_0154.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 detail of samples	Outcrop
This study	DSC_0155.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 detail of samples	Outcrop
This study	DSC_0156.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 detail of samples	Outcrop
This study	DSC_0157.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 detail of samples	Outcrop
This study	DSC_0158.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 detail of samples	Outcrop
This study	DSC_0159.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	MC209 detail of samples	Outcrop
This study	DSC_0002A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 drilling	Outcrop
This study	DSC_0003A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 drilling	Outcrop
This study	DSC_0004A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 detail of samples	Outcrop
This study	DSC_0005A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 detail of samples	Outcrop
This study	DSC_0006A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 detail of samples	Outcrop
This study	DSC_0007A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 detail of samples	Outcrop
This study	DSC_0008A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 detail of samples	Outcrop
This study	DSC_0009A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 detail of samples	Outcrop
This study	DSC_0010A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 detail of samples	Outcrop
This study	DSC_0011A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 outcrop overview	Outcrop
This study	DSC_0012A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 outcrop overview	Outcrop
This study	DSC_0013A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 outcrop overview	Outcrop
This study	DSC_0014A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 outcrop overview	Outcrop
This study	DSC_0015A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 outcrop overview	Outcrop
This study	DSC_0039A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 outcrop overview	Outcrop
This study	DSC_0040A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 outcrop overview	Outcrop
This study	DSC_0041A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 outcrop overview	Outcrop
This study	DSC_0042A.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 outcrop overview	Outcrop
This study	DSC_0042B.JPG	McMurdo Volcanics: paleomagnetic sampling :Tent Island	McMurdo	Hubert Staudigel	mc210	2006:12:05:00:00:00.00	MC210 outcrop overview	Outcrop
This study	DSC_0021A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	McMurdo	Hubert Staudigel	mc211	2006:12:05:00:00:00.00	MC211 detail of samples	Outcrop
This study	DSC_0022A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	McMurdo	Hubert Staudigel	mc211	2006:12:05:00:00:00.00	MC211 detail of samples	Outcrop
This study	DSC_0023A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	McMurdo	Hubert Staudigel	mc211	2006:12:05:00:00:00.00	MC211 detail of samples	Outcrop
This study	DSC_0024A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	McMurdo	Hubert Staudigel	mc211	2006:12:05:00:00:00.00	MC211 detail of samples	Outcrop
This study	DSC_0025A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	McMurdo	Hubert Staudigel	mc211	2006:12:05:00:00:00.00	MC211 detail of samples	Outcrop
This study	DSC_0026A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	McMurdo	Hubert Staudigel	mc211	2006:12:05:00:00:00.00	MC211 detail of samples	Outcrop
This study	DSC_0027A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	McMurdo	Hubert Staudigel	mc211	2006:12:05:00:00:00.00	MC211 detail of samples	Outcrop
This study	DSC_0028A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	McMurdo	Hubert Staudigel	mc211	2006:12:05:00:00:00.00	MC211 detail of samples	Outcrop
This study	DSC_0029A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	McMurdo	Hubert Staudigel	mc211	2006:12:05:00:00:00.00	MC211 detail of samples	Outcrop
This study	DSC_0030A.JPG	McMurdo Volcanics: paleomagnetic sampling :Inaccessible Island	McMurdo	Hubert Staudigel	mc211	2006:12:05:00:00:00.00	MC211 detail of samples	Outcrop
This study	DSC_0081A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 outcrop overview	Outcrop
This study	DSC_0082A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 outcrop overview	Outcrop
This study	DSC_0083A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 outcrop overview	Outcrop
This study	DSC_0084A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 outcrop overview	Outcrop
This study	DSC_0085A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 outcrop overview	Outcrop
This study	DSC_0086A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 detail of samples	Outcrop
This study	DSC_0087A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 detail of samples	Outcrop
This study	DSC_0088A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 detail of samples	Outcrop
This study	DSC_0089A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 detail of samples	Outcrop
This study	DSC_0090A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 detail of samples	Outcrop
This study	DSC_0091A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 detail of samples	Outcrop
This study	DSC_0092A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 detail of samples	Outcrop
This study	DSC_0093A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 detail of samples	Outcrop
This study	DSC_0094A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 detail of samples	Outcrop
This study	DSC_0095A.JPG	McMurdo Volcanics: paleomagnetic sampling :Wright Valley	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	MC212 detail of samples	Outcrop
This study	DSC_0281A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 outcrop overview	Outcrop
This study	DSC_0284A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0287A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0288A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0289A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0290A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0291A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0292A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0293A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0294A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0295A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0296A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0297A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0298A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0299A.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	MC213 detail of samples	Outcrop
This study	DSC_0302.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 outcrop overview	Outcrop
This study	DSC_0303.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 outcrop overview	Outcrop
This study	DSC_0304.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 outcrop overview	Outcrop
This study	DSC_0305.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 outcrop overview	Outcrop
This study	DSC_0306.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 detail of samples	Outcrop
This study	DSC_0307.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 detail of samples	Outcrop
This study	DSC_0308.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 detail of samples	Outcrop
This study	DSC_0309.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 detail of samples	Outcrop
This study	DSC_0310.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 detail of samples	Outcrop
This study	DSC_0311.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 detail of samples	Outcrop
This study	DSC_0312.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	MC214 detail of samples	Outcrop
This study	DSC_0001B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	McMurdo	Hubert Staudigel	mc215	2006:12:13:00:00:00.00	MC215 detail of samples	Outcrop
This study	DSC_0002B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	McMurdo	Hubert Staudigel	mc215	2006:12:13:00:00:00.00	MC215 detail of samples	Outcrop
This study	DSC_0003B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	McMurdo	Hubert Staudigel	mc215	2006:12:13:00:00:00.00	MC215 detail of samples	Outcrop
This study	DSC_0004B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	McMurdo	Hubert Staudigel	mc215	2006:12:13:00:00:00.00	MC215 detail of samples	Outcrop
This study	DSC_0005B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	McMurdo	Hubert Staudigel	mc215	2006:12:13:00:00:00.00	MC215 detail of samples	Outcrop
This study	DSC_0006B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	McMurdo	Hubert Staudigel	mc215	2006:12:13:00:00:00.00	MC215 detail of samples	Outcrop
This study	DSC_0007B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	McMurdo	Hubert Staudigel	mc215	2006:12:13:00:00:00.00	MC215 detail of samples	Outcrop
This study	DSC_0008B.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	McMurdo	Hubert Staudigel	mc215	2006:12:13:00:00:00.00	MC215 detail of samples	Outcrop
This study	IMG_0423.JPG	McMurdo Volcanics: paleomagnetic sampling :South of Abbot peak	McMurdo	Hubert Staudigel	mc215	2006:12:13:00:00:00.00	MC215 happy team	Outcrop
This study	DSC_0021B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	McMurdo	Hubert Staudigel	mc216	2006:12:13:00:00:00.00	MC216 sample detail	Outcrop
This study	DSC_0029B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	McMurdo	Hubert Staudigel	mc216	2006:12:13:00:00:00.00	MC216 sample detail	Outcrop
This study	DSC_0030B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	McMurdo	Hubert Staudigel	mc216	2006:12:13:00:00:00.00	MC216 sample detail	Outcrop
This study	DSC_0031B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	McMurdo	Hubert Staudigel	mc216	2006:12:13:00:00:00.00	MC216 sample detail	Outcrop
This study	DSC_0032B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	McMurdo	Hubert Staudigel	mc216	2006:12:13:00:00:00.00	MC216 sample detail	Outcrop
This study	DSC_0033B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	McMurdo	Hubert Staudigel	mc216	2006:12:13:00:00:00.00	MC216 sample detail	Outcrop
This study	DSC_0034B.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	McMurdo	Hubert Staudigel	mc216	2006:12:13:00:00:00.00	MC216 sample detail	Outcrop
This study	IMG_0452.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Abbot Peak	McMurdo	Hubert Staudigel	mc216	2006:12:13:00:00:00.00	MC216 outcrop overview	Outcrop
This study	DSC_0007C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 outcrop overview	Outcrop
This study	DSC_0008C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 outcrop overview	Outcrop
This study	DSC_0009C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 outcrop overview	Outcrop
This study	DSC_0010C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 sample detail	Outcrop
This study	DSC_0011C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 sample detail	Outcrop
This study	DSC_0012C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 sample detail	Outcrop
This study	DSC_0013C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 sample detail	Outcrop
This study	DSC_0014C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 sample detail	Outcrop
This study	DSC_0015C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 sample detail	Outcrop
This study	DSC_0016C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 sample detail	Outcrop
This study	DSC_0017C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 sample detail	Outcrop
This study	DSC_0018C.JPG	McMurdo Volcanics: paleomagnetic sampling :Three sisters	McMurdo	Hubert Staudigel	mc217	2006:12:16:00:00:00.00	MC217 sample detail	Outcrop
This study	DSC_0019C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0020C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0021C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0022C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0023C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0024C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0025C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0026C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0027C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0028C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0029C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 outcrop overview	Outcrop
This study	DSC_0030C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 sample detail	Outcrop
This study	DSC_0031C.JPG	McMurdo Volcanics: paleomagnetic sampling :Bomb peak	McMurdo	Hubert Staudigel	mc218	2006:12:16:00:00:00.00	MC218 outcrop overview	Outcrop
This study	DSC_0060C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0061C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0062C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0063C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0064C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0065C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0066C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
This study	DSC_0067C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MC219 sample detail	Outcrop
