tab 	rmag_anisotropy
anisotropy_n	anisotropy_s1	anisotropy_s2	anisotropy_s3	anisotropy_s4	anisotropy_s5	anisotropy_s6	anisotropy_sigma	anisotropy_tilt_correction	anisotropy_type	anisotropy_unit	er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes
192	0.337707788	0.335017294	0.327274889	0.0004867	-0.0003753	-0.0017232	2.56E-04	0	AMS	Normalized by trace		This study	U1361A	318-U1361A-028X-4-W-81	318-U1361A-028X-4-W-81	318-U1361A-028X-4-W-81	LP-X:AE-H:LP-AN-MS:SO-V
192	0.334234	0.3337051	0.3320609	-0.0000884	0.0001363	-0.0000025	4.54E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-028X-5-W-40	318-U1361A-028X-5-W-40	318-U1361A-028X-5-W-40	LP-X:AE-H:LP-AN-MS:SO-V
192	0.334233999	0.333705097	0.332060903	-0.0000884	0.0001363	-0.0000025	4.54E-04	0	AMS	Normalized by trace		This study	U1361A	318-U1361A-028X-5-W-40	318-U1361A-028X-5-W-40	318-U1361A-028X-5-W-40	LP-X:AE-H:LP-AN-MS:SO-V
192	0.3356137	0.3304808	0.3339055	-0.0028075	0.000747	-0.0007424	5.41E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-028X-6-W-49	318-U1361A-028X-6-W-49	318-U1361A-028X-6-W-49	LP-X:AE-H:LP-AN-MS:SO-V
192	0.335613698	0.330480814	0.333905488	-0.0028075	0.000747	-0.0007424	5.41E-04	0	AMS	Normalized by trace		This study	U1361A	318-U1361A-028X-6-W-49	318-U1361A-028X-6-W-49	318-U1361A-028X-6-W-49	LP-X:AE-H:LP-AN-MS:SO-V
192	0.3399707	0.3368482	0.3231811	0.0005802	-0.0026416	-0.0010967	3.03E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-028X-7-W-48	318-U1361A-028X-7-W-48	318-U1361A-028X-7-W-48	LP-X:AE-H:LP-AN-MS:SO-V
192	0.339970708	0.336848199	0.323181093	0.0005802	-0.0026416	-0.0010967	3.03E-04	0	AMS	Normalized by trace		This study	U1361A	318-U1361A-028X-7-W-48	318-U1361A-028X-7-W-48	318-U1361A-028X-7-W-48	LP-X:AE-H:LP-AN-MS:SO-V
192	0.332294	0.3328618	0.3348442	-0.0000478	0.0000269	-0.0002628	1.22E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-1H-2-W-35	318-U1361A-1H-2-W-35	318-U1361A-1H-2-W-35	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3330858	0.3329986	0.3339156	-0.000262	-0.0003219	0.0004402	2.59E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-1H-3-W-90	318-U1361A-1H-3-W-90	318-U1361A-1H-3-W-90	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3337502	0.3322083	0.3340415	-0.0006992	0.0006626	0.002888	9.34E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-1H-4-W-50	318-U1361A-1H-4-W-50	318-U1361A-1H-4-W-50	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3305652	0.3339279	0.3355068	0.0006028	0.0002117	-0.0009316	1.98E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-1H-5-W-59	318-U1361A-1H-5-W-59	318-U1361A-1H-5-W-59	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3327475	0.3329385	0.334314	-0.0015159	-0.0003106	-0.0000986	1.62E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-1H-6-W-60	318-U1361A-1H-6-W-60	318-U1361A-1H-6-W-60	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3373738	0.3332615	0.3293647	0.0008864	0.0008291	-0.0004269	1.19E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-2H-4-W-94	318-U1361A-2H-4-W-94	318-U1361A-2H-4-W-94	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3351685	0.3340308	0.3308007	0.0060353	0.0032169	0.0003701	1.42E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-2H-5-W-10	318-U1361A-2H-5-W-10	318-U1361A-2H-5-W-10	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3331878	0.3334213	0.3333909	0.0006518	-0.0000818	0.0003355	5.22E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-2H-6-W-40	318-U1361A-2H-6-W-40	318-U1361A-2H-6-W-40	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3342913	0.3327566	0.3329521	0.0005713	-0.0002285	-0.0006149	8.82E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-2H-7-W-34	318-U1361A-2H-7-W-34	318-U1361A-2H-7-W-34	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3330368	0.3340636	0.3328996	0.0003777	0.000282	0.0002539	1.04E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-3H-2-W-80	318-U1361A-3H-2-W-80	318-U1361A-3H-2-W-80	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3336244	0.3330357	0.3333399	0.0001219	-0.0004457	-0.0000352	2.12E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-3H-3-W-100	318-U1361A-3H-3-W-100	318-U1361A-3H-3-W-100	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3330348	0.3338504	0.3331148	0.0001322	0.0001433	0.0001596	1.72E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-3H-4-W-84	318-U1361A-3H-4-W-84	318-U1361A-3H-4-W-84	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3336597	0.3342012	0.3321391	0.0002954	-0.0003095	-0.0000091	1.03E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-3H-5-W-75	318-U1361A-3H-5-W-75	318-U1361A-3H-5-W-75	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3336353	0.3332982	0.3330665	-0.0000268	0.0000634	0.0002165	1.52E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-3H-6-W-66	318-U1361A-3H-6-W-66	318-U1361A-3H-6-W-66	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3334522	0.3322052	0.3343426	-0.0003556	0.000624	0.0000519	1.37E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-3H-7-W-50	318-U1361A-3H-7-W-50	318-U1361A-3H-7-W-50	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.335131	0.3362245	0.3286445	0.0002915	0.0004011	-0.0000364	7.02E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-4H-2-W-81	318-U1361A-4H-2-W-81	318-U1361A-4H-2-W-81	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3342502	0.3335815	0.3321683	-0.0001072	0.0000292	0.0005302	1.52E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-4H-3-W-81	318-U1361A-4H-3-W-81	318-U1361A-4H-3-W-81	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3336333	0.3341826	0.3321842	-0.0004278	0.0003092	0.0002576	1.20E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-4H-4-W-69	318-U1361A-4H-4-W-69	318-U1361A-4H-4-W-69	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3332849	0.3344562	0.3322589	0.0001464	0.0004708	0.0007197	1.65E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-4H-5-W-70	318-U1361A-4H-5-W-70	318-U1361A-4H-5-W-70	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3340486	0.3336189	0.3323324	0.000266	0.0002905	0.0000178	1.29E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-4H-6-W-63	318-U1361A-4H-6-W-63	318-U1361A-4H-6-W-63	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3331316	0.3331367	0.3337316	0.0003982	-0.0000358	0.0002492	1.34E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-5H-2-W-48	318-U1361A-5H-2-W-48	318-U1361A-5H-2-W-48	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3361116	0.3353611	0.3285273	-0.0000394	0.0000566	-0.0006483	1.22E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-5H-3-W-78	318-U1361A-5H-3-W-78	318-U1361A-5H-3-W-78	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3338174	0.3348019	0.3313807	-0.0003343	-0.0004081	0.0016614	2.01E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-5H-4-W-55	318-U1361A-5H-4-W-55	318-U1361A-5H-4-W-55	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3346732	0.332268	0.3330588	-0.00082	0.0003171	-0.0009889	1.94E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-5H-5-W-47	318-U1361A-5H-5-W-47	318-U1361A-5H-5-W-47	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3359715	0.3352544	0.3287741	-0.000795	0.0003372	0.0004501	3.60E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-5H-6-W-48	318-U1361A-5H-6-W-48	318-U1361A-5H-6-W-48	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3351787	0.3357355	0.3290858	-0.0005568	-0.000548	0.0003496	1.41E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-5H-7-W-38	318-U1361A-5H-7-W-38	318-U1361A-5H-7-W-38	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3377088	0.3373364	0.3249547	-0.000125	0.0000441	-0.0000793	1.30E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-6H-1-W-55	318-U1361A-6H-1-W-55	318-U1361A-6H-1-W-55	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3334428	0.333957	0.3326003	0.0002024	0.0002752	0.0004315	1.35E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-6H-2-W-55	318-U1361A-6H-2-W-55	318-U1361A-6H-2-W-55	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3371247	0.3346729	0.3282024	0.0003217	-0.0000221	-0.0004838	1.04E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-6H-3-W-54	318-U1361A-6H-3-W-54	318-U1361A-6H-3-W-54	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3348885	0.333299	0.3318125	0.0017125	0.000634	0.0002119	2.67E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-6H-4-W-55	318-U1361A-6H-4-W-55	318-U1361A-6H-4-W-55	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.335368	0.334431	0.3302009	0.0001781	-0.0000822	-0.0000429	8.47E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-6H-5-W-55	318-U1361A-6H-5-W-55	318-U1361A-6H-5-W-55	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3369922	0.3364629	0.326545	0.000427	0.0026415	0.0003726	2.42E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-6H-6-W-55	318-U1361A-6H-6-W-55	318-U1361A-6H-6-W-55	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3414331	0.3418382	0.3167287	0.0000464	0.0009222	0.0037881	1.26E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-6H-7-W-98	318-U1361A-6H-7-W-98	318-U1361A-6H-7-W-98	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3339678	0.3338792	0.332153	-0.0001784	-0.0000695	0.000228	1.07E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-7H-1-W-100	318-U1361A-7H-1-W-100	318-U1361A-7H-1-W-100	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.33373	0.3335668	0.3327032	0.0001152	-0.0003065	0.0001168	1.22E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-7H-2-W-110	318-U1361A-7H-2-W-110	318-U1361A-7H-2-W-110	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3418637	0.3413951	0.3167411	0.0004522	0.0002204	0.0016823	2.59E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-7H-3-W-135	318-U1361A-7H-3-W-135	318-U1361A-7H-3-W-135	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3362659	0.3354967	0.3282375	-0.0000749	0.0008207	0.0020542	3.63E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-7H-4-W-42	318-U1361A-7H-4-W-42	318-U1361A-7H-4-W-42	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3344426	0.3359459	0.3296115	-0.0011979	0.0005796	-0.0004463	1.07E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-7H-5-W-110	318-U1361A-7H-5-W-110	318-U1361A-7H-5-W-110	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3412301	0.3397867	0.3189833	0.0001315	-0.0000794	0.0012542	1.14E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-7H-6-W-23	318-U1361A-7H-6-W-23	318-U1361A-7H-6-W-23	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3332509	0.333944	0.3328051	-0.0004538	0.0003502	-0.0003602	1.10E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-7H-7-W-20	318-U1361A-7H-7-W-20	318-U1361A-7H-7-W-20	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3383692	0.3381316	0.3234992	-0.0000001	0.0001773	-0.0009298	9.38E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-8H-1-W-73	318-U1361A-8H-1-W-73	318-U1361A-8H-1-W-73	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3402736	0.3369106	0.3228159	0.0002627	0.0003023	0.0003557	1.64E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-8H-2-W-92	318-U1361A-8H-2-W-92	318-U1361A-8H-2-W-92	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3335148	0.3346589	0.3318263	0.0005019	-0.0017279	0.0009241	8.63E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-8H-3-W-102	318-U1361A-8H-3-W-102	318-U1361A-8H-3-W-102	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3375383	0.3372371	0.3252246	0.0000324	0.0006901	0.0013837	1.00E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-8H-4-W-78	318-U1361A-8H-4-W-78	318-U1361A-8H-4-W-78	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3340178	0.3327389	0.3332433	0.0000351	0.0007733	-0.0005534	1.93E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-8H-5-W-67	318-U1361A-8H-5-W-67	318-U1361A-8H-5-W-67	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3412974	0.3419211	0.3167815	-0.0014312	0.0040548	0.0054152	1.11E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-8H-6-W-83	318-U1361A-8H-6-W-83	318-U1361A-8H-6-W-83	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3390075	0.3383546	0.3226379	-0.000008	0.0015092	0.0015279	3.94E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-8H-7-W-28	318-U1361A-8H-7-W-28	318-U1361A-8H-7-W-28	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3327942	0.3343801	0.3328258	-0.0000892	0.000383	0.0001882	1.29E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-9H-1-W-94	318-U1361A-9H-1-W-94	318-U1361A-9H-1-W-94	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3345993	0.3331557	0.332245	0.0002678	-0.0003012	0.0001579	8.64E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-9H-2-W-77	318-U1361A-9H-2-W-77	318-U1361A-9H-2-W-77	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3362291	0.3358496	0.3279213	-0.0004417	-0.0011499	-0.0005229	3.40E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-9H-3-W-63	318-U1361A-9H-3-W-63	318-U1361A-9H-3-W-63	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.338717	0.3369504	0.3243326	0.0001771	-0.0008189	0.0002451	1.34E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-9H-4-W-107	318-U1361A-9H-4-W-107	318-U1361A-9H-4-W-107	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3441885	0.343239	0.3125726	0.0000817	-0.0019813	0.000967	1.65E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-9H-5-W-22	318-U1361A-9H-5-W-22	318-U1361A-9H-5-W-22	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3400281	0.3395401	0.3204318	0.0000659	-0.0013457	0.0002401	1.46E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-9H-6-W-51	318-U1361A-9H-6-W-51	318-U1361A-9H-6-W-51	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3401502	0.3376302	0.3222197	0.0001926	-0.0004757	-0.0002548	1.54E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-9H-7-W-53	318-U1361A-9H-7-W-53	318-U1361A-9H-7-W-53	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3377612	0.3376504	0.3245884	0.0003085	-0.0000329	0.0019256	9.20E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-10H-1-W-86	318-U1361A-10H-1-W-86	318-U1361A-10H-1-W-86	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3444499	0.3448324	0.3107177	-0.000208	0.0033325	0.0028325	1.70E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-10H-2-W-88	318-U1361A-10H-2-W-88	318-U1361A-10H-2-W-88	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3384165	0.3375647	0.3240188	-0.0007507	-0.0000116	0.0021201	1.21E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-10H-3-W-51	318-U1361A-10H-3-W-51	318-U1361A-10H-3-W-51	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.34623	0.3455828	0.3081872	0.0001817	0.0021571	-0.0007754	2.05E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-10H-4-W-81	318-U1361A-10H-4-W-81	318-U1361A-10H-4-W-81	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3342545	0.3336594	0.3320861	0.0001862	0.0000645	0.0000143	1.29E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-10H-5-W-58	318-U1361A-10H-5-W-58	318-U1361A-10H-5-W-58	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3330199	0.334288	0.332692	0.0002367	-0.0000409	-0.000186	1.68E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-10H-6-W-16	318-U1361A-10H-6-W-16	318-U1361A-10H-6-W-16	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3335613	0.3340672	0.3323715	0.0000069	0.0003771	0.0011778	1.09E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-10H-7-W-17	318-U1361A-10H-7-W-17	318-U1361A-10H-7-W-17	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3344948	0.3347018	0.3308033	-0.0004128	0.0006154	0.001599	8.84E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-11H-1-W-75	318-U1361A-11H-1-W-75	318-U1361A-11H-1-W-75	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3384526	0.337412	0.3241354	-0.0000465	-0.0027806	0.0014579	1.78E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-11H-2-W-95	318-U1361A-11H-2-W-95	318-U1361A-11H-2-W-95	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3431628	0.3420962	0.3147411	-0.0002826	-0.0008284	0.000158	1.40E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-11H-3-W-82	318-U1361A-11H-3-W-82	318-U1361A-11H-3-W-82	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3312183	0.3349326	0.3338491	-0.0003291	-0.0023658	0.0053956	9.45E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-11H-4-W-99	318-U1361A-11H-4-W-99	318-U1361A-11H-4-W-99	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3324533	0.3343835	0.3331632	-0.0001554	-0.0015042	0.0015135	1.01E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-11H-5-W-92	318-U1361A-11H-5-W-92	318-U1361A-11H-5-W-92	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3319249	0.3364439	0.3316312	-0.0003205	-0.0021033	0.0027729	9.26E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-11H-6-W-77	318-U1361A-11H-6-W-77	318-U1361A-11H-6-W-77	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3359116	0.3353592	0.3287292	-0.0000389	0.0000724	-0.0008862	3.06E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-12H-4-W-91	318-U1361A-12H-4-W-91	318-U1361A-12H-4-W-91	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3353294	0.3345881	0.3300825	0.0009409	0.0008312	-0.0008272	3.28E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-12H-5-W-122	318-U1361A-12H-5-W-122	318-U1361A-12H-5-W-122	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.333724	0.3354438	0.3308322	-0.000597	0.000508	-0.001283	1.33E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-12H-6-W-107	318-U1361A-12H-6-W-107	318-U1361A-12H-6-W-107	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3386298	0.3382547	0.3231155	0.0002782	0.00002	-0.0023111	1.30E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-12H-7-W-43	318-U1361A-12H-7-W-43	318-U1361A-12H-7-W-43	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3369367	0.3309844	0.3320789	0.0017081	0.0014782	-0.0031736	4.96E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-13H-1-W-102	318-U1361A-13H-1-W-102	318-U1361A-13H-1-W-102	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3349639	0.3351157	0.3299204	-0.0007379	0.000646	0.0013252	3.41E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-13H-2-W-70	318-U1361A-13H-2-W-70	318-U1361A-13H-2-W-70	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3398015	0.3396014	0.320597	-0.0001904	-0.0017128	0.0018657	1.17E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-13H-3-W-97	318-U1361A-13H-3-W-97	318-U1361A-13H-3-W-97	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3403556	0.3393136	0.3203308	0.0003101	0.001071	0.0018064	1.29E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-13H-4-W-118	318-U1361A-13H-4-W-118	318-U1361A-13H-4-W-118	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3373079	0.3339216	0.3287705	0.0014757	0.0012249	0.0004444	1.22E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-13H-5-W-95	318-U1361A-13H-5-W-95	318-U1361A-13H-5-W-95	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3329031	0.3335106	0.3335862	-0.000385	-0.0005263	0.0012984	1.24E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-13H-6-W-89	318-U1361A-13H-6-W-89	318-U1361A-13H-6-W-89	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3346193	0.3374575	0.3279232	0.0008939	0.000626	0.0037578	1.03E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-14H-1-W-123	318-U1361A-14H-1-W-123	318-U1361A-14H-1-W-123	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3349703	0.3353423	0.3296875	0.0000571	0.0011732	0.001336	3.31E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-14H-2-W-87	318-U1361A-14H-2-W-87	318-U1361A-14H-2-W-87	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3353836	0.3347301	0.3298863	-0.0000617	0.0005949	0.0010986	7.77E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-14H-3-W-115	318-U1361A-14H-3-W-115	318-U1361A-14H-3-W-115	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3408821	0.3390893	0.3200286	-0.0008172	0.0045063	0.0037399	1.53E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-14H-4-W-110	318-U1361A-14H-4-W-110	318-U1361A-14H-4-W-110	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3352549	0.3331989	0.3315462	-0.0010494	0.0028872	0.0013979	1.49E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-14H-5-W-113	318-U1361A-14H-5-W-113	318-U1361A-14H-5-W-113	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3401674	0.3391552	0.3206774	-0.0001225	-0.000009	0.0008334	1.10E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-14H-6-W-88	318-U1361A-14H-6-W-88	318-U1361A-14H-6-W-88	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3376564	0.3368386	0.325505	-0.0002791	-0.0001862	0.0010612	7.49E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-15H-1-W-110	318-U1361A-15H-1-W-110	318-U1361A-15H-1-W-110	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3349031	0.3345024	0.3305946	-0.0008339	-0.0004869	0.000024	1.38E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-15H-2-W-59	318-U1361A-15H-2-W-59	318-U1361A-15H-2-W-59	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3364494	0.3383742	0.3251764	-0.0001627	0.0005838	0.0025004	5.32E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-15H-3-W-51	318-U1361A-15H-3-W-51	318-U1361A-15H-3-W-51	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3351504	0.3367799	0.3280697	-0.0008144	-0.0003258	0.0008294	8.71E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-15H-4-W-58	318-U1361A-15H-4-W-58	318-U1361A-15H-4-W-58	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3355709	0.3341731	0.3302559	0.0001756	0.0002815	0.0007582	1.19E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-15H-5-W-57	318-U1361A-15H-5-W-57	318-U1361A-15H-5-W-57	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3461366	0.3470063	0.3068571	0.0001057	-0.002047	0.0021193	1.62E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-15H-6-W-125	318-U1361A-15H-6-W-125	318-U1361A-15H-6-W-125	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3342709	0.3350339	0.3306952	-0.0003328	0.0005705	0.0000189	9.74E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-16H-1-W-60	318-U1361A-16H-1-W-60	318-U1361A-16H-1-W-60	LP-X:AE-H:LP-AN-MS:SO-NO
