tab	er_ages
er_citation_names	er_site_name	er_location_name	age_description	magic_method_codes	age	age_unit	er_sample_name
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.71	Ma	318-U1361A-009H_6A-0.25
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.71	Ma	318-U1361A-009H_6A-0.3
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.71	Ma	318-U1361A-009H_6A-0.35
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.71	Ma	318-U1361A-009H_6A-0.4
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.71	Ma	318-U1361A-009H_6A-0.45
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.72	Ma	318-U1361A-009H_6A-0.5
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.72	Ma	318-U1361A-009H_6A-0.55
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.72	Ma	318-U1361A-009H_6A-0.6
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.72	Ma	318-U1361A-009H_6A-0.65
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.7	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.72	Ma	318-U1361A-009H_6A-0.7
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.75	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.73	Ma	318-U1361A-009H_6A-0.75
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.8	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.73	Ma	318-U1361A-009H_6A-0.8
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.85	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.73	Ma	318-U1361A-009H_6A-0.85
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.9	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.73	Ma	318-U1361A-009H_6A-0.9
This study:10.1029/2012PA002308	318-U1361A-009H_6A-0.95	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.73	Ma	318-U1361A-009H_6A-0.95
This study:10.1029/2012PA002308	318-U1361A-009H_6A-1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.74	Ma	318-U1361A-009H_6A-1
This study:10.1029/2012PA002308	318-U1361A-009H_6A-1.05	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.74	Ma	318-U1361A-009H_6A-1.05
This study:10.1029/2012PA002308	318-U1361A-009H_6A-1.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.74	Ma	318-U1361A-009H_6A-1.1
This study:10.1029/2012PA002308	318-U1361A-009H_6A-1.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.74	Ma	318-U1361A-009H_6A-1.15
This study:10.1029/2012PA002308	318-U1361A-009H_6A-1.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.74	Ma	318-U1361A-009H_6A-1.2
This study:10.1029/2012PA002308	318-U1361A-009H_6A-1.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.74	Ma	318-U1361A-009H_6A-1.25
This study:10.1029/2012PA002308	318-U1361A-009H_6A-1.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.75	Ma	318-U1361A-009H_6A-1.3
This study:10.1029/2012PA002308	318-U1361A-009H_6A-1.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.75	Ma	318-U1361A-009H_6A-1.35
This study:10.1029/2012PA002308	318-U1361A-009H_6A-1.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.75	Ma	318-U1361A-009H_6A-1.4
This study:10.1029/2012PA002308	318-U1361A-009H_6A-1.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.75	Ma	318-U1361A-009H_6A-1.45
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.76	Ma	318-U1361A-009H_7A-0.1
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.76	Ma	318-U1361A-009H_7A-0.15
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.76	Ma	318-U1361A-009H_7A-0.2
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.76	Ma	318-U1361A-009H_7A-0.25
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.77	Ma	318-U1361A-009H_7A-0.3
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.77	Ma	318-U1361A-009H_7A-0.35
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.77	Ma	318-U1361A-009H_7A-0.4
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.77	Ma	318-U1361A-009H_7A-0.45
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.77	Ma	318-U1361A-009H_7A-0.5
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.77	Ma	318-U1361A-009H_7A-0.55
This study:10.1029/2012PA002308	318-U1361A-009H_7A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.78	Ma	318-U1361A-009H_7A-0.6
This study:10.1029/2012PA002308	318-U1361A-010H-1-W-86	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.81	Ma	318-U1361A-010H-1-W-86
This study:10.1029/2012PA002308	318-U1361A-010H-1-W-86a	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.81	Ma	318-U1361A-010H-1-W-86a
This study:10.1029/2012PA002308	318-U1361A-010H-2-W-88	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.86	Ma	318-U1361A-010H-2-W-88
This study:10.1029/2012PA002308	318-U1361A-010H-2-W-88a	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.86	Ma	318-U1361A-010H-2-W-88a
This study:10.1029/2012PA002308	318-U1361A-010H-3-W-51	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.91	Ma	318-U1361A-010H-3-W-51
This study:10.1029/2012PA002308	318-U1361A-010H-3-W-51a	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.91	Ma	318-U1361A-010H-3-W-51a
This study:10.1029/2012PA002308	318-U1361A-010H-4-W-81	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.97	Ma	318-U1361A-010H-4-W-81
This study:10.1029/2012PA002308	318-U1361A-010H-4-W-81a	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.97	Ma	318-U1361A-010H-4-W-81a
This study:10.1029/2012PA002308	318-U1361A-010H-5-W-58	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	4.02	Ma	318-U1361A-010H-5-W-58
This study:10.1029/2012PA002308	318-U1361A-010H-5-W-58a	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	4.02	Ma	318-U1361A-010H-5-W-58a
This study:10.1029/2012PA002308	318-U1361A-010H-6-W-16	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	4.06	Ma	318-U1361A-010H-6-W-16
This study:10.1029/2012PA002308	318-U1361A-010H-6-W-16a	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	4.06	Ma	318-U1361A-010H-6-W-16a
This study:10.1029/2012PA002308	318-U1361A-010H-7-W-17	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	4.12	Ma	318-U1361A-010H-7-W-17
This study:10.1029/2012PA002308	318-U1361A-010H-7-W-17a	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	4.12	Ma	318-U1361A-010H-7-W-17a
This study:10.1029/2012PA002308	318-U1361A-010H_1A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.79	Ma	318-U1361A-010H_1A-0.5
This study:10.1029/2012PA002308	318-U1361A-010H_1A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.79	Ma	318-U1361A-010H_1A-0.55
This study:10.1029/2012PA002308	318-U1361A-010H_1A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.80	Ma	318-U1361A-010H_1A-0.6
This study:10.1029/2012PA002308	318-U1361A-010H_1A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.80	Ma	318-U1361A-010H_1A-0.65
This study:10.1029/2012PA002308	318-U1361A-010H_1A-0.7	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.80	Ma	318-U1361A-010H_1A-0.7
This study:10.1029/2012PA002308	318-U1361A-010H_1A-0.75	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.80	Ma	318-U1361A-010H_1A-0.75
This study:10.1029/2012PA002308	318-U1361A-010H_1A-0.8	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.80	Ma	318-U1361A-010H_1A-0.8
This study:10.1029/2012PA002308	318-U1361A-010H_1A-0.85	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.81	Ma	318-U1361A-010H_1A-0.85
This study:10.1029/2012PA002308	318-U1361A-010H_1A-0.9	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.81	Ma	318-U1361A-010H_1A-0.9
This study:10.1029/2012PA002308	318-U1361A-010H_1A-0.95	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.81	Ma	318-U1361A-010H_1A-0.95
This study:10.1029/2012PA002308	318-U1361A-010H_1A-1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.81	Ma	318-U1361A-010H_1A-1
This study:10.1029/2012PA002308	318-U1361A-010H_1A-1.05	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.81	Ma	318-U1361A-010H_1A-1.05
This study:10.1029/2012PA002308	318-U1361A-010H_1A-1.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.81	Ma	318-U1361A-010H_1A-1.1
This study:10.1029/2012PA002308	318-U1361A-010H_1A-1.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.82	Ma	318-U1361A-010H_1A-1.15
This study:10.1029/2012PA002308	318-U1361A-010H_1A-1.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.82	Ma	318-U1361A-010H_1A-1.2
This study:10.1029/2012PA002308	318-U1361A-010H_1A-1.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.82	Ma	318-U1361A-010H_1A-1.25
This study:10.1029/2012PA002308	318-U1361A-010H_1A-1.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.82	Ma	318-U1361A-010H_1A-1.3
This study:10.1029/2012PA002308	318-U1361A-010H_1A-1.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.82	Ma	318-U1361A-010H_1A-1.35
This study:10.1029/2012PA002308	318-U1361A-010H_1A-1.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.83	Ma	318-U1361A-010H_1A-1.4
This study:10.1029/2012PA002308	318-U1361A-010H_1A-1.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.83	Ma	318-U1361A-010H_1A-1.45
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.83	Ma	318-U1361A-010H_2A-0.1
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.84	Ma	318-U1361A-010H_2A-0.15
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.84	Ma	318-U1361A-010H_2A-0.2
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.84	Ma	318-U1361A-010H_2A-0.25
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.84	Ma	318-U1361A-010H_2A-0.3
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.84	Ma	318-U1361A-010H_2A-0.35
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.84	Ma	318-U1361A-010H_2A-0.4
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.85	Ma	318-U1361A-010H_2A-0.45
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.85	Ma	318-U1361A-010H_2A-0.5
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.85	Ma	318-U1361A-010H_2A-0.55
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.85	Ma	318-U1361A-010H_2A-0.6
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.85	Ma	318-U1361A-010H_2A-0.65
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.7	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.86	Ma	318-U1361A-010H_2A-0.7
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.75	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.86	Ma	318-U1361A-010H_2A-0.75
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.8	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.86	Ma	318-U1361A-010H_2A-0.8
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.85	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.86	Ma	318-U1361A-010H_2A-0.85
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.9	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.86	Ma	318-U1361A-010H_2A-0.9
This study:10.1029/2012PA002308	318-U1361A-010H_2A-0.95	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.87	Ma	318-U1361A-010H_2A-0.95
This study:10.1029/2012PA002308	318-U1361A-010H_2A-1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.87	Ma	318-U1361A-010H_2A-1
This study:10.1029/2012PA002308	318-U1361A-010H_2A-1.05	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.87	Ma	318-U1361A-010H_2A-1.05
This study:10.1029/2012PA002308	318-U1361A-010H_2A-1.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.87	Ma	318-U1361A-010H_2A-1.1
This study:10.1029/2012PA002308	318-U1361A-010H_2A-1.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.87	Ma	318-U1361A-010H_2A-1.15
This study:10.1029/2012PA002308	318-U1361A-010H_2A-1.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.87	Ma	318-U1361A-010H_2A-1.2
This study:10.1029/2012PA002308	318-U1361A-010H_2A-1.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.88	Ma	318-U1361A-010H_2A-1.25
This study:10.1029/2012PA002308	318-U1361A-010H_2A-1.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.88	Ma	318-U1361A-010H_2A-1.3
This study:10.1029/2012PA002308	318-U1361A-010H_2A-1.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.88	Ma	318-U1361A-010H_2A-1.35
This study:10.1029/2012PA002308	318-U1361A-010H_2A-1.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.88	Ma	318-U1361A-010H_2A-1.4
This study:10.1029/2012PA002308	318-U1361A-010H_2A-1.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.88	Ma	318-U1361A-010H_2A-1.45
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.89	Ma	318-U1361A-010H_3A-0.1
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.89	Ma	318-U1361A-010H_3A-0.15
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.89	Ma	318-U1361A-010H_3A-0.2
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.90	Ma	318-U1361A-010H_3A-0.25
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.90	Ma	318-U1361A-010H_3A-0.3
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.90	Ma	318-U1361A-010H_3A-0.35
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.90	Ma	318-U1361A-010H_3A-0.4
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.90	Ma	318-U1361A-010H_3A-0.45
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.90	Ma	318-U1361A-010H_3A-0.5
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.91	Ma	318-U1361A-010H_3A-0.55
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.91	Ma	318-U1361A-010H_3A-0.6
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.91	Ma	318-U1361A-010H_3A-0.65
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.7	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.91	Ma	318-U1361A-010H_3A-0.7
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.75	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.91	Ma	318-U1361A-010H_3A-0.75
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.8	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.92	Ma	318-U1361A-010H_3A-0.8
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.85	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.92	Ma	318-U1361A-010H_3A-0.85
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.9	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.92	Ma	318-U1361A-010H_3A-0.9
This study:10.1029/2012PA002308	318-U1361A-010H_3A-0.95	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.92	Ma	318-U1361A-010H_3A-0.95
This study:10.1029/2012PA002308	318-U1361A-010H_3A-1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.92	Ma	318-U1361A-010H_3A-1
This study:10.1029/2012PA002308	318-U1361A-010H_3A-1.05	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.93	Ma	318-U1361A-010H_3A-1.05
This study:10.1029/2012PA002308	318-U1361A-010H_3A-1.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.93	Ma	318-U1361A-010H_3A-1.1
This study:10.1029/2012PA002308	318-U1361A-010H_3A-1.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.93	Ma	318-U1361A-010H_3A-1.15
This study:10.1029/2012PA002308	318-U1361A-010H_3A-1.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.93	Ma	318-U1361A-010H_3A-1.2
This study:10.1029/2012PA002308	318-U1361A-010H_3A-1.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.93	Ma	318-U1361A-010H_3A-1.25
This study:10.1029/2012PA002308	318-U1361A-010H_3A-1.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.94	Ma	318-U1361A-010H_3A-1.3
This study:10.1029/2012PA002308	318-U1361A-010H_3A-1.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.94	Ma	318-U1361A-010H_3A-1.35
This study:10.1029/2012PA002308	318-U1361A-010H_3A-1.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.94	Ma	318-U1361A-010H_3A-1.4
This study:10.1029/2012PA002308	318-U1361A-010H_3A-1.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.94	Ma	318-U1361A-010H_3A-1.45
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.95	Ma	318-U1361A-010H_4A-0.1
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.95	Ma	318-U1361A-010H_4A-0.15
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.95	Ma	318-U1361A-010H_4A-0.2
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.95	Ma	318-U1361A-010H_4A-0.25
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.95	Ma	318-U1361A-010H_4A-0.3
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.96	Ma	318-U1361A-010H_4A-0.35
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.96	Ma	318-U1361A-010H_4A-0.4
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.96	Ma	318-U1361A-010H_4A-0.45
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.96	Ma	318-U1361A-010H_4A-0.5
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.96	Ma	318-U1361A-010H_4A-0.55
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.97	Ma	318-U1361A-010H_4A-0.6
This study:10.1029/2012PA002308	318-U1361A-010H_4A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	3.97	Ma	318-U1361A-010H_4A-0.65
