tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_scientist_mail_names	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_flag	measurement_lab_field_dc	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	treatment_dc_field	treatment_temp
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-5.617e-01	-3.633e+01	181	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-5.447e-01	-3.602e+01	182	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-5.274e-01	-3.567e+01	183	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-5.103e-01	-3.536e+01	184	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-4.932e-01	-3.498e+01	185	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-4.760e-01	-3.470e+01	186	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-4.587e-01	-3.434e+01	187	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-4.416e-01	-3.394e+01	188	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-4.245e-01	-3.353e+01	189	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-4.074e-01	-3.313e+01	190	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-3.901e-01	-3.273e+01	191	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-3.729e-01	-3.229e+01	192	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-3.558e-01	-3.185e+01	193	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-3.387e-01	-3.137e+01	194	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-3.215e-01	-3.088e+01	195	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-3.044e-01	-3.035e+01	196	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-2.873e-01	-2.979e+01	197	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-2.700e-01	-2.916e+01	198	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-2.529e-01	-2.854e+01	199	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-2.358e-01	-2.784e+01	200	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-2.186e-01	-2.706e+01	201	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-2.015e-01	-2.623e+01	202	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-1.842e-01	-2.535e+01	203	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-1.671e-01	-2.435e+01	204	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-1.499e-01	-2.329e+01	205	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-1.328e-01	-2.204e+01	206	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-1.155e-01	-2.068e+01	207	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-9.840e-02	-1.918e+01	208	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-8.115e-02	-1.750e+01	209	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-6.405e-02	-1.558e+01	210	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-4.695e-02	-1.339e+01	211	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-2.970e-02	-1.083e+01	212	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	-1.260e-02	-7.782e+00	213	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	4.650e-03	-3.920e+00	214	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	2.175e-02	7.750e-01	215	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	3.885e-02	5.117e+00	216	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	5.610e-02	8.933e+00	217	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	7.320e-02	1.219e+01	218	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	9.045e-02	1.500e+01	219	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.076e-01	1.741e+01	220	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.247e-01	1.943e+01	221	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.419e-01	2.121e+01	222	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.590e-01	2.273e+01	223	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.763e-01	2.399e+01	224	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.934e-01	2.513e+01	225	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	2.104e-01	2.615e+01	226	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	2.277e-01	2.707e+01	227	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	2.450e-01	2.788e+01	228	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	2.621e-01	2.857e+01	229	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	2.792e-01	2.927e+01	230	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	2.964e-01	2.990e+01	231	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	3.135e-01	3.050e+01	232	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	3.306e-01	3.103e+01	233	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	3.478e-01	3.154e+01	234	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	3.649e-01	3.200e+01	235	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	3.822e-01	3.248e+01	236	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	3.993e-01	3.293e+01	237	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	4.164e-01	3.333e+01	238	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	4.337e-01	3.371e+01	239	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	4.508e-01	3.410e+01	240	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	4.679e-01	3.452e+01	241	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	4.851e-01	3.485e+01	242	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	5.022e-01	3.523e+01	243	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	5.193e-01	3.551e+01	244	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	5.365e-01	3.588e+01	245	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	5.536e-01	3.616e+01	246	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	5.709e-01	3.652e+01	247	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	5.880e-01	3.688e+01	248	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	6.053e-01	3.716e+01	249	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	6.224e-01	3.746e+01	250	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	6.396e-01	3.775e+01	251	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	6.567e-01	3.800e+01	252	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	6.738e-01	3.832e+01	253	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	6.911e-01	3.863e+01	254	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	7.082e-01	3.886e+01	255	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	7.254e-01	3.918e+01	256	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	7.425e-01	3.944e+01	257	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	7.596e-01	3.972e+01	258	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	7.769e-01	3.997e+01	259	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	7.940e-01	4.026e+01	260	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	8.111e-01	4.056e+01	261	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	8.283e-01	4.077e+01	262	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	8.454e-01	4.108e+01	263	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	8.625e-01	4.134e+01	264	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	8.798e-01	4.159e+01	265	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	8.969e-01	4.190e+01	266	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	9.140e-01	4.211e+01	267	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	9.311e-01	4.233e+01	268	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	9.483e-01	4.260e+01	269	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	9.654e-01	4.283e+01	270	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	9.825e-01	4.312e+01	271	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	9.996e-01	4.346e+01	272	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.017e+00	4.362e+01	273	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.034e+00	4.387e+01	274	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.051e+00	4.411e+01	275	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.068e+00	4.432e+01	276	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.085e+00	4.466e+01	277	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.102e+00	4.480e+01	278	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.119e+00	4.508e+01	279	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.136e+00	4.533e+01	280	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.153e+00	4.555e+01	281	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.171e+00	4.588e+01	282	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.188e+00	4.605e+01	283	u	273		273
This study	unknown	myspec		myspe	myspec		myspec:LP-HYS		LP-HYS	pmagpy-2.143	g	1.201e+00	4.620e+01	284	u	273		273
