tab	samples
sample	site	specimens	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	criteria	description	azimuth	dip	citations	method_codes	location	sample_direction_type	age	sample_inferred_age_sigma	sample_inferred_age_unit
sv61a	sv61	sv61a1	163.3	61	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv61a	sv61								35.2031	248.2362	Igneous	Lava Flow	Basalt			17.3	-51	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv61b	sv61								35.2031	248.2362	Igneous	Lava Flow	Basalt			21.3	-53	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv61c	sv61	sv61c1	264.2	2.6	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	2.5	2.5	Ma
sv61c	sv61								35.2031	248.2362	Igneous	Lava Flow	Basalt			4.4	-51	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv61d	sv61								35.2031	248.2362	Igneous	Lava Flow	Basalt			4.5	-79	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv61e	sv61								35.2031	248.2362	Igneous	Lava Flow	Basalt			12	-62.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv61f	sv61								35.2031	248.2362	Igneous	Lava Flow	Basalt			16.1	-60	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv61g	sv61								35.2031	248.2362	Igneous	Lava Flow	Basalt			17.2	-48.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv61g	sv61	sv61g1	348.2	63.4	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv61h	sv61								35.2031	248.2362	Igneous	Lava Flow	Basalt			28.7	-65	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv61i	sv61								35.2031	248.2362	Igneous	Lava Flow	Basalt			64.9	-56	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv61i	sv61	sv61i1	356.8	54.4	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv62a	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			46.9	-65	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv62b	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			49	-51.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv62b	sv62	sv62b1	68.8	19.6	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	2.5	2.5	Ma
sv62c	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			42.4	-61.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv62d	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			33.3	-56	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv62d	sv62	sv62d1	345.3	-35.3	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	2.5	2.5	Ma
sv62e	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			64.9	-94	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv62f	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			105.6	-52.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv62g	sv62	sv62g1	127.1	35.1	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	2.5	2.5	Ma
sv62g	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			46.4	-92.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv62h	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			48.7	-84	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv62i	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			61.1	-73.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv62j	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			20.4	-45.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv62k	sv62								35.2078	248.2294	Igneous	Lava Flow	Basalt			62.1	-64	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv63a	sv63								35.2582	247.9165	Igneous	Lava Flow	Basalt			330.7	-36	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv63a	sv63	sv63a1	354.9	43.6	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv63b	sv63								35.2582	247.9165	Igneous	Lava Flow	Basalt			304	-31.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv63c	sv63								35.2582	247.9165	Igneous	Lava Flow	Basalt			34.3	-38	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv63d	sv63								35.2582	247.9165	Igneous	Lava Flow	Basalt			337.8	-28	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv63e	sv63								35.2582	247.9165	Igneous	Lava Flow	Basalt			339.1	-39	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv63f	sv63	sv63f1	353	48	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv63f	sv63								35.2582	247.9165	Igneous	Lava Flow	Basalt			341.3	-56.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv63g	sv63								35.2582	247.9165	Igneous	Lava Flow	Basalt			11.4	-50	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv63h	sv63								35.2582	247.9165	Igneous	Lava Flow	Basalt			12.7	-80	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv63h	sv63	sv63h1	351.9	46.4	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv63i	sv63								35.2582	247.9165	Igneous	Lava Flow	Basalt			342.9	-67.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv63j	sv63	sv63j1	346.5	42.3	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv63j	sv63								35.2582	247.9165	Igneous	Lava Flow	Basalt			2.2	-71	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64a	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			102.7	-60.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64b	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			178.6	-59	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64b	sv64	sv64b1	173.1	-51.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv64c	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			179.5	-51	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64c	sv64	sv64c2	185.3	-45.3	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv64d	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			171.9	-52.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64e	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			204.7	-63	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64e	sv64	sv64e1	162.4	-53	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv64f	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			202.4	-67	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64g	sv64	sv64g1	167.9	-53.7	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv64g	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			208.8	-61	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64h	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			200.4	-46.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64h	sv64	sv64h1	165.5	-52.9	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv64i	sv64	sv64i1	165.9	-52.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv64i	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			198.5	-50.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64j	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			196.5	-58.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv64k	sv64								35.2569	248.0685	Igneous	Lava Flow	Basalt			186.3	-31	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv65a	sv65	sv65a1	32.7	65	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv65a	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			327	-49	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv65b	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			335	-51	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv65c	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			343	-68	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv65c	sv65	sv65c1	33.1	49.7	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv65d	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			345	-57	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv65d	sv65	sv65d1	25.9	45	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv65e	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			357	-54	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv65e	sv65	sv65e1	29.9	58.3	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv65f	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			348.2	-41	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv65g	sv65	sv65g1	289.8	10.4	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	2.5	2.5	Ma
sv65g	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			1.9	-41.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv65h	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			27	-62.5	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv65i	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			18	-48.5	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv65j	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			23.4	-49	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv65k	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			20	-35	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv65l	sv65								35.4088	248.5854	Igneous	Lava Flow	Basalt			44	-50	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
