tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	er_expedition_name	er_formation_name	er_fossil_name	er_member_name	er_mineral_name	experiment	hyst_charging_mode	hyst_loop	hyst_sweep_rate	instrument_codes	location	magn_mass	magn_moment	magn_r2_det	magn_volume	magn_x_sigma	magn_xyz_sigma	magn_y_sigma	magn_z_sigma	meas_field_ac	meas_field_dc	meas_freq	meas_n_orient	meas_orient_phi	meas_orient_theta	meas_pos_x	meas_pos_y	meas_pos_z	meas_temp	meas_temp_change	measurement	measurement_composite_depth	measurement_core_depth	measurement_demagn_code	measurement_elevation	measurement_height	measurement_loop_n	measurement_magnitude	method_codes	quality	sample	site	software_packages	specimen	standard	susc_chi_mass	susc_chi_qdr_mass	susc_chi_qdr_volume	susc_chi_volume	timestamp	treat_ac_field	treat_ac_field_dc_off	treat_ac_field_dc_on	treat_ac_field_decay_rate	treat_dc_field	treat_dc_field_ac_off	treat_dc_field_ac_on	treat_dc_field_decay_rate	treat_dc_field_phi	treat_dc_field_theta	treat_mw_energy	treat_mw_integral	treat_mw_power	treat_mw_time	treat_temp	treat_temp_dc_off	treat_temp_dc_on	treat_temp_decay_rate
	This study		0.5	162.1	-23.6						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.00006886																273		1								LT-NO : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0				0				0	0					273			
	This study		0.2	149.8	-7						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.00002219																273		1								LT-AF-Z : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.01				0				0	0					273			
	This study		0	150.5	-3.2						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.00001093																273		1								LT-AF-Z : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.02				0				0	0					273			
	This study		0.1	148.7	-2						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.000007283																273		1								LT-AF-Z : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.03				0				0	0					273			
	This study		0.1	148.7	-1.7						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.000005397																273		1								LT-AF-Z : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.04				0				0	0					273			
	This study		0.2	145.7	-0.6						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.000004169																273		1								LT-AF-Z : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.05				0				0	0					273			
	This study		0.1	143.6	0.4						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.000003318																273		1								LT-AF-Z : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.06				0				0	0					273			
	This study		0.2	147.1	-0.3						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.00000267																273		1								LT-AF-Z : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.07				0				0	0					273			
	This study		0.5	149.4	0.3						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.000002184																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.08				0				0	0					273			
	This study		0.7	147.9	0.7						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.000001568																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.1				0				0	0					273			
	This study		0.9	149.5	1.8						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.000001152																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.12				0				0	0					273			
	This study		1	150.7	2.1						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.0000009913																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.14				0				0	0					273			
	This study		1.2	146.6	1						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.0000007911																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.16				0				0	0					273			
	This study		1.4	149.8	3.3						sv15c1-LP-DIR-AF					San Francisco Volcanics		0.0000006983																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15c	sv15		sv15c1	u						0.18				0				0	0					273			
	This study		0.3	165.3	-22.1						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.00004721																273		1								LT-NO : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0				0				0	0					273			
	This study		0.8	144.3	1.5						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.00001846																273		1								LT-AF-Z : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.01				0				0	0					273			
	This study		1.3	137.6	8.7						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.00001108																273		1								LT-AF-Z : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.02				0				0	0					273			
	This study		0.7	135.4	10.4						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.000008025																273		1								LT-AF-Z : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.03				0				0	0					273			
	This study		0.6	133.9	10						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.000006129																273		1								LT-AF-Z : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.04				0				0	0					273			
	This study		0.9	131.9	10.4						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.000004999																273		1								LT-AF-Z : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.05				0				0	0					273			
	This study		0.8	132.4	11.1						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.000004066																273		1								LT-AF-Z : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.06				0				0	0					273			
	This study		0.7	133.6	11.5						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.000003461																273		1								LT-AF-Z : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.07				0				0	0					273			
	This study		1.6	132.4	10.1						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.000002848																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.08				0				0	0					273			
	This study		1.8	132.4	9.4						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.000002122																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.1				0				0	0					273			
	This study		1.7	132.2	9.9						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.000001635																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.12				0				0	0					273			
	This study		2	130.1	11.7						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.000001325																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.14				0				0	0					273			
	This study		1.7	131.3	12.9						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.000001002																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.16				0				0	0					273			
	This study		2.3	126.7	2						sv15d1-LP-DIR-AF					San Francisco Volcanics		0.0000008006																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15d	sv15		sv15d1	u						0.18				0				0	0					273			
	This study		0.4	188	-22.7						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.00004309																273		1								LT-NO : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0				0				0	0					273			
	This study		1.2	170.2	-9.8						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.00002136																273		1								LT-AF-Z : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.01				0				0	0					273			
	This study		0.9	160.3	-5						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.00001447																273		1								LT-AF-Z : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.02				0				0	0					273			
	This study		1.3	157.8	-4.5						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.00001109																273		1								LT-AF-Z : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.03				0				0	0					273			
	This study		1.2	156.4	-4.6						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.000008729																273		1								LT-AF-Z : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.04				0				0	0					273			
	This study		1.1	155.4	-3.6						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.000007154																273		1								LT-AF-Z : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.05				0				0	0					273			
	This study		0.6	155.3	-3.2						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.000005903																273		1								LT-AF-Z : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.06				0				0	0					273			
	This study		1.3	153.9	-3.8						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.000005047																273		1								LT-AF-Z : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.07				0				0	0					273			
	This study		0.9	154.2	-4.3						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.000004155																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.08				0				0	0					273			
	This study		1.1	154.3	-3.5						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.000003214																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.1				0				0	0					273			
	This study		1	153.8	-3.1						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.000002603																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.12				0				0	0					273			
	This study		1	153.9	-2.2						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.000002124																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.14				0				0	0					273			
	This study		1	153.4	-2.6						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.000001589																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.16				0				0	0					273			
	This study		1.4	153	1						sv15f1-LP-DIR-AF					San Francisco Volcanics		0.000001432																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15f	sv15		sv15f1	u						0.18				0				0	0					273			
	This study		0.5	172.2	-23.5						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.0000531																273		1								LT-NO : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0				0				0	0					273			
	This study		0.2	162.4	-6.7						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.00001891																273		1								LT-AF-Z : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.01				0				0	0					273			
	This study		0.2	146.4	1.8						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.00001081																273		1								LT-AF-Z : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.02				0				0	0					273			
	This study		0.4	140.9	4.4						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.000007765																273		1								LT-AF-Z : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.03				0				0	0					273			
	This study		0.3	140.2	5.7						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.000005975																273		1								LT-AF-Z : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.04				0				0	0					273			
	This study		0.2	136.9	6.3						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.000004889																273		1								LT-AF-Z : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.05				0				0	0					273			
	This study		0.2	138	5.4						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.000004052																273		1								LT-AF-Z : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.06				0				0	0					273			
	This study		0.3	136	6.6						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.000003421																273		1								LT-AF-Z : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.07				0				0	0					273			
	This study		0.6	135	6.6						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.000002848																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.08				0				0	0					273			
	This study		0.5	134.8	7.1						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.000002135																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.1				0				0	0					273			
	This study		0.5	134.3	9.3						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.000001604																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.12				0				0	0					273			
	This study		0.8	133.4	7.7						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.000001198																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.14				0				0	0					273			
	This study		1	129.3	11						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.000000994																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.16				0				0	0					273			
	This study		1.2	129.2	8.5						sv15h1-LP-DIR-AF					San Francisco Volcanics		0.0000008329																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv15h	sv15		sv15h1	u						0.18				0				0	0					273			
	This study		1.9	305.5	78.8						sv16a1-LP-DIR-AF					San Francisco Volcanics		0.00002174																273		1								LT-NO : DE-VM : LP-DIR-AF	g	sv16a	sv16		sv16a1	u						0				0				0	0					273			
	This study		2	283.4	66.3						sv16a1-LP-DIR-AF					San Francisco Volcanics		0.00001179																273		1								LT-AF-Z : LP-DIR-AF	g	sv16a	sv16		sv16a1	u						0.01				0				0	0					273			
	This study		2.2	279.3	58.4						sv16a1-LP-DIR-AF					San Francisco Volcanics		0.000007486																273		1								LT-AF-Z : LP-DIR-AF	g	sv16a	sv16		sv16a1	u						0.02				0				0	0					273			
	This study		2.4	280.1	55.9						sv16a1-LP-DIR-AF					San Francisco Volcanics		0.000005491																273		1								LT-AF-Z : LP-DIR-AF	g	sv16a	sv16		sv16a1	u						0.03				0				0	0					273			
	This study		2.6	280.4	53.9						sv16a1-LP-DIR-AF					San Francisco Volcanics		0.000004283																273		1								LT-AF-Z : LP-DIR-AF	g	sv16a	sv16		sv16a1	u						0.04				0				0	0					273			
	This study		3.1	279.7	52.5						sv16a1-LP-DIR-AF					San Francisco Volcanics		0.000002908																273		1								LT-AF-Z : LP-DIR-AF	g	sv16a	sv16		sv16a1	u						0.06				0				0	0					273			
	This study		3.6	282.8	49.5						sv16a1-LP-DIR-AF					San Francisco Volcanics		0.000002087																273		1								LT-AF-Z : LP-DIR-AF	g	sv16a	sv16		sv16a1	u						0.08				0				0	0					273			
	This study		4.5	282.4	52.3						sv16a1-LP-DIR-AF					San Francisco Volcanics		0.000001568																273		1								LT-AF-Z : LP-DIR-AF	g	sv16a	sv16		sv16a1	u						0.1				0				0	0					273			
	This study		5.5	284.2	47.6						sv16a1-LP-DIR-AF					San Francisco Volcanics		0.000001163																273		1								LT-AF-Z : LP-DIR-AF	g	sv16a	sv16		sv16a1	u						0.12				0				0	0					273			
	This study		7.5	289.7	49.8						sv16a1-LP-DIR-AF					San Francisco Volcanics		0.000000794																273		1								LT-AF-Z : LP-DIR-AF	g	sv16a	sv16		sv16a1	u						0.15				0				0	0					273			
	This study		1.9	277.2	70.9						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.00002334																273		1								LT-NO : DE-VM : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0				0				0	0					273			
	This study		1.9	273.1	57.4						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.00001355																273		1								LT-AF-Z : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0.01				0				0	0					273			
	This study		1.9	271	47.1						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.000008777																273		1								LT-AF-Z : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0.02				0				0	0					273			
	This study		1.9	271.9	43.4						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.000006647																273		1								LT-AF-Z : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0.03				0				0	0					273			
	This study		2.1	270.6	40.5						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.000005203																273		1								LT-AF-Z : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0.04				0				0	0					273			
	This study		2.4	270.6	38.1						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.00000357																273		1								LT-AF-Z : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0.06				0				0	0					273			
	This study		2.8	272.3	36.4						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.000002555																273		1								LT-AF-Z : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0.08				0				0	0					273			
	This study		3.2	273.2	36.1						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.000001971																273		1								LT-AF-Z : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0.1				0				0	0					273			
	This study		3.8	273.7	32.2						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.000001459																273		1								LT-AF-Z : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0.12				0				0	0					273			
	This study		5	280.5	34.6						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.00000105																273		1								LT-AF-Z : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0.15				0				0	0					273			
	This study		8.5	278	16.2						sv16b1-LP-DIR-AF					San Francisco Volcanics		0.000000493																273		1								LT-AF-Z : LP-DIR-AF	g	sv16b	sv16		sv16b1	u						0.18				0				0	0					273			
	This study		0.7	271.2	57						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.00001922																273		1								LT-NO : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0				0				0	0					273			
	This study		0.3	271.6	43.5						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.00001133																273		1								LT-AF-Z : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.01				0				0	0					273			
	This study		0.3	268	36.2						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.000007515																273		1								LT-AF-Z : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.02				0				0	0					273			
	This study		0.3	269.5	33.4						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.000005616																273		1								LT-AF-Z : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.03				0				0	0					273			
	This study		0.3	269.8	33.8						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.000004298																273		1								LT-AF-Z : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.04				0				0	0					273			
	This study		0.3	266.6	31.3						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.000003522																273		1								LT-AF-Z : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.05				0				0	0					273			
	This study		0.2	267.9	32.2						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.000002926																273		1								LT-AF-Z : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.06				0				0	0					273			
	This study		0.3	263.9	30.7						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.000002502																273		1								LT-AF-Z : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.07				0				0	0					273			
	This study		0.4	271.6	31						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.00000205																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.08				0				0	0					273			
	This study		0.5	272.2	29.2						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.000001405																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.1				0				0	0					273			
	This study		0.6	268	27.9						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.000001081																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.12				0				0	0					273			
	This study		0.6	274.7	27.3						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.0000009248																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.14				0				0	0					273			
	This study		1.7	271.7	30						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.0000006459																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.16				0				0	0					273			
	This study		1.4	273.3	32.5						sv16c1-LP-DIR-AF					San Francisco Volcanics		0.0000005921																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16c	sv16		sv16c1	u						0.18				0				0	0					273			
	This study		1.2	280.3	26.9						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.00001706																273		1								LT-NO : DE-VM : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0				0				0	0					273			
	This study		1.2	264.2	17.7						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.0000105																273		1								LT-AF-Z : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0.01				0				0	0					273			
	This study		1.4	261.4	15.4						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.000006908																273		1								LT-AF-Z : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0.02				0				0	0					273			
	This study		1.5	259.2	14.7						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.000005096																273		1								LT-AF-Z : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0.03				0				0	0					273			
	This study		1.6	258.2	14.3						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.000003966																273		1								LT-AF-Z : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0.04				0				0	0					273			
	This study		2	258.8	15.3						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.00000265																273		1								LT-AF-Z : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0.06				0				0	0					273			
	This study		2.5	258	13.4						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.000001804																273		1								LT-AF-Z : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0.08				0				0	0					273			
	This study		3.1	260.4	14.8						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.000001387																273		1								LT-AF-Z : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0.1				0				0	0					273			
	This study		3.8	261.5	8						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.0000009833																273		1								LT-AF-Z : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0.12				0				0	0					273			
	This study		5.1	266.1	15						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.0000007357																273		1								LT-AF-Z : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0.15				0				0	0					273			
	This study		5.6	265.6	-0.5						sv16e1-LP-DIR-AF					San Francisco Volcanics		0.0000005909																273		1								LT-AF-Z : LP-DIR-AF	g	sv16e	sv16		sv16e1	u						0.18				0				0	0					273			
	This study		0.5	358.3	-1.7						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.0003559																273		1								LT-NO : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0				0				0	0					273			
	This study		1.3	1.3	-9						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.0001816																273		1								LT-AF-Z : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.01				0				0	0					273			
	This study		1.3	356.3	-30.8						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.00003605																273		1								LT-AF-Z : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.02				0				0	0					273			
	This study		1	341.7	-54.8						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.00001536																273		1								LT-AF-Z : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.03				0				0	0					273			
	This study		0.9	314.2	-66.7						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.000009858																273		1								LT-AF-Z : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.04				0				0	0					273			
	This study		1.2	285.1	-69.2						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.000007254																273		1								LT-AF-Z : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.05				0				0	0					273			
	This study		0.8	268.7	-67.1						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.000005679																273		1								LT-AF-Z : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.06				0				0	0					273			
	This study		0.8	256.2	-63.9						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.000004475																273		1								LT-AF-Z : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.07				0				0	0					273			
	This study		1.1	249.6	-59.7						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.000003585																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.08				0				0	0					273			
	This study		0.6	250.2	-55.6						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.00000249																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.1				0				0	0					273			
	This study		1.1	246.8	-51.2						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.000001767																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.12				0				0	0					273			
	This study		1.2	253.4	-49						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.000001268																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.14				0				0	0					273			
	This study		1.4	258.2	-45.6						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.0000008374																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.16				0				0	0					273			
	This study		2.6	276.2	-53.7						sv16f2-LP-DIR-AF					San Francisco Volcanics		0.0000007053																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16f	sv16		sv16f2	u						0.18				0				0	0					273			
	This study		0.7	262.5	-66.8						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.0002138																273		1								LT-NO : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0				0				0	0					273			
	This study		0.2	259	-53.8						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.00006422																273		1								LT-AF-Z : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0.01				0				0	0					273			
	This study		0.2	255	-30.4						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.0000217																273		1								LT-AF-Z : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0.02				0				0	0					273			
	This study		0.4	253.2	-19.6						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.0000136																273		1								LT-AF-Z : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0.03				0				0	0					273			
	This study		0.2	251.9	-14.7						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.000009757																273		1								LT-AF-Z : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0.04				0				0	0					273			
	This study		0.4	252.9	-12.2						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.000007662																273		1								LT-AF-Z : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0.05				0				0	0					273			
	This study		0.3	252.2	-11.1						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.000006133																273		1								LT-AF-Z : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0.06				0				0	0					273			
	This study		0.4	252.3	-9.8						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.000005014																273		1								LT-AF-Z : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0.07				0				0	0					273			
	This study		0.4	248.9	-10.5						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.000004155																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0.08				0				0	0					273			
	This study		0.3	249.8	-9.9						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.000003114																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0.1				0				0	0					273			
	This study		0.3	251	-8.4						sv16h1-LP-DIR-AF					San Francisco Volcanics		0.000002229																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv16h	sv16		sv16h1	u						0.12				0				0	0					273			
