tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	er_expedition_name	er_formation_name	er_fossil_name	er_member_name	er_mineral_name	experiment	hyst_charging_mode	hyst_loop	hyst_sweep_rate	instrument_codes	location	magn_mass	magn_moment	magn_r2_det	magn_volume	magn_x_sigma	magn_xyz_sigma	magn_y_sigma	magn_z_sigma	meas_field_ac	meas_field_dc	meas_freq	meas_n_orient	meas_orient_phi	meas_orient_theta	meas_pos_x	meas_pos_y	meas_pos_z	meas_temp	meas_temp_change	measurement	measurement_composite_depth	measurement_core_depth	measurement_demagn_code	measurement_elevation	measurement_height	measurement_loop_n	measurement_magnitude	method_codes	quality	sample	site	software_packages	specimen	standard	susc_chi_mass	susc_chi_qdr_mass	susc_chi_qdr_volume	susc_chi_volume	timestamp	treat_ac_field	treat_ac_field_dc_off	treat_ac_field_dc_on	treat_ac_field_decay_rate	treat_dc_field	treat_dc_field_ac_off	treat_dc_field_ac_on	treat_dc_field_decay_rate	treat_dc_field_phi	treat_dc_field_theta	treat_mw_energy	treat_mw_integral	treat_mw_power	treat_mw_time	treat_temp	treat_temp_dc_off	treat_temp_dc_on	treat_temp_decay_rate
	This study		1.9	353.1	55.1						sv50d3-LP-DIR-AF					San Francisco Volcanics		0.00005729																273		1								LT-AF-Z : LP-DIR-AF	g	sv50d	sv50		sv50d3	u						0.03				0				0	0					273			
	This study		1.4	357.3	51.5						sv50d3-LP-DIR-AF					San Francisco Volcanics		0.00003574																273		1								LT-AF-Z : LP-DIR-AF	g	sv50d	sv50		sv50d3	u						0.04				0				0	0					273			
	This study		1.8	0.4	48.1						sv50d3-LP-DIR-AF					San Francisco Volcanics		0.00002606																273		1								LT-AF-Z : LP-DIR-AF	g	sv50d	sv50		sv50d3	u						0.05				0				0	0					273			
	This study		1.2	4.5	45.9						sv50d3-LP-DIR-AF					San Francisco Volcanics		0.00002051																273		1								LT-AF-Z : LP-DIR-AF	g	sv50d	sv50		sv50d3	u						0.06				0				0	0					273			
	This study		1.3	5.4	44.1						sv50d3-LP-DIR-AF					San Francisco Volcanics		0.00001692																273		1								LT-AF-Z : LP-DIR-AF	g	sv50d	sv50		sv50d3	u						0.07				0				0	0					273			
	This study		1.4	7.2	42.6						sv50d3-LP-DIR-AF					San Francisco Volcanics		0.00001404																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv50d	sv50		sv50d3	u						0.08				0				0	0					273			
	This study		1.5	9.8	40.3						sv50d3-LP-DIR-AF					San Francisco Volcanics		0.00001033																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv50d	sv50		sv50d3	u						0.1				0				0	0					273			
	This study		0.9	324.6	55.8						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.0001723																273		1								LT-NO : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0				0				0	0					273			
	This study		1.4	346.2	52.2						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.00007508																273		1								LT-AF-Z : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.01				0				0	0					273			
	This study		0.8	26.5	13.3						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.00002723																273		1								LT-AF-Z : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.02				0				0	0					273			
	This study		0.7	33.8	0.4						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.00002414																273		1								LT-AF-Z : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.03				0				0	0					273			
	This study		0.7	34.9	-3.1						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.00002192																273		1								LT-AF-Z : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.04				0				0	0					273			
	This study		1	35.7	-4.5						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.00001987																273		1								LT-AF-Z : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.05				0				0	0					273			
	This study		0.9	35.5	-5.3						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.0000178																273		1								LT-AF-Z : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.06				0				0	0					273			
	This study		0.9	36.1	-5.4						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.00001583																273		1								LT-AF-Z : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.07				0				0	0					273			
	This study		1	35.9	-5.5						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.00001345																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.08				0				0	0					273			
	This study		1.1	35.8	-5.6						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.00001053																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.1				0				0	0					273			
	This study		1.1	35.5	-5.1						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.000008103																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.12				0				0	0					273			
	This study		0.8	34.9	-4.1						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.000006113																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.14				0				0	0					273			
	This study		1.1	35.1	-3.5						sv50j1-LP-DIR-AF					San Francisco Volcanics		0.000004782																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv50j	sv50		sv50j1	u						0.16				0				0	0					273			
	This study		0.7	261.3	-26.4						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.00005981																273		1								LT-NO : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0				0				0	0					273			
	This study		0.6	264.3	-21.4						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.00005492																273		1								LT-AF-Z : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.01				0				0	0					273			
	This study		0.7	264.7	-20.7						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.00004028																273		1								LT-AF-Z : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.02				0				0	0					273			
	This study		1	263.9	-20.6						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.00002884																273		1								LT-AF-Z : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.03				0				0	0					273			
	This study		0.8	264.9	-21.2						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.00002166																273		1								LT-AF-Z : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.04				0				0	0					273			
	This study		0.8	265.1	-20.8						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.00001704																273		1								LT-AF-Z : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.05				0				0	0					273			
	This study		0.7	265.4	-21						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.00001383																273		1								LT-AF-Z : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.06				0				0	0					273			
	This study		0.6	265.6	-20.5						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.00001157																273		1								LT-AF-Z : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.07				0				0	0					273			
	This study		0.8	265.5	-20.9						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.000009669																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.08				0				0	0					273			
	This study		1	265.2	-21.1						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.000007549																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.1				0				0	0					273			
	This study		0.8	267.2	-20.6						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.000006118																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.12				0				0	0					273			
	This study		0.9	268.2	-19.6						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.000005172																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.14				0				0	0					273			
	This study		1	269.5	-19.6						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.000004548																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.16				0				0	0					273			
	This study		1.1	269.3	-18.9						sv51a1-LP-DIR-AF					San Francisco Volcanics		0.000004157																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51a	sv51		sv51a1	u						0.18				0				0	0					273			
	This study		0.5	255.9	-70						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.00004293																273		1								LT-NO : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0				0				0	0					273			
	This study		1.2	304.1	-54.1						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.00003843																273		1								LT-AF-Z : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.01				0				0	0					273			
	This study		0.8	308.4	-46.6						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.00002927																273		1								LT-AF-Z : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.02				0				0	0					273			
	This study		1.5	310.3	-44.9						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.00002132																273		1								LT-AF-Z : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.03				0				0	0					273			
	This study		1.1	310.4	-43.9						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.00001534																273		1								LT-AF-Z : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.04				0				0	0					273			
	This study		0.9	310.6	-44.1						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.00001106																273		1								LT-AF-Z : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.05				0				0	0					273			
	This study		1.2	310	-44						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.000008356																273		1								LT-AF-Z : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.06				0				0	0					273			
	This study		1	309.7	-44.7						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.00000638																273		1								LT-AF-Z : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.07				0				0	0					273			
	This study		1	310.3	-45.9						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.000004845																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.08				0				0	0					273			
	This study		1.5	309.8	-46.3						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.000003255																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.1				0				0	0					273			
	This study		1.4	312.7	-46.7						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.000002455																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.12				0				0	0					273			
	This study		1.3	313.4	-46.8						sv51e1-LP-DIR-AF					San Francisco Volcanics		0.000002023																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51e	sv51		sv51e1	u						0.14				0				0	0					273			
	This study		0.9	315.4	12.2						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.0000401																273		1								LT-NO : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0				0				0	0					273			
	This study		1.8	309.7	-10.3						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.00002814																273		1								LT-AF-Z : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0.01				0				0	0					273			
	This study		1.2	309.2	-15.3						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.00002231																273		1								LT-AF-Z : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0.02				0				0	0					273			
	This study		2.1	309.1	-16.4						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.0000177																273		1								LT-AF-Z : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0.03				0				0	0					273			
	This study		1.3	309.2	-16.9						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.00001337																273		1								LT-AF-Z : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0.04				0				0	0					273			
	This study		1.5	309.8	-17.1						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.000009685																273		1								LT-AF-Z : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0.05				0				0	0					273			
	This study		1.3	309.2	-16.6						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.000007062																273		1								LT-AF-Z : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0.06				0				0	0					273			
	This study		1.7	309.3	-16.7						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.000005022																273		1								LT-AF-Z : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0.07				0				0	0					273			
	This study		1.4	308.2	-16						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.000003558																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0.08				0				0	0					273			
	This study		1.8	308.5	-17.2						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.000002227																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0.1				0				0	0					273			
	This study		1.4	306.7	-14.3						sv51j1-LP-DIR-AF					San Francisco Volcanics		0.000001534																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51j	sv51		sv51j1	u						0.12				0				0	0					273			
	This study		0.8	316.2	12						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.00003266																273		1								LT-NO : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0				0				0	0					273			
	This study		0.7	306.9	-11.9						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.00002071																273		1								LT-AF-Z : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.01				0				0	0					273			
	This study		0.8	305.4	-16.2						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.0000167																273		1								LT-AF-Z : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.02				0				0	0					273			
	This study		0.4	305.1	-18						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.00001321																273		1								LT-AF-Z : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.03				0				0	0					273			
	This study		0.5	305.5	-19.2						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.00001016																273		1								LT-AF-Z : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.04				0				0	0					273			
	This study		0.5	304.5	-18.9						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.000007604																273		1								LT-AF-Z : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.05				0				0	0					273			
	This study		1.1	303.9	-18.9						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.000005423																273		1								LT-AF-Z : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.06				0				0	0					273			
	This study		0.9	302.6	-19.5						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.000003885																273		1								LT-AF-Z : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.07				0				0	0					273			
	This study		1	301.7	-19.3						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.000002787																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.08				0				0	0					273			
	This study		1.1	301.8	-19.4						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.000001735																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.1				0				0	0					273			
	This study		2.3	301.7	-20.3						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.00000113																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.12				0				0	0					273			
	This study		1.8	301.6	-27.2						sv51k2-LP-DIR-AF					San Francisco Volcanics		0.0000006592																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv51k	sv51		sv51k2	u						0.14				0				0	0					273			
	This study		0.5	337.7	-59						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.00001364																273		1								LT-NO : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0				0				0	0					273			
	This study		1.4	324.8	-70.2						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.00001536																273		1								LT-AF-Z : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.01				0				0	0					273			
	This study		1.8	319.8	-73.1						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.00001361																273		1								LT-AF-Z : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.02				0				0	0					273			
	This study		1.5	319.4	-73.5						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.00001071																273		1								LT-AF-Z : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.03				0				0	0					273			
	This study		1.5	314.3	-73.8						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.000008359																273		1								LT-AF-Z : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.04				0				0	0					273			
	This study		1.5	313.1	-73.4						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.0000068																273		1								LT-AF-Z : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.05				0				0	0					273			
	This study		1.4	315.2	-73.2						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.000005726																273		1								LT-AF-Z : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.06				0				0	0					273			
	This study		1.5	315.8	-73.8						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.000004955																273		1								LT-AF-Z : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.07				0				0	0					273			
	This study		1.6	315.2	-74.2						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.000004279																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.08				0				0	0					273			
	This study		1.5	312.7	-74.2						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.000003432																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.1				0				0	0					273			
	This study		1.6	311.2	-73.7						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.000002778																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.12				0				0	0					273			
	This study		1.8	311.6	-73.7						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.000002455																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.14				0				0	0					273			
	This study		1.8	310.1	-73.4						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.000002134																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.16				0				0	0					273			
	This study		1.7	311.9	-73.4						sv52a1-LP-DIR-AF					San Francisco Volcanics		0.0000019																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52a	sv52		sv52a1	u						0.18				0				0	0					273			
	This study		1	332.6	-14.6						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.00001205																273		1								LT-NO : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0				0				0	0					273			
	This study		0.9	353.3	-38.4						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.00001278																273		1								LT-AF-Z : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.01				0				0	0					273			
	This study		1	358.4	-42.8						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.00001073																273		1								LT-AF-Z : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.02				0				0	0					273			
	This study		1	358.8	-44						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000008163																273		1								LT-AF-Z : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.03				0				0	0					273			
	This study		1.2	359.8	-44.6						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000006287																273		1								LT-AF-Z : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.04				0				0	0					273			
	This study		1.1	0.7	-45.2						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000004962																273		1								LT-AF-Z : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.05				0				0	0					273			
	This study		1.1	0.3	-44.8						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000003999																273		1								LT-AF-Z : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.06				0				0	0					273			
	This study		1.3	1	-45.2						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000003372																273		1								LT-AF-Z : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.07				0				0	0					273			
	This study		1.2	1	-45.1						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000002817																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.08				0				0	0					273			
	This study		1.3	0.2	-46.3						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000002193																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.1				0				0	0					273			
	This study		1.3	0	-46.4						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000001824																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.12				0				0	0					273			
	This study		1.5	0.8	-46						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000001593																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.14				0				0	0					273			
	This study		1.6	359.7	-46.7						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000001436																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.16				0				0	0					273			
	This study		1.6	359.8	-45.6						sv52c1-LP-DIR-AF					San Francisco Volcanics		0.000001313																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52c	sv52		sv52c1	u						0.18				0				0	0					273			
	This study		1.3	265.8	5.7						sv52g1-LP-DIR-AF					San Francisco Volcanics		0.00002324																273		1								LT-NO : LP-DIR-AF	g	sv52g	sv52		sv52g1	u						0				0				0	0					273			
	This study		0.9	300.9	-29.4						sv52g1-LP-DIR-AF					San Francisco Volcanics		0.000005039																273		1								LT-AF-Z : LP-DIR-AF	g	sv52g	sv52		sv52g1	u						0.01				0				0	0					273			
	This study		1.2	333.9	-41.8						sv52g1-LP-DIR-AF					San Francisco Volcanics		0.00000253																273		1								LT-AF-Z : LP-DIR-AF	g	sv52g	sv52		sv52g1	u						0.02				0				0	0					273			
	This study		1.6	346.1	-43.7						sv52g1-LP-DIR-AF					San Francisco Volcanics		0.000001628																273		1								LT-AF-Z : LP-DIR-AF	g	sv52g	sv52		sv52g1	u						0.03				0				0	0					273			
	This study		2.1	356.2	-42.1						sv52g1-LP-DIR-AF					San Francisco Volcanics		0.000001097																273		1								LT-AF-Z : LP-DIR-AF	g	sv52g	sv52		sv52g1	u						0.04				0				0	0					273			
	This study		2.7	355.6	-44.4						sv52g1-LP-DIR-AF					San Francisco Volcanics		0.0000008341																273		1								LT-AF-Z : LP-DIR-AF	g	sv52g	sv52		sv52g1	u						0.05				0				0	0					273			
	This study		3.4	351.6	-39.9						sv52g1-LP-DIR-AF					San Francisco Volcanics		0.0000006227																273		1								LT-AF-Z : LP-DIR-AF	g	sv52g	sv52		sv52g1	u						0.06				0				0	0					273			
	This study		3.9	355.4	-39.4						sv52g1-LP-DIR-AF					San Francisco Volcanics		0.0000005232																273		1								LT-AF-Z : LP-DIR-AF	g	sv52g	sv52		sv52g1	u						0.07				0				0	0					273			
	This study		5.4	359.6	-38.9						sv52g1-LP-DIR-AF					San Francisco Volcanics		0.0000004099																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52g	sv52		sv52g1	u						0.08				0				0	0					273			
	This study		7.3	355.7	-39.2						sv52g1-LP-DIR-AF					San Francisco Volcanics		0.0000002912																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52g	sv52		sv52g1	u						0.1				0				0	0					273			
	This study		1	338.9	6.3						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00009407																273		1								LT-NO : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0				0				0	0					273			
	This study		1.7	346.5	-24.9						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.0001017																273		1								LT-AF-Z : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.01				0				0	0					273			
	This study		1.5	358.2	-51.6						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.0001293																273		1								LT-AF-Z : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.02				0				0	0					273			
	This study		1.9	1.3	-53.2						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.0001002																273		1								LT-AF-Z : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.03				0				0	0					273			
	This study		1.7	3.6	-54						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00007188																273		1								LT-AF-Z : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.04				0				0	0					273			
	This study		1.6	4.1	-54.7						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00005438																273		1								LT-AF-Z : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.05				0				0	0					273			
	This study		1.4	5.3	-54.7						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00004345																273		1								LT-AF-Z : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.06				0				0	0					273			
	This study		1.4	5.5	-55.2						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00003578																273		1								LT-AF-Z : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.07				0				0	0					273			
	This study		1.6	5.9	-54.6						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00002976																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.08				0				0	0					273			
	This study		1.6	6.5	-53.9						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00002232																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.1				0				0	0					273			
	This study		1.9	6.7	-52.7						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00001775																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.12				0				0	0					273			
	This study		1.6	6.2	-52.4						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00001462																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.14				0				0	0					273			
	This study		1.7	9	-51.4						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00001228																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.16				0				0	0					273			
	This study		1.3	7.9	-49.9						sv52j1-LP-DIR-AF					San Francisco Volcanics		0.00001017																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv52j	sv52		sv52j1	u						0.18				0				0	0					273			
	This study		1	255.8	40.4						sv53b1-LP-DIR-AF					San Francisco Volcanics		0.0002681																273		1								LT-NO : DE-VM : LP-DIR-AF	g	sv53b	sv53		sv53b1	u						0				0				0	0					273			
	This study		2	257.5	57.5						sv53b1-LP-DIR-AF					San Francisco Volcanics		0.001061																273		1								LT-AF-Z : LP-DIR-AF	g	sv53b	sv53		sv53b1	u						0.01				0				0	0					273			
	This study		2	260.7	62.4						sv53b1-LP-DIR-AF					San Francisco Volcanics		0.0005562																273		1								LT-AF-Z : LP-DIR-AF	g	sv53b	sv53		sv53b1	u						0.02				0				0	0					273			
	This study		1	259.6	62.8						sv53b1-LP-DIR-AF					San Francisco Volcanics		0.0002264																273		1								LT-AF-Z : LP-DIR-AF	g	sv53b	sv53		sv53b1	u						0.03				0				0	0					273			
	This study		1.9	263.6	64.4						sv53b1-LP-DIR-AF					San Francisco Volcanics		0.0001243																273		1								LT-AF-Z : DE-VM : LP-DIR-AF	g	sv53b	sv53		sv53b1	u						0.04				0				0	0					273			
