tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	er_specimen_names	magic_method_codes	sample_azimuth	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_volume
This study	XXX	UTESTA		XXX-UTESTA-001H_3A-95	XXX-UTESTA-001H_3A-95	XXX-UTESTA-001H_3A-95	FS-C-DRILL-IODP:SO-V	0	3.915	3.95		0	
This study	XXX	UTESTA		XXX-UTESTA-001H_3A-100	XXX-UTESTA-001H_3A-100	XXX-UTESTA-001H_3A-100	FS-C-DRILL-IODP:SO-V	0	3.965	4		0	
This study	XXX	UTESTA		XXX-UTESTA-001H_3A-105	XXX-UTESTA-001H_3A-105	XXX-UTESTA-001H_3A-105	FS-C-DRILL-IODP:SO-V	0	4.014	4.05		0	
This study	XXX	UTESTA		XXX-UTESTA-001H_3A-110	XXX-UTESTA-001H_3A-110	XXX-UTESTA-001H_3A-110	FS-C-DRILL-IODP:SO-V	0	4.064	4.1		0	
This study	XXX	UTESTA		XXX-UTESTA-001H_3A-115	XXX-UTESTA-001H_3A-115	XXX-UTESTA-001H_3A-115	FS-C-DRILL-IODP:SO-V	0	4.114	4.15		0	
This study	XXX	UTESTA		XXX-UTESTA-001H_3A-120	XXX-UTESTA-001H_3A-120	XXX-UTESTA-001H_3A-120	FS-C-DRILL-IODP:SO-V	0	4.163	4.2		0	
This study	XXX	UTESTA		XXX-UTESTA-001H_3A-125	XXX-UTESTA-001H_3A-125	XXX-UTESTA-001H_3A-125	FS-C-DRILL-IODP:SO-V	0	4.213	4.25		0	
This study	XXX	UTESTA		XXX-UTESTA-001H_3A-130	XXX-UTESTA-001H_3A-130	XXX-UTESTA-001H_3A-130	FS-C-DRILL-IODP:SO-V	0	4.262	4.3		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-0	XXX-UTESTA-002H_1A-0	XXX-UTESTA-002H_1A-0	FS-C-DRILL-IODP:SO-V	0	4.5	4.5		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-5	XXX-UTESTA-002H_1A-5	XXX-UTESTA-002H_1A-5	FS-C-DRILL-IODP:SO-V	0	4.55	4.55		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-10	XXX-UTESTA-002H_1A-10	XXX-UTESTA-002H_1A-10	FS-C-DRILL-IODP:SO-V	0	4.6	4.6		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-15	XXX-UTESTA-002H_1A-15	XXX-UTESTA-002H_1A-15	FS-C-DRILL-IODP:SO-V	0	4.65	4.65		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-20	XXX-UTESTA-002H_1A-20	XXX-UTESTA-002H_1A-20	FS-C-DRILL-IODP:SO-V	0	4.7	4.7		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-25	XXX-UTESTA-002H_1A-25	XXX-UTESTA-002H_1A-25	FS-C-DRILL-IODP:SO-V	0	4.75	4.75		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-30	XXX-UTESTA-002H_1A-30	XXX-UTESTA-002H_1A-30	FS-C-DRILL-IODP:SO-V	0	4.8	4.8		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-35	XXX-UTESTA-002H_1A-35	XXX-UTESTA-002H_1A-35	FS-C-DRILL-IODP:SO-V	0	4.85	4.85		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-40	XXX-UTESTA-002H_1A-40	XXX-UTESTA-002H_1A-40	FS-C-DRILL-IODP:SO-V	0	4.9	4.9		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-45	XXX-UTESTA-002H_1A-45	XXX-UTESTA-002H_1A-45	FS-C-DRILL-IODP:SO-V	0	4.95	4.95		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-50	XXX-UTESTA-002H_1A-50	XXX-UTESTA-002H_1A-50	FS-C-DRILL-IODP:SO-V	0	5	5		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-55	XXX-UTESTA-002H_1A-55	XXX-UTESTA-002H_1A-55	FS-C-DRILL-IODP:SO-V	0	5.05	5.05		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-60	XXX-UTESTA-002H_1A-60	XXX-UTESTA-002H_1A-60	FS-C-DRILL-IODP:SO-V	0	5.1	5.1		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-65	XXX-UTESTA-002H_1A-65	XXX-UTESTA-002H_1A-65	FS-C-DRILL-IODP:SO-V	0	5.15	5.15		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-70	XXX-UTESTA-002H_1A-70	XXX-UTESTA-002H_1A-70	FS-C-DRILL-IODP:SO-V	0	5.2	5.2		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-75	XXX-UTESTA-002H_1A-75	XXX-UTESTA-002H_1A-75	FS-C-DRILL-IODP:SO-V	0	5.25	5.25		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-80	XXX-UTESTA-002H_1A-80	XXX-UTESTA-002H_1A-80	FS-C-DRILL-IODP:SO-V	0	5.3	5.3		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-85	XXX-UTESTA-002H_1A-85	XXX-UTESTA-002H_1A-85	FS-C-DRILL-IODP:SO-V	0	5.35	5.35		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-90	XXX-UTESTA-002H_1A-90	XXX-UTESTA-002H_1A-90	FS-C-DRILL-IODP:SO-V	0	5.4	5.4		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-95	XXX-UTESTA-002H_1A-95	XXX-UTESTA-002H_1A-95	FS-C-DRILL-IODP:SO-V	0	5.45	5.45		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-100	XXX-UTESTA-002H_1A-100	XXX-UTESTA-002H_1A-100	FS-C-DRILL-IODP:SO-V	0	5.5	5.5		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-105	XXX-UTESTA-002H_1A-105	XXX-UTESTA-002H_1A-105	FS-C-DRILL-IODP:SO-V	0	5.55	5.55		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-110	XXX-UTESTA-002H_1A-110	XXX-UTESTA-002H_1A-110	FS-C-DRILL-IODP:SO-V	0	5.6	5.6		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-115	XXX-UTESTA-002H_1A-115	XXX-UTESTA-002H_1A-115	FS-C-DRILL-IODP:SO-V	0	5.65	5.65		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-120	XXX-UTESTA-002H_1A-120	XXX-UTESTA-002H_1A-120	FS-C-DRILL-IODP:SO-V	0	5.7	5.7		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-125	XXX-UTESTA-002H_1A-125	XXX-UTESTA-002H_1A-125	FS-C-DRILL-IODP:SO-V	0	5.75	5.75		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-130	XXX-UTESTA-002H_1A-130	XXX-UTESTA-002H_1A-130	FS-C-DRILL-IODP:SO-V	0	5.8	5.8		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-135	XXX-UTESTA-002H_1A-135	XXX-UTESTA-002H_1A-135	FS-C-DRILL-IODP:SO-V	0	5.85	5.85		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-140	XXX-UTESTA-002H_1A-140	XXX-UTESTA-002H_1A-140	FS-C-DRILL-IODP:SO-V	0	5.9	5.9		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-145	XXX-UTESTA-002H_1A-145	XXX-UTESTA-002H_1A-145	FS-C-DRILL-IODP:SO-V	0	5.95	5.95		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_1A-150	XXX-UTESTA-002H_1A-150	XXX-UTESTA-002H_1A-150	FS-C-DRILL-IODP:SO-V	0	6	6		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-0	XXX-UTESTA-002H_2A-0	XXX-UTESTA-002H_2A-0	FS-C-DRILL-IODP:SO-V	0	6	6		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-5	XXX-UTESTA-002H_2A-5	XXX-UTESTA-002H_2A-5	FS-C-DRILL-IODP:SO-V	0	6.05	6.05		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-10	XXX-UTESTA-002H_2A-10	XXX-UTESTA-002H_2A-10	FS-C-DRILL-IODP:SO-V	0	6.1	6.1		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-15	XXX-UTESTA-002H_2A-15	XXX-UTESTA-002H_2A-15	FS-C-DRILL-IODP:SO-V	0	6.15	6.15		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-20	XXX-UTESTA-002H_2A-20	XXX-UTESTA-002H_2A-20	FS-C-DRILL-IODP:SO-V	0	6.2	6.2		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-25	XXX-UTESTA-002H_2A-25	XXX-UTESTA-002H_2A-25	FS-C-DRILL-IODP:SO-V	0	6.25	6.25		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-30	XXX-UTESTA-002H_2A-30	XXX-UTESTA-002H_2A-30	FS-C-DRILL-IODP:SO-V	0	6.3	6.3		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-35	XXX-UTESTA-002H_2A-35	XXX-UTESTA-002H_2A-35	FS-C-DRILL-IODP:SO-V	0	6.35	6.35		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-40	XXX-UTESTA-002H_2A-40	XXX-UTESTA-002H_2A-40	FS-C-DRILL-IODP:SO-V	0	6.4	6.4		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-45	XXX-UTESTA-002H_2A-45	XXX-UTESTA-002H_2A-45	FS-C-DRILL-IODP:SO-V	0	6.45	6.45		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-50	XXX-UTESTA-002H_2A-50	XXX-UTESTA-002H_2A-50	FS-C-DRILL-IODP:SO-V	0	6.5	6.5		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-55	XXX-UTESTA-002H_2A-55	XXX-UTESTA-002H_2A-55	FS-C-DRILL-IODP:SO-V	0	6.55	6.55		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-60	XXX-UTESTA-002H_2A-60	XXX-UTESTA-002H_2A-60	FS-C-DRILL-IODP:SO-V	0	6.6	6.6		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-65	XXX-UTESTA-002H_2A-65	XXX-UTESTA-002H_2A-65	FS-C-DRILL-IODP:SO-V	0	6.65	6.65		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-70	XXX-UTESTA-002H_2A-70	XXX-UTESTA-002H_2A-70	FS-C-DRILL-IODP:SO-V	0	6.7	6.7		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-75	XXX-UTESTA-002H_2A-75	XXX-UTESTA-002H_2A-75	FS-C-DRILL-IODP:SO-V	0	6.75	6.75		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-80	XXX-UTESTA-002H_2A-80	XXX-UTESTA-002H_2A-80	FS-C-DRILL-IODP:SO-V	0	6.8	6.8		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-85	XXX-UTESTA-002H_2A-85	XXX-UTESTA-002H_2A-85	FS-C-DRILL-IODP:SO-V	0	6.85	6.85		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-90	XXX-UTESTA-002H_2A-90	XXX-UTESTA-002H_2A-90	FS-C-DRILL-IODP:SO-V	0	6.9	6.9		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-95	XXX-UTESTA-002H_2A-95	XXX-UTESTA-002H_2A-95	FS-C-DRILL-IODP:SO-V	0	6.95	6.95		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-100	XXX-UTESTA-002H_2A-100	XXX-UTESTA-002H_2A-100	FS-C-DRILL-IODP:SO-V	0	7	7		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-105	XXX-UTESTA-002H_2A-105	XXX-UTESTA-002H_2A-105	FS-C-DRILL-IODP:SO-V	0	7.05	7.05		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-110	XXX-UTESTA-002H_2A-110	XXX-UTESTA-002H_2A-110	FS-C-DRILL-IODP:SO-V	0	7.1	7.1		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-115	XXX-UTESTA-002H_2A-115	XXX-UTESTA-002H_2A-115	FS-C-DRILL-IODP:SO-V	0	7.15	7.15		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-120	XXX-UTESTA-002H_2A-120	XXX-UTESTA-002H_2A-120	FS-C-DRILL-IODP:SO-V	0	7.2	7.2		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-125	XXX-UTESTA-002H_2A-125	XXX-UTESTA-002H_2A-125	FS-C-DRILL-IODP:SO-V	0	7.25	7.25		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-130	XXX-UTESTA-002H_2A-130	XXX-UTESTA-002H_2A-130	FS-C-DRILL-IODP:SO-V	0	7.3	7.3		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-135	XXX-UTESTA-002H_2A-135	XXX-UTESTA-002H_2A-135	FS-C-DRILL-IODP:SO-V	0	7.35	7.35		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-140	XXX-UTESTA-002H_2A-140	XXX-UTESTA-002H_2A-140	FS-C-DRILL-IODP:SO-V	0	7.4	7.4		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-145	XXX-UTESTA-002H_2A-145	XXX-UTESTA-002H_2A-145	FS-C-DRILL-IODP:SO-V	0	7.45	7.45		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_2A-150	XXX-UTESTA-002H_2A-150	XXX-UTESTA-002H_2A-150	FS-C-DRILL-IODP:SO-V	0	7.5	7.5		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-0	XXX-UTESTA-002H_3A-0	XXX-UTESTA-002H_3A-0	FS-C-DRILL-IODP:SO-V	0	7.5	7.5		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-5	XXX-UTESTA-002H_3A-5	XXX-UTESTA-002H_3A-5	FS-C-DRILL-IODP:SO-V	0	7.55	7.55		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-10	XXX-UTESTA-002H_3A-10	XXX-UTESTA-002H_3A-10	FS-C-DRILL-IODP:SO-V	0	7.6	7.6		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-15	XXX-UTESTA-002H_3A-15	XXX-UTESTA-002H_3A-15	FS-C-DRILL-IODP:SO-V	0	7.65	7.65		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-20	XXX-UTESTA-002H_3A-20	XXX-UTESTA-002H_3A-20	FS-C-DRILL-IODP:SO-V	0	7.7	7.7		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-25	XXX-UTESTA-002H_3A-25	XXX-UTESTA-002H_3A-25	FS-C-DRILL-IODP:SO-V	0	7.75	7.75		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-30	XXX-UTESTA-002H_3A-30	XXX-UTESTA-002H_3A-30	FS-C-DRILL-IODP:SO-V	0	7.8	7.8		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-35	XXX-UTESTA-002H_3A-35	XXX-UTESTA-002H_3A-35	FS-C-DRILL-IODP:SO-V	0	7.85	7.85		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-40	XXX-UTESTA-002H_3A-40	XXX-UTESTA-002H_3A-40	FS-C-DRILL-IODP:SO-V	0	7.9	7.9		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-45	XXX-UTESTA-002H_3A-45	XXX-UTESTA-002H_3A-45	FS-C-DRILL-IODP:SO-V	0	7.95	7.95		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-50	XXX-UTESTA-002H_3A-50	XXX-UTESTA-002H_3A-50	FS-C-DRILL-IODP:SO-V	0	8	8		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-55	XXX-UTESTA-002H_3A-55	XXX-UTESTA-002H_3A-55	FS-C-DRILL-IODP:SO-V	0	8.05	8.05		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-60	XXX-UTESTA-002H_3A-60	XXX-UTESTA-002H_3A-60	FS-C-DRILL-IODP:SO-V	0	8.1	8.1		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-65	XXX-UTESTA-002H_3A-65	XXX-UTESTA-002H_3A-65	FS-C-DRILL-IODP:SO-V	0	8.15	8.15		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-70	XXX-UTESTA-002H_3A-70	XXX-UTESTA-002H_3A-70	FS-C-DRILL-IODP:SO-V	0	8.2	8.2		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-75	XXX-UTESTA-002H_3A-75	XXX-UTESTA-002H_3A-75	FS-C-DRILL-IODP:SO-V	0	8.25	8.25		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-80	XXX-UTESTA-002H_3A-80	XXX-UTESTA-002H_3A-80	FS-C-DRILL-IODP:SO-V	0	8.3	8.3		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-85	XXX-UTESTA-002H_3A-85	XXX-UTESTA-002H_3A-85	FS-C-DRILL-IODP:SO-V	0	8.35	8.35		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-90	XXX-UTESTA-002H_3A-90	XXX-UTESTA-002H_3A-90	FS-C-DRILL-IODP:SO-V	0	8.4	8.4		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-95	XXX-UTESTA-002H_3A-95	XXX-UTESTA-002H_3A-95	FS-C-DRILL-IODP:SO-V	0	8.45	8.45		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-100	XXX-UTESTA-002H_3A-100	XXX-UTESTA-002H_3A-100	FS-C-DRILL-IODP:SO-V	0	8.5	8.5		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-105	XXX-UTESTA-002H_3A-105	XXX-UTESTA-002H_3A-105	FS-C-DRILL-IODP:SO-V	0	8.55	8.55		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-110	XXX-UTESTA-002H_3A-110	XXX-UTESTA-002H_3A-110	FS-C-DRILL-IODP:SO-V	0	8.6	8.6		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-115	XXX-UTESTA-002H_3A-115	XXX-UTESTA-002H_3A-115	FS-C-DRILL-IODP:SO-V	0	8.65	8.65		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-120	XXX-UTESTA-002H_3A-120	XXX-UTESTA-002H_3A-120	FS-C-DRILL-IODP:SO-V	0	8.7	8.7		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-125	XXX-UTESTA-002H_3A-125	XXX-UTESTA-002H_3A-125	FS-C-DRILL-IODP:SO-V	0	8.75	8.75		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-130	XXX-UTESTA-002H_3A-130	XXX-UTESTA-002H_3A-130	FS-C-DRILL-IODP:SO-V	0	8.8	8.8		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-135	XXX-UTESTA-002H_3A-135	XXX-UTESTA-002H_3A-135	FS-C-DRILL-IODP:SO-V	0	8.85	8.85		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-140	XXX-UTESTA-002H_3A-140	XXX-UTESTA-002H_3A-140	FS-C-DRILL-IODP:SO-V	0	8.9	8.9		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-145	XXX-UTESTA-002H_3A-145	XXX-UTESTA-002H_3A-145	FS-C-DRILL-IODP:SO-V	0	8.95	8.95		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_3A-150	XXX-UTESTA-002H_3A-150	XXX-UTESTA-002H_3A-150	FS-C-DRILL-IODP:SO-V	0	9	9		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-0	XXX-UTESTA-002H_4A-0	XXX-UTESTA-002H_4A-0	FS-C-DRILL-IODP:SO-V	0	9	9		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-5	XXX-UTESTA-002H_4A-5	XXX-UTESTA-002H_4A-5	FS-C-DRILL-IODP:SO-V	0	9.05	9.05		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-10	XXX-UTESTA-002H_4A-10	XXX-UTESTA-002H_4A-10	FS-C-DRILL-IODP:SO-V	0	9.1	9.1		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-15	XXX-UTESTA-002H_4A-15	XXX-UTESTA-002H_4A-15	FS-C-DRILL-IODP:SO-V	0	9.15	9.15		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-20	XXX-UTESTA-002H_4A-20	XXX-UTESTA-002H_4A-20	FS-C-DRILL-IODP:SO-V	0	9.2	9.2		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-25	XXX-UTESTA-002H_4A-25	XXX-UTESTA-002H_4A-25	FS-C-DRILL-IODP:SO-V	0	9.25	9.25		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-30	XXX-UTESTA-002H_4A-30	XXX-UTESTA-002H_4A-30	FS-C-DRILL-IODP:SO-V	0	9.3	9.3		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-35	XXX-UTESTA-002H_4A-35	XXX-UTESTA-002H_4A-35	FS-C-DRILL-IODP:SO-V	0	9.35	9.35		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-40	XXX-UTESTA-002H_4A-40	XXX-UTESTA-002H_4A-40	FS-C-DRILL-IODP:SO-V	0	9.4	9.4		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-45	XXX-UTESTA-002H_4A-45	XXX-UTESTA-002H_4A-45	FS-C-DRILL-IODP:SO-V	0	9.45	9.45		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-50	XXX-UTESTA-002H_4A-50	XXX-UTESTA-002H_4A-50	FS-C-DRILL-IODP:SO-V	0	9.5	9.5		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-55	XXX-UTESTA-002H_4A-55	XXX-UTESTA-002H_4A-55	FS-C-DRILL-IODP:SO-V	0	9.55	9.55		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-60	XXX-UTESTA-002H_4A-60	XXX-UTESTA-002H_4A-60	FS-C-DRILL-IODP:SO-V	0	9.6	9.6		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-65	XXX-UTESTA-002H_4A-65	XXX-UTESTA-002H_4A-65	FS-C-DRILL-IODP:SO-V	0	9.65	9.65		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-70	XXX-UTESTA-002H_4A-70	XXX-UTESTA-002H_4A-70	FS-C-DRILL-IODP:SO-V	0	9.7	9.7		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-75	XXX-UTESTA-002H_4A-75	XXX-UTESTA-002H_4A-75	FS-C-DRILL-IODP:SO-V	0	9.75	9.75		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-80	XXX-UTESTA-002H_4A-80	XXX-UTESTA-002H_4A-80	FS-C-DRILL-IODP:SO-V	0	9.8	9.8		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-85	XXX-UTESTA-002H_4A-85	XXX-UTESTA-002H_4A-85	FS-C-DRILL-IODP:SO-V	0	9.85	9.85		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-90	XXX-UTESTA-002H_4A-90	XXX-UTESTA-002H_4A-90	FS-C-DRILL-IODP:SO-V	0	9.9	9.9		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-95	XXX-UTESTA-002H_4A-95	XXX-UTESTA-002H_4A-95	FS-C-DRILL-IODP:SO-V	0	9.95	9.95		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-100	XXX-UTESTA-002H_4A-100	XXX-UTESTA-002H_4A-100	FS-C-DRILL-IODP:SO-V	0	10	10		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-105	XXX-UTESTA-002H_4A-105	XXX-UTESTA-002H_4A-105	FS-C-DRILL-IODP:SO-V	0	10.05	10.05		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-110	XXX-UTESTA-002H_4A-110	XXX-UTESTA-002H_4A-110	FS-C-DRILL-IODP:SO-V	0	10.1	10.1		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-115	XXX-UTESTA-002H_4A-115	XXX-UTESTA-002H_4A-115	FS-C-DRILL-IODP:SO-V	0	10.15	10.15		0	
This study	XXX	UTESTA		XXX-UTESTA-002H_4A-120	XXX-UTESTA-002H_4A-120	XXX-UTESTA-002H_4A-120	FS-C-DRILL-IODP:SO-V	0	10.2	10.2		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-0	XXX-UTESTA-003H_1A-0	XXX-UTESTA-003H_1A-0	FS-C-DRILL-IODP:SO-V	0	14	14		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-5	XXX-UTESTA-003H_1A-5	XXX-UTESTA-003H_1A-5	FS-C-DRILL-IODP:SO-V	0	14.05	14.05		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-10	XXX-UTESTA-003H_1A-10	XXX-UTESTA-003H_1A-10	FS-C-DRILL-IODP:SO-V	0	14.1	14.1		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-15	XXX-UTESTA-003H_1A-15	XXX-UTESTA-003H_1A-15	FS-C-DRILL-IODP:SO-V	0	14.15	14.15		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-20	XXX-UTESTA-003H_1A-20	XXX-UTESTA-003H_1A-20	FS-C-DRILL-IODP:SO-V	0	14.2	14.2		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-25	XXX-UTESTA-003H_1A-25	XXX-UTESTA-003H_1A-25	FS-C-DRILL-IODP:SO-V	0	14.25	14.25		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-30	XXX-UTESTA-003H_1A-30	XXX-UTESTA-003H_1A-30	FS-C-DRILL-IODP:SO-V	0	14.3	14.3		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-35	XXX-UTESTA-003H_1A-35	XXX-UTESTA-003H_1A-35	FS-C-DRILL-IODP:SO-V	0	14.35	14.35		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-40	XXX-UTESTA-003H_1A-40	XXX-UTESTA-003H_1A-40	FS-C-DRILL-IODP:SO-V	0	14.4	14.4		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-45	XXX-UTESTA-003H_1A-45	XXX-UTESTA-003H_1A-45	FS-C-DRILL-IODP:SO-V	0	14.45	14.45		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-50	XXX-UTESTA-003H_1A-50	XXX-UTESTA-003H_1A-50	FS-C-DRILL-IODP:SO-V	0	14.5	14.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-55	XXX-UTESTA-003H_1A-55	XXX-UTESTA-003H_1A-55	FS-C-DRILL-IODP:SO-V	0	14.55	14.55		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-60	XXX-UTESTA-003H_1A-60	XXX-UTESTA-003H_1A-60	FS-C-DRILL-IODP:SO-V	0	14.6	14.6		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-65	XXX-UTESTA-003H_1A-65	XXX-UTESTA-003H_1A-65	FS-C-DRILL-IODP:SO-V	0	14.65	14.65		0	
