tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	er_specimen_names	magic_method_codes	sample_azimuth	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_volume
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-70	XXX-UTESTA-003H_1A-70	XXX-UTESTA-003H_1A-70	FS-C-DRILL-IODP:SO-V	0	14.7	14.7		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-75	XXX-UTESTA-003H_1A-75	XXX-UTESTA-003H_1A-75	FS-C-DRILL-IODP:SO-V	0	14.75	14.75		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-80	XXX-UTESTA-003H_1A-80	XXX-UTESTA-003H_1A-80	FS-C-DRILL-IODP:SO-V	0	14.8	14.8		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-85	XXX-UTESTA-003H_1A-85	XXX-UTESTA-003H_1A-85	FS-C-DRILL-IODP:SO-V	0	14.85	14.85		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-90	XXX-UTESTA-003H_1A-90	XXX-UTESTA-003H_1A-90	FS-C-DRILL-IODP:SO-V	0	14.9	14.9		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-95	XXX-UTESTA-003H_1A-95	XXX-UTESTA-003H_1A-95	FS-C-DRILL-IODP:SO-V	0	14.95	14.95		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-100	XXX-UTESTA-003H_1A-100	XXX-UTESTA-003H_1A-100	FS-C-DRILL-IODP:SO-V	0	15	15		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-105	XXX-UTESTA-003H_1A-105	XXX-UTESTA-003H_1A-105	FS-C-DRILL-IODP:SO-V	0	15.05	15.05		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-110	XXX-UTESTA-003H_1A-110	XXX-UTESTA-003H_1A-110	FS-C-DRILL-IODP:SO-V	0	15.1	15.1		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-115	XXX-UTESTA-003H_1A-115	XXX-UTESTA-003H_1A-115	FS-C-DRILL-IODP:SO-V	0	15.15	15.15		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-120	XXX-UTESTA-003H_1A-120	XXX-UTESTA-003H_1A-120	FS-C-DRILL-IODP:SO-V	0	15.2	15.2		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-125	XXX-UTESTA-003H_1A-125	XXX-UTESTA-003H_1A-125	FS-C-DRILL-IODP:SO-V	0	15.25	15.25		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-130	XXX-UTESTA-003H_1A-130	XXX-UTESTA-003H_1A-130	FS-C-DRILL-IODP:SO-V	0	15.3	15.3		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-135	XXX-UTESTA-003H_1A-135	XXX-UTESTA-003H_1A-135	FS-C-DRILL-IODP:SO-V	0	15.35	15.35		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-140	XXX-UTESTA-003H_1A-140	XXX-UTESTA-003H_1A-140	FS-C-DRILL-IODP:SO-V	0	15.4	15.4		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-145	XXX-UTESTA-003H_1A-145	XXX-UTESTA-003H_1A-145	FS-C-DRILL-IODP:SO-V	0	15.45	15.45		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_1A-150	XXX-UTESTA-003H_1A-150	XXX-UTESTA-003H_1A-150	FS-C-DRILL-IODP:SO-V	0	15.5	15.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-0	XXX-UTESTA-003H_2A-0	XXX-UTESTA-003H_2A-0	FS-C-DRILL-IODP:SO-V	0	15.5	15.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-5	XXX-UTESTA-003H_2A-5	XXX-UTESTA-003H_2A-5	FS-C-DRILL-IODP:SO-V	0	15.55	15.55		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-10	XXX-UTESTA-003H_2A-10	XXX-UTESTA-003H_2A-10	FS-C-DRILL-IODP:SO-V	0	15.6	15.6		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-15	XXX-UTESTA-003H_2A-15	XXX-UTESTA-003H_2A-15	FS-C-DRILL-IODP:SO-V	0	15.65	15.65		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-20	XXX-UTESTA-003H_2A-20	XXX-UTESTA-003H_2A-20	FS-C-DRILL-IODP:SO-V	0	15.7	15.7		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-25	XXX-UTESTA-003H_2A-25	XXX-UTESTA-003H_2A-25	FS-C-DRILL-IODP:SO-V	0	15.75	15.75		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-30	XXX-UTESTA-003H_2A-30	XXX-UTESTA-003H_2A-30	FS-C-DRILL-IODP:SO-V	0	15.8	15.8		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-35	XXX-UTESTA-003H_2A-35	XXX-UTESTA-003H_2A-35	FS-C-DRILL-IODP:SO-V	0	15.85	15.85		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-40	XXX-UTESTA-003H_2A-40	XXX-UTESTA-003H_2A-40	FS-C-DRILL-IODP:SO-V	0	15.9	15.9		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-45	XXX-UTESTA-003H_2A-45	XXX-UTESTA-003H_2A-45	FS-C-DRILL-IODP:SO-V	0	15.95	15.95		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-50	XXX-UTESTA-003H_2A-50	XXX-UTESTA-003H_2A-50	FS-C-DRILL-IODP:SO-V	0	16	16		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-55	XXX-UTESTA-003H_2A-55	XXX-UTESTA-003H_2A-55	FS-C-DRILL-IODP:SO-V	0	16.05	16.05		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-60	XXX-UTESTA-003H_2A-60	XXX-UTESTA-003H_2A-60	FS-C-DRILL-IODP:SO-V	0	16.1	16.1		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-65	XXX-UTESTA-003H_2A-65	XXX-UTESTA-003H_2A-65	FS-C-DRILL-IODP:SO-V	0	16.15	16.15		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-70	XXX-UTESTA-003H_2A-70	XXX-UTESTA-003H_2A-70	FS-C-DRILL-IODP:SO-V	0	16.2	16.2		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-75	XXX-UTESTA-003H_2A-75	XXX-UTESTA-003H_2A-75	FS-C-DRILL-IODP:SO-V	0	16.25	16.25		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-80	XXX-UTESTA-003H_2A-80	XXX-UTESTA-003H_2A-80	FS-C-DRILL-IODP:SO-V	0	16.3	16.3		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-85	XXX-UTESTA-003H_2A-85	XXX-UTESTA-003H_2A-85	FS-C-DRILL-IODP:SO-V	0	16.35	16.35		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-90	XXX-UTESTA-003H_2A-90	XXX-UTESTA-003H_2A-90	FS-C-DRILL-IODP:SO-V	0	16.4	16.4		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-95	XXX-UTESTA-003H_2A-95	XXX-UTESTA-003H_2A-95	FS-C-DRILL-IODP:SO-V	0	16.45	16.45		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-100	XXX-UTESTA-003H_2A-100	XXX-UTESTA-003H_2A-100	FS-C-DRILL-IODP:SO-V	0	16.5	16.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-105	XXX-UTESTA-003H_2A-105	XXX-UTESTA-003H_2A-105	FS-C-DRILL-IODP:SO-V	0	16.55	16.55		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-110	XXX-UTESTA-003H_2A-110	XXX-UTESTA-003H_2A-110	FS-C-DRILL-IODP:SO-V	0	16.6	16.6		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-115	XXX-UTESTA-003H_2A-115	XXX-UTESTA-003H_2A-115	FS-C-DRILL-IODP:SO-V	0	16.65	16.65		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-120	XXX-UTESTA-003H_2A-120	XXX-UTESTA-003H_2A-120	FS-C-DRILL-IODP:SO-V	0	16.7	16.7		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-125	XXX-UTESTA-003H_2A-125	XXX-UTESTA-003H_2A-125	FS-C-DRILL-IODP:SO-V	0	16.75	16.75		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-130	XXX-UTESTA-003H_2A-130	XXX-UTESTA-003H_2A-130	FS-C-DRILL-IODP:SO-V	0	16.8	16.8		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-135	XXX-UTESTA-003H_2A-135	XXX-UTESTA-003H_2A-135	FS-C-DRILL-IODP:SO-V	0	16.85	16.85		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-140	XXX-UTESTA-003H_2A-140	XXX-UTESTA-003H_2A-140	FS-C-DRILL-IODP:SO-V	0	16.9	16.9		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-145	XXX-UTESTA-003H_2A-145	XXX-UTESTA-003H_2A-145	FS-C-DRILL-IODP:SO-V	0	16.95	16.95		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_2A-150	XXX-UTESTA-003H_2A-150	XXX-UTESTA-003H_2A-150	FS-C-DRILL-IODP:SO-V	0	17	17		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-0	XXX-UTESTA-003H_3A-0	XXX-UTESTA-003H_3A-0	FS-C-DRILL-IODP:SO-V	0	17	17		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-5	XXX-UTESTA-003H_3A-5	XXX-UTESTA-003H_3A-5	FS-C-DRILL-IODP:SO-V	0	17.05	17.05		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-10	XXX-UTESTA-003H_3A-10	XXX-UTESTA-003H_3A-10	FS-C-DRILL-IODP:SO-V	0	17.1	17.1		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-15	XXX-UTESTA-003H_3A-15	XXX-UTESTA-003H_3A-15	FS-C-DRILL-IODP:SO-V	0	17.15	17.15		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-20	XXX-UTESTA-003H_3A-20	XXX-UTESTA-003H_3A-20	FS-C-DRILL-IODP:SO-V	0	17.2	17.2		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-25	XXX-UTESTA-003H_3A-25	XXX-UTESTA-003H_3A-25	FS-C-DRILL-IODP:SO-V	0	17.25	17.25		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-30	XXX-UTESTA-003H_3A-30	XXX-UTESTA-003H_3A-30	FS-C-DRILL-IODP:SO-V	0	17.3	17.3		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-35	XXX-UTESTA-003H_3A-35	XXX-UTESTA-003H_3A-35	FS-C-DRILL-IODP:SO-V	0	17.35	17.35		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-40	XXX-UTESTA-003H_3A-40	XXX-UTESTA-003H_3A-40	FS-C-DRILL-IODP:SO-V	0	17.4	17.4		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-45	XXX-UTESTA-003H_3A-45	XXX-UTESTA-003H_3A-45	FS-C-DRILL-IODP:SO-V	0	17.45	17.45		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-50	XXX-UTESTA-003H_3A-50	XXX-UTESTA-003H_3A-50	FS-C-DRILL-IODP:SO-V	0	17.5	17.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-55	XXX-UTESTA-003H_3A-55	XXX-UTESTA-003H_3A-55	FS-C-DRILL-IODP:SO-V	0	17.55	17.55		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-60	XXX-UTESTA-003H_3A-60	XXX-UTESTA-003H_3A-60	FS-C-DRILL-IODP:SO-V	0	17.6	17.6		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-65	XXX-UTESTA-003H_3A-65	XXX-UTESTA-003H_3A-65	FS-C-DRILL-IODP:SO-V	0	17.65	17.65		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-70	XXX-UTESTA-003H_3A-70	XXX-UTESTA-003H_3A-70	FS-C-DRILL-IODP:SO-V	0	17.7	17.7		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-75	XXX-UTESTA-003H_3A-75	XXX-UTESTA-003H_3A-75	FS-C-DRILL-IODP:SO-V	0	17.75	17.75		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-80	XXX-UTESTA-003H_3A-80	XXX-UTESTA-003H_3A-80	FS-C-DRILL-IODP:SO-V	0	17.8	17.8		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-85	XXX-UTESTA-003H_3A-85	XXX-UTESTA-003H_3A-85	FS-C-DRILL-IODP:SO-V	0	17.85	17.85		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-90	XXX-UTESTA-003H_3A-90	XXX-UTESTA-003H_3A-90	FS-C-DRILL-IODP:SO-V	0	17.9	17.9		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-95	XXX-UTESTA-003H_3A-95	XXX-UTESTA-003H_3A-95	FS-C-DRILL-IODP:SO-V	0	17.95	17.95		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-100	XXX-UTESTA-003H_3A-100	XXX-UTESTA-003H_3A-100	FS-C-DRILL-IODP:SO-V	0	18	18		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-105	XXX-UTESTA-003H_3A-105	XXX-UTESTA-003H_3A-105	FS-C-DRILL-IODP:SO-V	0	18.05	18.05		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-110	XXX-UTESTA-003H_3A-110	XXX-UTESTA-003H_3A-110	FS-C-DRILL-IODP:SO-V	0	18.1	18.1		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-115	XXX-UTESTA-003H_3A-115	XXX-UTESTA-003H_3A-115	FS-C-DRILL-IODP:SO-V	0	18.15	18.15		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-120	XXX-UTESTA-003H_3A-120	XXX-UTESTA-003H_3A-120	FS-C-DRILL-IODP:SO-V	0	18.2	18.2		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-125	XXX-UTESTA-003H_3A-125	XXX-UTESTA-003H_3A-125	FS-C-DRILL-IODP:SO-V	0	18.25	18.25		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-130	XXX-UTESTA-003H_3A-130	XXX-UTESTA-003H_3A-130	FS-C-DRILL-IODP:SO-V	0	18.3	18.3		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-135	XXX-UTESTA-003H_3A-135	XXX-UTESTA-003H_3A-135	FS-C-DRILL-IODP:SO-V	0	18.35	18.35		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-140	XXX-UTESTA-003H_3A-140	XXX-UTESTA-003H_3A-140	FS-C-DRILL-IODP:SO-V	0	18.4	18.4		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-145	XXX-UTESTA-003H_3A-145	XXX-UTESTA-003H_3A-145	FS-C-DRILL-IODP:SO-V	0	18.45	18.45		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_3A-150	XXX-UTESTA-003H_3A-150	XXX-UTESTA-003H_3A-150	FS-C-DRILL-IODP:SO-V	0	18.5	18.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-0	XXX-UTESTA-003H_4A-0	XXX-UTESTA-003H_4A-0	FS-C-DRILL-IODP:SO-V	0	18.5	18.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-5	XXX-UTESTA-003H_4A-5	XXX-UTESTA-003H_4A-5	FS-C-DRILL-IODP:SO-V	0	18.55	18.55		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-10	XXX-UTESTA-003H_4A-10	XXX-UTESTA-003H_4A-10	FS-C-DRILL-IODP:SO-V	0	18.6	18.6		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-15	XXX-UTESTA-003H_4A-15	XXX-UTESTA-003H_4A-15	FS-C-DRILL-IODP:SO-V	0	18.65	18.65		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-20	XXX-UTESTA-003H_4A-20	XXX-UTESTA-003H_4A-20	FS-C-DRILL-IODP:SO-V	0	18.7	18.7		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-25	XXX-UTESTA-003H_4A-25	XXX-UTESTA-003H_4A-25	FS-C-DRILL-IODP:SO-V	0	18.75	18.75		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-30	XXX-UTESTA-003H_4A-30	XXX-UTESTA-003H_4A-30	FS-C-DRILL-IODP:SO-V	0	18.8	18.8		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-35	XXX-UTESTA-003H_4A-35	XXX-UTESTA-003H_4A-35	FS-C-DRILL-IODP:SO-V	0	18.85	18.85		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-40	XXX-UTESTA-003H_4A-40	XXX-UTESTA-003H_4A-40	FS-C-DRILL-IODP:SO-V	0	18.9	18.9		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-45	XXX-UTESTA-003H_4A-45	XXX-UTESTA-003H_4A-45	FS-C-DRILL-IODP:SO-V	0	18.95	18.95		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-50	XXX-UTESTA-003H_4A-50	XXX-UTESTA-003H_4A-50	FS-C-DRILL-IODP:SO-V	0	19	19		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-55	XXX-UTESTA-003H_4A-55	XXX-UTESTA-003H_4A-55	FS-C-DRILL-IODP:SO-V	0	19.05	19.05		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-60	XXX-UTESTA-003H_4A-60	XXX-UTESTA-003H_4A-60	FS-C-DRILL-IODP:SO-V	0	19.1	19.1		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-65	XXX-UTESTA-003H_4A-65	XXX-UTESTA-003H_4A-65	FS-C-DRILL-IODP:SO-V	0	19.15	19.15		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-70	XXX-UTESTA-003H_4A-70	XXX-UTESTA-003H_4A-70	FS-C-DRILL-IODP:SO-V	0	19.2	19.2		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-75	XXX-UTESTA-003H_4A-75	XXX-UTESTA-003H_4A-75	FS-C-DRILL-IODP:SO-V	0	19.25	19.25		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-80	XXX-UTESTA-003H_4A-80	XXX-UTESTA-003H_4A-80	FS-C-DRILL-IODP:SO-V	0	19.3	19.3		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-85	XXX-UTESTA-003H_4A-85	XXX-UTESTA-003H_4A-85	FS-C-DRILL-IODP:SO-V	0	19.35	19.35		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-90	XXX-UTESTA-003H_4A-90	XXX-UTESTA-003H_4A-90	FS-C-DRILL-IODP:SO-V	0	19.4	19.4		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-95	XXX-UTESTA-003H_4A-95	XXX-UTESTA-003H_4A-95	FS-C-DRILL-IODP:SO-V	0	19.45	19.45		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-100	XXX-UTESTA-003H_4A-100	XXX-UTESTA-003H_4A-100	FS-C-DRILL-IODP:SO-V	0	19.5	19.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-105	XXX-UTESTA-003H_4A-105	XXX-UTESTA-003H_4A-105	FS-C-DRILL-IODP:SO-V	0	19.55	19.55		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-110	XXX-UTESTA-003H_4A-110	XXX-UTESTA-003H_4A-110	FS-C-DRILL-IODP:SO-V	0	19.6	19.6		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-115	XXX-UTESTA-003H_4A-115	XXX-UTESTA-003H_4A-115	FS-C-DRILL-IODP:SO-V	0	19.65	19.65		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-120	XXX-UTESTA-003H_4A-120	XXX-UTESTA-003H_4A-120	FS-C-DRILL-IODP:SO-V	0	19.7	19.7		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-125	XXX-UTESTA-003H_4A-125	XXX-UTESTA-003H_4A-125	FS-C-DRILL-IODP:SO-V	0	19.75	19.75		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-130	XXX-UTESTA-003H_4A-130	XXX-UTESTA-003H_4A-130	FS-C-DRILL-IODP:SO-V	0	19.8	19.8		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-135	XXX-UTESTA-003H_4A-135	XXX-UTESTA-003H_4A-135	FS-C-DRILL-IODP:SO-V	0	19.85	19.85		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-140	XXX-UTESTA-003H_4A-140	XXX-UTESTA-003H_4A-140	FS-C-DRILL-IODP:SO-V	0	19.9	19.9		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-145	XXX-UTESTA-003H_4A-145	XXX-UTESTA-003H_4A-145	FS-C-DRILL-IODP:SO-V	0	19.95	19.95		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_4A-150	XXX-UTESTA-003H_4A-150	XXX-UTESTA-003H_4A-150	FS-C-DRILL-IODP:SO-V	0	20	20		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-0	XXX-UTESTA-003H_5A-0	XXX-UTESTA-003H_5A-0	FS-C-DRILL-IODP:SO-V	0	20	20		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-5	XXX-UTESTA-003H_5A-5	XXX-UTESTA-003H_5A-5	FS-C-DRILL-IODP:SO-V	0	20.05	20.05		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-10	XXX-UTESTA-003H_5A-10	XXX-UTESTA-003H_5A-10	FS-C-DRILL-IODP:SO-V	0	20.1	20.1		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-15	XXX-UTESTA-003H_5A-15	XXX-UTESTA-003H_5A-15	FS-C-DRILL-IODP:SO-V	0	20.15	20.15		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-20	XXX-UTESTA-003H_5A-20	XXX-UTESTA-003H_5A-20	FS-C-DRILL-IODP:SO-V	0	20.2	20.2		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-25	XXX-UTESTA-003H_5A-25	XXX-UTESTA-003H_5A-25	FS-C-DRILL-IODP:SO-V	0	20.25	20.25		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-30	XXX-UTESTA-003H_5A-30	XXX-UTESTA-003H_5A-30	FS-C-DRILL-IODP:SO-V	0	20.3	20.3		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-35	XXX-UTESTA-003H_5A-35	XXX-UTESTA-003H_5A-35	FS-C-DRILL-IODP:SO-V	0	20.35	20.35		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-40	XXX-UTESTA-003H_5A-40	XXX-UTESTA-003H_5A-40	FS-C-DRILL-IODP:SO-V	0	20.4	20.4		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-45	XXX-UTESTA-003H_5A-45	XXX-UTESTA-003H_5A-45	FS-C-DRILL-IODP:SO-V	0	20.45	20.45		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-50	XXX-UTESTA-003H_5A-50	XXX-UTESTA-003H_5A-50	FS-C-DRILL-IODP:SO-V	0	20.5	20.5		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-55	XXX-UTESTA-003H_5A-55	XXX-UTESTA-003H_5A-55	FS-C-DRILL-IODP:SO-V	0	20.55	20.55		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-60	XXX-UTESTA-003H_5A-60	XXX-UTESTA-003H_5A-60	FS-C-DRILL-IODP:SO-V	0	20.6	20.6		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-65	XXX-UTESTA-003H_5A-65	XXX-UTESTA-003H_5A-65	FS-C-DRILL-IODP:SO-V	0	20.65	20.65		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-70	XXX-UTESTA-003H_5A-70	XXX-UTESTA-003H_5A-70	FS-C-DRILL-IODP:SO-V	0	20.7	20.7		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-75	XXX-UTESTA-003H_5A-75	XXX-UTESTA-003H_5A-75	FS-C-DRILL-IODP:SO-V	0	20.75	20.75		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-80	XXX-UTESTA-003H_5A-80	XXX-UTESTA-003H_5A-80	FS-C-DRILL-IODP:SO-V	0	20.8	20.8		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-85	XXX-UTESTA-003H_5A-85	XXX-UTESTA-003H_5A-85	FS-C-DRILL-IODP:SO-V	0	20.85	20.85		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-90	XXX-UTESTA-003H_5A-90	XXX-UTESTA-003H_5A-90	FS-C-DRILL-IODP:SO-V	0	20.9	20.9		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-95	XXX-UTESTA-003H_5A-95	XXX-UTESTA-003H_5A-95	FS-C-DRILL-IODP:SO-V	0	20.95	20.95		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-100	XXX-UTESTA-003H_5A-100	XXX-UTESTA-003H_5A-100	FS-C-DRILL-IODP:SO-V	0	21	21		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-105	XXX-UTESTA-003H_5A-105	XXX-UTESTA-003H_5A-105	FS-C-DRILL-IODP:SO-V	0	21.05	21.05		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-110	XXX-UTESTA-003H_5A-110	XXX-UTESTA-003H_5A-110	FS-C-DRILL-IODP:SO-V	0	21.1	21.1		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-115	XXX-UTESTA-003H_5A-115	XXX-UTESTA-003H_5A-115	FS-C-DRILL-IODP:SO-V	0	21.15	21.15		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-120	XXX-UTESTA-003H_5A-120	XXX-UTESTA-003H_5A-120	FS-C-DRILL-IODP:SO-V	0	21.2	21.2		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-125	XXX-UTESTA-003H_5A-125	XXX-UTESTA-003H_5A-125	FS-C-DRILL-IODP:SO-V	0	21.25	21.25		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-130	XXX-UTESTA-003H_5A-130	XXX-UTESTA-003H_5A-130	FS-C-DRILL-IODP:SO-V	0	21.3	21.3		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-135	XXX-UTESTA-003H_5A-135	XXX-UTESTA-003H_5A-135	FS-C-DRILL-IODP:SO-V	0	21.35	21.35		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-140	XXX-UTESTA-003H_5A-140	XXX-UTESTA-003H_5A-140	FS-C-DRILL-IODP:SO-V	0	21.4	21.4		0	
This study	XXX	UTESTA		XXX-UTESTA-003H_5A-145	XXX-UTESTA-003H_5A-145	XXX-UTESTA-003H_5A-145	FS-C-DRILL-IODP:SO-V	0	21.45	21.45		0	
