tab 	measurements
analysts	aniso_s	aniso_type	citations	contribution_id	derived_value	description	dir_csd	dir_dec	dir_inc	display_order	experiment	files	hyst_charging_mode	hyst_loop	hyst_sweep_rate	instrument_codes	inversion_height	inversion_residuals	magn_b_111	magn_b_111_sigma	magn_b_x	magn_b_x_sigma	magn_b_xyz_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_induction	magn_mass	magn_moment	magn_r2_det	magn_uncal	magn_volume	magn_x	magn_x_sigma	magn_xyz_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	meas_duration	meas_field_ac	meas_field_ac_phi	meas_field_ac_theta	meas_field_dc	meas_field_dc_phi	meas_field_dc_theta	meas_freq	meas_n_orient	meas_orient_phi	meas_orient_theta	meas_pos_x	meas_pos_y	meas_pos_z	meas_temp	meas_temp_change	measurement	method_codes	quality	result_type	row_id	sequence	software_packages	specimen	standard	susc_chi_mass	susc_chi_qdr_mass	susc_chi_qdr_volume	susc_chi_volume	timestamp	treat_ac_field	treat_ac_field_dc_off	treat_ac_field_dc_on	treat_ac_field_decay_rate	treat_dc_field	treat_dc_field_ac_off	treat_dc_field_ac_on	treat_dc_field_decay_rate	treat_dc_field_phi	treat_dc_field_theta	treat_mw_integral	treat_mw_power	treat_mw_step	treat_mw_time	treat_step_num	treat_temp	treat_temp_dc_off	treat_temp_dc_on	treat_temp_decay_rate
			This study								IRM-BigRed-LP-X:LP-X-T:LP-X-F-9647					IRM-BigRed																										0.0003						316.72							300.01		IRM-BigRed-LP-X:LP-X-T:LP-X-F-9647-9647-314	LP-X:LP-X-T:LP-X-F	g			314		goethite_Pfizer-YLO1888D-1	u	5.663e-07	1.895e-09			2015-08-25T13:40:42.000-05:00																			
			This study								IRM-BigRed-LP-X:LP-X-T:LP-X-F-9647					IRM-BigRed																										0.0003						997.34							300.01		IRM-BigRed-LP-X:LP-X-T:LP-X-F-9647-9647-315	LP-X:LP-X-T:LP-X-F	g			315		goethite_Pfizer-YLO1888D-1	u	5.651e-07	1.627e-09			2015-08-25T13:40:42.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							10.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-1	LP-X:LP-X-T:LP-X-F	g			1		lepidocrocite_Pfizer_1	u	2.489e-06	4.338e-08			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							10.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-2	LP-X:LP-X-T:LP-X-F	g			2		lepidocrocite_Pfizer_1	u	2.44e-06	4.155e-08			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							10.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-3	LP-X:LP-X-T:LP-X-F	g			3		lepidocrocite_Pfizer_1	u	2.392e-06	3.916e-08			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							10.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-4	LP-X:LP-X-T:LP-X-F	g			4		lepidocrocite_Pfizer_1	u	2.336e-06	4.344e-08			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							10.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-5	LP-X:LP-X-T:LP-X-F	g			5		lepidocrocite_Pfizer_1	u	2.305e-06	4.398e-08			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							20.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-6	LP-X:LP-X-T:LP-X-F	g			6		lepidocrocite_Pfizer_1	u	3.197e-06	1.002e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							20.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-7	LP-X:LP-X-T:LP-X-F	g			7		lepidocrocite_Pfizer_1	u	3.088e-06	9.532e-08			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							20.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-8	LP-X:LP-X-T:LP-X-F	g			8		lepidocrocite_Pfizer_1	u	2.98e-06	9.06e-08			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							20.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-9	LP-X:LP-X-T:LP-X-F	g			9		lepidocrocite_Pfizer_1	u	2.908e-06	7.433e-08			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							20.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-10	LP-X:LP-X-T:LP-X-F	g			1		lepidocrocite_Pfizer_1	u	2.784e-06	8.502e-08			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							30.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-11	LP-X:LP-X-T:LP-X-F	g			11		lepidocrocite_Pfizer_1	u	4.058e-06	1.709e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							30.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-12	LP-X:LP-X-T:LP-X-F	g			12		lepidocrocite_Pfizer_1	u	3.87e-06	1.631e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							30.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-13	LP-X:LP-X-T:LP-X-F	g			13		lepidocrocite_Pfizer_1	u	3.689e-06	1.548e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							30.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-14	LP-X:LP-X-T:LP-X-F	g			14		lepidocrocite_Pfizer_1	u	3.513e-06	1.361e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							30.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-15	LP-X:LP-X-T:LP-X-F	g			15		lepidocrocite_Pfizer_1	u	3.371e-06	1.415e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							40.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-16	LP-X:LP-X-T:LP-X-F	g			16		lepidocrocite_Pfizer_1	u	5.129e-06	2.64e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							40.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-17	LP-X:LP-X-T:LP-X-F	g			17		lepidocrocite_Pfizer_1	u	4.836e-06	2.507e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							40.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-18	LP-X:LP-X-T:LP-X-F	g			18		lepidocrocite_Pfizer_1	u	4.559e-06	2.434e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							40.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-19	LP-X:LP-X-T:LP-X-F	g			19		lepidocrocite_Pfizer_1	u	4.315e-06	2.466e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							40.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-20	LP-X:LP-X-T:LP-X-F	g			2		lepidocrocite_Pfizer_1	u	4.048e-06	2.179e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							50.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-21	LP-X:LP-X-T:LP-X-F	g			21		lepidocrocite_Pfizer_1	u	6.652e-06	4.245e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							50.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-22	LP-X:LP-X-T:LP-X-F	g			22		lepidocrocite_Pfizer_1	u	6.186e-06	4.035e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							50.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-23	LP-X:LP-X-T:LP-X-F	g			23		lepidocrocite_Pfizer_1	u	5.742e-06	3.837e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							50.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-24	LP-X:LP-X-T:LP-X-F	g			24		lepidocrocite_Pfizer_1	u	5.339e-06	3.812e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							50.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-25	LP-X:LP-X-T:LP-X-F	g			25		lepidocrocite_Pfizer_1	u	4.929e-06	3.544e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							60.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-26	LP-X:LP-X-T:LP-X-F	g			26		lepidocrocite_Pfizer_1	u	9.19e-06	7.044e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							60.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-27	LP-X:LP-X-T:LP-X-F	g			27		lepidocrocite_Pfizer_1	u	8.416e-06	6.792e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							60.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-28	LP-X:LP-X-T:LP-X-F	g			28		lepidocrocite_Pfizer_1	u	7.674e-06	6.513e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							60.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-29	LP-X:LP-X-T:LP-X-F	g			29		lepidocrocite_Pfizer_1	u	6.992e-06	6.385e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							60.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-30	LP-X:LP-X-T:LP-X-F	g			3		lepidocrocite_Pfizer_1	u	6.294e-06	5.907e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							70.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-31	LP-X:LP-X-T:LP-X-F	g			31		lepidocrocite_Pfizer_1	u	1.212e-05	9.408e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							70.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-32	LP-X:LP-X-T:LP-X-F	g			32		lepidocrocite_Pfizer_1	u	1.109e-05	9.338e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							70.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-33	LP-X:LP-X-T:LP-X-F	g			33		lepidocrocite_Pfizer_1	u	1.005e-05	9.15e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							70.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-34	LP-X:LP-X-T:LP-X-F	g			34		lepidocrocite_Pfizer_1	u	9.04e-06	8.98e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							70.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-35	LP-X:LP-X-T:LP-X-F	g			35		lepidocrocite_Pfizer_1	u	8.087e-06	8.395e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							80.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-36	LP-X:LP-X-T:LP-X-F	g			36		lepidocrocite_Pfizer_1	u	1.347e-05	9.837e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							80.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-37	LP-X:LP-X-T:LP-X-F	g			37		lepidocrocite_Pfizer_1	u	1.238e-05	9.937e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							80.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-38	LP-X:LP-X-T:LP-X-F	g			38		lepidocrocite_Pfizer_1	u	1.127e-05	9.885e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							80.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-39	LP-X:LP-X-T:LP-X-F	g			39		lepidocrocite_Pfizer_1	u	1.018e-05	9.683e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							80.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-40	LP-X:LP-X-T:LP-X-F	g			4		lepidocrocite_Pfizer_1	u	9.108e-06	9.452e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							89.99		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-41	LP-X:LP-X-T:LP-X-F	g			41		lepidocrocite_Pfizer_1	u	1.436e-05	9.942e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							89.99		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-42	LP-X:LP-X-T:LP-X-F	g			42		lepidocrocite_Pfizer_1	u	1.326e-05	1.013e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							89.99		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-43	LP-X:LP-X-T:LP-X-F	g			43		lepidocrocite_Pfizer_1	u	1.212e-05	1.023e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							89.99		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-44	LP-X:LP-X-T:LP-X-F	g			44		lepidocrocite_Pfizer_1	u	1.101e-05	1.032e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							89.99		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-45	LP-X:LP-X-T:LP-X-F	g			45		lepidocrocite_Pfizer_1	u	9.856e-06	1.004e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							99.99		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-46	LP-X:LP-X-T:LP-X-F	g			46		lepidocrocite_Pfizer_1	u	1.505e-05	9.861e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							99.99		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-47	LP-X:LP-X-T:LP-X-F	g			47		lepidocrocite_Pfizer_1	u	1.395e-05	1.015e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							99.99		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-48	LP-X:LP-X-T:LP-X-F	g			48		lepidocrocite_Pfizer_1	u	1.281e-05	1.032e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							99.99		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-49	LP-X:LP-X-T:LP-X-F	g			49		lepidocrocite_Pfizer_1	u	1.165e-05	1.061e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							99.99		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-50	LP-X:LP-X-T:LP-X-F	g			5		lepidocrocite_Pfizer_1	u	1.05e-05	1.026e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							110.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-51	LP-X:LP-X-T:LP-X-F	g			51		lepidocrocite_Pfizer_1	u	1.557e-05	9.643e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							110.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-52	LP-X:LP-X-T:LP-X-F	g			52		lepidocrocite_Pfizer_1	u	1.448e-05	9.996e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							110.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-53	LP-X:LP-X-T:LP-X-F	g			53		lepidocrocite_Pfizer_1	u	1.335e-05	1.03e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							110.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-54	LP-X:LP-X-T:LP-X-F	g			54		lepidocrocite_Pfizer_1	u	1.222e-05	1.078e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							110.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-55	LP-X:LP-X-T:LP-X-F	g			55		lepidocrocite_Pfizer_1	u	1.102e-05	1.055e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							120.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-56	LP-X:LP-X-T:LP-X-F	g			56		lepidocrocite_Pfizer_1	u	1.593e-05	9.34e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							120.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-57	LP-X:LP-X-T:LP-X-F	g			57		lepidocrocite_Pfizer_1	u	1.488e-05	9.76e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							120.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-58	LP-X:LP-X-T:LP-X-F	g			58		lepidocrocite_Pfizer_1	u	1.376e-05	1.014e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							120.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-59	LP-X:LP-X-T:LP-X-F	g			59		lepidocrocite_Pfizer_1	u	1.266e-05	1.042e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							120.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-60	LP-X:LP-X-T:LP-X-F	g			6		lepidocrocite_Pfizer_1	u	1.145e-05	1.06e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							130.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-61	LP-X:LP-X-T:LP-X-F	g			61		lepidocrocite_Pfizer_1	u	1.618e-05	8.981e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							130.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-62	LP-X:LP-X-T:LP-X-F	g			62		lepidocrocite_Pfizer_1	u	1.516e-05	9.458e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							130.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-63	LP-X:LP-X-T:LP-X-F	g			63		lepidocrocite_Pfizer_1	u	1.408e-05	9.918e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							130.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-64	LP-X:LP-X-T:LP-X-F	g			64		lepidocrocite_Pfizer_1	u	1.3e-05	1.056e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							130.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-65	LP-X:LP-X-T:LP-X-F	g			65		lepidocrocite_Pfizer_1	u	1.178e-05	1.064e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							140.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-66	LP-X:LP-X-T:LP-X-F	g			66		lepidocrocite_Pfizer_1	u	1.632e-05	8.579e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							140.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-67	LP-X:LP-X-T:LP-X-F	g			67		lepidocrocite_Pfizer_1	u	1.534e-05	9.095e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							140.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-68	LP-X:LP-X-T:LP-X-F	g			68		lepidocrocite_Pfizer_1	u	1.43e-05	9.612e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							140.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-69	LP-X:LP-X-T:LP-X-F	g			69		lepidocrocite_Pfizer_1	u	1.323e-05	1.009e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						997.34							140.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-70	LP-X:LP-X-T:LP-X-F	g			7		lepidocrocite_Pfizer_1	u	1.206e-05	1.035e-06			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						1.0							150.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-71	LP-X:LP-X-T:LP-X-F	g			71		lepidocrocite_Pfizer_1	u	1.637e-05	8.168e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						5.62							150.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-72	LP-X:LP-X-T:LP-X-F	g			72		lepidocrocite_Pfizer_1	u	1.545e-05	8.72e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						31.59							150.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-73	LP-X:LP-X-T:LP-X-F	g			73		lepidocrocite_Pfizer_1	u	1.444e-05	9.266e-07			2015-08-25T16:52:43.000-05:00																			
			This study								IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654					IRM-OldBlue																										0.00035						177.56							150.0		IRM-OldBlue-LP-X:LP-X-T:LP-X-F-9654-9654-74	LP-X:LP-X-T:LP-X-F	g			74		lepidocrocite_Pfizer_1	u	1.34e-05	9.719e-07			2015-08-25T16:52:43.000-05:00																			
