tab 	measurements
analysts	aniso_s	aniso_type	citations	contribution_id	derived_value	description	dir_csd	dir_dec	dir_inc	display_order	experiment	files	hyst_charging_mode	hyst_loop	hyst_sweep_rate	instrument_codes	inversion_height	inversion_residuals	magn_b_111	magn_b_111_sigma	magn_b_x	magn_b_x_sigma	magn_b_xyz_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_induction	magn_mass	magn_moment	magn_r2_det	magn_uncal	magn_volume	magn_x	magn_x_sigma	magn_xyz_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	meas_duration	meas_field_ac	meas_field_ac_phi	meas_field_ac_theta	meas_field_dc	meas_field_dc_phi	meas_field_dc_theta	meas_freq	meas_n_orient	meas_orient_phi	meas_orient_theta	meas_pos_x	meas_pos_y	meas_pos_z	meas_temp	meas_temp_change	measurement	method_codes	quality	result_type	row_id	sequence	software_packages	specimen	standard	susc_chi_mass	susc_chi_qdr_mass	susc_chi_qdr_volume	susc_chi_volume	timestamp	treat_ac_field	treat_ac_field_dc_off	treat_ac_field_dc_on	treat_ac_field_decay_rate	treat_dc_field	treat_dc_field_ac_off	treat_dc_field_ac_on	treat_dc_field_decay_rate	treat_dc_field_phi	treat_dc_field_theta	treat_mw_integral	treat_mw_power	treat_mw_step	treat_mw_time	treat_step_num	treat_temp	treat_temp_dc_off	treat_temp_dc_on	treat_temp_decay_rate
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MC-DC-9652					IRM-OldBlue													0.0054540227228962		0.9936358														0.0										24.40446		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MC-DC-9652-3-55	LP-CW-SIRM:LP-MC	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T07:25:56.190-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MC-DC-9652					IRM-OldBlue													0.0054574465626805		0.9935277														0.0										19.51197		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MC-DC-9652-3-56	LP-CW-SIRM:LP-MC	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T07:26:55.950-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MC-DC-9652					IRM-OldBlue													0.0054627922202965		0.9934663														0.0										14.57555		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MC-DC-9652-3-57	LP-CW-SIRM:LP-MC	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T07:27:53.680-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MC-DC-9652					IRM-OldBlue													0.0054626535721163		0.9938596														0.0										10.00002		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MC-DC-9652-3-58	LP-CW-SIRM:LP-MC	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:09:28.120-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054623637589062		0.9938174														0.0										9.996946		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-0	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:10:39.580-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054585653764683		0.9937886														0.0										15.58251		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-1	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:12:01.520-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.005454331792798		0.9937724														0.0										20.53485		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-2	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:13:02.270-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054513450799152		0.993767														0.0										25.63709		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-3	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:14:04.670-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054474947044097		0.9936783														0.0										30.61539		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-4	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:15:04.040-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054424812247255		0.9939308														0.0										35.55419		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-5	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:16:04.400-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054368717504332		0.9939169														0.0										40.58907		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-6	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:17:04.820-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054328788754092		0.9939338														0.0										45.53375		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-7	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:18:05.130-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054271432697862		0.9939687														0.0										50.47728		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-8	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:19:04.890-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054186992104756		0.9940572														0.0										55.61931		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-9	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:20:06.520-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054105882919314		0.9941277														0.0										60.67461		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-10	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:21:06.820-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0054006528018486		0.9940655														0.0										65.73035		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-11	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:22:07.570-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.005389842095128		0.994045														0.0										70.60165		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-12	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:23:06.560-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0053801983439245		0.9940205														0.0										75.50931		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-13	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:24:05.110-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0053696139033314		0.9940701														0.0										80.54235		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-14	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:25:04.650-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0053568496052378		0.9942937														0.0										85.51477		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-15	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:26:04.690-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0053409609089158		0.9941489														0.0										90.5305		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-16	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:27:04.610-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0053250673984209		0.9941146														0.0										95.65294		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-17	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:28:04.480-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0053102686308492		0.9941394														0.0										100.5636		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-18	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:29:03.190-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0052934055459272		0.9942446														0.0										105.4992		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-19	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:30:02.790-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0052738484498363		0.9943525														0.0										110.6488		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-20	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:31:03.590-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0052543539379934		0.9943038														0.0										115.4971		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-21	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:32:02.140-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0052360273445022		0.9942593														0.0										120.5989		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-22	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:33:02.720-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0052163171577123		0.9942772														0.0										125.517		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-23	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:34:02.480-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0051918919699595		0.9943674														0.0										130.7117		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-24	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:35:03.890-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0051703052185634		0.9942572														0.0										135.5748		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-25	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:36:02.000-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0051477951088003		0.9943748														0.0										140.5973		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-26	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:37:02.090-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0051212016175621		0.9945083														0.0										145.7256		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-27	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:38:03.610-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0050956710957057		0.9945123														0.0										150.5738		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-28	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:39:02.210-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0050700385133834		0.9943838														0.0										155.5663		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-29	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:40:01.690-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0050445224340458		0.9944351														0.0										160.5412		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-30	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:41:00.680-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0050162131715771		0.9945111														0.0										165.4582		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-31	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:42:00.390-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0049868486424032		0.9943942														0.0										170.7079		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-32	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:43:02.510-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0049594617754669		0.9944536														0.0										175.5788		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-33	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:44:02.270-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0049298960138648		0.9945804														0.0										180.5439		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-34	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:45:00.870-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0048984219141151		0.9945928														0.0										185.5785		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-35	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:46:00.910-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0048689851723473		0.994485														0.0										190.6259		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-36	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:47:01.270-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0048379039091084		0.9945389														0.0										195.5989		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-37	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:48:01.080-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0048046052378201		0.9944499														0.0										200.5358		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-38	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:48:59.960-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0047691777392643		0.9947377														0.0										205.6075		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-39	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:50:01.430-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0047355526670518		0.9947765														0.0										210.6196		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-40	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:51:01.300-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0047003398806085		0.9948618														0.0										215.5143		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-41	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:51:59.350-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0046621760061621		0.9948134														0.0										220.5981		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-42	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:53:00.540-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0046268929327941		0.994616														0.0										225.6371		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-43	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:54:01.120-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0045900105911804		0.9948424														0.0										230.4933		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-44	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:54:59.120-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0045465896398998		0.994972														0.0										235.6617		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-45	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:56:01.020-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0045065848257269		0.9949913														0.0										240.5562		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-46	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:56:58.920-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0044615742345465		0.9949524														0.0										245.5598		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-47	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:57:59.280-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0044150722125938		0.9951092														0.0										250.5766		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-48	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:58:59.370-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0043673955324475		0.9949824														0.0										255.5728		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-49	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T08:59:59.670-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.00431814365492		0.9950546														0.0										260.5461		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-50	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T09:00:58.770-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0042613161948777		0.9951643														0.0										265.6135		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-51	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T09:02:00.900-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0042077960716348		0.9951494														0.0										270.6093		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-52	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T09:02:59.610-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0041507770075101		0.9952982														0.0										275.5641		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-53	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T09:03:59.530-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0040884739071827		0.9953038														0.0										280.6126		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-54	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T09:04:59.900-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0040232014249951		0.9951816														0.0										285.664		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-55	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T09:06:00.100-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0039584488734835		0.9951254														0.0										290.592		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-56	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T09:07:00.020-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.003883788754092		0.9952831														0.0										295.6876		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-57	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T09:08:00.220-05:00																			
			This study								ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652					IRM-OldBlue													0.0037056759098786		0.9953054														0.0										300.041		ferroxyhyte_Princeton-1985-M1-1-LP-CW-SIRM:LP-MW-DC-9652-4-58	LP-CW-SIRM:LP-MW	g					ferroxyhyte_Princeton-1985-M1-1	u					2011-05-23T09:13:32.410-05:00																			
			This study								ferroxyhyte_Princeton-1985-M2-1-LP-MST-DC-9655					IRM-OldBlue													9.18819097222222		0.9947274														2.5										300.0051		ferroxyhyte_Princeton-1985-M2-1-LP-MST-DC-9655-0-0	LP-MST	g					ferroxyhyte_Princeton-1985-M2-1	u					2011-05-24T00:33:08.970-05:00																			
			This study								ferroxyhyte_Princeton-1985-M2-1-LP-MST-DC-9655					IRM-OldBlue													9.32319270833333		0.996435														2.5										293.0666		ferroxyhyte_Princeton-1985-M2-1-LP-MST-DC-9655-0-1	LP-MST	g					ferroxyhyte_Princeton-1985-M2-1	u					2011-05-24T00:37:27.940-05:00																			
			This study								ferroxyhyte_Princeton-1985-M2-1-LP-MST-DC-9655					IRM-OldBlue													9.43001736111111		0.9963784														2.5										287.5468		ferroxyhyte_Princeton-1985-M2-1-LP-MST-DC-9655-0-2	LP-MST	g					ferroxyhyte_Princeton-1985-M2-1	u					2011-05-24T00:38:26.210-05:00																			
			This study								ferroxyhyte_Princeton-1985-M2-1-LP-MST-DC-9655					IRM-OldBlue													9.50590625		0.9964536														2.5										282.5322		ferroxyhyte_Princeton-1985-M2-1-LP-MST-DC-9655-0-3	LP-MST	g					ferroxyhyte_Princeton-1985-M2-1	u					2011-05-24T00:39:11.580-05:00																			
			This study								ferroxyhyte_Princeton-1985-M2-1-LP-MST-DC-9655					IRM-OldBlue													9.60032291666667		0.9964576														2.5										277.6398		ferroxyhyte_Princeton-1985-M2-1-LP-MST-DC-9655-0-4	LP-MST	g					ferroxyhyte_Princeton-1985-M2-1	u					2011-05-24T00:39:56.460-05:00																			
