tab 	magic_measurements
er_citation_names	er_sample_name	er_scientist_mail_names	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_flag	measurement_lab_field_dc	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	treatment_dc_field	treatment_temp
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.060e-01	3.934e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.140e-01	4.011e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.220e-01	4.087e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.300e-01	4.163e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.380e-01	4.237e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.460e-01	4.312e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.540e-01	4.385e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.620e-01	4.458e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.700e-01	4.531e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.780e-01	4.604e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.860e-01	4.675e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	3.940e-01	4.747e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.020e-01	4.818e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.100e-01	4.888e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.180e-01	4.959e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.259e-01	5.029e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.339e-01	5.098e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.419e-01	5.168e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.499e-01	5.236e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.579e-01	5.306e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.659e-01	5.374e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.739e-01	5.442e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.819e-01	5.510e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.899e-01	5.578e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	4.978e-01	5.645e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.058e-01	5.712e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.138e-01	5.779e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.218e-01	5.846e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.298e-01	5.913e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.378e-01	5.979e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.458e-01	6.045e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.538e-01	6.112e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.618e-01	6.179e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.698e-01	6.245e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.778e-01	6.311e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.858e-01	6.377e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	5.938e-01	6.443e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.018e-01	6.508e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.099e-01	6.574e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.179e-01	6.639e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.259e-01	6.705e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.339e-01	6.770e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.419e-01	6.836e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.499e-01	6.901e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.580e-01	6.966e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.660e-01	7.031e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.740e-01	7.096e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.820e-01	7.161e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.900e-01	7.225e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	6.980e-01	7.290e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.059e-01	7.354e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.140e-01	7.419e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.219e-01	7.483e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.299e-01	7.548e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.379e-01	7.612e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.459e-01	7.676e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.539e-01	7.740e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.619e-01	7.804e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.699e-01	7.869e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.779e-01	7.933e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.859e-01	7.997e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	7.938e-01	8.061e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-HYS	SIO-Maud	LP-HYS	g	8.000e-01	8.112e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.974e-01	2.525e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.896e-01	2.516e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.816e-01	2.506e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.736e-01	2.496e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.657e-01	2.486e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.577e-01	2.476e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.497e-01	2.467e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.417e-01	2.456e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.338e-01	2.446e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.258e-01	2.436e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.178e-01	2.426e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.098e-01	2.416e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.019e-01	2.406e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.939e-01	2.396e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.859e-01	2.385e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.779e-01	2.375e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.699e-01	2.365e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.619e-01	2.354e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.539e-01	2.343e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.459e-01	2.332e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.379e-01	2.322e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.299e-01	2.311e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.219e-01	2.299e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.139e-01	2.288e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.059e-01	2.277e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.979e-01	2.265e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.899e-01	2.254e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.819e-01	2.242e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.739e-01	2.231e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.659e-01	2.219e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.579e-01	2.208e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.499e-01	2.196e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.418e-01	2.184e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.338e-01	2.172e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.258e-01	2.159e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.178e-01	2.147e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.098e-01	2.135e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.018e-01	2.122e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.938e-01	2.110e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.858e-01	2.097e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.778e-01	2.083e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.698e-01	2.070e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.618e-01	2.057e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.538e-01	2.044e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.458e-01	2.030e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.378e-01	2.017e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.298e-01	2.003e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.218e-01	1.988e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.138e-01	1.974e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.057e-01	1.960e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.977e-01	1.945e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.898e-01	1.930e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.818e-01	1.915e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.738e-01	1.900e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.658e-01	1.884e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.578e-01	1.869e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.498e-01	1.852e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.417e-01	1.836e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.337e-01	1.820e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.258e-01	1.803e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.178e-01	1.786e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.098e-01	1.769e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.018e-01	1.752e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.938e-01	1.733e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.858e-01	1.716e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.778e-01	1.697e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.698e-01	1.679e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.618e-01	1.659e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.539e-01	1.640e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.458e-01	1.620e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.378e-01	1.600e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.298e-01	1.579e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.218e-01	1.558e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.138e-01	1.537e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.059e-01	1.515e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.978e-01	1.493e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.899e-01	1.470e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.819e-01	1.446e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.739e-01	1.423e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.658e-01	1.398e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.579e-01	1.373e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.499e-01	1.347e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.419e-01	1.321e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.338e-01	1.294e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.259e-01	1.266e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.179e-01	1.238e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.099e-01	1.209e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.019e-01	1.178e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	9.390e-02	1.147e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	8.590e-02	1.115e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	7.790e-02	1.082e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.990e-02	1.047e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	6.190e-02	1.012e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.390e-02	9.750e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	4.585e-02	9.365e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	3.790e-02	8.965e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.990e-02	8.547e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	2.190e-02	8.105e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	1.390e-02	7.643e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	5.900e-03	7.150e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	-2.050e-03	6.620e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	-1.005e-02	6.040e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	-1.805e-02	5.392e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	-2.605e-02	4.665e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-HYS	SIO-Maud	LP-HYS	g	-3.405e-02	3.840e-06	1	u	273		273
