tab 	magic_measurements
er_citation_names	er_sample_name	er_scientist_mail_names	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_flag	measurement_lab_field_dc	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	treatment_dc_field	treatment_temp
This study	IS06a	Erez ben Yosef	IS06	IS06a-9	IS06a-9:LP-HYS	SIO-Maud	LP-HYS	g	9.820e-01	6.368e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-9	IS06a-9:LP-HYS	SIO-Maud	LP-HYS	g	9.919e-01	6.404e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-9	IS06a-9:LP-HYS	SIO-Maud	LP-HYS	g	9.996e-01	6.436e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.004e+01	1	u	273	0.000e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		4.845e+00	1	u	273	-3.000e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-6.025e-01	1	u	273	-6.000e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.140e+00	1	u	273	-9.060e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-6.203e+00	1	u	273	-1.205e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-7.428e+00	1	u	273	-1.505e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-8.123e+00	1	u	273	-1.804e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-8.540e+00	1	u	273	-2.103e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-8.795e+00	1	u	273	-2.403e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-8.965e+00	1	u	273	-2.707e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.055e+00	1	u	273	-3.006e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.133e+00	1	u	273	-3.306e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.188e+00	1	u	273	-3.604e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.220e+00	1	u	273	-3.905e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.248e+00	1	u	273	-4.205e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.258e+00	1	u	273	-4.511e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.290e+00	1	u	273	-4.808e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.295e+00	1	u	273	-5.108e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.310e+00	1	u	273	-5.408e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.328e+00	1	u	273	-5.707e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.325e+00	1	u	273	-6.012e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.338e+00	1	u	273	-6.312e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.325e+00	1	u	273	-6.612e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.322e+00	1	u	273	-6.911e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.332e+00	1	u	273	-7.211e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.335e+00	1	u	273	-7.510e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.342e+00	1	u	273	-7.815e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.340e+00	1	u	273	-8.114e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.357e+00	1	u	273	-8.414e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.340e+00	1	u	273	-8.714e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.332e+00	1	u	273	-9.012e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.363e+00	1	u	273	-9.311e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.348e+00	1	u	273	-9.617e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.353e+00	1	u	273	-9.917e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.377e+00	1	u	273	-1.022e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.322e+00	1	u	273	-1.051e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.320e+00	1	u	273	-1.081e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.400e+00	1	u	273	-1.111e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.338e+00	1	u	273	-1.142e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.322e+00	1	u	273	-1.172e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-1	IS06a-1:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.348e+00	1	u	273	-1.202e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.513e-06	1	u	273	0.000e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.478e-06	1	u	273	-7.900e-03	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.433e-06	1	u	273	-1.610e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.384e-06	1	u	273	-2.400e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.327e-06	1	u	273	-3.195e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.260e-06	1	u	273	-3.990e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.178e-06	1	u	273	-4.805e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.084e-06	1	u	273	-5.600e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		9.795e-07	1	u	273	-6.390e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		8.595e-07	1	u	273	-7.210e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		7.245e-07	1	u	273	-8.000e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		5.765e-07	1	u	273	-8.795e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		4.195e-07	1	u	273	-9.610e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		2.690e-07	1	u	273	-1.040e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.205e-07	1	u	273	-1.120e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-2.250e-08	1	u	273	-1.199e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.635e-07	1	u	273	-1.281e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-2.910e-07	1	u	273	-1.360e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.095e-07	1	u	273	-1.439e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.215e-07	1	u	273	-1.521e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-6.210e-07	1	u	273	-1.600e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-7.110e-07	1	u	273	-1.680e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-7.925e-07	1	u	273	-1.759e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-8.685e-07	1	u	273	-1.841e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.340e-07	1	u	273	-1.920e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-9.930e-07	1	u	273	-1.999e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.046e-06	1	u	273	-2.081e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.092e-06	1	u	273	-2.161e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.134e-06	1	u	273	-2.240e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.172e-06	1	u	273	-2.322e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.204e-06	1	u	273	-2.401e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.232e-06	1	u	273	-2.480e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.258e-06	1	u	273	-2.559e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.281e-06	1	u	273	-2.641e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.301e-06	1	u	273	-2.721e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.318e-06	1	u	273	-2.800e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.335e-06	1	u	273	-2.882e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.349e-06	1	u	273	-2.961e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.362e-06	1	u	273	-3.040e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-2	IS06a-2:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.372e-06	1	u	273	-3.119e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		5.770e-07	1	u	273	0.000e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		5.595e-07	1	u	273	-1.050e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		5.335e-07	1	u	273	-2.145e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		4.995e-07	1	u	273	-3.200e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		4.570e-07	1	u	273	-4.255e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		4.070e-07	1	u	273	-5.315e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		3.485e-07	1	u	273	-6.405e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		2.865e-07	1	u	273	-7.460e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		2.205e-07	1	u	273	-8.515e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.505e-07	1	u	273	-9.610e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		8.300e-08	1	u	273	-1.067e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.650e-08	1	u	273	-1.172e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.900e-08	1	u	273	-1.281e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.080e-07	1	u	273	-1.387e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.615e-07	1	u	273	-1.492e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-2.105e-07	1	u	273	-1.598e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-2.555e-07	1	u	273	-1.708e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-2.935e-07	1	u	273	-1.813e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-3.265e-07	1	u	273	-1.918e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-3.565e-07	1	u	273	-2.028e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-3.810e-07	1	u	273	-2.133e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.020e-07	1	u	273	-2.239e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.205e-07	1	u	273	-2.344e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.365e-07	1	u	273	-2.454e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.495e-07	1	u	273	-2.559e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.610e-07	1	u	273	-2.665e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.705e-07	1	u	273	-2.774e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.785e-07	1	u	273	-2.880e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.855e-07	1	u	273	-2.985e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.915e-07	1	u	273	-3.094e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.965e-07	1	u	273	-3.200e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.005e-07	1	u	273	-3.305e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.040e-07	1	u	273	-3.411e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.075e-07	1	u	273	-3.520e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.100e-07	1	u	273	-3.626e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.120e-07	1	u	273	-3.731e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.145e-07	1	u	273	-3.840e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.165e-07	1	u	273	-3.946e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.180e-07	1	u	273	-4.052e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.195e-07	1	u	273	-4.157e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.205e-07	1	u	273	-4.267e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.215e-07	1	u	273	-4.372e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-3	IS06a-3:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.220e-07	1	u	273	-4.478e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		6.753e-06	1	u	273	0.000e+00	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		6.528e-06	1	u	273	-1.050e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		6.210e-06	1	u	273	-2.145e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		5.780e-06	1	u	273	-3.200e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		5.185e-06	1	u	273	-4.255e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		4.430e-06	1	u	273	-5.315e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		3.502e-06	1	u	273	-6.405e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		2.525e-06	1	u	273	-7.460e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		1.510e-06	1	u	273	-8.515e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		4.750e-07	1	u	273	-9.610e-02	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.700e-07	1	u	273	-1.067e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-1.330e-06	1	u	273	-1.172e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-2.118e-06	1	u	273	-1.281e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-2.772e-06	1	u	273	-1.387e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-3.330e-06	1	u	273	-1.492e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-3.812e-06	1	u	273	-1.598e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.228e-06	1	u	273	-1.708e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.560e-06	1	u	273	-1.813e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-4.837e-06	1	u	273	-1.918e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.078e-06	1	u	273	-2.028e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.273e-06	1	u	273	-2.133e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.440e-06	1	u	273	-2.239e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.575e-06	1	u	273	-2.344e-01	273
This study	IS06a	Erez ben Yosef	IS06	IS06a-4	IS06a-4:LP-IRM-DCD	SIO-Maud	LP-IRM-DCD	g		-5.695e-06	1	u	273	-2.454e-01	273
