tab	measurements
citations	description	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	magn_moment	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
na	TRM1	351.82	0.47	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.445e-07	3.4450000000000004e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT58	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	59	pmagpy-4.2.96	mc120c-SA4	u	0.018	0.0			58	273.0
na	TRM1	353.85	-0.54	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.279e-07	3.2790000000000005e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT59	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	60	pmagpy-4.2.96	mc120c-SA4	u	0.02	0.0			59	273.0
na	TRM1	352.91	-0.28	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	2.771e-07	2.7710000000000002e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT60	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	61	pmagpy-4.2.96	mc120c-SA4	u	0.025	0.0			60	273.0
na	TRM1	351.42	0.29	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	2.184e-07	2.184e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT61	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	62	pmagpy-4.2.96	mc120c-SA4	u	0.03	0.0			61	273.0
na	TRM1	351.96	0.75	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.687e-07	1.6870000000000002e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT62	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	63	pmagpy-4.2.96	mc120c-SA4	u	0.035	0.0			62	273.0
na	TRM1	353.24	0.6	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.299e-07	1.299e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT63	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	64	pmagpy-4.2.96	mc120c-SA4	u	0.04	0.0			63	273.0
na	TRM1	350.38	0.74	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.065e-07	1.065e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT64	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	65	pmagpy-4.2.96	mc120c-SA4	u	0.045	0.0			64	273.0
na	TRM1	351.72	0.2	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	9.095e-08	9.095000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT65	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	66	pmagpy-4.2.96	mc120c-SA4	u	0.05	0.0			65	273.0
na	TRM1	351.67	-0.62	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	7.52e-08	7.52e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT66	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	67	pmagpy-4.2.96	mc120c-SA4	u	0.06	0.0			66	273.0
na	TRM1	348.76	-0.18	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	6.515e-08	6.515e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT67	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	68	pmagpy-4.2.96	mc120c-SA4	u	0.07	0.0			67	273.0
na	TRM1	348.39	-0.18	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.962e-08	5.962e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT68	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	69	pmagpy-4.2.96	mc120c-SA4	u	0.08	0.0			68	273.0
na	TRM1	348.04	-1.59	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.502e-08	5.502e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT69	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	70	pmagpy-4.2.96	mc120c-SA4	u	0.09	0.0			69	273.0
na	TRM1	347.81	-0.89	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.116e-08	5.116000000000002e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT70	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	71	pmagpy-4.2.96	mc120c-SA4	u	0.1	0.0			70	273.0
na	TRM1	346.27	-0.11	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.55e-08	4.55e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT71	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	72	pmagpy-4.2.96	mc120c-SA4	u	0.12	0.0			71	273.0
na	TRM1	346.03	0.18	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.184e-08	4.184000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT72	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	73	pmagpy-4.2.96	mc120c-SA4	u	0.14	0.0			72	273.0
na	TRM1	349.28	0.41	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.919e-08	3.9190000000000013e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT73	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	74	pmagpy-4.2.96	mc120c-SA4	u	0.16	0.0			73	273.0
na	TRM1	347.41	0.38	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.607e-08	3.607e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT74	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	75	pmagpy-4.2.96	mc120c-SA4	u	0.18	0.0			74	273.0
na	ARM10	2.65	-9.32	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.451e-07	1.451e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT75	LT-AF-I:LT-TRM-PAR:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	76	pmagpy-4.2.96	mc120c-SA4	u	0.0	5e-05	2.65	-9.32	75	273.0
na	ARM1	2.35	-8.79	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.408e-07	1.408e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT76	LT-AF-I:LT-TRM-PAR:LT-LT-Z:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	77	pmagpy-4.2.96	mc120c-SA4	u	0.0	5e-05	2.65	-9.32	76	77.0
na	ARM1	359.09	-8.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.394e-07	1.3940000000000001e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT77	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	78	pmagpy-4.2.96	mc120c-SA4	u	0.002	0.0			77	273.0
na	ARM1	2.24	-8.01	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.364e-07	1.3640000000000002e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT78	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	79	pmagpy-4.2.96	mc120c-SA4	u	0.005	0.0			78	273.0
na	ARM1	1.72	-8.13	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.294e-07	1.2940000000000001e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT79	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	80	pmagpy-4.2.96	mc120c-SA4	u	0.008	0.0			79	273.0
na	ARM1	3.16	-7.86	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.244e-07	1.2440000000000002e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT80	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	81	pmagpy-4.2.96	mc120c-SA4	u	0.01	0.0			80	273.0
na	ARM1	2.74	-8.07	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.183e-07	1.1830000000000001e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT81	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	82	pmagpy-4.2.96	mc120c-SA4	u	0.012	0.0			81	273.0
na	ARM1	0.44	-7.99	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.101e-07	1.101e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT82	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	83	pmagpy-4.2.96	mc120c-SA4	u	0.015	0.0			82	273.0
na	ARM1	1.4	-7.78	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.02e-07	1.02e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT83	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	84	pmagpy-4.2.96	mc120c-SA4	u	0.018	0.0			83	273.0
na	ARM1	2.19	-7.47	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	9.467e-08	9.467e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT84	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	85	pmagpy-4.2.96	mc120c-SA4	u	0.02	0.0			84	273.0
na	ARM1	359.49	-6.32	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	8.19e-08	8.19e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT85	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	86	pmagpy-4.2.96	mc120c-SA4	u	0.025	0.0			85	273.0
na	ARM1	0.32	-5.49	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	7.133e-08	7.133000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT86	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	87	pmagpy-4.2.96	mc120c-SA4	u	0.03	0.0			86	273.0
na	ARM1	357.32	-3.71	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	6.19e-08	6.190000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT87	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	88	pmagpy-4.2.96	mc120c-SA4	u	0.035	0.0			87	273.0
na	ARM1	355.97	-4.08	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.628e-08	5.628e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT88	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	89	pmagpy-4.2.96	mc120c-SA4	u	0.04	0.0			88	273.0
na	ARM1	353.7	-2.89	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.218e-08	5.218000000000002e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT89	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	90	pmagpy-4.2.96	mc120c-SA4	u	0.045	0.0			89	273.0
na	ARM1	352.37	-2.16	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.927e-08	4.927e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT90	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	91	pmagpy-4.2.96	mc120c-SA4	u	0.05	0.0			90	273.0
na	ARM1	350.06	-3.37	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.526e-08	4.526000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT91	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	92	pmagpy-4.2.96	mc120c-SA4	u	0.06	0.0			91	273.0
na	ARM1	350.11	-0.79	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.325e-08	4.325e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT92	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	93	pmagpy-4.2.96	mc120c-SA4	u	0.07	0.0			92	273.0
na	ARM1	348.73	-0.97	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.12e-08	4.12e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT93	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	94	pmagpy-4.2.96	mc120c-SA4	u	0.08	0.0			93	273.0
na	ARM1	348.79	-0.99	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.987e-08	3.987e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT94	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	95	pmagpy-4.2.96	mc120c-SA4	u	0.09	0.0			94	273.0
na	ARM1	350.34	0.15	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.875e-08	3.875e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT95	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	96	pmagpy-4.2.96	mc120c-SA4	u	0.1	0.0			95	273.0
na	ARM1	349.59	-0.3	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.762e-08	3.762000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT96	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	97	pmagpy-4.2.96	mc120c-SA4	u	0.12	0.0			96	273.0
na	ARM1	349.95	0.55	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.737e-08	3.737000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT97	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	98	pmagpy-4.2.96	mc120c-SA4	u	0.14	0.0			97	273.0
na	ARM1	346.89	0.83	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.625e-08	3.625e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT98	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	99	pmagpy-4.2.96	mc120c-SA4	u	0.16	0.0			98	273.0
na	ARM1	348.46	0.85	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.624e-08	3.624e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT99	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	100	pmagpy-4.2.96	mc120c-SA4	u	0.18	0.0			99	273.0
na	TRM20	353.14	-0.42	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.42e-07	4.42e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT100	LT-T-I:LP-TRM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	101	pmagpy-4.2.96	mc120c-SA4	u	0.0	6e-05	353.14	-0.42	100	273.0
na	TRM2	353.4	-0.68	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.314e-07	4.314e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT101	LT-LT-Z:LP-TRM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	102	pmagpy-4.2.96	mc120c-SA4	u	0.0	0.0			101	77.0
na	TRM2	349.66	-0.75	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.291e-07	4.291e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT102	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	103	pmagpy-4.2.96	mc120c-SA4	u	0.002	0.0			102	273.0
na	TRM2	350.18	-0.93	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.202e-07	4.202000000000001e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT103	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	104	pmagpy-4.2.96	mc120c-SA4	u	0.005	0.0			103	273.0
na	TRM2	351.15	-0.28	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.073e-07	4.073e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT104	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	105	pmagpy-4.2.96	mc120c-SA4	u	0.008	0.0			104	273.0
na	TRM2	349.65	-0.26	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.959e-07	3.959e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT105	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	106	pmagpy-4.2.96	mc120c-SA4	u	0.01	0.0			105	273.0
na	TRM2	350.53	-0.21	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.846e-07	3.846e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT106	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	107	pmagpy-4.2.96	mc120c-SA4	u	0.012	0.0			106	273.0
na	TRM2	351.37	0.45	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.655e-07	3.655e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT107	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	108	pmagpy-4.2.96	mc120c-SA4	u	0.015	0.0			107	273.0
na	TRM2	352.4	-1.69	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.445e-07	3.4450000000000004e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT108	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	109	pmagpy-4.2.96	mc120c-SA4	u	0.018	0.0			108	273.0
na	TRM2	352.31	0.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.276e-07	3.276e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT109	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	110	pmagpy-4.2.96	mc120c-SA4	u	0.02	0.0			109	273.0
na	TRM2	351.27	0.33	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	2.804e-07	2.804e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT110	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	111	pmagpy-4.2.96	mc120c-SA4	u	0.025	0.0			110	273.0
na	TRM2	351.23	-0.03	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	2.259e-07	2.2590000000000004e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT111	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	112	pmagpy-4.2.96	mc120c-SA4	u	0.03	0.0			111	273.0
na	TRM2	351.29	0.03	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.717e-07	1.7170000000000005e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT112	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	113	pmagpy-4.2.96	mc120c-SA4	u	0.035	0.0			112	273.0
na	TRM2	352.03	0.74	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.324e-07	1.324e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT113	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	114	pmagpy-4.2.96	mc120c-SA4	u	0.04	0.0			113	273.0
na	TRM2	351.51	-0.32	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.072e-07	1.072e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT114	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	115	pmagpy-4.2.96	mc120c-SA4	u	0.045	0.0			114	273.0
na	TRM2	351.02	-0.24	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	9.147e-08	9.147000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT115	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	116	pmagpy-4.2.96	mc120c-SA4	u	0.05	0.0			115	273.0
na	TRM2	349.48	-1.13	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	7.475e-08	7.475000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT116	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	117	pmagpy-4.2.96	mc120c-SA4	u	0.06	0.0			116	273.0
