20.00 2.3 75.7 3.1
100.00 1.89875 73.9 3.8
150.00 1.56916 72.8 6.1
200.00 1.33271 75.4 7.4
250.00 1.12492 71.5 6.9
300.00 0.881309 69.4 9.1
350.00 0.662055 69.5 9.6
400.00 0.472181 63.8 11.8
450.10 0.305233 60.7 17.5
500.00 0.13757 41.7 34.9
550.00 0.0960123 28.1 48.3
600.00 0.064486 17.6 54.9
650.00 0.0268691 18.9 56.8
