tab 	measurements
measurement	experiment	specimen	sequence	standard	quality	method_codes	treat_step_num	meas_field_dc	magn_moment	timestamp
LP-FORC-conventional_example-117-55	LP-FORC-conventional_example	conventional_example	8226	u	g	LP-FORC	8226	-0.05672368	-4.204839e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-56	LP-FORC-conventional_example	conventional_example	8227	u	g	LP-FORC	8227	-0.05390115	-4.085154e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-57	LP-FORC-conventional_example	conventional_example	8228	u	g	LP-FORC	8228	-0.0510753	-3.974828e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-58	LP-FORC-conventional_example	conventional_example	8229	u	g	LP-FORC	8229	-0.04825517	-3.844543e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-59	LP-FORC-conventional_example	conventional_example	8230	u	g	LP-FORC	8230	-0.04542228	-3.727113e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-60	LP-FORC-conventional_example	conventional_example	8231	u	g	LP-FORC	8231	-0.04257341	-3.60561e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-61	LP-FORC-conventional_example	conventional_example	8232	u	g	LP-FORC	8232	-0.03975575	-3.465565e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-62	LP-FORC-conventional_example	conventional_example	8233	u	g	LP-FORC	8233	-0.03692967	-3.32752e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-63	LP-FORC-conventional_example	conventional_example	8234	u	g	LP-FORC	8234	-0.03410489	-3.186992e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-64	LP-FORC-conventional_example	conventional_example	8235	u	g	LP-FORC	8235	-0.0312824	-3.029142e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-65	LP-FORC-conventional_example	conventional_example	8236	u	g	LP-FORC	8236	-0.02843938	-2.865516e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-66	LP-FORC-conventional_example	conventional_example	8237	u	g	LP-FORC	8237	-0.02561311	-2.70572e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-67	LP-FORC-conventional_example	conventional_example	8238	u	g	LP-FORC	8238	-0.02279601	-2.523989e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-68	LP-FORC-conventional_example	conventional_example	8239	u	g	LP-FORC	8239	-0.01996919	-2.342686e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-69	LP-FORC-conventional_example	conventional_example	8240	u	g	LP-FORC	8240	-0.01714794	-2.133123e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-70	LP-FORC-conventional_example	conventional_example	8241	u	g	LP-FORC	8241	-0.01430355	-1.922428e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-71	LP-FORC-conventional_example	conventional_example	8242	u	g	LP-FORC	8242	-0.01146527	-1.69666e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-72	LP-FORC-conventional_example	conventional_example	8243	u	g	LP-FORC	8243	-0.008644692	-1.450196e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-73	LP-FORC-conventional_example	conventional_example	8244	u	g	LP-FORC	8244	-0.005817909	-1.189084e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-74	LP-FORC-conventional_example	conventional_example	8245	u	g	LP-FORC	8245	-0.002997422	-8.981217e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-117-75	LP-FORC-conventional_example	conventional_example	8246	u	g	LP-FORC	8246	-0.000172766	-5.677728e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-117-76	LP-FORC-conventional_example	conventional_example	8247	u	g	LP-FORC	8247	0.002657876	-2.355821e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-117-77	LP-FORC-conventional_example	conventional_example	8248	u	g	LP-FORC	8248	0.005477606	9.655253e-09	2016-04-13T13:20:00
LP-FORC-conventional_example-117-78	LP-FORC-conventional_example	conventional_example	8249	u	g	LP-FORC	8249	0.008305748	4.011301e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-117-79	LP-FORC-conventional_example	conventional_example	8250	u	g	LP-FORC	8250	0.01113321	6.81035e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-117-80	LP-FORC-conventional_example	conventional_example	8251	u	g	LP-FORC	8251	0.01395375	9.642475e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-117-81	LP-FORC-conventional_example	conventional_example	8252	u	g	LP-FORC	8252	0.01680474	1.229169e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-82	LP-FORC-conventional_example	conventional_example	8253	u	g	LP-FORC	8253	0.01963115	1.478138e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-83	LP-FORC-conventional_example	conventional_example	8254	u	g	LP-FORC	8254	0.02245578	1.736017e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-84	LP-FORC-conventional_example	conventional_example	8255	u	g	LP-FORC	8255	0.02528264	1.962327e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-117-85	LP-FORC-conventional_example	conventional_example	8256	u	g	LP-FORC	8256	0.02809882	2.180623e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-0	LP-FORC-conventional_example	conventional_example	8257	u	g	LP-FORC	8257	0.2370426	7.741161e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-1	LP-FORC-conventional_example	conventional_example	8258	u	g	LP-FORC	8258	-0.2123569	-7.423385e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-2	LP-FORC-conventional_example	conventional_example	8259	u	g	LP-FORC	8259	-0.2095681	-7.388833e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-3	LP-FORC-conventional_example	conventional_example	8260	u	g	LP-FORC	8260	-0.206696	-7.353927e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-4	LP-FORC-conventional_example	conventional_example	8261	u	g	LP-FORC	8261	-0.203837	-7.317565e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-5	LP-FORC-conventional_example	conventional_example	8262	u	g	LP-FORC	8262	-0.2009918	-7.278045e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-6	LP-FORC-conventional_example	conventional_example	8263	u	g	LP-FORC	8263	-0.1981476	-7.239419e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-7	LP-FORC-conventional_example	conventional_example	8264	u	g	LP-FORC	8264	-0.1952965	-7.208786e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-8	LP-FORC-conventional_example	conventional_example	8265	u	g	LP-FORC	8265	-0.1924543	-7.170268e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-9	LP-FORC-conventional_example	conventional_example	8266	u	g	LP-FORC	8266	-0.1896218	-7.128145e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-10	LP-FORC-conventional_example	conventional_example	8267	u	g	LP-FORC	8267	-0.186794	-7.090563e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-11	LP-FORC-conventional_example	conventional_example	8268	u	g	LP-FORC	8268	-0.1839686	-7.045498e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-12	LP-FORC-conventional_example	conventional_example	8269	u	g	LP-FORC	8269	-0.181141	-7.007794e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-13	LP-FORC-conventional_example	conventional_example	8270	u	g	LP-FORC	8270	-0.1783118	-6.974077e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-14	LP-FORC-conventional_example	conventional_example	8271	u	g	LP-FORC	8271	-0.1754918	-6.93075e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-15	LP-FORC-conventional_example	conventional_example	8272	u	g	LP-FORC	8272	-0.1726636	-6.890685e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-16	LP-FORC-conventional_example	conventional_example	8273	u	g	LP-FORC	8273	-0.1698399	-6.844253e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-17	LP-FORC-conventional_example	conventional_example	8274	u	g	LP-FORC	8274	-0.167017	-6.809966e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-18	LP-FORC-conventional_example	conventional_example	8275	u	g	LP-FORC	8275	-0.1641779	-6.77193e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-19	LP-FORC-conventional_example	conventional_example	8276	u	g	LP-FORC	8276	-0.1613526	-6.720834e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-20	LP-FORC-conventional_example	conventional_example	8277	u	g	LP-FORC	8277	-0.1585251	-6.68091e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-21	LP-FORC-conventional_example	conventional_example	8278	u	g	LP-FORC	8278	-0.1557011	-6.637301e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-22	LP-FORC-conventional_example	conventional_example	8279	u	g	LP-FORC	8279	-0.1528866	-6.593465e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-23	LP-FORC-conventional_example	conventional_example	8280	u	g	LP-FORC	8280	-0.150048	-6.540317e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-24	LP-FORC-conventional_example	conventional_example	8281	u	g	LP-FORC	8281	-0.1472133	-6.49829e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-25	LP-FORC-conventional_example	conventional_example	8282	u	g	LP-FORC	8282	-0.1443947	-6.450642e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-26	LP-FORC-conventional_example	conventional_example	8283	u	g	LP-FORC	8283	-0.1415691	-6.405682e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-27	LP-FORC-conventional_example	conventional_example	8284	u	g	LP-FORC	8284	-0.1387471	-6.355801e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-28	LP-FORC-conventional_example	conventional_example	8285	u	g	LP-FORC	8285	-0.1359123	-6.303774e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-29	LP-FORC-conventional_example	conventional_example	8286	u	g	LP-FORC	8286	-0.1330718	-6.250259e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-30	LP-FORC-conventional_example	conventional_example	8287	u	g	LP-FORC	8287	-0.1302487	-6.196883e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-31	LP-FORC-conventional_example	conventional_example	8288	u	g	LP-FORC	8288	-0.127421	-6.142931e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-32	LP-FORC-conventional_example	conventional_example	8289	u	g	LP-FORC	8289	-0.1245983	-6.093278e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-33	LP-FORC-conventional_example	conventional_example	8290	u	g	LP-FORC	8290	-0.1217661	-6.031769e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-34	LP-FORC-conventional_example	conventional_example	8291	u	g	LP-FORC	8291	-0.1189288	-5.975243e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-35	LP-FORC-conventional_example	conventional_example	8292	u	g	LP-FORC	8292	-0.1161021	-5.916021e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-36	LP-FORC-conventional_example	conventional_example	8293	u	g	LP-FORC	8293	-0.1132748	-5.860802e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-37	LP-FORC-conventional_example	conventional_example	8294	u	g	LP-FORC	8294	-0.1104488	-5.795768e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-38	LP-FORC-conventional_example	conventional_example	8295	u	g	LP-FORC	8295	-0.10763	-5.7262e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-39	LP-FORC-conventional_example	conventional_example	8296	u	g	LP-FORC	8296	-0.1047845	-5.66231e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-40	LP-FORC-conventional_example	conventional_example	8297	u	g	LP-FORC	8297	-0.1019509	-5.593944e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-41	LP-FORC-conventional_example	conventional_example	8298	u	g	LP-FORC	8298	-0.09912839	-5.525082e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-42	LP-FORC-conventional_example	conventional_example	8299	u	g	LP-FORC	8299	-0.09630223	-5.454268e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-43	LP-FORC-conventional_example	conventional_example	8300	u	g	LP-FORC	8300	-0.09348558	-5.384861e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-44	LP-FORC-conventional_example	conventional_example	8301	u	g	LP-FORC	8301	-0.09065237	-5.315903e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-45	LP-FORC-conventional_example	conventional_example	8302	u	g	LP-FORC	8302	-0.08781655	-5.223777e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-46	LP-FORC-conventional_example	conventional_example	8303	u	g	LP-FORC	8303	-0.08499949	-5.15158e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-47	LP-FORC-conventional_example	conventional_example	8304	u	g	LP-FORC	8304	-0.08217159	-5.064022e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-48	LP-FORC-conventional_example	conventional_example	8305	u	g	LP-FORC	8305	-0.07934463	-4.97906e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-49	LP-FORC-conventional_example	conventional_example	8306	u	g	LP-FORC	8306	-0.07652078	-4.886753e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-50	LP-FORC-conventional_example	conventional_example	8307	u	g	LP-FORC	8307	-0.07367345	-4.807708e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-51	LP-FORC-conventional_example	conventional_example	8308	u	g	LP-FORC	8308	-0.07084886	-4.70683e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-52	LP-FORC-conventional_example	conventional_example	8309	u	g	LP-FORC	8309	-0.06802618	-4.612694e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-53	LP-FORC-conventional_example	conventional_example	8310	u	g	LP-FORC	8310	-0.06520003	-4.515318e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-54	LP-FORC-conventional_example	conventional_example	8311	u	g	LP-FORC	8311	-0.06238214	-4.417898e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-55	LP-FORC-conventional_example	conventional_example	8312	u	g	LP-FORC	8312	-0.0595508	-4.311005e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-56	LP-FORC-conventional_example	conventional_example	8313	u	g	LP-FORC	8313	-0.05672044	-4.196985e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-57	LP-FORC-conventional_example	conventional_example	8314	u	g	LP-FORC	8314	-0.05390003	-4.085022e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-58	LP-FORC-conventional_example	conventional_example	8315	u	g	LP-FORC	8315	-0.05107317	-3.969287e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-59	LP-FORC-conventional_example	conventional_example	8316	u	g	LP-FORC	8316	-0.04825243	-3.853232e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-60	LP-FORC-conventional_example	conventional_example	8317	u	g	LP-FORC	8317	-0.04541877	-3.726427e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-61	LP-FORC-conventional_example	conventional_example	8318	u	g	LP-FORC	8318	-0.04257061	-3.601019e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-62	LP-FORC-conventional_example	conventional_example	8319	u	g	LP-FORC	8319	-0.03975344	-3.46263e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-63	LP-FORC-conventional_example	conventional_example	8320	u	g	LP-FORC	8320	-0.03692675	-3.322545e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-64	LP-FORC-conventional_example	conventional_example	8321	u	g	LP-FORC	8321	-0.03410159	-3.181101e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-65	LP-FORC-conventional_example	conventional_example	8322	u	g	LP-FORC	8322	-0.03128185	-3.034904e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-66	LP-FORC-conventional_example	conventional_example	8323	u	g	LP-FORC	8323	-0.02844189	-2.866926e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-67	LP-FORC-conventional_example	conventional_example	8324	u	g	LP-FORC	8324	-0.02561605	-2.701793e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-68	LP-FORC-conventional_example	conventional_example	8325	u	g	LP-FORC	8325	-0.022795	-2.526695e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-69	LP-FORC-conventional_example	conventional_example	8326	u	g	LP-FORC	8326	-0.01996515	-2.335607e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-70	LP-FORC-conventional_example	conventional_example	8327	u	g	LP-FORC	8327	-0.01714392	-2.138002e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-71	LP-FORC-conventional_example	conventional_example	8328	u	g	LP-FORC	8328	-0.01430314	-1.924128e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-72	LP-FORC-conventional_example	conventional_example	8329	u	g	LP-FORC	8329	-0.01146956	-1.690549e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-73	LP-FORC-conventional_example	conventional_example	8330	u	g	LP-FORC	8330	-0.008646558	-1.457569e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-74	LP-FORC-conventional_example	conventional_example	8331	u	g	LP-FORC	8331	-0.00581628	-1.182986e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-75	LP-FORC-conventional_example	conventional_example	8332	u	g	LP-FORC	8332	-0.002994726	-8.930672e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-118-76	LP-FORC-conventional_example	conventional_example	8333	u	g	LP-FORC	8333	-0.0001722255	-5.693504e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-118-77	LP-FORC-conventional_example	conventional_example	8334	u	g	LP-FORC	8334	0.002658923	-2.3721e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-118-78	LP-FORC-conventional_example	conventional_example	8335	u	g	LP-FORC	8335	0.005479093	9.239623e-09	2016-04-13T13:20:00
LP-FORC-conventional_example-118-79	LP-FORC-conventional_example	conventional_example	8336	u	g	LP-FORC	8336	0.008302471	3.931042e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-118-80	LP-FORC-conventional_example	conventional_example	8337	u	g	LP-FORC	8337	0.01110715	6.793573e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-118-81	LP-FORC-conventional_example	conventional_example	8338	u	g	LP-FORC	8338	0.0139611	9.656121e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-118-82	LP-FORC-conventional_example	conventional_example	8339	u	g	LP-FORC	8339	0.01680524	1.229041e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-83	LP-FORC-conventional_example	conventional_example	8340	u	g	LP-FORC	8340	0.01962912	1.489053e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-84	LP-FORC-conventional_example	conventional_example	8341	u	g	LP-FORC	8341	0.0224555	1.726182e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-118-85	LP-FORC-conventional_example	conventional_example	8342	u	g	LP-FORC	8342	0.02528261	1.958682e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-119-0	LP-FORC-conventional_example	conventional_example	8343	u	g	LP-FORC	8343	0.2370453	7.741929e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-119-1	LP-FORC-conventional_example	conventional_example	8344	u	g	LP-FORC	8344	-0.2151791	-7.462199e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-119-2	LP-FORC-conventional_example	conventional_example	8345	u	g	LP-FORC	8345	-0.2124039	-7.426254e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-119-3	LP-FORC-conventional_example	conventional_example	8346	u	g	LP-FORC	8346	-0.2095206	-7.39261e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-119-4	LP-FORC-conventional_example	conventional_example	8347	u	g	LP-FORC	8347	-0.2066611	-7.351829e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-119-5	LP-FORC-conventional_example	conventional_example	8348	u	g	LP-FORC	8348	-0.2038112	-7.316895e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-119-6	LP-FORC-conventional_example	conventional_example	8349	u	g	LP-FORC	8349	-0.2009711	-7.282623e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-119-7	LP-FORC-conventional_example	conventional_example	8350	u	g	LP-FORC	8350	-0.1981344	-7.237838e-07	2016-04-13T13:20:00
