tab 	er_samples
cooling_rate_corr	cooling_rate_mcd	er_citation_names	er_location_name	er_sample_alternatives	er_sample_name	er_scientist_mail_names	er_site_name	magic_method_codes	participantlist	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_cooling_rate	sample_declination_correction	sample_description	sample_dip	sample_height	sample_igsn	sample_lat	sample_lithology	sample_lon	sample_texture	sample_type
		This study			mc117a		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc117b		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc117c		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc117d		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc117e		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc117f		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc117g		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc117h		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc117i		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc117j		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc117l		mc117	:SO-NO					Not Specified							-78.23500	Not Specified	162.97300		Not Specified
		This study			mc118a		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118b		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118c		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118d		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118e		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118f		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118g		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118h		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118i		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118j		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118k		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc118l		mc118	:SO-NO					Not Specified							-78.24100	Not Specified	163.14100		Not Specified
		This study			mc119a		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119b		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119c		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119d		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119e		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119f		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119g		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119h		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119i		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119j		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119k		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc119l		mc119	:SO-NO					Not Specified							-78.23900	Not Specified	162.95700		Not Specified
		This study			mc11a		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23000		Not Specified
		This study			mc11b		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23000		Not Specified
		This study			mc11c		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23000		Not Specified
		This study			mc11d		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23000		Not Specified
		This study			mc11e		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23000		Not Specified
		This study			mc11f		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23000		Not Specified
		This study			mc11g		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23000		Not Specified
		This study			mc11h		mc11	:SO-NO					Not Specified							-77.57000	Not Specified	166.23000		Not Specified
		This study			mc120a		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120b		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120c		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120d		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120e		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120f		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120g		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120h		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120i		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120j		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120k		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120l		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc120m		mc120	:SO-NO					Not Specified							-78.24100	Not Specified	163.09200		Not Specified
		This study			mc121a		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc121b		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc121c		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc121d		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc121e		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc121f		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc121g		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc121h		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc121i		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc121j		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc121k		mc121	:SO-NO					Not Specified							-78.23500	Not Specified	162.95400		Not Specified
		This study			mc122a		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc122b		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc122c		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc122d		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc122e		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc122f		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc122g		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc122h		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc122i		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc122k		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc122l		mc122	:SO-NO					Not Specified							-78.18700	Not Specified	163.58000		Not Specified
		This study			mc123a		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123b		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123c		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123d		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123e		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123f		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123g		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123h		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123i		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123j		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123k		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc123l		mc123	:SO-NO					Not Specified							-78.25400	Not Specified	163.72900		Not Specified
		This study			mc124a		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124b		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124c		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124d		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124e		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124f		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124g		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124h		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124i		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124j		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124k		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc124l		mc124	:SO-NO					Not Specified							-78.18600	Not Specified	163.56700		Not Specified
		This study			mc125a		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125b		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125c		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125d		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125e		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125f		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125g		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125h		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125i		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125j		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125k		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125l		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125m		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125n		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc125o		mc125	:SO-NO					Not Specified							-78.25400	Not Specified	163.73000		Not Specified
		This study			mc126a		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.73700		Not Specified
		This study			mc126b		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.73700		Not Specified
		This study			mc126c		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.73700		Not Specified
		This study			mc126d		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.73700		Not Specified
		This study			mc126e		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.73700		Not Specified
		This study			mc126f		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.73700		Not Specified
		This study			mc126g		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.73700		Not Specified
		This study			mc126h		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.73700		Not Specified
		This study			mc126i		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.73700		Not Specified
		This study			mc126j		mc126	:SO-NO					Not Specified							-78.25300	Not Specified	163.73700		Not Specified
		This study			mc127a		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.73300		Not Specified
		This study			mc127b		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.73300		Not Specified
		This study			mc127c		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.73300		Not Specified
		This study			mc127d		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.73300		Not Specified
		This study			mc127e		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.73300		Not Specified
		This study			mc127f		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.73300		Not Specified
		This study			mc127g		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.73300		Not Specified
		This study			mc127h		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.73300		Not Specified
		This study			mc127i		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.73300		Not Specified
		This study			mc127j		mc127	:SO-NO					Not Specified							-78.25400	Not Specified	163.73300		Not Specified
		This study			mc128a		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc128b		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc128c		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc128d		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc128e		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc128f		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc128g		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc128h		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc128i		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc128j		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc128k		mc128	:SO-NO					Not Specified							-78.21000	Not Specified	166.57100		Not Specified
		This study			mc129a		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc129b		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc129c		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc129d		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc129e		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc129f		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc129h		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc129i		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc129j		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc129l		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc129m		mc129	:SO-NO					Not Specified							-78.21400	Not Specified	166.57700		Not Specified
		This study			mc12b		mc12	:SO-NO					Not Specified							-77.58000	Not Specified	166.23000		Not Specified
		This study			mc130a		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.57900		Not Specified
		This study			mc130b		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.57900		Not Specified
		This study			mc130c		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.57900		Not Specified
		This study			mc130d		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.57900		Not Specified
		This study			mc130e		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.57900		Not Specified
		This study			mc130f		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.57900		Not Specified
		This study			mc130g		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.57900		Not Specified
		This study			mc130h		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.57900		Not Specified
		This study			mc130i		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.57900		Not Specified
		This study			mc130j		mc130	:SO-NO					Not Specified							-78.21000	Not Specified	166.57900		Not Specified
		This study			mc131a		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131b		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131c		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131d		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131e		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131f		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131g		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131h		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131i		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131j		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131k		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131l		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc131m		mc131	:SO-NO					Not Specified							-78.21400	Not Specified	166.57300		Not Specified
		This study			mc132a		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132b		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132c		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132d		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132e		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132f		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132g		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132h		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132i		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132j		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132k		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc132l		mc132	:SO-NO					Not Specified							-78.20600	Not Specified	166.55200		Not Specified
		This study			mc133a		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133b		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133c		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133d		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133e		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133f		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133g		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133h		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133i		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133j		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133l		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc133m		mc133	:SO-NO					Not Specified							-78.19900	Not Specified	166.58400		Not Specified
		This study			mc134a		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc134b		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc134c		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc134d		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc134e		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc134f		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc134g		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc134h		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc134i		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc134j		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc134k		mc134	:SO-NO					Not Specified							-78.21900	Not Specified	166.60700		Not Specified
		This study			mc135a		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.56500		Not Specified
		This study			mc135b		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.56500		Not Specified
		This study			mc135c		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.56500		Not Specified
		This study			mc135d		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.56500		Not Specified
		This study			mc135e		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.56500		Not Specified
		This study			mc135f		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.56500		Not Specified
		This study			mc135g		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.56500		Not Specified
		This study			mc135h		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.56500		Not Specified
		This study			mc135i		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.56500		Not Specified
		This study			mc135j		mc135	:SO-NO					Not Specified							-78.23100	Not Specified	166.56500		Not Specified
		This study			mc136a		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc136b		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc136c		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc136d		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc136e		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc136f		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc136g		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc136h		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc136i		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc136j		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc136k		mc136	:SO-NO					Not Specified							-78.28200	Not Specified	163.32900		Not Specified
		This study			mc137a		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137b		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137c		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137d		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137e		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137f		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137g		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137h		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137i		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137j		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137k		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc137l		mc137	:SO-NO					Not Specified							-78.26100	Not Specified	163.25700		Not Specified
		This study			mc138a		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc138b		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc138c		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc138d		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc138e		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc138f		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc138g		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc138h		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc138i		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc138j		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc138k		mc138	:SO-NO					Not Specified							-78.26000	Not Specified	163.24000		Not Specified
		This study			mc139a		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc139b		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc139c		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc139d		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc139e		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc139f		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc139g		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc139h		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc139i		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc139j		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc139k		mc139	:SO-NO					Not Specified							-78.26000	Not Specified	163.08000		Not Specified
		This study			mc13a		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41000		Not Specified
		This study			mc13b		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41000		Not Specified
		This study			mc13c		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41000		Not Specified
		This study			mc13d		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41000		Not Specified
		This study			mc13e		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41000		Not Specified
		This study			mc13f		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41000		Not Specified
		This study			mc13g		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41000		Not Specified
		This study			mc13h		mc13	:SO-NO					Not Specified							-77.64000	Not Specified	166.41000		Not Specified
