tab 	er_samples
cooling_rate_corr	cooling_rate_mcd	er_citation_names	er_location_name	er_sample_alternatives	er_sample_name	er_scientist_mail_names	er_site_name	magic_method_codes	participantlist	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_cooling_rate	sample_declination_correction	sample_description	sample_dip	sample_height	sample_igsn	sample_lat	sample_lithology	sample_lon	sample_texture	sample_type
		This study			mc140a		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.00400		Not Specified
		This study			mc140b		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.00400		Not Specified
		This study			mc140c		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.00400		Not Specified
		This study			mc140d		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.00400		Not Specified
		This study			mc140e		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.00400		Not Specified
		This study			mc140f		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.00400		Not Specified
		This study			mc140g		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.00400		Not Specified
		This study			mc140h		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.00400		Not Specified
		This study			mc140i		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.00400		Not Specified
		This study			mc140j		mc140	:SO-NO					Not Specified							-78.27600	Not Specified	163.00400		Not Specified
		This study			mc141b		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc141c		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc141d		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc141e		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc141f		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc141g		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc141h		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc141i		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc141j		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc141k		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc141l		mc141	:SO-NO					Not Specified							-77.58000	Not Specified	166.24600		Not Specified
		This study			mc142a		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc142b		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc142c		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc142d		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc142e		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc142f		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc142g		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc142h		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc142i		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc142j		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc142k		mc142	:SO-NO					Not Specified							-77.85100	Not Specified	166.68000		Not Specified
		This study			mc143a		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc143b		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc143c		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc143d		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc143e		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc143f		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc143g		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc143h		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc143i		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc143j		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc143k		mc143	:SO-NO					Not Specified							-78.24400	Not Specified	162.87900		Not Specified
		This study			mc144a		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc144b		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc144c		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc144d		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc144e		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc144f		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc144g		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc144h		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc144i		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc144j		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc144k		mc144	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc145a		mc145	:SO-NO					Not Specified							-77.85000	Not Specified	166.68800		Not Specified
		This study			mc145b		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145c		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145d		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145e		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145f		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145g		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145i		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145j		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145k		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145l		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145m		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc145n		mc145	:SO-NO					Not Specified							-78.24000	Not Specified	162.89300		Not Specified
		This study			mc146a		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc146b		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc146c		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc146d		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc146e		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc146f		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc146g		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc146h		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc146i		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc146j		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc146k		mc146	:SO-NO					Not Specified							-78.22000	Not Specified	162.96300		Not Specified
		This study			mc147a		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147b		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147c		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147d		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147e		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147f		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147g		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147h		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147i		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147j		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147k		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147l		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147m		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc147n		mc147	:SO-NO					Not Specified							-78.19600	Not Specified	162.96200		Not Specified
		This study			mc148a		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc148b		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc148c		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc148d		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc148e		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc148f		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc148g		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc148h		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc148i		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc148j		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc148k		mc148	:SO-NO					Not Specified							-77.49200	Not Specified	167.24900		Not Specified
		This study			mc149a		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc149b		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc149c		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc149d		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc149e		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc149f		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc149g		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc149h		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc149i		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc149j		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc149k		mc149	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc14a		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23000		Not Specified
		This study			mc14b		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23000		Not Specified
		This study			mc14c		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23000		Not Specified
		This study			mc14d		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23000		Not Specified
		This study			mc14e		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23000		Not Specified
		This study			mc14f		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23000		Not Specified
		This study			mc14g		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23000		Not Specified
		This study			mc14h		mc14	:SO-NO					Not Specified							-77.46000	Not Specified	169.23000		Not Specified
		This study			mc150a		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.63700		Not Specified
		This study			mc150b		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.63700		Not Specified
		This study			mc150c		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.63700		Not Specified
		This study			mc150d		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.63700		Not Specified
		This study			mc150e		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.63700		Not Specified
		This study			mc150f		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.63700		Not Specified
		This study			mc150g		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.63700		Not Specified
		This study			mc150h		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.63700		Not Specified
		This study			mc150i		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.63700		Not Specified
		This study			mc150j		mc150	:SO-NO					Not Specified							-77.71400	Not Specified	162.63700		Not Specified
		This study			mc151a		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc151b		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc151c		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc151d		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc151e		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc151f		mc151	:SO-NO					Not Specified							-77.48600	Not Specified	167.18700		Not Specified
		This study			mc152a		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc152b		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc152c		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc152d		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc152e		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc152f		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc152g		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc152h		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc152i		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc152j		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc152k		mc152	:SO-NO					Not Specified							-77.71600	Not Specified	162.64500		Not Specified
		This study			mc153a		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153c		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153d		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153e		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153f		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153g		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153h		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153i		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153j		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153k		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153l		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc153m		mc153	:SO-NO					Not Specified							-77.76000	Not Specified	162.14400		Not Specified
		This study			mc154a		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.62600		Not Specified
		This study			mc154b		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.62600		Not Specified
		This study			mc154c		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.62600		Not Specified
		This study			mc154d		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.62600		Not Specified
		This study			mc154e		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.62600		Not Specified
		This study			mc154f		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.62600		Not Specified
		This study			mc154g		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.62600		Not Specified
		This study			mc154h		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.62600		Not Specified
		This study			mc154i		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.62600		Not Specified
		This study			mc154j		mc154	:SO-NO					Not Specified							-77.71900	Not Specified	162.62600		Not Specified
		This study			mc155a		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155b		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155c		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155d		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155e		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155f		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155g		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155h		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155i		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155j		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155k		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155l		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155m		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc155n		mc155	:SO-NO					Not Specified							-77.69900	Not Specified	162.25300		Not Specified
		This study			mc156a		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.59200		Not Specified
		This study			mc156b		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.59200		Not Specified
		This study			mc156c		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.59200		Not Specified
		This study			mc156d		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.59200		Not Specified
		This study			mc156e		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.59200		Not Specified
		This study			mc156f		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.59200		Not Specified
		This study			mc156g		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.59200		Not Specified
		This study			mc156h		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.59200		Not Specified
		This study			mc156i		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.59200		Not Specified
		This study			mc156j		mc156	:SO-NO					Not Specified							-77.70500	Not Specified	162.59200		Not Specified
		This study			mc157a		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157b		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157c		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157d		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157e		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157f		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157g		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157h		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157j		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157k		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157l		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157m		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc157n		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.26400		Not Specified
		This study			mc158a		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.46200		Not Specified
		This study			mc158b		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.46200		Not Specified
		This study			mc158c		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.46200		Not Specified
		This study			mc158d		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.46200		Not Specified
		This study			mc158e		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.46200		Not Specified
		This study			mc158f		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.46200		Not Specified
		This study			mc158g		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.46200		Not Specified
		This study			mc158h		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.46200		Not Specified
		This study			mc158i		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.46200		Not Specified
		This study			mc158j		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.46200		Not Specified
		This study			mc15a		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23000		Not Specified
		This study			mc15b		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23000		Not Specified
		This study			mc15c		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23000		Not Specified
		This study			mc15d		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23000		Not Specified
		This study			mc15e		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23000		Not Specified
		This study			mc15f		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23000		Not Specified
		This study			mc15g		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23000		Not Specified
		This study			mc15h		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23000		Not Specified
		This study			mc160a		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160b		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160c		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160d		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160e		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160f		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160g		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160h		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160i		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160j		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160k		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc160l		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.35400		Not Specified
		This study			mc161a		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc161b		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc161c		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc161d		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc161e		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc161f		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc161g		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc161h		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc161i		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc161j		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc161k		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.69400		Not Specified
		This study			mc162a		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69000		Not Specified
		This study			mc162b		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69000		Not Specified
		This study			mc162c		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69000		Not Specified
		This study			mc162d		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69000		Not Specified
		This study			mc162e		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69000		Not Specified
		This study			mc162f		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69000		Not Specified
		This study			mc162g		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69000		Not Specified
		This study			mc162h		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69000		Not Specified
		This study			mc162i		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69000		Not Specified
		This study			mc162j		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69000		Not Specified
		This study			mc163a		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc163b		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc163c		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc163d		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc163e		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc163f		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc163g		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc163h		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc163i		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc163j		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc163k		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68000		Not Specified
		This study			mc164a		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
		This study			mc164b		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
		This study			mc164c		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
		This study			mc164d		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
		This study			mc164e		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
		This study			mc164f		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
		This study			mc164g		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
		This study			mc164h		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
		This study			mc164i		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
		This study			mc164j		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
		This study			mc164k		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33000		Not Specified
