tab     ages
age	age_unit	citations	description	location	method_codes	sample	site
0.72	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-001H_6A-1.15	318-U1361A-001H_6A-1.15
0.72	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-001H_6A-1.2	318-U1361A-001H_6A-1.2
0.73	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-001H_6A-1.25	318-U1361A-001H_6A-1.25
0.73	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-001H_6A-1.3	318-U1361A-001H_6A-1.3
0.73	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-001H_6A-1.35	318-U1361A-001H_6A-1.35
0.97	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-4-W-114	318-U1361A-002H-4-W-114
0.96	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-4-W-84	318-U1361A-002H-4-W-84
0.97	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-4-W-94	318-U1361A-002H-4-W-94
0.99	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-5-W-10	318-U1361A-002H-5-W-10
1.03	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-5-W-108	318-U1361A-002H-5-W-108
1.04	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-5-W-131	318-U1361A-002H-5-W-131
1.00	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-5-W-25	318-U1361A-002H-5-W-25
1.01	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-5-W-53	318-U1361A-002H-5-W-53
1.02	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-5-W-84	318-U1361A-002H-5-W-84
1.06	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-6-W-11	318-U1361A-002H-6-W-11
1.10	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-6-W-118	318-U1361A-002H-6-W-118
1.11	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-6-W-145	318-U1361A-002H-6-W-145
1.07	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-6-W-40	318-U1361A-002H-6-W-40
1.08	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-6-W-63	318-U1361A-002H-6-W-63
1.09	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-6-W-91	318-U1361A-002H-6-W-91
1.13	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-002H-7-W-34	318-U1361A-002H-7-W-34
1.24	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-2-W-107	318-U1361A-003H-2-W-107
1.20	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-2-W-12	318-U1361A-003H-2-W-12
1.25	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-2-W-129	318-U1361A-003H-2-W-129
1.21	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-2-W-32	318-U1361A-003H-2-W-32
1.22	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-2-W-58	318-U1361A-003H-2-W-58
1.23	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-2-W-80	318-U1361A-003H-2-W-80
1.26	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-3-W-10	318-U1361A-003H-3-W-10
1.30	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-3-W-100	318-U1361A-003H-3-W-100
1.31	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-3-W-119	318-U1361A-003H-3-W-119
1.31	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-3-W-135	318-U1361A-003H-3-W-135
1.27	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-3-W-32	318-U1361A-003H-3-W-32
1.28	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-3-W-60	318-U1361A-003H-3-W-60
1.29	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-3-W-80	318-U1361A-003H-3-W-80
1.37	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-4-W-120	318-U1361A-003H-4-W-120
1.33	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-4-W-29	318-U1361A-003H-4-W-29
1.32	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-4-W-5	318-U1361A-003H-4-W-5
1.34	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-4-W-50	318-U1361A-003H-4-W-50
1.36	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-4-W-84	318-U1361A-003H-4-W-84
1.36	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-4-W-98	318-U1361A-003H-4-W-98
1.43	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-5-W-112	318-U1361A-003H-5-W-112
1.44	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-5-W-132	318-U1361A-003H-5-W-132
1.39	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-5-W-29	318-U1361A-003H-5-W-29
1.38	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-5-W-5	318-U1361A-003H-5-W-5
1.40	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-5-W-53	318-U1361A-003H-5-W-53
1.41	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-5-W-75	318-U1361A-003H-5-W-75
1.42	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-5-W-89	318-U1361A-003H-5-W-89
1.47	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-6-W-66	318-U1361A-003H-6-W-66
1.52	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-003H-7-W-50	318-U1361A-003H-7-W-50
1.62	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H-2-W-81	318-U1361A-004H-2-W-81
1.68	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H-3-W-81	318-U1361A-004H-3-W-81
1.74	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H-4-W-69	318-U1361A-004H-4-W-69
1.80	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H-5-W-70	318-U1361A-004H-5-W-70
1.86	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H-6-W-63	318-U1361A-004H-6-W-63
1.59	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.1	318-U1361A-004H_2A-0.1
1.59	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.15	318-U1361A-004H_2A-0.15
1.60	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.2	318-U1361A-004H_2A-0.2
1.60	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.25	318-U1361A-004H_2A-0.25
1.60	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.3	318-U1361A-004H_2A-0.3
1.60	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.35	318-U1361A-004H_2A-0.35
1.60	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.4	318-U1361A-004H_2A-0.4
1.61	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.45	318-U1361A-004H_2A-0.45
1.61	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.5	318-U1361A-004H_2A-0.5
1.61	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.55	318-U1361A-004H_2A-0.55
1.61	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.6	318-U1361A-004H_2A-0.6
1.61	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.65	318-U1361A-004H_2A-0.65
1.62	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.7	318-U1361A-004H_2A-0.7
1.62	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.75	318-U1361A-004H_2A-0.75
1.62	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.8	318-U1361A-004H_2A-0.8
1.62	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.85	318-U1361A-004H_2A-0.85
1.62	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.9	318-U1361A-004H_2A-0.9
1.63	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-0.95	318-U1361A-004H_2A-0.95
1.63	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-1	318-U1361A-004H_2A-1
1.63	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-1.05	318-U1361A-004H_2A-1.05
1.63	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-1.1	318-U1361A-004H_2A-1.1
1.63	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-1.15	318-U1361A-004H_2A-1.15
1.64	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-1.2	318-U1361A-004H_2A-1.2
1.64	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_2A-1.25	318-U1361A-004H_2A-1.25
1.65	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.1	318-U1361A-004H_3A-0.1
1.66	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.15	318-U1361A-004H_3A-0.15
1.66	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.2	318-U1361A-004H_3A-0.2
1.66	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.25	318-U1361A-004H_3A-0.25
1.66	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.3	318-U1361A-004H_3A-0.3
1.66	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.35	318-U1361A-004H_3A-0.35
1.67	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.4	318-U1361A-004H_3A-0.4
1.67	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.45	318-U1361A-004H_3A-0.45
1.67	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.5	318-U1361A-004H_3A-0.5
1.67	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.55	318-U1361A-004H_3A-0.55
1.67	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.6	318-U1361A-004H_3A-0.6
1.68	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.65	318-U1361A-004H_3A-0.65
1.68	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.7	318-U1361A-004H_3A-0.7
1.68	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-0.75	318-U1361A-004H_3A-0.75
1.69	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-1	318-U1361A-004H_3A-1
1.69	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-1.05	318-U1361A-004H_3A-1.05
1.69	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-1.1	318-U1361A-004H_3A-1.1
1.70	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-1.15	318-U1361A-004H_3A-1.15
1.70	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-1.2	318-U1361A-004H_3A-1.2
1.70	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-1.25	318-U1361A-004H_3A-1.25
1.70	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-1.3	318-U1361A-004H_3A-1.3
1.70	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-1.35	318-U1361A-004H_3A-1.35
1.71	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-1.4	318-U1361A-004H_3A-1.4
1.71	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_3A-1.45	318-U1361A-004H_3A-1.45
1.71	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.1	318-U1361A-004H_4A-0.1
1.72	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.15	318-U1361A-004H_4A-0.15
1.72	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.2	318-U1361A-004H_4A-0.2
1.72	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.25	318-U1361A-004H_4A-0.25
1.72	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.3	318-U1361A-004H_4A-0.3
1.72	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.35	318-U1361A-004H_4A-0.35
1.73	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.4	318-U1361A-004H_4A-0.4
1.73	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.45	318-U1361A-004H_4A-0.45
1.73	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.5	318-U1361A-004H_4A-0.5
1.73	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.55	318-U1361A-004H_4A-0.55
1.73	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.6	318-U1361A-004H_4A-0.6
1.74	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.65	318-U1361A-004H_4A-0.65
1.74	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.7	318-U1361A-004H_4A-0.7
1.74	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.75	318-U1361A-004H_4A-0.75
1.74	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.8	318-U1361A-004H_4A-0.8
1.74	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.85	318-U1361A-004H_4A-0.85
1.75	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.9	318-U1361A-004H_4A-0.9
1.75	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-0.95	318-U1361A-004H_4A-0.95
1.75	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-1	318-U1361A-004H_4A-1
1.75	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-1.05	318-U1361A-004H_4A-1.05
1.76	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-1.1	318-U1361A-004H_4A-1.1
1.76	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-1.15	318-U1361A-004H_4A-1.15
1.76	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-1.2	318-U1361A-004H_4A-1.2
1.76	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-1.25	318-U1361A-004H_4A-1.25
1.76	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-1.3	318-U1361A-004H_4A-1.3
1.77	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-1.35	318-U1361A-004H_4A-1.35
1.77	Ma	10.1029/2012PA002308:This study	interpolation between pmag and biostrat tie points	U1361A	GM-FOSSIL:GM-INT:GM-POL	318-U1361A-004H_4A-1.4	318-U1361A-004H_4A-1.4
