tab 	sites
citations	composite_depth	core_depth	geologic_classes	geologic_types	lithologies	location	site
This study	133.7	133.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_1A-1.2
This study	133.75	133.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_1A-1.25
This study	133.8	133.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_1A-1.3
This study	133.85	133.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_1A-1.35
This study	133.9	133.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_1A-1.4
This study	134.1	134.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.1
This study	134.15	134.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.15
This study	134.2	134.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.2
This study	134.25	134.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.25
This study	134.3	134.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.3
This study	134.35	134.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.35
This study	134.4	134.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.4
This study	134.45	134.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.45
This study	134.5	134.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.5
This study	134.55	134.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.55
This study	134.6	134.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.6
This study	134.65	134.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.65
This study	134.7	134.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.7
This study	134.75	134.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.75
This study	134.8	134.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.8
This study	134.85	134.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.85
This study	134.9	134.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.9
This study	134.95	134.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-0.95
This study	135	135	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-1
This study	135.05	135.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-1.05
This study	135.1	135.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-1.1
This study	135.15	135.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-1.15
This study	135.2	135.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-1.2
This study	135.25	135.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-1.25
This study	135.3	135.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-1.3
This study	135.35	135.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-1.35
This study	135.4	135.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_2A-1.4
This study	135.6	135.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.1
This study	135.65	135.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.15
This study	135.7	135.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.2
This study	135.75	135.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.25
This study	135.8	135.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.3
This study	135.85	135.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.35
This study	135.9	135.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.4
This study	135.95	135.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.45
This study	136	136	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.5
This study	136.05	136.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.55
This study	136.1	136.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.6
This study	136.15	136.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.65
This study	136.2	136.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.7
This study	136.25	136.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.75
This study	136.3	136.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.8
This study	136.35	136.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.85
This study	136.4	136.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.9
This study	136.45	136.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-0.95
This study	136.5	136.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-1
This study	136.55	136.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-1.05
This study	136.6	136.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-1.1
This study	136.65	136.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-1.15
This study	136.7	136.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-1.2
This study	136.75	136.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-1.25
This study	136.8	136.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-1.3
This study	136.85	136.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-1.35
This study	136.9	136.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_3A-1.4
This study	137.1	137.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.1
This study	137.15	137.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.15
This study	137.2	137.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.2
This study	137.25	137.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.25
This study	137.3	137.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.3
This study	137.35	137.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.35
This study	137.4	137.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.4
This study	137.45	137.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.45
This study	137.5	137.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.5
This study	137.55	137.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.55
This study	137.6	137.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.6
This study	137.65	137.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.65
This study	137.7	137.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.7
This study	137.75	137.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.75
This study	137.8	137.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.8
This study	137.85	137.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.85
This study	137.9	137.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.9
This study	137.95	137.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-0.95
This study	138	138	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-1
This study	138.05	138.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-1.05
This study	138.1	138.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-1.1
This study	138.15	138.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-1.15
This study	138.2	138.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-1.2
This study	138.25	138.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-1.25
This study	138.3	138.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-1.3
This study	138.35	138.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-1.35
This study	138.4	138.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_4A-1.4
This study	138.6	138.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.1
This study	138.65	138.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.15
This study	138.7	138.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.2
This study	138.75	138.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.25
This study	138.8	138.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.3
This study	138.85	138.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.35
This study	138.9	138.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.4
This study	138.95	138.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.45
This study	139	139	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.5
This study	139.05	139.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.55
This study	139.1	139.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.6
This study	139.15	139.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.65
This study	139.2	139.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.7
This study	139.25	139.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.75
This study	139.3	139.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.8
This study	139.35	139.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.85
This study	139.4	139.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.9
This study	139.45	139.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-0.95
This study	139.5	139.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-1
This study	139.55	139.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-1.05
This study	139.6	139.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-1.1
This study	139.65	139.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-1.15
This study	139.7	139.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-1.2
This study	139.75	139.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-1.25
This study	139.8	139.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-1.3
This study	139.85	139.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-1.35
This study	139.9	139.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_5A-1.4
This study	140.1	140.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.1
This study	140.15	140.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.15
This study	140.2	140.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.2
This study	140.25	140.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.25
This study	140.3	140.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.3
This study	140.35	140.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.35
This study	140.4	140.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.4
This study	140.45	140.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.45
This study	140.5	140.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.5
This study	140.55	140.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.55
This study	140.6	140.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.6
This study	140.65	140.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.65
This study	140.7	140.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.7
This study	140.75	140.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.75
This study	140.8	140.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.8
This study	140.85	140.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.85
This study	140.9	140.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.9
This study	140.95	140.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-0.95
This study	141	141	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-1
This study	141.05	141.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-1.05
This study	141.1	141.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-1.1
This study	141.15	141.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-1.15
This study	141.2	141.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-1.2
This study	141.25	141.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-015H_6A-1.25
This study	142.6	142.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H-1-W-60
This study	142.6	142.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H-1-W-60a
This study	144.1	144.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H-2-W-60
This study	145.6	145.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H-3-W-60
This study	145.6	145.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H-3-W-60a
This study	147.1	147.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H-4-W-60
This study	148.6	148.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H-5-W-60
This study	148.6	148.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H-5-W-60a
This study	150.1	150.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H-6-W-60
This study	150.95	150.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H-7-W-33
This study	142.1	142.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.1
This study	142.15	142.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.15
This study	142.2	142.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.2
This study	142.25	142.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.25
This study	142.3	142.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.3
This study	142.35	142.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.35
This study	142.4	142.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.4
This study	142.45	142.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.45
This study	142.5	142.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.5
This study	142.55	142.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.55
This study	142.6	142.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.6
This study	142.65	142.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.65
This study	142.7	142.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.7
This study	142.75	142.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.75
This study	142.8	142.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.8
This study	142.85	142.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.85
This study	142.9	142.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.9
This study	142.95	142.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-0.95
This study	143	143	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-1
This study	143.05	143.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-1.05
This study	143.1	143.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-1.1
This study	143.15	143.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-1.15
This study	143.2	143.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-1.2
This study	143.25	143.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-1.25
This study	143.3	143.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-1.3
This study	143.35	143.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-1.35
This study	143.4	143.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_1A-1.4
This study	143.6	143.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.1
This study	143.65	143.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.15
This study	143.7	143.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.2
This study	143.75	143.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.25
This study	143.8	143.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.3
This study	143.85	143.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.35
This study	143.9	143.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.4
This study	143.95	143.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.45
This study	144	144	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.5
This study	144.05	144.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.55
This study	144.1	144.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.6
This study	144.15	144.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.65
This study	144.2	144.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.7
This study	144.25	144.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.75
This study	144.3	144.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.8
This study	144.35	144.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.85
This study	144.4	144.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.9
This study	144.45	144.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-0.95
This study	144.5	144.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-1
This study	144.55	144.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-1.05
This study	144.6	144.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-1.1
This study	144.65	144.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-1.15
This study	144.7	144.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-1.2
This study	144.75	144.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-1.25
This study	144.8	144.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-1.3
This study	144.85	144.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-1.35
This study	144.9	144.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_2A-1.4
This study	145.1	145.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.1
This study	145.15	145.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.15
This study	145.2	145.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.2
This study	145.25	145.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.25
This study	145.3	145.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.3
This study	145.35	145.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.35
This study	145.4	145.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.4
This study	145.45	145.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.45
This study	145.5	145.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.5
This study	145.55	145.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.55
This study	145.6	145.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.6
This study	145.65	145.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.65
This study	145.7	145.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.7
This study	145.75	145.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.75
This study	145.8	145.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.8
This study	145.85	145.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.85
This study	145.9	145.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-016H_3A-0.9
