tab	er_samples
er_citation_names	er_sample_name	er_site_name	er_location_name	sample_class	sample_lithology	sample_type	sample_lat	sample_lon	er_expedition_name	sample_core_depth	sample_azimuth	sample_dip	sample_date	magic_method_codes	sample_composite_depth	er_sample_alternatives
This study	318-U1361A-005H_4A-1.1	318-U1361A-005H_4A-1.1	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.1	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.1	nan
This study	318-U1361A-005H_4A-1.15	318-U1361A-005H_4A-1.15	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.15	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.15	nan
This study	318-U1361A-005H_4A-1.2	318-U1361A-005H_4A-1.2	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.2	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.2	nan
This study	318-U1361A-005H_4A-1.25	318-U1361A-005H_4A-1.25	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.25	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.25	nan
This study	318-U1361A-005H_4A-1.3	318-U1361A-005H_4A-1.3	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.3	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.3	nan
This study	318-U1361A-005H_4A-1.35	318-U1361A-005H_4A-1.35	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.35	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.35	nan
This study	318-U1361A-005H_4A-1.4	318-U1361A-005H_4A-1.4	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.4	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.4	nan
This study	318-U1361A-005H_4A-1.45	318-U1361A-005H_4A-1.45	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.45	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.45	nan
This study	318-U1361A-005H_5A-0.1	318-U1361A-005H_5A-0.1	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.6	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.6	nan
This study	318-U1361A-005H_5A-0.15	318-U1361A-005H_5A-0.15	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.65	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.65	nan
This study	318-U1361A-005H_5A-0.2	318-U1361A-005H_5A-0.2	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.7	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.7	nan
This study	318-U1361A-005H_5A-0.25	318-U1361A-005H_5A-0.25	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.75	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.75	nan
This study	318-U1361A-005H_5A-0.3	318-U1361A-005H_5A-0.3	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.8	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.8	nan
This study	318-U1361A-005H_5A-0.35	318-U1361A-005H_5A-0.35	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.85	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.85	nan
This study	318-U1361A-005H_5A-0.4	318-U1361A-005H_5A-0.4	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.9	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.9	nan
This study	318-U1361A-005H_5A-0.45	318-U1361A-005H_5A-0.45	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	43.95	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	43.95	nan
This study	318-U1361A-005H_5A-0.5	318-U1361A-005H_5A-0.5	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44	nan
This study	318-U1361A-005H_5A-0.55	318-U1361A-005H_5A-0.55	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.05	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.05	nan
This study	318-U1361A-005H_5A-0.6	318-U1361A-005H_5A-0.6	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.1	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.1	nan
This study	318-U1361A-005H_5A-0.65	318-U1361A-005H_5A-0.65	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.15	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.15	nan
This study	318-U1361A-005H_5A-0.7	318-U1361A-005H_5A-0.7	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.2	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.2	nan
This study	318-U1361A-005H_5A-0.75	318-U1361A-005H_5A-0.75	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.25	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.25	nan
This study	318-U1361A-005H_5A-0.8	318-U1361A-005H_5A-0.8	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.3	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.3	nan
This study	318-U1361A-005H_5A-0.85	318-U1361A-005H_5A-0.85	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.35	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.35	nan
This study	318-U1361A-005H_5A-0.9	318-U1361A-005H_5A-0.9	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.4	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.4	nan
This study	318-U1361A-005H_5A-0.95	318-U1361A-005H_5A-0.95	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.45	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.45	nan
This study	318-U1361A-005H_5A-1	318-U1361A-005H_5A-1	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.5	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.5	nan
This study	318-U1361A-005H_5A-1.05	318-U1361A-005H_5A-1.05	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.55	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.55	nan
This study	318-U1361A-005H_5A-1.1	318-U1361A-005H_5A-1.1	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.6	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.6	nan
This study	318-U1361A-005H_5A-1.15	318-U1361A-005H_5A-1.15	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.65	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.65	nan
This study	318-U1361A-005H_5A-1.2	318-U1361A-005H_5A-1.2	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.7	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.7	nan
This study	318-U1361A-005H_5A-1.25	318-U1361A-005H_5A-1.25	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.75	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.75	nan
This study	318-U1361A-005H_5A-1.3	318-U1361A-005H_5A-1.3	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.8	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.8	nan
This study	318-U1361A-005H_5A-1.35	318-U1361A-005H_5A-1.35	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.85	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.85	nan
This study	318-U1361A-005H_5A-1.4	318-U1361A-005H_5A-1.4	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.9	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.9	nan
This study	318-U1361A-005H_5A-1.45	318-U1361A-005H_5A-1.45	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	44.95	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	44.95	nan
This study	318-U1361A-005H_6A-0.1	318-U1361A-005H_6A-0.1	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.1	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.1	nan
This study	318-U1361A-005H_6A-0.15	318-U1361A-005H_6A-0.15	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.15	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.15	nan
This study	318-U1361A-005H_6A-0.2	318-U1361A-005H_6A-0.2	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.2	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.2	nan
This study	318-U1361A-005H_6A-0.25	318-U1361A-005H_6A-0.25	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.25	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.25	nan
This study	318-U1361A-005H_6A-0.3	318-U1361A-005H_6A-0.3	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.3	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.3	nan
This study	318-U1361A-005H_6A-0.35	318-U1361A-005H_6A-0.35	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.35	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.35	nan
This study	318-U1361A-005H_6A-0.4	318-U1361A-005H_6A-0.4	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.4	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.4	nan
This study	318-U1361A-005H_6A-0.45	318-U1361A-005H_6A-0.45	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.45	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.45	nan
This study	318-U1361A-005H_6A-0.5	318-U1361A-005H_6A-0.5	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.5	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.5	nan
This study	318-U1361A-005H_6A-0.55	318-U1361A-005H_6A-0.55	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.55	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.55	nan
This study	318-U1361A-005H_6A-0.6	318-U1361A-005H_6A-0.6	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.6	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.6	nan
This study	318-U1361A-005H_6A-0.65	318-U1361A-005H_6A-0.65	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.65	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.65	nan
This study	318-U1361A-005H_6A-0.7	318-U1361A-005H_6A-0.7	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.7	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.7	nan
This study	318-U1361A-005H_6A-0.75	318-U1361A-005H_6A-0.75	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.75	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.75	nan
This study	318-U1361A-005H_6A-0.8	318-U1361A-005H_6A-0.8	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.8	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.8	nan
This study	318-U1361A-005H_6A-0.85	318-U1361A-005H_6A-0.85	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.85	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.85	nan
This study	318-U1361A-005H_6A-0.9	318-U1361A-005H_6A-0.9	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.9	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.9	nan
This study	318-U1361A-005H_6A-0.95	318-U1361A-005H_6A-0.95	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	45.95	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	45.95	nan
This study	318-U1361A-005H_6A-1	318-U1361A-005H_6A-1	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	46	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	46	nan
This study	318-U1361A-005H_6A-1.05	318-U1361A-005H_6A-1.05	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	46.05	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	46.05	nan
This study	318-U1361A-005H_6A-1.1	318-U1361A-005H_6A-1.1	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	46.1	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	46.1	nan
This study	318-U1361A-005H_6A-1.15	318-U1361A-005H_6A-1.15	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	46.15	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	46.15	nan
This study	318-U1361A-005H_6A-1.2	318-U1361A-005H_6A-1.2	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	46.2	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	46.2	nan
This study	318-U1361A-005H_6A-1.25	318-U1361A-005H_6A-1.25	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	46.25	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	46.25	nan
This study	318-U1361A-005H_6A-1.3	318-U1361A-005H_6A-1.3	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	46.3	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	46.3	nan
This study	318-U1361A-005H_6A-1.35	318-U1361A-005H_6A-1.35	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	46.35	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	46.35	nan
This study	318-U1361A-005H_6A-1.4	318-U1361A-005H_6A-1.4	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	46.4	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	46.4	nan
This study	318-U1361A-005H_6A-1.45	318-U1361A-005H_6A-1.45	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	46.45	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	46.45	nan
This study	318-U1361A-006H-1-W-55	318-U1361A-006H-1-W-55	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.55	0	0	2010:02:26:12:59:00.00	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.55	CUBE2212121
This study	318-U1361A-006H-2-W-55	318-U1361A-006H-2-W-55	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	49.05	0	0	2010:02:26:12:59:00.00	FS-C-DRILL-IODP:SP-SS-C:SO-V	49.05	CUBE2212131
This study	318-U1361A-006H-3-W-54	318-U1361A-006H-3-W-54	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	50.54	0	0	2010:02:26:12:59:00.00	FS-C-DRILL-IODP:SP-SS-C:SO-V	50.54	CUBE2212141
This study	318-U1361A-006H-4-W-55	318-U1361A-006H-4-W-55	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	52.05	0	0	2010:02:26:12:59:00.00	FS-C-DRILL-IODP:SP-SS-C:SO-V	52.05	CUBE2212151
This study	318-U1361A-006H-5-W-55	318-U1361A-006H-5-W-55	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	53.55	0	0	2010:02:26:12:59:00.00	FS-C-DRILL-IODP:SP-SS-C:SO-V	53.55	CUBE2212161
This study	318-U1361A-006H-6-W-55	318-U1361A-006H-6-W-55	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	55.05	0	0	2010:02:26:12:59:00.00	FS-C-DRILL-IODP:SP-SS-C:SO-V	55.05	CUBE2212171
This study	318-U1361A-006H-6-W-55a	318-U1361A-006H-6-W-55a	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	55.05	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	55.05	nan
This study	318-U1361A-006H-7-W-98	318-U1361A-006H-7-W-98	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	56.34	0	0	2010:02:26:12:59:00.00	FS-C-DRILL-IODP:SP-SS-C:SO-V	56.34	CUBE2212181
This study	318-U1361A-006H_1A-0.2	318-U1361A-006H_1A-0.2	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.2	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.2	nan
This study	318-U1361A-006H_1A-0.25	318-U1361A-006H_1A-0.25	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.25	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.25	nan
This study	318-U1361A-006H_1A-0.3	318-U1361A-006H_1A-0.3	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.3	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.3	nan
This study	318-U1361A-006H_1A-0.35	318-U1361A-006H_1A-0.35	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.35	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.35	nan
This study	318-U1361A-006H_1A-0.4	318-U1361A-006H_1A-0.4	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.4	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.4	nan
This study	318-U1361A-006H_1A-0.45	318-U1361A-006H_1A-0.45	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.45	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.45	nan
This study	318-U1361A-006H_1A-0.5	318-U1361A-006H_1A-0.5	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.5	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.5	nan
This study	318-U1361A-006H_1A-0.55	318-U1361A-006H_1A-0.55	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.55	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.55	nan
This study	318-U1361A-006H_1A-0.6	318-U1361A-006H_1A-0.6	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.6	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.6	nan
This study	318-U1361A-006H_1A-0.65	318-U1361A-006H_1A-0.65	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.65	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.65	nan
This study	318-U1361A-006H_1A-0.7	318-U1361A-006H_1A-0.7	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.7	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.7	nan
This study	318-U1361A-006H_1A-0.75	318-U1361A-006H_1A-0.75	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.75	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.75	nan
This study	318-U1361A-006H_1A-0.8	318-U1361A-006H_1A-0.8	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.8	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.8	nan
This study	318-U1361A-006H_1A-0.85	318-U1361A-006H_1A-0.85	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.85	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.85	nan
This study	318-U1361A-006H_1A-0.9	318-U1361A-006H_1A-0.9	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.9	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.9	nan
This study	318-U1361A-006H_1A-0.95	318-U1361A-006H_1A-0.95	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	47.95	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	47.95	nan
This study	318-U1361A-006H_1A-1	318-U1361A-006H_1A-1	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48	nan
This study	318-U1361A-006H_1A-1.05	318-U1361A-006H_1A-1.05	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.05	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.05	nan
This study	318-U1361A-006H_1A-1.1	318-U1361A-006H_1A-1.1	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.1	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.1	nan
This study	318-U1361A-006H_1A-1.15	318-U1361A-006H_1A-1.15	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.15	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.15	nan
This study	318-U1361A-006H_1A-1.2	318-U1361A-006H_1A-1.2	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.2	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.2	nan
This study	318-U1361A-006H_1A-1.25	318-U1361A-006H_1A-1.25	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.25	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.25	nan
This study	318-U1361A-006H_1A-1.3	318-U1361A-006H_1A-1.3	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.3	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.3	nan
This study	318-U1361A-006H_1A-1.35	318-U1361A-006H_1A-1.35	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.35	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.35	nan
This study	318-U1361A-006H_1A-1.4	318-U1361A-006H_1A-1.4	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.4	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.4	nan
This study	318-U1361A-006H_2A-0.1	318-U1361A-006H_2A-0.1	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.6	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.6	nan
This study	318-U1361A-006H_2A-0.15	318-U1361A-006H_2A-0.15	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.65	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.65	nan
This study	318-U1361A-006H_2A-0.2	318-U1361A-006H_2A-0.2	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.7	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.7	nan
This study	318-U1361A-006H_2A-0.25	318-U1361A-006H_2A-0.25	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.75	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.75	nan
This study	318-U1361A-006H_2A-0.3	318-U1361A-006H_2A-0.3	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.8	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.8	nan
This study	318-U1361A-006H_2A-0.35	318-U1361A-006H_2A-0.35	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.85	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.85	nan
This study	318-U1361A-006H_2A-0.4	318-U1361A-006H_2A-0.4	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.9	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.9	nan
This study	318-U1361A-006H_2A-0.45	318-U1361A-006H_2A-0.45	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	48.95	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	48.95	nan
This study	318-U1361A-006H_2A-0.5	318-U1361A-006H_2A-0.5	U1361A	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	-64.2457	143.532	318	49	0	0	nan	FS-C-DRILL-IODP:SP-SS-C:SO-V	49	nan
