tab 	specimens
citations	description	experiments	geologic_classes	geologic_types	hyst_bc	hyst_bc_offset	hyst_mr_mass	hyst_ms_mass	hyst_xhf	instrument_codes	lithologies	meas_orient_phi	meas_orient_theta	meas_temp	method_codes	rem_bcr	rem_hirm_mass	rem_mr_mass	rem_sratio	rem_sratio_back	result_quality	sample	specimen	volume	weight
This study		IRM-VSM3-18341	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	30.007	LP-IRM-DCD	0.0554	0.001004	0.1198	0.929	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18342	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	40.058	LP-IRM-DCD	0.0497	0.001061	0.1157	0.948	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18343	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	50.071	LP-IRM-DCD	0.0448	0.001196	0.1111	0.954	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18344	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	60.086	LP-IRM-DCD	0.0404	0.001395	0.1065	0.954	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18345	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	70.09	LP-IRM-DCD	0.0364	0.001537	0.1015	0.954	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18346	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	80.111	LP-IRM-DCD	0.0327	0.00167	0.09623	0.951	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18347	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	90.094	LP-IRM-DCD	0.0293	0.001813	0.09014	0.948	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18348	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	100.086	LP-IRM-DCD	0.0262	0.001819	0.08318	0.945	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18350	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	110.072	LP-IRM-DCD	0.0234	0.001906	0.07546	0.94	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18351	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	120.084	LP-IRM-DCD	0.021	0.002096	0.06686	0.932	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18352	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	130.063	LP-IRM-DCD	0.0191	0.002194	0.05756	0.921	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18353	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	129.98	LP-IRM-DCD	0.0193	0.002963	0.05941	0.91	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18354	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	140.079	LP-IRM-DCD	0.0179	0.001784	0.04874	0.916	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18355	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	150.094	LP-IRM-DCD	0.0173	0.002036	0.03956	0.892	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18356	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	160.068	LP-IRM-DCD	0.0179	0.003087	0.03204	0.835	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18357	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	170.063	LP-IRM-DCD	0.0197	0.00328	0.0257	0.789	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18358	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	180.067	LP-IRM-DCD	0.0245	0.003412	0.02112	0.739	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18359	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	190.067	LP-IRM-DCD	0.0302	0.003307	0.01793	0.7	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18360	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	200.079	LP-IRM-DCD	0.0343	0.003243	0.01597	0.673	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18361	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	210.062	LP-IRM-DCD	0.0367	0.003202	0.0148	0.655	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18362	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	220.074	LP-IRM-DCD	0.0377	0.003092	0.01413	0.648	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18363	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	230.058	LP-IRM-DCD	0.038	0.002985	0.01365	0.651	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18364	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	240.077	LP-IRM-DCD	0.0377	0.002835	0.0133	0.659	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18365	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	250.069	LP-IRM-DCD	0.0373	0.002682	0.01296	0.666	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18366	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	260.065	LP-IRM-DCD	0.0368	0.002525	0.01266	0.678	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18367	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	270.048	LP-IRM-DCD	0.0363	0.002386	0.0124	0.688	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18368	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	280.058	LP-IRM-DCD	0.0356	0.002276	0.01216	0.7	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18369	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	290.052	LP-IRM-DCD	0.0352	0.0022	0.01196	0.705	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18370	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	300.043	LP-IRM-DCD	0.0347	0.002171	0.01179	0.711	0.1	g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study		IRM-VSM3-18349	Extrusive	Lava Flow	0.04795	0.0001199	0.1289	0.3678	0.0000003102	IRM-VSM3	Rhyolitic Tuff	0	0	9.88	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	TC04-12-04	TC04-12-04-004	0.00000025	0.0000456
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04A	0.0000045	0.0072701
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04B	0.00001	0.0134108
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04C	0.0000059	0.0083483
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04D	0.0000032	0.0053896
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04E	0.0000077	0.0103705
This study		IRM-VSM1-574	Extrusive	Lava Flow						IRM-VSM1	Rhyolitic Tuff	0	0	295	LP-IRM-DCD	0.0404		0.01593			g	TC04-12-04	TC04-12-04F	0.0000027	0.0049594
This study		IRM-VSM1-574	Extrusive	Lava Flow	0.001262		0.01593	0.3579	0.00000002465	IRM-VSM1	Rhyolitic Tuff	0	0	295	SM-R-LIN:SM-SLOPE:LP-HYS						g	TC04-12-04	TC04-12-04F	0.0000027	0.0049594
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04G	0.0000054	0.0081659
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04H	0.0000072	0.0108258
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04I	0.0000086	0.0120242
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04J	0.0000086	0.0119603
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04K	0.00001	0.0153462
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04L	0.0000036	0.0071683
This study			Extrusive	Lava Flow							Rhyolitic Tuff											TC04-12-04	TC04-12-04M	0.0000036	0.0063738
This study	10-nm particles, maghemite (?).	IRM-VSM3-15525								IRM-VSM3		0	0	9.663	LP-IRM-DCD	0.0252	-0.06395	7.541	0.987	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15526								IRM-VSM3		0	0	19.906	LP-IRM-DCD	0.0203	0.257	7.271	0.957	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15527								IRM-VSM3		0	0	30.036	LP-IRM-DCD	0.0169	0.1979	5.015	0.949	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15528								IRM-VSM3		0	0	40.051	LP-IRM-DCD	0.0146	0.2158	3.58	0.925	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15529								IRM-VSM3		0	0	50.059	LP-IRM-DCD	0.0131	0.2333	2.615	0.891	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15530								IRM-VSM3		0	0	60.071	LP-IRM-DCD	0.012	0.2479	1.96	0.847	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15531								IRM-VSM3		0	0	70.083	LP-IRM-DCD	0.0112	0.2607	1.495	0.791	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15532								IRM-VSM3		0	0	80.101	LP-IRM-DCD	0.0107	0.2685	1.153	0.722	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15533								IRM-VSM3		0	0	90.093	LP-IRM-DCD	0.0107	0.2812	0.9096	0.638	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15534								IRM-VSM3		0	0	100.076	LP-IRM-DCD	0.0113	0.2907	0.729	0.537	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15535								IRM-VSM3		0	0	110.07	LP-IRM-DCD	0.0128	0.2969	0.5936	0.424	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15536								IRM-VSM3		0	0	120.089	LP-IRM-DCD	0.016	0.3035	0.4938	0.299	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15537								IRM-VSM3		0	0	130.067	LP-IRM-DCD	0.0286	0.3065	0.4193	0.169	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15538								IRM-VSM3		0	0	140.069	LP-IRM-DCD	0.0798	0.309	0.3639	0.043	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15539								IRM-VSM3		0	0	150.079	LP-IRM-DCD	0.146	0.3084	0.3221	-0.072	0.1	g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15555			0.000004489	0.0002393	0.005878	38.26	0.000003887	IRM-VSM3		0	0	299.77	SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15556			-0.0000009668	0.0002394	0.001847	38.81	0.000003818	IRM-VSM3		0	0	289.73	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15557			0.000002082	0.0002406	0.004277	39.35	0.000003767	IRM-VSM3		0	0	279.74	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15558			-0.000002911	0.0002411	-0.0002748	39.83	0.000003796	IRM-VSM3		0	0	269.75	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15559			0.0000005519	0.0002404	0.003164	40.38	0.000003702	IRM-VSM3		0	0	259.77	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15560			-0.0000006388	0.0002397	0.002179	40.89	0.000003643	IRM-VSM3		0	0	249.77	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15561			0.000004643	0.0002326	0.007987	41.42	0.000003547	IRM-VSM3		0	0	239.78	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15562			0.00000999	0.0002443	0.01433	41.88	0.000003521	IRM-VSM3		0	0	229.77	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15563			0.0000164	0.0002397	0.02182	42.39	0.000003431	IRM-VSM3		0	0	219.78	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15564			0.00002681	0.0002416	0.03454	42.84	0.000003385	IRM-VSM3		0	0	209.79	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15565			0.00003966	0.0002458	0.05042	43.29	0.000003326	IRM-VSM3		0	0	199.8	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15566			0.0000527	0.0002415	0.06743	43.71	0.00000328	IRM-VSM3		0	0	189.8	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15567			0.00006824	0.0002332	0.08881	44.16	0.000003168	IRM-VSM3		0	0	179.8	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15568			0.00009484	0.0002397	0.1237	44.57	0.000003092	IRM-VSM3		0	0	169.81	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15569			0.0001327	0.0002343	0.174	44.94	0.000003061	IRM-VSM3		0	0	159.82	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15570			0.000186	0.0002443	0.2453	45.3	0.000002957	IRM-VSM3		0	0	149.83	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15571			0.0002451	0.0002347	0.3251	45.58	0.000002979	IRM-VSM3		0	0	139.82	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15572			0.0003249	0.0002381	0.4334	45.94	0.000002852	IRM-VSM3		0	0	129.83	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15573			0.0004279	0.0002312	0.5757	46.24	0.000002791	IRM-VSM3		0	0	119.92	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15574			0.0005657	0.0002396	0.7611	46.53	0.000002713	IRM-VSM3		0	0	109.94	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15575			0.000734	0.0002452	0.9854	46.81	0.000002641	IRM-VSM3		0	0	100	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15576			0.0009549	0.0002507	1.278	47.07	0.000002568	IRM-VSM3		0	0	90.07	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15577			0.001226	0.0002598	1.628	47.34	0.000002483	IRM-VSM3		0	0	80.1	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15578			0.001596	0.0002651	2.095	47.61	0.000002395	IRM-VSM3		0	0	70.1	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15579			0.002108	0.0002673	2.714	47.93	0.000002332	IRM-VSM3		0	0	60.09	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15580			0.002812	0.0002703	3.527	48.49	0.000002208	IRM-VSM3		0	0	50.1	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15581			0.00384	0.0002538	4.668	49.56	0.00000199	IRM-VSM3		0	0	40.11	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15582			0.005454	0.0002663	6.314	50.73	0.000001772	IRM-VSM3		0	0	30.12	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15583			0.007924	0.0002749	8.566	51.21	0.00000174	IRM-VSM3		0	0	20.13	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
This study	10-nm particles, maghemite (?).	IRM-VSM3-15584			0.01178	0.0002687	11.6	51.4	0.000001677	IRM-VSM3		0	0	10.29	LP-HYS-T:SM-R-LIN:SM-SLOPE:LP-HYS						g	ferrofluid APG512A	ferrofluid-MO1-001		0.0000471
