tab	measurements
experiment	specimen	measurement	treat_step_num	citations	instrument_codes	method_codes	meas_field_ac	meas_freq	meas_temp	timestamp	susc_chi_qdr_volume	susc_chi_volume
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	169.9985	2006-03-20T08:53:33Z	3.19e-06	2.47e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	169.9985	2006-03-20T08:53:33Z	2.83e-06	2.24e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	169.9985	2006-03-20T08:53:33Z	2.51e-06	2.0399999999999998e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	169.9985	2006-03-20T08:53:33Z	2.19e-06	1.87e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	169.9985	2006-03-20T08:53:33Z	1.88e-06	1.7199999999999998e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	169.9985	2006-03-20T08:53:33Z	1.55e-06	1.59e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	179.9953	2006-03-20T08:53:33Z	4.1e-06	3.01e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	179.9953	2006-03-20T08:53:33Z	3.72e-06	2.72e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	179.9953	2006-03-20T08:53:33Z	3.33e-06	2.46e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	179.9953	2006-03-20T08:53:33Z	2.95e-06	2.23e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	179.9953	2006-03-20T08:53:33Z	2.59e-06	2.0300000000000002e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	179.9953	2006-03-20T08:53:33Z	2.22e-06	1.85e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	179.9953	2006-03-20T08:53:33Z	1.84e-06	1.6899999999999997e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	189.9928	2006-03-20T08:53:33Z	4.75e-06	3.34e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	189.9928	2006-03-20T08:53:33Z	4.31e-06	2.9999999999999997e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	189.9928	2006-03-20T08:53:33Z	3.87e-06	2.7000000000000002e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	189.9928	2006-03-20T08:53:33Z	3.44e-06	2.44e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	189.9928	2006-03-20T08:53:33Z	3.03e-06	2.1899999999999997e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	189.9928	2006-03-20T08:53:33Z	2.6e-06	1.99e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	189.9928	2006-03-20T08:53:33Z	2.16e-06	1.8100000000000003e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	199.9898	2006-03-20T08:53:33Z	5.44e-06	3.7e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	199.9898	2006-03-20T08:53:33Z	4.97e-06	3.32e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	199.9898	2006-03-20T08:53:33Z	4.48e-06	2.98e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	199.9898	2006-03-20T08:53:33Z	3.97e-06	2.6600000000000003e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	199.9898	2006-03-20T08:53:33Z	3.52e-06	2.3899999999999998e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	199.9898	2006-03-20T08:53:33Z	3.04e-06	2.14e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	199.9898	2006-03-20T08:53:33Z	2.51e-06	1.93e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	209.9925	2006-03-20T08:53:33Z	6.25e-06	4.11e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	209.9925	2006-03-20T08:53:33Z	5.68e-06	3.66e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	209.9925	2006-03-20T08:53:33Z	5.12e-06	3.27e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	209.9925	2006-03-20T08:53:33Z	4.57e-06	2.9100000000000003e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	209.9925	2006-03-20T08:53:33Z	4.06e-06	2.6000000000000002e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	209.9925	2006-03-20T08:53:33Z	3.53e-06	2.3199999999999998e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	209.9925	2006-03-20T08:53:33Z	2.92e-06	2.07e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	219.99200000000002	2006-03-20T08:53:33Z	7.14e-06	4.55e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	219.99200000000002	2006-03-20T08:53:33Z	6.49e-06	4.05e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	219.99200000000002	2006-03-20T08:53:33Z	5.85e-06	3.59e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	219.99200000000002	2006-03-20T08:53:33Z	5.22e-06	3.18e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	219.99200000000002	2006-03-20T08:53:33Z	4.65e-06	2.8199999999999998e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	219.99200000000002	2006-03-20T08:53:33Z	4.05e-06	2.5e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	219.99200000000002	2006-03-20T08:53:33Z	3.4e-06	2.22e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	229.9832	2006-03-20T08:53:33Z	8.12e-06	5.03e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	229.9832	2006-03-20T08:53:33Z	7.38e-06	4.46e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	229.9832	2006-03-20T08:53:33Z	6.64e-06	3.9399999999999995e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	229.9832	2006-03-20T08:53:33Z	5.93e-06	3.47e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	229.9832	2006-03-20T08:53:33Z	5.28e-06	3.07e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	229.9832	2006-03-20T08:53:33Z	4.61e-06	2.71e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	229.9832	2006-03-20T08:53:33Z	3.87e-06	2.3800000000000003e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	239.9863	2006-03-20T08:53:33Z	9.19e-06	5.56e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	239.9863	2006-03-20T08:53:33Z	8.37e-06	4.91e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	239.9863	2006-03-20T08:53:33Z	7.53e-06	4.33e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	239.9863	2006-03-20T08:53:33Z	6.74e-06	3.8e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	239.9863	2006-03-20T08:53:33Z	5.99e-06	3.34e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	239.9863	2006-03-20T08:53:33Z	5.23e-06	2.9299999999999997e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	239.9863	2006-03-20T08:53:33Z	4.44e-06	2.56e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	249.997	2006-03-20T08:53:33Z	1.0300000000000001e-05	6.14e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	249.997	2006-03-20T08:53:33Z	9.44e-06	5.4000000000000005e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	249.997	2006-03-20T08:53:33Z	8.5e-06	4.74e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	249.997	2006-03-20T08:53:33Z	7.61e-06	4.14e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	249.997	2006-03-20T08:53:33Z	6.74e-06	3.63e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	249.997	2006-03-20T08:53:33Z	5.91e-06	3.16e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	249.997	2006-03-20T08:53:33Z	5.01e-06	2.75e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	259.9969	2006-03-20T08:53:33Z	1.15e-05	6.75e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	259.9969	2006-03-20T08:53:33Z	1.06e-05	5.93e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	259.9969	2006-03-20T08:53:33Z	9.54e-06	5.19e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	259.9969	2006-03-20T08:53:33Z	8.56e-06	4.52e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	259.9969	2006-03-20T08:53:33Z	7.57e-06	3.9399999999999995e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	259.9969	2006-03-20T08:53:33Z	6.63e-06	3.4200000000000005e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	259.9969	2006-03-20T08:53:33Z	5.63e-06	2.95e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	270.0038	2006-03-20T08:53:33Z	1.25e-05	7.4e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	270.0038	2006-03-20T08:53:33Z	1.17e-05	6.500000000000001e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	270.0038	2006-03-20T08:53:33Z	1.06e-05	5.67e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	270.0038	2006-03-20T08:53:33Z	9.56e-06	4.92e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	270.0038	2006-03-20T08:53:33Z	8.47e-06	4.270000000000001e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	270.0038	2006-03-20T08:53:33Z	7.41e-06	3.69e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	270.0038	2006-03-20T08:53:33Z	6.31e-06	3.17e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	280.0069	2006-03-20T08:53:33Z	1.32e-05	8.05e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	280.0069	2006-03-20T08:53:33Z	1.26e-05	7.08e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	280.0069	2006-03-20T08:53:33Z	1.17e-05	6.18e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	280.0069	2006-03-20T08:53:33Z	1.06e-05	5.3500000000000006e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	280.0069	2006-03-20T08:53:33Z	9.42e-06	4.6299999999999994e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	280.0069	2006-03-20T08:53:33Z	8.26e-06	3.98e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	280.0069	2006-03-20T08:53:33Z	7.04e-06	3.41e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	290.0009	2006-03-20T08:53:33Z	1.34e-05	8.68e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	290.0009	2006-03-20T08:53:33Z	1.32e-05	7.670000000000001e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	290.0009	2006-03-20T08:53:33Z	1.26e-05	6.709999999999999e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	290.0009	2006-03-20T08:53:33Z	1.1599999999999999e-05	5.7999999999999994e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	290.0009	2006-03-20T08:53:33Z	1.04e-05	5e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	290.0009	2006-03-20T08:53:33Z	9.12e-06	4.28e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	290.0009	2006-03-20T08:53:33Z	7.8e-06	3.65e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	1.0005760000000001	300.0	2006-03-20T08:53:33Z	1.31e-05	9.25e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	3.163809	300.0	2006-03-20T08:53:33Z	1.3500000000000001e-05	8.25e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	10.00747	300.0	2006-03-20T08:53:33Z	1.32e-05	7.240000000000001e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	31.62955	300.0	2006-03-20T08:53:33Z	1.25e-05	6.26e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	100.0534	300.0	2006-03-20T08:53:33Z	1.13e-05	5.39e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	316.723	300.0	2006-03-20T08:53:33Z	1e-05	4.6e-05
IRM-OldBlue-1892	CS914.001	IRM-OldBlue-1892		This study	IRM-OldBlue	LP-X:LP-X-T:LP-X-F:LP-X-H	0.0003	997.3405	300.0	2006-03-20T08:53:33Z	8.59e-06	3.9e-05
