Sample ID	Meas. type	Treatment Type	AF X	AF Y	AF Z	Temp C	Declination: Unrotated	Inclination: Unrotated	Declination: Sample Rotated	Inclination: Sample Rotated	Declination: Formation Rotated	Inclination: Formation Rotated	Intensity	MS corr	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	X mean	Y mean	Z mean	X corr	Y corr	Z corr	X drift	Y drift	Z drift	Depth	IRM Gauss	ARM Gauss	ARM axis	Area
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	5.46	36.63	5.46	36.63	5.46	36.63	3.7955E-7	NA	0.00	90.00	0.00	0.00	5.3751E-6	6.7320E-7	5.7322E-6	5.6127E-6	5.1086E-7	5.6889E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.15	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	8.24	35.95	8.24	35.95	8.24	35.95	4.0868E-7	NA	0.00	90.00	0.00	0.00	5.8222E-6	1.0018E-6	6.0714E-6	6.0615E-6	8.3553E-7	6.0263E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.16	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	10.30	35.39	10.30	35.39	10.30	35.39	4.3057E-7	NA	0.00	90.00	0.00	0.00	6.1520E-6	1.2731E-6	6.3123E-6	6.3930E-6	1.1061E-6	6.2640E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.17	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	11.18	34.76	11.18	34.76	11.18	34.76	4.4427E-7	NA	0.00	90.00	0.00	0.00	6.3842E-6	1.4090E-6	6.4144E-6	6.6283E-6	1.2467E-6	6.3629E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.18	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	10.83	33.88	10.83	33.88	10.83	33.88	4.5402E-7	NA	0.00	90.00	0.00	0.00	6.6065E-6	1.4037E-6	6.4110E-6	6.8534E-6	1.2474E-6	6.3582E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.19	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	9.65	32.72	9.65	32.72	9.65	32.72	4.6488E-7	NA	0.00	90.00	0.00	0.00	6.8857E-6	1.3065E-6	6.3663E-6	7.1376E-6	1.1549E-6	6.3128E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.20	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	8.13	31.64	8.13	31.64	8.13	31.64	4.7838E-7	NA	0.00	90.00	0.00	0.00	7.2094E-6	1.1606E-6	6.3561E-6	7.4637E-6	1.0146E-6	6.3038E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.21	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	6.52	30.86	6.52	30.86	6.52	30.86	4.9493E-7	NA	0.00	90.00	0.00	0.00	7.5602E-6	9.9751E-7	6.4297E-6	7.8139E-6	8.4977E-7	6.3779E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.22	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	5.53	30.55	5.53	30.55	5.53	30.55	5.1094E-7	NA	0.00	90.00	0.00	0.00	7.8560E-6	8.9463E-7	6.5749E-6	8.1073E-6	7.4760E-7	6.5246E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.23	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	4.92	30.83	4.92	30.83	4.92	30.83	5.1939E-7	NA	0.00	90.00	0.00	0.00	7.9771E-6	8.2307E-7	6.7330E-6	8.2256E-6	6.7426E-7	6.6868E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.24	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	3.96	32.08	3.96	32.08	3.96	32.08	5.1378E-7	NA	0.00	90.00	0.00	0.00	7.7931E-6	6.7889E-7	6.8959E-6	8.0396E-6	5.3008E-7	6.8544E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.25	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	2.77	34.78	2.77	34.78	2.77	34.78	4.9128E-7	NA	0.00	90.00	0.00	0.00	7.2128E-6	4.9306E-7	7.0768E-6	7.4610E-6	3.4354E-7	7.0397E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.26	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	1.32	40.20	1.32	40.20	1.32	40.20	4.4750E-7	NA	0.00	90.00	0.00	0.00	6.0751E-6	2.8943E-7	7.2898E-6	6.3257E-6	1.3848E-7	7.2556E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.27	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	359.62	48.53	359.62	48.53	359.62	48.53	3.9585E-7	NA	0.00	90.00	0.00	0.00	4.5999E-6	1.1997E-7	7.4849E-6	4.8525E-6	-3.0972E-8	7.4511E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.28	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	357.27	58.81	357.27	58.81	357.27	58.81	3.5425E-7	NA	0.00	90.00	0.00	0.00	3.1416E-6	-3.5600E-10	7.6464E-6	3.3925E-6	-1.5415E-7	7.6123E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.29	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	353.51	67.07	353.51	67.07	353.51	67.07	3.3745E-7	NA	0.00	90.00	0.00	0.00	2.1689E-6	-9.6476E-8	7.8416E-6	2.4177E-6	-2.6166E-7	7.8071E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.30	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	349.92	69.03	349.92	69.03	349.92	69.03	3.4569E-7	NA	0.00	90.00	0.00	0.00	2.0087E-6	-2.0043E-7	8.1454E-6	2.2549E-6	-3.8163E-7	8.1085E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.31	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	350.17	64.92	350.17	64.92	350.17	64.92	3.7070E-7	NA	0.00	90.00	0.00	0.00	2.6200E-6	-2.8231E-7	8.4774E-6	2.8659E-6	-4.7277E-7	8.4342E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.32	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	352.98	57.72	352.98	57.72	352.98	57.72	4.0029E-7	NA	0.00	90.00	0.00	0.00	3.6822E-6	-2.6807E-7	8.5541E-6	3.9280E-6	-4.6031E-7	8.5010E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.33	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	355.84	49.22	355.84	49.22	355.84	49.22	4.2774E-7	NA	0.00	90.00	0.00	0.00	4.9144E-6	-1.7408E-7	8.1999E-6	5.1585E-6	-3.5742E-7	8.1360E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.34	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	358.07	39.61	358.07	39.61	358.07	39.61	4.5685E-7	NA	0.00	90.00	0.00	0.00	6.2706E-6	-3.4888E-8	7.3879E-6	6.5117E-6	-2.0897E-7	7.3170E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.35	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	359.09	30.24	359.09	30.24	359.09	30.24	4.9732E-7	NA	0.00	90.00	0.00	0.00	7.7136E-6	4.4500E-8	6.3646E-6	7.9526E-6	-1.2068E-7	6.2917E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.36	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	358.31	22.11	358.31	22.11	358.31	22.11	5.6128E-7	NA	0.00	90.00	0.00	0.00	9.3847E-6	-1.1178E-7	5.3791E-6	9.6220E-6	-2.6985E-7	5.3076E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.37	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	355.98	16.71	355.98	16.71	355.98	16.71	6.4017E-7	NA	0.00	90.00	0.00	0.00	1.1084E-5	-6.0164E-7	4.6925E-6	1.1322E-5	-7.5757E-7	4.6242E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.38	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	352.53	13.70	352.53	13.70	352.53	13.70	7.2150E-7	NA	0.00	90.00	0.00	0.00	1.2626E-5	-1.4514E-6	4.3568E-6	1.2866E-5	-1.6045E-6	4.2934E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.39	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	348.14	12.29	348.14	12.29	348.14	12.29	7.8664E-7	NA	0.00	90.00	0.00	0.00	1.3682E-5	-2.6362E-6	4.2641E-6	1.3925E-5	-2.7836E-6	4.2056E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.40	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	343.54	11.63	343.54	11.63	343.54	11.63	8.0425E-7	NA	0.00	90.00	0.00	0.00	1.3739E-5	-3.7861E-6	4.1254E-6	1.3985E-5	-3.9317E-6	4.0715E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.41	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	339.13	10.47	339.13	10.47	339.13	10.47	7.7826E-7	NA	0.00	90.00	0.00	0.00	1.2989E-5	-4.6590E-6	3.6020E-6	1.3238E-5	-4.8024E-6	3.5525E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.42	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	336.51	7.97	336.51	7.97	336.51	7.97	7.2608E-7	NA	0.00	90.00	0.00	0.00	1.1959E-5	-4.9046E-6	2.5740E-6	1.2209E-5	-5.0481E-6	2.5279E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.43	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	337.79	4.48	337.79	4.48	337.79	4.48	6.8061E-7	NA	0.00	90.00	0.00	0.00	1.1379E-5	-4.3724E-6	1.3779E-6	1.1629E-5	-4.5184E-6	1.3347E-6	0.0000E+0	0.0000E+0	0.0000E+0	1.44	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	343.56	1.73	343.56	1.73	343.56	1.73	6.5438E-7	NA	0.00	90.00	0.00	0.00	1.1365E-5	-3.1111E-6	5.3856E-7	1.1613E-5	-3.2617E-6	4.9725E-7	0.0000E+0	0.0000E+0	0.0000E+0	1.45	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	351.13	1.15	351.13	1.15	351.13	1.15	6.1762E-7	NA	0.00	90.00	0.00	0.00	1.1049E-5	-1.5215E-6	3.5105E-7	1.1294E-5	-1.6764E-6	3.1076E-7	0.0000E+0	0.0000E+0	0.0000E+0	1.46	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	358.58	2.62	358.58	2.62	358.58	2.62	5.3217E-7	NA	0.00	90.00	0.00	0.00	9.5948E-6	-7.4404E-8	6.5178E-7	9.8382E-6	-2.3211E-7	6.1013E-7	0.0000E+0	0.0000E+0	0.0000E+0	1.47	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	5.97	5.02	5.97	5.02	5.97	5.02	3.9392E-7	NA	0.00	90.00	0.00	0.00	6.9822E-6	8.7932E-7	9.1069E-7	7.2250E-6	7.1912E-7	8.6513E-7	0.0000E+0	0.0000E+0	0.0000E+0	1.48	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	16.15	7.58	16.15	7.58	16.15	7.58	2.3269E-7	NA	0.00	90.00	0.00	0.00	3.8597E-6	1.2834E-6	8.2467E-7	4.1014E-6	1.1299E-6	7.7112E-7	0.0000E+0	0.0000E+0	0.0000E+0	1.49	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	450	450	450	NA	40.72	10.41	40.72	10.41	40.72	10.41	9.9868E-8	NA	0.00	90.00	0.00	0.00	1.1387E-6	1.2770E-6	5.1765E-7	1.3780E-6	1.1289E-6	4.5339E-7	0.0000E+0	0.0000E+0	0.0000E+0	1.50	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	83.34	5.06	83.34	5.06	83.34	5.06	1.2041E-7	NA	0.00	90.00	0.00	0.00	1.1900E-8	2.2403E-6	3.6414E-7	2.5738E-7	2.0986E-6	2.6656E-7	0.0000E+0	0.0000E+0	0.0000E+0	0.00	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	80.33	21.12	80.33	21.12	80.33	21.12	9.9422E-8	NA	0.00	90.00	0.00	0.00	2.9920E-8	1.7455E-6	1.0135E-6	2.8832E-7	1.6105E-6	8.9998E-7	0.0000E+0	0.0000E+0	0.0000E+0	0.01	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	272.41	51.37	272.41	51.37	272.41	51.37	9.7752E-8	NA	0.00	90.00	0.00	0.00	-2.2270E-7	-9.3913E-7	2.0578E-6	4.7600E-8	-1.0741E-6	1.9183E-6	0.0000E+0	0.0000E+0	0.0000E+0	0.02	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	264.70	17.04	264.70	17.04	264.70	17.04	4.8444E-7	NA	0.00	90.00	0.00	0.00	-1.0608E-6	-7.9623E-6	3.7366E-6	-7.9152E-7	-8.1246E-6	3.5651E-6	0.0000E+0	0.0000E+0	0.0000E+0	0.03	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	263.61	11.61	263.61	11.61	263.61	11.61	1.1951E-6	NA	0.00	90.00	0.00	0.00	-2.6666E-6	-2.0273E-5	6.2383E-6	-2.4106E-6	-2.0493E-5	6.0440E-6	0.0000E+0	0.0000E+0	0.0000E+0	0.04	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	263.29	10.61	263.29	10.61	263.29	10.61	2.0490E-6	NA	0.00	90.00	0.00	0.00	-4.5934E-6	-3.4966E-5	9.6637E-6	-4.3544E-6	-3.5235E-5	9.4778E-6	0.0000E+0	0.0000E+0	0.0000E+0	0.05	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	263.21	11.54	263.21	11.54	263.21	11.54	2.5985E-6	NA	0.00	90.00	0.00	0.00	-5.7939E-6	-4.4246E-5	1.3212E-5	-5.5699E-6	-4.4536E-5	1.3062E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.06	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	263.53	13.63	263.53	13.63	263.53	13.63	2.6018E-6	NA	0.00	90.00	0.00	0.00	-5.4910E-6	-4.3990E-5	1.5517E-5	-5.2703E-6	-4.4258E-5	1.5406E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.07	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	264.73	18.26	264.73	18.26	264.73	18.26	2.0451E-6	NA	0.00	90.00	0.00	0.00	-3.5323E-6	-3.3847E-5	1.6180E-5	-3.3034E-6	-3.4067E-5	1.6095E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.08	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	269.60	30.55	269.60	30.55	269.60	30.55	1.2670E-6	NA	0.00	90.00	0.00	0.00	-3.8046E-7	-1.9041E-5	1.6245E-5	-1.4178E-7	-1.9221E-5	1.6176E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.09	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	293.51	56.74	293.51	56.74	293.51	56.74	7.8527E-7	NA	0.00	90.00	0.00	0.00	2.9352E-6	-6.7985E-6	1.6553E-5	3.1810E-6	-6.9573E-6	1.6494E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.10	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	357.04	66.84	357.04	66.84	357.04	66.84	7.4751E-7	NA	0.00	90.00	0.00	0.00	5.1843E-6	-1.1855E-7	1.7316E-5	5.4346E-6	-2.6736E-7	1.7265E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.11	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	22.43	62.91	22.43	62.91	22.43	62.91	8.2583E-7	NA	0.00	90.00	0.00	0.00	6.1826E-6	2.6739E-6	1.8518E-5	6.4352E-6	2.5283E-6	1.8469E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.12	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	25.92	64.64	25.92	64.64	25.92	64.64	8.8042E-7	NA	0.00	90.00	0.00	0.00	6.0251E-6	3.0495E-6	2.0036E-5	6.2784E-6	2.9035E-6	1.9985E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.13	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	23.69	70.54	23.69	70.54	23.69	70.54	9.1132E-7	NA	0.00	90.00	0.00	0.00	4.8950E-6	2.2969E-6	2.1639E-5	5.1466E-6	2.1485E-6	2.1585E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.14	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	19.15	78.73	19.15	78.73	19.15	78.73	9.4515E-7	NA	0.00	90.00	0.00	0.00	2.9825E-6	1.2207E-6	2.3342E-5	3.2314E-6	1.0680E-6	2.3284E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.15	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	10.93	87.07	10.93	87.07	10.93	87.07	1.0003E-6	NA	0.00	90.00	0.00	0.00	6.8238E-7	3.2823E-7	2.5155E-5	9.2956E-7	1.7088E-7	2.5095E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.16	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	187.72	85.92	187.72	85.92	187.72	85.92	1.0810E-6	NA	0.00	90.00	0.00	0.00	-1.6572E-6	-2.1004E-8	2.7147E-5	-1.4093E-6	-1.8192E-7	2.7087E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.17	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	177.06	80.85	177.06	80.85	177.06	80.85	1.1804E-6	NA	0.00	90.00	0.00	0.00	-3.7179E-6	3.3037E-7	2.9336E-5	-3.4697E-6	1.6981E-7	2.9274E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.18	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	167.41	77.62	167.41	77.62	167.41	77.62	1.2907E-6	NA	0.00	90.00	0.00	0.00	-5.2476E-6	1.2243E-6	3.1731E-5	-4.9980E-6	1.0627E-6	3.1669E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.19	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	159.11	76.16	159.11	76.16	159.11	76.16	1.3936E-6	NA	0.00	90.00	0.00	0.00	-6.0160E-6	2.2528E-6	3.4053E-5	-5.7664E-6	2.0947E-6	3.3991E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.20	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	151.32	75.90	151.32	75.90	151.32	75.90	1.4725E-6	NA	0.00	90.00	0.00	0.00	-6.0731E-6	3.1851E-6	3.5937E-5	-5.8249E-6	3.0321E-6	3.5875E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.21	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	144.72	76.54	144.72	76.54	144.72	76.54	1.5195E-6	NA	0.00	90.00	0.00	0.00	-5.5906E-6	3.7490E-6	3.7182E-5	-5.3441E-6	3.5981E-6	3.7122E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.22	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	137.71	77.83	137.71	77.83	137.71	77.83	1.5348E-6	NA	0.00	90.00	0.00	0.00	-4.6764E-6	3.9826E-6	3.7746E-5	-4.4302E-6	3.8345E-6	3.7688E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.23	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	127.11	79.45	127.11	79.45	127.11	79.45	1.5217E-6	NA	0.00	90.00	0.00	0.00	-3.3582E-6	4.0652E-6	3.7634E-5	-3.1120E-6	3.9139E-6	3.7578E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.24	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	109.81	80.81	109.81	80.81	109.81	80.81	1.4942E-6	NA	0.00	90.00	0.00	0.00	-1.7439E-6	4.1122E-6	3.7107E-5	-1.4974E-6	3.9555E-6	3.7053E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.25	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	83.97	80.92	83.97	80.92	83.97	80.92	1.4715E-6	NA	0.00	90.00	0.00	0.00	2.0536E-7	4.2307E-6	3.6554E-5	4.5186E-7	4.0687E-6	3.6500E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.26	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	62.40	79.30	62.40	79.30	62.40	79.30	1.4681E-6	NA	0.00	90.00	0.00	0.00	2.0913E-6	4.4219E-6	3.6290E-5	2.3372E-6	4.2546E-6	3.6238E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.27	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	49.93	77.28	49.93	77.28	49.93	77.28	1.4737E-6	NA	0.00	90.00	0.00	0.00	3.6203E-6	4.5408E-6	3.6162E-5	3.8658E-6	4.3731E-6	3.6110E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.28	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	41.20	75.70	41.20	75.70	41.20	75.70	1.4644E-6	NA	0.00	90.00	0.00	0.00	4.7930E-6	4.3638E-6	3.5698E-5	5.0388E-6	4.1972E-6	3.5647E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.29	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	31.96	74.14	31.96	74.14	31.96	74.14	1.4370E-6	NA	0.00	90.00	0.00	0.00	5.9221E-6	3.8295E-6	3.4772E-5	6.1693E-6	3.6632E-6	3.4722E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.30	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	22.47	72.09	22.47	72.09	22.47	72.09	1.4096E-6	NA	0.00	90.00	0.00	0.00	7.1679E-6	3.0851E-6	3.3741E-5	7.4161E-6	2.9185E-6	3.3692E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.31	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	17.48	70.50	17.48	70.50	17.48	70.50	1.4057E-6	NA	0.00	90.00	0.00	0.00	8.0366E-6	2.6511E-6	3.3333E-5	8.2844E-6	2.4827E-6	3.3286E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.32	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	17.74	70.21	17.74	70.21	17.74	70.21	1.4209E-6	NA	0.00	90.00	0.00	0.00	8.2362E-6	2.7522E-6	3.3633E-5	8.4830E-6	2.5824E-6	3.3585E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.33	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	23.14	71.22	23.14	71.22	23.14	71.22	1.4451E-6	NA	0.00	90.00	0.00	0.00	7.6752E-6	3.3930E-6	3.4415E-5	7.9213E-6	3.2211E-6	3.4366E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.34	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	31.70	72.40	31.70	72.40	31.70	72.40	1.4772E-6	NA	0.00	90.00	0.00	0.00	6.7901E-6	4.3083E-6	3.5421E-5	7.0336E-6	4.1335E-6	3.5371E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.35	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	500	500	500	NA	42.20	72.95	42.20	72.95	42.20	72.95	1.5239E-6	NA	0.00	90.00	0.00	0.00	5.8851E-6	5.4642E-6	3.6645E-5	6.1268E-6	5.2859E-6	3.6597E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.36	NA	NA	NA	4.00
