Sample ID	Meas. type	Treatment Type	AF X	AF Y	AF Z	Temp C	Declination: Unrotated	Inclination: Unrotated	Declination: Sample Rotated	Inclination: Sample Rotated	Declination: Formation Rotated	Inclination: Formation Rotated	Intensity	MS corr	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	X mean	Y mean	Z mean	X corr	Y corr	Z corr	X drift	Y drift	Z drift	Depth	IRM Gauss	ARM Gauss	ARM axis	Area
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	110.55	67.77	110.55	67.77	110.55	67.77	3.4736E-6	NA	0.00	90.00	0.00	0.00	-8.7849E-6	2.1827E-5	8.0831E-5	-8.5384E-6	2.1675E-5	8.0773E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.64	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	122.77	70.17	122.77	70.17	122.77	70.17	3.3699E-6	NA	0.00	90.00	0.00	0.00	-1.1698E-5	1.7083E-5	7.9690E-5	-1.1454E-5	1.6931E-5	7.9634E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.65	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	134.47	73.23	134.47	73.23	134.47	73.23	3.2662E-6	NA	0.00	90.00	0.00	0.00	-1.2466E-5	1.1997E-5	7.8612E-5	-1.2222E-5	1.1847E-5	7.8557E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.66	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	136.83	76.62	136.83	76.62	136.83	76.62	3.2145E-6	NA	0.00	90.00	0.00	0.00	-1.0288E-5	9.1132E-6	7.8612E-5	-1.0044E-5	8.9644E-6	7.8556E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.67	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	114.57	79.95	114.57	79.95	114.57	79.95	3.2599E-6	NA	0.00	90.00	0.00	0.00	-4.6230E-6	9.2621E-6	8.0690E-5	-4.3772E-6	9.1111E-6	8.0633E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.68	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	68.97	78.41	68.97	78.41	68.97	78.41	3.5036E-6	NA	0.00	90.00	0.00	0.00	4.4292E-6	1.1728E-5	8.6277E-5	4.6760E-6	1.1573E-5	8.6216E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.69	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	47.30	73.55	47.30	73.55	47.30	73.55	3.9335E-6	NA	0.00	90.00	0.00	0.00	1.3734E-5	1.4583E-5	9.4828E-5	1.3983E-5	1.4422E-5	9.4765E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.70	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	38.84	70.15	38.84	70.15	38.84	70.15	4.4447E-6	NA	0.00	90.00	0.00	0.00	2.1513E-5	1.6841E-5	1.0508E-4	2.1763E-5	1.6675E-5	1.0502E-4	0.0000E+0	0.0000E+0	0.0000E+0	0.71	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	36.51	68.87	36.51	68.87	36.51	68.87	4.8454E-6	NA	0.00	90.00	0.00	0.00	2.5734E-5	1.8474E-5	1.1360E-4	2.5985E-5	1.8307E-5	1.1353E-4	0.0000E+0	0.0000E+0	0.0000E+0	0.72	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	38.91	69.11	38.91	69.11	38.91	69.11	5.0635E-6	NA	0.00	90.00	0.00	0.00	2.5761E-5	2.0146E-5	1.1890E-4	2.6014E-5	1.9981E-5	1.1883E-4	0.0000E+0	0.0000E+0	0.0000E+0	0.73	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	45.94	70.16	45.94	70.16	45.94	70.16	5.0981E-6	NA	0.00	90.00	0.00	0.00	2.2016E-5	2.2063E-5	1.2054E-4	2.2269E-5	2.1901E-5	1.2047E-4	0.0000E+0	0.0000E+0	0.0000E+0	0.74	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	56.49	71.18	56.49	71.18	56.49	71.18	5.0099E-6	NA	0.00	90.00	0.00	0.00	1.6260E-5	2.3892E-5	1.1919E-4	1.6513E-5	2.3735E-5	1.1912E-4	0.0000E+0	0.0000E+0	0.0000E+0	0.75	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	71.63	71.67	71.63	71.67	71.63	71.67	4.8213E-6	NA	0.00	90.00	0.00	0.00	8.5952E-6	2.5499E-5	1.1503E-4	8.8475E-6	2.5348E-5	1.1497E-4	0.0000E+0	0.0000E+0	0.0000E+0	0.76	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	88.09	70.97	88.09	70.97	88.09	70.97	4.6281E-6	NA	0.00	90.00	0.00	0.00	6.8068E-7	2.6726E-5	1.0997E-4	9.3126E-7	2.6574E-5	1.0990E-4	0.0000E+0	0.0000E+0	0.0000E+0	0.77	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	102.02	69.10	102.02	69.10	102.02	69.10	4.5081E-6	NA	0.00	90.00	0.00	0.00	-6.4495E-6	2.7862E-5	1.0586E-4	-6.2013E-6	2.7704E-5	1.0580E-4	0.0000E+0	0.0000E+0	0.0000E+0	0.78	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	111.94	67.14	111.94	67.14	111.94	67.14	4.4383E-6	NA	0.00	90.00	0.00	0.00	-1.2172E-5	2.8335E-5	1.0280E-4	-1.1925E-5	2.8173E-5	1.0273E-4	0.0000E+0	0.0000E+0	0.0000E+0	0.79	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	116.22	66.68	116.22	66.68	116.22	66.68	4.3125E-6	NA	0.00	90.00	0.00	0.00	-1.4206E-5	2.7145E-5	9.9538E-5	-1.3959E-5	2.6977E-5	9.9481E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.80	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	111.46	68.93	111.46	68.93	111.46	68.93	4.0258E-6	NA	0.00	90.00	0.00	0.00	-1.0051E-5	2.3903E-5	9.4420E-5	-9.8019E-6	2.3727E-5	9.4368E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.81	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	85.33	73.12	85.33	73.12	85.33	73.12	3.6728E-6	NA	0.00	90.00	0.00	0.00	1.3563E-6	1.8906E-5	8.8332E-5	1.6068E-6	1.8724E-5	8.8285E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.82	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	33.62	69.08	33.62	69.08	33.62	69.08	3.5479E-6	NA	0.00	90.00	0.00	0.00	1.9280E-5	1.2543E-5	8.3291E-5	1.9531E-5	1.2358E-5	8.3246E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.83	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	8.77	56.32	8.77	56.32	8.77	56.32	3.8868E-6	NA	0.00	90.00	0.00	0.00	3.9183E-5	5.9694E-6	8.1295E-5	3.9434E-5	5.7886E-6	8.1250E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.84	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	359.69	47.67	359.69	47.67	359.69	47.67	4.4570E-6	NA	0.00	90.00	0.00	0.00	5.5306E-5	-1.1926E-7	8.2821E-5	5.5556E-5	-2.8836E-7	8.2776E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.85	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	355.05	45.03	355.05	45.03	355.05	45.03	4.7957E-6	NA	0.00	90.00	0.00	0.00	6.2264E-5	-4.9943E-6	8.5268E-5	6.2513E-5	-5.1481E-6	8.5222E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.86	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	352.14	45.46	352.14	45.46	352.14	45.46	4.7448E-6	NA	0.00	90.00	0.00	0.00	6.0787E-5	-7.8843E-6	8.4998E-5	6.1033E-5	-8.0196E-6	8.4949E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.87	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	350.42	47.78	350.42	47.78	350.42	47.78	4.2922E-6	NA	0.00	90.00	0.00	0.00	5.2409E-5	-8.3290E-6	7.9893E-5	5.2651E-5	-8.4529E-6	7.9845E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.88	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	350.30	51.39	350.30	51.39	350.30	51.39	3.6008E-6	NA	0.00	90.00	0.00	0.00	4.0765E-5	-6.5408E-6	7.0726E-5	4.1003E-5	-6.6668E-6	7.0678E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.89	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	353.02	55.62	353.02	55.62	353.02	55.62	2.9204E-6	NA	0.00	90.00	0.00	0.00	3.0073E-5	-3.3991E-6	6.0591E-5	3.0306E-5	-3.5297E-6	6.0543E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.90	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	0.02	60.49	0.02	60.49	0.02	60.49	2.3115E-6	NA	0.00	90.00	0.00	0.00	2.0850E-5	1.3884E-7	5.0583E-5	2.1080E-5	5.3400E-9	5.0531E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.91	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	8.42	64.58	8.42	64.58	8.42	64.58	1.8620E-6	NA	0.00	90.00	0.00	0.00	1.4407E-5	2.1955E-6	4.2303E-5	1.4636E-5	2.0612E-6	4.2246E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.92	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	14.40	67.62	14.40	67.62	14.40	67.62	1.5122E-6	NA	0.00	90.00	0.00	0.00	1.0093E-5	2.6550E-6	3.5186E-5	1.0323E-5	2.5230E-6	3.5127E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.93	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	15.82	71.00	15.82	71.00	15.82	71.00	1.2069E-6	NA	0.00	90.00	0.00	0.00	6.7626E-6	2.0256E-6	2.8729E-5	6.9979E-6	1.8864E-6	2.8667E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.94	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	10.34	71.58	10.34	71.58	10.34	71.58	9.8056E-7	NA	0.00	90.00	0.00	0.00	5.4016E-6	1.1307E-6	2.3437E-5	5.6426E-6	9.7936E-7	2.3370E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.95	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	4.25	69.99	4.25	69.99	4.25	69.99	8.0152E-7	NA	0.00	90.00	0.00	0.00	4.8185E-6	5.2830E-7	1.8993E-5	5.0626E-6	3.5814E-7	1.8919E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.96	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	0.86	66.58	0.86	66.58	0.86	66.58	6.8030E-7	NA	0.00	90.00	0.00	0.00	4.7600E-6	2.6273E-7	1.5760E-5	5.0058E-6	7.1556E-8	1.5681E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.97	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	357.43	62.14	357.43	62.14	357.43	62.14	6.0174E-7	NA	0.00	90.00	0.00	0.00	4.9555E-6	-1.7800E-8	1.3443E-5	5.2003E-6	-2.2250E-7	1.3364E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.98	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	352.95	57.45	352.95	57.45	352.95	57.45	5.6337E-7	NA	0.00	90.00	0.00	0.00	5.3251E-6	-4.5105E-7	1.2006E-5	5.5685E-6	-6.5504E-7	1.1929E-5	0.0000E+0	0.0000E+0	0.0000E+0	0.99	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	348.59	53.14	348.59	53.14	348.59	53.14	5.5373E-7	NA	0.00	90.00	0.00	0.00	5.7858E-6	-9.6227E-7	1.1202E-5	6.0279E-6	-1.1574E-6	1.1129E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.00	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	345.02	49.73	345.02	49.73	345.02	49.73	5.6416E-7	NA	0.00	90.00	0.00	0.00	6.2805E-6	-1.4802E-6	1.0885E-5	6.5215E-6	-1.6604E-6	1.0813E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.01	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	342.43	47.35	342.43	47.35	342.43	47.35	5.8663E-7	NA	0.00	90.00	0.00	0.00	6.7725E-6	-1.9452E-6	1.0910E-5	7.0142E-6	-2.1129E-6	1.0839E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.02	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	340.25	45.70	340.25	45.70	340.25	45.70	6.1607E-7	NA	0.00	90.00	0.00	0.00	7.2539E-6	-2.3987E-6	1.1145E-5	7.4967E-6	-2.5611E-6	1.1076E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.03	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	337.58	44.47	337.58	44.47	337.58	44.47	6.5305E-7	NA	0.00	90.00	0.00	0.00	7.7302E-6	-2.9701E-6	1.1559E-5	7.9754E-6	-3.1307E-6	1.1492E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.04	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	334.23	43.70	334.23	43.70	334.23	43.70	6.9370E-7	NA	0.00	90.00	0.00	0.00	8.1161E-6	-3.6793E-6	1.2106E-5	8.3609E-6	-3.8416E-6	1.2039E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.05	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	330.46	43.44	330.46	43.44	330.46	43.44	7.3388E-7	NA	0.00	90.00	0.00	0.00	8.3382E-6	-4.4682E-6	1.2743E-5	8.5819E-6	-4.6287E-6	1.2676E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.06	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	327.41	43.79	327.41	43.79	327.41	43.79	7.6565E-7	NA	0.00	90.00	0.00	0.00	8.3779E-6	-5.0847E-6	1.3375E-5	8.6204E-6	-5.2439E-6	1.3310E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.07	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	326.48	44.71	326.48	44.71	326.48	44.71	7.8689E-7	NA	0.00	90.00	0.00	0.00	8.3892E-6	-5.2862E-6	1.3966E-5	8.6312E-6	-5.4404E-6	1.3905E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.08	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	328.78	45.97	328.78	45.97	328.78	45.97	8.0347E-7	NA	0.00	90.00	0.00	0.00	8.5976E-6	-4.9473E-6	1.4566E-5	8.8410E-6	-5.0990E-6	1.4511E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.09	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	334.00	46.99	334.00	46.99	334.00	46.99	8.2506E-7	NA	0.00	90.00	0.00	0.00	9.1191E-6	-4.1926E-6	1.5209E-5	9.3636E-6	-4.3453E-6	1.5156E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.10	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	341.11	47.22	341.11	47.22	341.11	47.22	8.6626E-7	NA	0.00	90.00	0.00	0.00	1.0063E-5	-3.2022E-6	1.6022E-5	1.0306E-5	-3.3557E-6	1.5970E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.11	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	347.75	46.27	347.75	46.27	347.75	46.27	9.3140E-7	NA	0.00	90.00	0.00	0.00	1.1407E-5	-2.2517E-6	1.6957E-5	1.1647E-5	-2.4058E-6	1.6908E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.12	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	352.84	44.53	352.84	44.53	352.84	44.53	1.0130E-6	NA	0.00	90.00	0.00	0.00	1.3029E-5	-1.4308E-6	1.7892E-5	1.3266E-5	-1.5863E-6	1.7845E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.13	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	356.66	42.52	356.66	42.52	356.66	42.52	1.1024E-6	NA	0.00	90.00	0.00	0.00	1.4778E-5	-6.7533E-7	1.8761E-5	1.5015E-5	-8.3340E-7	1.8716E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.14	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	359.54	40.78	359.54	40.78	359.54	40.78	1.1853E-6	NA	0.00	90.00	0.00	0.00	1.6377E-5	3.5956E-8	1.9491E-5	1.6615E-5	-1.2638E-7	1.9448E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.15	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	1.82	39.28	1.82	39.28	1.82	39.28	1.2575E-6	NA	0.00	90.00	0.00	0.00	1.7771E-5	7.1200E-7	2.0042E-5	1.8010E-5	5.4575E-7	1.9997E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.16	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	3.78	37.89	3.78	37.89	3.78	37.89	1.3157E-6	NA	0.00	90.00	0.00	0.00	1.8939E-5	1.3738E-6	2.0345E-5	1.9180E-5	1.2068E-6	2.0297E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.17	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	5.37	36.66	5.37	36.66	5.37	36.66	1.3584E-6	NA	0.00	90.00	0.00	0.00	1.9840E-5	1.9605E-6	2.0426E-5	2.0084E-5	1.7982E-6	2.0374E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.18	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	6.37	35.59	6.37	35.59	6.37	35.59	1.3933E-6	NA	0.00	90.00	0.00	0.00	2.0598E-5	2.3717E-6	2.0421E-5	2.0845E-5	2.2154E-6	2.0368E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.19	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	6.37	34.90	6.37	34.90	6.37	34.90	1.4212E-6	NA	0.00	90.00	0.00	0.00	2.1192E-5	2.4293E-6	2.0478E-5	2.1444E-5	2.2777E-6	2.0424E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.20	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	4.91	34.63	4.91	34.63	4.91	34.63	1.4476E-6	NA	0.00	90.00	0.00	0.00	2.1716E-5	1.9413E-6	2.0715E-5	2.1971E-5	1.7953E-6	2.0662E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.21	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	2.10	34.59	2.10	34.59	2.10	34.59	1.4790E-6	NA	0.00	90.00	0.00	0.00	2.2272E-5	9.3414E-7	2.1141E-5	2.2526E-5	7.8640E-7	2.1089E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.22	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	359.03	34.53	359.03	34.53	359.03	34.53	1.5195E-6	NA	0.00	90.00	0.00	0.00	2.2918E-5	-2.2642E-7	2.1689E-5	2.3169E-5	-3.7344E-7	2.1638E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.23	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	356.82	34.60	356.82	34.60	356.82	34.60	1.5561E-6	NA	0.00	90.00	0.00	0.00	2.3426E-5	-1.1036E-6	2.2242E-5	2.3675E-5	-1.2524E-6	2.2196E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.24	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	355.57	35.37	355.57	35.37	355.57	35.37	1.5711E-6	NA	0.00	90.00	0.00	0.00	2.3398E-5	-1.5931E-6	2.2889E-5	2.3645E-5	-1.7419E-6	2.2847E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.25	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	355.11	37.81	355.11	37.81	355.11	37.81	1.5446E-6	NA	0.00	90.00	0.00	0.00	2.2262E-5	-1.6821E-6	2.3822E-5	2.2510E-5	-1.8316E-6	2.3785E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.26	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	354.74	42.71	354.74	42.71	354.74	42.71	1.4716E-6	NA	0.00	90.00	0.00	0.00	1.9684E-5	-1.5952E-6	2.5105E-5	1.9934E-5	-1.7462E-6	2.5071E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.27	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	353.64	50.51	353.64	50.51	353.64	50.51	1.3721E-6	NA	0.00	90.00	0.00	0.00	1.5803E-5	-1.5518E-6	2.6632E-5	1.6055E-5	-1.7027E-6	2.6598E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.28	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	350.79	60.32	350.79	60.32	350.79	60.32	1.2916E-6	NA	0.00	90.00	0.00	0.00	1.1434E-5	-1.6490E-6	2.8224E-5	1.1685E-5	-1.8028E-6	2.8190E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.29	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	345.72	67.99	345.72	67.99	345.72	67.99	1.2727E-6	NA	0.00	90.00	0.00	0.00	8.3082E-6	-1.9074E-6	2.9676E-5	8.5571E-6	-2.0726E-6	2.9641E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.30	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	340.97	70.38	340.97	70.38	340.97	70.38	1.3086E-6	NA	0.00	90.00	0.00	0.00	7.4440E-6	-2.3425E-6	3.1000E-5	7.6901E-6	-2.5237E-6	3.0963E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.31	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	341.17	67.39	341.17	67.39	341.17	67.39	1.3732E-6	NA	0.00	90.00	0.00	0.00	9.0052E-6	-2.8113E-6	3.1885E-5	9.2511E-6	-3.0018E-6	3.1842E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.32	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	344.54	60.90	344.54	60.90	344.54	60.90	1.4453E-6	NA	0.00	90.00	0.00	0.00	1.2294E-5	-3.1079E-6	3.1778E-5	1.2540E-5	-3.3001E-6	3.1725E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.33	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	348.43	52.25	348.43	52.25	348.43	52.25	1.5166E-6	NA	0.00	90.00	0.00	0.00	1.6596E-5	-3.0965E-6	3.0185E-5	1.6841E-5	-3.2798E-6	3.0121E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.34	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	351.44	42.92	351.44	42.92	351.44	42.92	1.5846E-6	NA	0.00	90.00	0.00	0.00	2.1001E-5	-2.8683E-6	2.7178E-5	2.1242E-5	-3.0424E-6	2.7107E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.35	NA	NA	NA	4.00
MD06-2987_1	SAMPLE/CONTINUOUS	Degauss X, Y, & Z	200	200	200	NA	353.26	33.37	353.26	33.37	353.26	33.37	1.6876E-6	NA	0.00	90.00	0.00	0.00	2.5671E-5	-2.7487E-6	2.3391E-5	2.5910E-5	-2.9139E-6	2.3318E-5	0.0000E+0	0.0000E+0	0.0000E+0	1.36	NA	NA	NA	4.00
